UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
94IN01898,1992038625,L8625,03,92,1,82,1,30,P27,544103,357303,0,,1,2,079,M,181,206,0,,,92,0922,,,,,2.0,,1994
94IN01899,1992038627,L8627,03,92,2,82,1,30,P28,579903,529903,0,,1,3,,2,155,160,2,B,,93,1010,C,---,2,,2.0,PINKEYE 93+94,1994
94IN01900,1992038629,L8629,03,92,2,82,1,30,P25,521403,519003,0,,1,1,,1,147,161,2,,,,,C, 20,3,2,2.0,,1994
94IN01901,1992038638,L8638,03,92,1,80,1,30,p01,477503,707603,0,,1,H,CTL,M,173,187,0,,,95,0826,,,,,2.0,,1994
94IN01902,1992038644,L8644,03,92,1,81,1,30,P12,565103,240703,2,,1,3,LIB,*,0,0,0,,L,,,,,,,2.0,CURLY,1994
94IN01903,1992038653,L8653,03,92,1,80,1,30,P02,551003,572403,2,,1,3,LIB,*,0,0,0,,L,,,,,,,2.0,PINK,1994
94IN01904,1992038654,L8654,03,92,2,81,1,30,P12,565103,476603,0,,1,1,,2,165,158,2,,,,,M, 03,3,2,2.0,,1994
94IN01905,1992038658,L8658,03,92,2,82,1,30,P26,554903,922302,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01906,1992038662,L8662,03,92,1,82,1,30,P23,503603,385203,0,,1,3,JIM,M,185,210,0,,,93,0808,,,,,2.0,,1994
94IN01907,1992038670,L8670,03,92,2,88,1,30,P02,551003,943302,2,,1,1,JIM,5,165,183,1,,,,,A,  0,4,2,2.0,ENTR,1994
94IN01908,1992038673,L8673,03,92,1,82,1,30,P24,518203,078903,2,,1,3,LIB,*,0,0,0,,L,,,,,,,2.0,,1994
94IN01909,1992038683,L8683,03,92,2,81,1,30,P12,565103,512303,0,,1,3,OVX,2,184,162,11,,,18,1021,M,---,3,,2.0,NEW OVX,1994
94IN01910,1992038684,L8684,03,92,2,88,1,30,P03,532003,090603,2,,1,,,*,0,0,0,B,,09,0606,A,---,3,,2.0,RUPTURE X,1994
94IN01911,1992038689,L8689,03,92,2,88,1,30,P01,491703,252003,2,,1,1,JIM,1,175,169,1,,,,,A,  2,3,2,2.0,,1994
94IN01912,1992038708,L8708,03,92,2,82,1,30,P24,518203,186803,2,,1,3,OVX,*,0,0,0,,X,01,1118,,---,,,2.0,OVX.EWE,1994
94IN01913,1992038711,L8711,03,92,1,82,1,30,P22,498103,556503,0,,1,2,X,M,174,201,0,,,93,0919,,,,,2.0,,1994
94IN01914,1992038712,L8712,03,92,1,82,1,30,P22,498103,556503,0,,1,2,088,M,196,209,0,,,92,0922,,,,,2.0,,1994
94IN01915,1992038715,L8715,03,92,2,81,1,30,P12,565103,231703,0,,1,1,,2,166,188,2,,,,,M, 04,3,2,2.0,,1994
94IN01916,1992038721,L8721,03,92,1,80,1,30,P03,532003,208803,2,,1,3,LIB,*,0,0,0,,L,,,,,,,2.0,,1994
94IN01917,1992038722,L8722,03,92,1,80,1,30,P03,532003,208803,0,,1,2,X,M,173,197,0,,,93,0919,,,,,2.0,"PINKEYE,TRT'D",1994
94IN01918,1992038723,L8723,03,92,2,88,1,30,P03,532003,208803,2,,1,1,JIM,1,189,172,3,,,,,A,  0,4,2,2.0,FIBERBAG,1994
94IN01919,1992038725,L8725,03,92,2,82,1,30,p22,519103,723203,0,,1,1,,2,161,165,1,,,,,C, 21,3,2,2.0,,1994
94IN01920,1992038736,L8736,03,92,2,80,1,30,p01,477503,652903,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01921,1992038738,L8738,03,92,2,88,1,30,P01,491703,526603,2,,1,1,JIM,1,174,169,2,B,,,,A,  2,3,2,2.0,,1994
94IN01922,1992038742,L8742,03,92,2,81,1,30,p12,562203,734803,2,,1,,OVX,*,0,0,0,,X,76,0214,,---,,,2.0,OVX.EWE,1994
94IN01923,1992038758,L8758,03,92,2,88,1,30,P01,491703,514103,2,,1,1,JIM,1,176,156,2,,,,,A,  0,3,2,2.0,,1994
94IN01924,1992038759,L8759,03,92,2,82,1,30,P24,518203,518903,0,,1,1,,2,150,158,2,,,,,C, 22,2,2,2.0,,1994
94IN01925,1992038760,L8760,03,92,2,82,1,30,P24,518203,518903,0,,1,1,,1,157,161,2,B,,,,C, 23,3,2,2.0,,1994
94IN01926,1992038765,L8765,03,92,1,82,1,30,P28,579903,546703,0,,1,2,X,M,176,214,0,,,93,0919,,,,,2.0,,1994
94IN01927,1992038773,L8773,03,92,1,80,1,30,P01,491703,435103,0,,1,2,090,M,178,201,0,,,92,0922,,,,,2.0,,1994
94IN01928,1992038774,L8774,03,92,1,80,1,30,P01,491703,435103,0,,1,2,091,M,199,227,0,,,92,0922,,,,,2.0,,1994
94IN01929,1992038775,L8775,03,92,2,88,1,30,P02,551003,372103,2,,1,1,JIM,1,206,194,2,,,,,A,  2,4,2,2.0,,1994
94IN01930,1992038776,L8776,03,92,2,88,1,30,P04,532303,492303,2,,1,1,JIM,2,181,179,2,B,,,,A,  0,3,2,2.0,,1994
94IN01931,1992038777,L8777,03,92,2,88,1,30,P03,532003,419703,2,,1,1,JIM,1,164,170,2,,,,,A,  2,3,2,2.0,,1994
94IN01932,1992038786,L8786,03,92,2,82,1,30,p24,561303,703803,0,,1,1,,1,140,137,2,,,,,C, 24,3,2,2.0,,1994
94IN01933,1992038788,L8788,03,92,1,80,1,30,P03,532003,212903,0,,1,3,CTL,M,170,198,0,,,93,0808,,,,,2.0,,1994
94IN01934,1992038806,L8806,03,92,2,88,1,30,P04,532303,052603,2,,1,1,JIM,5,161,195,1,,,,,A,  0,3,2,2.0,,1994
94IN01935,1992038820,L8820,03,92,2,82,1,30,P21,492103,068703,0,,1,1,,2,130,147,2,,,,,C, 25,3,2,2.0,,1994
94IN01936,1992038827,L8827,03,92,2,82,1,30,P28,579903,245303,0,,1,1,,2,167,168,2,,,,,C, 26,3,2,2.0,,1994
94IN01937,1992038844,L8844,03,92,2,88,1,30,P01,491703,405303,2,,1,1,JIM,2,166,158,1,,,,,A,  2,3,2,2.0,,1994
94IN01938,1992038845,L8845,03,92,2,88,1,30,P01,491703,405303,2,,1,1,JIM,1,187,170,2,,,,,A,  0,2,2,2.0,,1994
94IN01939,1992038848,L8848,03,92,2,81,1,30,P14,534703,187503,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01940,1992038860,L8860,03,92,2,88,1,30,P04,532303,502203,2,,1,1,JIM,1,159,151,2,,,,,A,  2,3,2,2.0,,1994
94IN01941,1992038869,L8869,03,92,2,82,1,30,P27,544103,213003,0,,1,1,,1,167,157,2,,,,,C, 27,4,2,2.0,,1994
94IN01942,1992038880,L8880,03,92,2,82,1,30,P21,492103,214003,0,,1,1,,1,157,150,2,,,,,C, 28,3,2,2.0,,1994
94IN01943,1992038881,L8881,03,92,1,81,1,30,P14,534703,354403,0,,1,2,077,M,177,204,0,,,92,0922,,,,,2.0,,1994
94IN01944,1992038883,L8883,03,92,2,81,1,30,P12,565103,541103,0,,1,1,,1,160,165,2,,,,,M, 01,3,2,2.0,,1994
94IN01945,1992038901,L8901,03,92,2,81,1,30,P12,565103,501203,0,,1,1,,2,167,169,2,,,,,M, 02,2,2,2.0,HARD BAG 94,1994
94IN01946,1992038903,L8903,03,92,1,82,1,30,P23,503603,205603,0,,1,H,LIB,M,170,198,0,,,95,1028,,,,,2.0,,1994
94IN01947,1992038912,L8912,03,92,2,88,1,30,P01,491703,826102,2,,1,1,JIM,E,170,186,2,,,,,A,  0,3,2,2.0,FLTS,1994
94IN01948,1992038913,L8913,03,92,1,80,1,30,P01,491703,826102,2,,1,3,LIB,*,0,0,0,,L,93,0829,,,,,2.0,,1994
94IN01949,1992038914,L8914,03,92,2,88,1,30,P01,491703,518503,2,,1,1,JIM,1,139,162,2,B,,,,A,  2,3,2,2.0,,1994
94IN01950,1992038923,L8923,03,92,2,88,1,30,p02,491003,661303,2,,1,1,JIM,2,150,148,2,B,,,,A,  0,3,2,2.0,,1994
94IN01951,1992038933,L8933,03,92,2,88,1,30,P02,551003,532703,2,,1,1,JIM,2,156,173,2,,,,,A,  2,3,2,2.0,RP,1994
94IN01952,1992038936,L8936,03,92,2,82,1,30,P28,579903,054603,0,,1,7,,2,170,0,0,,,97,0913,C,---,3,,2.0,,1994
94IN01953,1992038959,L8959,03,92,1,80,1,30,P03,532003,190303,0,,1,,JIM,M,178,0,0,,,92,0603,,,,,2.0,NEW MEXICO ST,1994
94IN01954,1992038968,L8968,03,92,2,82,1,30,P25,521403,411303,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01955,1992038970,L8970,03,92,2,82,1,30,P24,518203,367403,0,,1,,,*,0,0,0,,,19,0512,C,---,3,,2.0,DOWNER DAY131,1994
94IN01956,1992038975,L8975,03,92,2,88,1,30,P02,551003,490403,2,,1,1,JIM,1,178,156,2,B,,,,A,  0,3,2,2.0,,1994
94IN01957,1992038982,L8982,03,92,1,82,1,30,P25,521403,235503,2,,1,3,LIB,*,0,0,0,,L,93,0829,,,,,2.0,,1994
94IN01958,1992038993,L8993,03,92,2,82,1,30,P28,579903,505403,0,,1,1,,1,170,172,2,,,,,C, 29,4,2,2.0,,1994
94IN01959,1992038995,L8995,03,92,1,80,1,30,P03,532003,233503,0,,1,3,CTL,M,187,213,0,,,93,0808,,,,,2.0,,1994
94IN01960,1992038998,L8998,03,92,2,80,1,30,P04,532303,375703,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01961,1992039021,L9021,03,92,2,80,1,30,P03,532003,116003,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01962,1992039026,L9026,03,92,1,81,1,30,P12,565103,348603,0,,1,2,078,M,155,190,0,,,92,0922,,,,,2.0,,1994
94IN01963,1992039040,L9040,03,92,2,88,1,30,P01,491703,502103,2,,1,,,1,148,0,0,,,11,0724,A,---,3,,2.0,,1994
94IN01964,1992039052,L9052,03,92,2,88,1,30,P03,532003,218503,2,,1,1,JIM,1,178,178,2,,,,,A,  2,2,2,2.0,,1994
94IN01965,1992039055,L9055,03,92,1,80,1,30,P03,532003,554103,2,,1,3,LIB,*,0,0,0,,L,93,0523,,,,,2.0,,1994
94IN01966,1992039061,L9061,03,92,2,80,1,30,P01,491703,482403,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01967,1992039078,L9078,03,92,2,88,1,30,P04,532303,421103,2,,1,1,JIM,E,160,175,2,,,,,A,  0,3,2,2.0,,1994
94IN01968,1992039096,L9096,03,92,1,80,1,30,P04,532303,096703,0,,1,2,089,M,179,206,0,,,92,0922,,,,,2.0,,1994
94IN01969,1992039097,L9097,03,92,1,80,1,30,P04,532303,096703,0,,1,,CTL,M,185,0,0,,,92,0603,,,,,2.0,NEW MEXICO ST,1994
94IN01970,1992039102,L9102,03,92,2,81,1,30,P14,534703,360003,0,,1,1,,1,154,154,2,,,,,M, 03,2,2,2.0,,1994
94IN01971,1992039104,L9104,03,92,2,88,1,30,P03,532003,382103,2,,1,3,OVX,2,171,158,11,,,,,A,---,4,,2.0,HARD BAG OVXX,1994
94IN01972,1992039121,L9121,03,92,2,88,1,30,P03,532003,473403,2,,1,1,JIM,E,180,210,2,,,,,A,  2,3,2,2.0,THICK COLOSTR,1994
94IN01973,1992039144,L9144,03,92,2,88,1,30,P02,551003,381103,2,,1,1,JIM,5,167,168,1,,,,,A,  0,3,2,2.0,RP,1994
94IN01974,1992039154,L9154,03,92,2,82,1,30,P25,521403,336303,0,,1,1,,2,156,151,1,,,,,C, 30,3,2,2.0,,1994
94IN01975,1992039168,L9168,03,92,1,81,1,30,P12,565103,100603,0,,1,3,CTL,M,154,181,0,,,93,0808,,,,,2.0,,1994
94IN01976,1992039175,L9175,03,92,2,81,1,30,P12,565103,358303,0,,1,1,,2,164,160,2,,,,,M, 04,3,2,2.0,,1994
94IN01977,1992039177,L9177,03,92,2,81,1,30,P13,515203,234803,0,,1,1,,2,169,137,2,,,,,M, 01,3,2,2.0,LAME RR 50%WB,1994
94IN01978,1992039191,L9191,03,92,2,88,1,30,P03,532003,363103,2,,1,1,JIM,2,174,161,2,,,,,A,  2,3,2,2.0,,1994
94IN01979,1992039200,L9200,03,92,2,82,1,30,P27,544103,390903,0,,1,1,,1,164,164,2,,,,,C, 31,4,2,2.0,,1994
94IN01980,1992039205,L9205,03,92,2,81,1,30,P12,565103,339503,0,,1,1,,2,189,184,2,B,,,,M, 02,3,2,2.0,,1994
94IN01981,1992039207,L9207,03,92,1,80,1,30,P03,532003,967802,2,,1,3,LIB,*,0,0,0,,L,93,0523,,,,,2.0,,1994
94IN01982,1992039222,L9222,03,92,2,80,1,30,P04,532303,906402,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01983,1992039230,L9230,03,92,1,82,1,30,P25,521403,085003,0,,1,2,092,M,192,223,0,,,92,0922,,,,,2.0,,1994
94IN01984,1992039267,L9267,03,92,2,81,1,30,p11,534503,733703,0,,1,1,,2,149,153,2,,,,,M, 03,3,2,2.0,,1994
94IN01985,1992039273,L9273,03,92,1,82,1,30,P27,544103,087703,0,,1,,M,M,204,0,0,,,92,0603,,,,,2.0,NEW MEXICO ST,1994
94IN01986,1992039276,L9276,03,92,2,81,1,30,P12,565103,524603,0,,1,,CLO,X,153,0,0,,,93,0810,M,---,4,,2.0,X 1TEAT CULL,1994
94IN01987,1992039285,L9285,03,92,2,82,1,30,P25,521403,389103,0,,1,1,,2,157,163,2,,,,,C, 20,3,2,2.0,,1994
94IN01988,1992039289,L9289,03,92,1,81,1,30,P12,565103,223703,0,,1,,M,M,191,0,0,,,92,0603,,,,,2.0,NEW MEXICO ST,1994
94IN01989,1992039296,L9296,03,92,2,80,1,30,P01,491703,359803,2,,1,3,OVX,*,0,0,0,,X,,,,---,,,2.0,OVX.EWE,1994
94IN01990,1992039297,L9297,03,92,2,88,1,30,P01,491703,359803,2,,1,1,JIM,1,157,146,2,,,,,A,  0,3,2,2.0,THICK COLOSTR,1994
94IN01991,1992039333,L9333,03,92,2,88,1,30,p24,561303,719303,2,,1,1,JIM,1,136,128,2,,,97,1027,A,  2,2,2,2.0,,1994
94IN01992,1992039336,L9336,03,92,2,00,1,30,,000000,,2,,0,3,OVX,*,0,0,0,,X,,,,---,,,2.0,"OVX,JWGOAT",1994
94IN01993,1992039337,L9337,03,92,1,81,1,30,P12,565103,945702,0,,1,2,080,M,202,222,0,,,92,0922,,,,,2.0,,1994
94IN01994,1992039343,L9343,03,92,1,81,1,30,P13,515203,225603,0,,1,2,087,M,174,205,0,,,92,0922,,,,,2.0,,1994
94IN01995,1992039344,L9344,03,92,2,81,1,30,P13,515203,225603,0,,1,3,OVX,1,141,151,11,,,,,M,---,4,,2.0,NEW OVX,1994
94IN01996,1992039356,L9356,03,92,2,81,1,30,P13,515203,096903,0,,1,1,,1,177,171,2,,,,,M, 04,3,2,2.0,,1994
94IN01997,1992039362,L9362,03,92,2,88,2,30,380,380103,312303,2,,1,1,JIM,1,147,156,1,,,,,A,  0,4,2,1.5,,1994
94IN01998,1992039365,L9365,03,92,2,73,2,30,354,354103,893002,6,,1,1,-FL,2,154,148,2,,,,,,-FL,3,F,1.5,,1994
94IN01999,1992039367,L9367,03,92,2,73,2,30,354,354103,027903,6,,1,1,-FL,1,157,173,2,,,,,,-FL,4,F,1.5,,1994
94IN02000,1992039370,L9370,03,92,2,73,2,30,416,416403,455803,6,,1,1,-FL,2,172,167,2,,,,,,-FL,3,F,1.5,,1994
94IN02001,1992039375,L9375,03,92,1,72,2,30,723,625703,135503,6,,1,3,FL,M,153,168,0,,,93,0808,,DUD,,,1.5,,1994
94IN02002,1992039379,L9379,03,92,2,73,2,30,724,632803,449303,6,,1,1,-FL,2,167,161,2,,,,,,-FL,3,F,1.5,,1994
94IN02003,1992039380,L9380,03,92,2,73,2,30,724,632803,449303,6,,1,1,-FL,2,145,149,2,,,,,,-FL,3,F,1.5,,1994
94IN02004,1992039381,L9381,03,92,2,73,2,30,721,455103,314603,6,,1,3,CLO,5,126,145,1,,,93,1202,,X,4,,1.5,X TEAT CUT,1994
94IN02005,1992039382,L9382,03,92,2,73,2,30,723,625703,996302,6,,1,3,OVX,2,135,129,2,,,,,,REC,3,X,1.5,,1994
94IN02006,1992039383,L9383,03,92,2,73,2,30,724,632803,304903,6,,1,1,CLO,1,135,140,1,,,,,,-FL,3,F,1.5,,1994
94IN02007,1992039384,L9384,03,92,1,72,2,30,722,590703,020503,6,,1,2,094,M,190,220,0,,,92,0922,,AVG,,,1.5,,1994
94IN02008,1992039385,L9385,03,92,2,73,2,30,722,590703,020503,6,,1,1,-FL,1,142,142,2,,,,,,-FL,4,F,1.5,,1994
94IN02009,1992039386,L9386,03,92,2,73,2,30,723,625703,274403,6,,1,3,OVX,5,123,157,1,,,,,,REC,3,X,1.5,,1994
94IN02010,1992039388,L9388,03,92,1,72,2,30,721,455103,013103,6,,1,2,099,M,192,202,0,,,92,0922,,LOW,,,1.5,,1994
94IN02011,1992039389,L9389,03,92,2,73,2,30,721,455103,013103,6,,1,1,CLO,1,122,135,1,,,,,,-FL,3,F,1.5,,1994
94IN02012,1992039390,L9390,03,92,2,73,2,30,722,590703,455203,6,,1,1,-FL,1,150,142,2,,,,,,-FL,3,F,1.5,,1994
94IN02013,1992039394,L9394,03,92,2,73,2,30,723,625703,162903,6,,1,1,-FL,2,144,137,2,,,,,,-FL,3,F,1.5,,1994
94IN02014,1992039396,L9396,03,92,2,88,2,30,724,632803,621003,2,,1,,,*,0,0,0,,,07,0421,A,---,3,,1.5,DEAD UT PROLA,1994
94IN02015,1992039397,L9397,03,92,2,73,2,30,724,632803,621003,6,,1,1,-FL,1,155,135,2,,,,,,-FL,3,F,1.5,,1994
94IN02016,1992039400,L9400,03,92,2,73,2,30,722,590703,447303,6,,1,1,-FL,1,139,155,2,,,,,,-FL,3,F,1.5,,1994
94IN02017,1992039401,L9401,03,92,1,72,2,30,722,590703,447303,6,,1,2,100,M,183,211,0,,,92,0922,,AVG,,,1.5,,1994
94IN02018,1992039410,L9410,03,92,1,72,2,30,722,590703,307503,6,,1,3,FL,M,197,208,0,,,93,0808,,AVG,,,1.5,,1994
94IN02019,1992039412,L9412,03,92,1,72,2,30,721,455103,145503,6,,1,3,FL,M,137,159,0,,,93,0808,,DUD,,,1.5,,1994
94IN02020,1992039413,L9413,03,92,2,73,2,30,721,455103,145503,6,,1,1,-FL,1,136,132,2,,,,,,-FL,3,F,1.5,,1994
94IN02021,1992039416,L9416,03,92,1,73,2,30,416,442303,591003,6,,1,2,098,M,164,191,0,,,92,0922,,LOW,,,1.5,,1994
94IN02022,1992039417,L9417,03,92,2,73,2,30,416,442303,591003,6,,1,1,-FL,2,170,168,5,,,,,,-FL,3,F,1.5,,1994
94IN02023,1992039419,L9419,03,92,2,73,2,30,721,455103,453403,6,,1,3,OVX,2,122,123,2,,,,,,REC,3,X,1.5,,1994
94IN02024,1992039421,L9421,03,92,2,73,2,30,722,590703,443703,6,,1,1,-FL,2,148,153,2,,,,,,-FL,3,F,1.5,FLTS,1994
94IN02025,1992039422,L9422,03,92,1,72,2,30,722,590703,443703,6,,1,2,096,M,161,188,0,,,92,0922,,AVG,,,1.5,,1994
94IN02026,1992039429,L9429,03,92,2,00,2,30,723,625703,444603,1,,1,1,BLK,1,122,131,2,,B,,,,971,3,1,1.5,BLACK,1994
94IN02027,1992039432,L9432,03,92,1,72,2,30,724,632803,295703,6,,1,3,FL,M,152,163,0,,,93,0808,,LOW,,,1.5,,1994
94IN02028,1992039434,L9434,03,92,2,73,2,30,722,590703,459203,6,,1,1,-FL,2,155,151,2,,,,,,-FL,3,F,1.5,,1994
94IN02029,1992039435,L9435,03,92,2,73,2,30,722,590703,459203,6,,1,1,-FL,1,161,147,2,,,,,,-FL,3,F,1.5,,1994
94IN02030,1992039440,L9440,03,92,1,73,2,30,427,447103,162703,6,,1,2,093,M,169,186,0,,,92,0922,,SUP,,,1.5,,1994
94IN02031,1992039451,L9451,03,92,1,72,2,30,721,455103,320103,6,,1,3,FL,M,165,190,0,,,93,0808,,AVG,,,1.5,,1994
94IN02032,1992039452,L9452,03,92,2,73,2,30,354,442303,462903,6,,1,1,-FL,2,157,151,2,,,,,,-FL,3,F,1.5,,1994
94IN02033,1992039455,L9455,03,92,1,73,2,30,380,442303,257803,6,,1,3,FL,M,172,194,0,,,93,0808,,DUD,,,1.5,,1994
94IN02034,1992039456,L9456,03,92,2,73,2,30,380,442303,257803,6,,1,1,CLO,2,144,139,1,,,,,,-FL,3,F,1.5,,1994
94IN02035,1992039457,L9457,03,92,2,73,2,30,380,442303,257803,6,,1,1,-FL,1,151,141,2,,,,,,-FL,3,F,1.5,,1994
94IN02036,1992039460,L9460,03,92,1,73,2,30,380,446003,459103,6,,1,,FL,M,165,0,0,,,68,0601,,SUP,,,1.5,BUMBLE FOOT,1994
94IN02037,1992039467,L9467,03,92,2,73,2,30,380,446003,590103,6,,1,1,-FL,1,137,156,2,,,,,,-FL,4,F,1.5,DIARRHEA 94,1994
94IN02038,1992039470,L9470,03,92,2,73,2,30,380,446003,149903,6,,1,6,-FL,5,157,0,0,,,01,0529,,-FL,3,,1.5,,1994
94IN02039,1992039471,L9471,03,92,2,73,2,30,721,455103,306403,6,,1,1,CLO,1,132,141,1,,,,,,-FL,3,F,1.5,ENTR,1994
94IN02040,1992039476,L9476,03,92,2,88,2,30,721,455103,130403,2,,1,1,JIM,1,155,146,2,,,,,A,  2,3,2,1.5,,1994
94IN02041,1992039477,L9477,03,92,1,73,2,30,427,442303,262003,6,,1,3,FL,M,191,202,0,,,93,0808,,SUP,,,1.5,DAM'S RECORD,1994
94IN02042,1992039480,L9480,03,92,2,73,2,30,427,442303,460103,6,,1,1,-FL,1,148,139,5,,,,,,-FL,3,F,1.5,CORNEA OK,1994
94IN02043,1992039481,L9481,03,92,1,73,2,30,416,442303,295103,6,,1,3,FL,M,175,182,0,,,93,0808,,AVG,,,1.5,,1994
94IN02044,1992039483,L9483,03,92,1,73,2,30,416,447103,465903,6,,1,3,FL,M,158,171,0,,,93,0808,,LOW,,,1.5,,1994
94IN02045,1992039493,L9493,03,92,2,73,2,30,427,447103,288003,6,,1,1,-FL,2,153,144,2,,,,,,-FL,3,F,1.5,,1994
94IN02046,1992039501,L9501,03,92,1,73,2,30,416,442303,594903,6,,1,3,FL,M,149,175,0,,,93,0808,,AVG,,,1.5,,1994
94IN02047,1992039508,L9508,03,92,2,73,2,30,721,455103,167803,6,,1,1,-FL,2,148,152,2,,,,,,-FL,3,F,1.5,,1994
94IN02048,1992039509,L9509,03,92,2,73,2,30,721,455103,167803,6,,1,1,-FL,2,139,147,2,,,,,,-FL,4,F,1.5,,1994
94IN02049,1992039511,L9511,03,92,2,73,2,30,427,446003,452403,6,,1,1,-FL,2,162,164,2,,,,,,-FL,4,F,1.5,LAME LF TRT,1994
94IN02050,1992039519,L9519,03,92,2,73,2,30,354,442303,258303,6,,1,1,-FL,2,140,144,2,,,,,,-FL,3,F,1.5,,1994
94IN02051,1992039520,L9520,03,92,2,73,2,30,380,442303,279803,6,,1,1,-FL,2,163,153,2,,,,,,-FL,4,F,1.5,,1994
94IN02052,1992039521,L9521,03,92,1,73,2,30,380,442303,279803,6,,1,2,102,M,164,194,0,,,92,0922,,LOW,,,1.5,,1994
94IN02053,1992039523,L9523,03,92,2,73,2,30,416,442303,269203,6,,1,1,CLO,1,135,139,1,,,,,,-FL,2,F,1.5,,1994
94IN02054,1992039524,L9524,03,92,2,73,2,30,354,442303,154003,6,,1,3,OVX,1,142,151,2,,,,,,REC,3,X,1.5,,1994
94IN02055,1992039530,L9530,03,92,2,73,2,30,354,446003,456903,6,,1,1,-FL,1,180,172,2,,,,,,-FL,3,F,1.5,,1994
94IN02056,1992039534,L9534,03,92,1,73,2,30,354,446003,292703,6,,1,3,FL,M,205,235,0,,,93,0808,,AVG,,,1.5,,1994
94IN02057,1992039535,L9535,03,92,2,73,2,30,354,446003,292703,6,,1,1,-FL,1,176,167,2,,,,,,-FL,4,F,1.5,,1994
94IN02058,1992039536,L9536,03,92,2,73,2,30,427,446003,264203,6,,1,1,-FL,2,135,147,2,,,,,,-FL,3,F,1.5,OLD AB L SHOU,1994
94IN02059,1992039541,L9541,03,92,2,73,2,30,380,446003,048203,6,,1,1,-FL,1,164,160,2,,,,,,-FL,3,F,1.5,,1994
94IN02060,1992039542,L9542,03,92,1,73,2,30,354,442303,275603,6,,1,3,FL,M,149,164,0,,,93,0808,,LOW,,,1.5,,1994
94IN02061,1992039543,L9543,03,92,2,73,2,30,354,442303,275603,6,,1,1,CLO,2,146,144,1,,,,,,-FL,3,F,1.5,,1994
94IN02062,1992039544,L9544,03,92,2,88,2,30,354,446003,287903,2,,1,1,JIM,2,201,188,5,,,,,A,  0,4,2,1.5,,1994
94IN02063,1992039545,L9545,03,92,2,73,2,30,380,446003,454603,6,,1,,AC,2,129,0,0,,,19,0823,,---,3,,1.5,,1994
94IN02064,1992039546,L9546,03,92,2,73,2,30,380,446003,454603,6,,1,1,-FL,1,148,141,2,,,,,,-FL,4,F,1.5,NEED BIG TAG,1994
94IN02065,1992039547,L9547,03,92,2,73,2,30,721,455103,303103,6,,1,1,-FL,1,159,152,2,,,,,,-FL,3,F,1.5,,1994
94IN02066,1992039551,L9551,03,92,2,73,2,30,380,442303,462603,6,,1,1,-FL,2,138,139,2,,,,,,-FL,3,F,1.5,,1994
94IN02067,1992039552,L9552,03,92,2,73,2,30,416,442303,461603,6,,1,3,OVX,1,161,155,2,,,,,,X,4,,1.5,X R TEAT OVXX,1994
94IN02068,1992039553,L9553,03,92,2,73,2,30,416,442303,461603,6,,1,3,OVX,2,149,148,11,,,,,,X,3,,1.5,L SPOIL  OVXX,1994
94IN02069,1992039555,L9555,03,92,2,73,2,30,427,446003,905302,6,,1,1,-FL,1,174,162,2,,,,,,-FL,3,F,1.5,,1994
94IN02070,1992039560,L9560,03,92,2,73,2,30,427,446003,466003,6,,1,1,-FL,1,161,158,2,,,,,,-FL,3,F,1.5,,1994
94IN02071,1992039562,L9562,03,92,2,73,2,30,427,442303,127203,6,,1,1,-FL,2,150,157,2,,,,,,-FL,3,F,1.5,,1994
94IN02072,1992039565,L9565,03,92,2,73,2,30,354,447103,852602,6,,1,1,-FL,1,142,140,2,,,,,,-FL,4,F,1.5,,1994
94IN02073,1992039566,L9566,03,92,1,73,2,30,416,447103,459603,6,,1,2,101,M,153,171,0,,,92,0922,,SUP,,,1.5,,1994
94IN02074,1992039567,L9567,03,92,1,73,2,30,416,447103,459603,6,,1,3,FL,M,149,171,0,,,93,0808,,SUP,,,1.5,,1994
94IN02075,1992039569,L9569,03,92,2,73,2,30,380,442303,607803,6,,1,1,CLO,2,134,140,1,,,,,,-FL,3,F,1.5,,1994
94IN02076,1992039571,L9571,03,92,1,73,2,30,427,446003,586003,6,,1,3,FL,M,171,207,0,,,93,0808,,SUP,,,1.5,,1994
94IN02077,1992039574,L9574,03,92,2,73,2,30,724,632803,311803,6,,1,C,CLO,2,143,148,2,,,,,,REC,3,2,1.5,,1994
94IN02078,1992039575,L9575,03,92,2,73,2,30,380,442303,598203,6,,1,1,-FL,2,176,165,2,,,,,,-FL,3,F,1.5,,1994
