UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,GOK,YRREC,AGE
70IN00197,1965813792,65,2,Y3792,,,,,,,,,,,6,00,,,,,,,174,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00198,1965813793,65,2,Y3793,,,,,,,,,,,6,00,,,,,,,170,,6,,,,81,0802,,,,,,,,,,1970,5.0
70IN00199,1965813794,65,2,Y3794,,,,,,,,,,,6,00,,,,,,,138,,3,,,,81,0601,,,,,,,,,,1970,5.0
70IN00200,1965813795,65,2,Y3795,,,,,,,,,,,6,00,,,,,,,162,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00201,1965813796,65,2,Y3796,,,,,,,,,,,6,00,,,,,,,162,,3,,,,81,0601,,,,,,,,,,1970,5.0
70IN00202,1965813797,65,2,Y3797,,,,,,,,,,,6,00,,,,,,,179,,,,,,81,,,,,,,,,,,1970,5.0
70IN00203,1965813798,65,2,Y3798,,,,,,,,,,,6,00,,,,,,,147,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00204,1965813799,65,2,Y3799,,,,,,,,,,,6,00,,,,,,,155,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00205,1965813800,65,2,Y3800,,,,,,,,,,,6,00,,,,,,,154,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00206,1965813801,65,2,Y3801,,,,,,,,,,,6,00,,,,,,,173,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00207,1965813802,65,2,Y3802,,,,,,,,,,,6,00,,,,,,,146,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00208,1965813803,65,2,Y3803,,,,,,,,,,,6,00,,,,,,,158,,,,,,81,,,,,,,,,,,1970,5.0
70IN00209,1965813804,65,2,Y3804,,,,,,,,,,,6,00,,,,,,,140,,6,,,,81,0720,,,,,,,,,,1970,5.0
70IN00210,1965813805,65,2,Y3805,,,,,,,,,,,6,00,,,,,,,157,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00211,1965813806,65,2,Y3806,,,,,,,,,,,6,00,,,,,,,159,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00212,1965813807,65,2,Y3807,,,,,,,,,,,6,00,,,,,,,160,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00213,1965813808,65,2,Y3808,,,,,,,,,,,6,00,,,,,,,173,,,,,,81,,,,,,,,,,,1970,5.0
70IN00214,1965813809,65,2,Y3809,,,,,,,,,,,6,00,,,,,,,149,,,,,,81,,,,,,,,,,,1970,5.0
70IN00215,1965813810,65,2,Y3810,,,,,,,,,,,6,00,,,,,,,168,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00216,1965813811,65,2,Y3811,,,,,,,,,,,6,00,,,,,,,132,,3,,,,81,0727,,,,,,,,,,1970,5.0
70IN00217,1965813812,65,2,Y3812,,,,,,,,,,,6,00,,,,,,,132,,3,,,,81,1006,,,,,,,,,,1970,5.0
70IN00218,1965813813,65,2,Y3813,,,,,,,,,,,6,00,,,,,,,163,,3,,,,81,0601,,,,,,,,,,1970,5.0
70IN00219,1965813814,65,2,Y3814,,,,,,,,,,,6,00,,,,,,,186,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00220,1965813815,65,2,Y3815,,,,,,,,,,,6,00,,,,,,,138,,3,,,,81,0601,,,,,,,,,,1970,5.0
70IN00221,1965813816,65,2,Y3816,,,,,,,,,,,6,00,,,,,,,143,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00222,1965813817,65,2,Y3817,,,,,,,,,,,6,00,,,,,,,,,6,,,,81,0323,,,,,,,,,,1970,5.0
70IN00223,1965813818,65,2,Y3818,,,,,,,,,,,6,00,,,,,,,,,6,,,,81,0427,,,,,,,,,,1970,5.0
70IN00224,1965813819,65,2,Y3819,,,,,,,,,,,6,00,,,,,,,151,,3,,,,81,0601,,,,,,,,,,1970,5.0
70IN00225,1965813820,65,2,Y3820,,,,,,,,,,,6,00,,,,,,,162,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00226,1965813821,65,2,Y3821,,,,,,,,,,,6,00,,,,,,,147,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00227,1965813822,65,2,Y3822,,,,,,,,,,,6,00,,,,,,,112,,3,,,,81,1006,,,,,,,,,,1970,5.0
70IN00228,1965813823,65,2,Y3823,,,,,,,,,,,6,00,,,,,,,160,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00229,1965813824,65,2,Y3824,,,,,,,,,,,6,00,,,,,,,188,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00230,1965813826,65,2,Y3826,,,,,,,,,,,6,00,,,,,,,186,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00231,1965813827,65,2,Y3827,,,,,,,,,,,6,00,,,,,,,137,,3,,,,81,1006,,,,,,,,,,1970,5.0
70IN00232,1965813828,65,2,Y3828,,,,,,,,,,,6,00,,,,,,,192,,,,,,81,,,,,,,,,,,1970,5.0
70IN00233,1965813829,65,2,Y3829,,,,,,,,,,,6,00,,,,,,,140,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00234,1965813830,65,2,Y3830,,,,,,,,,,,6,00,,,,,,,158,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00235,1965813831,65,2,Y3831,,,,,,,,,,,6,00,,,,,,,188,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00236,1965813832,65,2,Y3832,,,,,,,,,,,6,00,,,,,,,162,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00237,1965813833,65,2,Y3833,,,,,,,,,,,6,00,,,,,,,141,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00238,1965813834,65,2,Y3834,,,,,,,,,,,6,00,,,,,,,144,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00239,1965813835,65,2,Y3835,,,,,,,,,,,6,00,,,,,,,184,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00240,1965813836,65,2,Y3836,,,,,,,,,,,6,00,,,,,,,123,,6,,,,81,0825,,,,,,,,,,1970,5.0
70IN00241,1965813837,65,2,Y3837,,,,,,,,,,,6,00,,,,,,,148,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00242,1965813838,65,2,Y3838,,,,,,,,,,,6,00,,,,,,,175,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00243,1965813839,65,2,Y3839,,,,,,,,,,,6,00,,,,,,,158,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00244,1965813840,65,2,Y3840,,,,,,,,,,,6,00,,,,,,01,134,135,,,,,81,,,,,,,,,,,1970,5.0
70IN00245,1965813841,65,2,Y3841,,,,,,,,,,,6,00,,,,,,,,,3,,,,81,1117,,,,,,,,,,1970,5.0
70IN00246,1965813842,65,2,Y3842,,,,,,,,,,,6,00,,,,,,,136,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00247,1965813843,65,2,Y3843,,,,,,,,,,,6,00,,,,,,,174,,3,,,,81,0727,,,,,,,,,,1970,5.0
70IN00248,1965813844,65,2,Y3844,,,,,,,,,,,6,00,,,,,,,172,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00249,1965813845,65,2,Y3845,,,,,,,,,,,6,00,,,,,,,128,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00250,1965813846,65,2,Y3846,,,,,,,,,,,6,00,,,,,,,126,,3,,,,81,0727,,,,,,,,,,1970,5.0
70IN00251,1965813847,65,2,Y3847,,,,,,,,,,,6,00,,,,,,,120,,6,,,,81,0928,,,,,,,,,,1970,5.0
70IN00252,1965813848,65,2,Y3848,,,,,,,,,,,6,00,,,,,,,,,6,,,,81,0501,,,,,,,,,,1970,5.0
70IN00253,1965813849,65,2,Y3849,,,,,,,,,,,6,00,,,,,,,171,,3,,,,81,1015,,,,,,,,,,1970,5.0
70IN00254,1965813850,65,2,Y3850,,,,,,,,,,,6,00,,,,,,,165,,,,,,81,,,,,,,,,,,1970,5.0
70IN00255,1968973851,68,1,03851,7,,,,,,,,,,3,97,,,,,,,186,,,,,,97,,,,,,,,,,,1970,2.0
70IN00256,1969973852,69,1,03852,7,,,,,,,,,,2,97,,,,,,,175,,,,,,97,,,,,,,,,,,1970,1.0
70IN00257,1969973853,69,1,03853,7,,,,,,,,,,2,97,,,,,,,163,,,,,,97,,,,,,,,,,,1970,1.0
70IN00258,1969973855,69,1,03855,7,,,,,,,,,,2,97,,,,,,,,,6,,,,97,0320,,,,,,,,,,1970,1.0
70IN00259,1969973856,69,1,03856,7,,,,,,,,,,2,97,,,,,,,195,,,,,,97,,,,,,,,,,,1970,1.0
70IN00260,1965813863,65,2,Y3863,,,,,,,,,,,6,00,,,,,,,145,,,,,,81,,,,,,,,,,,1970,5.0
70IN00261,1965813864,65,2,Y3864,,,,,,,,,,,6,00,,,,,,,154,,,,,,81,,,,,,,,,,,1970,5.0
70IN00262,1965813865,65,2,Y3865,,,,,,,,,,,6,00,,,,,,,153,,,,,,81,,,,,,,,,,,1970,5.0
70IN00263,1965813866,65,2,Y3866,,,,,,,,,,,6,00,,,,,,,156,,,,,,81,,,,,,,,,,,1970,5.0
70IN00264,1965813867,65,2,Y3867,,,,,,,,,,,6,00,,,,,,,133,,,,,,81,,,,,,,,,,,1970,5.0
70IN00265,1965813868,65,2,Y3868,,,,,,,,,,,6,00,,,,,,,187,,,,,,81,,,,,,,,,,,1970,5.0
70IN00266,1965813869,65,2,Y3869,,,,,,,,,,,6,00,,,,,,,145,,,,,,81,,,,,,,,,,,1970,5.0
70IN00267,1965813870,65,2,Y3870,,,,,,,,,,,6,00,,,,,,,118,,,,,,81,,,,,,,,,,,1970,5.0
70IN00268,1965813871,65,2,Y3871,,,,,,,,,,,6,00,,,,,,,153,,,,,,81,,,,,,,,,,,1970,5.0
70IN00269,1965813872,65,2,Y3872,,,,,,,,,,,6,00,,,,,,,156,,,,,,81,,,,,,,,,,,1970,5.0
70IN00270,1965813873,65,2,Y3873,,,,,,,,,,,6,00,,,,,,,150,,,,,,81,,,,,,,,,,,1970,5.0
70IN00271,1965813874,65,2,Y3874,,,,,,,,,,,6,00,,,,,,,153,,,,,,81,,,,,,,,,,,1970,5.0
70IN00272,1965813875,65,2,Y3875,,,,,,,,,,,6,00,,,,,,,151,,,,,,81,,,,,,,,,,,1970,5.0
70IN00273,1965813876,65,2,Y3876,,,,,,,,,,,6,00,,,,,,,151,,,,,,81,,,,,,,,,,,1970,5.0
70IN00274,1965813877,65,2,Y3877,,,,,,,,,,,6,00,,,,,,,177,,,,,,81,,,,,,,,,,,1970,5.0
70IN00275,1965813878,65,2,Y3878,,,,,,,,,,,6,00,,,,,,,173,,,,,,81,,,,,,,,,,,1970,5.0
70IN00276,1965813879,65,2,Y3879,,,,,,,,,,,6,00,,,,,,,145,,,,,,81,,,,,,,,,,,1970,5.0
70IN00277,1965813880,65,2,Y3880,,,,,,,,,,,6,00,,,,,,,150,,6,,,,81,1217,,,,,,,,,,1970,5.0
70IN00278,1965813881,65,2,Y3881,,,,,,,,,,,6,00,,,,,,,155,,,,,,81,,,,,,,,,,,1970,5.0
70IN00279,1965813882,65,2,Y3882,,,,,,,,,,,6,00,,,,,,,115,,,,,,81,,,,,,,,,,,1970,5.0
70IN00280,1965813883,65,2,Y3883,,,,,,,,,,,6,00,,,,,,,130,,,,,,81,,,,,,,,,,,1970,5.0
70IN00281,1965813884,65,2,Y3884,,,,,,,,,,,6,00,,,,,,,162,,,,,,81,,,,,,,,,,,1970,5.0
70IN00282,1965813885,65,2,Y3885,,,,,,,,,,,6,00,,,,,,,123,,,,,,81,,,,,,,,,,,1970,5.0
70IN00283,1965813886,65,2,Y3886,,,,,,,,,,,6,00,,,,,,,134,,,,,,81,,,,,,,,,,,1970,5.0
70IN00284,1965813887,65,2,Y3887,,,,,,,,,,,6,00,,,,,,,153,,,,,,81,,,,,,,,,,,1970,5.0
70IN00285,1965813888,65,2,Y3888,,,,,,,,,,,6,00,,,,,,,155,,,,,,81,,,,,,,,,,,1970,5.0
70IN00286,1965813889,65,2,Y3889,,,,,,,,,,,6,00,,,,,,,151,,,,,,81,,,,,,,,,,,1970,5.0
70IN00287,1965813890,65,2,Y3890,,,,,,,,,,,6,00,,,,,,,127,,,,,,81,,,,,,,,,,,1970,5.0
70IN00288,1965813891,65,2,Y3891,,,,,,,,,,,6,00,,,,,,,172,,,,,,81,,,,,,,,,,,1970,5.0
70IN00289,1965813892,65,2,Y3892,,,,,,,,,,,6,00,,,,,,,157,,,,,,81,,,,,,,,,,,1970,5.0
70IN00290,1965813893,65,2,Y3893,,,,,,,,,,,6,00,,,,,,,158,,,,,,81,,,,,,,,,,,1970,5.0
70IN00291,1965813894,65,2,Y3894,,,,,,,,,,,6,00,,,,,,,142,,,,,,81,,,,,,,,,,,1970,5.0
70IN00292,1965813895,65,2,Y3895,,,,,,,,,,,6,00,,,,,,,151,,,,,,81,,,,,,,,,,,1970,5.0
70IN00293,1965813896,65,2,Y3896,,,,,,,,,,,6,00,,,,,,,170,,,,,,81,,,,,,,,,,,1970,5.0
70IN00294,1965813897,65,2,Y3897,,,,,,,,,,,6,00,,,,,,,,,6,,,,81,0501,,,,,,,,,,1970,5.0
70IN00295,1965813898,65,2,Y3898,,,,,,,,,,,6,00,,,,,,,140,,,,,,81,,,,,,,,,,,1970,5.0
70IN00296,1965813899,65,2,Y3899,,,,,,,,,,,6,00,,,,,,,130,,,,,,81,,,,,,,,,,,1970,5.0
70IN00297,1965813900,65,2,Y3900,,,,,,,,,,,6,00,,,,,,,145,,,,,,81,,,,,,,,,,,1970,5.0
70IN00298,1965813901,65,2,Y3901,,,,,,,,,,,6,00,,,,,,,150,,,,,,81,,,,,,,,,,,1970,5.0
70IN00299,1965813902,65,2,Y3902,,,,,,,,,,,6,00,,,,,,,172,,,,,,81,,,,,,,,,,,1970,5.0
70IN00300,1965813903,65,2,Y3903,,,,,,,,,,,6,00,,,,,,,140,,6,,,,81,0622,,,,,,,,,,1970,5.0
70IN00301,1965813904,65,2,Y3904,,,,,,,,,,,6,00,,,,,,,166,,,,,,81,,,,,,,,,,,1970,5.0
70IN00302,1965813905,65,2,Y3905,,,,,,,,,,,6,00,,,,,,,165,,,,,,81,,,,,,,,,,,1970,5.0
70IN00303,1965813906,65,2,Y3906,,,,,,,,,,,6,00,,,,,,,140,,,,,,81,,,,,,,,,,,1970,5.0
70IN00304,1965813907,65,2,Y3907,,,,,,,,,,,6,00,,,,,,,165,,,,,,81,,,,,,,,,,,1970,5.0
70IN00305,1965813908,65,2,Y3908,,,,,,,,,,,6,00,,,,,,,137,,,,,,81,,,,,,,,,,,1970,5.0
70IN00306,1965813909,65,2,Y3909,,,,,,,,,,,6,00,,,,,,,110,,,,,,81,,,,,,,,,,,1970,5.0
70IN00307,1965813910,65,2,Y3910,,,,,,,,,,,6,00,,,,,,,129,,6,,,,81,1225,,,,,,,,,,1970,5.0
70IN00308,1965813911,65,2,Y3911,,,,,,,,,,,6,00,,,,,,,123,,,,,,81,,,,,,,,,,,1970,5.0
70IN00309,1965813912,65,2,Y3912,,,,,,,,,,,6,00,,,,,,,105,,,,,,81,,,,,,,,,,,1970,5.0
70IN00310,1965813913,65,2,Y3913,,,,,,,,,,,6,00,,,,,,,118,,,,,,81,,,,,,,,,,,1970,5.0
70IN00311,1965813914,65,2,Y3914,,,,,,,,,,,6,00,,,,,,,145,,,,,,81,,,,,,,,,,,1970,5.0
70IN00312,1965813915,65,2,Y3915,,,,,,,,,,,6,00,,,,,,,,,,,,,81,,,,,,,,,,,1970,5.0
70IN00313,1965813916,65,2,Y3916,,,,,,,,,,,6,00,,,,,,,175,,,,,,81,,,,,,,,,,,1970,5.0
70IN00314,1965813917,65,2,Y3917,,,,,,,,,,,6,00,,,,,,,112,,,,,,81,,,,,,,,,,,1970,5.0
70IN00315,1965813918,65,2,Y3918,,,,,,,,,,,6,00,,,,,,,165,,,,,,81,,,,,,,,,,,1970,5.0
70IN00316,1965813919,65,2,Y3919,,,,,,,,,,,6,00,,,,,,,148,,,,,,81,,,,,,,,,,,1970,5.0
70IN00317,1965813920,65,2,Y3920,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00318,1965813921,65,2,Y3921,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00319,1965813922,65,2,Y3922,,,,,,,,,,,6,00,,,,,,,134,,,,,,81,,,,,,,,,,,1970,5.0
70IN00320,1965813923,65,2,Y3923,,,,,,,,,,,6,00,,,,,,,130,,,,,,81,,,,,,,,,,,1970,5.0
70IN00321,1965813924,65,2,Y3924,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00322,1965813925,65,2,Y3925,,,,,,,,,,,6,00,,,,,,,150,,,,,,81,,,,,,,,,,,1970,5.0
70IN00323,1965813926,65,2,Y3926,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00324,1965813927,65,2,Y3927,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00325,1965813929,65,2,Y3929,,,,,,,,,,,6,00,,,,,,,123,,,,,,81,,,,,,,,,,,1970,5.0
70IN00326,1965813930,65,2,Y3930,,,,,,,,,,,6,00,,,,,,,98,,,,,,81,,,,,,,,,,,1970,5.0
70IN00327,1965813931,65,2,Y3931,,,,,,,,,,,6,00,,,,,,,148,,,,,,81,,,,,,,,,,,1970,5.0
70IN00328,1965813932,65,2,Y3932,,,,,,,,,,,6,00,,,,,,,120,,,,,,81,,,,,,,,,,,1970,5.0
70IN00329,1965813933,65,2,Y3933,,,,,,,,,,,6,00,,,,,,,104,,,,,,81,,,,,,,,,,,1970,5.0
70IN00330,1965813935,65,2,Y3935,,,,,,,,,,,6,00,,,,,,,115,,,,,,81,,,,,,,,,,,1970,5.0
70IN00331,1965813936,65,2,Y3936,,,,,,,,,,,6,00,,,,,,,143,,,,,,81,,,,,,,,,,,1970,5.0
70IN00332,1965813937,65,2,Y3937,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00333,1965813938,65,2,Y3938,,,,,,,,,,,6,00,,,,,,,116,,,,,,81,,,,,,,,,,,1970,5.0
70IN00334,1965813939,65,2,Y3939,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00335,1965813940,65,2,Y3940,,,,,,,,,,,6,00,,,,,,,94,,,,,,81,,,,,,,,,,,1970,5.0
70IN00336,1965813941,65,2,Y3941,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00337,1965813942,65,2,Y3942,,,,,,,,,,,6,00,,,,,,,138,,,,,,81,,,,,,,,,,,1970,5.0
70IN00338,1965813943,65,2,Y3943,,,,,,,,,,,6,00,,,,,,,137,,,,,,81,,,,,,,,,,,1970,5.0
70IN00339,1965813944,65,2,Y3944,,,,,,,,,,,6,00,,,,,,,110,,,,,,81,,,,,,,,,,,1970,5.0
70IN00340,1965813945,65,2,Y3945,,,,,,,,,,,6,00,,,,,,,124,,,,,,81,,,,,,,,,,,1970,5.0
70IN00341,1965813946,65,2,Y3946,,,,,,,,,,,6,00,,,,,,,147,,,,,,81,,,,,,,,,,,1970,5.0
70IN00342,1965813947,65,2,Y3947,,,,,,,,,,,6,00,,,,,,,128,,,,,,81,,,,,,,,,,,1970,5.0
70IN00343,1965813948,65,2,Y3948,,,,,,,,,,,6,00,,,,,,,145,,,,,,81,,,,,,,,,,,1970,5.0
70IN00344,1965813949,65,2,Y3949,,,,,,,,,,,6,00,,,,,,,135,,,,,,81,,,,,,,,,,,1970,5.0
70IN00345,1965813950,65,2,Y3950,,,,,,,,,,,6,00,,,,,,,163,,,,,,81,,,,,,,,,,,1970,5.0
70IN00346,1965813951,65,2,Y3951,,,,,,,,,,,6,00,,,,,,,165,,6,,,,81,0803,,,,,,,,,,1970,5.0
70IN00347,1965813952,65,2,Y3952,,,,,,,,,,,6,00,,,,,,,113,,,,,,81,,,,,,,,,,,1970,5.0
70IN00348,1965813953,65,2,Y3953,,,,,,,,,,,6,00,,,,,,,128,,6,,,,81,0527,,,,,,,,,,1970,5.0
70IN00349,1965813954,65,2,Y3954,,,,,,,,,,,6,00,,,,,,,120,,,,,,81,,,,,,,,,,,1970,5.0
70IN00350,1965813955,65,2,Y3955,,,,,,,,,,,6,00,,,,,,,115,,,,,,81,,,,,,,,,,,1970,5.0
70IN00351,1965813956,65,2,Y3956,,,,,,,,,,,6,00,,,,,,,138,,,,,,81,,,,,,,,,,,1970,5.0
70IN00352,1965813957,65,2,Y3957,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00353,1965813959,65,2,Y3959,,,,,,,,,,,6,00,,,,,,,125,,,,,,81,,,,,,,,,,,1970,5.0
70IN00354,1965813960,65,2,Y3960,,,,,,,,,,,6,00,,,,,,,123,,,,,,81,,,,,,,,,,,1970,5.0
70IN00355,1965813961,65,2,Y3961,,,,,,,,,,,6,00,,,,,,,103,,,,,,81,,,,,,,,,,,1970,5.0
70IN00356,1965813962,65,2,Y3962,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00357,1965813963,65,2,Y3963,,,,,,,,,,,6,00,,,,,,,122,,,,,,81,,,,,,,,,,,1970,5.0
70IN00358,1965813964,65,2,Y3964,,,,,,,,,,,6,00,,,,,,,98,,,,,,81,,,,,,,,,,,1970,5.0
70IN00359,1965813965,65,2,Y3965,,,,,,,,,,,6,00,,,,,,,106,,,,,,81,,,,,,,,,,,1970,5.0
70IN00360,1965813966,65,2,Y3966,,,,,,,,,,,6,00,,,,,,,146,,,,,,81,,,,,,,,,,,1970,5.0
70IN00361,1965813967,65,2,Y3967,,,,,,,,,,,6,00,,,,,,,102,,,,,,81,,,,,,,,,,,1970,5.0
70IN00362,1965813968,65,2,Y3968,,,,,,,,,,,6,00,,,,,,,97,,,,,,81,,,,,,,,,,,1970,5.0
70IN00363,1965813969,65,2,Y3969,,,,,,,,,,,6,00,,,,,,,125,,,,,,81,,,,,,,,,,,1970,5.0
70IN00364,1965813970,65,2,Y3970,,,,,,,,,,,6,00,,,,,,,147,,,,,,81,,,,,,,,,,,1970,5.0
70IN00365,1965813971,65,2,Y3971,,,,,,,,,,,6,00,,,,,,,116,,,,,,81,,,,,,,,,,,1970,5.0
70IN00366,1965813972,65,2,Y3972,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00367,1965813973,65,2,Y3973,,,,,,,,,,,6,00,,,,,,,111,,,,,,81,,,,,,,,,,,1970,5.0
70IN00368,1965813974,65,2,Y3974,,,,,,,,,,,6,00,,,,,,,96,,,,,,81,,,,,,,,,,,1970,5.0
70IN00369,1965813975,65,2,Y3975,,,,,,,,,,,6,00,,,,,,,127,,,,,,81,,,,,,,,,,,1970,5.0
70IN00370,1965813976,65,2,Y3976,,,,,,,,,,,6,00,,,,,,,98,,,,,,81,,,,,,,,,,,1970,5.0
70IN00371,1965813977,65,2,Y3977,,,,,,,,,,,6,00,,,,,,,108,,,,,,81,,,,,,,,,,,1970,5.0
70IN00372,1965813978,65,2,Y3978,,,,,,,,,,,6,00,,,,,,,113,,,,,,81,,,,,,,,,,,1970,5.0
70IN00373,1965813979,65,2,Y3979,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00374,1965813980,65,2,Y3980,,,,,,,,,,,6,00,,,,,,,104,,,,,,81,,,,,,,,,,,1970,5.0
70IN00375,1965813981,65,2,Y3981,,,,,,,,,,,6,00,,,,,,,113,,,,,,81,,,,,,,,,,,1970,5.0
70IN00376,1965813982,65,2,Y3982,,,,,,,,,,,6,00,,,,,,,103,,,,,,81,,,,,,,,,,,1970,5.0
70IN00377,1965813983,65,2,Y3983,,,,,,,,,,,6,00,,,,,,,132,,,,,,81,,,,,,,,,,,1970,5.0
70IN00378,1965813984,65,2,Y3984,,,,,,,,,,,6,00,,,,,,,133,,,,,,81,,,,,,,,,,,1970,5.0
70IN00379,1965813985,65,2,Y3985,,,,,,,,,,,6,00,,,,,,,110,,,,,,81,,,,,,,,,,,1970,5.0
70IN00380,1965813986,65,2,Y3986,,,,,,,,,,,6,00,,,,,,,93,,,,,,81,,,,,,,,,,,1970,5.0
70IN00381,1965813987,65,2,Y3987,,,,,,,,,,,6,00,,,,,,,123,,,,,,81,,,,,,,,,,,1970,5.0
70IN00382,1965813988,65,2,Y3988,,,,,,,,,,,6,00,,,,,,,116,,,,,,81,,,,,,,,,,,1970,5.0
70IN00383,1965813989,65,2,Y3989,,,,,,,,,,,6,00,,,,,,,120,,,,,,81,,,,,,,,,,,1970,5.0
70IN00384,1965813990,65,2,Y3990,,,,,,,,,,,6,00,,,,,,,95,,,,,,81,,,,,,,,,,,1970,5.0
70IN00385,1965813991,65,2,Y3991,,,,,,,,,,,6,00,,,,,,,100,,,,,,81,,,,,,,,,,,1970,5.0
70IN00386,1965813992,65,2,Y3992,,,,,,,,,,,6,00,,,,,,,86,,,,,,81,,,,,,,,,,,1970,5.0
70IN00387,1965813993,65,2,Y3993,,,,,,,,,,,6,00,,,,,,,86,,,,,,81,,,,,,,,,,,1970,5.0
70IN00388,1965813994,65,2,Y3994,,,,,,,,,,,6,00,,,,,,,127,,,,,,81,,,,,,,,,,,1970,5.0
70IN00389,1965813995,65,2,Y3995,,,,,,,,,,,6,00,,,,,,,123,,,,,,81,,,,,,,,,,,1970,5.0
70IN00390,1965813996,65,2,Y3996,,,,,,,,,,,6,00,,,,,,,114,,,,,,81,,,,,,,,,,,1970,5.0
70IN00391,1965813997,65,2,Y3997,,,,,,,,,,,6,00,,,,,,,115,,,,,,81,,,,,,,,,,,1970,5.0
70IN00392,1965813998,65,2,Y3998,,,,,,,,,,,6,00,,,,,,,128,,,,,,81,,,,,,,,,,,1970,5.0
70IN00393,1965813999,65,2,Y3999,,,,,,,,,,,6,00,,,,,,,88,,,,,,81,,,,,,,,,,,1970,5.0
70IN00394,1965814000,65,2,Y4000,,,,,,,,,,,6,00,,,,,,,115,,,,,,81,,,,,,,,,,,1970,5.0
70IN00395,1965814451,65,2,Y4451,,,,,,,,,,,6,00,,,,,,,107,,,,,,81,,,,,,,,,,,1970,5.0
70IN00396,1965814452,65,2,Y4452,,,,,,,,,,,6,00,,,,,,,117,,,,,,81,,,,,,,,,,,1970,5.0
70IN00397,1965814453,65,2,Y4453,,,,,,,,,,,6,00,,,,,,,133,,,,,,81,,,,,,,,,,,1970,5.0
70IN00398,1965814454,65,2,Y4454,,,,,,,,,,,6,00,,,,,,,118,,,,,,81,,,,,,,,,,,1970,5.0
70IN00399,1965814455,65,2,Y4455,,,,,,,,,,,6,00,,,,,,,122,,,,,,81,,,,,,,,,,,1970,5.0
70IN00400,1965814456,65,2,Y4456,,,,,,,,,,,6,00,,,,,,,125,,,,,,81,,,,,,,,,,,1970,5.0
70IN00401,1965814457,65,2,Y4457,,,,,,,,,,,6,00,,,,,,,113,,,,,,81,,,,,,,,,,,1970,5.0
70IN00402,1965814458,65,2,Y4458,,,,,,,,,,,6,00,,,,,,,132,,,,,,81,,,,,,,,,,,1970,5.0
