UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,GOK,YRREC,AGE
70IN05451,1969620885,69,2,K0885,6,76,34,,,,,,,,2,06,6,1,760,094,09,,94,135,,,083,,62,,084,3,845361,,,920961,,,01,1970,1.0
70IN05452,1969620887,69,1,K0887,6,75,31,,,,,,,,2,06,,,,,,,,,6,,,,62,0202,,,886861,,,717161,,,,1970,1.0
70IN05453,1969620888,69,2,K0888,6,70,713,,,,X,,,,2,06,2,1,701,083,07,,83,120,,,114,,62,,122,6,899661,,,820061,,,01,1970,1.0
70IN05454,1969620889,69,1,K0889,6,76,35,,,,,,,,2,06,6,,,,,,,,6,,,,62,0301,,,791861,,,664861,,,,1970,1.0
70IN05455,1969620890,69,2,K0890,6,76,35,,,,X,,,,2,06,6,1,760,093,09,,93,123,,,105,,62,,096,5,791861,,,664861,,,01,1970,1.0
70IN05456,1969620891,69,2,K0891,6,70,733,,,,,,,,2,06,2,,,,,,,,6,,,,62,0430,,,839461,,,609461,,,,1970,1.0
70IN05457,1969620893,69,1,K0893,6,74,39,,,,,,,,2,06,6,1,112,102,10,,102,140,2,,106,,62,0926,112,5,782161,,400,860261,,,,1970,1.0
70IN05458,1969620896,69,2,K0896,6,70,723,,,,,,,,2,06,2,1,01,078,09,,78,115,2,,090,,62,0926,080,3,860361,,,793461,,,,1970,1.0
70IN05459,1969620897,69,1,K0897,6,74,35,,,,,,,,2,06,6,1,,089,08,,89,125,,,124,,62,,125,5,791861,,419,754361,,,,1970,1.0
70IN05460,1969620899,69,1,K0899,6,76,35,,,,,,,,2,06,,,,,,,,,6,,,,62,0202,,,791861,,,719061,,,,1970,1.0
70IN05461,1969620900,69,1,K0900,6,76,35,,,,,,,,2,06,6,1,,078,11,,78,120,3,,097,,62,1103,101,5,791861,,388,719061,,,,1970,1.0
70IN05462,1969620902,69,2,K0902,6,70,723,,,,,,,,2,06,2,,,,,,,,6,,,,62,0303,,,860361,,,684661,,,,1970,1.0
70IN05463,1969620904,69,2,K0904,6,76,36,,,,X,,,,2,06,6,1,762,090,07,,90,126,,,092,,62,,095,3,819061,,,666461,,,01,1970,1.0
70IN05464,1969620905,69,2,K0905,6,76,36,,,,X,,,,2,06,6,1,761,090,07,,90,128,,,130,,62,,105,5,819061,,,666461,,,01,1970,1.0
70IN05465,1969620908,69,2,K0908,6,78,35,,,,X,,,,2,06,6,1,781,090,08,,90,125,,,088,,62,,099,4,791861,,,885361,,,02,1970,1.0
70IN05466,1969620909,69,2,K0909,6,74,39,,,,X,,,,2,06,6,1,742,079,09,,79,131,,,093,,62,,090,3,782161,,,916661,,,01,1970,1.0
70IN05467,1969620910,69,2,K0910,6,74,39,,,,,,,,2,06,6,1,742,088,08,,88,134,,,113,,62,,130,6,782161,,,817761,,,01,1970,1.0
70IN05468,1969620913,69,2,K0913,6,77,35,,,,,,,,2,06,6,1,770,097,13,,97,140,,,105,,62,,107,4,791861,,,905961,,,02,1970,1.0
70IN05469,1969620914,69,1,K0914,6,78,38,,,,,,,,2,06,6,2,,114,08,,114,143,3,,086,,62,0803,105,4,781561,,403,705461,,,,1970,1.0
70IN05470,1969620919,69,2,K0919,6,76,38,,,,,,,,2,06,6,1,760,086,07,,86,124,,,101,,62,,098,2,781561,,,691861,,,01,1970,1.0
70IN05471,1969620920,69,1,K0920,6,73,39,,,,,,,,2,06,6,1,107,113,10,,113,150,2,,088,,62,0926,121,4,782161,,401,698661,,,,1970,1.0
70IN05472,1969620922,69,1,K0922,6,74,30,,,,,,,,2,06,6,2,127,117,08,,117,140,2,,096,,62,0926,102,4,807361,,415,867361,,,,1970,1.0
70IN05473,1969620925,69,2,K0925,6,72,873,,,,,,,,2,06,3,1,81,060,12,,60,,,,107,,62,,086,5,907761,,,742061,,,01,1970,1.0
70IN05474,1969620926,69,1,K0926,6,78,32,,,,,,,,2,06,6,,,,,,,,6,,,,62,0525,,,864961,,,676461,,,,1970,1.0
70IN05475,1969620927,69,2,K0927,6,78,32,,,,,,,,2,06,6,1,780,104,10,,104,125,,,078,,62,,094,4,864961,,,676461,,,01,1970,1.0
70IN05476,1969620929,69,1,K0929,6,74,36,,,,,,,,2,06,6,2,123,100,08,,100,128,2,,108,,62,0926,130,4,819061,,427,707061,,,,1970,1.0
70IN05477,1969620930,69,1,K0930,6,74,36,,,,,,,,2,06,6,1,125,103,06,,103,140,2,,083,,62,0926,077,3,819061,,385,707061,,,,1970,1.0
70IN05478,1969620931,69,1,K0931,6,76,37,,,,,,,,2,06,6,1,,124,11,,124,164,,,104,,62,,163,5,829661,,441,724161,,,,1970,1.0
70IN05479,1969620932,69,2,K0932,6,76,36,,,,,,,,2,06,6,1,762,084,08,,84,128,,,104,,62,,089,3,819061,,,847661,,,01,1970,1.0
70IN05480,1969620933,69,2,K0933,6,74,36,,,,X,,,,2,06,6,1,742,096,08,,96,145,,,105,,62,,097,4,819061,,,925361,,,01,1970,1.0
70IN05481,1969620935,69,1,K0935,6,72,923,,,,,,,,2,06,3,1,,050,00,,50,82,,,083,,62,,046,3,882961,,340,551361,,,,1970,1.0
70IN05482,1969620940,69,2,K0940,6,74,38,,,,,,,,2,06,6,1,740,087,07,,87,135,,,090,,62,,101,4,781561,,,860061,,,02,1970,1.0
70IN05483,1969620941,69,2,K0941,6,77,31,,,,X,,,,2,06,6,1,772,089,10,,89,125,,,095,,62,,111,5,886861,,,822761,,,01,1970,1.0
70IN05484,1969620942,69,1,K0942,6,78,31,,,,,,,,2,06,6,1,124,102,12,,102,138,2,,091,,62,0926,132,5,886861,,405,749161,,,,1970,1.0
70IN05485,1969620943,69,1,K0943,6,72,873,,,,,,,,2,06,3,1,,078,13,,78,113,,,089,,62,,092,4,907761,,369,869061,,,,1970,1.0
70IN05486,1969620944,69,1,K0944,6,77,31,,,,,,,,2,06,6,1,,095,07,,95,130,3,,094,,62,0803,090,5,886861,,392,690761,,,,1970,1.0
70IN05487,1969620945,69,2,K0945,6,77,31,,,,,,,,2,06,6,1,772,097,10,,97,138,,,102,,62,,115,4,886861,,,690761,,,01,1970,1.0
70IN05488,1969620946,69,2,K0946,6,75,30,,,,X,,,,2,06,6,1,752,078,06,,78,113,,,092,,62,,097,3,807361,,,838861,,,01,1970,1.0
70IN05489,1969620948,69,1,K0948,6,73,34,,,,,,,,2,06,6,1,125,093,10,,93,130,2,,087,,62,0926,090,4,845361,,382,837561,,,,1970,1.0
70IN05490,1969620949,69,1,K0949,6,75,37,,,,,,,,2,06,6,1,,104,09,,104,153,,,107,,62,,107,5,829661,,411,728961,,,,1970,1.0
70IN05491,1969620951,69,1,K0951,6,74,31,,,,,,,,2,06,6,1,,068,10,,68,105,3,,076,,62,0803,078,3,886861,,363,734761,,,,1970,1.0
70IN05492,1969620952,69,1,K0952,6,74,31,,,,,,,,2,06,6,2,,096,08,,96,125,3,,100,,62,0803,111,5,886861,,408,734761,,,,1970,1.0
70IN05493,1969620953,69,2,K0953,6,72,843,,,,X,,,,2,06,3,1,82,085,10,,85,121,,,111,,62,,123,6,857261,,,815661,,,01,1970,1.0
70IN05494,1969620954,69,1,K0954,6,74,38,,,,,,,,2,06,6,1,,096,09,,96,123,2,,115,,62,0926,126,6,781561,,407,841161,,,,1970,1.0
70IN05495,1969620955,69,2,K0955,6,74,37,,,,,,,,2,06,6,1,741,103,07,,103,162,,,096,,62,,113,5,829661,,,680461,,,01,1970,1.0
70IN05496,1969620956,69,2,K0956,6,78,32,,,,X,,,,2,06,6,1,782,078,13,,78,123,,,089,,62,,074,3,864961,,,676461,,,01,1970,1.0
70IN05497,1969620958,69,2,K0958,6,72,893,,,,,,,,2,06,3,1,83,073,08,,73,107,,,104,,62,,076,4,912161,,,882061,,,01,1970,1.0
70IN05498,1969620959,69,1,K0959,6,75,37,,,,,,,,2,06,6,1,,085,15,,85,122,3,,086,,62,0803,092,3,829661,,386,904661,,,,1970,1.0
70IN05499,1969620960,69,1,K0960,6,75,37,,,,,,,,2,06,6,1,,114,11,,114,151,,,088,,62,,134,4,829661,,418,904661,,,,1970,1.0
70IN05500,1969620961,69,2,K0961,6,78,36,,,,,,,,2,06,6,1,782,086,09,,86,113,,,105,,62,,104,5,819061,,,815961,,,01,1970,1.0
70IN05501,1969620962,69,2,K0962,6,70,723,,,,,,,,2,06,2,1,,093,14,,93,,7,,104,,62,0913,122,4,860361,,,745661,,,,1970,1.0
70IN05502,1969620964,69,1,K0964,6,77,35,,,,,,,,2,06,6,1,,108,08,,108,144,,,123,,62,,128,5,791861,,422,914561,,,,1970,1.0
70IN05503,1969620967,69,2,K0967,6,76,32,,,,,,,,2,06,6,1,761,083,11,,83,125,,,100,,62,,100,4,864961,,,791661,,,02,1970,1.0
70IN05504,1969620968,69,1,K0968,6,77,32,,,,,,,,2,06,6,1,,119,10,,119,140,,,093,,62,,122,4,864961,,428,844261,,,,1970,1.0
70IN05505,1969620970,69,1,K0970,6,75,38,,,,,,,,2,06,6,1,124,105,09,,105,140,2,,108,,62,0926,133,5,781561,,411,730961,,,,1970,1.0
70IN05506,1969620973,69,2,K0973,6,73,32,,,,X,,,,2,06,6,1,732,092,09,,92,103,,,115,,62,,122,5,864961,,,783461,,,01,1970,1.0
70IN05507,1969620974,69,1,K0974,6,75,38,,,,,,,,2,06,6,1,125,098,07,,98,151,2,,091,,62,0926,120,4,781561,,394,766261,,,,1970,1.0
70IN05508,1969620975,69,1,K0975,6,76,38,,,,,,,,2,06,6,1,,085,12,,85,120,3,,091,,62,0803,108,3,781561,,401,727061,,,,1970,1.0
70IN05509,1969620977,69,1,K0977,6,72,953,,,,,,,,2,06,,,,,,,,,6,,,,62,0202,,,861061,,,598361,,,,1970,1.0
70IN05510,1969620979,69,2,K0979,6,70,733,,,,X,,,,2,06,2,1,700,114,10,,114,150,,,126,,62,,132,6,839461,,,827661,,,02,1970,1.0
70IN05511,1969620982,69,1,K0982,6,72,863,,,,,,,,2,06,3,4,,090,11,,90,122,,,078,,62,,075,2,880861,,380,816761,,,,1970,1.0
70IN05512,1969620984,69,1,K0984,6,76,38,,,,,,,,2,06,6,1,,097,09,,97,128,,,103,,62,,089,5,781561,,386,872561,,,,1970,1.0
70IN05513,1969620985,69,2,K0985,6,77,32,,,,X,,,,2,06,6,1,772,095,08,,95,133,,,102,,62,,094,5,864961,,,707361,,,01,1970,1.0
70IN05514,1969620986,69,2,K0986,6,77,32,,,,,,,,2,06,6,1,05,086,06,,86,132,2,,086,,62,0926,066,4,864961,,,707361,,,,1970,1.0
70IN05515,1969620990,69,1,K0990,6,77,36,,,,,,,,2,06,6,,129,,,,150,180,2,,,,62,0926,,,819061,,,908261,,,,1970,1.0
70IN05516,1969620991,69,1,K0991,6,72,863,,,,,,,,2,06,3,,,,,,,,6,,,,62,0303,,,880861,,,667561,,,,1970,1.0
70IN05517,1969620992,69,1,K0992,6,70,733,,,,,,,,2,06,2,1,,074,11,,74,105,3,,082,,62,0803,095,3,839461,,365,693061,,,,1970,1.0
70IN05518,1969620993,69,2,K0993,6,72,893,,,,,,,,2,06,3,1,84,084,08,,84,123,,,095,,62,,106,3,912161,,,747061,,,01,1970,1.0
70IN05519,1969620994,69,1,K0994,6,75,36,,,,,,,,2,06,6,2,,081,10,,81,121,3,,089,,62,0803,076,4,819061,,376,667361,,,,1970,1.0
70IN05520,1969620998,69,1,K0998,6,76,30,,,,,,,,2,06,6,1,,066,11,,66,105,3,,107,,62,0803,106,4,807361,,383,880161,,,,1970,1.0
70IN05521,1969620999,69,2,K0999,6,73,33,,,,,,,,2,06,6,1,732,105,08,,105,152,,,113,,62,,103,5,807961,,,716561,,,02,1970,1.0
70IN05522,1969621000,69,1,K1000,6,72,933,,,,,,,,2,06,3,4,,080,07,,80,,7,,091,,62,0801,071,2,843361,,381,764561,,,,1970,1.0
70IN05523,1969621001,69,1,K1001,6,72,933,,,,,,,,2,06,3,2,,083,07,,83,113,,,080,,62,,087,3,843361,,386,764561,,,,1970,1.0
70IN05524,1969621006,69,2,K1006,6,75,33,,,,,,,,2,06,6,1,750,108,10,01,108,135,7,,109,,62,1130,104,4,807961,,,827461,,,,1970,1.0
70IN05525,1969621007,69,1,K1007,6,72,933,,,,,,,,2,06,3,2,,072,07,,72,110,,,086,,62,,069,3,843361,,373,581761,,,,1970,1.0
70IN05526,1969621010,69,1,K1010,6,70,733,,,,,,,,2,06,2,1,124,115,10,,115,160,2,,091,,62,0926,113,4,839461,,422,768061,,,,1970,1.0
70IN05527,1969621013,69,1,K1013,6,78,36,,,,,,,,2,06,6,2,,098,09,,98,130,3,,076,,62,0803,100,4,819061,,387,774361,,,,1970,1.0
70IN05528,1969621016,69,1,K1016,6,75,39,,,,,,,,2,06,6,1,,085,07,,85,123,3,,103,,62,0803,096,6,782161,,388,905061,,,,1970,1.0
70IN05529,1969621017,69,2,K1017,6,72,823,,,,,,,,2,06,3,1,85,070,14,,70,101,6,,097,,62,1020,099,4,877261,,,646361,,,,1970,1.0
70IN05530,1969621018,69,2,K1018,6,72,843,,,,,,,,2,06,3,1,02,085,12,,85,123,2,,109,,62,0926,110,5,857261,,,788061,,,,1970,1.0
70IN05531,1969310001,69,2,10001,1,,11,,,,,,,,2,07,,,13,,,01,142,126,,,,,31,,,,,,,313581,,,12,1970,1.0
70IN05532,1969310006,69,2,10006,1,,11,,,,,,,,2,07,,,12,,,01,119,135,,,,,31,,,,,,,358481,,,12,1970,1.0
70IN05533,1969310007,69,2,10007,1,,11,,,,,,,,2,07,,,32,,,01,116,138,,,,,31,,,,,,,358481,,,12,1970,1.0
70IN05534,1969310009,69,2,10009,1,,11,,,,X,,,,2,07,,,13,,,01,103,103,,,,,31,,,,,,,356781,,,21,1970,1.0
70IN05535,1969310010,69,1,10010,1,,11,,,,,,,,2,07,,,,,,,140,160,3,,,,31,0803,,,,,,347881,,,,1970,1.0
70IN05536,1969310012,69,2,10012,1,,11,,,,X,,,,2,07,,,12,,,,106,127,,,,,31,,,,,,,313781,,,33,1970,1.0
70IN05537,1969310015,69,2,10015,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,355881,,,,1970,1.0
70IN05538,1969310017,69,2,10017,1,,,,,,,,,,2,07,,,12,,,01,94,103,,,,,31,,,,,,,355181,,,12,1970,1.0
70IN05539,1969310019,69,2,10019,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,26630,,,,1970,1.0
70IN05540,1969310021,69,2,10021,1,,11,,,,,,,,2,07,,,13,,,01,102,115,,,,,31,,,,,,,26510,,,12,1970,1.0
70IN05541,1969310024,69,2,10024,1,,11,,,,X,,,,2,07,,,12,,,02,134,150,,,,,31,,,,,,,335181,,,21,1970,1.0
70IN05542,1969310029,69,2,10029,1,,11,,,,X,,,,2,07,,,13,,,,105,128,,,,,31,,,,,,,315281,,,33,1970,1.0
70IN05543,1969310030,69,2,10030,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,304781,,,,1970,1.0
70IN05544,1969310034,69,2,10034,1,,11,,,,,,,,2,07,,,13,,,02,122,142,,,,,31,,,,,,,345781,,,12,1970,1.0
70IN05545,1969310035,69,1,10035,1,,11,,,,,,,,2,07,,,,,,,133,158,3,,,,31,0803,,,,,,345781,,,,1970,1.0
70IN05546,1969310037,69,1,10037,1,,11,,,,,,,,2,07,,,,,,,130,150,,,,,31,,,,,,,356681,,,,1970,1.0
70IN05547,1969310038,69,2,10038,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,326881,,,,1970,1.0
70IN05548,1969310039,69,2,10039,1,,11,,,,,,,,2,07,,,12,,,01,106,115,,,,,31,,,,,,,326881,,,33,1970,1.0
70IN05549,1969310042,69,2,10042,1,,11,,,,X,,,,2,07,,,13,,,02,115,128,,,,,31,,,,,,,351781,,,21,1970,1.0
70IN05550,1969310046,69,2,10046,1,,11,,,,X,,,,2,07,,,12,,,,111,136,,,,,31,,,,,,,364481,,,33,1970,1.0
70IN05551,1969310048,69,1,10048,1,,11,,,,,,,,2,07,,,,,,,121,140,3,,,,31,0803,,,,,,326381,,,,1970,1.0
70IN05552,1969310049,69,2,10049,1,,11,,,,,,,,2,07,,,13,,,01,113,128,,,,,31,,,,,,,326381,,,12,1970,1.0
70IN05553,1969310056,69,2,10056,1,,,,,,,,,,2,07,,,12,,,01,110,120,,,,,31,,,,,,,28180,,,12,1970,1.0
70IN05554,1969310058,69,2,10058,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,349881,,,,1970,1.0
70IN05555,1969310059,69,2,10059,1,,11,,,,X,,,,2,07,,,13,,,01,136,137,,,,,31,,,,,,,349881,,,21,1970,1.0
70IN05556,1969310063,69,2,10063,1,,,,,,X,,,,2,07,,,12,,,,128,162,,,,,31,,,,,,,28370,,,33,1970,1.0
70IN05557,1969310066,69,2,10066,1,,,,,,X,,,,2,07,,,32,,,02,95,115,,,,,31,,,,,,,27630,,,12,1970,1.0
70IN05558,1969310070,69,2,10070,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,28080,,,,1970,1.0
70IN05559,1969310073,69,2,10073,1,,,,,,,,,,2,07,,,13,,,02,96,103,,,,,31,,,,,,,28800,,,12,1970,1.0
70IN05560,1969310076,69,2,10076,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,28840,,,,1970,1.0
70IN05561,1969310078,69,2,10078,1,,,,,,,,,,2,07,,,,,,,,,6,,,,31,0515,,,,,,29200,,,,1970,1.0
70IN05562,1969310082,69,2,10082,1,,,,,,,,,,2,07,,,12,,,01,128,140,,,,,31,,,,,,,348081,,,21,1970,1.0
70IN05563,1969310083,69,2,10083,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0119,,,,,,348081,,,,1970,1.0
70IN05564,1969310085,69,2,10085,1,,,,,,,,,,2,02,,,,,,,,,3,,,,31,0119,,,000041,,,059484,,,,1970,1.0
70IN05565,1969310086,69,2,10086,1,,,,,,,,,,2,07,,,57,,,,129,164,2,,,,31,0926,,,,,,314981,,,,1970,1.0
70IN05566,1969310088,69,2,10088,1,,,,,,,,,,2,07,,,11,,,01,95,118,,,,,31,,,,,,,,,,21,1970,1.0
70IN05567,1969310089,69,2,10089,1,,,,,,,,,,2,07,,,31,,,,108,144,,,,,31,,,,,,,,,,33,1970,1.0
70IN05568,1969310092,69,3,10092,1,,,,,,,,,,2,07,,,,,,,98,,,,,,31,,,,,,,,,,,1970,1.0
70IN05569,1969310094,69,2,10094,1,,,,,,,,,,2,07,,,57,,,01,89,107,2,,,,31,0926,,,,,,,,,,1970,1.0
70IN05570,1969310095,69,2,10095,1,,,,,,X,,,,2,07,,,12,,,01,99,105,,,,,31,,,,,,,,,,21,1970,1.0
70IN05571,1969310096,69,2,10096,1,,,,,,X,,,,2,07,,,11,,,01,109,115,,,,,31,,,,,,,,,,12,1970,1.0
70IN05572,1969310097,69,1,10097,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05573,1969310098,69,1,10098,1,,,,,,,,,,2,07,,,,,,,107,110,,,,,31,,,,,,,,,,,1970,1.0
70IN05574,1969310099,69,2,10099,1,,,,,,,,,,2,07,,,12,,,01,94,110,,,,,31,,,,,,,,,,12,1970,1.0
70IN05575,1969310101,69,2,10101,1,,,,,,,,,,2,07,,,11,,,,113,138,,,,,31,,,,,,,,,,21,1970,1.0
70IN05576,1969310102,69,2,10102,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05577,1969310103,69,2,10103,1,,,,,,X,,,,2,07,,,12,,,,104,,,,,,31,,,,,,,,,,33,1970,1.0
70IN05578,1969310105,69,1,10105,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05579,1969310106,69,2,10106,1,,,,,,X,,,,2,07,,,11,,,,104,148,,,,,31,,,,,,,,,,33,1970,1.0
70IN05580,1969310107,69,2,10107,1,,,,,,,,,,2,07,,,12,,,,108,134,,,,,31,,,,,,,,,,12,1970,1.0
70IN05581,1969310108,69,1,10108,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05582,1969310109,69,1,10109,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05583,1969310110,69,1,10110,1,,,,,,,,,,2,07,,,,,,,105,105,3,,,,31,0803,,,,,,,,,,1970,1.0
70IN05584,1969310112,69,2,10112,1,,,,,,,,,,2,07,,,57,,,,93,118,2,,,,31,0926,,,,,,,,,,1970,1.0
70IN05585,1969310113,69,2,10113,1,,,,,,,,,,2,07,,,11,,,,90,112,,,,,31,,,,,,,,,,33,1970,1.0
70IN05586,1969310114,69,2,10114,1,,,,,,,,,,2,07,,,,,,,,,6,,,,31,0322,,,,,,,,,,1970,1.0
70IN05587,1969310115,69,1,10115,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05588,1969310116,69,1,10116,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05589,1969310117,69,1,10117,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05590,1969310118,69,1,10118,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05591,1969310119,69,1,10119,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05592,1969310120,69,2,10120,1,,,,,,X,,,,2,07,,,13,,,01,93,108,,,,,31,,,,,,,,,,12,1970,1.0
70IN05593,1969310121,69,1,10121,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05594,1969310122,69,1,10122,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05595,1969310123,69,2,10123,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05596,1969310124,69,2,10124,1,,,,,,X,,,,2,07,,,31,,,01,91,103,,,,,31,,,,,,,,,,12,1970,1.0
70IN05597,1969310125,69,2,10125,1,,,,,,X,,,,2,07,,,12,,,01,84,92,,,,,31,,,,,,,,,,21,1970,1.0
70IN05598,1969310126,69,2,10126,1,,,,,,X,,,,2,07,,,09,,,,68,97,,,,,31,,,,,,,,,,12,1970,1.0
70IN05599,1969310127,69,2,10127,1,,,,,,,,,,2,07,,,10,,,,65,92,,,,,31,,,,,,,,,,12,1970,1.0
70IN05600,1969310128,69,2,10128,1,,,,,,,,,,2,07,,,09,,,,68,97,,,,,31,,,,,,,,,,12,1970,1.0
70IN05601,1969310129,69,1,10129,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05602,1969310130,69,2,10130,1,,,,,,,,,,2,07,,,,,,,,,6,,,,31,0501,,,,,,,,,,1970,1.0
70IN05603,1969310131,69,2,10131,1,,,,,,,,,,2,07,,,57,,,01,87,100,2,,,,31,0926,,,,,,,,,,1970,1.0
70IN05604,1969310132,69,1,10132,1,,,,,,,,,,2,07,,,,,,,87,105,3,,,,31,0803,,,,,,,,,,1970,1.0
70IN05605,1969310133,69,2,10133,1,,,,,,X,,,,2,07,,,10,,,,71,97,,,,,31,,,,,,,,,,12,1970,1.0
70IN05606,1969310135,69,1,10135,1,,,,,,,,,,2,07,,,,,,,106,108,,,,,31,,,,,,,,,,,1970,1.0
70IN05607,1969310136,69,1,10136,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05608,1969310137,69,2,10137,1,,,,,,X,,,,2,07,,,11,,,01,88,96,,,,,31,,,,,,,,,,33,1970,1.0
70IN05609,1969310138,69,2,10138,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05610,1969310139,69,1,10139,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05611,1969310140,69,2,10140,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05612,1969310141,69,2,10141,1,,,,,,X,,,,2,07,,,09,,,,63,95,,,,,31,,,,,,,,,,12,1970,1.0
70IN05613,1969310142,69,2,10142,1,,,,,,,,,,2,07,,,11,,,01,86,103,,,,,31,,,,,,,,,,12,1970,1.0
70IN05614,1969310143,69,2,10143,1,,,,,,,,,,2,07,,,10,,,,69,93,,,,,31,,,,,,,,,,12,1970,1.0
70IN05615,1969310144,69,1,10144,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05616,1969310145,69,2,10145,1,,,,,,,,,,2,07,,,09,,,,73,95,,,,,31,,,,,,,,,,12,1970,1.0
70IN05617,1969310146,69,2,10146,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05618,1969310147,69,2,10147,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05619,1969310148,69,2,10148,1,,,,,,X,,,,2,07,,,10,,,,72,82,,,,,31,,,,,,,,,,12,1970,1.0
70IN05620,1969310149,69,2,10149,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05621,1969310150,69,1,10150,1,,,,,,,,,,2,07,,,,,,,,,6,,,,31,0314,,,,,,,,,,1970,1.0
70IN05622,1969310152,69,2,10152,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05623,1969310153,69,2,10153,1,,,,,,X,,,,2,07,,,11,,,,86,108,,,,,31,,,,,,,,,,33,1970,1.0
70IN05624,1969310154,69,2,10154,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05625,1969310155,69,1,10155,1,,,,,,,,,,2,07,,,,,,,95,108,3,,,,31,0803,,,,,,,,,,1970,1.0
70IN05626,1969310159,69,1,10159,1,,,,,,,,,,2,07,,,,,,,,,6,,,,31,0501,,,,,,,,,,1970,1.0
70IN05627,1969310160,69,1,10160,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05628,1969310161,69,2,10161,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05629,1969310162,69,2,10162,1,,,,,,,,,,2,07,,,,,,,,,3,,,,31,0323,,,,,,,,,,1970,1.0
70IN05630,1968103283,68,2,U3283,0,,,,,,,,,,3,07,,,,064,14,,,,3,,067,,10,0928,036,2,,,,,,01,,1970,2.0
70IN05631,1968103314,68,2,U3314,0,,,,,,,,,,3,07,,,,061,12,,,,6,,053,,10,0501,029,3,,,,,,01,,1970,2.0
70IN05632,1969340004,69,2,40004,4,,15,,,,,,,,2,02,,,33,,,,118,150,,,,,34,,,,,,,061484,,,33,1970,1.0
70IN05633,1969340005,69,1,40005,4,,15,,,,,,,,2,02,,,,,,,135,165,3,,,,34,0803,,,,,,061484,,,,1970,1.0
70IN05634,1969340007,69,2,40007,4,,15,,,,,,,,2,02,,,34,,,01,111,125,,,,,34,,,,,,,088784,,,12,1970,1.0
