UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,BRAND,C34,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
78IN00760,1977015954,77,2,P5954,,75, 19,2,1,,,0,,,5,20,, 07,,, 2,102,115,,,30,,01,,,425309,6,,297608,,,1978
78IN00761,1977015961,77,1,P5961,,70, 22,,1,3,,1,,,7,,,,,,,115,126,3,,30,,01,1113,,437007,Y,216,177007,93,,1978
78IN00762,1977015966,77,1,P5966,,71, 25,,1,1,,0,,,3,,,,,,,150,166,,,30,,01,,,427408,Y,243,324509,,,1978
78IN00763,1977015967,77,1,P5967,,71, 25,,1,2,,0,,,3,,,229,,,,112,130,2,,30,,01,0921, 155,427408,Y,205,324509,92,,1978
78IN00764,1977015969,77,2,P5969,,71, 26,,1,,,1,,,3,20,,713,,, 2,101,124,,,30,,01,,,476007,2,,464407,,,1978
78IN00765,1977015970,77,1,P5970,,71, 22,,1,3,,1,,,5,,,,,,,111,130,3,,30,,01,1113,,437007,Y,219,492007,93,,1978
78IN00766,1977015971,77,2,P5971,,71, 22,,1,2,,1,,,5,,,022,,,,87,113,2,,30,,01,0921,,437007,5,,492007,92,,1978
78IN00767,1977015983,77,2,P5983,,70, 23,,1,,,0,,,5,20,,701,,, 2,121,130,,,30,,01,,,237909,3,,127008,,,1978
78IN00768,1977015987,77,2,P5987,,70, 23,,1,,,0,,,5,20,,701,,, 2,116,120,,,30,,01,,,237909,1,,301308,,,1978
78IN00769,1977015988,77,1,P5988,,71, 23,,1,,,0,,,7,,,,,,,115,,3,,30,,01,0605,,237909,Y,,010508,93,,1978
78IN00770,1977015989,77,1,P5989,,71, 23,,1,3,,0,,,8,,,,,,,106,121,3,,30,,01,0814,,237909,Y,218,010508,93,,1978
78IN00771,1977015993,77,1,P5993,,75, 20,,1,2,,0,,,7,,,236,,,,116,131,2,,30,,01,0921, 144,213708,Y,,433209,92,,1978
78IN00772,1977015997,77,2,P5997,,75, 17,1,1,,,1,,,8,20,, 07,,, 2,96,111,6,,30,,01,0920,,487707,6,,269907,10,,1978
78IN00773,1977015998,77,2,P5998,,75, 17,1,1,,,1,,,8,20,, 10,,,,79,,,,30,,01,,,487707,5,,269907,,,1978
78IN00774,1977016019,77,2,P6019,,75, 18,1,1,,,1,,,1,20,, 08,,, 1,122,133,,,30,,01,,,511807,6,,469107,,,1978
78IN00775,1977016030,77,2,P6030,,71, 25,,1,2,,0,,,3,,,017,,,,128,150,2,,30,,01,0921,,427408,5,,017509,92,,1978
78IN00776,1977016040,77,2,P6040,,70, 21,,1,2,,1,,,1,,,008,,, 1,95,104,2,,30,,01,0921,,476107,2,,508707,92,,1978
78IN00777,1977016043,77,1,P6043,,70, 21,,1,2,,1,,,5,,,204,,,,105,124,2,,30,,01,0921, 138,476107,Y,212,459007,92,,1978
78IN00778,1977016044,77,2,P6044,,70, 21,,1,2,,1,,,5,,,021,,,,99,117,2,,30,,01,0921,,476107,5,,459007,92,,1978
78IN00779,1977016057,77,2,P6057,,70, 21,,1,2,,1,,,5,,,019,,,,108,134,2,,30,,01,0921,,476107,5,,498907,92,,1978
78IN00780,1977016058,77,2,P6058,,75, 17,2,1,2,,1,,,7,,,008,,, 1,84,101,2,,30,,01,0921,,487707,5,,246707,92,,1978
78IN00781,1977016077,77,2,P6077,,75, 17,1,1,,,1,,,5,20,, 05,,, 2,92,107,,,30,,01,,,487707,6,,232907,,,1978
78IN00782,1977016079,77,2,P6079,,70, 21,,1,,,1,,,3,20,,703,,, 2,98,107,,,30,,01,,,476107,3,,505207,,,1978
78IN00783,1977016088,77,2,P6088,,75, 20,2,1,,,0,,,8,20,, 03,,, 1,113,110,,,30,,01,,,213708,6,,012009,,,1978
78IN00784,1977016089,77,2,P6089,,71, 22,,1,,,1,,,1,20,,712,,, 1,120,143,,,30,,01,,,437007,2,,507707,,,1978
78IN00785,1977016096,77,2,P6096,,71, 26,,1,2,,1,,,1,,,020,,,,106,126,2,,30,,01,0921,,476007,5,,468507,92,,1978
78IN00786,1977016101,77,1,P6101,,75, 18,,1,2,,1,,,8,,,215,,,,142,142,2,,30,,01,0921, 164,511807,Y,,213907,92,,1978
78IN00787,1977016107,77,2,P6107,,70, 21,,1,,,1,,,1,20,,702,,, 2,97,111,,,30,,01,,,476107,3,,492507,,,1978
78IN00788,1977016111,77,2,P6111,,71, 22,,1,,,1,,,1,,,,,,,98,,7,,30,,01,0914,,437007,3,,480607,97,,1978
78IN00789,1977016123,77,2,P6123,,71, 26,,1,,,1,,,3,20,,713,,, 2,106,108,,,30,,01,,,476007,3,,504607,,,1978
78IN00790,1977016128,77,1,P6128,,75, 17,,1,,,1,,,7,,,,,,,,,7,,30,,01,0525,,487707,*,,404907,97,,1978
78IN00791,1977016131,77,2,P6131,,71, 26,,1,2,,1,,,1,,,007,,,,100,123,2,,30,,01,0921,,476007,5,,480307,92,,1978
78IN00792,1977016138,77,2,P6138,,70, 21,,1,,,1,,,1,20,,702,,, 2,102,115,,,30,,01,,,476107,3,,503807,,,1978
78IN00793,1977016150,77,2,P6150,,75, 19,1,1,2,,0,,,1,,,012,,, 2,99,116,2,,30,,01,0921,,425309,6,,317408,92,,1978
78IN00794,1977016155,77,2,P6155,,75, 20,2,1,2,,0,,,1,,,018,,, 1,106,142,2,,30,,01,0921,,213708,5,,013409,92,,1978
78IN00795,1977016161,77,2,P6161,,70, 22,,1,2,,1,,,5,,,022,,,,91,116,2,,30,,01,0921,,437007,5,,494807,92,,1978
78IN00796,1977016163,77,4,P6163,,75, 20,,1,1,,0,,,1,,,,,,,95,113,,,30,,01,,,213708,Y,,073709,,,1978
78IN00797,1977016164,77,2,P6164,,70, 21,,1,,,1,,,1,20,,703,,, 2,106,119,,,30,,01,,,476107,3,,471707,,,1978
78IN00798,1977016167,77,2,P6167,,75, 17,1,1,,,1,,,1,20,, 03,,, 1,87,98,,,30,,01,,,487707,6,,479507,,,1978
78IN00799,1977016169,77,2,P6169,,75, 18,2,1,2,,1,,,5,,,021,,, 1,99,121,2,,30,,01,0921,,511807,5,,435007,92,,1978
78IN00800,1977016170,77,2,P6170,,75, 19,1,1,2,,0,,,1,,,019,,, 1,101,132,2,,30,,01,0921,,425309,5,,010608,92,,1978
78IN00801,1977016171,77,2,P6171,,75, 20,1,1,,,0,,,5,,,,,,,79,,7,,30,,01,0914,,213708,5,,349509,97,,1978
78IN00802,1977016174,77,2,P6174,,75, 20,1,1,,,0,,,1,20,, 05,,, 2,104,116,,,30,,01,,,213708,3,,413109,,,1978
78IN00803,1977016176,77,2,P6176,,74, 06,1,2,,,0,,,5,15,, 01,,, 1,94,110,,,30,,01,,,237909,7,,230308,,,1978
78IN00804,1977016177,77,1,P6177,,74, 04,,2,2,,1,,,5,,,211,,,,135,136,2,,30,,01,0921, 140,474507,Y,,516407,92,,1978
78IN00805,1977016178,77,2,P6178,,74, 06,2,2,,,0,,,5,15,, 04,,, 1,110,130,,,30,,01,,,237909,7,,230308,,,1978
78IN00806,1977016179,77,2,P6179,,74, 04,1,2,,,1,,,5,15,, 05,,, 1,130,135,,,30,,01,,,474507,9,,516407,,,1978
78IN00807,1977016180,77,2,P6180,,73, 02,1,2,,,1,,,5,15,, 02,,, 2,130,142,,,30,,01,,,504107,9,,493407,,,1978
78IN00808,1977016181,77,1,P6181,,73, 02,,2,2,,1,,,5,,,,,,,155,140,,,30,,01,,,504107,Y,,493407,,,1978
78IN00809,1977016182,77,2,P6182,,73, 02,2,2,,,1,,,3,15,, 03,,, 1,101,106,,,30,,01,,,504107,9,,487207,,,1978
78IN00810,1977016185,77,2,P6185,,74, 04,2,2,,,1,,,1,15,, 06,,, 1,117,134,,,30,,01,,,474507,7,,476407,,,1978
78IN00811,1977016186,77,2,P6186,,73, 02,1,2,,,1,,,1,15,, 04,,, 1,125,141,,,30,,01,,,504107,7,,509707,,,1978
78IN00812,1977016187,77,1,P6187,,73, 01,,2,2,,1,,,1,,,214,,,,164,151,2,,30,,01,0921, 169,479407,Y,,499007,92,,1978
78IN00813,1977016188,77,2,P6188,,74, 02,1,2,,,1,,,1,15,, 01,,, 1,119,127,,,30,,01,,,504107,7,,511607,,,1978
78IN00814,1977016189,77,2,P6189,,73, 02,2,2,,,1,,,1,15,, 01,,, 1,95,116,,,30,,01,,,504107,7,,513707,,,1978
78IN00815,1977016190,77,1,P6190,,73, 01,,2,2,,1,,,5,,,212,,,,148,140,2,,30,,01,0921, 146,479407,Y,,513007,92,,1978
78IN00816,1977016191,77,1,P6191,,73, 02,,2,3,,1,,,1,,,,,,,151,141,3,,30,,01,1113,,504107,Y,,475607,93,,1978
78IN00817,1977016192,77,2,P6192,,73, 01,1,2,,,1,,,5,15,, 02,,, 1,108,117,,,30,,01,,,479407,7,,513007,,,1978
78IN00818,1977016193,77,1,P6193,,73, 01,,2,2,,1,,,1,,,,,,,144,127,7,,30,,01,0919,,479407,Y,,488307,97,,1978
78IN00819,1977016194,77,1,P6194,,73, 05,,2,2,,0,,,5,,,253,,,,149,151,2,,30,,01,0921, 165,427408,Y,,161109,92,,1978
78IN00820,1977016195,77,2,P6195,,73, 05,2,2,,,0,,,5,15,, 03,,, 1,122,139,,,30,,01,,,427408,7,,161109,,,1978
78IN00821,1977016196,77,1,P6196,,73, 01,,2,3,,1,,,1,,,,,,,150,137,3,,30,,01,1113,,479407,Y,,511107,93,,1978
78IN00822,1977016197,77,2,P6197,,74, 06,2,2,,,0,,,1,15,, 04,,, 1,118,132,,,30,,01,,,237909,7,,208808,,,1978
78IN00823,1977016200,77,2,P6200,,74, 03,1,2,,,1,,,1,15,, 05,,, 1,107,125,,,30,,01,,,487707,7,,428807,,,1978
78IN00824,1977016201,77,2,P6201,,73, 01,1,2,,,1,,,5,15,, 02,,, 1,107,119,,,30,,01,,,479407,7,,221707,,,1978
78IN00825,1977016202,77,4,P6202,,73, 01,,2,1,,1,,,5,,,,,,,110,117,,,30,,01,,,479407,Y,,221707,,,1978
78IN00826,1977016205,77,2,P6205,,73, 06,2,2,,,0,,,5,15,, 04,,, 1,84,106,6,,30,,01,1219,,237909,7,,078308,15,,1978
78IN00827,1977016206,77,2,P6206,,73, 06,1,2,,,0,,,5,15,, 01,,, 1,76,95,,,30,,01,,,237909,7,,078308,,,1978
78IN00828,1977016208,77,2,P6208,,74, 06,2,2,,,0,,,8,15,, 01,,, 1,91,106,,,30,,01,,,237909,9,,005808,,,1978
78IN00829,1977016209,77,1,P6209,,74, 06,,2,,,0,,,8,,,,,,,,,3,,30,,01,0605,,237909,*,,005808,93,,1978
78IN00830,1977016210,77,1,P6210,,74, 06,,2,2,,0,,,1,,,253,,,,129,129,2,,30,,01,0921, 145,237909,Y,,023508,92,,1978
78IN00831,1977016213,77,1,P6213,,74, 06,,2,2,,0,,,1,,,253,,,,139,136,2,,30,,01,0921, 144,237909,Y,,125508,92,,1978
78IN00832,1977016214,77,1,P6214,,75, 12,,2,2,,1,,,,,,216,,,,119,110,2,,30,,01,0921, 128,437007,Y,,525107,92,,1978
78IN00833,1977016217,77,2,P6217,,75, 11,2,2,,,1,,,,15,, 03,,, 1,96,106,,,30,,01,,,515407,9,,504307,,,1978
78IN00834,1977016224,77,2,P6224,,75, 12,1,2,,,1,,,,15,, 07,,, 1,117,125,,,30,,01,,,437007,9,,526407,,,1978
78IN00835,1977016230,77,2,P6230,,75, 10,2,2,,,1,,,,15,, 07,,, 1,97,104,,,30,,01,,,511807,9,,528407,,,1978
78IN00836,1977016233,77,4,P6233,,75, 12,,2,1,,1,,,,,,,,,,105,125,,,30,,01,,,437007,Y,,467707,,,1978
78IN00837,1977016234,77,1,P6234,,75, 12,,2,,,1,,,,,,,,,,,,3,,30,,01,0508,,437007,*,,467707,93,,1978
78IN00838,1977016235,77,1,P6235,,75, 11,,2,,,1,,,,,,,,,,,,3,,30,,01,0605,,515407,*,,527607,93,,1978
78IN00839,1977016243,77,2,P6243,,75, 11,1,2,,,1,,,,15,, 05,,, 1,97,107,,,30,,01,,,515407,9,,509107,,,1978
78IN00840,1977016244,77,1,P6244,,75, 11,,2,,,1,,,,,,,,,,,,3,,30,,01,0605,,515407,*,,509107,93,,1978
78IN00841,1977016245,77,2,P6245,,75, 13,2,2,,,0,,,,15,, 05,,, 2,129,136,,,30,,01,,,425309,9,,370508,,,1978
78IN00842,1977016254,77,2,P6254,,75, 14,1,2,,,0,,,,15,, 08,,, 1,99,109,,,30,,01,,,427408,9,,063909,,,1978
78IN00843,1977016255,77,2,P6255,,75, 14,,2,,,0,,,,,,,,,,,,3,,30,,01,0605,,427408,*,,063909,93,,1978
78IN00844,1977016257,77,2,P6257,,75, 11,,2,,,1,,,,,,,,,,,,3,,30,,01,0605,,515407,*,,460007,93,,1978
78IN00845,1977016258,77,1,P6258,,75, 11,,2,,,1,,,,,,,,,,,,3,,30,,01,0508,,515407,*,,460007,93,,1978
78IN00846,1977016260,77,1,P6260,,74, 03,,2,,,1,,,,,,,,,,,,3,,30,,01,0605,,487707,*,,058507,93,,1978
78IN00847,1977016261,77,1,P6261,,73, 01,,2,,,1,,,,,,,,,,,,3,,30,,01,0605,,479407,*,,508907,93,,1978
78IN00848,1969380016,69,2,80016,,75,22,1,1,3,,0,,,,,,,,, 2,167,156,3,,08,,38,0927,,000008,7,,075904,93,,1978
78IN00849,1969380019,69,2,80019,,73,23,1,1,3,,0,,,,,,,,,11,168,193,,,08,,38,,,000008,7,,095804,,,1978
78IN00850,1969380031,69,2,80031,,71,23,,1,,,0,,,,00,, 12,,,,162,162,,,08,,38,,,000008,2,,109404,,,1978
78IN00851,1969380049,69,2,80049,,74,23,,1,,,0,,,,,,,,,,,,7,,08,,38,0525,,000008,*,,101504,97,,1978
78IN00852,1969380058,69,2,80058,,74,23,2,1,,,0,,,,00,, 06,,, 3,152,157,,,08,,38,,,000008,7,,349301,,,1978
78IN00853,1969380099,69,2,80099,,75,22,1,1,3,,0,,,,,,,,, 2,182,182,3,,08,,38,1016,,000008,7,,049604,93,,1978
78IN00854,1969380105,69,2,80105,,71,23,,1,,,0,,,,00,, 12,,,,136,136,,,08,,38,,,000008,1,,083104,,,1978
78IN00855,1970380165,70,2,80165,,75,27,1,1,2,,0,,,,,,039,,, 2,162,157,2,,08,,38,0921,,000008,7,,329104,92,,1978
78IN00856,1970380177,70,2,80177,,71,22,,1,,,0,,,,,, 06,,, 2,140,112,5,,08,,38,1109,,000708,1,,068404,95,,1978
78IN00857,1970380179,70,2,80179,,00,22,,1,,,0,,,,,,,,,,155,,3,,08,,38,0715,,000708,K,,107104,93,,1978
78IN00858,1970380235,70,2,80235,,74,23,1,1,,,0,,,,90,, 09,,,,174,,,,08,,38,,,004208,7,,113004,,,1978
78IN00859,1970380262,70,2,80262,,74,11,2,2,2,,0,,,,,,039,,, 5,158,160,2,,08,,38,0921,,000008,6,,012908,92,,1978
78IN00860,1970380277,70,2,80277,,71,11,,2,,,0,,,,85,, 06,,, 2,112,107,,,08,,38,,,000008,1,,005808,,,1978
78IN00861,1970380280,70,2,80280,,73,12,1,2,,,0,,,,85,, 09,,,,153,,,,08,,38,,,000008,7,,001408,,,1978
78IN00862,1971010696,71,2,P0696,,71,23,,1,,,0,,,,,, 12,,,,133,,7,,08,,01,0914,,020908,1,,014808,97,,1978
78IN00863,1971010783,71,2,P0783,,73,22,1,1,,,0,,,,80,, 12,,,,172,172,,,08,,01,,,017608,7,,023508,,,1978
78IN00864,1971010997,71,2,P0997,,70,23,,1,,,0,,,,,, 06,,,,141,,7,,08,,01,0914,,020908,1,,022008,97,,1978
78IN00865,1971011175,71,2,P1175,,71,06,,2,,,0,,,,,,,,,,129,,6,,08,,01,0715,,000008,3,,010708,01,,1978
78IN00866,1971011191,71,2,P1191,,75,06,2,2,3,,0,,,,,,,,,12,138,150,3,,08,,01,0927,,000008,7,,370008,93,,1978
78IN00867,1971011206,71,2,P1206,,73,06,1,2,,,0,,,,75,, 12,,, 2,171,171,,,08,,01,,,000008,7,,019008,,,1978
78IN00868,1971011234,71,2,P1234,,74,07,1,2,,,0,,,,75,, 06,,, 2,162,172,,,08,,01,,,000008,7,,327508,,,1978
78IN00869,1971011249,71,2,P1249,,70,07,,2,,,0,,,,75,, 12,,,,112,112,,,08,,01,,,000008,2,,021108,,,1978
78IN00870,1971011255,71,2,P1255,,74,07,2,2,3,,0,,,,,,,,,11,164,176,,,08,,01,,,000008,6,,018008,,,1978
78IN00871,1972011270,72,2,P1270,,70,22,,1,,,0,,,,70,, 06,,,,147,147,,,08,,01,,,017608,1,,010508,,,1978
78IN00872,1972011275,72,2,P1275,,71,23,,1,,,0,,,,,,,,,,,,6,,08,,01,0331,,017008,*,,011708,15,,1978
78IN00873,1972011394,72,2,P1394,,74,22,1,1,,,0,,,,70,, 12,,, 3,174,169,,,08,,01,,,017608,7,,001008,,,1978
78IN00874,1972011445,72,2,P1445,,73,22,2,1,,,0,,,,70,, 06,,, 3,126,142,,,08,,01,,,017608,7,,021208,,,1978
78IN00875,1972011478,72,2,P1478,,70,23,,1,,,0,,,,70,, 12,,,,109,109,,,08,,01,,,017008,2,,001108,,,1978
78IN00876,1972011544,72,2,P1544,,75,22,2,1,,,0,,,,70,, 06,,, 3,136,150,,,08,,01,,,017608,6,,019108,,,1978
78IN00877,1972011567,72,2,P1567,,74,23,2,1,,,0,,,,70,, 12,,, 2,176,175,,,08,,01,,,017008,7,,022708,,,1978
78IN00878,1972011607,72,2,P1607,,73,22,1,1,,,0,,,,70,, 12,,,,175,,,,08,,01,,,017608,7,,012808,,,1978
78IN00879,1972011663,72,2,P1663,,70,22,,1,,,0,,,,70,, 06,,,,134,134,,,08,,01,,,017608,2,,003108,,,1978
78IN00880,1972011703,72,2,P1703,,70,23,,1,,,0,,,,70,, 12,,,,126,126,,,08,,01,,,017008,1,,010608,,,1978
78IN00881,1972011773,72,2,P1773,,71,22,,1,,,0,,,,,, 06,,,,126,,7,,08,,01,0914,,017608,1,,008808,97,,1978
78IN00882,1972011827,72,2,P1827,,75,21,2,1,,,0,,,,70,, 12,,, 1,140,145,,,08,,01,,,020908,7,,022008,,,1978
78IN00883,1973012004,73,2,P2004,,71,22,,1,,,0,,,,,, 12,,,,115,115,5,,08,,01,1109,,102908,1,,001608,95,,1978
78IN00884,1973012020,73,2,P2020,,75,611,1,1,,,0,,,,60,, 06,,, 2,157,164,,,08,,01,,,147608,7,,160708,,,1978
78IN00885,1973012048,73,2,P2048,,70,21,,1,,,0,,,,60,, 06,,, 2,135,159,,,08,,01,,,102508,5,,002108,,,1978
78IN00886,1973012088,73,2,P2088,,74,23,,1,,,0,,,,,,,,,,,,6,,08,,01,0203,,118908,*,,069608,19,,1978
78IN00887,1973012090,73,2,P2090,,74,23,1,1,,,0,,,,60,, 09,,,,175,,,,08,,01,,,118908,7,,010508,,,1978
78IN00888,1973012137,73,1,P2137,,00,22,,1,,,0,,,,,,,,,,,,6,,08,,01,0227,,102908,*,,001208,01,,1978
78IN00889,1973012138,73,2,P2138,,71,22,,1,,,0,,,,,, 06,,,,133,,7,,08,,01,0914,,102908,1,,001208,97,,1978
78IN00890,1973012193,73,2,P2193,,73,37,1,1,,,0,,,,60,, 12,,, 2,165,165,,,08,,01,,,119008,7,,019708,,,1978
78IN00891,1973012227,73,2,P2227,,73,23,1,1,,,0,,,,60,, 06,,, 1,178,166,,,08,,01,,,118908,7,,005408,,,1978
78IN00892,1973012303,73,2,P2303,,74,22,,1,,,0,,,,,,,,,,,,7,,08,,01,0525,,102908,*,,009908,97,,1978
78IN00893,1973012318,73,2,P2318,,00,22,,1,,,0,,,,,,,,,,121,,3,,08,,01,0715,,102908,K,,019408,93,,1978
78IN00894,1973012396,73,2,P2396,,73,21,1,1,,,0,,,,60,, 12,,, 2,158,159,,,08,,01,,,102508,7,,017708,,,1978
78IN00895,1973012398,73,2,P2398,,73,21,2,1,,,0,,,,60,, 12,,, 2,176,190,,,08,,01,,,102508,7,,023508,,,1978
78IN00896,1973012499,73,2,P2499,,70,611,,1,,,0,,,,60,, 12,,, 2,152,162,,,08,,01,,,147608,5,,162708,,,1978
78IN00897,1973012613,73,2,P2613,,74,611,1,1,,,0,,,,60,, 12,,, 2,204,207,,,08,,01,,,147608,7,,155608,,,1978
78IN00898,1973012673,73,2,P2673,,73,08,2,2,,,0,,,,55,, 06,,, 2,152,158,,,08,,01,,,109208,7,,120608,,,1978
78IN00899,1973012675,73,2,P2675,,71,08,,2,,,0,,,,55,, 12,,, 2,124,130,,,08,,01,,,109208,1,,120608,,,1978
78IN00900,1973012724,73,2,P2724,,75,08,,2,,,0,,,,,,,,,,,,6,,08,,01,0320,,109208,*,,119108,06,,1978
78IN00901,1973012733,73,2,P2733,,75,07,1,2,,,0,,,,55,, 12,,,,135,,,,08,,01,,,102508,7,,125508,,,1978
78IN00902,1973012749,73,2,P2749,,74,07,1,2,2,,0,,,,,,038,,, 2,167,167,2,,08,,01,0921,,102508,7,,156708,92,,1978
78IN00903,1974012829,74,1,P2829,,00,22,,1,1,,0,,,2,,,,,,,226,216,,,08,,01,,,118908,M,,010308,,,1978
78IN00904,1974012898,74,2,P2898,,74,22,1,1,,,0,,,3,50,, 12,,,,170,,,,08,,01,,,118908,7,,099708,,,1978
78IN00905,1974012926,74,2,P2926,,71,22,,1,,,0,,,2,50,, 06,,, 2,146,150,,,08,,01,,,118908,1,,016508,,,1978
78IN00906,1974012976,74,2,P2976,,75,23,1,1,,,0,,,2,50,, 12,,, 2,148,156,,,08,,01,,,102508,7,,015608,,,1978
78IN00907,1974013010,74,2,P3010,,70,22,,1,,,0,,,2,,, 06,,,,149,,7,,08,,01,0914,,118908,1,,069608,97,,1978
78IN00908,1974013013,74,2,P3013,,70,23,,1,,,0,,,2,,,,,,,109,,5,,08,,01,0717,,102508,4,,001408,95,,1978
78IN00909,1974013094,74,2,P3094,,71,21,,1,,,0,,,2,50,, 12,,,,143,143,,,08,,01,,,231008,1,,010508,,,1978
78IN00910,1974013154,74,2,P3154,,70,23,,1,,,0,,,3,50,, 06,,, 2,137,141,,,08,,01,,,102508,1,,019408,,,1978
78IN00911,1974013173,74,2,P3173,,73,23,1,1,2,,0,,,2,,,038,,, 2,171,176,2,,08,,01,0921,,102508,7,,327508,92,,1978
78IN00912,1974013174,74,2,P3174,,75,23,2,1,,,0,,,2,50,, 06,,, 2,138,146,,,08,,01,,,102508,7,,327508,,,1978
78IN00913,1974013175,74,2,P3175,,75,21,1,1,,,0,,,1,50,, 12,,, 1,143,142,,,08,,01,,,231008,7,,170308,,,1978
78IN00914,1974013197,74,2,P3197,,75,21,,1,,,0,,,3,,,,,,,,,3,,08,,01,0206,,231008,*,,005808,93,,1978
78IN00915,1974013236,74,2,P3236,,73,23,1,1,,,0,,,1,50,, 12,,, 3,157,176,,,08,,01,,,102508,7,,162708,,,1978
78IN00916,1968103294,68,2,U3294,,00,22,,2,,,0,,,,,,,,,,143,,3,,08,,10,1023,,000008,K,,051404,93,,1978
78IN00917,1974013464,74,2,P3464,,73,09,2,2,,,0,,,,45,, 12,,, 3,170,171,,,08,,01,,,000008,7,,125508,,,1978
78IN00918,1974013469,74,2,P3469,,73,07,1,2,,,0,,,,45,, 12,,,,162,,,,08,,01,,,000008,7,,273308,,,1978
78IN00919,1974013492,74,2,P3492,,74,09,1,2,,,0,,,,45,, 12,,, 2,162,162,6,,08,,01,0919,,000008,7,,021208,06,,1978
78IN00920,1974013525,74,2,P3525,,71,08,,2,,,0,,,,,, 06,,,,126,,7,,08,,01,0914,,000008,1,,239208,97,,1978
78IN00921,1974013557,74,2,P3557,,70,09,,2,,,0,,,,45,, 12,,,,135,135,,,08,,01,,,000008,2,,016208,,,1978
78IN00922,1974013586,74,2,P3586,,74,07,1,2,,,0,,,,45,, 12,,,,153,,,,08,,01,,,000008,7,,022008,,,1978
78IN00923,1974013612,74,2,P3612,,73,08,2,2,,,0,,,,45,, 12,,, 3,150,164,,,08,,01,,,000008,7,,202108,,,1978
78IN00924,1975013634,75,2,P3634,,74,11,1,1,,,0,,,3,40,, 06,,, 1,171,172,,,08,,01,,,213708,7,,053108,,,1978
78IN00925,1975013668,75,2,P3668,,71,12,,1,,,0,,,2,,,,,,,,,7,,08,,01,0525,,219808,*,,085708,97,,1978
78IN00926,1975013669,75,2,P3669,,75,12,2,1,,,0,,,2,40,, 06,,, 2,145,151,,,08,,01,,,219808,7,,085708,,,1978
78IN00927,1975013681,75,2,P3681,,75,11,2,1,,,0,,,3,40,, 12,,, 1,124,139,,,08,,01,,,213708,7,,069608,,,1978
78IN00928,1975013695,75,2,P3695,,73,13,1,1,,,0,,,2,40,, 12,,, 2,176,186,,,08,,01,,,301408,7,,123308,,,1978
78IN00929,1975013696,75,2,P3696,,74,11,2,1,,,0,,,2,40,, 12,,, 2,149,161,,,08,,01,,,213708,7,,083308,,,1978
78IN00930,1975013705,75,2,P3705,,75,12,1,1,,,0,,,2,40,, 12,,, 3,124,140,,,08,,01,,,219808,6,,327508,,,1978
78IN00931,1975013723,75,2,P3723,,71,11,,1,,,0,,,3,,, 12,,,,122,,7,,08,,01,0914,,213708,1,,099708,97,,1978
78IN00932,1975013756,75,2,P3756,,73,12,1,1,2,,0,,,1,,,038,,, 2,157,169,2,,08,,01,0921,,219808,7,,177308,92,,1978
78IN00933,1975013758,75,2,P3758,,73,12,1,1,,,0,,,3,40,, 06,,,,179,,,,08,,01,,,219808,7,,208808,,,1978
78IN00934,1975013797,75,2,P3797,,74,13,1,1,,,0,,,2,40,, 06,,, 1,166,165,,,08,,01,,,301408,7,,123408,,,1978
78IN00935,1975013809,75,1,P3809,,00,12,,1,1,,0,,,2,,,,,,,236,237,,,08,,01,,,219808,M,,009908,,,1978
78IN00936,1975013810,75,1,P3810,,00,12,,1,1,,0,,,2,,,,,,,217,228,,,08,,01,,,219808,M,,009908,,,1978
78IN00937,1975013859,75,2,P3859,,75,13,1,1,,,0,,,2,40,, 06,,, 1,137,162,,,08,,01,,,301408,6,,001908,,,1978
78IN00938,1975013860,75,2,P3860,,74,13,,1,,,0,,,2,,,,,,,,,6,,08,,01,0318,,301408,*,,001908,16,,1978
78IN00939,1975013971,75,2,P3971,,74,13,,1,,,0,,,2,,,,,,,,,6,,08,,01,0414,,301408,*,,124908,09,,1978
78IN00940,1975013972,75,2,P3972,,73,13,2,1,,,0,,,2,40,, 12,,, 2,176,195,,,08,,01,,,301408,7,,124908,,,1978
78IN00941,1975014008,75,2,P4008,,71,12,,1,,,0,,,2,40,, 06,,, 2,137,147,,,08,,01,,,219808,1,,015608,,,1978
78IN00942,1975014034,75,2,P4034,,74,13,2,1,3,,0,,,1,,,,,,12,181,181,3,,08,,01,1016,,301408,7,,230308,93,,1978
78IN00943,1975014053,75,2,P4053,,74,11,,1,,,0,,,3,,,,,,,,,6,,08,,01,0418,,213708,*,,202008,50,,1978
78IN00944,1975014091,75,2,P4091,,73,12,2,1,,,0,,,2,,,,,, 2,154,154,6,,08,,01,0824,,219808,7,,166308,15,,1978
78IN00945,1975014094,75,2,P4094,,73,13,,1,,,0,,,2,,,,,,,140,,6,,08,,01,0717,,301408,7,,010608,01,,1978
78IN00946,1975014099,75,2,P4099,,71,11,,1,,,0,,,2,40,, 12,,, 2,129,130,,,08,,01,,,213708,1,,027708,,,1978
78IN00947,1975014261,75,2,P4261,,70,37,,1,,,0,,,3,40,, 06,,, 2,105,110,,,08,,01,,,118908,1,,239608,,,1978
78IN00948,1975014274,75,1,P4274,,00,37,,1,1,,0,,,3,,,,,,,247,229,,,08,,01,,,118908,M,,239208,,,1978
