UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,C3034,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
77IN00884,1975014131,75,2,P4131,,75,17,,1,,,0,,,2,2,, 06,, 3,137,122,,,51,,01,,,313809,3,,016909,,,1977
77IN00885,1975014168,75,2,P4168,,71,38,,1,,,0,,,2,2,,712,, 2,122,129,,,51,,01,,,237709,5,,006609,,,1977
77IN00886,1975014198,75,2,P4198,,70,15,,1,,,0,,,3,2,,702,, 2,109,115,,,51,,01,,,232809,2,,248909,,,1977
77IN00887,1975014253,75,1,P4253,,,38,,1,1,,0,,,2,2,,,,,233,222,,,51,,01,,,237709,M,,161109,,,1977
77IN00888,1975014311,75,2,P4311,,75,12,,2,,,0,,,,2,, 06,, 2,99,113,,,51,,01,,,000009,8,,348109,,,1977
77IN00889,1975014332,75,2,P4332,,75,11,,2,,,0,,,,2,, 05,, 2,139,127,,,51,,01,,,000009,8,,331809,,,1977
77IN00890,1975014383,75,2,P4383,,74,10,,2,,,0,,,,2,, 06,, 1,124,125,,,51,,01,,,000009,8,,008909,,,1977
77IN00891,1975014397,75,2,P4397,,73,12,,2,,,0,,,,2,,,,,88,,3,,51,,01,0808,,000009,8,,011109,93,,1977
77IN00892,1975014398,75,2,P4398,,75,12,,2,,,0,,,,2,, 06,, 2,121,105,,,51,,01,,,000009,8,,011109,,,1977
77IN00893,1975014436,75,2,P4436,,73,10,,2,,,0,,,,2,, 15,, 2,112,120,,,51,,01,,,000009,8,,132709,,,1977
77IN00894,1975014437,75,2,P4437,,75,10,,2,,,0,,,,2,, 05,, 2,122,130,,,51,,01,,,000009,8,,132709,,,1977
77IN00895,1967148956,67,2,X8956,,,325,,3,,3,,,,,0,,,,,,,5,,07,,14,0318,,623111,*,,766814,95,,1977
77IN00896,1968149540,68,2,X9540,,,65,,4,,3,,,,,9,,,,,170,,3,,07,,14,0923,,722414,K,,852714,93,,1977
77IN00897,1969183316,69,2,C3316,,,40,,,3,3,,,,,8,,,, 2,154,146,5,,07,,18,1017,,200618,1,,910714,95,,1977
77IN00898,1969183348,69,2,C3348,,10,720,,,,,,,,,8,,,,,,,6,,07,,18,0325,,197518,*,,198218,07,,1977
77IN00899,1969183403,69,2,C3403,,14,43,,,2,,,,,,8,,048,, 2,109,109,2,,07,,18,0922,,139018,3,,834214,92,,1977
77IN00900,1969183411,69,2,C3411,,,41,,,,3,,,,,8,,,,,,,5,,07,,18,0318,,113218,*,,680614,95,,1977
77IN00901,1969183471,69,2,C3471,,,41,,,,3,,,,,8,,,,,142,,3,,07,,18,0620,,113218,K,,867114,93,,1977
77IN00902,1969183567,69,2,C3567,,,730,,,,3,,,,,8,,,,,157,,3,,07,,18,0630,,228618,K,,141518,93,,1977
77IN00903,1969183659,69,2,C3659,,10,710,,,2,,,,,,8,,048,, 2,129,146,2,,07,,18,0922,,241918,1,,154118,92,,1977
77IN00904,1969183700,69,2,C3700,,,720,,,,3,,,,,8,,,,,167,,3,,07,,18,0630,,197518,K,,264718,93,,1977
77IN00905,1969183738,69,2,C3738,,,810,,,,3,,,,,8,,,,,117,,3,,07,,18,1028,,289318,K,,276018,93,,1977
77IN00906,1969183744,69,2,C3744,,,810,,,,3,,,,,8,,,,,,,5,,07,,18,0318,,289318,*,,273218,95,,1977
77IN00907,1969183809,69,2,C3809,,11,40,,,2,,,,,,8,,048,, 2,146,150,2,,07,,18,0922,,200618,3,,819214,92,,1977
77IN00908,1969183847,69,2,C3847,,12,860,,,2,,,,,,8,,048,, 3,132,139,2,,07,,18,0922,,295218,1,,288618,92,,1977
77IN00909,1969183983,69,2,C3983,,10,720,,,3,,,,,,8,,,, 3,153,136,,,07,,18,,,197518,3,,290618,,,1977
77IN00910,1969183996,69,2,C3996,,,41,,,,3,,,,,8,,,,,178,,3,,07,,18,0630,,113218,K,,629711,93,,1977
77IN00911,1969184059,69,2,C4059,,,49,,,,3,,,,,8,,,,,,,5,,07,,18,0318,,133218,*,,842714,95,,1977
77IN00912,1970184131,70,2,C4131,,11,740,,,,,,,,,7,,111,, 4,178,173,,,07,,18,,,357818,2,,953814,,,1977
77IN00913,1970184147,70,2,C4147,,13,741,,,2,,,,,,7,,046,, 1,144,154,2,,07,,18,0922,,386218,5,,971814,92,,1977
77IN00914,1970184152,70,2,C4152,,13,730,,,3,,,,,,7,,,, 9,160,162,,,07,,18,,,361218,2,,931714,,,1977
77IN00915,1970184164,70,2,C4164,,11,762,,,,,,,,,7,,112,, 3,152,163,,,07,,18,,,351618,1,,685914,,,1977
77IN00916,1970184175,70,2,C4175,,13,760,,8,2,,,,,,7,,047,, 2,122,130,2,,07,,18,0922,,352818,3,,860214,92,,1977
77IN00917,1970184200,70,2,C4200,,12,880,,8,2,,,,,,7,,047,, 2,136,145,2,,07,,18,0922,,314718,2,,226318,92,,1977
77IN00918,1970184205,70,2,C4205,,12,850,,,,,,,,,7,,800,, 2,153,155,,,07,,18,,,317218,1,,203618,,,1977
77IN00919,1970184206,70,2,C4206,,12,850,,8,,,,,,,7,,,,,,,6,,07,,18,0519,,317218,*,,203618,05,,1977
77IN00920,1970184211,70,2,C4211,,12,930,,8,2,,,,,,7,,046,, 1,139,150,2,,07,,18,0922,,306018,5,,304918,92,,1977
77IN00921,1970184220,70,2,C4220,,14,762,,8,,,,,,,7,,,,,,,6,,07,,18,0118,,351618,*,,858114,10,,1977
77IN00922,1970184229,70,2,C4229,,11,730,,8,2,,,,,,7,,047,, 2,124,130,2,,07,,18,0922,,361218,1,,871014,92,,1977
77IN00923,1970184242,70,2,C4242,,10,731,,,3,,,,,,7,,,, 4,143,142,,,07,,18,,,342718,1,,590611,,,1977
77IN00924,1970184263,70,2,C4263,,11,732,,8,2,,,,,,7,,047,, 2,124,126,2,,07,,18,0922,,401018,2,,814414,92,,1977
77IN00925,1970184268,70,2,C4268,,10,742,,,,,,,,,7,,101,, 3,178,170,,,07,,18,,,400018,3,,674314,,,1977
77IN00926,1970184273,70,2,C4273,,10,701,,,,,,,,,7,,,,,132,,7,,07,,18,0916,,381718,1,,283618,97,,1977
77IN00927,1970184286,70,2,C4286,,18,780,,,,,,,,,7,,131,, 2,174,158,,,07,,18,,,345318,2,,852714,,,1977
77IN00928,1970184301,70,2,C4301,,11,761,,,2,,,,,,7,,046,, 1,154,153,2,,07,,18,0922,,393018,5,,695714,92,,1977
77IN00929,1970184321,70,2,C4321,,18,780,,8,,,,,,,7,,111,, 2,156,153,,,07,,18,,,345318,2,,805714,,,1977
77IN00930,1970184333,70,2,C4333,,12,970,,8,,,,,,,7,,,,,,,6,,07,,18,0424,,320618,*,,286818,01,,1977
77IN00931,1970184353,70,2,C4353,,13,760,,,,,,,,,7,,131,, 4,130,127,,,07,,18,,,352818,1,,692414,,,1977
77IN00932,1970184356,70,2,C4356,,10,701,,,3,,,,,,7,,,,11,175,170,,,07,,18,,,381718,2,,314518,,,1977
77IN00933,1970184357,70,2,C4357,,13,740,,,,,,,,,7,,132,, 4,153,147,,,07,,18,,,357818,3,,928014,,,1977
77IN00934,1970184359,70,2,C4359,,13,732,,8,,,,,,,7,,133,, 2,126,132,,,07,,18,,,401018,2,,834214,,,1977
77IN00935,1970184382,70,2,C4382,,14,732,,8,2,,,,,,7,,047,, 3,141,140,2,,07,,18,0922,,401018,3,,903014,92,,1977
77IN00936,1970184388,70,2,C4388,,14,732,,,3,,,,,,7,,,,11,156,154,,,07,,18,,,401018,2,,840714,,,1977
77IN00937,1970184441,70,2,C4441,,12,880,,,,,,,,,7,,810,, 2,122,124,,,07,,18,,,314718,1,,258318,,,1977
77IN00938,1970184445,70,2,C4445,,13,732,,,3,,,,,,7,,,, 3,147,149,,,07,,18,,,401018,1,,830614,,,1977
77IN00939,1970184468,70,2,C4468,,14,742,,,,,,,,,7,,001,, 4,127,132,,,07,,18,,,400018,3,,778314,,,1977
77IN00940,1970184487,70,2,C4487,,14,781,,8,,,,,,,7,,,,,127,,7,,07,,18,0916,,331818,2,,655214,97,,1977
77IN00941,1970184536,70,2,C4536,,11,730,,,2,,,,,,7,,047,, 1,120,144,2,,07,,18,0922,,361218,5,,704914,92,,1977
77IN00942,1970184540,70,2,C4540,,14,750,,8,2,,,,,,7,,047,, 2,142,139,2,,07,,18,0922,,347618,3,,957114,92,,1977
77IN00943,1970184548,70,2,C4548,,18,772,,8,2,,,,,,7,,046,, 1,146,166,2,,07,,18,0922,,397618,5,,784614,92,,1977
77IN00944,1970184552,70,2,C4552,,11,741,,,,,,,,,7,,113,, 2,140,147,6,,07,,18,1111,,386218,2,,669614,17,,1977
77IN00945,1970184584,70,2,C4584,,10,741,,8,,,,,,,7,,102,, 2,131,136,,,07,,18,,,386218,2,,769014,,,1977
77IN00946,1970184634,70,2,C4634,,18,781,,8,3,,,,,,7,,,,12,134,115,5,,07,,18,1017,,331818,3,,892614,95,,1977
77IN00947,1970184641,70,2,C4641,,14,761,,8,,,,,,,7,,002,, 2,150,141,,,07,,18,,,393018,2,,792414,,,1977
77IN00948,1970184650,70,2,C4650,,,702,,,,3,,,,,7,,,,,127,,3,,07,,18,0620,,356818,K,,240718,93,,1977
77IN00949,1970184668,70,2,C4668,,,731,,8,,3,,,,,7,,,,,160,,3,,07,,18,0620,,342718,K,,806014,93,,1977
77IN00950,1970184697,70,2,C4697,,12,820,,,,,,,,,7,,820,, 3,127,132,,,07,,18,,,323618,3,,290218,,,1977
77IN00951,1970184717,70,2,C4717,,12,840,,8,,,,,,,7,,830,, 1,142,149,,,07,,18,,,328718,2,,103018,,,1977
77IN00952,1970184732,70,2,C4732,,10,700,,8,,,,,,,7,,103,, 5,147,162,,,07,,18,,,389518,1,,223818,,,1977
77IN00953,1970184748,70,2,C4748,,18,771,,8,,,,,,,7,,104,, 3,143,138,,,07,,18,,,341018,3,,769914,,,1977
77IN00954,1970184751,70,2,C4751,,,751,,8,,3,,,,,7,,,,,160,,3,,07,,18,0630,,394218,K,,836514,93,,1977
77IN00955,1970184759,70,2,C4759,,10,700,,8,,,,,,,7,,104,, 4,145,142,,,07,,18,,,389518,2,,243218,,,1977
77IN00956,1970184781,70,2,C4781,,12,990,,,,,,,,,7,,,,,141,,7,,07,,18,0916,,305318,3,,216818,97,,1977
77IN00957,1970184826,70,2,C4826,,10,732,,8,2,,,,,,7,,046,, 2,171,170,2,,07,,18,0922,,401018,1,,829314,92,,1977
77IN00958,1970184858,70,2,C4858,,12,960,,8,,,,,,,7,,,,,99,,3,,07,,18,0620,,309918,5,,270018,93,,1977
77IN00959,1970184881,70,2,C4881,,14,762,,8,2,,,,,,7,,047,, 1,141,144,2,,07,,18,0922,,351618,3,,907414,92,,1977
77IN00960,1970184882,70,2,C4882,,13,762,,8,3,,,,,,7,,,, 9,163,143,,,07,,18,,,351618,2,,907414,,,1977
77IN00961,1970184894,70,2,C4894,,11,730,,,2,,,,,,7,,047,, 1,130,147,2,,07,,18,0922,,361218,5,,831614,92,,1977
77IN00962,1970184920,70,2,C4920,,,752,,8,,3,,,,,7,,,,,159,,3,,07,,18,0620,,387318,K,,618111,93,,1977
77IN00963,1970184926,70,2,C4926,,18,782,,8,3,,,,,,7,,,, 2,122,110,6,,07,,18,1205,,368118,3,,887614,01,,1977
77IN00964,1970184929,70,2,C4929,,12,830,,,3,,,,,,7,,,, 2,119,111,,,07,,18,,,308018,1,,200418,,,1977
77IN00965,1970184934,70,2,C4934,,10,700,,,,,,,,,7,,102,, 3,142,151,,,07,,18,,,389518,2,,234018,,,1977
77IN00966,1970184975,70,2,C4975,,13,731,,8,2,,,,,,7,,046,, 3,137,147,2,,07,,18,0922,,342718,5,,785414,92,,1977
77IN00967,1970184977,70,2,C4977,,11,761,,,,,,,,,7,,114,, 2,148,147,,,07,,18,,,393018,1,,691914,,,1977
77IN00968,1970184988,70,2,C4988,,12,860,,8,,,,,,,7,,840,, 3,169,153,,,07,,18,,,309118,2,,257318,,,1977
77IN00969,1970185005,70,2,C5005,,18,782,,8,,,,,,,7,,003,, 3,144,139,,,07,,18,,,368118,3,,617111,,,1977
77IN00970,1970185012,70,2,C5012,,11,742,,,,,,,,,7,,111,, 3,148,159,,,07,,18,,,400018,2,,970514,,,1977
77IN00971,1970185014,70,2,C5014,,13,742,,,,,,,,,7,,134,, 3,120,137,,,07,,18,,,400018,1,,863214,,,1977
77IN00972,1970185023,70,2,C5023,,10,700,,8,,,,,,,7,,101,, 2,145,147,,,07,,18,,,389518,1,,268518,,,1977
77IN00973,1970185025,70,2,C5025,,10,700,,,2,,,,,,7,,046,, 2,162,159,2,,07,,18,0922,,389518,1,,262618,92,,1977
77IN00974,1970185083,70,2,C5083,,11,752,,8,,,,,,,7,,112,, 2,132,129,,,07,,18,,,387318,3,,671914,,,1977
77IN00975,1970185107,70,2,C5107,,18,770,,8,,,,,,,7,,132,, 2,131,140,,,07,,18,,,338218,1,,627111,,,1977
77IN00976,1970185116,70,2,C5116,,18,771,,,,,,,,,7,,112,, 2,136,140,,,07,,18,,,341018,3,,793114,,,1977
77IN00977,1970185121,70,2,C5121,,10,700,,,2,,,,,,7,,046,, 2,146,152,2,,07,,18,0922,,389518,3,,159818,92,,1977
77IN00978,1970185128,70,2,C5128,,14,740,,,2,,,,,,7,,046,, 2,161,160,2,,07,,18,0922,,357818,1,,757514,92,,1977
77IN00979,1970185130,70,2,C5130,,18,770,,8,2,,,,,,7,,046,, 2,152,160,2,,07,,18,0922,,338218,3,,948414,92,,1977
77IN00980,1970185139,70,2,C5139,,13,752,,,,,,,,,7,,131,, 2,141,144,,,07,,18,,,387318,1,,884614,,,1977
77IN00981,1970185149,70,2,C5149,,14,752,,8,,,,,,,7,,004,, 2,129,122,,,07,,18,,,387318,3,,805414,,,1977
77IN00982,1970185170,70,2,C5170,,11,761,,8,,,,,,,7,,113,, 9,159,155,,,07,,18,,,393018,3,,910714,,,1977
77IN00983,1971185186,71,2,C5186,,18,771,,,,,,,,,6,,104,, 2,156,154,,,07,,18,,,349118,3,,873814,,,1977
77IN00984,1971185188,71,2,C5188,,14,772,,8,,,,,,,6,,005,, 2,166,176,,,07,,18,,,474218,2,,375218,,,1977
77IN00985,1971185201,71,2,C5201,,18,780,,8,,,,,,,6,,006,, 4,171,156,,,07,,18,,,345218,3,,915314,,,1977
77IN00986,1971185205,71,2,C5205,,11,760,,8,,,,,,,6,,114,, 2,132,143,,,07,,18,,,351618,3,,793714,,,1977
77IN00987,1971185208,71,2,C5208,,14,781,,8,,,,,,,6,,001,, 3,168,157,,,07,,18,,,368118,1,,961714,,,1977
77IN00988,1971185225,71,2,C5225,,13,762,,8,,,,,,,6,,132,, 3,151,150,,,07,,18,,,497018,1,,380818,,,1977
77IN00989,1971185226,71,2,C5226,,11,751,,,,,,,,,6,,111,, 2,162,150,,,07,,18,,,444918,2,,926414,,,1977
77IN00990,1971185247,71,2,C5247,,12,800,,8,,,,,,,6,,850,, 2,150,154,,,07,,18,,,373018,1,,284718,,,1977
77IN00991,1971185266,71,2,C5266,,11,752,,8,2,,,,,,6,,044,, 1,146,166,2,,07,,18,0922,,399918,1,,779914,92,,1977
77IN00992,1971185272,71,2,C5272,,11,732,,8,,,,,,,6,,112,, 3,160,154,,,07,,18,,,384418,3,,963214,,,1977
77IN00993,1971185281,71,2,C5281,,10,700,,8,,,,,,,6,,103,, 2,162,127,,,07,,18,,,356418,2,,330418,,,1977
77IN00994,1971185282,71,2,C5282,,13,730,,,,,,,,,6,,133,, 2,129,130,,,07,,18,,,339618,1,,940414,,,1977
77IN00995,1971185293,71,2,C5293,,13,752,,,,,,,,,6,,134,, 2,140,148,,,07,,18,,,399918,1,,969714,,,1977
77IN00996,1971185312,71,2,C5312,,,772,,,,3,,,,,6,,,,,189,,3,,07,,18,0620,,474218,K,,395118,93,,1977
77IN00997,1971185314,71,2,C5314,,14,761,,,,,,,,,6,,,,,,,7,,07,,18,0601,,352818,*,,910714,97,,1977
77IN00998,1971185334,71,2,C5334,,14,760,,8,,,,,,,6,,002,, 3,175,168,,,07,,18,,,351618,2,,848514,,,1977
77IN00999,1971185339,71,2,C5339,,12,950,,,,,,,,,6,,860,, 1,150,155,,,07,,18,,,360718,1,,273218,,,1977
77IN01000,1971185344,71,2,C5344,,14,752,,8,,,,,,,6,,003,, 3,146,148,,,07,,18,,,399918,3,,853414,,,1977
77IN01001,1971185356,71,2,C5356,,10,702,,,,,,,,,6,,104,, 1,142,132,,,07,,18,,,365418,2,,232518,,,1977
77IN01002,1971185372,71,2,C5372,,12,920,,8,,,,,,,6,,870,, 4,141,148,,,07,,18,,,407418,1,,263418,,,1977
77IN01003,1971185374,71,2,C5374,,12,990,,,,,,,,,6,,880,, 2,156,154,,,07,,18,,,362118,1,,306518,,,1977
77IN01004,1971185377,71,2,C5377,,10,742,,8,,,,,,,6,,101,, 2,156,125,,,07,,18,,,417218,3,,971814,,,1977
77IN01005,1971185392,71,2,C5392,,10,730,,8,,,,,,,6,,102,, 4,181,150,,,07,,18,,,339618,3,,379318,,,1977
77IN01006,1971185396,71,2,C5396,,11,741,,8,,,,,,,6,,,,,149,,7,,07,,18,0916,,423418,1,,869714,97,,1977
77IN01007,1971185402,71,2,C5402,,13,740,,,,,,,,,6,,131,, 2,148,161,,,07,,18,,,392618,1,,375918,,,1977
77IN01008,1971185406,71,2,C5406,,10,751,,,,,,,,,6,,103,, 3,132,128,,,07,,18,,,444918,2,,942414,,,1977
77IN01009,1971185422,71,2,C5422,,12,810,,8,,,,,,,6,,890,, 2,135,138,,,07,,18,,,396318,1,,327018,,,1977
77IN01010,1971185446,71,2,C5446,,18,770,,8,,,,,,,6,,133,, 3,136,144,,,07,,18,,,338218,3,,379118,,,1977
77IN01011,1971185451,71,2,C5451,,10,701,,,,,,,,,6,,,,,,,6,,07,,18,0416,,364118,*,,262618,06,,1977
77IN01012,1971185454,71,2,C5454,,,742,,8,,3,,,,,6,,,,,156,,3,,07,,18,0630,,417218,K,,918514,93,,1977
77IN01013,1971185461,71,2,C5461,,12,980,,8,,,,,,,6,,900,, 1,124,132,6,,07,,18,1103,,377018,1,,236318,17,,1977
77IN01014,1971185463,71,2,C5463,,,762,,8,,3,,,,,6,,,,,163,,3,,07,,18,0630,,497018,K,,806414,93,,1977
77IN01015,1971185467,71,2,C5467,,14,750,,8,,,,,,,6,,004,, 3,162,156,,,07,,18,,,340618,3,,779514,,,1977
77IN01016,1971185498,71,2,C5498,,18,780,,8,,,,,,,6,,113,, 3,147,151,,,07,,18,,,345218,3,,936614,,,1977
77IN01017,1971185500,71,2,C5500,,18,772,,,,,,,,,6,,103,, 3,139,136,,,07,,18,,,474218,3,,802614,,,1977
77IN01018,1971185504,71,2,C5504,,13,760,,,3,,,,,,6,,,, 3,142,128,5,,07,,18,1017,,351618,4,,393118,95,,1977
77IN01019,1971185520,71,2,C5520,,12,900,,,,,,,,,6,,910,, 1,146,158,,,07,,18,,,397418,3,,298218,,,1977
77IN01020,1971185532,71,2,C5532,,11,760,,8,,,,,,,6,,113,, 2,130,159,,,07,,18,,,351618,1,,880614,,,1977
77IN01021,1971185533,71,2,C5533,,11,760,,,,,,,,,6,,,,,129,,6,,07,,18,0905,,351618,1,,880614,19,,1977
77IN01022,1971185544,71,2,C5544,,12,970,,8,2,,,,,,6,,045,, 2,146,143,2,,07,,18,0922,,375118,1,,321118,92,,1977
77IN01023,1971185548,71,2,C5548,,14,731,,,,,,,,,6,,005,, 9,116,123,,,07,,18,,,340218,3,,920314,,,1977
77IN01024,1971185550,71,2,C5550,,12,820,,8,,,,,,,6,,920,, 1,105,117,,,07,,18,,,385218,3,,203618,,,1977
77IN01025,1971185561,71,2,C5561,,12,850,,,,,,,,,6,,930,, 2,147,143,,,07,,18,,,373318,1,,213718,,,1977
77IN01026,1971185563,71,2,C5563,,13,770,,8,,,,,,,6,,132,, 1,146,154,,,07,,18,,,338218,2,,624311,,,1977
77IN01027,1971185581,71,2,C5581,,13,751,,8,,,,,,,6,,707,, 3,153,155,,,07,,18,,,444918,1,,969814,,,1977
77IN01028,1971185587,71,2,C5587,,14,741,,,2,,,,,,6,,016,, 3,116,120,2,,07,,18,0922,,423418,1,,834114,92,,1977
77IN01029,1971185589,71,2,C5589,,18,780,,8,,,,,,,6,,006,, 2,139,152,,,07,,18,,,345218,3,,683114,,,1977
77IN01030,1971185592,71,2,C5592,,,701,,8,,3,,,,,6,,,,,166,,3,,07,,18,0923,,364118,K,,217118,93,,1977
77IN01031,1971185609,71,2,C5609,,18,781,,8,2,,,,,,6,,045,, 2,136,140,2,,07,,18,0922,,368118,3,,872214,92,,1977
77IN01032,1971185610,71,2,C5610,,11,750,,8,,,,,,,6,,114,, 3,133,148,,,07,,18,,,340618,2,,836514,,,1977
77IN01033,1971185649,71,2,C5649,,13,751,,8,,,,,,,6,,134,, 2,146,170,,,07,,18,,,444918,1,,388318,,,1977
77IN01034,1971185654,71,2,C5654,,13,741,,,,,,,,,6,,133,, 2,122,128,,,07,,18,,,423418,1,,896114,,,1977
77IN01035,1971185679,71,2,C5679,,18,782,,8,,,,,,,6,,134,, 3,138,153,,,07,,18,,,378918,2,,971114,,,1977
77IN01036,1971185688,71,2,C5688,,10,700,,,,,,,,,6,,104,, 3,158,172,,,07,,18,,,356418,3,,196718,,,1977
77IN01037,1971185690,71,2,C5690,,14,742,,8,2,,,,,,6,,045,, 1,167,165,2,,07,,18,0922,,417218,2,,949014,92,,1977
77IN01038,1971185694,71,2,C5694,,13,762,,8,,,,,,,6,,131,, 3,162,164,,,07,,18,,,497018,3,,351118,,,1977
77IN01039,1971185706,71,2,C5706,,18,772,,8,,,,,,,6,,114,, 2,149,139,,,07,,18,,,474218,3,,961914,,,1977
77IN01040,1971185730,71,2,C5730,,11,742,,8,,,,,,,6,,705,, 5,142,144,,,07,,18,,,417218,3,,869614,,,1977
77IN01041,1971185741,71,2,C5741,,14,740,,,,,,,,,6,,,,,,,6,,07,,18,0428,,392618,*,,781714,01,,1977
77IN01042,1971185756,71,2,C5756,,18,780,,,2,,,,,,6,,044,, 2,169,180,2,,07,,18,0922,,345218,5,,787014,92,,1977
77IN01043,1971185761,71,2,C5761,,10,700,,8,,,,,,,6,,101,, 3,155,154,,,07,,18,,,356418,1,,209318,,,1977
77IN01044,1971185771,71,2,C5771,,18,771,,,,,,,,,6,,102,, 2,130,119,,,07,,18,,,349118,3,,947314,,,1977
77IN01045,1971185791,71,2,C5791,,14,750,,8,,,,,,,6,,706,, 3,166,160,,,07,,18,,,340618,3,,957114,,,1977
77IN01046,1971185794,71,2,C5794,,10,701,,8,,,,,,,6,,103,, 3,142,148,,,07,,18,,,364118,3,,289618,,,1977
77IN01047,1971185804,71,2,C5804,,12,930,,,,,,,,,6,,,,,136,,7,,07,,18,0916,,384318,3,,362218,97,,1977
77IN01048,1971185819,71,2,C5819,,13,740,,8,2,,,,,,6,,044,, 2,176,170,2,,07,,18,0922,,392618,5,,968614,92,,1977
77IN01049,1971185829,71,2,C5829,,11,750,,8,,,,,,,6,,,,,144,,7,,07,,18,0916,,340618,1,,775614,97,,1977
77IN01050,1971185834,71,2,C5834,,18,781,,8,,,,,,,6,,001,, 3,137,140,,,07,,18,,,368118,3,,803014,,,1977
77IN01051,1971185838,71,2,C5838,,18,771,,8,2,,,,,,6,,045,, 1,128,153,2,,07,,18,0922,,349118,5,,934114,92,,1977
77IN01052,1971185846,71,2,C5846,,14,762,,8,,,,,,,6,,002,, 2,175,152,,,07,,18,,,497018,3,,338318,,,1977
77IN01053,1971185847,71,2,C5847,,12,850,,,,,,,,,6,,,,,126,,6,,07,,18,0819,,373318,3,,255118,01,,1977
77IN01054,1971185853,71,2,C5853,,10,701,,,3,,,,,,6,,,, 9,143,150,,,07,,18,,,364118,1,,240718,,,1977
77IN01055,1971185871,71,2,C5871,,10,700,,8,,,,,,,6,,707,, 3,159,171,,,07,,18,,,356418,3,,310118,,,1977
77IN01056,1971185885,71,2,C5885,,18,782,,8,,,,,,,6,,134,, 3,156,152,,,07,,18,,,378918,2,,842514,,,1977
77IN01057,1971185893,71,2,C5893,,10,762,,,,,,,,,6,,102,, 2,173,161,,,07,,18,,,497018,1,,794314,,,1977
77IN01058,1971185909,71,2,C5909,,13,731,,8,,,,,,,6,,132,, 2,131,134,,,07,,18,,,340218,2,,973614,,,1977
77IN01059,1971185916,71,2,C5916,,11,732,,,2,,,,,,6,,044,, 9,164,170,2,,07,,18,0922,,384418,1,,949314,92,,1977
77IN01060,1971185924,71,2,C5924,,,701,,,,3,,,,,6,,,,,149,,3,,07,,18,0630,,364118,K,,235418,93,,1977
77IN01061,1971185926,71,2,C5926,,10,700,,,,,,,,,6,,104,, 2,177,168,,,07,,18,,,356418,1,,266518,,,1977
77IN01062,1971185931,71,2,C5931,,11,751,,,,,,,,,6,,111,, 1,163,164,,,07,,18,,,444918,3,,978814,,,1977
77IN01063,1971185957,71,2,C5957,,11,740,,8,,,,,,,6,,112,, 9,149,147,,,07,,18,,,392618,1,,767814,,,1977
77IN01064,1971185977,71,2,C5977,,11,732,,,2,,,,,,6,,,, 3,128,135,,,07,,18,,,384418,3,,889814,,,1977
77IN01065,1971185979,71,2,C5979,,13,762,,8,,,,,,,6,,133,, 3,153,154,,,07,,18,,,497018,3,,331618,,,1977
77IN01066,1971186007,71,2,C6007,,18,782,,,2,,,,,,6,,045,, 1,144,144,2,,07,,18,0922,,378918,3,,917914,92,,1977
77IN01067,1971186013,71,2,C6013,,11,742,,8,,,,,,,6,,113,, 3,142,144,,,07,,18,,,417218,1,,394718,,,1977
77IN01068,1971186019,71,2,C6019,,13,732,,8,,,,,,,6,,134,, 3,152,157,,,07,,18,,,384418,1,,926314,,,1977
77IN01069,1971186021,71,2,C6021,,18,770,,,,,,,,,6,,114,, 4,153,141,,,07,,18,,,338218,3,,969314,,,1977
77IN01070,1971186023,71,2,C6023,,14,731,,,,,,,,,6,,003,, 3,135,138,,,07,,18,,,340218,2,,405918,,,1977
77IN01071,1971186028,71,2,C6028,,13,742,,8,,,,,,,6,,131,, 3,155,158,,,07,,18,,,417218,2,,905514,,,1977
77IN01072,1971186062,71,2,C6062,,14,741,,,,,,,,,6,,,,,152,,7,,07,,18,0916,,423418,3,,964014,97,,1977
77IN01073,1971186102,71,2,C6102,,14,762,,8,,,,,,,6,,004,, 9,142,147,,,07,,18,,,497018,2,,374718,,,1977
77IN01074,1971186122,71,2,C6122,,18,771,,,,,,,,,6,,101,, 3,124,124,,,07,,18,,,349118,3,,375318,,,1977
77IN01075,1971186129,71,2,C6129,,11,760,,8,,,,,,,6,,114,, 2,141,143,,,07,,18,,,351618,2,,858114,,,1977
77IN01076,1971186134,71,2,C6134,,12,820,,,,,,,,,6,,940,, 2,119,130,,,07,,18,,,385218,1,,309718,,,1977
77IN01077,1971186139,71,2,C6139,,10,701,,,,,,,,,6,,,,,,,6,,07,,18,0101,,364118,*,,249218,10,,1977
77IN01078,1971186142,71,2,C6142,,12,860,,,,,,,,,6,,,,,,,6,,07,,18,0126,,366818,*,,292418,10,,1977
77IN01079,1971186146,71,2,C6146,,10,700,,,2,,,,,3,6,,044,, 2,163,172,2,,07,,18,0922,,356418,1,,288418,92,,1977
77IN01080,1971186187,71,2,C6187,,13,750,,,,,,,,,6,,131,, 2,156,157,,,07,,18,,,340618,1,,820314,,,1977
77IN01081,1971186197,71,2,C6197,,14,730,,,,,,,,,6,,005,, 3,139,139,,,07,,18,,,339618,2,,886814,,,1977
77IN01082,1971186205,71,2,C6205,,12,990,,,,,,,,,6,,,,,,,7,,07,,18,0601,,362118,*,,380518,97,,1977
