UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,GRP,PAD4,ABEWE,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
86IN04940,1985631704,85,2,K1704,,61,613,,1,1,,,,,,10,,612,,,, 1,138,161,,,06,,63,,,,,115963,5,,032663,,,1986
86IN04941,1985631709,85,1,K1709,,60,601,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0210,,,,047363,*,,031363,01,,1986
86IN04942,1985631713,85,2,K1713,,60,601,,1,1,,,,,,10,,603,,,, 1,165,195,,,06,,63,,,,,047363,5,,979162,,,1986
86IN04943,1985631714,85,1,K1714,,60,601,,1,2,,,,,,10,,,,,,,167,194,2,,06,358,63,0925,,,,047363,Y,403,061963,92,,1986
86IN04944,1985631715,85,1,K1715,,61,614,,1,2,,,,,,10,,,,,,,154,194,2,,06,358,63,0925,,,,083163,Y,409,921862,92,,1986
86IN04945,1985631717,85,2,K1717,,68,005,,1,1,,,,,,10,,641,,,, 2,124,150,,,06,,63,,,,,000063,1,,103363,,,1986
86IN04946,1985631718,85,2,K1718,,68,005,,1,1,,,,,,10,,641,,,, 1,127,144,,,06,,63,,,,,000063,2,,100063,,,1986
86IN04947,1985631719,85,2,K1719,,61,614,,1,1,,,,,,10,,612,,,, 1,144,146,,,06,,63,,,,,083163,1,,954762,,,1986
86IN04948,1985631723,85,2,K1723,,68,005,,1,1,,,,,,10,,641,,,, 1,134,156,,,06,,63,,,,,000063,5,,117763,,,1986
86IN04949,1985631724,85,2,K1724,,63,634,,1,1,,,,,,10,,631,,,, 1,186,188,,,06,,63,,,,,067563,5,,778762,,,1986
86IN04950,1985631725,85,2,K1725,,63,632,,1,1,,,,,,10,,631,,,, 2,175,194,,,06,,63,,,,,023563,3,,856862,,,1986
86IN04951,1985631729,85,2,K1729,,68,006,,1,1,,,,,,10,,641,,,, 2,131,133,,,06,,63,,,,,000063,2,,081763,,,1986
86IN04952,1985631730,85,1,K1730,,63,633,,1,3,,,,,,10,,,,,,,148,197,3,,06,,63,0922,,,,026563,Y,397,965562,93,,1986
86IN04953,1985631731,85,2,K1731,,68,006,,1,1,,,,,,10,,641,,,, 1,115,144,,,06,,63,,,,,000063,5,,114963,,,1986
86IN04954,1985631733,85,2,K1733,,63,634,,1,1,,,,,,10,,633,,,, 1,139,173,,,06,,63,,,,,067563,5,,030763,,,1986
86IN04955,1985631736,85,2,K1736,,61,614,,1,1,,,,,,10,,612,,,, 1,123,148,,,06,,63,,,,,083163,2,,959262,,,1986
86IN04956,1985631738,85,2,K1738,,60,601,,1,1,,,,,,10,,603,,,, 1,152,174,,,06,,63,,,,,047363,5,,991962,,,1986
86IN04957,1985631739,85,2,K1739,,68,006,,1,,,,,,,10,,,,,,,108,0,3,,06,,63,0602,,,,000063,9,,077663,08,,1986
86IN04958,1985631741,85,2,K1741,,60,601,,1,1,,,,,,10,,603,,,, 1,140,157,,,06,,63,,,,,047363,5,,949462,,,1986
86IN04959,1985631747,85,2,K1747,,63,631,,1,1,,,,,,10,,633,,,, 1,139,173,,,06,,63,,,,,038363,5,,031963,,,1986
86IN04960,1985631749,85,2,K1749,,68,005,,1,1,,,,,,10,,641,,,, 1,126,153,,,06,,63,,,,,000063,5,,098663,,,1986
86IN04961,1985631751,85,2,K1751,,61,613,,1,1,,,,,,10,,611,,,, 1,146,174,,,06,,63,,,,,115963,5,,987962,,,1986
86IN04962,1985631752,85,1,K1752,,60,601,,1,2,,,,,,10,,,,,,,160,197,2,,06,358,63,0925,,,,047363,Y,400,936062,92,,1986
86IN04963,1985631758,85,2,K1758,,68,005,,1,3,,,,,,10,,,,,, 1,105,123,3,,06,,63,1006,3,,23,000063,5,,113863,93,,1986
86IN04964,1985631759,85,2,K1759,,68,006,,1,1,,,,,,10,,641,,,, 1,158,162,,,06,,63,,,,,000063,5,,077863,,,1986
86IN04965,1985631763,85,2,K1763,,68,005,,1,1,,,,,,10,,641,,,, 1,167,162,,,06,,63,,,,,000063,5,,083063,,,1986
86IN04966,1985631768,85,2,K1768,,68,005,,1,1,,,,,,10,,641,,,, 1,134,167,,,06,,63,,,,,000063,5,,099863,,,1986
86IN04967,1985631778,85,2,K1778,,68,006,,1,1,,,,,,10,,641,,,, 1,127,162,,,06,,63,,,,,000063,5,,076963,,,1986
86IN04968,1985631781,85,2,K1781,,68,005,,1,1,,,,,,10,,641,,,, 1,110,137,,,06,,63,,,,,000063,5,,117663,,,1986
86IN04969,1985800289,85,2,X0289,,00,603,,1,,5,,,,,10,,,,,,,116,0,3,,SC,,80,0117,,,,000097,,,955262,93,,1986
86IN04970,1985800290,85,3,X0290,,00,603,,1,,5,,,,,10,,,,,,,121,0,3,,SC,,80,0117,,,,000097,,,955262,93,,1986
86IN04971,1985800300,85,1,X0300,,00,132,,1,,5,,,,,10,,,,,,,0,0,3,,10,,80,0418,,,,000097,*,,193419,93,,1986
86IN04972,1985800304,85,3,X0304,,00,603,,1,,5,,,,,10,,,,,,,143,0,3,,SC,,80,0117,,,,000097,,,006963,93,,1986
86IN04973,1985800305,85,2,X0305,,00,132,,1,,5,,,,,10,,,,,,,0,0,3,,10,,80,0418,,,,000097,*,,144419,93,,1986
86IN04974,1985800306,85,2,X0306,,00,132,,1,,5,,,,,10,,,,,,,115,0,3,,10,,80,0725,,,,000097,B,,144419,93,,1986
86IN04975,1985800307,85,2,X0307,,00,131,,1,,5,,,,,10,,,,,,,138,0,3,,10,,80,1031,,,,000097,B,,402719,93,,1986
86IN04976,1985800309,85,3,X0309,,00,603,,1,,5,,,,,10,,,,,,,0,0,3,,SC,,80,0418,,,,000097,*,,035863,93,,1986
86IN04977,1985800310,85,3,X0310,,00,603,,1,,5,,,,,10,,,,,,,154,0,3,,SC,,80,0725,,,,000097,B,,035863,93,,1986
86IN04978,1985800312,85,2,X0312,,00,134,,1,,5,,,,,10,,,,,,,113,0,,,10,,80,,,,,000097,B,,523819,,,1986
86IN04979,1985800313,85,3,X0313,,00,134,,1,,5,,,,,10,,,,,,,133,0,3,,10,,80,1031,,,,000097,B,,483319,93,,1986
86IN04980,1985800320,85,2,X0320,,44,004,,1,2,,,,,,10,,,,,, 1,114,108,2,,52,151,80,0925,,,,604995,5,,530143,92,,1986
86IN04981,1985800321,85,1,X0321,,44,004,,1,3,,,,,,10,,,,,,,110,145,3,,52,,80,0728,,,,604995,Y,240,530143,93,,1986
86IN04982,1985800325,85,2,X0325,,47,473,,1,2,,,,,,10,,,,,, 1,123,134,2,,55,154,80,0925,,,,680694,5,,214294,92,,1986
86IN04983,1985800326,85,2,X0326,,47,473,,1,1,,,,,,10,,473,,,, 1,126,136,,,55,,80,,,,,680694,1,,214294,,,1986
86IN04984,1985800330,85,1,X0330,,47,472,,1,3,,,,,,10,,,,,,,122,154,3,,55,,80,0728,,,,768494,Y,231,747593,93,,1986
86IN04985,1985800335,85,1,X0335,,16,162,,1,,5,,,,,10,,,,,,,119,0,,,51,,80,,,,,727394,Y,,383194,,,1986
86IN04986,1985800336,85,2,X0336,,16,162,,1,1,,,,,,10,,162,,,, 2,108,114,,,51,,80,,,,,727394,3,,383194,,,1986
86IN04987,1985800344,85,2,X0344,,16,163,,1,,5,,,,,10,,,,,,,0,0,3,,51,,80,0418,,,,673194,*,,765893,93,,1986
86IN04988,1985800345,85,2,X0345,,16,163,,1,,5,,,,,10,,,,,,,109,0,3,,51,,80,0725,,,,673194,4,,765893,93,,1986
86IN04989,1985800349,85,2,X0349,,44,001,,1,1,,,,,,10,,462,,52,, 1,133,159,,,52,,80,,,,,451495,5,,430243,,,1986
86IN04990,1985800351,85,2,X0351,,47,474,,1,3,,,,,,10,,,,,,12,126,137,3,,55,,80,1005,4,,04,736894,1,,487594,93,,1986
86IN04991,1985800361,85,2,X0361,,14,004,,1,3,,,,,,10,,,,,,12,109,107,5,,51,,80,1027,5,,05,604995,2,,103219,95,,1986
86IN04992,1985800362,85,2,X0362,,14,004,,1,1,,,,,,10,,162,,,, 2,120,120,,,51,,80,,,,,604995,2,,103219,,,1986
86IN04993,1985800367,85,2,X0367,,16,163,,1,,5,,,,,10,,,,,,,95,0,3,,51,,80,1031,,,,673194,4,,750693,93,,1986
86IN04994,1985800370,85,1,X0370,,46,464,,1,2,,,,,,10,,,,,,,132,178,2,,52,261,80,0925,,,,694894,Y,242,596693,92,,1986
86IN04995,1985800377,85,2,X0377,,45,441,,1,1,,,,,,10,,471,,,, 1,120,130,,,55,,80,,,,,672994,1,,526543,,,1986
86IN04996,1985800378,85,2,X0378,,64,004,,1,1,,,,,,10,,633,,,, 2,103,124,,,53,,80,,,,,604995,3,,070863,,,1986
86IN04997,1985800379,85,2,X0379,,44,005,,1,1,,,,,,10,,461,,51,, 2,134,156,,,52,,80,,,,,610895,2,,373243,,,1986
86IN04998,1985800383,85,2,X0383,,16,163,,1,1,,,,,,10,,163,,,, 1,132,152,,,51,,80,,,,,673194,2,,411894,,,1986
86IN04999,1985800405,85,2,X0405,,14,003,,1,3,,,,,,10,,,,,,12,99,109,3,,51,,80,1005,4,,04,604695,1,,527019,93,,1986
86IN05000,1985800406,85,2,X0406,,14,003,,1,2,,,,,,10,,163,,,, 1,119,126,,,51,,80,,,,,604695,3,,527019,,,1986
86IN05001,1985800409,85,2,X0409,,16,164,,1,,,,,,,10,,,,,,,0,0,6,,51,,80,0508,,,,675194,*,,099694,08,,1986
86IN05002,1985800418,85,2,X0418,,16,164,,1,2,,,,,,10,,,,,, 1,107,131,2,,51,146,80,0925,,,,675194,5,,425194,92,,1986
86IN05003,1985800419,85,2,X0419,,16,164,,1,2,,,,,,10,,,,,, 1,125,145,2,,51,146,80,0925,,,,675194,3,,425194,92,,1986
86IN05004,1985800420,85,3,X0420,,59,003,,1,,4,,,,,10,,,,,,,0,0,8,,59,,80,1231,,,,000043,*,,688094,,,1986
86IN05005,1985800421,85,2,X0421,,46,463,,1,1,,,,,,10,,463,,53,, 1,138,163,,,52,,80,,,,,679594,5,,703693,,,1986
86IN05006,1985800422,85,2,X0422,,46,462,,1,,5,,,,,10,,,,,,,119,0,,,52,,80,,,,,755494,4,,753793,,,1986
86IN05007,1985800424,85,2,X0424,,46,462,,1,,5,,,,,10,,,,,,,114,0,,,52,,80,,,,,755494,4,,753793,,,1986
86IN05008,1985800427,85,2,X0427,,45,462,,1,2,,,,,,10,,,,,, 1,136,173,2,,55,153,80,0925,,,,755494,5,,133243,92,,1986
86IN05009,1985800434,85,2,X0434,,45,461,,1,1,,,,,,10,,472,,,, 2,147,174,,,55,,80,,,,,721794,2,,549443,,,1986
86IN05010,1985800437,85,2,X0437,,46,463,,1,2,,,,,,10,,,,,, 1,114,138,2,,52,150,80,0925,,,,679594,5,,180994,92,,1986
86IN05011,1985800440,85,3,X0440,,55,003,,1,,4,,,,,10,,,,,,,0,0,8,,55,,80,1231,,,,000043,*,,707494,,,1986
86IN05012,1985800450,85,3,X0450,,00,831,,1,,5,,,,,10,,,,,,,143,0,,,10,,80,,,,,000097,B,,407419,,,1986
86IN05013,1985800451,85,3,X0451,,00,633,,1,,5,,,,,10,,,,,,,0,0,3,,SC,,80,0418,,,,000097,*,,989762,93,,1986
86IN05014,1985800456,85,2,X0456,,64,003,,1,1,,,,,,10,,632,,,, 1,130,146,,,53,,80,,,,,604695,5,,915562,,,1986
86IN05015,1985800466,85,1,X0466,,44,003,,1,3,,,,,,10,,,,,,,135,164,3,,52,,80,0730,,,,604695,Y,241,367301,93,,1986
86IN05016,1985800467,85,2,X0467,,47,472,,1,1,,,,,,10,,474,,,, 2,121,116,,,55,,80,,,,,768494,1,,522194,,,1986
86IN05017,1985800468,85,2,X0468,,47,472,,1,2,,,,,,10,,,,,, 1,106,137,2,,55,154,80,0925,,,,768494,5,,522194,92,,1986
86IN05018,1985800469,85,2,X0469,,45,441,,1,,,,,,,10,,,,,,,125,0,6,,55,,80,0822,,,,672994,2,,051543,11,,1986
86IN05019,1985800473,85,2,X0473,,14,001,,1,2,,,,,,10,,,,,, 1,147,164,2,,51,146,80,0925,,,,451495,3,,462719,92,,1986
86IN05020,1985800474,85,2,X0474,,14,001,,1,1,,,,,,10,,161,,,, 2,106,123,,,51,,80,,,,,451495,2,,462719,,,1986
86IN05021,1985800482,85,2,X0482,,47,473,,1,1,,,,,,10,,472,,,, 2,131,155,,,55,,80,,,,,680694,2,,953793,,,1986
86IN05022,1985800483,85,2,X0483,,47,473,,1,2,,,,,,10,,,,,, 1,139,157,2,,55,153,80,0925,,,,680694,5,,953793,92,,1986
86IN05023,1985800486,85,2,X0486,,46,463,,1,1,,,,,,10,,462,,52,, 1,123,141,,,52,,80,,,,,679594,3,,365294,,,1986
86IN05024,1985800489,85,2,X0489,,46,462,,1,1,,,,,,10,,462,,52,, 2,119,142,,,52,,80,,,,,755494,3,,412394,,,1986
86IN05025,1985800492,85,2,X0492,,46,462,,1,2,,,,,,10,,,,,, 1,115,144,2,,52,150,80,0925,,,,755494,5,,706093,92,,1986
86IN05026,1985800504,85,3,X0504,,58,004,,1,,4,,,,,10,,,,,,,0,0,8,,58,,80,1231,,,,000043,*,,741294,,,1986
86IN05027,1985800508,85,2,X0508,,45,441,,1,1,,,,,,10,,472,,,, 2,130,138,,,55,,80,,,,,672994,2,,466801,,,1986
86IN05028,1985800510,85,2,X0510,,00,601,,1,,5,,,,,10,,,,,,,104,0,3,,SC,,80,0117,,,,000097,,,885962,93,,1986
86IN05029,1985800511,85,3,X0511,,00,601,,1,,5,,,,,10,,,,,,,131,0,3,,SC,,80,0117,,,,000097,,,885962,93,,1986
86IN05030,1985800512,85,2,X0512,,44,003,,1,1,,,,,,10,,464,,54,, 1,93,120,,,52,,80,,,,,604695,2,,489043,,,1986
86IN05031,1985800517,85,2,X0517,,47,472,,1,1,,,,,,10,,471,,,, 2,148,147,,,55,,80,,,,,768494,3,,901993,,,1986
86IN05032,1985800518,85,2,X0518,,47,472,,1,1,,,,,,10,,474,,,, 2,136,148,,,55,,80,,,,,768494,3,,901993,,,1986
86IN05033,1985800519,85,2,X0519,,44,004,,1,1,,,,,,10,,461,,51,, 2,131,143,,,52,,80,,,,,604995,2,,420243,,,1986
86IN05034,1985800522,85,2,X0522,,45,441,,1,1,,,,,,10,,473,,,, 2,96,108,,,55,,80,,,,,672994,2,,479743,,,1986
86IN05035,1985800525,85,2,X0525,,14,005,,1,2,,,,,,10,,,,,, 1,104,114,2,,51,147,80,0925,,,,610895,5,,194519,92,,1986
86IN05036,1985800530,85,2,X0530,,64,004,,1,1,,,,,,10,,601,,,, 1,136,137,,,53,,80,,,,,604995,2,,921162,,,1986
86IN05037,1985800533,85,2,X0533,,47,473,,1,1,,,,,,10,,472,,,, 2,144,159,,,55,,80,,,,,680694,1,,814393,,,1986
86IN05038,1985800540,85,2,X0540,,64,004,,1,1,,,,,,10,,634,,,, 1,121,143,,,53,,80,,,,,604995,2,,025163,,,1986
86IN05039,1985800549,85,2,X0549,,64,003,,1,2,,,,,,10,,601,,,, 1,128,128,,,53,,80,,,,,604695,5,,805662,,,1986
86IN05040,1985800554,85,2,X0554,,14,003,,1,1,,,,,,10,,162,,,, 5,110,120,,,51,,80,,,,,604695,3,,167819,,,1986
86IN05041,1985800555,85,2,X0555,,47,473,,1,1,,,,,,10,,471,,,, 1,120,153,,,55,,80,,,,,680694,1,,106194,,,1986
86IN05042,1985800556,85,2,X0556,,45,402,,1,1,,,,,,10,,473,,,, 2,146,148,,,55,,80,,,,,555543,1,,400743,,,1986
86IN05043,1985800558,85,2,X0558,,47,472,,1,1,,,,,,10,,471,,,, 2,141,139,,,55,,80,,,,,768494,3,,544194,,,1986
86IN05044,1985800559,85,2,X0559,,47,472,,1,1,,,,,,10,,474,,,, 2,117,131,,,55,,80,,,,,768494,2,,544194,,,1986
86IN05045,1985800563,85,3,X0563,,59,004,,1,,4,,,,,10,,,,,,,0,0,8,,59,,80,1231,,,,000043,*,,708494,,,1986
86IN05046,1985800567,85,2,X0567,,46,463,,1,2,,,,,,10,,,,,, 1,135,132,2,,52,151,80,0925,,,,679594,3,,717093,92,,1986
86IN05047,1985800569,85,2,X0569,,46,463,,1,1,,,,,,10,,461,,51,, 1,134,134,,,52,,80,,,,,679594,1,,717093,,,1986
86IN05048,1985800573,85,2,X0573,,00,114,,1,,5,,,,,10,,,,,,,145,0,3,,10,,80,0725,,,,000097,B,,403819,93,,1986
86IN05049,1985800583,85,2,X0583,,44,004,,1,1,,,,,,10,,462,,52,, 1,129,129,,,52,,80,,,,,604995,1,,557343,,,1986
86IN05050,1985800584,85,3,X0584,,00,114,,1,,5,,,,,10,,,,,,,132,0,3,,10,,80,0725,,,,000097,B,,460619,93,,1986
86IN05051,1985800585,85,3,X0585,,00,114,,1,,5,,,,,10,,,,,,,130,0,3,,10,,80,1031,,,,000097,B,,460619,93,,1986
86IN05052,1985800587,85,2,X0587,,47,472,,1,1,,,,,,10,,472,,,, 2,138,127,,,55,,80,,,,,768494,3,,444594,,,1986
86IN05053,1985800589,85,2,X0589,,00,613,,1,,5,,,,,10,,,,,,,97,0,3,,SC,,80,0117,,,,000097,,,625162,93,,1986
86IN05054,1985800590,85,2,X0590,,00,613,,1,,5,,,,,10,,,,,,,0,0,3,,SC,,80,0418,,,,000097,*,,625162,93,,1986
86IN05055,1985800596,85,3,X0596,,00,851,,1,,5,,,,,10,,,,,,,0,0,3,,10,,80,0418,,,,000097,*,,498119,93,,1986
86IN05056,1985800602,85,2,X0602,,14,002,,1,2,,,,,,10,,,,,, 1,109,126,2,,51,147,80,0925,,,,604595,5,,317819,92,,1986
86IN05057,1985800609,85,3,X0609,,59,004,,1,,4,,,,,10,,,,,,,0,0,8,,59,,80,1231,,,,000043,*,,717894,,,1986
86IN05058,1985800611,85,2,X0611,,14,004,,1,1,,,,,,10,,163,,,, 1,101,121,,,51,,80,,,,,604995,2,,996318,,,1986
86IN05059,1985800613,85,2,X0613,,47,473,,1,1,,,,,,10,,473,,,, 3,134,137,,,55,,80,,,,,680694,3,,326594,,,1986
86IN05060,1985800617,85,2,X0617,,47,473,,1,1,,,,,,10,,471,,,, 1,122,134,,,55,,80,,,,,680694,3,,642093,,,1986
86IN05061,1985800628,85,2,X0628,,44,001,,1,1,,,,,,10,,463,,53,, 3,138,149,,,52,,80,,,,,451495,1,,195943,,,1986
86IN05062,1985800635,85,2,X0635,,00,631,,1,,5,,,,,10,,,,,,,111,0,3,,SC,,80,0725,,,,000097,B,,831562,93,,1986
86IN05063,1985800641,85,2,X0641,,47,472,,1,1,,,,,,10,,472,,,, 2,108,127,,,55,,80,,,,,768494,2,,609693,,,1986
86IN05064,1985800645,85,2,X0645,,00,871,,1,,5,,,,,10,,,,,,,121,0,3,,10,,80,1031,,,,000097,B,,461819,93,,1986
86IN05065,1985800649,85,2,X0649,,16,164,,1,2,,,,,,10,,161,,,, 1,103,129,,,51,,80,,,,,675194,2,,991193,,,1986
86IN05066,1985800651,85,3,X0651,,00,113,,1,,5,,,,,10,,,,,,,154,0,,,10,,80,,,,,000097,B,,234319,,,1986
86IN05067,1985800652,85,3,X0652,,00,413,,1,,5,,,,,10,,,,,,,147,0,3,,20,,80,1031,,,,000097,B,,563243,93,,1986
86IN05068,1985800654,85,2,X0654,,44,005,,1,1,,,,,,10,,462,,52,, 2,130,148,,,52,,80,,,,,610895,2,,417943,,,1986
86IN05069,1985800662,85,2,X0662,,47,473,,1,2,,,,,,10,,471,,,, 1,116,142,,,55,,80,,,,,680694,5,,501194,,,1986
86IN05070,1985800666,85,2,X0666,,00,132,,1,,5,,,,,10,,,,,,,134,0,,,10,,80,,,,,000097,B,,973418,,,1986
86IN05071,1985800672,85,1,X0672,,00,641,,1,,5,,,,,10,,,,,,,101,0,3,,SC,,80,0117,,,,000097,,,746562,93,,1986
86IN05072,1985800678,85,1,X0678,,00,113,,1,,5,,,,,10,,,,,,,156,0,3,,10,,80,0725,,,,000097,Y,,900818,93,,1986
86IN05073,1985800683,85,1,X0683,,00,411,,1,,5,,,,,10,,,,,,,140,0,3,,20,,80,1031,,,,000097,Y,,036343,93,,1986
86IN05074,1985800684,85,1,X0684,,00,113,,1,,5,,,,,10,,,,,,,154,0,,,10,,80,,,,,000097,Y,,329819,,,1986
86IN05075,1985800687,85,1,X0687,,00,602,,1,,5,,,,,10,,,,,,,141,0,3,,SC,,80,0117,,,,000097,,,944662,93,,1986
86IN05076,1985800693,85,1,X0693,,00,611,,1,,5,,,,,10,,,,,,,93,0,3,,SC,,80,0117,,,,000097,,,013063,93,,1986
86IN05077,1985800694,85,2,X0694,,00,411,,1,,5,,,,,10,,,,,,,0,0,3,,20,,80,0418,,,,000097,*,,555643,93,,1986
86IN05078,1985800695,85,2,X0695,,00,432,,1,,5,,,,,10,,,,,,,138,0,3,,20,,80,1031,,,,000097,B,,588143,93,,1986
86IN05079,1985800696,85,1,X0696,,00,882,,1,,5,,,,,10,,,,,,,181,0,3,,20,,80,0725,,,,000097,Y,,360843,93,,1986
86IN05080,1985800701,85,2,X0701,,00,411,,1,,5,,,,,10,,,,,,,128,0,,,20,,80,,,,,000097,B,,225743,,,1986
86IN05081,1985800702,85,1,X0702,,00,411,,1,,5,,,,,10,,,,,,,135,0,,,20,,80,,,,,000097,Y,,225743,,,1986
86IN05082,1985800703,85,2,X0703,,00,005,,1,,5,,,,,10,,,,,,,112,0,3,,SC,,80,0117,,,,000097,,,031263,93,,1986
86IN05083,1985800705,85,1,X0705,,00,412,,1,,5,,,,,10,,,,,,,0,0,3,,20,,80,0418,,,,000097,*,,241843,93,,1986
86IN05084,1985800706,85,1,X0706,,00,005,,1,,5,,,,,10,,,,,,,0,0,7,,SC,,80,0521,,,,000097,*,,889962,97,,1986
86IN05085,1985800707,85,2,X0707,,00,005,,1,,5,,,,,10,,,,,,,102,0,3,,SC,,80,0117,,,,000097,,,889962,93,,1986
86IN05086,1985800712,85,1,X0712,,00,433,,1,,5,,,,,10,,,,,,,175,0,3,,20,,80,0725,,,,000097,Y,,454243,93,,1986
86IN05087,1985800714,85,1,X0714,,00,004,,1,,5,,,,,10,,,,,,,173,0,3,,10,,80,1031,,,,000097,Y,,474519,93,,1986
86IN05088,1985800715,85,1,X0715,,00,641,,1,,5,,,,,10,,,,,,,0,0,7,,SC,,80,0521,,,,000097,*,,040963,97,,1986
86IN05089,1985800716,85,1,X0716,,00,641,,1,,5,,,,,10,,,,,,,82,0,3,,SC,,80,0117,,,,000097,,,040963,93,,1986
86IN05090,1985800717,85,2,X0717,,00,411,,1,,5,,,,,10,,,,,,,124,0,3,,20,,80,0725,,,,000097,B,,575443,93,,1986
86IN05091,1985800724,85,1,X0724,,00,413,,1,,5,,,,,10,,,,,,,0,0,3,,20,,80,0418,,,,000097,*,,439343,93,,1986
86IN05092,1985800726,85,2,X0726,,00,432,,1,,5,,,,,10,,,,,,,118,0,3,,20,,80,1031,,,,000097,B,,535343,93,,1986
86IN05093,1985800727,85,2,X0727,,00,411,,1,,5,,,,,10,,,,,,,124,0,,,20,,80,,,,,000097,B,,495443,,,1986
86IN05094,1985800728,85,1,X0728,,00,411,,1,,5,,,,,10,,,,,,,159,0,3,,20,,80,0725,,,,000097,Y,,495443,93,,1986
86IN05095,1985800735,85,2,X0735,,00,411,,1,,5,,,,,10,,,,,,,0,0,3,,20,,80,0418,,,,000097,*,,505243,93,,1986
86IN05096,1985800738,85,2,X0738,,00,411,,1,,5,,,,,10,,,,,,,142,0,3,,20,,80,0725,,,,000097,B,,363943,93,,1986
86IN05097,1985800740,85,1,X0740,,00,434,,1,,5,,,,,10,,,,,,,120,0,3,,20,,80,1031,,,,000097,Y,,605943,93,,1986
86IN05098,1985800741,85,1,X0741,,00,413,,1,,5,,,,,10,,,,,,,159,0,,,20,,80,,,,,000097,Y,,356443,,,1986
86IN05099,1985800744,85,2,X0744,,00,401,,1,,5,,,,,10,,,,,,,142,0,3,,20,,80,1031,,,,000097,B,,564543,93,,1986
86IN05100,1985800745,85,2,X0745,,97,397,,1,2,,,,,,10,,,,,, 1,129,168,2,,97,198,80,0925,,,,002297,B,,657797,92,,1986
86IN05101,1985800748,85,3,X0748,,58,004,,1,,4,,,,,10,,,,,,,0,0,8,,58,,80,1231,,,,000043,*,,743294,,,1986
86IN05102,1985800758,85,1,X0758,,00,004,,1,,5,,,,,10,,,,,,,0,0,3,,SC,,80,0418,,,,000097,*,,962562,93,,1986
86IN05103,1985800759,85,1,X0759,,00,004,,1,,5,,,,,10,,,,,,,144,0,3,,10,,80,0725,,,,000097,Y,,189619,93,,1986
86IN05104,1985800763,85,1,X0763,,00,402,,1,,5,,,,,10,,,,,,,159,0,3,,20,,80,1031,,,,000097,Y,,609643,93,,1986
86IN05105,1985800767,85,1,X0767,,00,952,,1,,5,,,,,10,,,,,,,135,0,,,20,,80,,,,,000097,Y,,519243,,,1986
86IN05106,1985800770,85,1,X0770,,00,004,,1,,5,,,,,10,,,,,,,100,0,3,,SC,,80,0117,,,,000097,,,983962,93,,1986
86IN05107,1985800774,85,3,X0774,,59,004,,1,,4,,,,,10,,,,,,,0,0,8,,59,,80,1231,,,,000043,*,,726894,,,1986
86IN05108,1985800779,85,3,X0779,,00,002,,1,,5,,,,,10,,,,,,,152,0,,,10,,80,,,,,000097,B,,420819,,,1986
86IN05109,1985800781,85,3,X0781,,00,004,,1,,5,,,,,10,,,,,,,0,0,3,,10,,80,0418,,,,000097,*,,529019,93,,1986
86IN05110,1985800786,85,2,X0786,,00,882,,1,,5,,,,,10,,,,,,,149,0,,,20,,80,,,,,000097,B,,507343,,,1986
86IN05111,1985800788,85,2,X0788,,00,003,,1,,5,,,,,10,,,,,,,0,0,3,,SC,,80,0418,,,,000097,*,,979662,93,,1986
86IN05112,1985800789,85,3,X0789,,00,003,,1,,5,,,,,10,,,,,,,103,0,3,,SC,,80,0117,,,,000097,,,979662,93,,1986
86IN05113,1985800796,85,3,X0796,,00,004,,1,,5,,,,,10,,,,,,,135,0,3,,20,,80,0725,,,,000097,B,,587343,93,,1986
86IN05114,1985800804,85,3,X0804,,00,431,,1,,5,,,,,10,,,,,,,146,0,,,20,,80,,,,,000097,B,,609143,,,1986
86IN05115,1985800807,85,2,X0807,,00,432,,1,,5,,,,,10,,,,,,,131,0,,,20,,80,,,,,000097,B,,599943,,,1986
86IN05116,1985800811,85,3,X0811,,00,411,,1,,5,,,,,10,,,,,,,133,0,3,,20,,80,1031,,,,000097,B,,271243,93,,1986
86IN05117,1985800815,85,3,X0815,,54,004,,1,,4,,,,,10,,,,,,,0,0,8,,54,,80,1231,,,,000043,*,,736594,,,1986
86IN05118,1985800816,85,1,X0816,,00,001,,1,,5,,,,,10,,,,,,,0,0,3,,10,,80,0418,,,,000097,*,,368219,93,,1986
86IN05119,1985800817,85,1,X0817,,00,001,,1,,5,,,,,10,,,,,,,132,0,3,,10,,80,1031,,,,000097,Y,,368219,93,,1986
86IN05120,1985800818,85,3,X0818,,58,003,,1,,4,,,,,10,,,,,,,0,0,8,,58,,80,1231,,,,000043,*,,728094,,,1986
86IN05121,1985800819,85,3,X0819,,00,413,,1,,5,,,,,10,,,,,,,132,0,,,20,,80,,,,,000097,B,,606143,,,1986
86IN05122,1985800825,85,3,X0825,,00,441,,1,,5,,,,,10,,,,,,,140,0,3,,20,,80,0725,,,,000097,B,,072143,93,,1986
86IN05123,1985800826,85,3,X0826,,00,613,,1,,5,,,,,10,,,,,,,128,0,3,,SC,,80,0117,,,,000097,,,042863,93,,1986
