UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AOD,DINBR,TM,HORN,BPEN,YRWT,FACE,FLUSHTRT,SPRGWT,FALLWT,DISP,FLUSHWT,STAPL,CLFL,PENTRT,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,AGE,ADAM,YRREC
61IN01290,1959144649,59,2,X4649,2,49,490,14,,11,14,,,,1,3,490,084,,,98,140,,,083,,,,113,2,325314,,,,,2.0,3,1961
61IN01291,1959144659,59,2,X4659,2,36,360,14,,11,29,,,,1,3,360,098,,,113,144,,,076,,,,107,2,2377,,,,,2.0,3,1961
61IN01292,1959144665,59,2,X4665,2,44,440,14,,08,24,,,,1,1,440,102,,,126,157,,,084,,,,116,2,3776,,,,,2.0,3,1961
61IN01293,1959144667,59,2,X4667,2,40,400,14,,10,27,,,,1,3,400,088,,,112,155,,,058,,,,092,1,3087,,,,,2.0,3,1961
61IN01294,1959144670,59,2,X4670,2,51,510,14,,10,19,,,,1,1,510,094,,,115,133,,,086,,,,106,2,2374,,,,,2.0,3,1961
61IN01295,1959144673,59,1,X4673,2,54,540,14,,,30,,,,,2,25,,,,128,150,2,,,,,0928,,,292814,,218,265514,,2.0,3,1961
61IN01296,1959144677,59,2,X4677,2,49,491,14,,10,19,,,,1,3,490,094,,,104,133,,,084,,,,112,2,364414,,,,,2.0,3,1961
61IN01297,1959144694,59,2,X4694,2,26,260,14,,08,21,,,,1,3,260,096,,,106,138,,,081,,,,107,2,3829,,,,,2.0,3,1961
61IN01298,1959144697,59,2,X4697,2,35,350,14,,11,33,,,,1,1,350,073,,,84,124,,,081,,,,071,1,3327,,,,,2.0,3,1961
61IN01299,1959144709,59,2,X4709,2,39,391,14,,11,23,,,,1,3,009,077,,1,102,113,,,085,,03,,090,2,1714,,,,,2.0,3,1961
61IN01300,1959144711,59,1,X4711,2,44,440,14,,,24,,,,,,,,,,182,210,,,,,,,,,377614,,245,181014,,2.0,3,1961
61IN01301,1959144717,59,2,X4717,2,50,500,14,,12,46,,,,1,3,,069,,,115,102,3,,074,,,1101,054,1,1705,,,,,2.0,3,1961
61IN01302,1959144721,59,2,X4721,2,53,530,14,,08,14,,,,1,1,530,081,,,102,124,,,100,,,,097,2,185714,,,,,2.0,3,1961
61IN01303,1959144723,59,2,X4723,2,39,391,14,,10,15,,,,1,4,390,086,,,101,125,,,081,,,,098,1,1714,,,,,2.0,3,1961
61IN01304,1959144728,59,2,X4728,2,54,540,14,,11,13,,,,1,1,540,098,,,112,150,,,085,,,,115,2,292814,,,,,2.0,3,1961
61IN01305,1959144729,59,2,X4729,2,47,470,14,,10,28,,,,1,3,470,086,,,96,140,,,088,,,,094,2,246114,,,,,2.0,3,1961
61IN01306,1959144731,59,2,X4731,2,37,371,14,,09,10,,,,1,1,370,088,,,113,142,,,083,,,,096,2,175514,,,,,2.0,3,1961
61IN01307,1959144732,59,2,X4732,2,37,371,14,,10,10,,,,1,3,009,094,,3,116,145,,,080,,02,,112,2,1755,,,,,2.0,3,1961
61IN01308,1959144733,59,2,X4733,2,45,450,14,,12,16,,,,1,3,450,069,,,93,115,,,080,,,,091,2,292614,,,,,2.0,3,1961
61IN01309,1959144735,59,2,X4735,2,39,390,14,,11,25,,,,1,3,390,100,,,122,143,,,075,,,,099,2,0396,,,,,2.0,3,1961
61IN01310,1959144736,59,2,X4736,2,45,450,14,,10,05,,,,1,3,450,103,,,136,164,,,083,,,,107,2,292614,,,,,2.0,3,1961
61IN01311,1959144739,59,1,X4739,2,53,530,14,,,30,,,,,,,,,,134,162,,,,,,,,,185714,,222,389314,,2.0,3,1961
61IN01312,1959144740,59,2,X4740,2,49,490,14,,10,16,,,,1,3,490,093,,,114,140,,,077,,,,108,2,325314,,,,,2.0,3,1961
61IN01313,1959144746,59,2,X4746,2,36,360,14,,09,26,,,,1,3,360,088,,,105,130,,,091,,,,107,2,2377,,,,,2.0,3,1961
61IN01314,1959144752,59,2,X4752,2,51,511,14,,10,17,,,,1,3,,086,,,,,6,,072,,,0505,081,2,1470,,,,,2.0,3,1961
61IN01315,1959144753,59,2,X4753,2,44,441,14,,09,21,,,,1,3,,093,,9,116,142,5,,068,,,1120,098,2,3575,,,,,2.0,3,1961
61IN01316,1959144754,59,2,X4754,2,44,441,14,,09,21,,,,1,3,441,097,,,128,155,,,061,,,,084,2,3575,,,,,2.0,3,1961
61IN01317,1959144760,59,2,X4760,2,82,254,14,,10,,,,,7,3,,102,,,128,145,2,,093,,,0928,102,2,2805,, 69,,,2.0,3,1961
61IN01318,1959144762,59,1,X4762,2,22,220,14,,,32,,,,,,,,,,148,165,,,,,,,,,384314,,224,138914,,2.0,3,1961
61IN01319,1959144771,59,2,X4771,2,54,540,14,,10,19,,,,1,1,540,078,,,96,121,,,081,,,,104,2,292814,,,,,2.0,3,1961
61IN01320,1959144776,59,2,X4776,2,44,440,14,,09,31,,,,1,1,440,106,,,131,143,,,086,,,,111,2,3776,,,,,2.0,3,1961
61IN01321,1959144779,59,2,X4779,2,47,470,14,,09,20,,,,1,4,470,088,,,115,138,,,089,,,,085,2,246114,,,,,2.0,3,1961
61IN01322,1959144780,59,2,X4780,2,39,390,14,,12,32,,,,1,1,390,070,,,78,93,,,070,,,,104,2,0396,,,,,2.0,3,1961
61IN01323,1959144787,59,1,X4787,2,40,400,14,,,23,,,,,,,,,,135,170,3,,,,,0801,,,308714,,216,245214,,2.0,3,1961
61IN01324,1959144789,59,2,X4789,2,40,400,14,,11,29,,,,1,3,400,085,,,113,140,,,082,,,,105,1,3087,,,,,2.0,3,1961
61IN01325,1959144794,59,2,X4794,2,54,540,14,,10,20,,,,1,1,,073,,,105,112,3,,094,,,1101,105,2,2928,,,,,2.0,3,1961
61IN01326,1959144795,59,2,X4795,2,45,450,14,,11,16,,,,1,3,450,082,,,92,123,,,078,,,,096,2,292614,,,,,2.0,3,1961
61IN01327,1959144800,59,2,X4800,2,51,511,14,,09,23,,,,1,3,,085,,,109,,7,,067,,,0915,073,2,1470,,,,,2.0,3,1961
61IN01328,1959144807,59,1,X4807,2,54,540,14,,,26,,,,,,,,,,138,151,3,,,,,1214,,,292814,,210,247214,,2.0,3,1961
61IN01329,1959144808,59,2,X4808,2,54,540,14,,11,26,,,,1,1,540,066,,,93,120,,,079,,,,076,2,292814,,,,,2.0,3,1961
61IN01330,1959144811,59,2,X4811,2,51,510,14,,10,28,,,,1,1,510,088,,,115,136,,,091,,,,101,2,2374,,,,,2.0,3,1961
61IN01331,1959144812,59,1,X4812,2,25,250,14,,,19,,,,,,,,,,136,170,,,,,,,,,280514,,209,169814,,2.0,3,1961
61IN01332,1959144818,59,2,X4818,2,35,350,14,,10,31,,,,1,3,350,086,,,108,140,,,083,,,,088,2,3327,,,,,2.0,3,1961
61IN01333,1959144821,59,1,X4821,2,51,510,14,,,25,,,,,,,,,,113,135,3,,,,,0801,,,237414,,206,053614,,2.0,3,1961
61IN01334,1959144822,59,2,X4822,2,51,510,14,,11,25,,,,1,3,510,071,,,96,120,,,083,,,,092,2,2374,,,,,2.0,3,1961
61IN01335,1959144825,59,2,X4825,2,36,360,14,,11,25,,,,1,3,360,091,,,111,153,,,085,,,,099,1,2377,,,,,2.0,3,1961
61IN01336,1959144835,59,1,X4835,2,54,540,14,,,19,,,,,2,25,,,,138,170,2,,,,,0928,,,292814,,215,033414,,2.0,3,1961
61IN01337,1959144837,59,1,X4837,2,53,530,14,,,12,,,,,2,19,,,,159,170,2,,,,,0928,,,185714,,224,257214,,2.0,3,1961
61IN01338,1959144838,59,2,X4838,2,22,220,14,,08,29,,,,1,3,220,088,,,111,130,,,070,,,,095,2,384314,,,,,2.0,3,1961
61IN01339,1959144846,59,3,X4846,2,54,540,14,,,,,,,,2,25,,,,126,160,2,,,,,0928,,,,,205,  2397,1,2.0,3,1961
61IN01340,1959144847,59,2,X4847,2,39,391,14,,10,35,,,,1,3,390,100,,,108,146,,,080,,,,098,2,1714,,,,,2.0,3,1961
61IN01341,1959144850,59,2,X4850,2,46,460,14,,12,32,,,,1,3,460,082,,,88,118,,,080,,,,095,1,1575,,,,,2.0,3,1961
61IN01342,1959144855,59,1,X4855,2,29,290,14,,,18,,,,,,,,,,160,188,,,,,,,,,345514,,237,225314,,2.0,3,1961
61IN01343,1959144858,59,2,X4858,2,26,260,14,,10,20,,,,1,3,009,086,,2,105,135,,,076,,11,,116,2,3829,,,,,2.0,3,1961
61IN01344,1959144859,59,2,X4859,2,26,260,14,,11,20,,,,1,3,260,082,,,98,127,,,073,,,,096,2,3829,,,,,2.0,3,1961
61IN01345,1959144860,59,2,X4860,2,46,460,14,,11,23,,,,1,3,460,074,,,90,122,,,083,,,,087,2,1575,,,,,2.0,3,1961
61IN01346,1959144873,59,2,X4873,2,29,291,14,,10,13,,,,1,1,009,094,,0,131,160,,,080,,12,,089,2,3799,,,,,2.0,3,1961
61IN01347,1959144875,59,2,X4875,2,82,375,14,,10,,,,,7,1,,097,,,111,155,2,,087,,,0928,090,2,1755,, 68,,,2.0,3,1961
61IN01348,1959144878,59,2,X4878,2,39,391,14,,12,20,,,,1,4,390,082,,,104,135,,,084,,,,082,1,1714,,,,,2.0,3,1961
61IN01349,1959144879,59,2,X4879,2,39,391,14,,12,20,,,,1,3,,074,,,93,126,2,,069,,,0928,077,2,1714,, 68,,,2.0,3,1961
61IN01350,1959144886,59,2,X4886,2,26,260,14,,08,31,,,,1,3,260,098,,,123,138,,,075,,,,110,2,3829,,,,,2.0,3,1961
61IN01351,1959144890,59,1,X4890,2,50,500,14,,,41,,,,,,,,,,135,110,3,,,,,0801,,,170514,,198,300414,,2.0,3,1961
61IN01352,1959144892,59,1,X4892,2,35,350,14,,,29,,,,,,,,,,124,152,3,,,,,0801,,,332714,,199,216914,,2.0,3,1961
61IN01353,1959144896,59,2,X4896,2,50,500,14,,09,21,,,,1,3,500,086,,,118,145,,,088,,,,089,2,170514,,,,,2.0,3,1961
61IN01354,1959144899,59,2,X4899,2,29,291,14,,09,20,,,,1,1,290,098,,,127,160,,,077,,,,086,1,379914,,,,,2.0,3,1961
61IN01355,1959144901,59,2,X4901,2,26,260,14,,09,20,,,,1,3,260,088,,,104,151,,,084,,,,084,2,3829,,,,,2.0,3,1961
61IN01356,1959144903,59,2,X4903,2,46,460,14,,10,40,,,,1,3,460,094,,,117,162,,,083,,,,105,2,1575,,,,,2.0,3,1961
61IN01357,1959144904,59,2,X4904,2,45,450,14,,12,16,,,,1,4,450,080,,,103,120,,,078,,,,096,1,292614,,,,,2.0,3,1961
61IN01358,1959144907,59,2,X4907,2,50,500,14,,10,34,,,,1,3,500,085,,,98,125,,,070,,,,093,2,170514,,,,,2.0,3,1961
61IN01359,1959144908,59,2,X4908,2,45,450,14,,09,11,,,,1,3,450,088,,,93,125,,,098,,,,101,2,292614,,,,,2.0,3,1961
61IN01360,1959144913,59,2,X4913,2,25,251,14,,09,16,,,,1,3,250,094,,,152,148,,,076,,,,107,2,2930,,,,,2.0,3,1961
61IN01361,1959144914,59,2,X4914,2,25,251,14,,10,16,,,,1,3,250,086,,,97,130,,,077,,,,105,2,2930,,,,,2.0,3,1961
61IN01362,1959144918,59,2,X4918,2,40,400,14,,10,28,,,,1,4,400,091,,,122,155,,,080,,,,108,2,3087,,,,,2.0,3,1961
61IN01363,1959144921,59,2,X4921,2,82,295,14,,10,,,,,7,3,,097,,,114,150,2,,076,,,0928,106,2,3799,, 69,,,2.0,3,1961
61IN01364,1959144923,59,2,X4923,2,82,375,14,,09,,,,,7,3,,112,,,122,158,2,,093,,,0928,125,2,1755,, 69,,,2.0,3,1961
61IN01365,1959144924,59,2,X4924,2,46,461,14,,10,34,,,,1,3,460,077,,,96,103,,,080,,,,077,1,3735,,,,,2.0,3,1961
61IN01366,1959144927,59,2,X4927,2,35,350,14,,11,18,,,,1,4,350,081,,,112,113,,,074,,,,075,2,3327,,,,,2.0,3,1961
61IN01367,1959144929,59,2,X4929,2,49,490,14,,11,20,,,,1,3,490,082,,,97,135,,,072,,,,092,2,325314,,,,,2.0,3,1961
61IN01368,1959144938,59,2,X4938,2,35,350,14,,11,34,,,,1,3,350,074,,,93,124,,,084,,,,086,2,3327,,,,,2.0,3,1961
61IN01369,1959144945,59,2,X4945,2,54,540,14,,08,14,,,,1,1,540,078,,,108,135,,,090,,,,091,2,292814,,,,,2.0,3,1961
61IN01370,1959144949,59,2,X4949,2,51,511,14,,11,46,,,,1,3,510,065,,,76,99,,,078,,,,062,2,1470,,,,,2.0,3,1961
61IN01371,1959144955,59,2,X4955,2,37,371,14,,08,36,,,,1,1,370,098,,,110,145,,,099,,,,121,2,175514,,,,,2.0,3,1961
61IN01372,1959144958,59,2,X4958,2,35,350,14,,10,18,,,,1,3,,088,,,108,,7,,079,,,0915,091,2,3327,,,,,2.0,3,1961
61IN01373,1959144961,59,2,X4961,2,54,540,14,,10,14,,,,1,1,540,073,,,104,142,,,073,,,,090,2,292814,,,,,2.0,3,1961
61IN01374,1959144964,59,2,X4964,2,44,440,14,,09,28,,,,1,1,009,091,,1,114,130,,,087,,01,,084,2,3776,,,,,2.0,3,1961
61IN01375,1959144970,59,2,X4970,2,22,220,14,,09,34,,,,1,1,220,085,,,98,138,,,082,,,,097,2,384314,,,,,2.0,3,1961
61IN01376,1959144971,59,1,X4971,2,22,220,14,,,34,,,,,,,,,,130,150,3,,,,,1214,,,384314,,213,320614,,2.0,3,1961
61IN01377,1959144975,59,2,X4975,2,22,220,14,,12,28,,,,1,3,220,069,,,113,105,,,069,,,,078,2,384314,,,,,2.0,3,1961
61IN01378,1959144981,59,1,X4981,2,44,441,14,,,17,,,,,,,,,,168,200,3,,,,,0801,,,357514,,227,288814,,2.0,3,1961
61IN01379,1959144985,59,2,X4985,2,35,350,14,,11,19,,,,1,3,350,074,,,105,130,,,076,,,,073,2,3327,,,,,2.0,3,1961
61IN01380,1959144990,59,2,X4990,2,44,440,14,,07,24,,,,1,1,440,108,,,127,144,,,080,,,,101,2,3776,,,,,2.0,3,1961
61IN01381,1959144992,59,2,X4992,2,26,260,14,,10,31,,,,1,3,260,084,,,101,122,,,068,,,,089,2,3829,,,,,2.0,3,1961
61IN01382,1959144994,59,2,X4994,2,35,350,14,,11,25,,,,1,3,350,084,,,106,148,,,077,,,,098,2,3327,,,,,2.0,3,1961
61IN01383,1959144995,59,1,X4995,2,37,371,14,,,13,,,,,,,,,,148,174,,,,,,,,,175514,,211,110414,,2.0,3,1961
61IN01384,1959144997,59,2,X4997,2,54,540,14,,11,16,,,,1,1,540,081,,,103,130,,,078,,,,092,2,292814,,,,,2.0,3,1961
61IN01385,1959144998,59,2,X4998,2,53,530,14,,09,15,,,,1,1,,085,,,98,135,3,,099,,,1101,105,2,1857,,,,,2.0,3,1961
61IN01386,1959145000,59,1,X5000,2,37,371,14,,,36,,,,,,,,,,152,160,,,,,,,,,175514,,229,399214,,2.0,3,1961
61IN01387,1959145002,59,2,X5002,2,44,441,14,,08,21,,,,1,3,441,098,,,123,142,,,072,,,,108,2,3575,,,,,2.0,3,1961
61IN01388,1959145006,59,2,X5006,2,45,450,14,,10,16,,,,1,5,450,073,,,96,125,,,097,,,,100,2,292614,,,,,2.0,3,1961
61IN01389,1959145008,59,2,X5008,2,29,290,14,,09,18,,,,1,1,290,083,,,103,142,,,095,,,,092,2,345514,,,,,2.0,3,1961
61IN01390,1959145009,59,2,X5009,2,29,290,14,,11,18,,,,1,1,290,081,,,106,142,,,085,,,,088,2,345514,,,,,2.0,3,1961
61IN01391,1959145011,59,2,X5011,2,29,291,14,,10,14,,,,1,1,290,093,,,138,170,,,087,,,,107,2,379914,,,,,2.0,3,1961
61IN01392,1959145014,59,1,X5014,2,47,470,14,,,45,,,,,,,,,,134,155,,,,,,,,,246114,,219,359014,,2.0,3,1961
61IN01393,1959145016,59,2,X5016,2,47,470,14,,08,17,,,,1,3,470,094,,,145,152,,,088,,,,105,2,246114,,,,,2.0,3,1961
61IN01394,1959145021,59,2,X5021,2,22,220,14,,10,32,,,,1,3,220,077,,,111,125,,,067,,,,085,1,384314,,,,,2.0,3,1961
61IN01395,1959145023,59,1,X5023,2,50,500,14,,,37,,,,,,,,,,127,153,3,,,,,0801,,,170514,,200,267114,,2.0,3,1961
61IN01396,1959145024,59,1,X5024,2,36,360,14,,,29,,,,,,,,,,168,205,,,,,,,,,237714,,230,054514,,2.0,3,1961
61IN01397,1959145025,59,1,X5025,2,53,530,14,,,08,,,,,2,26,,,,143,158,2,,,,,0928,,,185714,,207,140414,,2.0,3,1961
61IN01398,1959145028,59,2,X5028,2,82,245,14,,11,,,,,7,1,,083,,,95,128,3,,086,,,1101,101,2,4110,,,,,2.0,3,1961
61IN01399,1959145031,59,2,X5031,2,39,391,14,,12,23,,,,1,3,390,082,,,98,128,,,076,,,,085,2,1714,,,,,2.0,3,1961
61IN01400,1959145033,59,2,X5033,2,47,470,14,,10,25,,,,1,3,470,080,,,88,138,,,085,,,,092,2,246114,,,,,2.0,3,1961
61IN01401,1959145035,59,1,X5035,2,35,350,14,,,37,,,,,,,,,,128,148,2,,,,,1215,,,332714,,214,145914,,2.0,3,1961
61IN01402,1959145042,59,2,X5042,2,37,370,14,,10,12,,,,1,3,370,077,,,89,123,,,094,,,,109,3,242714,,,,,2.0,3,1961
61IN01403,1959145043,59,2,X5043,2,37,370,14,,10,12,,,,1,1,,085,,,,,6,,080,,,0335,093,2,2427,,,,,2.0,3,1961
61IN01404,1959145046,59,2,X5046,2,47,470,14,,09,30,,,,1,3,470,105,,,117,165,,,082,,,,131,2,246114,,,,,2.0,3,1961
61IN01405,1959145051,59,2,X5051,2,53,530,14,,09,10,,,,1,1,009,092,,3,122,160,,,097,,12,,112,2,1857,,,,,2.0,3,1961
61IN01406,1959145056,59,2,X5056,2,53,530,14,,10,33,,,,1,1,530,077,,,96,111,,,083,,,,069,2,185714,,,,,2.0,3,1961
61IN01407,1959145058,59,2,X5058,2,37,370,14,,10,09,,,,1,3,370,080,,,102,139,,,081,,,,094,2,242714,,,,,2.0,3,1961
61IN01408,1959145061,59,2,X5061,2,46,461,14,,09,25,,,,1,3,009,083,,0,101,122,,,073,,08,,086,2,3735,,,,,2.0,3,1961
61IN01409,1959145069,59,1,X5069,2,51,510,14,,,19,,,,,2,27,,,,132,163,2,,,,,0928,,,237414,,203,223014,,2.0,3,1961
61IN01410,1959145077,59,2,X5077,2,40,400,14,,13,27,,,,1,4,400,084,,,137,140,,,072,,,,088,1,3087,,,,,2.0,3,1961
61IN01411,1959145079,59,1,X5079,2,47,470,14,,,26,,,,,,,,,,134,154,3,,,,,0801,,,246114,,222,346914,,2.0,3,1961
61IN01412,1959145080,59,2,X5080,2,47,470,14,,08,26,,,,1,3,009,082,,2,135,128,,,069,,02,,095,2,2461,,,,,2.0,3,1961
61IN01413,1959145082,59,1,X5082,2,36,360,14,,,34,,,,,,,,,,138,151,2,,,,,1215,,,237714,,226,266614,,2.0,3,1961
61IN01414,1959145088,59,2,X5088,2,26,260,14,,11,25,,,,1,3,260,083,,,98,124,,,070,,,,082,2,3829,,,,,2.0,3,1961
61IN01415,1959145089,59,1,X5089,2,26,260,14,,,25,,,,,,,,,,126,148,3,,,,,0801,,,382914,,216,294014,,2.0,3,1961
61IN01416,1959145090,59,2,X5090,2,45,450,14,,11,16,,,,1,4,009,074,,0,106,126,,,090,,09,,094,2,2926,,,,,2.0,3,1961
61IN01417,1959145094,59,2,X5094,2,50,500,14,,09,24,,,,1,3,500,091,,,103,133,,,068,,,,083,2,170514,,,,,2.0,3,1961
61IN01418,1959145095,59,1,X5095,2,40,400,14,,,25,,,,,,,,,,134,161,3,,,,,0801,,,308714,,217,350214,,2.0,3,1961
61IN01419,1959145096,59,1,X5096,2,26,260,14,,,20,,,,,,,,,,156,170,3,,,,,0801,,,382914,,221,094314,,2.0,3,1961
61IN01420,1959145098,59,2,X5098,2,44,441,14,,09,29,,,,1,3,441,096,,,118,150,,,070,,,,093,2,3575,,,,,2.0,3,1961
61IN01421,1959145102,59,1,X5102,2,44,440,14,,,13,,,,,,,,,,168,205,3,,,,,0801,,,377614,,232,216214,,2.0,3,1961
61IN01422,1959145110,59,1,X5110,2,47,470,14,,,29,,,,,,,,,,123,145,3,,,,,0801,,,246114,,200,107514,,2.0,3,1961
61IN01423,1959145113,59,1,X5113,2,36,360,14,,,30,,,,,2,25,,,,119,145,2,,,,,0928,,,237714,,197,346714,,2.0,3,1961
61IN01424,1959145116,59,2,X5116,2,82,244,14,,09,,,,,7,3,,080,,,94,138,2,,087,,,0928,095,2,4073,, 69,,,2.0,3,1961
61IN01425,1959145129,59,2,X5129,2,53,530,14,,08,18,,,,1,1,530,090,,,105,133,,,093,,,,105,2,185714,,,,,2.0,3,1961
61IN01426,1959145133,59,2,X5133,2,25,250,14,,10,15,,,,1,4,250,081,,,128,130,,,072,,,,105,2,2805,,,,,2.0,3,1961
61IN01427,1959145134,59,1,X5134,2,46,461,14,,,21,,,,,,,,,,138,177,3,,,,,0801,,,373514,,216,223814,,2.0,3,1961
61IN01428,1959145135,59,2,X5135,2,25,250,14,,08,12,,,,1,3,250,107,,,118,145,,,090,,,,100,2,2805,,,,,2.0,3,1961
61IN01429,1959145141,59,2,X5141,2,50,500,14,,12,43,,,,1,3,500,066,,,88,112,,,062,,,,056,2,170514,,,,,2.0,3,1961
61IN01430,1959145145,59,1,X5145,2,50,500,14,,,44,,,,,,,,,,120,138,3,,,,,1204,,,170514,,196,295114,,2.0,3,1961
61IN01431,1959145157,59,2,X5157,2,26,260,14,,11,31,,,,1,3,260,079,,,102,147,,,080,,,,086,2,3829,,,,,2.0,3,1961
61IN01432,1959145162,59,2,X5162,2,22,220,14,,11,40,,,,1,3,220,076,,,82,128,,,074,,,,078,2,384314,,,,,2.0,3,1961
61IN01433,1959145168,59,1,X5168,2,22,220,14,,,39,,,,,,,,,,133,155,2,,,,,1215,,,384314,,216,390314,,2.0,3,1961
61IN01434,1959145171,59,2,X5171,2,37,371,14,,09,36,,,,1,1,370,081,,,98,124,,,086,,,,074,2,175514,,,,,2.0,3,1961
61IN01435,1959145172,59,2,X5172,2,40,400,14,,11,27,,,,1,4,400,073,,,90,136,,,069,,,,076,2,3087,,,,,2.0,3,1961
61IN01436,1959145176,59,1,X5176,2,49,490,14,,,15,,,,,,,,,,116,147,3,,,,,1214,,,325314,,192,337814,,2.0,3,1961
61IN01437,1959145177,59,1,X5177,2,50,500,14,,,47,,,,,,,,,,108,120,,,,,,,,,170514,,185,358214,,2.0,3,1961
61IN01438,1959145179,59,1,X5179,2,25,250,14,,,19,,,,,,,,,,129,165,3,,,,,1204,,,280514,,214,257014,,2.0,3,1961
61IN01439,1960145180,60,2,X5180,2,39,390,14,,,18,1,3,,1,,390,,,,86,120,,,,,,,097,2,171414,,,388514,,1.0,2,1961
61IN01440,1960145181,60,2,X5181,2,39,390,14,,,34,4,4,,1,,,,,,74,102,2,,,,,0928,077,1,171414,, 64,306114,,1.0,2,1961
61IN01441,1960145182,60,2,X5182,2,39,390,14,,,34,3,4,,1,,390,,,,75,103,,,,,,,082,2,171414,,,306114,,1.0,2,1961
61IN01442,1960145183,60,2,X5183,2,41,410,14,,,00,5,4,,1,,410,,,,86,120,,,,,,,096,2,716617,,,320514,,1.0,2,1961
61IN01443,1960145185,60,1,X5185,2,44,440,14,,,24,5,6,,1,,,,,,103,140,,,,,,,,,322014,,218,206414,,1.0,2,1961
61IN01444,1960145188,60,1,X5188,2,41,410,14,,,00,5,4,,1,,,,,,122,145,3,,,,,0801,,,716617,,218,320514,,1.0,2,1961
61IN01445,1960145189,60,2,X5189,2,54,540,14,,,24,1,2,,1,,540,,,,77,112,,,,,,,081,1,292814,,,439614,,1.0,2,1961
61IN01446,1960145190,60,2,X5190,2,29,291,14,,,19,3,2,,1,,290,,,,78,115,,,,,,,089,2,345514,,,408514,,1.0,2,1961
61IN01447,1960145191,60,2,X5191,2,29,291,14,,,19,4,2,,1,,290,,,,86,132,,,,,,,089,1,345514,,,408514,,1.0,2,1961
61IN01448,1960145192,60,2,X5192,2,41,410,14,,,01,1,6,,1,,,,,,95,,7,,,,,0915,114,2,716617,,,763717,,1.0,2,1961
61IN01449,1960145193,60,2,X5193,2,41,410,14,,,27,5,4,,1,,410,,,,72,106,,,,,,,079,2,716617,,,852017,,1.0,2,1961
61IN01450,1960145197,60,2,X5197,2,44,440,14,,,32,5,3,,1,,440,,,,86,114,,,,,,,099,2,322014,,,380714,,1.0,2,1961
61IN01451,1960145199,60,2,X5199,2,82,245,14,,,,1,2,,7,,,,,,96,125,2,,,,,0928,109,2,505511,, 66,429814,,1.0,2,1961
61IN01452,1960145203,60,1,X5203,2,53,530,14,,,13,5,5,,1,,,,,,103,128,3,,,,,1204,,,185714,,213,252814,,1.0,2,1961
61IN01453,1960145204,60,2,X5204,2,53,530,14,,,13,5,5,,1,,530,,,,67,98,,,,,,,067,2,185714,,,252814,,1.0,2,1961
61IN01454,1960145205,60,2,X5205,2,54,540,14,,,11,5,7,,1,,540,,,,82,113,,,,,,,080,1,292814,,,121614,,1.0,2,1961
61IN01455,1960145206,60,1,X5206,2,54,540,14,,,11,5,7,,1,,,,,,118,143,3,,,,,0801,,,292814,,222,121614,,1.0,2,1961
61IN01456,1960145209,60,2,X5209,2,44,440,14,,,43,1,2,,1,,440,,,,87,119,,,,,,,103,2,322014,,,403914,,1.0,2,1961
61IN01457,1960145210,60,2,X5210,2,35,350,14,,,24,1,5,,1,,350,,,,79,117,,,,,,,105,2,458814,,,257414,,1.0,2,1961
61IN01458,1960145211,60,2,X5211,2,82,245,14,,,,1,4,,7,,,,,,98,132,2,,,,,0928,117,2,505511,, 66,291814,,1.0,2,1961
61IN01459,1960145214,60,1,X5214,2,82,375,14,,,,1,4,,7,,,,,,125,158,3,,,,,0801,,,430914,,212,302214,,1.0,2,1961
61IN01460,1960145215,60,1,X5215,2,36,360,14,,,29,1,3,,1,,,,,,111,140,,,,,,,,,442414,,218,349514,,1.0,2,1961
61IN01461,1960145217,60,2,X5217,2,82,294,14,,,,1,6,,7,,,,,,115,149,2,,,,,0928,109,2,421814,, 67,184814,,1.0,2,1961
61IN01462,1960145218,60,2,X5218,2,44,440,14,,,31,1,5,,1,,,,,,100,140,2,,,,,0928,079,2,322014,, 66,249514,,1.0,2,1961
61IN01463,1960145219,60,1,X5219,2,82,375,14,,,,1,5,,7,,,,,,113,147,3,,,,,0801,,,430914,,212,230014,,1.0,2,1961
61IN01464,1960145225,60,2,X5225,2,44,440,14,,,28,1,4,,1,,009,,,1,101,142,,,,,11,,095,2,322014,,,307714,,1.0,2,1961
61IN01465,1960145226,60,1,X5226,2,29,291,14,,,13,1,2,,1,,,,,,118,154,2,,,,,1215,,,345514,,223,443114,,1.0,2,1961
61IN01466,1960145228,60,2,X5228,2,29,290,14,,,17,5,3,,1,,290,,,,83,126,,,,,,,102,2,421814,,,372614,,1.0,2,1961
61IN01467,1960145232,60,2,X5232,2,26,260,14,,,32,5,4,,1,,260,,,,83,113,,,,,,,091,K,406614,,,294014,,1.0,2,1961
61IN01468,1960145234,60,1,X5234,2,53,530,14,,,14,1,4,,1,2,24,,,,103,120,2,,,,,0928,,,185714,,205,335714,,1.0,2,1961
61IN01469,1960145235,60,1,X5235,2,54,540,14,,,21,1,8,,1,,,,,,112,137,3,,,,,0801,,,292814,,214,075714,,1.0,2,1961
61IN01470,1960145236,60,1,X5236,2,28,280,14,,,32,3,5,,1,,,,,,113,,3,,,,,0529,,,277514,,211,272914,,1.0,2,1961
61IN01471,1960145244,60,1,X5244,2,40,400,14,,,46,1,2,,1,,,,,,86,111,,,,,,,,,308714,,216,416814,,1.0,2,1961
