UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,UREA,AGE,RMK,YRREC
95IN00830,1994040876,A0876,04,A0876,94,2,82,1,30,21,888103,436403,0,,,1,,5,93,126,1,,,,C,26,2,,1.0,,1995
95IN00831,1994040877,A0877,04,A0877,94,1,82,1,30,21,888103,436403,0,,,6,,Y,144,177,0,,01,0929,C,,,,1.0,,1995
95IN00832,1994040881,A0881,04,A0881,94,2,73,1,30,43,964903,952403,6,,,1,-FL,5,109,137,1,,,,,9,F,,1.0,,1995
95IN00833,1994040884,A0884,04,A0884,94,2,81,1,30,03,923003,530103,0,,,1,,5,112,138,1,,,,M,03,2,,1.0,,1995
95IN00834,1994040897,A0897,04,A0897,94,2,73,1,30,43,964903,938203,6,,,2, 48,5,83,107,1,,92,0921,,10,F,,1.0,,1995
95IN00835,1994040899,A0899,04,A0899,94,1,82,1,30,24,859503,567503,0,,,L,DUD,Y,138,177,0,,10,1218,C,,,,1.0,DUD MM ?HOMO,1995
95IN00836,1994040902,A0902,04,A0902,94,2,73,1,30,41,960303,961903,6,,,1,-FL,5,125,145,1,,,,,1,F,,1.0,,1995
95IN00837,1994040911,A0911,04,A0911,94,2,82,1,30,29,898203,495203,0,,,2, 47,5,100,118,1,,92,0921,C,,,,1.0,,1995
95IN00838,1994040912,A0912,04,A0912,94,1,82,1,30,29,898203,495203,0,,,L,DUD,Y,123,151,0,,,,C,,,,1.0,DUD > MOR,1995
95IN00839,1994040916,A0916,04,A0916,94,2,81,1,30,03,923003,659803,0,,,2,XXX,5,101,124,1,,93,0925,M,,,,1.0,"PINK,COARSE",1995
95IN00840,1994040920,A0920,04,A0920,94,2,82,1,30,24,859503,251003,0,,,1,,5,122,158,1,,,,C,22,2,,1.0,,1995
95IN00841,1994040929,A0929,04,A0929,94,2,81,1,30,03,923003,226903,0,,,1,,2,133,141,2,,,,M,02,2,,1.0,4TEATS,1995
95IN00842,1994040930,A0930,04,A0930,94,2,81,1,30,03,923003,226903,0,,,2, 47,5,94,126,1,,92,0921,M,,,,1.0,4TEATS,1995
95IN00843,1994040934,A0934,04,A0934,94,1,82,1,30,27,890303,852103,0,,,1,,Y,140,170,0,,,,C,,,,1.0,4TEATS,1995
95IN00844,1994040938,A0938,04,A0938,94,2,ch,1,31,-2,149710,719103,2,,,1,,2,114,123,2,,18,1115,c,-0-,2,,1.0,4TEATS,1995
95IN00845,1994040939,A0939,04,A0939,94,2,ch,1,31,-2,149710,719103,2,,,1,,2,122,124,2,,,,c,-2-,2,,1.0,,1995
95IN00846,1994040942,A0942,04,A0942,94,1,81,1,30,04,872203,851603,0,,,1,,Y,145,186,0,,,,M,,,,1.0,,1995
95IN00847,1994040943,A0943,04,A0943,94,2,73,1,30,42,941603,956003,6,,,1,-FL,5,105,136,1,,,,,2,F,,1.0,,1995
95IN00848,1994040944,A0944,04,A0944,94,1,82,1,30,23,855103,469003,0,,,1,,Y,130,163,0,,,,C,,,,1.0,,1995
95IN00849,1994040952,A0952,04,A0952,94,2,82,1,30,27,890303,336303,0,,,1,,2,113,128,2,,,,C,23,2,,1.0,,1995
95IN00850,1994040954,A0954,04,A0954,94,2,82,1,30,30,899503,537203,0,,,1,,5,116,157,1,,,,C,24,2,,1.0,,1995
95IN00851,1994040956,A0956,04,A0956,94,2,ch,1,30,-0,686803,650903,2,,,1,,2,98,130,2,,,,h,-0-,2,,1.0,,1995
95IN00852,1994040959,A0959,04,A0959,94,1,81,1,30,03,923003,520203,0,,,6,,Y,148,177,0,,06,0829,M,,,,1.0,ENDOCARDITIS,1995
95IN00853,1994040960,A0960,04,A0960,94,1,81,1,30,03,923003,520203,0,,,2, 95,Y,141,172,0,,92,0921,M,,,,1.0,NICE,1995
95IN00854,1994040961,A0961,04,A0961,94,2,ch,1,31,-0,187810,476203,2,,,1,,2,111,119,2,,,,c,-0-,2,,1.0,CONJUNCTIVITI,1995
95IN00855,1994040962,A0962,04,A0962,94,2,ch,1,31,-0,187810,476203,2,,,1,,5,103,133,1,,,,c,-2-,2,,1.0,,1995
95IN00856,1994040963,A0963,04,A0963,94,1,ch,1,31,-0,187810,476203,2,,,L,,Y,141,166,0,,,,c,,,,1.0,,1995
95IN00857,1994040966,A0966,04,A0966,94,2,ch,1,31,-0,187810,663303,2,,,1,,2,79,103,1,,,,c,-0-,2,,1.0,,1995
95IN00858,1994040973,A0973,04,A0973,94,2,73,1,30,44,958603,952303,6,,,1,-FL,5,101,119,1,,,,,3,F,,1.0,,1995
95IN00859,1994040975,A0975,04,A0975,94,2,81,1,30,03,923003,339503,0,,,1,SAV,5,95,134,1,,,,M,04,2,,1.0,4TEATS,1995
95IN00860,1994040982,A0982,04,A0982,94,2,73,1,30,43,964903,954103,6,,,1,-FL,5,102,127,1,,,,,4,F,,1.0,4TEATS,1995
95IN00861,1994040983,A0983,04,A0983,94,2,73,1,30,43,964903,954103,6,,,1,-FL,5,95,131,1,,,,,5,F,,1.0,,1995
95IN00862,1994040986,A0986,04,A0986,94,2,82,1,30,26,863803,472703,0,,,1,,5,113,143,1,,,,C,21,2,,1.0,4TEATS,1995
95IN00863,1994040987,A0987,04,A0987,94,1,ch,1,31,-0,149710,947603,2,,,L,,Y,132,163,0,,,,c,,,,1.0,,1995
95IN00864,1994040990,A0990,04,A0990,94,2,ch,1,31,-2,149710,492303,2,,,1,,2,138,136,2,,,,c,-0-,2,,1.0,,1995
95IN00865,1994040991,A0991,04,A0991,94,1,ch,1,31,-2,149710,492303,2,,,L,UTE,Y,146,174,0,,93,1112,c,,,,1.0,EYELID TUMOR,1995
95IN00866,1994040993,A0993,04,A0993,94,2,73,1,30,44,958603,946703,6,,,2, 48,5,85,112,1,,92,0921,,6,F,,1.0,,1995
95IN00867,1994041000,A1000,04,A1000,94,2,ch,1,31,-2,149710,884503,2,,,1,,2,116,121,2,,,,c,-2-,2,,1.0,DYSTOCIA 95,1995
95IN00868,1994041001,A1001,04,A1001,94,1,ch,1,31,-2,149710,884503,2,,,L,,Y,137,168,0,,93,1030,c,,,,1.0,,1995
95IN00869,1994041003,A1003,04,A1003,94,2,73,1,30,44,958603,938303,6,,,1,-FL,5,94,121,1,,,,,7,F,,1.0,,1995
95IN00870,1994041008,A1008,04,A1008,94,1,ch,1,31,-0,187810,933303,2,,,L,,Y,135,157,0,,93,1030,c,,,,1.0,,1995
95IN00871,1994041011,A1011,04,A1011,94,2,73,1,30,42,941603,936703,6,,,1,-FL,5,106,133,1,,,,,8,F,,1.0,,1995
95IN00872,1994041014,A1014,04,A1014,94,2,81,1,30,01,877403,231903,0,,,1,,2,122,153,2,,,,M,01,2,,1.0,,1995
95IN00873,1994041015,A1015,04,A1015,94,1,82,1,30,31,909703,764703,0,,,1,,Y,144,173,0,,93,1211,C,,,,1.0,,1995
95IN00874,1994041021,A1021,04,A1021,94,1,82,1,30,29,898203,754403,0,,,3,,Y,144,173,0,,93,0807,C,,,,1.0,3SCUR,1995
95IN00875,1994041024,A1024,04,A1024,94,2,81,1,30,02,933703,749203,0,,,1,,5,120,144,1,,,,M,01,2,,1.0,,1995
95IN00876,1994041026,A1026,04,A1026,94,2,82,1,30,28,891303,341203,0,,,1,,2,116,136,2,,,,C,25,2,,1.0,,1995
95IN00877,1994041027,A1027,04,A1027,94,2,82,1,30,28,891303,341203,0,,,1,,*,0,0,0,,42,0202,C,,,,1.0,R.EYE TUMOR,1995
95IN00878,1994041030,A1030,04,A1030,94,1,82,1,30,26,863803,782103,0,,,1,,Y,141,173,0,,,,C,,,,1.0,KEEP,1995
95IN00879,1994041031,A1031,04,A1031,94,1,82,1,30,26,863803,782103,0,,,1,,Y,143,173,0,,,,C,,,,1.0,KEEP,1995
95IN00880,1994041033,A1033,04,A1033,94,2,81,1,30,04,872203,372203,0,,,2, 47,5,94,130,1,,92,0921,M,,,,1.0,,1995
95IN00881,1994041036,A1036,04,A1036,94,1,82,1,30,27,890303,485103,0,,,L,DUD,Y,133,163,0,,,,C,,,,1.0,,1995
95IN00882,1994041040,A1040,04,A1040,94,1,81,1,30,02,933703,683103,0,,,1,,Y,126,165,0,,,,M,,,,1.0,3SCUR,1995
95IN00883,1994041042,A1042,04,A1042,94,2,73,1,30,44,958603,948003,6,,,2, 48,5,84,106,1,,92,0921,,9,F,,1.0,,1995
95IN00884,1994041043,A1043,04,A1043,94,2,73,1,30,44,958603,948003,6,,,1,-FL,5,92,113,1,,,,,10,F,,1.0,4TEATS,1995
95IN00885,1994041044,A1044,04,A1044,94,2,73,1,30,44,958603,948003,6,,,3,-FL,5,88,0,0,,93,0710,,1,F,,1.0,ABS NOSE,1995
95IN00886,1994041046,A1046,04,A1046,94,2,ch,1,30,-0,686803,219903,2,,,1,,2,131,142,2,,,,h,-2-,2,,1.0,,1995
95IN00887,1994041047,A1047,04,A1047,94,2,ch,1,31,-0,187810,505203,2,,,1,,2,119,122,1,,,,c,-2-,2,,1.0,,1995
95IN00888,1994041048,A1048,04,A1048,94,1,ch,1,31,-0,187810,505203,2,,,L,UTE,Y,135,162,0,,93,1112,c,,,,1.0,,1995
95IN00889,1994041050,A1050,04,A1050,94,2,73,1,30,44,958603,955203,6,,,1,-FL,5,99,122,1,,,,,2,F,,1.0,,1995
95IN00890,1994041053,A1053,04,A1053,94,2,73,1,30,43,964903,962903,6,,,1,-FL,5,107,137,1,,,,,3,F,,1.0,,1995
95IN00891,1994041062,A1062,04,A1062,94,2,81,1,30,03,923003,370303,0,,,1,,2,111,143,2,,,,M,03,2,,1.0,,1995
95IN00892,1994041063,A1063,04,A1063,94,1,82,1,30,29,898203,888003,0,,,1,,Y,151,183,0,,,,C,,,,1.0,,1995
95IN00893,1994041069,A1069,04,A1069,94,1,82,1,30,25,862503,878603,0,,,3,,Y,134,166,0,,93,0807,C,,,,1.0,UGLY,1995
95IN00894,1994041070,A1070,04,A1070,94,1,82,1,30,25,862503,878603,0,,,1,,Y,143,175,0,,,,C,,,,1.0,,1995
95IN00895,1994041071,A1071,04,A1071,94,1,ch,1,31,-2,149710,215603,2,,,L,,Y,145,174,0,,93,1030,c,,,,1.0,,1995
95IN00896,1994041073,A1073,04,A1073,94,2,81,1,30,03,923003,849303,0,,,1,,2,90,109,2,,,,M,02,2,,1.0,,1995
95IN00897,1994041074,A1074,04,A1074,94,2,81,1,30,03,923003,849303,0,,,1,,5,119,144,1,,,,M,03,2,,1.0,,1995
95IN00898,1994041075,A1075,04,A1075,94,2,81,1,30,03,923003,849303,0,,,7,,5,98,0,0,,97,0913,M,,,,1.0,,1995
95IN00899,1994041078,A1078,04,A1078,94,2,ch,1,31,-0,149710,496803,2,,,1,,5,86,118,1,,,,c,-0-,2,,1.0,,1995
95IN00900,1994041079,A1079,04,A1079,94,2,ch,1,31,-0,149710,496803,2,,,1,,2,118,140,1,,,,c,-2-,2,,1.0,,1995
95IN00901,1994041080,A1080,04,A1080,94,1,82,1,30,24,859503,876003,0,,,3,,Y,136,175,0,,93,0807,C,,,,1.0,,1995
95IN00902,1994041082,A1082,04,A1082,94,2,81,1,30,02,933703,368303,0,,,1,,1,119,159,2,,,,M,04,2,,1.0,,1995
95IN00903,1994041083,A1083,04,A1083,94,1,ch,1,31,-0,149710,675903,2,,,L,,Y,145,173,0,,93,1030,c,,,,1.0,,1995
95IN00904,1994041084,A1084,04,A1084,94,1,81,1,30,02,933703,722603,0,,,3,,Y,154,187,0,,93,0807,M,,,,1.0,,1995
95IN00905,1994041085,A1085,04,A1085,94,2,82,1,30,25,862503,728803,0,,,1,,1,127,153,2,,,,C,27,2,,1.0,DYSTOCIA 95,1995
95IN00906,1994041088,A1088,04,A1088,94,2,ch,1,30,-2,686803,733303,2,,,1,,2,106,103,2,,,,h,-0-,2,,1.0,,1995
95IN00907,1994041089,A1089,04,A1089,94,2,81,1,30,04,872203,714403,0,,,1,,5,112,135,1,,,,M,01,2,,1.0,,1995
95IN00908,1994041090,A1090,04,A1090,94,2,81,1,30,04,872203,714403,0,,,1,SAV,5,101,134,1,,,,M,02,2,,1.0,,1995
95IN00909,1994041092,A1092,04,A1092,94,1,81,1,30,04,872203,574303,0,,,L,DUD,Y,136,163,0,,,,M,,,,1.0,,1995
95IN00910,1994041096,A1096,04,A1096,94,2,ch,1,31,-0,187810,706403,2,,,1,,2,118,129,1,,,,c,-0-,P,,1.0,3TEATS,1995
95IN00911,1994041097,A1097,04,A1097,94,2,ch,1,30,-0,686803,366303,2,,,1,,*,0,0,0,,28,0417,h,,,,1.0,"DEAD,DYSTOCIA",1995
95IN00912,1994041098,A1098,04,A1098,94,1,ch,1,30,-0,686803,366303,2,,,L,X,Y,127,166,0,,93,1120,h,,,,1.0,,1995
95IN00913,1994041099,A1099,04,A1099,94,2,ch,1,30,-0,686803,366303,2,,,1,,2,102,116,2,,,,h,-2-,2,,1.0,,1995
95IN00914,1994041101,A1101,04,A1101,94,2,81,1,30,01,877403,558003,0,,,1,,2,111,140,2,,,,M,03,2,,1.0,ENTR 1EYE,1995
95IN00915,1994041102,A1102,04,A1102,94,2,81,1,30,01,877403,558003,0,,,1,,5,131,169,1,,,,M,04,2,,1.0,3TEATS,1995
95IN00916,1994041103,A1103,04,A1103,94,2,81,1,30,02,933703,854103,0,,,1,,1,131,162,2,,,,M,01,2,,1.0,,1995
95IN00917,1994041106,A1106,04,A1106,94,2,82,1,30,22,850003,504503,0,,,1,,5,101,132,1,,,,C,28,2,,1.0,4TEATS,1995
95IN00918,1994041109,A1109,04,A1109,94,2,73,1,30,42,941603,943503,6,,,1,-FL,5,104,135,1,,,,,4,F,,1.0,4TEATS,1995
95IN00919,1994041114,A1114,04,A1114,94,2,73,1,30,41,960303,941303,6,,,1,-FL,5,99,121,1,,,,,5,F,,1.0,3TEATS,1995
95IN00920,1994041115,A1115,04,A1115,94,1,ch,1,30,-2,686803,820203,2,,,L,,Y,122,145,0,,93,1030,h,,,,1.0,BLK.SPT.WOOL,1995
95IN00921,1994041116,A1116,04,A1116,94,2,ch,1,30,-2,686803,820203,2,,,1,,5,62,99,1,,,,h,-0-,2,,1.0,ORPHAN,1995
95IN00922,1994041117,A1117,04,A1117,94,1,ch,1,31,-2,149710,669303,2,,,L,,Y,148,180,0,,93,1030,c,,,,1.0,,1995
95IN00923,1994041119,A1119,04,A1119,94,1,ch,1,31,-0,187810,314603,2,,,L,,Y,145,181,0,,,,c,,,,1.0,,1995
95IN00924,1994041121,A1121,04,A1121,94,2,ch,1,30,-0,686803,207903,2,,,1,,2,96,102,1,,,,h,-2-,P,,1.0,ORPHAN,1995
95IN00925,1994041122,A1122,04,A1122,94,1,ch,1,30,-0,686803,207903,2,,,L,,Y,150,188,0,,,,h,,,,1.0,,1995
95IN00926,1994041125,A1125,04,A1125,94,2,ch,1,31,-0,149710,572903,2,,,1,,2,107,126,2,,,,c,-0-,P,,1.0,4TEATS,1995
95IN00927,1994041126,A1126,04,A1126,94,1,ch,1,31,-0,149710,572903,2,,,L,,Y,150,189,0,,,,c,,,,1.0,,1995
95IN00928,1994041129,A1129,04,A1129,94,2,ch,1,31,-0,187810,831903,2,,,1,,2,104,105,2,,,,c,-2-,2,,1.0,,1995
95IN00929,1994041131,A1131,04,A1131,94,2,ch,1,31,-2,149710,802103,2,,,1,,2,103,114,1,,,,c,-2-,2,,1.0,4TEATS,1995
95IN00930,1994041133,A1133,04,A1133,94,2,ch,1,31,-2,149710,802103,2,,,1,,2,103,103,1,,,,c,-0-,2,,1.0,4TEATS,1995
95IN00931,1994041134,A1134,04,A1134,94,2,ch,1,31,-2,149710,802103,2,,,1,,2,102,126,2,,,,c,-2-,2,,1.0,,1995
95IN00932,1994041135,A1135,04,A1135,94,1,ch,1,31,-0,149710,536803,2,,,L,X,Y,153,190,0,,93,1120,c,,,,1.0,,1995
95IN00933,1994041137,A1137,04,A1137,94,2,73,1,30,44,958603,939003,6,,,2, 48,5,81,105,1,,92,0921,,7,F,,1.0,4TEATS,1995
95IN00934,1994041138,A1138,04,A1138,94,2,73,1,30,44,958603,939003,6,,,3,XXX,5,86,110,1,,93,0925,,8,F,,1.0,BRITCHY,1995
95IN00935,1994041141,A1141,04,A1141,94,2,73,1,30,43,964903,940003,6,,,1,-FL,5,109,144,1,,,,,6,F,,1.0,,1995
95IN00936,1994041142,A1142,04,A1142,94,2,73,1,30,43,964903,940003,6,,,1,-FL,5,98,127,1,,,,,9,F,,1.0,,1995
95IN00937,1994041148,A1148,04,A1148,94,1,ch,1,31,-2,149710,564603,2,,,L,,Y,132,162,0,,,,c,,,,1.0,,1995
95IN00938,1994041151,A1151,04,A1151,94,2,81,1,30,01,877403,715503,0,,,1,,2,144,158,2,,,,M,03,2,,1.0,,1995
95IN00939,1994041152,A1152,04,A1152,94,1,ch,1,30,-0,686803,958003,2,,,L,UTE,Y,140,169,0,,93,1112,h,,,,1.0,,1995
95IN00940,1994041153,A1153,04,A1153,94,1,ch,1,30,-0,686803,958003,2,,,L,,Y,136,171,0,,93,1030,h,,,,1.0,,1995
95IN00941,1994041154,A1154,04,A1154,94,2,ch,1,30,-0,686803,502103,2,,,1,,2,147,157,2,,,,h,-0-,P,,1.0,,1995
95IN00942,1994041157,A1157,04,A1157,94,2,81,1,30,03,923003,674803,0,,,1,,5,98,122,1,,,,M,02,2,,1.0,,1995
95IN00943,1994041159,A1159,04,A1159,94,1,ch,1,30,-2,686803,367803,2,,,L,UTE,Y,118,150,0,,93,1112,h,,,,1.0,,1995
95IN00944,1994041161,A1161,04,A1161,94,2,ch,1,31,-0,187810,173503,2,,,1,,2,91,111,1,,,,c,-0-,2,,1.0,,1995
95IN00945,1994041162,A1162,04,A1162,94,2,82,1,30,23,855103,358203,0,,,2, 44,2,126,157,1,,92,0921,C,,,,1.0,,1995
95IN00946,1994041164,A1164,04,A1164,94,2,82,1,30,23,855103,358203,0,,,1,,5,101,138,1,,,,C,29,2,,1.0,4TEATS,1995
95IN00947,1994041168,A1168,04,A1168,94,1,ch,1,31,-2,187810,541803,2,,,L,,Y,126,152,0,,93,1030,c,,,,1.0,,1995
95IN00948,1994041169,A1169,04,A1169,94,2,ch,1,31,-2,187810,541803,2,,,1,,2,97,103,1,,,,c,-2-,2,,1.0,,1995
95IN00949,1994041173,A1173,04,A1173,94,1,ch,1,30,-2,686803,539003,2,,,L,X,Y,135,166,0,,93,1120,h,,,,1.0,,1995
95IN00950,1994041175,A1175,04,A1175,94,1,ch,1,30,-2,686803,539003,2,,,L,,Y,130,159,0,,93,1030,h,,,,1.0,,1995
95IN00951,1994041177,A1177,04,A1177,94,2,ch,1,31,-0,104810,421103,2,,,1,,5,127,174,1,,,,h,-2-,2,,1.0,4TEATS,1995
95IN00952,1994041183,A1183,04,A1183,94,2,81,1,30,04,872203,397703,0,,,1,,5,113,145,1,,,,M,01,2,,1.0,,1995
95IN00953,1994041188,A1188,04,A1188,94,2,81,1,30,04,872203,487803,0,,,7,,2,114,0,0,,97,0913,M,,,,1.0,3TEATS,1995
95IN00954,1994041194,A1194,04,A1194,94,1,ch,1,31,-0,187810,868903,2,,,L,UTE,Y,143,173,0,,93,1112,c,,,,1.0,,1995
95IN00955,1994041195,A1195,04,A1195,94,2,73,1,30,41,960303,954703,6,,,1,-FL,5,99,128,1,,,,,10,F,,1.0,,1995
95IN00956,1994041198,A1198,04,A1198,94,2,ch,1,30,-2,686803,163203,2,,,1,,2,104,114,2,,,,h,-2-,2,,1.0,COLOR4!,1995
95IN00957,1994041199,A1199,04,A1199,94,1,ch,1,30,-2,686803,163203,2,,,L,X,Y,129,151,0,,93,1120,h,,,,1.0,,1995
95IN00958,1994041200,A1200,04,A1200,94,1,ch,1,31,-2,187810,475203,2,,,L,UTE,Y,152,180,0,,93,1112,c,,,,1.0,,1995
95IN00959,1994041205,A1205,04,A1205,94,2,82,1,30,28,891303,490903,0,,,1,,5,104,138,1,,,,C,30,2,,1.0,,1995
95IN00960,1994041206,A1206,04,A1206,94,2,73,1,30,42,941603,939703,6,,,1,-FL,5,123,157,1,,,,,1,F,,1.0,,1995
95IN00961,1994041207,A1207,04,A1207,94,2,73,1,30,42,941603,953003,6,,,1,-FL,5,120,151,1,,,,,2,F,,1.0,,1995
95IN00962,1994041210,A1210,04,A1210,94,1,ch,1,31,-0,104810,614103,2,,,L,,Y,159,193,0,,93,1030,h,,,,1.0,,1995
95IN00963,1994041219,A1219,04,A1219,94,1,ch,1,31,-0,104810,488403,2,,,L,,Y,140,171,0,,93,1030,h,,,,1.0,,1995
95IN00964,1994041220,A1220,04,A1220,94,2,ch,1,31,-0,104810,488403,2,,,1,,2,114,110,2,,,,h,-0-,2,,1.0,,1995
95IN00965,1994041222,A1222,04,A1222,94,2,82,1,30,28,891303,529903,0,,,1,,5,106,136,1,,,,C,31,2,,1.0,,1995
95IN00966,1994041228,A1228,04,A1228,94,2,ch,1,30,-2,686803,649603,2,,,1,,2,131,134,2,,,,h,-0-,2,,1.0,4TEATS,1995
95IN00967,1994041229,A1229,04,A1229,94,2,ch,1,30,-2,686803,649603,2,,,1,,2,124,125,2,,,,h,-2-,2,,1.0,,1995
95IN00968,1994041230,A1230,04,A1230,94,2,81,1,30,04,872203,225603,0,,,2, 47,5,104,131,1,,92,0921,M,,,,1.0,,1995
95IN00969,1994041231,A1231,04,A1231,94,1,81,1,30,04,872203,225603,0,,,1,,Y,139,165,0,,,,M,,,,1.0,,1995
95IN00970,1994041232,A1232,04,A1232,94,2,ch,1,31,-2,104810,663703,2,,,1,,2,154,155,2,,,,h,-2-,2,,1.0,,1995
95IN00971,1994041234,A1234,04,A1234,94,2,81,1,30,02,933703,648503,0,,,1,,5,119,150,1,,,,M,04,2,,1.0,,1995
95IN00972,1994041235,A1235,04,A1235,94,1,81,1,30,02,933703,648503,0,,,X,,*,0,0,0,,93,0227,M,,,,1.0,X BAD WOOL,1995
95IN00973,1994041236,A1236,04,A1236,94,2,ch,1,30,-0,686803,919103,2,,,1,,2,143,147,1,,,,h,-0-,P,,1.0,,1995
95IN00974,1994041237,A1237,04,A1237,94,2,ch,1,30,-0,686803,919103,2,,,1,,2,116,126,2,,,,h,-2-,2,,1.0,,1995
95IN00975,1994041240,A1240,04,A1240,94,2,ch,1,30,-2,686803,784003,2,,,1,,5,123,155,1,,,,h,-0-,2,,1.0,,1995
95IN00976,1994041242,A1242,04,A1242,94,2,ch,1,31,-2,187810,892303,2,,,1,,2,76,93,2,,,,c,-0-,2,,1.0,,1995
95IN00977,1994041246,A1246,04,A1246,94,2,73,1,30,44,958603,953603,6,,,1,-FL,5,89,111,1,,,,,3,F,,1.0,4TEATS,1995
95IN00978,1994041247,A1247,04,A1247,94,1,ch,1,30,-0,686803,473403,2,,,L,,Y,137,167,0,,93,1030,h,,,,1.0,,1995
95IN00979,1994041248,A1248,04,A1248,94,2,82,1,30,20,843003,674103,0,,,1,,*,0,0,0,,97,0525,C,,,,1.0,,1995
95IN00980,1994041250,A1250,04,A1250,94,2,82,1,30,25,862503,370103,0,,,1,,2,139,166,2,,,,C,20,2,,1.0,BLOODY MILKok,1995
95IN00981,1994041256,A1256,04,A1256,94,1,82,1,30,24,859503,726003,0,,,1,XXX,Y,155,193,0,,93,1030,C,,,,1.0,>40 WBC X,1995
95IN00982,1994041260,A1260,04,A1260,94,2,ch,1,31,-2,187810,598103,2,,,1,,2,92,117,2,,,,c,-2-,2,,1.0,,1995
95IN00983,1994041264,A1264,04,A1264,94,1,ch,1,31,-0,104810,515303,2,,,L,,Y,159,194,0,,,,h,,,,1.0,,1995
95IN00984,1994041265,A1265,04,A1265,94,2,73,1,30,43,964903,957503,6,,,1,-FL,5,115,145,1,,,,,4,F,,1.0,,1995
95IN00985,1994041267,A1267,04,A1267,94,2,82,1,30,31,909703,860703,0,,,1,,5,101,130,1,,,,C,21,2,,1.0,,1995
95IN00986,1994041273,A1273,04,A1273,94,1,ch,1,31,-2,149710,465303,2,,,L,,Y,120,151,0,,,,c,,,,1.0,,1995
95IN00987,1994041274,A1274,04,A1274,94,1,ch,1,31,-2,149710,465303,2,,,L,,Y,133,163,0,,93,1030,c,,,,1.0,,1995
95IN00988,1994041279,A1279,04,A1279,94,2,ch,1,30,-2,686803,497103,2,,,1,,C,110,115,1,,,,h,-2-,2,,1.0,VAG.PROLAPSE,1995
95IN00989,1994041280,A1280,04,A1280,94,2,ch,1,30,-2,686803,497103,2,,,1,,2,118,123,1,,,,h,-2-,2,,1.0,R.P.,1995
95IN00990,1994041284,A1284,04,A1284,94,1,ch,1,31,-2,187810,877603,2,,,L,,Y,131,158,0,,,,c,,,,1.0,,1995
95IN00991,1994041286,A1286,04,A1286,94,2,ch,1,31,-2,187810,877603,2,,,1,,C,100,0,0,,66,0821,c,,,,1.0,FEEDPACK@JAW,1995
95IN00992,1994041291,A1291,04,A1291,94,2,73,1,30,41,960303,939403,6,,,1,-FL,5,104,137,1,,,,,5,F,,1.0,,1995
95IN00993,1994041293,A1293,04,A1293,94,2,ch,1,31,-2,104810,342903,2,,,1,,2,110,111,2,,,,h,-0-,2,,1.0,,1995
95IN00994,1994041294,A1294,04,A1294,94,2,ch,1,31,-2,104810,342903,2,,,1,,2,89,102,2,,,,h,-2-,2,,1.0,,1995
95IN00995,1994041297,A1297,04,A1297,94,1,ch,1,31,-0,187810,547103,2,,,L,,Y,159,190,0,,,,c,,,,1.0,,1995
95IN00996,1994041298,A1298,04,A1298,94,1,ch,1,31,-2,187810,287903,2,,,L,,Y,434,179,0,,93,1030,c,,,,1.0,,1995
95IN00997,1994041300,A1300,04,A1300,94,1,ch,1,31,-0,187810,884403,2,,,L,,Y,146,176,0,,93,1030,c,,,,1.0,,1995
95IN00998,1994041301,A1301,04,A1301,94,2,73,1,30,41,960303,936503,6,,,1,-FL,5,106,144,1,,,,,6,F,,1.0,,1995
95IN00999,1994041304,A1304,04,A1304,94,2,ch,1,31,-0,187810,765703,2,,,1,XXX,2,112,117,1,,10,0930,c,-0-,2,,1.0,,1995
95IN01000,1994041311,A1311,04,A1311,94,2,ch,1,31,-2,187810,384003,2,,,1,,5,104,131,1,,,,c,-2-,2,,1.0,,1995
95IN01001,1994041312,A1312,04,A1312,94,1,ch,1,31,-2,187810,384003,2,,,L,,Y,140,179,0,,,,c,,,,1.0,,1995
95IN01002,1994041314,A1314,04,A1314,94,2,ch,1,31,-2,187810,687803,2,,,1,,2,88,116,1,,,,c,-0-,2,,1.0,,1995
95IN01003,1994041315,A1315,04,A1315,94,2,ch,1,31,-2,187810,687803,2,,,1,,2,104,110,2,,,,c,-2-,2,,1.0,ENTR,1995
95IN01004,1994041317,A1317,04,A1317,94,1,ch,1,30,-2,686803,580703,2,,,L,UTE,Y,154,189,0,,93,1112,h,,,,1.0,,1995
95IN01005,1994041326,A1326,04,A1326,94,2,82,1,30,25,862503,187603,0,,,2, 46,5,110,151,1,,92,0921,C,,,,1.0,,1995
95IN01006,1994041331,A1331,04,A1331,94,2,82,1,30,27,890303,882703,0,,,1,,2,113,134,2,,,,C,22,2,,1.0,,1995
95IN01007,1994041337,A1337,04,A1337,94,2,ch,1,31,-2,104810,791703,2,,,1,,5,103,126,1,,,,h,-0-,2,,1.0,,1995
95IN01008,1994041338,A1338,04,A1338,94,2,ch,1,31,-2,104810,791703,2,,,3,,2,108,105,2,,93,1023,h,,,,1.0,X VAG.PROLAPS,1995
95IN01009,1994041339,A1339,04,A1339,94,1,ch,1,31,-2,187810,756403,2,,,L,UTE,Y,132,148,0,,93,1112,c,,,,1.0,,1995
95IN01010,1994041340,A1340,04,A1340,94,1,ch,1,31,-2,187810,756403,2,,,L,X,Y,104,128,0,,93,1120,c,,,,1.0,,1995
