UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,JAW,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
76IN04989,1973624499,73,2,K4499,,78,781,,8,,,,06,1,4,,6,1,611,111,09, 3,136,146,,78,089,069,62,,,,303062,1,,182262,,,1976
76IN04990,1973624505,73,2,K4505,,78,781,,,2,,,06,3,,,6,1, 27,102,10, 1,139,168,2,78,131,072,62,0923,,,303062,5,,201862,92,,1976
76IN04991,1973624513,73,2,K4513,,77,770,,,,,,06,3,4,,6,1,602,118,09, 2,151,171,,77,089,066,62,,,,346162,3,,977561,,,1976
76IN04992,1973624515,73,2,K4515,,75,750,,8,2,,,06,2,,,6,1, 45,085,09, 3,126,133,2,75,095,044,62,0923,,,260562,1,,727561,92,,1976
76IN04993,1973624517,73,2,K4517,,77,772,,8,,,,06,1,4,,6,1,614,115,10, 1,156,165,,77,103,061,62,,,,402062,5,,930661,,,1976
76IN04994,1973624519,73,2,K4519,,75,750,,,2,,,06,1,,,6,1, 44,107,11, 1,140,151,2,75,102,063,62,0923,,,260562,3,,921061,92,,1976
76IN04995,1973624520,73,2,K4520,,70,700,,8,,,,06,2,4,,2,1,603,085,08, 3,128,135,,70,093,050,62,,,,259862,1,,005762,,,1976
76IN04996,1973624528,73,2,K4528,,70,700,,,2,,,06,1,,,2,1, 47,086,08, 2,124,129,2,70,100,058,62,0923,,,259862,2,,151562,92,,1976
76IN04997,1973624533,73,2,K4533,,72,903,,,2,,,06,1,,,3,1, 48,079,10, 2,101,114,2,72,098,052,62,0923,,,215462,2,,219162,92,,1976
76IN04998,1973624541,73,2,K4541,,70,701,,,3,,,06,1,4,,2,1,604,118,11, 3,162,178,,70,109,076,62,,,,223162,2,,172362,,,1976
76IN04999,1973624549,73,2,K4549,,75,751,,8,,,,06,1,4,,6,1,633,109,08, 2,147,157,,75,088,050,62,,,,253462,2,,272262,,,1976
76IN05000,1973624550,73,2,K4550,,72,943,,8,,,,06,1,4,,3,1,613,084,09, 3,117,120,,72,111,064,62,,,,275962,1,,283162,,,1976
76IN05001,1973624551,73,2,K4551,,75,751,,,2,,,06,1,,,6,1, 44,107,09, 2,144,151,2,75,107,067,62,0923,,,253462,1,,182862,92,,1976
76IN05002,1973624562,73,2,K4562,,03,033,,8,,,,06,1,4,,1,1,612,110,08, 9,136,165,,03,091,060,62,,,,207762,2,,014562,,,1976
76IN05003,1973624572,73,2,K4572,,70,700,,8,,,,06,1,,,2,1,,100,10,,,,6,70,113,068,62,0108,,,259862,,,202562,10,,1976
76IN05004,1973624574,73,2,K4574,,75,752,,,,,,06,3,4,,6,1,634,119,09, 3,153,175,,75,091,068,62,,,,210962,2,,946261,,,1976
76IN05005,1973624586,73,2,K4586,,72,813,,,,,,06,1,4,,3,1,611,106,09, 3,142,152,,72,099,062,62,,,,258962,2,,779261,,,1976
76IN05006,1973624587,73,2,K4587,,77,772,,,,,,06,1,4,,6,1,603,099,08, 2,127,143,,77,112,066,62,,,,402062,1,,151862,,,1976
76IN05007,1973624591,73,2,K4591,,70,700,,,,,,06,2,4,,2,1,601,091,09, 5,122,132,,70,101,052,62,,,,259862,3,,290862,,,1976
76IN05008,1973624599,73,2,K4599,,77,772,,8,,,,06,3,,,6,1,,084,10,,86,,7,77,102,055,62,0915,,,402062,5,,772961,97,,1976
76IN05009,1973624601,73,2,K4601,,72,913,,8,2,,,06,1,,,3,1, 47,081,07, 2,129,139,2,72,088,047,62,0923,,,262162,3,,788061,92,,1976
76IN05010,1973624603,73,2,K4603,,70,702,,8,,,,06,1,4,,2,1,603,100,10, 2,138,144,,70,108,063,62,,,,132762,2,,266162,,,1976
76IN05011,1973624613,73,2,K4613,,78,780,,8,,,,06,1,4,,6,1,614,099,07, 2,121,128,,78,103,064,62,,,,297562,3,,238962,,,1976
76IN05012,1973624616,73,2,K4616,,77,770,,,2,,,06,2,,,6,1, 45,099,07, 1,116,138,2,77,081,052,62,0923,,,346162,5,,073262,92,,1976
76IN05013,1973624622,73,2,K4622,,78,780,,,2,,,06,1,,,6,1, 28,105,08, 2,146,165,2,78,101,061,62,0923,,,297562,2,,274762,92,,1976
76IN05014,1973624625,73,2,K4625,,75,752,,8,,,,06,2,4,,6,1,631,102,09, 2,126,140,,75,094,059,62,,,,210962,1,,217962,,,1976
76IN05015,1973624626,73,2,K4626,,76,761,,,,,,06,2,,,6,1,,085,09,,125,,6,76,101,049,62,0816,,,269262,3,,090462,11,,1976
76IN05016,1973624627,73,2,K4627,,76,761,,8,,,,06,2,4,,6,1,632,100,09, 3,127,134,,76,095,054,62,,,,269262,3,,090462,,,1976
76IN05017,1973624628,73,2,K4628,,77,770,,8,2,,,06,2,,,6,1, 45,098,11, 1,137,155,2,77,076,053,62,0923,,,346162,3,,936161,92,,1976
76IN05018,1973624635,73,2,K4635,,78,781,,8,,,,06,2,4,,6,1,613,096,09, 3,140,151,,78,087,064,62,,,,303062,2,,817061,,,1976
76IN05019,1973624643,73,2,K4643,,76,761,,,3,,,06,2,,,6,1,,088,10, 1,111,144,3,76,092,052,62,0927,,,269262,5,,207562,93,,1976
76IN05020,1973624647,73,2,K4647,,75,752,,,,,,06,1,4,,6,1,634,087,09, 3,137,148,,75,094,056,62,,,,210962,3,,113962,,,1976
76IN05021,1973624649,73,2,K4649,,75,750,,8,,,,06,1,4,,6,1,633,104,09, 2,141,154,,75,095,051,62,,,,260562,3,,256462,,,1976
76IN05022,1973624658,73,2,K4658,,75,752,,8,,,,06,1,4,,6,1,632,105,09, 2,136,154,,75,104,056,62,,,,210962,2,,296462,,,1976
76IN05023,1973624663,73,2,K4663,,78,782,,,,,,06,2,4,,6,1,612,091,06, 3,126,151,,78,094,053,62,,,,279762,2,,778861,,,1976
76IN05024,1973624666,73,2,K4666,,76,760,,8,,,,06,1,4,,6,1,631,119,08, 5,163,177,,76,096,054,62,,,,231562,3,,934261,,,1976
76IN05025,1973624674,73,2,K4674,,76,762,,,2,,,06,2,,,6,1, 44,091,09, 2,128,145,2,76,095,069,62,0923,,,252062,3,,932361,92,,1976
76IN05026,1973624684,73,2,K4684,,03,033,,,,,,06,1,,,1,1,,123,09,,,,7,03,102,063,62,0528,,,207762,,,019362,97,,1976
76IN05027,1973624685,73,2,K4685,,77,772,,,2,,,06,2,,,6,1, 28,100,07, 1,136,161,2,77,104,056,62,0923,,,402062,5,,167862,92,,1976
76IN05028,1973624687,73,2,K4687,,70,701,,8,,,,06,1,4,,2,1,604,110,09, 2,158,166,,70,117,084,62,,,,223162,1,,866461,,,1976
76IN05029,1973624690,73,2,K4690,,70,700,,8,,,,06,1,4,,2,1,601,101,06, 3,149,155,,70,100,059,62,,,,259862,2,,083462,,,1976
76IN05030,1973624707,73,2,K4707,,72,833,,8,,,,06,2,4,,3,1,604,079,10, 2,110,120,,72,089,048,62,,,,244362,1,,870061,,,1976
76IN05031,1973624721,73,2,K4721,,75,752,,,2,,,06,2,,,6,1, 29,091,09, 3,144,156,2,75,100,059,62,0923,,,210962,2,,121562,92,,1976
76IN05032,1973624729,73,2,K4729,,72,963,,8,,,,06,3,4,,3,1,611,094,09, 2,99,119,,72,107,052,62,,,,279062,2,,053262,,,1976
76IN05033,1973624730,73,2,K4730,,70,702,,,,,,06,3,,,2,1,,092,10,,118,,6,70,101,060,62,0820,,,132762,2,,997061,01,,1976
76IN05034,1973624732,73,2,K4732,,72,993,,,2,,,06,1,,,3,1, 45,087,11, 2,112,132,2,72,106,057,62,0923,,,291862,2,,996861,92,,1976
76IN05035,1973624746,73,2,K4746,,76,760,,,,,,06,3,4,,6,1,634,105,08, 1,136,160,,76,099,059,62,,,,231562,2,,847661,,,1976
76IN05036,1973624748,73,2,K4748,,76,761,,8,,,,06,3,4,,6,1,633,122,08, 2,139,154,,76,113,065,62,,,,269262,3,,929761,,,1976
76IN05037,1973624749,73,2,K4749,,72,923,,,2,,,06,1,,,3,1, 27,098,07, 2,133,144,2,72,089,052,62,0923,,,226062,2,,294162,92,,1976
76IN05038,1973624750,73,2,K4750,,77,771,,8,2,,,06,1,,,6,1, 44,104,08, 1,131,161,2,77,100,063,62,0923,,,378062,5,,057762,92,,1976
76IN05039,1973624751,73,2,K4751,,70,701,,,2,,,06,1,4,,2,1,603,089,08, 3,146,148,,70,096,062,62,,,,223162,2,,259762,,,1976
76IN05040,1973624752,73,2,K4752,,02,023,,,3,,,06,1,,,1,1,,079,10, 1,117,145,3,02,109,051,62,0927,,,249562,5,,001062,93,,1976
76IN05041,1973624757,73,2,K4757,,78,780,,,,,,06,3,4,,6,1,614,101,08, 3,116,138,,78,093,061,62,,,,297562,1,,064962,,,1976
76IN05042,1973624761,73,2,K4761,,72,843,,,,,,06,3,4,,3,1,613,109,11, 1,144,175,,72,112,064,62,,,,289062,5,,859161,,,1976
76IN05043,1973624764,73,2,K4764,,77,772,,8,,,,06,2,4,,6,1,612,091,09, 2,131,153,,77,098,054,62,,,,402062,2,,870561,,,1976
76IN05044,1973624765,73,2,K4765,,78,781,,8,,,,06,1,4,,6,1,602,102,10, 3,139,163,,78,115,063,62,,,,303062,2,,856661,,,1976
76IN05045,1973624783,73,2,K4783,,76,760,,8,3,,,06,1,,,6,1,,087,13,11,118,154,,76,102,053,62,,,,231562,2,,931061,,,1976
76IN05046,1973624784,73,2,K4784,,76,760,,,,,,06,2,4,,6,1,632,084,09, 5,136,156,,76,084,055,62,,,,231562,3,,049062,,,1976
76IN05047,1973624792,73,2,K4792,,75,751,,8,,,,06,1,4,,6,1,631,101,09, 1,107,156,,75,090,052,62,,,,253462,2,,116962,,,1976
76IN05048,1973624808,73,2,K4808,,78,782,,8,,,,06,1,4,,6,1,611,100,08, 2,124,149,,78,100,064,62,,,,279762,3,,931761,,,1976
76IN05049,1973624810,73,2,K4810,,70,701,,,,,,06,2,4,,2,1,604,086,08, 2,130,148,,70,096,051,62,,,,223162,2,,043462,,,1976
76IN05050,1973624820,73,2,K4820,,72,963,,,3,,,06,1,,,3,1,,083,08, 1,118,140,3,72,095,057,62,0927,,,279062,5,,964661,93,,1976
76IN05051,1973624823,73,2,K4823,,75,752,,,2,,,06,3,,,6,1, 27,090,12, 3,134,159,2,75,084,059,62,0923,,,210962,2,,028462,92,,1976
76IN05052,1973624827,73,2,K4827,,76,761,,,,,,06,1,4,,6,1,633,096,08, 1,121,155,,76,100,055,62,,,,269262,5,,206962,,,1976
76IN05053,1973624828,73,2,K4828,,76,762,,,2,,,06,1,,,6,1, 46,093,13, 1,132,146,2,76,102,074,62,0923,,,252062,1,,114562,92,,1976
76IN05054,1973624829,73,2,K4829,,75,751,,,,,,06,1,4,,6,1,634,101,10, 1,143,164,,75,100,064,62,,,,253462,3,,261562,,,1976
76IN05055,1973624830,73,2,K4830,,77,770,,,2,,,06,3,4,,6,1,614,116,07, 2,146,159,,77,103,069,62,,,,346162,2,,859861,,,1976
76IN05056,1973624833,73,2,K4833,,70,700,,,2,,,06,1,,,2,1, 29,109,10, 1,144,162,2,70,095,060,62,0923,,,259862,5,,140162,92,,1976
76IN05057,1973624834,73,2,K4834,,76,762,,,,,,06,1,4,,6,1,631,110,09, 1,133,163,,76,105,072,62,,,,252062,3,,207262,,,1976
76IN05058,1973624838,73,2,K4838,,72,963,,8,2,,,06,1,,,3,1,,075,08, 1,86,119,,72,102,059,62,,,,279062,5,,820861,,,1976
76IN05059,1973624839,73,2,K4839,,70,702,,8,,,,06,2,4,,2,1,603,105,10, 3,122,137,,70,097,063,62,,,,132762,3,,176862,,,1976
76IN05060,1973624845,73,2,K4845,,70,700,,8,,,,06,1,4,,2,1,604,095,09, 2,141,158,,70,092,062,62,,,,259862,2,,284162,,,1976
76IN05061,1973624851,73,2,K4851,,72,963,,,2,,,06,1,,,3,1, 48,073,09, 1,105,134,2,72,104,054,62,0923,,,279062,5,,225262,92,,1976
76IN05062,1973624861,73,2,K4861,,77,771,,,2,,,06,1,,,6,1, 27,097,10, 2,124,151,2,77,123,078,62,0923,,,378062,3,,032762,92,,1976
76IN05063,1973624865,73,2,K4865,,75,751,,8,,,,06,2,,,6,1,,089,10,,,,6,75,099,052,62,0106,,,253462,,,028062,10,,1976
76IN05064,1973624878,73,2,K4878,,70,702,,,,,,06,2,4,,2,1,601,075,09, 3,111,123,,70,092,039,62,,,,132762,3,,825361,,,1976
76IN05065,1973624886,73,2,K4886,,77,772,,,,,,06,2,4,,6,1,602,100,09, 1,131,156,,77,090,055,62,,,,402062,3,,043662,,,1976
76IN05066,1973624887,73,2,K4887,,77,772,,8,,,,06,2,4,,6,1,613,093,09, 5,144,149,,77,112,065,62,,,,402062,3,,043662,,,1976
76IN05067,1973624895,73,2,K4895,,76,762,,,,,,06,2,4,,6,1,632,089,10, 1,133,151,,76,086,056,62,,,,252062,3,,911961,,,1976
76IN05068,1973624904,73,2,K4904,,77,771,,,,,,06,2,4,,6,1,612,085,07, 3,127,129,,77,101,050,62,,,,378062,1,,303662,,,1976
76IN05069,1973624907,73,2,K4907,,77,770,,8,,,,06,1,4,,6,1,611,080,09, 3,143,159,,77,100,062,62,,,,346162,3,,179262,,,1976
76IN05070,1973624912,73,2,K4912,,77,771,,8,2,,,06,3,,,6,1, 46,092,10, 1,122,143,2,77,106,069,62,0923,,,378062,5,,249762,92,,1976
76IN05071,1973624913,73,2,K4913,,75,751,,,2,,,06,1,,,6,1, 45,099,10, 1,127,145,2,75,109,065,62,0923,,,253462,5,,929461,92,,1976
76IN05072,1973624914,73,2,K4914,,76,760,,8,,,,06,1,4,,6,1,634,105,08, 2,150,149,,76,087,062,62,,,,231562,3,,072062,,,1976
76IN05073,1973624915,73,2,K4915,,72,883,,8,,,,06,1,4,,3,1,602,084,12, 1,119,145,,72,093,055,62,,,,216162,2,,843461,,,1976
76IN05074,1973624917,73,2,K4917,,70,700,,,2,,,06,3,,,2,1, 46,076,10, 2,121,136,2,70,105,046,62,0923,,,259862,3,,950461,92,,1976
76IN05075,1973624923,73,2,K4923,,72,933,,8,2,,,06,2,,,3,1, 47,077,09, 1,107,122,2,72,088,052,62,0923,,,311862,1,,775061,92,,1976
76IN05076,1973624927,73,2,K4927,,78,782,,,,,,06,2,,,6,1,,087,08,,99,,6,78,088,059,62,0705,,,279762,5,,899061,01,,1976
76IN05077,1973624929,73,2,K4929,,72,973,,,,,,06,1,4,,3,1,614,090,09, 1,124,143,,72,097,057,62,,,,216762,2,,991261,,,1976
76IN05078,1973624936,73,2,K4936,,77,770,,,,,,06,2,4,,6,1,602,096,08, 1,124,158,,77,104,060,62,,,,346162,5,,807061,,,1976
76IN05079,1973624939,73,2,K4939,,70,702,,,2,,,06,3,4,,2,1,604,097,09, 3,136,157,,70,095,063,62,,,,132762,1,,774761,,,1976
76IN05080,1973624954,73,2,K4954,,76,761,,,,,,06,1,4,,6,1,633,092,08, 2,137,156,,76,101,058,62,,,,269262,3,,782061,,,1976
76IN05081,1973624961,73,2,K4961,,70,701,,8,,,,06,1,4,,2,1,603,100,07, 3,134,131,,70,106,064,62,,,,223162,3,,068362,,,1976
76IN05082,1973624964,73,2,K4964,,75,752,,,,,,06,2,4,,6,1,631,088,11, 2,137,146,,75,087,046,62,,,,210962,1,,932961,,,1976
76IN05083,1973624971,73,2,K4971,,77,772,,,,,,06,2,4,,6,1,613,103,04, 3,137,137,,77,100,057,62,,,,402062,3,,293262,,,1976
76IN05084,1973624973,73,2,K4973,,76,760,,,,,,06,3,4,,6,1,632,091,12, 3,141,143,,76,089,051,62,,,,231562,3,,051562,,,1976
76IN05085,1973624982,73,2,K4982,,78,782,,8,,,,06,2,4,,6,1,612,095,08, 2,129,156,,78,108,071,62,,,,279762,2,,170962,,,1976
76IN05086,1973624995,73,2,K4995,,78,782,,,,,,06,2,4,,6,1,611,094,09, 1,128,119,,78,099,058,62,,,,279762,2,,184362,,,1976
76IN05087,1973625003,73,2,K5003,,78,782,,8,,,,06,2,4,,6,1,604,096,07, 2,141,159,,78,091,054,62,,,,279762,1,,084162,,,1976
76IN05088,1973625013,73,2,K5013,,77,770,,,3,,,06,3,,,6,1,,096,09,13,119,134,,77,081,051,62,,,,346162,1,,113362,,,1976
76IN05089,1973625032,73,2,K5032,,78,781,,8,2,,,06,1,,,6,1, 27,092,10, 1,104,156,2,78,093,058,62,0923,,,303062,2,,165462,92,,1976
76IN05090,1973625033,73,2,K5033,,78,782,,,,,,06,1,4,,6,1,601,096,08, 2,129,133,,78,100,065,62,,,,279762,3,,180862,,,1976
76IN05091,1974625039,74,2,K5039,,03,033,,,2,,,06,1,,,1,, 25,,, 2,133,147,2,03,,,62,0923,,,315862,2,,011962,92,,1976
76IN05092,1974625061,74,2,K5061,,02,023,,,2,,,06,2,,,1,, 42,,, 1,97,122,2,02,,,62,0923,,,347262,5,,972961,92,,1976
76IN05093,1974625074,74,2,K5074,,77,771,,,2,,,06,1,,,6,, 41,,, 1,113,138,2,77,,,62,0923,,,479862,5,,237362,92,,1976
76IN05094,1974625075,74,2,K5075,,75,752,,8,2,,,06,2,,,6,,,,, 2,99,112,,75,,,62,,,,403062,1,,952961,,,1976
76IN05095,1974625078,74,2,K5078,,03,033,,8,2,,,06,3,,,1,, 42,,, 1,100,117,2,03,,,62,0923,,,315862,2,,014062,92,,1976
76IN05096,1974625080,74,2,K5080,,70,700,,8,,,,06,1,3,,2,,603,,, 3,144,157,,70,,,62,,,,411562,2,,286462,,,1976
76IN05097,1974625083,74,2,K5083,,75,752,,,2,,,06,2,,,6,, 24,,, 1,105,124,2,75,,,62,0923,,,403062,5,,056462,92,,1976
76IN05098,1974625091,74,2,K5091,,72,823,,,,,,06,3,3,,3,,614,,, 2,106,129,,72,,,62,,,,343962,1,,859161,,,1976
76IN05099,1974625094,74,2,K5094,,02,023,,8,2,,,06,1,,,1,, 24,,, 1,111,129,2,02,,,62,0923,,,347262,2,,256762,92,,1976
76IN05100,1974625096,74,2,K5096,,72,873,,,,,,06,1,3,,3,,601,,, 1,137,153,,72,,,62,,,,317762,2,,213462,,,1976
76IN05101,1974625105,74,2,K5105,,72,983,,,,,,06,1,,,3,,,,,,,,6,72,,,62,0310,,,362362,,,324762,03,,1976
76IN05102,1974625115,74,2,K5115,,77,772,,,,,,06,2,3,,6,,614,,, 2,119,149,,77,,,62,,,,464662,2,,905361,,,1976
76IN05103,1974625133,74,2,K5133,,75,752,,8,2,,,06,1,,,6,, 24,,, 1,89,124,2,75,,,62,0923,,,403062,2,,410162,92,,1976
76IN05104,1974625140,74,2,K5140,,75,752,,,2,,,06,3,,,6,, 43,,, 1,101,132,2,75,,,62,0923,,,403062,5,,904661,92,,1976
76IN05105,1974625141,74,2,K5141,,72,923,,,2,,,06,1,,,3,, 41,,, 1,117,142,2,72,,,62,0923,,,401362,3,,991261,92,,1976
76IN05106,1974625145,74,2,K5145,,75,751,,,,,,06,3,3,,6,,634,,, 1,125,142,,75,,,62,,,,382562,3,,248762,,,1976
76IN05107,1974625147,74,2,K5147,,76,762,,,,,,06,3,3,,6,,633,,, 1,124,129,,76,,,62,,,,341962,1,,941261,,,1976
76IN05108,1974625150,74,2,K5150,,76,762,,8,,,,06,1,3,,6,,631,,, 2,132,151,,76,,,62,,,,341962,2,,114562,,,1976
76IN05109,1974625151,74,2,K5151,,72,993,,8,,,,06,1,3,,3,,613,,, 2,110,125,,72,,,62,,,,329962,3,,130762,,,1976
76IN05110,1974625161,74,2,K5161,,76,762,,,3,,,06,1,,,6,,,,, 9,144,166,,76,,,62,,,,341962,1,,072062,,,1976
76IN05111,1974625164,74,2,K5164,,76,760,,,,,,06,1,3,,6,,632,,, 2,128,146,,76,,,62,,,,358862,2,,932361,,,1976
76IN05112,1974625174,74,2,K5174,,78,780,,8,,,,06,3,3,,6,,602,,, 1,107,125,,78,,,62,,,,329762,1,,180862,,,1976
76IN05113,1974625177,74,2,K5177,,76,761,,,2,,,06,2,3,,6,,633,,, 2,106,123,,76,,,62,,,,369162,1,,227162,,,1976
76IN05114,1974625180,74,2,K5180,,72,943,,8,,,,06,1,3,,3,,613,,, 1,119,134,,72,,,62,,,,420162,2,,171462,,,1976
76IN05115,1974625190,74,2,K5190,,76,762,,8,,,,06,1,3,,6,,634,,, 1,144,158,,76,,,62,,,,341962,1,,207562,,,1976
76IN05116,1974625198,74,2,K5198,,77,772,,8,,,,06,1,3,,6,,612,,, 1,125,153,,77,,,62,,,,464662,2,,077962,,,1976
76IN05117,1974625213,74,2,K5213,,75,752,,8,2,,,06,1,,,6,, 26,,, 2,116,141,2,75,,,62,0923,,,403062,3,,367462,92,,1976
76IN05118,1974625216,74,2,K5216,,78,781,,,2,,,06,1,,,6,, 25,,, 1,112,144,2,78,,,62,0923,,,407762,5,,288062,92,,1976
76IN05119,1974625219,74,2,K5219,,76,762,,,,,,06,2,3,,6,,631,,, 1,116,146,,76,,,62,,,,341962,2,,382362,,,1976
76IN05120,1974625220,74,2,K5220,,76,762,,8,,,,06,2,3,,6,,632,,, 1,121,140,,76,,,62,,,,341962,1,,382362,,,1976
76IN05121,1974625226,74,2,K5226,,72,963,,,2,,,06,3,,,3,, 41,,, 1,105,130,2,72,,,62,0923,,,340362,5,,117662,92,,1976
76IN05122,1974625229,74,2,K5229,,75,750,,,,,,06,2,3,,6,,633,,, 2,132,141,,75,,,62,,,,375762,1,,167262,,,1976
76IN05123,1974625230,74,2,K5230,,75,750,,8,,,,06,2,,,6,,,,,,,,6,75,,,62,0521,,,375762,,,167262,01,,1976
76IN05124,1974625231,74,2,K5231,,78,782,,,,,,06,3,3,,6,,612,,, 2,118,151,,78,,,62,,,,406862,2,,269562,,,1976
76IN05125,1974625237,74,2,K5237,,75,750,,,,,,06,1,3,,6,,634,,, 1,123,145,,75,,,62,,,,375762,2,,921061,,,1976
76IN05126,1974625238,74,2,K5238,,70,700,,,,,,06,1,3,,2,,601,,, 1,125,132,,70,,,62,,,,411562,3,,348062,,,1976
76IN05127,1974625239,74,2,K5239,,76,761,,8,,,,06,1,3,,6,,631,,, 1,116,147,,76,,,62,,,,369162,5,,157362,,,1976
76IN05128,1974625245,74,2,K5245,,70,700,,8,3,,,06,1,,,2,,,,,12,94,106,,70,,,62,,,,411562,3,,378862,,,1976
76IN05129,1974625247,74,2,K5247,,76,762,,,,,,06,3,3,,6,,632,,, 2,126,149,,76,,,62,,,,341962,3,,934061,,,1976
76IN05130,1974625250,74,2,K5250,,75,751,,8,2,,,06,1,,,6,, 41,,, 2,134,163,2,75,,,62,0923,,,382562,2,,087662,92,,1976
76IN05131,1974625263,74,2,K5263,,75,750,,8,,,,06,3,3,,6,,633,,, 2,129,145,,75,,,62,,,,375762,2,,269462,,,1976
76IN05132,1974625267,74,2,K5267,,70,700,,,,,,06,3,3,,2,,603,,, 2,132,147,,70,,,62,,,,411562,1,,133862,,,1976
76IN05133,1974625271,74,2,K5271,,72,813,,8,,,,06,2,3,,3,,602,,, 5,111,135,,72,,,62,,,,413962,1,,036562,,,1976
76IN05134,1974625275,74,2,K5275,,76,762,,8,,,,06,2,3,,6,,634,,, 2,118,141,,76,,,62,,,,341962,2,,326762,,,1976
76IN05135,1974625277,74,2,K5277,,76,761,,,2,,,06,3,3,,6,,632,,, 3,109,141,,76,,,62,,,,369162,2,,931061,,,1976
76IN05136,1974625280,74,2,K5280,,75,751,,,,,,06,1,3,,6,,633,,, 1,122,144,,75,,,62,,,,382562,5,,265762,,,1976
76IN05137,1974625286,74,2,K5286,,78,782,,8,2,,,06,1,3,,6,,611,,, 1,116,156,,78,,,62,,,,406862,5,,171262,,,1976
76IN05138,1974625295,74,2,K5295,,78,782,,,,,,06,3,3,,6,,601,,, 2,107,123,,78,,,62,,,,406862,1,,235762,,,1976
76IN05139,1974625309,74,2,K5309,,72,983,,8,,,,06,1,3,,3,,611,,, 1,126,143,,72,,,62,,,,362362,2,,154762,,,1976
76IN05140,1974625313,74,2,K5313,,76,762,,,,,,06,1,3,,6,,634,,, 2,120,128,,76,,,62,,,,341962,3,,297062,,,1976
76IN05141,1974625314,74,2,K5314,,76,760,,,2,,,06,1,,,6,, 41,,, 1,111,155,2,76,,,62,0923,,,358862,5,,412062,92,,1976
76IN05142,1974625318,74,2,K5318,,75,750,,,,,,06,3,3,,6,,631,,, 1,117,128,,75,,,62,,,,375762,3,,955861,,,1976
76IN05143,1974625321,74,2,K5321,,72,913,,8,,,,06,1,3,,3,,602,,, 2,100,120,,72,,,62,,,,384462,2,,095862,,,1976
76IN05144,1974625326,74,2,K5326,,77,772,,8,,,,06,3,3,,6,,602,,, 1,94,120,,77,,,62,,,,464662,3,,917261,,,1976
76IN05145,1974625328,74,2,K5328,,75,751,,8,,,,06,2,3,,6,,633,,, 1,137,145,,75,,,62,,,,382562,1,,932961,,,1976
76IN05146,1974625330,74,2,K5330,,75,752,,,2,,,06,2,3,,6,,634,,, 1,109,131,,75,,,62,,,,403062,2,,224562,,,1976
76IN05147,1974625332,74,2,K5332,,76,760,,8,2,,,06,3,,,6,, 42,,, 1,106,147,2,76,,,62,0923,,,358862,5,,929761,92,,1976
76IN05148,1974625335,74,2,K5335,,78,780,,,,,,06,3,,,6,,,,,,,,6,78,,,62,0223,,,329762,,,128562,01,,1976
76IN05149,1974625338,74,2,K5338,,70,700,,8,,,,06,3,3,,2,,604,,, 3,130,137,,70,,,62,,,,411562,1,,026862,,,1976
76IN05150,1974625341,74,2,K5341,,78,780,,8,,,,06,1,3,,6,,612,,, 1,105,123,,78,,,62,,,,329762,2,,398562,,,1976
76IN05151,1974625345,74,2,K5345,,02,023,,,2,,,06,3,,,1,, 41,,, 1,101,124,2,02,,,62,0923,,,347262,5,,014262,92,,1976
76IN05152,1974625346,74,2,K5346,,75,750,,8,,,,06,3,3,,6,,631,,, 1,123,150,,75,,,62,,,,375762,5,,172162,,,1976
76IN05153,1974625350,74,2,K5350,,78,780,,,,,,06,1,3,,6,,603,,, 2,121,156,,78,,,62,,,,329762,1,,182262,,,1976
76IN05154,1974625363,74,2,K5363,,78,780,,8,,,,06,2,3,,6,,611,,, 1,113,128,,78,,,62,,,,329762,1,,217762,,,1976
76IN05155,1974625366,74,2,K5366,,78,780,,,2,,,06,2,3,,6,,613,,, 1,129,149,,78,,,62,,,,329762,3,,930261,,,1976
76IN05156,1974625367,74,2,K5367,,78,780,,8,,,,06,2,3,,6,,604,,, 2,115,128,,78,,,62,,,,329762,1,,930261,,,1976
76IN05157,1974625373,74,2,K5373,,77,771,,8,,,,06,1,,,6,,,,,,,,7,77,,,62,0528,,,479862,,,160562,97,,1976
76IN05158,1974625378,74,2,K5378,,78,781,,8,2,,,06,1,,,6,, 24,,, 1,111,146,2,78,,,62,0923,,,407762,5,,910361,92,,1976
76IN05159,1974625385,74,2,K5385,,76,761,,,,,,06,2,3,,6,,632,,, 2,114,146,,76,,,62,,,,369162,2,,119962,,,1976
76IN05160,1974625388,74,2,K5388,,77,770,,8,,,,06,1,3,,6,,614,,, 1,113,135,,77,,,62,,,,496862,3,,870561,,,1976
76IN05161,1974625393,74,2,K5393,,76,761,,8,,,,06,1,3,,6,,633,,, 1,111,134,,76,,,62,,,,369162,1,,419162,,,1976
76IN05162,1974625395,74,2,K5395,,78,782,,8,,,,06,2,3,,6,,611,,, 1,100,121,,78,,,62,,,,406862,1,,153262,,,1976
76IN05163,1974625397,74,2,K5397,,72,963,,8,2,,,06,2,,,3,, 26,,, 1,101,129,2,72,,,62,0923,,,340362,1,,168762,92,,1976
76IN05164,1974625399,74,2,K5399,,78,780,,,,,,06,3,,,6,,,,,,,,6,78,,,62,0413,,,329762,,,841461,50,-,1976
