UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,JAW,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
76IN01945,1975014479,75,3,P4479,,,05,,2,3,,,30,,,,,,,,,,,,3,,,,01,0401,,,000007,,,292807,93,,1976
76IN01946,1975014481,75,1,P4481,,,09,,2,3,,,08,,,,,,,,,,,,3,,,,01,0401,,,000008,,,162708,93,,1976
76IN01947,1975014483,75,3,P4483,,,09,,2,,,,08,,,,,,,,,,,,3,,,,01,0202,,,000008,,,162708,93,,1976
76IN01948,1975014484,75,1,P4484,,,05,,2,3,,,30,,,,,,,,,,,,3,,,,01,0405,,,000007,,,050307,93,,1976
76IN01949,1975014485,75,1,P4485,,,05,,2,2,,,30,,,1,,5,,,08,,95,98,,,079,,01,,066,5,000007,,,050307,,,1976
76IN01950,1975014487,75,1,P4487,,,01,,2,3,,,02,,,,,,,,,,,,3,,,,01,0401,,,000004,,,325604,93,,1976
76IN01951,1975014489,75,1,P4489,,,08,,2,,,,08,,,,,,,,,,,,6,,,,01,0227,,,000008,,,023508,01,,1976
76IN01952,1975014497,75,3,P4497,,,07,,2,,,,08,,,,,,,,,,,,5,,,,01,0220,,,000008,,,010308,95,,1976
76IN01953,1975014499,75,3,P4499,,,02,,2,,,,01,,,,,,,,,,,,6,,,,01,0207,,,000004,,,265701,21,,1976
76IN01954,1975014502,75,3,P4502,,,01,,2,,,,01,,,,,,,,,,,,3,,,,01,0202,,,000004,,,007301,93,,1976
76IN01955,1975014503,75,3,P4503,,,01,,2,,,,01,,,,,,,,,,,,5,,,,01,0220,,,000004,,,007301,95,,1976
76IN01956,1975014508,75,3,P4508,,,12,,2,3,,,51,,,,,,,,,,,,3,,,,01,0401,,,000009,,,125709,93,,1976
76IN01957,1975014509,75,3,P4509,,,06,,2,,,,30,,,,,,,,,,,,3,,,,01,0202,,,000007,,,134907,93,,1976
76IN01958,1975014512,75,3,P4512,,,04,,2,,,,30,,,,,,,,,,,,3,,,,01,0302,,,000007,,,210407,93,,1976
76IN01959,1975014513,75,3,P4513,,,04,,2,,,,30,,,,,,,,,,,,3,,,,01,0202,,,000007,,,210407,93,,1976
76IN01960,1975014515,75,1,P4515,,,04,,2,3,,,30,,,,,,,,,,,,3,,,,01,0401,,,000007,,,138407,93,,1976
76IN01961,1975014517,75,3,P4517,,,06,,2,3,,,30,,,,,,,,,,,,3,,,,01,0405,,,000007,,,153907,93,,1976
76IN01962,1975014519,75,3,P4519,,,06,,2,3,,,30,,,,,,,,,,,,3,,,,01,0322,,,000007,,,154507,93,,1976
76IN01963,1975014520,75,3,P4520,,,06,,2,3,,,30,,,,,,,,,,,,3,,,,01,0322,,,000007,,,154507,93,,1976
76IN01964,1975014523,75,3,P4523,,,02,,2,,,,02,,,,,,,,,,,,3,,,,01,0302,,,000004,,,230004,93,,1976
76IN01965,1975014524,75,3,P4524,,,02,,2,3,,,02,,,,,,,,,,,,3,,,,01,0322,,,000004,,,230004,93,,1976
76IN01966,1975014525,75,3,P4525,,,12,,2,,,,51,,,,,,,,,,,,3,,,,01,0202,,,000009,,,304209,93,,1976
76IN01967,1975014527,75,1,P4527,,,06,,2,2,,,30,,,1,,1,142,,07,,78,102,2,,052,,01,0923,041,3,000007,,,143007,92,,1976
76IN01968,1975014528,75,3,P4528,,,06,,2,3,,,30,,,,,,,,,,,,3,,,,01,0322,,,000007,,,143007,93,,1976
76IN01969,1975014530,75,1,P4530,,,08,,2,3,,,08,,,,,,,,,,,,3,,,,01,0322,,,000008,,,021208,93,,1976
76IN01970,1975014531,75,3,P4531,,,01,,2,,,,02,,,,,,,,,,,,5,,,,01,0220,,,000004,,,296504,95,,1976
76IN01971,1975014532,75,1,P4532,,,02,,2,3,,,02,,,,,,,,,,,,3,,,,01,0322,,,000004,,,152704,93,,1976
76IN01972,1974188037,74,1,C8037,,72,880,,,3,,,07,2,,1,3,6,,,11,,137,170,3,72,093,,18,0731,173,2,690518,,188,273218,93,,1976
76IN01973,1974188040,74,1,C8040,,70,700,,,2,,,07,2,,2,2,2,126,,06,,177,207,2,70,091,,18,0923,178,2,648218,,228,312418,92,,1976
76IN01974,1974188047,74,1,C8047,,75,752,,,2,,,07,2,,1,6,7,139,,07,,172,199,2,75,091,,18,0923,157,2,740518,,229,522618,92,,1976
76IN01975,1974188079,74,1,C8079,,72,970,,,3,,,07,1,,1,3,1,,,15,,176,201,3,72,084,,18,0731,155,2,685818,,206,471718,93,,1976
76IN01976,1974188084,74,1,C8084,,70,701,,,2,,,07,3,,2,2,1,117,,05,,226,242,2,70,105,,18,0923,165,4,690118,,257,269118,92,,1976
76IN01977,1974188093,74,1,C8093,,70,702,,,2,,,07,2,,1,2,4,126,,08,,156,189,2,70,098,,18,0923,164,2,634318,,214,266518,92,,1976
76IN01978,1974188133,74,1,C8133,,72,860,,,2,,,07,2,,2,3,7,139,,09,,189,206,2,72,085,,18,0923,153,2,693918,,224,278518,92,,1976
76IN01979,1974188134,74,1,C8134,,70,701,,,,,,07,1,,2,2,1,,,08,,202,,2,70,090,,18,1122,206,2,690118,,244,502318,92,,1976
76IN01980,1974188149,74,1,C8149,,72,920,,,3,,,07,1,,1,3,7,,,15,,171,206,3,72,082,,18,0831,171,2,674718,,199,386318,93,,1976
76IN01981,1974188154,74,1,C8154,,72,940,,,3,,,07,2,,1,3,1,,,14,,178,199,3,72,098,,18,0731,170,2,702918,,212,317518,93,,1976
76IN01982,1974188171,74,1,C8171,,72,950,,,3,,,07,1,,1,3,7,,,15,,176,201,3,72,112,,18,0731,197,4,637118,,222,382018,93,,1976
76IN01983,1974188194,74,1,C8194,,72,910,,,2,,,07,2,,2,3,1,119,,12,,191,223,2,72,117,,18,0923,177,2,708718,,226,324818,92,,1976
76IN01984,1974188198,74,1,C8198,,72,850,,,2,,,07,2,,1,3,7,140,,10,,148,179,2,72,081,,18,0923,134,2,638418,,191,286818,92,,1976
76IN01985,1974188235,74,1,C8235,,70,702,,,2,,,07,1,,1,2,1,121,,07,,178,202,2,70,116,,18,0923,182,2,634318,,230,580818,92,,1976
76IN01986,1974188249,74,1,C8249,,72,800,,,3,,,07,1,,1,3,6,,,10,,176,203,3,72,088,,18,0731,154,2,661818,,206,450618,93,,1976
76IN01987,1974188275,74,1,C8275,,75,751,,,2,,,07,3,,3,6,4,126,,06,,211,231,2,75,076,,18,0923,141,2,750318,,250,702118,92,,1976
76IN01988,1974188436,74,1,C8436,,72,900,,,3,,,07,1,,2,3,4,,,12,,114,139,3,72,081,,18,0731,142,2,653018,,162,649918,93,,1976
76IN01989,1974188444,74,1,C8444,,72,870,,,3,,,07,3,,1,3,6,,,10,,143,179,3,72,106,,18,0731,165,3,701718,,201,273318,93,,1976
76IN01990,1974188456,74,1,C8456,,72,820,,,,,,07,3,,,3,,,,,,,,6,72,,,18,0209,,,709518,,,295918,06,,1976
76IN01991,1974188466,74,1,C8466,,70,700,,,2,,,07,3,,3,2,2,116,,07,,209,230,2,70,102,,18,0923,184,2,648218,,248,587118,92,,1976
76IN01992,1974188480,74,1,C8480,,72,960,,,3,,,07,1,,2,3,7,,,15,,155,180,3,72,101,,18,0731,165,2,637018,,206,679718,93,,1976
76IN01993,1974188537,74,1,C8537,,72,880,,,3,,,07,3,,1,3,1,,,10,,142,154,3,72,093,,18,0731,180,2,690518,,188,420018,93,,1976
76IN01994,1974188545,74,1,C8545,,72,890,,,3,,,07,2,,2,3,6,,,15,,137,162,3,72,087,,18,0731,126,2,685518,,182,647818,93,,1976
76IN01995,1974188565,74,1,C8565,,72,920,,,3,,,07,1,,1,3,7,,,15,,147,180,3,72,079,,18,0731,135,2,674718,,183,652318,93,,1976
76IN01996,1974188574,74,1,C8574,,72,850,,,3,,,07,3,,2,3,4,,,08,,153,185,3,72,075,,18,0731,138,2,638418,,196,344518,93,,1976
76IN01997,1974188611,74,1,C8611,,72,840,,,3,,,07,3,,1,3,1,,,15,,147,172,3,72,073,,18,0731,138,2,658318,,182,542218,93,,1976
76IN01998,1974188638,74,1,C8638,,72,870,,,2,,,07,3,,2,3,2,126,,13,,154,190,2,72,081,,18,0923,174,2,701718,,197,533918,92,,1976
76IN01999,1974188652,74,1,C8652,,72,900,,,2,,,07,1,,2,3,4,126,,09,,156,192,2,72,090,,18,0923,182,2,653018,,211,614218,92,,1976
76IN02000,1974188694,74,1,C8694,,72,990,,,2,,,07,1,,1,3,4,126,,09,,156,188,2,72,101,,18,0923,135,3,722118,,206,379218,92,,1976
76IN02001,1974188702,74,1,C8702,,72,930,,,3,,,07,1,,1,3,6,,,05,,97,128,3,72,082,,18,0731,081,2,716818,,180,384718,93,,1976
76IN02002,1974188707,74,1,C8707,,72,810,,,2,,,07,3,,1,3,4,118,,10,,186,212,2,72,084,,18,0923,135,2,647618,,219,303918,92,,1976
76IN02003,1974188737,74,1,C8737,,75,751,,,2,,,07,1,,3,6,2,120,,08,,189,216,2,75,085,,18,0923,205,2,750318,,235,959314,92,,1976
76IN02004,1974188738,74,1,C8738,,72,990,,,2,,,07,1,,2,3,7,140,,13,,148,183,2,72,090,,18,0923,160,2,722118,,199,555018,92,,1976
76IN02005,1975188809,75,1,C8809,,73,731,,,2,,,07,3,,2,6,1,123,,10,,128,161,2,73,093,,18,0923,143,3,812418,,215,726418,92,,1976
76IN02006,1975188810,75,1,C8810,,72,960,,,1,,,07,1,,2,3,2,,,10,,122,151,6,72,087,,18,0726,109,2,786318,,197,613418,15,,1976
76IN02007,1975188825,75,1,C8825,,76,762,,,2,,,07,1,,1,6,7,136,,11,,134,171,2,76,091,,18,0923,131,2,876518,,216,751018,92,,1976
76IN02008,1975188841,75,1,C8841,,72,900,,,1,,,07,2,,2,3,5,810,,09,,126,157,,72,102,,18,,131,3,757918,,217,556118,,,1976
76IN02009,1975188842,75,1,C8842,,72,900,,,3,,,07,2,,2,3,7,,,10,,121,148,3,72,088,,18,0731,115,2,757918,,204,556118,93,,1976
76IN02010,1975188849,75,1,C8849,,74,741,,,3,,,07,3,,1,6,4,,,10,,127,162,3,74,091,,18,0831,170,3,826718,,206,537718,93,,1976
76IN02011,1975188854,75,1,C8854,,72,810,,,1,,,07,2,,1,3,7,840,,14,,117,144,,72,075,,18,,102,2,761118,,194,305418,,,1976
76IN02012,1975188857,75,1,C8857,,70,702,,,1,,,07,1,,1,2,2,,,06,,148,178,,70,083,,18,,126,6,740618,,233,576118,,,1976
76IN02013,1975188861,75,1,C8861,,74,741,,,2,,,07,1,,2,6,7,136,,13,,137,173,2,74,086,,18,0923,108,2,826718,,207,569018,92,,1976
76IN02014,1975188862,75,1,C8862,,75,750,,,2,,,07,1,,2,6,6,125,,06,,139,168,2,75,087,,18,0923,133,2,835818,,219,391618,92,,1976
76IN02015,1975188863,75,1,C8863,,70,701,,,2,,,07,1,,1,2,1,124,,10,,122,146,2,70,092,,18,0923,108,2,799918,,206,794818,92,,1976
76IN02016,1975188866,75,1,C8866,,75,752,,,3,,,07,3,,1,6,6,,,07,,119,146,3,75,078,,18,0731,141,2,867818,,203,338918,93,,1976
76IN02017,1975188871,75,1,C8871,,73,732,,,3,,,07,2,,2,6,7,,,15,,106,139,3,73,093,,18,0731,094,2,841218,,190,634118,93,,1976
76IN02018,1975188873,75,1,C8873,,75,751,,,2,,,07,1,,1,6,2,109,,05,,146,181,2,75,076,,18,0923,130,2,827518,,225,546718,92,,1976
76IN02019,1975188875,75,1,C8875,,72,850,,,,,,07,3,,,3,,,,,,,,7,72,,,18,0528,,,760818,,,636518,97,,1976
76IN02020,1975188878,75,1,C8878,,72,850,,,3,,,07,3,,2,3,1,,,09,,111,142,3,72,083,,18,0831,118,2,760818,,193,314018,93,,1976
76IN02021,1975188884,75,1,C8884,,75,750,,,3,,,07,3,,1,6,2,,,09,,114,135,3,75,096,,18,0731,120,2,835818,,199,540618,93,,1976
76IN02022,1975188891,75,1,C8891,,75,750,,,2,,,07,2,,1,6,7,135,,08,,122,159,2,75,085,,18,0923,111,2,835818,,212,696218,92,,1976
76IN02023,1975188896,75,1,C8896,,73,731,,,1,,,07,3,,1,6,2,,,09,,106,140,6,73,072,,18,0726,088,2,812418,,191,627918,15,,1976
76IN02024,1975188901,75,1,C8901,,73,731,,,2,,,07,2,,2,6,7,137,,09,,139,152,2,73,087,,18,0923,125,2,812418,,225,899314,92,,1976
76IN02025,1975188905,75,1,C8905,,70,702,,,2,,,07,1,,1,2,2,114,,06,,134,168,2,70,076,,18,0923,105,3,740618,,221,778818,92,,1976
76IN02026,1975188910,75,1,C8910,,70,701,,,2,,,07,3,,1,2,2,106,,11,,126,162,2,70,081,,18,0923,115,2,799918,,200,589918,92,,1976
76IN02027,1975188930,75,1,C8930,,75,752,,,2,,,07,2,,2,6,7,137,,10,,131,159,2,75,090,,18,0923,137,2,867818,,213,388318,92,,1976
76IN02028,1975188936,75,1,C8936,,76,761,,,3,,,07,2,,2,6,5,,,08,,119,141,3,76,092,,18,0731,088,2,857818,,205,553318,93,,1976
76IN02029,1975188937,75,1,C8937,,76,761,,,3,,,07,2,,1,6,4,,,11,,114,139,3,76,086,,18,0731,100,3,857818,,202,553318,93,,1976
76IN02030,1975188946,75,1,C8946,,72,880,,,1,,,07,1,,2,3,7,870,,13,,131,164,,72,080,,18,,113,2,774518,,202,652318,,,1976
76IN02031,1975188956,75,1,C8956,,74,741,,,2,,,07,2,,2,6,6,134,,07,,150,180,2,74,084,,18,0923,144,3,826718,,238,352018,92,,1976
76IN02032,1975188959,75,1,C8959,,73,731,,,2,,,07,3,,1,6,1,124,,09,,127,158,2,73,081,,18,0923,140,2,812418,,210,720818,92,,1976
76IN02033,1975188962,75,1,C8962,,76,761,,,3,,,07,2,,5,6,1,,,12,,106,135,3,76,095,,18,0731,083,3,857818,,193,517018,93,,1976
76IN02034,1975188963,75,1,C8963,,76,761,,,1,,,07,2,,1,6,1,,,13,,141,175,,76,107,,18,,146,3,857818,,223,517018,,,1976
76IN02035,1975188964,75,1,C8964,,72,890,,,,,,07,1,,,3,,,,,,,,7,72,,,18,0528,,,756118,,,555018,97,,1976
76IN02036,1975188966,75,1,C8966,,75,752,,,2,,,07,1,,1,6,7,137,,08,,126,161,2,75,089,,18,0923,124,2,867818,,214,662318,92,,1976
76IN02037,1975188970,75,1,C8970,,72,910,,,3,,,07,1,,1,3,7,,,15,,104,131,7,72,103,,18,0730,094,3,743818,,186,559718,97,,1976
76IN02038,1975188971,75,1,C8971,,74,742,,,,,,07,3,,,6,,,,,,,,7,74,,,18,0528,,,822518,,,558718,97,,1976
76IN02039,1975188975,75,1,C8975,,70,700,,,1,,,07,2,,1,2,4,,,09,,130,159,,70,089,,18,,110,3,771718,,213,396718,,,1976
76IN02040,1975188976,75,1,C8976,,70,700,,,3,,,07,2,,2,2,6,,,09,,110,138,3,70,082,,18,0731,098,2,771718,,195,396718,93,,1976
76IN02041,1975188984,75,1,C8984,,76,760,,,2,,,07,1,,4,6,2,123,,13,,136,176,2,76,096,,18,0923,135,2,851118,,211,678718,92,,1976
76IN02042,1975188985,75,1,C8985,,73,732,,,3,,,07,3,,1,6,6,,,10,,108,135,3,73,098,,18,0731,127,2,841218,,201,724818,93,,1976
76IN02043,1975188987,75,1,C8987,,74,742,,,3,,,07,1,,2,6,5,,,14,,122,153,3,74,076,,18,0731,104,2,822518,,198,782418,93,,1976
76IN02044,1975189000,75,1,C9000,,75,750,,,2,,,07,2,,2,6,7,135,,08,,127,160,2,75,088,,18,0923,100,2,835818,,210,422218,92,,1976
76IN02045,1975189002,75,1,C9002,,74,742,,,3,,,07,1,,1,6,7,,,11,,137,178,3,74,077,,18,0731,145,2,822518,,210,446818,93,,1976
76IN02046,1975189003,75,1,C9003,,74,741,,,,,,07,1,,,6,,,,,,,,7,74,,,18,0528,,,826718,,,671418,97,,1976
76IN02047,1975189010,75,1,C9010,,76,762,,,1,,,07,2,,1,6,5,,,10,,117,161,,76,089,,18,,117,2,876518,,202,484118,,,1976
76IN02048,1975189021,75,1,C9021,,74,742,,,2,,,07,3,,2,6,1,124,,11,,136,176,2,74,085,,18,0923,130,2,822518,,210,425318,92,,1976
76IN02049,1975189025,75,1,C9025,,74,740,,,2,,,07,1,,1,6,7,131,,07,,137,172,2,74,086,,18,0923,130,3,817818,,227,662418,92,,1976
76IN02050,1975189027,75,1,C9027,,74,742,,,2,,,07,1,,2,6,7,137,,15,,142,178,2,74,079,,18,0923,141,2,822518,,206,565418,92,,1976
76IN02051,1975189045,75,1,C9045,,72,830,,,1,,,07,1,,2,3,4,900,,12,,111,144,,72,085,,18,,143,3,783918,,200,776018,,,1976
76IN02052,1975189049,75,1,C9049,,73,732,,,3,,,07,1,,2,6,7,,,07,,113,143,3,73,087,,18,0731,106,2,841218,,201,583118,93,,1976
76IN02053,1975189055,75,1,C9055,,74,742,,,2,,,07,3,,1,6,7,138,,13,,134,163,2,74,091,,18,0923,116,2,822518,,210,766518,92,,1976
76IN02054,1975189057,75,1,C9057,,75,752,,,3,,,07,3,,2,6,4,,,10,,108,138,3,75,076,,18,0731,143,2,867818,,197,727318,93,,1976
76IN02055,1975189059,75,1,C9059,,72,880,,,3,,,07,2,,1,3,7,,,09,,117,139,3,72,076,,18,0731,099,2,774518,,201,421118,93,,1976
76IN02056,1975189060,75,1,C9060,,70,702,,,2,,,07,1,,1,2,1,,,07,,136,161,3,70,092,,18,0927,131,2,740618,,217,580818,93,,1976
76IN02057,1975189065,75,1,C9065,,70,702,,,2,,,07,3,,1,2,2,101,,06,,136,170,2,70,073,,18,0923,118,2,740618,,216,512118,92,,1976
76IN02058,1975189069,75,1,C9069,,72,860,,,1,,,07,2,,2,3,7,,,11,,104,133,6,72,070,,18,0803,090,2,750018,,187,317518,04,,1976
76IN02059,1975189071,75,1,C9071,,73,731,,,2,,,07,1,,2,6,4,112,,09,,146,172,2,73,086,,18,0923,142,2,812418,,228,761918,92,,1976
76IN02060,1975189080,75,1,C9080,,72,930,,,,,,07,1,,,3,,,,,,,,7,72,,,18,0528,,,769718,,,469718,97,,1976
76IN02061,1975189082,75,1,C9082,,76,761,,,2,,,07,3,,1,6,1,122,,13,,142,174,2,76,095,,18,0923,131,4,857818,,222,749418,92,,1976
76IN02062,1975189086,75,1,C9086,,70,701,,,3,,,07,1,,2,2,6,,,10,,138,168,3,70,093,,18,0731,131,2,799918,,215,365918,93,,1976
76IN02063,1975189087,75,1,C9087,,76,760,,,2,,,07,3,,1,6,6,132,,08,,147,178,3,76,093,,18,0927,146,2,851118,,225,333318,93,,1976
76IN02064,1975189089,75,1,C9089,,70,700,,,,,,07,1,,2,2,2,110,,07,,141,175,2,70,095,,18,0923,132,5,771718,,226,568818,92,,1976
76IN02065,1975189090,75,1,C9090,,74,740,,,3,,,07,1,,1,6,7,,,12,,129,159,3,74,080,,18,0731,120,2,817818,,204,512818,93,,1976
76IN02066,1975189094,75,1,C9094,,72,870,,,3,,,07,2,,1,3,4,,,16,,119,147,3,72,080,,18,0731,095,2,788718,,191,324818,93,,1976
76IN02067,1975189097,75,1,C9097,,70,701,,,3,,,07,1,,1,2,2,,,08,,124,157,3,70,073,,18,0831,130,2,799918,,202,585318,93,,1976
76IN02068,1975189100,75,1,C9100,,75,751,,,3,,,07,2,,2,6,5,,,06,,154,182,3,75,081,,18,0831,111,2,827518,,236,618718,93,,1976
76IN02069,1975189101,75,1,C9101,,75,751,,,2,,,07,2,,2,6,6,133,,06,,142,174,2,75,089,,18,0923,115,2,827518,,227,618718,92,,1976
76IN02070,1975189106,75,1,C9106,,74,741,,,3,,,07,3,,1,6,2,,,12,,112,142,3,74,091,,18,0731,116,2,826718,,192,601318,93,,1976
76IN02071,1975189116,75,1,C9116,,72,870,,,1,,,07,1,,2,3,1,930,,11,,121,151,,72,103,,18,,110,2,788718,,200,420618,,,1976
76IN02072,1975189118,75,1,C9118,,70,701,,,2,,,07,1,,2,2,2,104,,08,,135,163,2,70,081,,18,0923,123,2,799918,,217,667918,92,,1976
76IN02073,1975189123,75,1,C9123,,74,742,,,2,,,07,3,,2,6,1,113,,10,,166,204,2,74,088,,18,0923,147,4,822518,,239,414718,92,,1976
76IN02074,1975189125,75,1,C9125,,72,990,,,2,,,07,1,,1,3,5,125,,12,,128,163,2,72,083,,18,0923,088,2,738518,,207,763318,92,,1976
76IN02075,1975189126,75,1,C9126,,72,820,,,1,,,07,2,,2,3,1,800,,09,,136,162,,72,088,,18,,098,2,748018,,219,308118,,,1976
76IN02076,1975189132,75,1,C9132,,76,762,,,2,,,07,1,,1,6,7,137,,10,,133,171,2,76,089,,18,0923,122,2,876518,,216,670918,92,,1976
76IN02077,1975189133,75,1,C9133,,72,800,,,1,,,07,1,,1,3,4,830,,13,,126,152,,72,077,,18,,090,2,775618,,198,708618,,,1976
76IN02078,1975189141,75,1,C9141,,72,920,,,1,,,07,2,,2,3,5,860,,08,,123,162,,72,088,,18,,117,2,732018,,211,344518,,,1976
76IN02079,1975189149,75,1,C9149,,74,740,,,1,,,07,2,,2,6,4,103,,08,,137,159,,74,082,,18,,121,2,817818,,220,426818,,,1976
76IN02080,1975189151,75,1,C9151,,73,732,,,3,,,07,1,,2,6,7,,,11,,114,139,3,73,081,,18,0731,102,2,841218,,191,497518,93,,1976
76IN02081,1975189158,75,1,C9158,,74,740,,,2,,,07,1,,2,6,4,123,,09,,133,154,2,74,079,,18,0923,108,2,817818,,215,942714,92,,1976
76IN02082,1975189161,75,1,C9161,,73,732,,,2,,,07,2,,1,6,7,129,,08,,145,178,2,73,073,,18,0923,123,2,841218,,229,954014,92,,1976
76IN02083,1975189169,75,1,C9169,,76,760,,,2,,,07,1,,1,6,6,134,,12,,151,181,2,76,081,,18,0923,144,2,851118,,224,668218,92,,1976
76IN02084,1975189171,75,1,C9171,,76,762,,,3,,,07,3,,2,6,2,,,07,,116,145,3,76,086,,18,0731,128,3,876518,,205,612918,93,,1976
76IN02085,1975189182,75,1,C9182,,74,741,,,3,,,07,2,,2,6,7,,,09,,122,144,3,74,088,,18,0731,132,2,826718,,209,574118,93,,1976
