UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,Y3,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
93IN01457,1990036108,L6108,03,90,2,73,2,30,732,148703,330603,6,,1,1,,5,153,192,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01458,1990036112,L6112,03,90,2,73,2,30,731,145703,144903,6,,1,1,,5,153,185,2,,0,,,,,-FL,,F,2.5,,1993
93IN01459,1990036113,L6113,03,90,1,73,2,30,732,148703,871902,6,,1,3,,M,165,0,0,,0,,93,0809,,,,,2.5,,1993
93IN01460,1990036114,L6114,03,90,2,73,2,30,732,148703,871902,6,,1,1,,5,124,138,2,,0,,,,,-FL,,F,2.5,,1993
93IN01461,1990036135,L6135,03,90,1,73,2,30,731,145703,738402,6,,1,2,123,M,179,220,0,,0,,92,0923,,,,,2.5,,1993
93IN01462,1990036141,L6141,03,90,2,73,2,30,732,148703,768702,2,,0,1,,5,154,171,1,,0,,,,A,-0,4,2,2.5,,1993
93IN01463,1990036145,L6145,03,90,2,73,2,30,731,145703,028503,6,,1,1,,5,136,161,2,,0,,,,,-FL,,F,2.5,,1993
93IN01464,1990036153,L6153,03,90,2,72,2,30,723,455103,146703,6,,1,1,,5,145,130,2,,0,,,,,-FL,,F,2.5,,1993
93IN01465,1990036158,L6158,03,90,2,72,2,30,721,304303,013103,6,,1,1,,5,161,203,1,,0,,,,,-FL,4,F,2.5,,1993
93IN01466,1990036159,L6159,03,90,2,72,2,30,721,304303,013103,6,,1,2, 49,5,151,189,1,,0,,92,0923,,,,,2.5,,1993
93IN01467,1990036164,L6164,03,90,2,72,2,30,722,288603,145503,6,,1,1,,5,118,134,3,,0,,,,,-FL,,F,2.5,,1993
93IN01468,1990036165,L6165,03,90,2,72,2,30,722,288603,145503,2,,1,1,,5,127,158,1,,0,,,,A,-2,4,2,2.5,,1993
93IN01469,1990036168,L6168,03,90,2,72,2,30,722,288603,396602,6,,1,3,,5,123,0,0,,0,,93,0913,,,,,2.5,DRY CULL EWE,1993
93IN01470,1990036171,L6171,03,90,1,72,2,30,723,455103,622202,2,,1,4,LIB,*,0,0,0,,0,L,,,,,,,2.5,,1993
93IN01471,1990036190,L6190,03,90,2,72,2,30,724,447103,032103,6,,1,1,,5,132,151,2,,0,,,,,-FL,,F,2.5,,1993
93IN01472,1990036192,L6192,03,90,2,72,2,30,723,455103,300703,6,,1,1,,5,139,143,2,,0,,,,,-FL,,F,2.5,JAW3,1993
93IN01473,1990036197,L6197,03,90,2,73,2,30,731,145703,587902,6,,1,1,,5,151,194,2,,0,,,,,-FL,,F,2.5,,1993
93IN01474,1990036201,L6201,03,90,2,72,2,30,721,304303,754002,6,,1,1,,5,154,168,2,,0,,,,,-FL,,F,2.5,,1993
93IN01475,1990036202,L6202,03,90,1,72,2,30,721,304303,754002,6,,1,2,XXX,M,199,242,0,,0,,93,0927,,,,,2.5,"LAME LF, 3JAW",1993
93IN01476,1990036207,L6207,03,90,2,72,2,30,722,288603,040603,6,,1,2, 50,5,158,180,1,,0,,92,0923,,,,,2.5,"NR,BRITCHY",1993
93IN01477,1990036209,L6209,03,90,2,72,2,30,722,288603,311280,6,,1,2, 50,5,136,171,1,,0,,92,0923,,,,,2.5,"NR,BRITCHY",1993
93IN01478,1990036210,L6210,03,90,2,72,2,30,722,288603,311280,6,,1,1,,5,132,147,1,,0,,,,,-FL,,F,2.5,LAMBED 7/4/93,1993
93IN01479,1990036213,L6213,03,90,2,72,2,30,723,455103,023003,6,,1,1,,5,132,189,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01480,1990036215,L6215,03,90,2,72,2,30,723,455103,167803,6,,1,1,,5,148,173,2,,0,,,,,-FL,,F,2.5,4TEATS,1993
93IN01481,1990036216,L6216,03,90,2,72,2,30,721,304303,180803,6,,1,2, 49,5,140,181,1,,0,,92,0923,,,,,2.5,,1993
93IN01482,1990036232,L6232,03,90,2,72,2,30,724,447103,995602,6,,1,1,,5,153,159,2,,0,,,,,-FL,,F,2.5,,1993
93IN01483,1990036258,L6258,03,90,2,72,2,30,723,455103,153603,6,,1,3,NAV,N,130,0,0,,0,X,93,0601,,,,,2.5,BLUEBAG 10/09,1993
93IN01484,1990036261,L6261,03,90,2,72,2,30,722,288603,874802,6,,1,1,,5,133,141,2,,0,,,,,-FL,,F,2.5,,1993
93IN01485,1990036268,L6268,03,90,2,72,2,30,721,304303,319280,6,,1,1,,5,138,163,1,,0,,,,,-FL,4,F,2.5,,1993
93IN01486,1990036272,L6272,03,90,2,72,2,30,724,447103,757702,6,,1,1,,5,144,158,2,,0,,,,,-FL,,F,2.5,,1993
93IN01487,1990036273,L6273,03,90,2,72,2,30,724,447103,757702,2,,1,1,,5,120,158,1,,0,,,,A,-0,4,2,2.5,LAMBED 9/92,1993
93IN01488,1990036274,L6274,03,90,2,72,2,30,724,447103,110503,6,,1,2, 49,5,130,157,1,,0,,92,0923,,,,,2.5,,1993
93IN01489,1990036275,L6275,03,90,2,73,2,30,732,000003,012703,2,,1,6,OVX,*,0,0,0,,0,X,50,0331,,,,,2.5,OVX.R.EYE BAD,1993
93IN01490,1990036276,L6276,03,90,2,72,2,30,722,288603,323103,6,,1,1,,5,113,119,2,,0,,,,,-FL,,F,2.5,,1993
93IN01491,1990036284,L6284,03,90,2,72,2,30,722,288603,124603,6,,1,1,,5,121,158,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01492,1990036289,L6289,03,90,2,72,2,30,724,447103,043303,6,,1,1,,5,139,162,2,,0,,,,,-FL,,F,2.5,,1993
93IN01493,1990036301,L6301,03,90,2,72,2,30,722,288603,020503,6,,1,1,,5,143,173,1,,0,,,,,-FL,4,F,2.5,,1993
93IN01494,1990036311,L6311,03,90,2,72,2,30,721,304303,474602,6,,1,1,,5,135,170,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01495,1990036318,L6318,03,90,2,73,2,30,733,000003,133503,6,,1,2, 49,5,131,163,1,,0,,92,0923,,,,,2.5,,1993
93IN01496,1990036320,L6320,03,90,2,73,2,30,731,000003,279303,6,,1,1,,5,111,146,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01497,1990036327,L6327,03,90,2,72,2,30,721,304303,303103,6,,1,2, 50,5,126,153,1,,0,,92,0923,,,,,2.5,,1993
93IN01498,1990036330,L6330,03,90,2,72,2,30,721,304303,613402,6,,1,2, 49,5,145,182,1,,0,,92,0923,,,,,2.5,,1993
93IN01499,1990036332,L6332,03,90,2,73,2,30,731,000003,324580,6,,1,1,,5,118,148,1,,0,,,,,-FL,4,F,2.5,,1993
93IN01500,1990036345,L6345,03,90,2,73,2,30,732,000003,752102,6,,1,1,,5,132,158,2,,0,,,,,-FL,,F,2.5,,1993
93IN01501,1990036353,L6353,03,90,2,73,2,30,733,000003,163903,6,,1,1,,5,112,125,2,,0,,,,,-FL,,F,2.5,,1993
93IN01502,1990036369,L6369,03,90,2,72,2,30,722,288603,278003,6,,1,3,,5,159,165,2,,0,,93,1206,,MKT,,,2.5,? BAG 93,1993
93IN01503,1990036380,L6380,03,90,2,73,2,30,732,000003,164803,6,,1,1,,5,115,142,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01504,1990036384,L6384,03,90,2,72,2,30,724,447103,609902,6,,1,1,,5,113,139,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01505,1990036385,L6385,03,90,2,72,2,30,724,447103,609902,6,,1,1,,5,128,156,1,,0,,,,,-FL,3,F,2.5,,1993
93IN01506,1990036388,L6388,03,90,2,72,2,30,721,304303,151503,6,,1,2, 50,5,140,170,1,,0,,92,0923,,,,,2.5,"NR,COARSE",1993
93IN01507,1990036390,L6390,03,90,2,72,2,30,721,304303,320103,6,,1,2, 50,5,129,143,1,,0,,92,0923,,,,,2.5,,1993
93IN01508,1990036393,L6393,03,90,2,72,2,30,723,455103,311803,6,,1,2, 50,5,131,163,1,,0,,92,0923,,,,,2.5,"NR,BRITCHY",1993
93IN01509,1990036405,L6405,03,90,2,72,2,30,722,288603,174603,6,,1,3,,5,139,171,1,,0,,93,1206,,MKT,,,2.5,SM BAG 93,1993
93IN01510,1990036413,L6413,03,90,2,73,2,30,732,000003,149903,6,,1,1,,5,148,185,1,,0,,,,,-FL,4,F,2.5,,1993
93IN01511,1990036414,L6414,03,90,2,73,2,30,732,000003,767802,6,,1,1,,5,125,155,2,,0,,,,,-FL,,F,2.5,,1993
93IN01512,1990036421,L6421,03,90,2,72,2,30,722,288603,161003,6,,1,1,,5,128,135,2,,0,,,,,-FL,,F,2.5,,1993
93IN01513,1990036426,L6426,03,90,2,72,2,30,724,447103,716402,6,,1,2, 49,5,135,165,1,,0,,92,0923,,,,,2.5,,1993
93IN01514,1990036427,L6427,03,90,2,73,2,30,732,000003,120203,6,,1,1,,5,144,190,2,,0,,,,,-FL,,F,2.5,,1993
93IN01515,1990036429,L6429,03,90,2,72,2,30,724,447103,139203,2,,1,1,,5,118,130,1,,0,,,,A,-2,3,2,2.5,,1993
93IN01516,1990036430,L6430,03,90,2,72,2,30,724,447103,139203,6,,1,Z,,5,118,142,1,,0,,93,0916,,,,,2.5,,1993
93IN01517,1990036431,L6431,03,90,2,72,2,30,721,304303,447302,6,,1,2, 50,5,158,182,1,,0,,92,0923,,,,,2.5,"NR,COARSE",1993
93IN01518,1990036432,L6432,03,90,2,72,2,30,721,304303,447302,6,,1,2, 49,5,159,188,1,,0,,92,0923,,,,,2.5,,1993
93IN01519,1990036448,L6448,03,90,1,72,2,30,722,288603,619102,6,,1,2,121,M,203,237,0,,0,,92,0923,,,,,2.5,TOP DAM,1993
93IN01520,1990036453,L6453,03,90,2,73,2,30,733,000003,637002,6,,1,1,,5,124,158,2,,0,,,,,-FL,,F,2.5,,1993
93IN01521,1990036476,L6476,03,90,2,73,2,30,733,000003,495002,6,,1,1,,5,152,180,1,,0,,,,,-FL,4,F,2.5,KEEP,1993
93IN01522,1991036482,L6482,03,91,3,82,1,30,P-6,413603,498603,7,,1,3,RUM,*,0,0,0,,0,F,93,0813,,,,,2.0,BROOKINGS,1993
93IN01523,1991036485,L6485,03,91,2,81,1,30,P-3,358703,529103,0,,1,1,,1,161,189,2,,2,,,,M,02,3,2,2.0,,1993
93IN01524,1991036487,L6487,03,91,2,82,1,30,P-6,413603,528303,0,,1,1,,2,150,175,1,B,1,,,,C,25,3,2,2.0,POSTPARTFEVER,1993
93IN01525,1991036489,L6489,03,91,2,88,1,30,P-5,346703,537203,2,,1,3,,D,160,169,1,,0,,93,1108,,,,,2.0,0 IN '93,1993
93IN01526,1991036496,L6496,03,91,2,88,1,30,P-6,413603,488403,2,,1,1,,2,143,164,3,,2,,,,A,-2,3,2,2.0,,1993
93IN01527,1991036500,L6500,03,91,2,81,1,30,P-3,358703,512303,0,,1,1,,5,139,173,1,,2,,,,M,03,4,2,2.0,,1993
93IN01528,1991036509,L6509,03,91,2,88,1,30,P-7,354103,569003,2,,1,1,,5,132,161,1,,3,,,,A,-0,3,2,2.0,DRY,1993
93IN01529,1991036514,L6514,03,91,2,88,1,30,P-1,362403,494003,2,,1,3,,X,133,0,0,,0,,93,0524,,,,,2.0,BIGKNEES 1/28,1993
93IN01530,1991036518,L6518,03,91,2,82,1,30,P-6,413603,570403,0,,1,1,,1,144,173,2,,2,,,,C,26,3,2,2.0,,1993
93IN01531,1991036529,L6529,03,91,2,73,1,30,P-2,429203,539703,6,,1,2, 31,5,125,168,1,,0,,92,0923,,,,,2.0,,1993
93IN01532,1991036556,L6556,03,91,2,81,1,30,P-3,358703,559803,0,,1,1,,2,167,205,2,,2,,,,M,04,3,2,2.0,,1993
93IN01533,1991036565,L6565,03,91,2,81,1,30,P-7,354103,536203,0,,1,1,,5,151,181,1,,2,,,,M,01,4,2,2.0,,1993
93IN01534,1991036567,L6567,03,91,2,81,1,30,P-4,373703,541103,0,,1,1,,1,131,157,1,,1,,,,M,02,3,2,2.0,,1993
93IN01535,1991036572,L6572,03,91,2,81,1,30,P-3,358703,508103,0,,1,3,,1,130,170,12,,2,,93,1108,,,,,2.0,,1993
93IN01536,1991036598,L6598,03,91,2,81,1,30,P-3,358703,486903,0,,1,1,,1,141,161,1,,2,,,,M,03,3,2,2.0,,1993
93IN01537,1991036605,L6605,03,91,2,82,1,30,P-6,413603,505403,0,,1,1,,1,153,170,1,,2,,,,C,27,3,2,2.0,,1993
93IN01538,1991036612,L6612,03,91,2,82,1,30,P-5,346703,472703,0,,1,6,,2,170,0,0,,3,,05,0715,,,,,2.0,"X,MASTITIS",1993
93IN01539,1991036613,L6613,03,91,2,88,1,30,P-2,429203,555503,2,,1,1,,2,131,156,2,B,1,,,,A,-2,3,2,2.0,,1993
93IN01540,1991036619,L6619,03,91,2,81,1,30,332,417003,381903,0,,1,1,,2,114,134,2,,1,,,,M,04,3,2,2.0,,1993
93IN01541,1991036629,L6629,03,91,2,81,1,30,P-8,361303,527003,0,,1,1,,2,152,179,3,,2,,,,M,01,3,2,2.0,,1993
93IN01542,1991036630,L6630,03,91,2,81,1,30,P-8,361303,527003,0,,1,1,,2,150,163,3,,3,,,,M,02,3,2,2.0,,1993
93IN01543,1991036633,L6633,03,91,2,88,1,30,301,395803,406203,2,,1,1,,2,111,159,2,,2,,,,A,-0,3,2,2.0,,1993
93IN01544,1991036637,L6637,03,91,2,88,1,30,P-6,413603,485003,2,,1,1,,2,168,183,2,,1,,,,A,-2,3,2,2.0,,1993
93IN01545,1991036641,L6641,03,91,2,73,1,30,P-8,361303,506503,6,,1,2, 30,5,123,166,1,,0,,92,0923,,,,,2.0,,1993
93IN01546,1991036643,L6643,03,91,2,82,1,30,P-6,413603,541803,0,,1,1,,5,122,157,1,,2,,,,C,28,4,2,2.0,,1993
93IN01547,1991036654,L6654,03,91,2,81,1,30,314,439603,407003,0,,1,1,,2,148,120,2,,2,,,,M,03,2,2,2.0,,1993
93IN01548,1991036655,L6655,03,91,2,81,1,30,314,439603,407003,0,,1,1,,1,125,136,3,,2,,,,M,04,3,2,2.0,,1993
93IN01549,1991036656,L6656,03,91,2,81,1,30,314,439603,407003,0,,1,6,,*,0,0,0,,1,,28,0504,,,,,2.0,TORN UTERUS,1993
93IN01550,1991036674,L6674,03,91,2,73,1,30,303,427803,221503,6,,1,7,,*,0,0,0,,0,,97,0326,,,,,2.0,,1993
93IN01551,1991036678,L6678,03,91,1,83,1,30,333,421203,248703,0,,1,2,103,M,173,228,0,,0,,92,0923,,,,,2.0,,1993
93IN01552,1991036679,L6679,03,91,2,81,1,30,333,421203,248703,0,,1,1,,1,124,150,2,,2,,,,M,01,2,2,2.0,,1993
93IN01553,1991036683,L6683,03,91,2,88,1,30,P-2,429203,532703,2,,1,1,,1,127,151,2,,1,,,,A,-0,3,2,2.0,,1993
93IN01554,1991036689,L6689,03,91,2,81,1,30,P-3,358703,505703,0,,1,1,,2,169,182,2,,3,,,,M,02,3,2,2.0,,1993
93IN01555,1991036693,L6693,03,91,2,88,1,30,P-2,429203,580703,2,,1,1,,1,149,155,3,,3,,,,A,-2,3,2,2.0,,1993
93IN01556,1991036697,L6697,03,91,2,82,1,30,326,391803,396003,0,,1,1,,1,146,154,3,,1,,,,C,29,3,2,2.0,,1993
93IN01557,1991036703,L6703,03,91,2,82,1,30,328,416403,336303,0,,1,1,,2,138,143,2,,2,,,,C,30,3,2,2.0,,1993
93IN01558,1991036715,L6715,03,91,3,80,1,30,P-1,362403,492303,7,,1,3,RUM,*,0,0,0,,0,F,93,0813,,,,,2.0,BROOKINGS,1993
93IN01559,1991036717,L6717,03,91,2,81,1,30,313,434303,173903,0,,1,7,,2,138,0,0,,2,,97,0915,,,,,2.0,,1993
93IN01560,1991036722,L6722,03,91,2,81,1,30,311,380103,380403,0,,1,6,,2,146,0,0,,2,,05,0715,,,,,2.0,"X,MASTITIS",1993
93IN01561,1991036730,L6730,03,91,2,82,1,30,323,369803,341203,0,,1,1,,1,134,157,2,,3,,,,C,31,3,2,2.0,DYSTOCIA '93,1993
93IN01562,1991036733,L6733,03,91,2,82,1,30,325,376603,909402,0,,1,3,,2,131,0,0,,2,,93,0830,,,,,2.0,SPOILED BAG,1993
93IN01563,1991036734,L6734,03,91,1,82,1,30,325,376603,909402,0,,1,3,MKT,M,139,0,0,,0,,93,0809,,,,,2.0,LUMP L.JAW 93,1993
93IN01564,1991036741,L6741,03,91,2,82,1,30,328,416403,830502,0,,1,1,,2,153,150,2,B,2,,,,C,20,3,2,2.0,,1993
93IN01565,1991036748,L6748,03,91,2,81,1,30,311,380103,240803,0,,1,1,,2,122,141,3,,2,,,,M,03,2,2,2.0,,1993
93IN01566,1991036749,L6749,03,91,1,83,1,30,332,417003,185203,0,,1,2,106,M,157,201,0,,0,,92,0923,,,,,2.0,,1993
93IN01567,1991036750,L6750,03,91,2,81,1,30,332,417003,185203,0,,1,1,,2,143,153,2,,2,,,,M,04,4,2,2.0,,1993
93IN01568,1991036753,L6753,03,91,2,73,1,30,302,425203,346403,6,,1,1,,5,135,153,2,,0,,,,,-FL,,F,2.0,,1993
93IN01569,1991036756,L6756,03,91,1,82,1,30,327,406403,213803,0,,1,6,,*,0,0,0,,0,,01,0310,,,,,2.0,,1993
93IN01570,1991036757,L6757,03,91,2,82,1,30,327,406403,213803,0,,1,U,,5,118,149,1,,2,,93,0924,,,,,2.0,ALBWN=43,1993
93IN01571,1991036759,L6759,03,91,2,88,1,30,304,382203,986502,2,,1,1,,1,136,156,2,,2,,,,A,-0,4,2,2.0,SM.BAG,1993
93IN01572,1991036769,L6769,03,91,2,82,1,30,322,354503,187603,0,,1,1,,2,128,153,1,,2,,,,C,21,3,2,2.0,,1993
93IN01573,1991036773,L6773,03,91,1,80,1,30,303,427803,113803,0,,1,2,109,M,175,218,0,,0,,92,0923,,,,,2.0,BRITCHY,1993
93IN01574,1991036784,L6784,03,91,1,82,1,30,328,416403,358203,0,,1,2,107,M,167,204,0,,0,,92,0923,,,,,2.0,,1993
93IN01575,1991036805,L6805,03,91,2,73,1,30,P-7,354103,565003,6,,1,2, 30,5,151,180,1,,0,,92,0923,,,,,2.0,,1993
93IN01576,1991036807,L6807,03,91,2,81,1,30,P-3,358703,554603,0,,1,1,,1,134,165,2,,2,,,,M,01,3,2,2.0,"DYSTOCIA,R.P.",1993
93IN01577,1991036809,L6809,03,91,2,81,1,30,P-8,361303,476703,0,,1,6,,*,0,0,0,,2,,01,0512,,,,,2.0,,1993
93IN01578,1991036811,L6811,03,91,3,00,1,30,312,385603,335703,1,,1,1,BLK,W,135,179,2,,0,W,,,,BLK,3,,2.0,BLK.WETHER,1993
93IN01579,1991036823,L6823,03,91,2,88,1,30,301,395803,419703,2,,1,1,,2,154,161,2,,2,,,,A,-2,2,2,2.0,,1993
93IN01580,1991036831,L6831,03,91,2,81,1,30,334,422103,430203,0,,1,1,,2,129,173,4,,2,,,,M,02,3,2,2.0,,1993
93IN01581,1991036833,L6833,03,91,2,81,1,30,314,439603,216203,0,,1,3,,1,138,171,2,,1,,93,1108,,,,,2.0,ALBWN=45'93=0,1993
93IN01582,1991036836,L6836,03,91,2,88,1,30,311,380103,339003,2,,1,1,,2,137,166,3,,3,,,,A,-0,3,2,2.0,,1993
93IN01583,1991036840,L6840,03,91,1,83,1,30,332,417003,411803,0,,1,3,,M,162,0,0,,0,,93,0809,,,,,2.0,SINGLE,1993
93IN01584,1991036846,L6846,03,91,2,81,1,30,311,380103,403203,0,,1,1,,1,159,161,3,,2,,,,M,03,3,2,2.0,,1993
93IN01585,1991036849,L6849,03,91,1,83,1,30,333,421203,185303,0,,1,2, 96,M,171,226,0,,0,,92,0923,,,,,2.0,,1993
93IN01586,1991036853,L6853,03,91,1,81,1,30,313,434303,786602,0,,1,2, 97,M,160,195,0,,0,,92,0923,,,,,2.0,,1993
93IN01587,1991036858,L6858,03,91,2,82,1,30,328,416403,085903,0,,1,1,,1,120,152,1,,2,,,,C,22,3,2,2.0,,1993
93IN01588,1991036862,L6862,03,91,2,81,1,30,311,380103,368303,0,,1,1,,2,142,163,2,,2,,,,M,04,3,2,2.0,,1993
93IN01589,1991036864,L6864,03,91,2,81,1,30,334,422103,438703,0,,1,U,,5,125,174,1,,1,,93,0924,,,,,2.0,ALBWN=45'93=0,1993
93IN01590,1991036865,L6865,03,91,2,81,1,30,334,422103,438703,0,,1,U,,5,142,170,1,,0,,93,0924,,,,,2.0,0 IN '93,1993
93IN01591,1991036868,L6868,03,91,1,80,1,30,301,395803,364403,2,,1,4,LIB,*,0,0,0,,0,L,,,,,,,2.0,DUD,1993
93IN01592,1991036871,L6871,03,91,1,81,1,30,314,439603,377503,2,,1,6,LIB,*,0,0,0,,0,L,18,0629,,,,,2.0,,1993
93IN01593,1991036872,L6872,03,91,1,81,1,30,314,439603,377503,0,,1,3,,M,137,0,0,,0,,93,0809,,,,,2.0,,1993
93IN01594,1991036873,L6873,03,91,2,81,1,30,314,439603,990002,0,,1,1,,2,154,169,3,,1,,,,M,01,3,2,2.0,,1993
93IN01595,1991036874,L6874,03,91,1,81,1,30,314,439603,990002,0,,1,3,,M,160,0,0,,0,,93,0809,,,,,2.0,,1993
93IN01596,1991036878,L6878,03,91,2,88,1,30,P-1,362403,538503,2,,1,1,,5,127,168,1,,2,,,,A,-2,4,2,2.0,,1993
93IN01597,1991036883,L6883,03,91,2,81,1,30,311,380103,945702,0,,1,1,,5,155,189,1,,2,,,,M,02,4,2,2.0,,1993
93IN01598,1991036888,L6888,03,91,2,82,1,30,322,354503,393503,0,,1,6,,*,0,0,0,,0,,16,0407,,,,,2.0,,1993
93IN01599,1991036906,L6906,03,91,4,80,1,30,303,427803,381103,2,,1,3,VAS,M,147,0,0,,0,V,93,0802,,,,,2.0,VASEC.RAM,1993
93IN01600,1991036914,L6914,03,91,2,81,1,30,331,394303,954302,0,,1,1,,5,143,173,1,,1,,,,M,03,4,2,2.0,,1993
93IN01601,1991036939,L6939,03,91,2,82,1,30,323,369803,312380,0,,1,1,,2,140,160,4,,2,,,,C,23,3,2,2.0,TENDER,1993
93IN01602,1991036948,L6948,03,91,2,73,1,30,302,425203,421103,6,,1,2, 31,5,131,116,1,,0,,92,0923,,,,,2.0,,1993
93IN01603,1991036963,L6963,03,91,2,73,1,30,334,422103,335903,6,,1,2, 44,5,147,184,1,,0,,92,0923,,,,,2.0,"NR,BRITCHY",1993
93IN01604,1991036966,L6966,03,91,2,88,1,30,331,394303,803802,2,,1,7,,2,113,0,0,,2,,97,0915,,,,,2.0,,1993
93IN01605,1991036971,L6971,03,91,2,82,1,30,324,374203,230603,0,,1,1,,2,170,166,3,,2,,,,C,24,3,2,2.0,,1993
93IN01606,1991036978,L6978,03,91,2,82,1,30,321,353103,390903,0,,1,1,,1,142,175,2,,2,,,,C,25,3,2,2.0,,1993
93IN01607,1991036979,L6979,03,91,2,82,1,30,321,353103,390903,0,,1,U,,5,131,163,1,,1,,93,0924,,,,,2.0,R.P.ALBWN=42,1993
93IN01608,1991036981,L6981,03,91,2,00,1,30,312,385603,924502,1,,0,1,BLK,1,119,142,2,,2,B,,,,971,2,1,2.0,BLK.ONE-EYE,1993
93IN01609,1991036985,L6985,03,91,2,81,1,30,314,439603,228703,0,,1,1,,1,140,124,2,,0,,,,M,04,3,2,2.0,,1993
93IN01610,1991036989,L6989,03,91,2,81,1,30,334,422103,829902,0,,1,U,,5,140,171,1,,2,,93,0924,,,,,2.0,0 LBWN,1993
93IN01611,1991036992,L6992,03,91,2,82,1,30,325,376603,357303,0,,1,1,,2,143,167,3,,2,,,,C,26,3,2,2.0,,1993
93IN01612,1991036996,L6996,03,91,2,81,1,30,314,439603,837102,0,,1,1,,1,143,168,2,,2,,,,M,01,3,2,2.0,,1993
93IN01613,1991037000,L7000,03,91,2,73,1,30,333,421203,234303,6,,1,1,,5,133,166,2,,0,,,,,-FL,,F,2.0,,1993
93IN01614,1991037002,L7002,03,91,2,82,1,30,P-5,346703,470303,0,,1,1,,5,133,170,1,,3,,,,C,27,4,2,2.0,,1993
93IN01615,1991037011,L7011,03,91,1,82,1,30,322,354503,407103,2,,1,3,LIB,*,0,0,0,,0,L,93,0830,,,,,2.0,,1993
93IN01616,1991037023,L7023,03,91,1,81,1,30,311,380103,238903,2,,1,6,LIB,*,0,0,0,,0,L,50,0331,,,,,2.0,BRITCHY,1993
93IN01617,1991037032,L7032,03,91,2,81,1,30,311,380103,713802,0,,1,1,,5,132,166,1,,1,,,,M,02,4,2,2.0,,1993
93IN01618,1991037034,L7034,03,91,1,81,1,30,311,380103,713802,2,,1,4,LIB,*,0,0,0,,0,L,,,,,,,2.0,PINK,1993
93IN01619,1991037036,L7036,03,91,2,82,1,30,328,416403,087703,0,,1,1,,2,154,174,2,,1,,,,C,28,3,2,2.0,,1993
93IN01620,1991037038,L7038,03,91,2,82,1,30,328,416403,087703,0,,1,1,,2,147,155,2,,3,,,,C,29,3,2,2.0,,1993
93IN01621,1991037042,L7042,03,91,1,81,1,30,312,385603,160103,0,,1,2,102,M,167,210,0,,0,,92,0923,,,,,2.0,,1993
93IN01622,1991037044,L7044,03,91,3,81,1,30,P-4,373703,477303,7,,1,3,RUM,*,0,0,0,,0,F,93,0813,,,,,2.0,BROOKINGS,1993
93IN01623,1991037047,L7047,03,91,2,73,1,30,P-1,362403,576303,6,,1,2, 44,5,142,172,1,,0,,92,0923,,,,,2.0,"NR,BRITCHY",1993
93IN01624,1991037050,L7050,03,91,2,73,1,30,P-2,429203,572403,6,,1,6,,5,99,0,0,,0,,46,0721,,,,,2.0,,1993
93IN01625,1991037064,L7064,03,91,2,88,1,30,334,422103,399603,2,,1,1,,5,130,151,1,,2,,,,A,-0,4,2,2.0,,1993
93IN01626,1991037067,L7067,03,91,1,80,1,30,304,382203,826102,2,,1,6,LIB,*,0,0,0,,0,L,06,0715,,,,,2.0,,1993
93IN01627,1991037069,L7069,03,91,2,73,1,30,P-2,429203,554103,6,,1,Z,,5,113,141,1,,0,,93,0916,,,,,2.0,,1993
93IN01628,1991037076,L7076,03,91,2,73,1,30,333,421203,948702,6,,1,1,,5,111,123,3,,0,,,,,-FL,,F,2.0,,1993
93IN01629,1991037079,L7079,03,91,2,88,1,30,334,422103,147603,2,,1,1,,2,130,147,1,,1,,,,A,-2,3,2,2.0,,1993
93IN01630,1991037088,L7088,03,91,1,82,1,30,322,354503,916402,0,,1,2, 98,M,140,184,0,,0,,92,0923,,,,,2.0,,1993
93IN01631,1991037089,L7089,03,91,3,80,1,30,302,425203,400103,7,,1,1,RUM,*,0,0,0,,0,F,,,,RUM,,,2.0,,1993
93IN01632,1991037103,L7103,03,91,2,73,1,30,P-7,354103,549803,6,,1,2, 30,5,130,172,1,,0,,92,0923,,,,,2.0,,1993
93IN01633,1991037105,L7105,03,91,2,88,1,30,P-2,429203,502103,2,,1,1,,2,149,169,2,,1,,,,A,-0,4,2,2.0,,1993
93IN01634,1991037117,L7117,03,91,2,73,1,30,P-8,361303,546203,6,,1,1,,5,148,182,2,,0,,,,,-FL,,F,2.0,,1993
93IN01635,1991037129,L7129,03,91,1,82,1,30,323,369803,224803,2,,1,6,LIB,*,0,0,0,,0,L,95,0723,,,,,2.0,,1993
93IN01636,1991037132,L7132,03,91,2,81,1,30,332,417003,351603,0,,1,1,,5,118,157,1,,2,,,,M,03,4,2,2.0,,1993
93IN01637,1991037133,L7133,03,91,2,82,1,30,326,391803,343703,0,,1,1,,1,137,169,2,,1,,,,C,30,3,2,2.0,,1993
93IN01638,1991037144,L7144,03,91,2,81,1,30,312,385603,096903,0,,1,1,,2,142,154,3,,3,,,,M,04,3,2,2.0,,1993
