UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,TRT1,TRT2,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
75IN01038,1970184169,70,2,C4169,,76,762,,,,,,07,,,,,6,,, 98,11,,,,7,76,,,18,0527,,,351618,,,796314,97,,1975
75IN01039,1970184175,70,2,C4175,,76,760,,8,,,,07,,6,,,6,,760, 85,11, 2,124,137,,76,,,18,,,,352818,3,,860214,,,1975
75IN01040,1970184186,70,2,C4186,,77,771,,8,2,,,07,,,,,6,, 47, 73,13, 1,131,144,2,77,,,18,0925,,,341018,5,,777714,92,,1975
75IN01041,1970184193,70,2,C4193,,74,740,,8,2,,,07,,,,,6,, 47, 92,11, 2,126,138,2,74,,,18,0925,,,357818,3,,964614,92,,1975
75IN01042,1970184200,70,2,C4200,,72,880,,8,,,,07,,6,,,3,,820, 90,12, 2,140,144,,72,,,18,,,,314718,3,,226318,,,1975
75IN01043,1970184205,70,2,C4205,,72,850,,,,,,07,,6,,,3,,840, 92,11, 2,151,172,,72,,,18,,,,317218,3,,203618,,,1975
75IN01044,1970184206,70,2,C4206,,72,850,,8,,,,07,,6,,,3,,830, 84,09, 2,130,159,,72,,,18,,,,317218,2,,203618,,,1975
75IN01045,1970184211,70,2,C4211,,72,930,,8,,,,07,,6,,,3,,800, 74,11, 3,118,151,,72,,,18,,,,306018,2,,304918,,,1975
75IN01046,1970184219,70,2,C4219,,78,781,,,,,,07,,6,,,6,,05, 96,10, 1,112,154,,78,,,18,,,,331818,,,936614,,,1975
75IN01047,1970184220,70,2,C4220,,76,762,,8,,,,07,,6,,,6,,761, 78,09, 1,121,164,,76,,,18,,,,351618,2,,858114,,,1975
75IN01048,1970184222,70,2,C4222,,75,752,,,3,,,07,,,,,6,,, 00,08,12,126,129,3,75,,,18,0929,,,387318,2,,693514,93,,1975
75IN01049,1970184229,70,2,C4229,,73,730,,8,,,,07,,6,,,6,,731, 82,10, 2,116,152,,73,,,18,,,,361218,2,,871014,,,1975
75IN01050,1970184242,70,2,C4242,,73,731,,,,,,07,,6,,,6,,732, 98,09, 2,122,154,,73,,,18,,,,342718,2,,590611,,,1975
75IN01051,1970184250,70,2,C4250,,74,742,,8,,,,07,,6,,,6,,740, 18,10, 2,142,174,,74,,,18,,,,400018,2,,615911,,,1975
75IN01052,1970184253,70,2,C4253,,74,741,,8,,,,07,,6,,,6,,740, 03,12, 2,119,150,,74,,,18,,,,386218,2,,958714,,,1975
75IN01053,1970184259,70,2,C4259,,73,730,,8,,,,07,,6,,,6,,732, 95,10, 4,134,158,,73,,,18,,,,361218,1,,871014,,,1975
75IN01054,1970184263,70,2,C4263,,73,732,,8,,,,07,,6,,,6,,731, 86,11, 2,114,156,,73,,,18,,,,401018,2,,814414,,,1975
75IN01055,1970184268,70,2,C4268,,74,742,,8,,,,07,,6,,,6,,742, 18,10, 2,160,173,,74,,,18,,,,400018,2,,674314,,,1975
75IN01056,1970184269,70,2,C4269,,74,740,,,,,,07,,,,,6,,, 05,14,,148,,6,74,,,18,0608,,,357818,1,,962314,01,,1975
75IN01057,1970184273,70,2,C4273,,70,701,,,,,,07,,6,,,2,,700, 87,09, 3,127,151,,70,,,18,,,,381718,1,,283618,,,1975
75IN01058,1970184286,70,2,C4286,,78,780,,,,,,07,,6,,,6,,01, 98,10, 3,139,175,,78,,,18,,,,345318,2,,852714,,,1975
75IN01059,1970184300,70,2,C4300,,72,920,,8,,,,07,,6,,,3,,920, 72,13, 2,130,127,,72,,,18,,,,308418,3,,296218,,,1975
75IN01060,1970184301,70,2,C4301,,76,761,,,,,,07,,6,,,6,,762, 03,08, 2,124,160,,76,,,18,,,,393018,5,,695714,,,1975
75IN01061,1970184321,70,2,C4321,,78,780,,8,,,,07,,6,,,6,,06, 98,08, 2,128,157,,78,,,18,,,,345318,1,,805714,,,1975
75IN01062,1970184323,70,2,C4323,,74,742,,8,,,,07,,,,,6,,, 88,09,,,,7,74,,,18,0527,,,400018,,,827414,97,,1975
75IN01063,1970184327,70,2,C4327,,73,730,,,,,,07,,6,,,6,,730, 83,10, 1,138,142,,73,,,18,,,,361218,3,,967614,,,1975
75IN01064,1970184333,70,2,C4333,,72,970,,8,,,,07,,6,,,3,,910, 94,13, 1,113,134,,72,,,18,,,,320618,5,,286818,,,1975
75IN01065,1970184353,70,2,C4353,,76,760,,,,,,07,,6,,,6,,761, 88,13, 2,106,139,,76,,,18,,,,352818,2,,692414,,,1975
75IN01066,1970184356,70,2,C4356,,70,701,,,,,,07,,6,,,2,,702, 94,09, 2,146,183,,70,,,18,,,,381718,1,,314518,,,1975
75IN01067,1970184357,70,2,C4357,,74,740,,,,,,07,,6,,,6,,741, 92,15, 2,119,149,,74,,,18,,,,357818,2,,928014,,,1975
75IN01068,1970184359,70,2,C4359,,73,732,,8,,,,07,,6,,,6,,730, 88,11, 2,111,149,,73,,,18,,,,401018,2,,834214,,,1975
75IN01069,1970184377,70,2,C4377,,73,730,,,,,,07,,,,,6,,, 05,13,,141,,3,73,,,18,0728,,,361218,2,,699514,93,,1975
75IN01070,1970184382,70,2,C4382,,73,732,,8,,,,07,,6,,,6,,732, 74,09, 3,141,147,,73,,,18,,,,401018,3,,903014,,,1975
75IN01071,1970184388,70,2,C4388,,73,732,,,,,,07,,6,,,6,,731, 91,12, 2,109,146,,73,,,18,,,,401018,5,,840714,,,1975
75IN01072,1970184401,70,2,C4401,,74,742,,,,,,07,,6,,,6,,740, 02,10, 2,144,176,,74,,,18,,,,400018,1,,921514,,,1975
75IN01073,1970184416,70,2,C4416,,77,770,,8,2,,,07,,,,,6,, 46, 98,10, 1,106,152,2,77,,,18,0925,,,338218,5,,619611,92,,1975
75IN01074,1970184424,70,2,C4424,,78,780,,8,2,,,07,,,,,6,, 46, 03,09, 1,166,203,2,78,,,18,0925,,,345318,1,,763814,92,,1975
75IN01075,1970184441,70,2,C4441,,72,880,,,,,,07,,6,,,3,,900, 68,12, 1,93,126,,72,,,18,,,,314718,5,,258318,,,1975
75IN01076,1970184443,70,2,C4443,,78,781,,,3,,,07,,,,,6,,, 98,13, 3,130,158,3,78,,,18,0929,,,331818,1,,894714,93,,1975
75IN01077,1970184444,70,2,C4444,,77,770,,,,3,,07,,,,,6,,, 88,09,,138,,3,77,,,18,0728,,,338218,,,878214,93,,1975
75IN01078,1970184445,70,2,C4445,,73,732,,,,,,07,,6,,,6,,730, 04,09, 2,141,173,,73,,,18,,,,401018,1,,830614,,,1975
75IN01079,1970184468,70,2,C4468,,74,742,,,,,,07,,6,,,6,,741, 83,11, 1,117,152,,74,,,18,,,,400018,1,,778314,,,1975
75IN01080,1970184487,70,2,C4487,,78,781,,8,2,,,07,,6,,,6,,02, 88,09, 3,110,145,,78,,,18,,,,331818,2,,655214,,,1975
75IN01081,1970184494,70,2,C4494,,70,702,,,3,,,07,,,,,2,,, 88,10,12,159,158,4,70,,,18,,,,356818,3,,171618,,,1975
75IN01082,1970184495,70,2,C4495,,70,702,,8,,,,07,,6,,,2,,701, 92,07, 1,126,154,,70,,,18,,,,356818,5,,171618,,,1975
75IN01083,1970184520,70,2,C4520,,75,750,,,,,,07,,6,,,6,,752, 77,08, 2,130,148,,75,,,18,,,,347618,3,,814814,,,1975
75IN01084,1970184536,70,2,C4536,,73,730,,,,,,07,,6,,,6,,732, 81,10, 2,114,154,,73,,,18,,,,361218,2,,704914,,,1975
75IN01085,1970184540,70,2,C4540,,75,750,,8,,,,07,,6,,,6,,750, 87,12, 1,116,158,,75,,,18,,,,347618,2,,957114,,,1975
75IN01086,1970184548,70,2,C4548,,77,772,,8,,,,07,,6,,,6,,05,095,11, 2,159,155,,77,,,18,,,,397618,1,,784614,,,1975
75IN01087,1970184549,70,2,C4549,,77,772,,,2,,,07,,,,,6,, 46, 03,12, 2,180,177,2,77,,,18,0925,,,397618,3,,784614,92,,1975
75IN01088,1970184552,70,2,C4552,,74,741,,,,,,07,,6,,,6,,742, 88,13, 1,115,142,,74,,,18,,,,386218,5,,669614,,,1975
75IN01089,1970184579,70,2,C4579,,75,750,,,,,,07,,6,,,6,,752, 83,08, 1,128,153,,75,,,18,,,,347618,2,,969814,,,1975
75IN01090,1970184584,70,2,C4584,,74,741,,8,,,,07,,6,,,6,,740, 92,11, 4,120,140,,74,,,18,,,,386218,3,,769014,,,1975
75IN01091,1970184585,70,2,C4585,,72,900,,8,,,,07,,,,,3,,, 82,11,,,,6,72,,,18,0101,,,314918,,,227818,10,,1975
75IN01092,1970184634,70,2,C4634,,78,781,,8,,,,07,,6,,,6,,04, 88,07, 3,105,139,,78,,,18,,,,331818,3,,892614,,,1975
75IN01093,1970184641,70,2,C4641,,76,761,,8,,,,07,,6,,,6,,761, 08,07, 2,139,169,,76,,,18,,,,393018,2,,792414,,,1975
75IN01094,1970184650,70,2,C4650,,70,702,,,,,,07,,6,,,2,,700, 89,08, 1,108,129,,70,,,18,,,,356818,5,,240718,,,1975
75IN01095,1970184655,70,2,C4655,,75,751,,8,,,,07,,,,,6,,, 75,07, 3,113,149,4,75,,,18,,,,394218,5,,668214,,,1975
75IN01096,1970184656,70,2,C4656,,76,762,,,3,,,07,,,,,6,,, 88,11, 1,108,140,3,76,,,18,0929,,,351618,5,,925914,93,,1975
75IN01097,1970184665,70,2,C4665,,77,771,,8,2,,,07,,,,,6,, 47, 83,09, 2,119,147,2,77,,,18,0925,,,341018,2,,867214,92,,1975
75IN01098,1970184668,70,2,C4668,,73,731,,8,,,,07,,6,,,6,,731, 02,10, 3,137,159,,73,,,18,,,,342718,1,,806014,,,1975
75IN01099,1970184681,70,2,C4681,,78,780,,,3,,,07,,,,,6,,, 10,08, 3,148,181,4,78,,,18,,,,345318,2,,945614,,,1975
75IN01100,1970184687,70,2,C4687,,70,700,,,,,,07,,,,,2,,, 81,09,,,,6,70,,,18,0101,,,389518,,,298418,10,,1975
75IN01101,1970184691,70,2,C4691,,75,751,,8,,3,,07,,,,,6,,, 96,08, 1,103,149,4,75,,,18,,,,394218,5,,779514,,,1975
75IN01102,1970184697,70,2,C4697,,72,820,,,,,,07,,6,,,3,,950, 78,08, 2,119,145,,72,,,18,,,,323618,2,,290218,,,1975
75IN01103,1970184706,70,2,C4706,,75,752,,,,,,07,,6,,,6,,750, 78,07, 2,136,176,,75,,,18,,,,387318,2,,624411,,,1975
75IN01104,1970184711,70,2,C4711,,75,750,,8,,3,,07,,,,,6,,, 85,10,,113,,3,75,,,18,0825,,,347618,,,850014,93,,1975
75IN01105,1970184717,70,2,C4717,,72,840,,8,,,,07,,6,,,3,,980, 92,14, 1,123,146,,72,,,18,,,,328718,5,,103018,,,1975
75IN01106,1970184732,70,2,C4732,,70,700,,8,,,,07,,6,,,2,,701, 88,12, 9,126,148,,70,,,18,,,,389518,2,,223818,,,1975
75IN01107,1970184735,70,2,C4735,,72,960,,8,,,,07,,6,,,3,,810, 80,13, 2,117,145,,72,,,18,,,,309918,2,,315918,,,1975
75IN01108,1970184738,70,2,C4738,,75,751,,,,3,,07,,,,,6,,, 22,10,,156,,3,75,,,18,0728,,,394218,,,764214,93,,1975
75IN01109,1970184739,70,2,C4739,,75,751,,,,,,07,,6,,,6,,751, 82,08, 8,137,166,,75,,,18,,,,394218,2,,764214,,,1975
75IN01110,1970184748,70,2,C4748,,77,771,,8,,,,07,,6,,,6,,02, 88,09, 2,127,139,,77,,,18,,,,341018,3,,769914,,,1975
75IN01111,1970184751,70,2,C4751,,75,751,,8,,,,07,,6,,,6,,752, 92,09, 2,137,174,,75,,,18,,,,394218,3,,836514,,,1975
75IN01112,1970184759,70,2,C4759,,70,700,,8,,,,07,,6,,,2,,702, 88,09, 2,114,148,,70,,,18,,,,389518,2,,243218,,,1975
75IN01113,1970184767,70,2,C4767,,75,751,,8,3,3,,07,,,,,6,,, 02,09, 8,132,166,4,75,,,18,,,,394218,5,,777514,,,1975
75IN01114,1970184779,70,2,C4779,,78,780,,8,2,,,07,,,,,6,, 46, 92,08, 1,121,157,2,78,,,18,0925,,,345318,5,,758214,92,,1975
75IN01115,1970184781,70,2,C4781,,72,990,,,,,,07,,6,,,3,,840, 88,11, 1,131,153,,72,,,18,,,,305318,3,,216818,,,1975
75IN01116,1970184788,70,2,C4788,,76,762,,8,,,,07,,6,,,6,,762, 92,12, 2,124,167,,76,,,18,,,,351618,2,,759014,,,1975
75IN01117,1970184796,70,2,C4796,,72,830,,,,,,07,,,,,3,,, 73,14,,85,,7,72,,,18,0919,,,308018,5,,299118,97,,1975
75IN01118,1970184798,70,2,C4798,,77,772,,,2,,,07,,,,,6,, 46, 89,09, 5,134,159,2,77,,,18,0925,,,397618,5,,855914,92,,1975
75IN01119,1970184802,70,2,C4802,,78,781,,8,2,,,07,,,,,6,, 47, 83,11, 3,111,133,2,78,,,18,0925,,,331818,2,,868414,92,,1975
75IN01120,1970184825,70,2,C4825,,78,782,,,,,,07,,6,,,6,,03, 92,09, 2,129,155,,78,,,18,,,,368118,1,,826514,,,1975
75IN01121,1970184826,70,2,C4826,,73,732,,8,,,,07,,6,,,6,,730, 90,10, 1,113,157,,73,,,18,,,,401018,5,,829314,,,1975
75IN01122,1970184839,70,2,C4839,,73,732,,,,3,,07,,,,,6,,, 96,11,,121,,3,73,,,18,1103,,,401018,,,710214,93,,1975
75IN01123,1970184841,70,2,C4841,,76,760,,,,,,07,,6,,,6,,761, 82,11, 2,144,169,,76,,,18,,,,352818,2,,619011,,,1975
75IN01124,1970184858,70,2,C4858,,72,960,,8,,,,07,,6,,,3,,800, 88,10, 2,123,131,,72,,,18,,,,309918,2,,270018,,,1975
75IN01125,1970184878,70,2,C4878,,77,771,,8,2,,,07,,,,,6,, 47, 72,09, 2,98,135,2,77,,,18,0925,,,341018,5,,911114,92,,1975
75IN01126,1970184881,70,2,C4881,,76,762,,8,,,,07,,6,,,6,,762, 81,11, 1,112,146,,76,,,18,,,,351618,2,,907414,,,1975
75IN01127,1970184882,70,2,C4882,,76,762,,8,,,,07,,6,,,6,,760, 85,10, 1,130,149,,76,,,18,,,,351618,5,,907414,,,1975
75IN01128,1970184883,70,2,C4883,,76,761,,8,,,,07,,6,,,6,,762, 08,06, 2,141,179,,76,,,18,,,,393018,1,,798914,,,1975
75IN01129,1970184893,70,2,C4893,,73,730,,8,,,,07,,,,,6,,, 83,09,,,,6,73,,,18,0423,,,361218,,,831614,01,,1975
75IN01130,1970184894,70,2,C4894,,73,730,,,,,,07,,6,,,6,,732, 77,11, 3,125,146,,73,,,18,,,,361218,3,,831614,,,1975
75IN01131,1970184907,70,2,C4907,,78,782,,,2,,,07,,,,,6,, 47, 00,10, 1,101,124,2,78,,,18,0925,,,368118,2,,792514,92,,1975
75IN01132,1970184920,70,2,C4920,,75,752,,8,3,,,07,,,,,6,,, 83,07,12,118,141,4,75,,,18,,,,387318,2,,618111,,,1975
75IN01133,1970184926,70,2,C4926,,78,782,,8,,,,07,,6,,,6,,06, 91,11, 2,117,136,,78,,,18,,,,368118,2,,887614,,,1975
75IN01134,1970184929,70,2,C4929,,72,830,,,,,,07,,6,,,3,,960, 68,13, 2,102,136,,72,,,18,,,,308018,1,,200418,,,1975
75IN01135,1970184934,70,2,C4934,,70,700,,,,,,07,,6,,,2,,701, 86,08, 9,126,160,,70,,,18,,,,389518,2,,234018,,,1975
75IN01136,1970184935,70,2,C4935,,70,700,,8,,,,07,,6,,,2,,701, 80,09, 2,107,136,,70,,,18,,,,389518,2,,234018,,,1975
75IN01137,1970184940,70,2,C4940,,70,702,,8,3,,,07,,,,,2,,, 97,09, 2,141,178,3,70,,,18,0929,,,356818,1,,156218,93,,1975
75IN01138,1970184947,70,2,C4947,,70,700,,,2,,,07,,,,,2,, 47, 88,07, 2,117,144,2,70,,,18,0925,,,389518,5,,194618,92,,1975
75IN01139,1970184950,70,2,C4950,,76,761,,,3,,,07,,,,,6,,, 93,11, 1,120,140,3,76,,,18,0929,,,393018,5,,675114,93,,1975
75IN01140,1970184960,70,2,C4960,,75,752,,,,,,07,,6,,,6,,751, 78,07, 2,117,153,,75,,,18,,,,387318,5,,959314,,,1975
75IN01141,1970184975,70,2,C4975,,73,731,,8,,,,07,,6,,,6,,731, 93,11, 2,131,151,,73,,,18,,,,342718,1,,785414,,,1975
75IN01142,1970184977,70,2,C4977,,76,761,,,,,,07,,6,,,6,,761, 88,11, 2,136,159,,76,,,18,,,,393018,3,,691914,,,1975
75IN01143,1970184983,70,2,C4983,,73,731,,,,,,07,,,,,6,,, 86,12,,107,,7,73,,,18,0919,,,342718,2,,963214,97,,1975
75IN01144,1970184988,70,2,C4988,,72,860,,8,,,,07,,6,,,3,,890, 88,11, 2,160,174,,72,,,18,,,,309118,,,257318,,,1975
75IN01145,1970184999,70,2,C4999,,77,771,,8,,,,07,,,,,6,, 47, 65,13, 3,96,135,2,77,,,18,0925,,,341018,2,,944514,92,,1975
75IN01146,1970185005,70,2,C5005,,78,782,,8,2,,,07,,6,,,6,,01, 96,15, 1,134,166,,78,,,18,,,,368118,1,,617111,,,1975
75IN01147,1970185012,70,2,C5012,,74,742,,,,,,07,,6,,,6,,742, 97,11, 1,142,162,,74,,,18,,,,400018,5,,970514,,,1975
75IN01148,1970185014,70,2,C5014,,74,742,,,,,,07,,6,,,6,,742, 89,08, 2,125,144,,74,,,18,,,,400018,1,,863214,,,1975
75IN01149,1970185023,70,2,C5023,,70,700,,8,,,,07,,6,,,2,,702, 93,07, 1,134,136,,70,,,18,,,,389518,5,,268518,,,1975
75IN01150,1970185024,70,2,C5024,,70,700,,,3,,,07,,,,,2,,, 98,05,11,135,130,4,70,,,18,,,,389518,3,,262618,,,1975
75IN01151,1970185025,70,2,C5025,,70,700,,,,,,07,,6,,,2,,702, 98,07, 2,139,167,,70,,,18,,,,389518,2,,262618,,,1975
75IN01152,1970185041,70,2,C5041,,72,920,,,2,,,07,,,,,3,, 46, 93,13, 1,129,161,2,72,,,18,0925,,,308418,5,,136818,92,,1975
75IN01153,1970185054,70,2,C5054,,70,702,,,,,,07,,6,,,2,,700, 88,11, 2,117,156,,70,,,18,,,,356818,5,,323118,,,1975
75IN01154,1970185083,70,2,C5083,,75,752,,8,,,,07,,6,,,6,,750, 84,12, 1,115,137,,75,,,18,,,,387318,5,,671914,,,1975
75IN01155,1970185107,70,2,C5107,,77,770,,8,2,,,07,,6,,,6,,04, 88,10, 2,112,138,,77,,,18,,,,338218,,,627111,,,1975
75IN01156,1970185116,70,2,C5116,,77,771,,,,,,07,,6,,,6,,03, 72,09, 2,127,148,,77,,,18,,,,341018,3,,793114,,,1975
75IN01157,1970185118,70,2,C5118,,70,702,,8,,,,07,,6,,,2,,700, 95,11, 1,106,140,,70,,,18,,,,356818,5,,251018,,,1975
75IN01158,1970185121,70,2,C5121,,70,700,,,,,,07,,6,,,2,,701, 95,08, 2,119,162,,70,,,18,,,,389518,2,,159818,,,1975
75IN01159,1970185124,70,2,C5124,,74,740,,8,,,,07,,6,,,6,,741, 00,10, 2,137,164,,74,,,18,,,,357818,2,,637311,,,1975
75IN01160,1970185128,70,2,C5128,,74,740,,,,,,07,,6,,,6,,742, 94,08, 2,138,171,,74,,,18,,,,357818,2,,757514,,,1975
75IN01161,1970185130,70,2,C5130,,77,770,,8,2,,,07,,6,,,6,,06, 92,10, 2,119,164,,77,,,18,,,,338218,2,,948414,,,1975
75IN01162,1970185139,70,2,C5139,,75,752,,,,,,07,,6,,,6,,751, 96,07, 3,143,159,,75,,,18,,,,387318,3,,884614,,,1975
75IN01163,1970185141,70,2,C5141,,70,700,,,,,,07,,6,,,2,,702, 75,09, 2,108,129,6,70,,,18,1217,,,389518,5,,292918,01,,1975
75IN01164,1970185149,70,2,C5149,,75,752,,8,,,,07,,6,,,6,,750, 85,08, 3,116,134,,75,,,18,,,,387318,2,,805414,,,1975
75IN01165,1970185170,70,2,C5170,,76,761,,8,,,,07,,6,,,6,,760, 07,10, 2,136,159,,76,,,18,,,,393018,1,,910714,,,1975
75IN01166,1970185176,70,2,C5176,,78,781,,,2,,,07,,,,,6,, 46, 78,08, 2,129,157,2,78,,,18,0925,,,331818,2,,946614,92,,1975
75IN01167,1970185178,70,2,C5178,,75,751,,8,,,,07,,6,,,6,,752, 78,12, 2,123,155,,75,,,18,,,,394218,1,,853714,,,1975
75IN01168,1971185186,71,2,C5186,,77,771,,,,,,07,,5,,,6,,03, 12,09, 1,139,160,,77,103,059,18,,,,349118,1,,873814,,,1975
75IN01169,1971185188,71,2,C5188,,77,772,,8,,,,07,,5,,,6,,05, 02,11, 3,130,164,,77,091,053,18,,,,474218,1,,375218,,,1975
75IN01170,1971185199,71,2,C5199,,75,750,,,,,,07,,5,,,6,,750, 90,10, 1,103,150,,75,081,044,18,,,,340618,5,,331718,,,1975
75IN01171,1971185201,71,2,C5201,,78,780,,8,,,,07,,5,,,6,,05, 95,10, 1,143,164,,78,088,051,18,,,,345218,1,,915314,,,1975
75IN01172,1971185205,71,2,C5205,,76,760,,8,,,,07,,5,,,6,,760, 90,15, 1,128,148,,76,102,054,18,,,,351618,3,,793714,,,1975
75IN01173,1971185208,71,2,C5208,,78,781,,8,,,,07,,5,,,6,,02, 05,13, 2,132,166,,78,086,048,18,,,,368118,2,,961714,,,1975
75IN01174,1971185225,71,2,C5225,,76,762,,8,,,,07,,5,,,6,,761, 00,07, 9,154,142,,76,093,046,18,,,,497018,3,,380818,,,1975
75IN01175,1971185226,71,2,C5226,,75,751,,,,,,07,,5,,,6,,752, 02,10, 2,139,175,,75,081,044,18,,,,444918,1,,926414,,,1975
75IN01176,1971185242,71,2,C5242,,73,732,,,,,,07,,5,,,6,,731, 08,08, 2,134,180,,73,096,047,18,,,,384418,2,,360118,,,1975
75IN01177,1971185247,71,2,C5247,,72,800,,8,,,,07,,5,,,3,,880, 08,08, 2,116,160,,72,090,055,18,,,,373018,2,,284718,,,1975
75IN01178,1971185266,71,2,C5266,,75,752,,8,,,,07,,5,,,6,,751, 04,08, 2,131,146,,75,089,052,18,,,,399918,3,,779914,,,1975
75IN01179,1971185272,71,2,C5272,,73,732,,8,,,,07,,5,,,6,,732, 07,11, 2,134,166,,73,085,048,18,,,,384418,2,,963214,,,1975
75IN01180,1971185281,71,2,C5281,,70,700,,8,,,,07,,5,,,2,,700, 98,10, 2,130,169,,70,088,043,18,,,,356418,2,,330418,,,1975
75IN01181,1971185282,71,2,C5282,,73,730,,,,,,07,,5,,,6,,730, 86,11, 1,109,138,,73,096,045,18,,,,339618,2,,940414,,,1975
75IN01182,1971185293,71,2,C5293,,75,752,,,,,,07,,5,,,6,,750, 87,14, 3,114,153,,75,092,045,18,,,,399918,2,,969714,,,1975
75IN01183,1971185312,71,2,C5312,,77,772,,,3,,,07,,,,,6,,, 17,11,11,151,194,4,77,090,047,18,,,,474218,2,,395118,,,1975
75IN01184,1971185313,71,2,C5313,,76,761,,8,,,,07,,5,,,6,,762, 07,05, 2,119,147,,76,085,043,18,,,,352818,2,,910714,,,1975
75IN01185,1971185314,71,2,C5314,,76,761,,,2,,,07,,5,,,6,,760, 02,12, 2,134,166,,76,088,053,18,,,,352818,2,,910714,,,1975
75IN01186,1971185333,71,2,C5333,,76,761,,,3,,,07,,,,,6,,, 86,11,12,133,162,4,76,087,048,18,,,,352818,2,,901414,,,1975
75IN01187,1971185334,71,2,C5334,,76,760,,8,,,,07,,5,,,6,,761, 12,14, 1,125,150,,76,088,054,18,,,,351618,5,,848514,,,1975
75IN01188,1971185339,71,2,C5339,,72,950,,,,,,07,,5,,,3,,980, 91,13, 1,128,162,,72,081,039,18,,,,360718,2,,273218,,,1975
75IN01189,1971185344,71,2,C5344,,75,752,,8,,,,07,,5,,,6,,751, 81,13, 3,137,161,,75,083,042,18,,,,399918,1,,853414,,,1975
75IN01190,1971185348,71,2,C5348,,77,772,,,2,,,07,,,,,6,, 45, 96,12, 1,123,153,2,77,088,048,18,0925,,,474218,5,,338118,92,,1975
75IN01191,1971185352,71,2,C5352,,78,782,,8,2,,,07,,,,,6,, 45, 94,12, 2,102,146,2,78,096,059,18,0925,,,378918,5,,824114,92,,1975
75IN01192,1971185355,71,2,C5355,,70,702,,,,,,07,,5,,,2,,701, 98,09, 1,116,147,,70,103,053,18,,,,365418,5,,232518,,,1975
75IN01193,1971185356,71,2,C5356,,70,702,,,,,,07,,5,,,2,,702, 82,09, 2,118,142,,70,097,047,18,,,,365418,1,,232518,,,1975
75IN01194,1971185368,71,2,C5368,,73,731,,,,,,07,,5,,,6,,732, 90,09, 2,126,126,,73,088,054,18,,,,340218,3,,829314,,,1975
75IN01195,1971185372,71,2,C5372,,72,920,,8,,,,07,,5,,,3,,950, 95,15, 2,143,139,,72,082,038,18,,,,407418,3,,263418,,,1975
75IN01196,1971185374,71,2,C5374,,72,990,,,,,,07,,5,,,3,,990, 03,11, 2,121,149,,72,090,044,18,,,,362118,5,,306518,,,1975
75IN01197,1971185377,71,2,C5377,,74,742,,8,,,,07,,5,,,6,,740, 14,09, 1,124,161,,74,083,044,18,,,,417218,1,,971814,,,1975
75IN01198,1971185386,71,2,C5386,,78,781,,8,,,,07,,,,,6,,, 97,14,,,,6,78,093,044,18,0120,,,368118,,,663214,01,,1975
75IN01199,1971185392,71,2,C5392,,73,730,,8,,,,07,,5,,,6,,732, 10,10, 2,135,162,,73,097,054,18,,,,339618,5,,379318,,,1975
75IN01200,1971185396,71,2,C5396,,74,741,,8,,,,07,,5,,,6,,741, 10,10, 9,125,171,,74,087,055,18,,,,423418,2,,869714,,,1975
75IN01201,1971185402,71,2,C5402,,74,740,,,,,,07,,5,,,6,,742, 98,14, 3,130,152,,74,096,045,18,,,,392618,5,,375918,,,1975
75IN01202,1971185406,71,2,C5406,,75,751,,,,,,07,,5,,,6,,752, 85,10, 1,130,149,,75,092,046,18,,,,444918,1,,942414,,,1975
75IN01203,1971185422,71,2,C5422,,72,810,,8,,,,07,,5,,,3,,900, 04,14, 2,114,152,,72,092,047,18,,,,396318,2,,327018,,,1975
75IN01204,1971185441,71,2,C5441,,70,702,,8,,3,,07,,,,,2,,, 17,08,,166,,3,70,102,053,18,0929,,,365418,,,310318,93,,1975
75IN01205,1971185446,71,2,C5446,,77,770,,8,,,,07,,5,,,6,,02, 97,12, 2,123,146,,77,091,049,18,,,,338218,5,,379118,,,1975
75IN01206,1971185451,71,2,C5451,,70,701,,,,,,07,,5,,,2,,700, 08,13, 3,131,163,,70,084,049,18,,,,364118,2,,262618,,,1975
75IN01207,1971185454,71,2,C5454,,74,742,,8,,,,07,,5,,,6,,741, 06,07, 1,128,156,,74,078,049,18,,,,417218,5,,918514,,,1975
75IN01208,1971185461,71,2,C5461,,72,980,,8,,,,07,,5,,,3,,940, 90,14, 1,103,131,,72,076,040,18,,,,377018,3,,236318,,,1975
75IN01209,1971185462,71,2,C5462,,76,762,,8,,,,07,,5,,,6,,762, 05,04, 2,134,138,,76,083,047,18,,,,497018,3,,806414,,,1975
75IN01210,1971185463,71,2,C5463,,76,762,,8,,,,07,,5,,,6,,761, 02,08, 2,121,151,,76,092,049,18,,,,497018,5,,806414,,,1975
75IN01211,1971185467,71,2,C5467,,75,750,,8,,,,07,,5,,,6,,751, 95,08, 2,116,158,,75,077,039,18,,,,340618,1,,779514,,,1975
75IN01212,1971185470,71,2,C5470,,77,770,,8,,,,07,,5,,,6,,04, 24,09, 1,133,164,,77,104,065,18,,,,338218,5,,866914,,,1975
75IN01213,1971185495,71,2,C5495,,73,730,,8,,,,07,,,,,6,,, 98,14,,,,7,73,115,054,18,0527,,,339618,,,840014,97,,1975
