UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP,PESSARY
03BR00407,A8219,2.0,84,,35,2,.,158,3,W,,
03BR00408,A8236,2.0,84,,11P,1,.,139,3,W,,
03BR00409,A8237,2.0,84,4TEATS,01P,1,.,166,2,W,,
03BR00410,A8251,2.0,84,,37,2,.,160,2,W,,
03BR00411,A8223,2.0,83,,01P,1,.,165,1,W,,
03BR00412,A8224,2.0,83,,26P,1,.,131,1,W,,
03BR00413,A8225,2.0,83,WEAK,04P,1,.,150,1,W,,
03BR00414,A8226,2.0,84,R.P. OK,36,2,.,130,3,W,,
03BR00415,A8283,2.0,81,?MSG 2/7/03,13P,1,.,177,5,W,,
03BR00416,A8282,2.0,81,NOT B3 2003,38,2,.,167,1,W,,
03BR00417,A8294,2.0,84,,02P,1,.,146,1,W,,
03BR00418,A8295,2.0,84,,41,2,.,128,4,W,,
03BR00419,A8296,2.0,81,,03P,1,.,171,1,W,,
03BR00420,A8274,2.0,84,R.EYE 9/02,12P,1,.,150,1,W,,
03BR00421,A8812,2.0,84,BRITCHY,03P,1,.,162,1,W,,
03BR00422,A8818,2.0,83,,14P,1,.,143,1,W,,
03BR00423,A8801,2.0,84,,34,2,.,162,4,W,,
03BR00424,A8833,2.0,84,TRT L.EYE'02,35,2,.,116,4,W,,
03BR00425,A8839,2.0,84,HAIRY,36,2,.,164,2,W,,
03BR00426,A8844,2.0,84,THIN,15P,1,.,178,3,W,,
03BR00427,A8851,2.0,82,,02P,1,.,158,2,W,,
03BR00428,A8868,2.0,82,4TEATS,16P,1,.,169,1,W,,
03BR00429,A8828,2.0,82,,01P,1,.,129,1,W,,
03BR00430,A8874,2.0,83,,22P,1,.,163,5,W,,
03BR00431,A8916,1.0,84,,37,2,.,155,2,W,,
03BR00432,A8714,2.0,81,,01P,1,.,175,1,W,,
03BR00433,A8704,2.0,82,,27,5,.,181,4,W,,
03BR00434,A8751,2.0,83,,28,5,.,153,4,W,,
03BR00435,A8756,2.0,82,4TEATS,12P,1,.,152,3,W,,
03BR00436,A8752,2.0,83,ROUGH SHORN,02P,1,.,130,2,W,,
03BR00437,A8767,2.0,83,BRITCHY,04P,1,.,162,1,W,,
03BR00438,A8780,2.0,81,R.P. OK,32,2,.,146,4,W,,
03BR00439,A8790,2.0,82,,33,2,.,137,4,W,,
03BR00440,A8797,2.0,84,,13P,1,.,185,5,W,,
03BR00441,A8770,2.0,84,,31,2,.,126,4,W,,
03BR00442,A9119,1.0,84,,24P,1,.,141,2,W,,
03BR00443,A9133,1.0,84,,25P,1,.,133,1,W,,
03BR00444,A9134,1.0,82,,42,2,.,149,2,W,,
03BR00445,A9132,1.0,84,NICE,41,2,.,150,1,W,,
03BR00446,A9123,1.0,84,,01P,1,.,130,1,W,,
03BR00447,A9180,1.0,82,,02P,1,.,128,1,W,,
03BR00448,A9034,1.0,84,,21P,1,.,183,1,W,,
03BR00449,A9062,1.0,84,,38,2,.,146,2,W,,
03BR00450,A9026,1.0,84,,03P,1,.,144,1,W,,
03BR00451,A9091,1.0,84,,04P,1,.,143,1,W,,
03BR00452,A9071,1.0,81,,23P,1,.,151,1,W,,
03BR00453,A9318,1.0,83,,02P,1,.,155,1,W,,
03BR00454,A9306,1.0,81,,13P,1,.,165,2,W,,
03BR00455,A9307,1.0,81,,44,2,.,168,1,W,,
03BR00456,A9348,1.0,84,,14P,1,.,155,2,W,,
03BR00457,A9351,1.0,81,,45,2,.,189,5,W,,
03BR00458,A9359,1.0,83,,15P,1,.,139,2,W,,
03BR00459,A9366,1.0,83,DYSTOCIA,03P,1,.,131,2,W,,
03BR00460,A9410,1.0,82,,04P,1,.,137,2,W,,
03BR00461,A9419,1.0,81,TRT.PNEU.,15P,1,.,130,2,W,,
03BR00462,A9433,1.0,81,"X, BAG",X,O,.,171,2,.,95,
03BR00463,A9432,1.0,82,NICE,01P,1,.,142,2,W,,
03BR00464,A9458,1.0,84,,02P,1,.,122,1,W,,
03BR00465,A9420,1.0,81,,46,2,.,144,1,W,,
03BR00466,A9471,1.0,84,,47,2,.,135,1,W,,
03BR00467,A9511,1.0,81,4TEATS,03P,1,.,128,2,W,,
03BR00468,A9538,1.0,84,,21P,1,.,144,1,W,,
03BR00469,A9545,1.0,81,,22P,1,.,149,1,W,,
03BR00470,A9560,1.0,82,,26P,1,.,162,5,W,,
03BR00471,A9589,1.0,83,DYSTOCIA,04P,1,.,149,1,W,,
03BR00472,A9599,1.0,81,,48,2,.,144,1,W,,
03BR00473,A9597,1.0,81,,01P,1,.,142,1,W,,
03BR00474,A9600,1.0,83,RAGGY,24P,1,.,129,1,W,,
03BR00475,A9608,1.0,82,,02P,1,.,151,1,W,,
03BR00476,A9641,1.0,84,,03P,1,.,158,5,W,,
03BR00477,A9667,1.0,84,DYSTOCIA,04P,1,.,134,1,W,,
03BR00478,A9683,1.0,81,,26P,1,.,139,2,W,,
03BR00479,A9677,1.0,81,,25P,1,.,142,1,W,,
03BR00480,A9210,1.0,84,,04P,1,.,160,5,W,,
03BR00481,A9218,1.0,83,,02P,1,.,133,1,.,10,
03BR00482,A9219,1.0,83,NICE,23P,1,.,152,1,W,,
03BR00483,A9206,1.0,84,TRT.R.EYE,03P,1,.,147,2,W,,
03BR00484,A9235,1.0,84,,11P,1,.,143,2,W,,
03BR00485,A9241,1.0,83,,01P,1,.,149,1,W,,
03BR00486,A9247,1.0,84,KEEP,03P,1,.,168,2,W,,
03BR00487,A9291,1.0,82,NICE,12P,1,.,171,1,W,,
03BR00488,A9293,1.0,84,,04P,1,.,153,1,W,,
03BR00489,A9298,1.0,81,NICE,01P,1,.,132,1,W,,
03BR00490,A9275,1.0,81,,43,2,.,122,2,W,,
03BR00491,A9817,1.0,82,,04P,1,.,127,2,W,,
03BR00492,A9841,1.0,84,,12P,1,.,129,2,W,,
03BR00493,A9885,1.0,81,,01P,1,.,141,1,W,,
03BR00494,A9887,1.0,81,VAG.PROLAPSE,X,O,.,159,1,.,95,
03BR00495,A9891,1.0,83,NICE,02P,1,.,196,2,W,,
03BR00496,A9898,1.0,81,,03P,1,.,143,2,W,,
03BR00497,A9899,1.0,81,,14P,1,.,136,1,W,,
03BR00498,A9876,1.0,83,STRAINING,13P,1,.,117,2,W,,
03BR00499,A9940,1.0,84,4TEATS,32,2,.,146,1,W,,
03BR00500,A9964,1.0,83,4TEATS,01P,1,.,138,1,W,,
03BR00501,A9962,1.0,82,,16P,1,.,121,1,W,,
03BR00502,A9927,1.0,84,DYSTOCIA,31,2,.,149,1,W,,
03BR00503,A9715,1.0,81,NICE,01P,1,.,135,1,W,,
03BR00504,A9716,1.0,81,,11P,1,.,109,2,.,19,
03BR00505,A9736,1.0,83,,02P,1,.,169,5,W,,
03BR00506,A9761,1.0,83,,03P,1,.,136,2,W,,
03BR00507,A7114,3.0,81,,13P,1,.,156,1,W,,
03BR00508,A7134,3.0,82,,16P,1,.,163,3,W,,
03BR00509,A7138,3.0,82,,33,2,.,138,2,W,,
03BR00510,A7157,3.0,82,DYSTOCIA,02P,1,.,153,1,W,,
03BR00511,A7125,3.0,88,,32,2,.,164,3,W,,
03BR00512,A7193,3.0,88,,15P,1,.,170,3,W,,
03BR00513,A7171,3.0,88,,34,2,.,158,4,W,,
03BR00514,A7177,3.0,82,,14P,1,.,186,1,W,,
03BR00515,A7010,4.0,88,,11P,1,.,170,1,W,,
03BR00516,A7016,4.0,82,,25,5,.,180,3,W,,
03BR00517,A7008,4.0,81,,23,5,.,157,4,W,,
03BR00518,A7009,4.0,81,QUINTS 2002,24,5,.,150,4,W,,
03BR00519,A7053,3.0,88,,26,5,.,172,2,W,,
03BR00520,A7059,3.0,88,,28,5,.,151,4,W,,
03BR00521,A7057,3.0,88,PNEU.,27,5,.,180,3,W,,
03BR00522,A7069,3.0,88,NICE BAG,12P,1,.,150,2,W,,
03BR00523,A7096,3.0,88,MOTHERLY,31,2,.,182,3,W,,
03BR00524,A7313,3.0,88,,45,2,.,165,5,W,,
03BR00525,A7303,3.0,81,JAW5 <chk,44,2,.,146,3,W,,
03BR00526,A7369,3.0,81,,46,2,.,184,4,W,,
03BR00527,A7385,3.0,82,,47,2,.,151,2,W,,
03BR00528,A7393,3.0,82,,48,2,.,128,4,W,,
03BR00529,A7395,3.0,88,NICE,02P,1,.,177,2,W,,
03BR00530,A7439,3.0,81,L.EYE TRT '02,11,5,.,134,4,W,,
03BR00531,A7447,3.0,88,HAIRY,25P,1,.,159,1,W,,
03BR00532,A7455,3.0,82,,04P,1,.,180,5,W,,
03BR00533,A7457,3.0,88,RECUMBENT,12,5,.,150,3,W,,
03BR00534,A7468,3.0,82,,01P,1,.,165,1,.,19,
03BR00535,A7469,3.0,82,SMALL@AGE2,03P,1,.,149,1,W,,
03BR00536,A7467,3.0,82,F3-,26P,1,.,154,3,W,,
03BR00537,A7491,3.0,88,,11P,1,.,168,2,W,,
03BR00538,A7495,3.0,88,,03P,1,.,153,2,W,,
03BR00539,A7475,3.0,88,,02P,1,.,165,3,W,,
03BR00540,A7512,3.0,81,,13P,1,.,195,2,W,,
03BR00541,A7500,3.0,88,,13,5,.,165,1,W,,
03BR00542,A7509,3.0,81,ABORT 2/8/01,14,5,.,186,2,W,,
03BR00543,A7533,3.0,81,,15,5,.,158,3,W,,
03BR00544,A7526,3.0,88,DYSTOCIA,12P,1,.,176,1,W,,
03BR00545,A7582,3.0,81,,17,5,.,172,2,W,,
03BR00546,A7591,3.0,82,,18,5,.,135,4,W,,
03BR00547,A7575,3.0,82,SNORTS,16,5,.,152,4,W,,None
03BR00548,A7610,3.0,88,,22,5,.,176,2,W,,
03BR00549,A7602,3.0,88,R.P.+DAB,21,5,.,166,3,W,,
03BR00550,A7609,3.0,82,,14P,1,.,158,3,W,,
03BR00551,A7622,3.0,82,,23,5,.,133,2,W,,
03BR00552,A7675,3.0,81,NICE EWE,15P,1,.,184,2,W,,
03BR00553,A7213,3.0,81,,37,2,.,149,4,W,,
03BR00554,A7217,3.0,81,,38,2,.,188,3,W,,
03BR00555,A7201,3.0,82,,21P,1,.,162,3,W,,
03BR00556,A7203,3.0,82,,35,2,.,155,4,W,,
03BR00557,A7204,3.0,81,DYSTOCIA,36,2,.,149,1,W,,
03BR00558,A7230,3.0,81,TRT.R.EYE'02,41,2,.,126,4,W,,
03BR00559,A7236,3.0,82,"L.EYE,TX,6/03",42,2,.,154,2,W,,
03BR00560,A7252,3.0,81,,22P,1,.,147,3,W,,
03BR00561,A7259,3.0,82,,23P,1,.,178,1,W,,
03BR00562,A7265,3.0,82,,43,2,.,140,2,W,,
03BR00563,A7262,3.0,82,ABORT 2/8/01,03P,1,.,158,2,W,,
03BR00564,A7268,3.0,82,EYE ok,24P,1,.,162,2,W,,
03BR00565,A7856,3.0,82,NICE,27,5,.,150,3,W,,
03BR00566,A7860,3.0,81,,28,5,.,191,2,W,,
03BR00567,A7863,3.0,82,,22P,1,.,143,3,W,,
03BR00568,A7866,3.0,81,R.EAR GONE,31,2,.,162,2,W,,
03BR00569,A7908,3.0,82,,32,2,.,130,4,W,,
03BR00570,A7731,3.0,81,,24,5,.,162,3,W,,
03BR00571,A7748,3.0,88,CHUNKYMILKok,25,5,.,163,4,W,,
03BR00572,A7755,3.0,88,,16P,1,.,157,3,W,,
03BR00573,A7788,3.0,81,,21P,1,.,161,1,W,,
03BR00574,A7770,3.0,81,DIARRHEA,26,5,.,158,2,W,,
03BR00575,K1115,3.0,68,LEGGY,54K,1,.,208,1,W,,
03BR00576,K1116,3.0,68,,26,5,.,220,1,W,,
03BR00577,K1151,3.0,68,R.P.,28,5,.,221,1,W,,
03BR00578,K1153,3.0,68,THIN,31,2,.,156,2,W,,
03BR00579,K1154,3.0,68,,52K,1,.,197,1,W,,
03BR00580,K1156,3.0,68,,51K,1,.,198,2,W,,
03BR00581,K1159,3.0,68,"BREECH,HELP",32,2,.,214,2,W,,
03BR00582,K1164,3.0,68,,51K,1,.,187,1,W,,
03BR00583,K1123,3.0,68,LEGGY,53K,1,.,225,2,W,,
03BR00584,K1126,3.0,68,FLTS,27,5,.,211,2,W,,
03BR00585,K1191,3.0,68,,52K,1,.,176,2,.,19,
03BR00586,K1190,3.0,68,THIN,54K,1,.,181,1,W,,
03BR00587,K1197,3.0,68,ALOOF,53K,1,.,176,2,W,,
03BR00588,K1002,4.0,68,,54K,1,.,208,2,W,,
03BR00589,K1052,3.0,68,,23,5,.,200,1,W,,
03BR00590,K1066,3.0,68,ENTR,24,5,.,195,2,W,,
03BR00591,K1062,3.0,68,,51K,1,.,179,1,W,,
03BR00592,K1071,3.0,68,BIG TAG y2001,53K,1,.,155,1,W,,
03BR00593,K1070,3.0,68,,52K,1,.,178,2,W,,
03BR00594,K1074,3.0,68,"VLTS, R.P.",25,5,.,186,2,W,,
03BR00595,K1312,3.0,68,,51K,1,.,178,1,W,,
03BR00596,K1305,3.0,68,ENTR,52K,1,.,207,1,W,,
03BR00597,K1302,3.0,68,NICE,53K,1,.,185,1,W,,
03BR00598,K1354,3.0,68,,54K,1,.,182,1,W,,
03BR00599,K1355,3.0,68,,53K,1,.,211,2,W,,
03BR00600,K1361,3.0,00,"BLACK, R.P.",BLK,1,1,177,1,W,,
03BR00601,K1396,3.0,68,THIN,54K,1,.,137,2,.,19,
03BR00602,K1407,3.0,68,,36,2,.,195,1,W,,
03BR00603,K1439,3.0,68,SUCK1SIDE,51K,1,.,209,1,W,,
03BR00604,K1446,3.0,68,,37,2,.,202,1,W,,
03BR00605,K1465,3.0,68,"PLEURITIS,URI",38,2,.,209,1,.,10,
03BR00606,K1531,3.0,68,SUCK1SIDE,51K,1,.,180,1,W,10,
03BR00607,K1541,2.0,68,ENTR,53K,1,.,209,1,W,,
03BR00608,K1544,2.0,68,,52K,1,.,200,1,W,,
03BR00609,K1561,2.0,68,,42,2,.,206,5,W,,
03BR00610,K1560,2.0,68,"R.P.,FETUS?",41,2,.,175,2,W,,
03BR00611,K1563,2.0,68,ENTR,43,2,.,177,1,W,,
03BR00612,K1569,2.0,68,4TEATS,44,2,.,182,1,W,,
03BR00613,K1595,2.0,68,,54K,1,.,170,1,W,,
03BR00614,K1635,2.0,68,TALL,45,2,.,177,1,W,,
03BR00615,K1652,2.0,68,,52K,1,.,184,1,W,,
03BR00616,K1659,2.0,68,,46,2,.,171,2,W,,
03BR00617,K1657,2.0,68,,54K,1,.,182,2,W,,
03BR00618,K1627,2.0,68,4TEATS,53K,1,.,209,1,W,,
03BR00619,K1680,2.0,68,WEAK,48,2,.,175,5,W,,
03BR00620,K1679,2.0,68,"LT,L.",47,2,.,182,1,W,,
03BR00621,K1217,3.0,68,L.EYE OK,33,2,.,169,2,W,,
03BR00622,K1248,3.0,68,MEAN AS HANDY,34,2,.,202,1,W,,
03BR00623,K1260,3.0,68,F3-,52K,1,.,169,2,W,,
03BR00624,K1267,3.0,68,,54K,1,.,196,2,W,,
03BR00625,K1294,3.0,68,LEGGY,35,2,.,231,1,W,,
03BR00626,K1810,2.0,68,4TEATS,54K,1,.,214,1,W,,
03BR00627,K1813,2.0,68,4TEATS,53K,1,.,187,1,W,,
03BR00628,K1805,2.0,68,4TEATS,51K,1,.,178,2,W,,
03BR00629,K1807,2.0,68,4TEATS,52K,1,.,187,2,W,,
03BR00630,K1842,2.0,68,NICE,52K,1,.,178,1,W,,
03BR00631,K1849,2.0,68,,23,5,.,217,1,W,,
03BR00632,K1821,2.0,68,"THIN,ROUGH",18,5,.,184,2,W,,
03BR00633,K1824,2.0,68,FIX TAG Y2003,21,5,.,197,1,W,,
03BR00634,K1825,2.0,68,4TEATS,22,5,.,185,2,W,,
03BR00635,K1888,2.0,68,4TEATS,51K,1,.,169,2,W,,
03BR00636,K1895,2.0,68,4TEATS,25,5,.,189,2,W,,
03BR00637,K1877,2.0,68,,24,5,.,173,1,W,,
03BR00638,K1900,2.0,68,JAW5 <?,26,5,.,179,2,W,,
03BR00639,K1945,2.0,00,BLACK EWE,BLK,1,1,168,1,W,,
03BR00640,K1950,2.0,68,,53K,1,.,169,1,W,,
03BR00641,K1956,2.0,68,NICE EWE,28,5,.,226,1,W,,
03BR00642,K1961,2.0,68,THIN,31,2,.,176,2,W,,
03BR00643,K1926,2.0,68,,27,5,.,179,5,W,,
03BR00644,K1928,2.0,68,,54K,1,.,157,1,W,,
03BR00645,K1981,2.0,68,POOR DILATION,33,2,.,184,1,W,,
03BR00646,K1986,2.0,68,4TEATS,34,2,.,184,2,W,,
03BR00647,K1982,2.0,68,,53K,1,.,183,2,W,,
03BR00648,K1975,2.0,68,,32,2,.,225,2,W,,
03BR00649,K1704,2.0,68,,51K,1,.,165,1,W,,
03BR00650,K1738,2.0,68,4TEATS,52K,1,.,177,1,W,,
03BR00651,K1763,2.0,68,WILD,13,5,.,169,2,W,,
03BR00652,K1768,2.0,68,4TEATS,14,5,.,201,2,W,,
03BR00653,K1769,2.0,68,,15,5,.,208,2,W,,
03BR00654,K1720,2.0,68,ASSISTED,11,5,.,206,1,W,,
03BR00655,K1722,2.0,68,,51K,1,.,188,1,W,,
03BR00656,K1727,2.0,68,4TEATS,12,5,.,159,1,W,,
03BR00657,K1783,2.0,68,DYSTOCIA,53K,1,.,199,1,W,,
03BR00658,K1788,2.0,68,,16,5,.,190,1,W,,
03BR00659,K1797,2.0,68,"WEAK,SCOURS",17,5,.,169,2,W,,
03BR00660,K0118,5.0,61,,51K,1,.,199,2,W,,
03BR00661,K0104,5.0,60,,51K,1,.,172,2,W,,
03BR00662,K0102,5.0,62,,52K,1,.,168,1,W,,
03BR00663,K0180,5.0,60,DYSTOCIA'99,54K,1,.,184,2,W,,
03BR00664,K0170,5.0,60,NICE,52K,1,.,163,2,W,,
03BR00665,K0055,5.0,62,BLK. EYE,51K,1,.,185,2,W,,
03BR00666,K0065,5.0,61,,53K,1,.,207,2,W,,
03BR00667,K0361,5.0,61,"THIN,ROUGH",48,2,.,220,1,W,,
03BR00668,K0366,5.0,60,,11,5,.,156,1,W,,
03BR00669,K0372,5.0,61,,54K,1,.,183,2,W,,
03BR00670,K0413,5.0,62,DYSTOCIA,51K,1,.,221,1,W,,
03BR00671,K0431,5.0,60,,52K,1,.,208,1,W,,
03BR00672,K0432,5.0,60,,13,5,.,208,2,W,,
03BR00673,K0440,5.0,61,,53K,1,.,197,1,W,,
03BR00674,K0451,5.0,61,THIN,54K,1,.,215,2,W,,
03BR00675,K0423,5.0,60,,12,5,.,193,1,W,,
03BR00676,K0495,5.0,60,LOW BAG,51K,1,.,191,2,W,,
03BR00677,K0545,5.0,61,"V.P.OK,KEEP",53K,1,.,180,2,W,,
03BR00678,K0550,5.0,60,DYSTOCIA,54K,1,.,217,1,W,,
03BR00679,K0520,5.0,62,,52K,1,.,175,2,W,,
03BR00680,K0641,4.0,68,ENTR,54K,1,.,212,2,W,,
03BR00681,K0643,4.0,68,PRETTY,51K,1,.,219,2,W,,
03BR00682,K0644,4.0,68,,52K,1,.,191,1,W,,
03BR00683,K0655,4.0,68,,53K,1,.,202,1,W,,
03BR00684,K0665,4.0,68,LOW TEATS,14,5,.,202,1,W,,
03BR00685,K0697,4.0,68,,53K,1,.,189,2,W,,
03BR00686,K0677,4.0,68,,15,5,.,165,1,W,,
03BR00687,K0213,5.0,62,THIN,53K,1,.,196,1,W,,
03BR00688,K0241,5.0,60,,51K,1,.,188,2,W,,
03BR00689,K0251,5.0,60,BIG BAG,52K,1,.,243,1,W,,
03BR00690,K0252,5.0,60,FLTS,53K,1,.,213,1,W,,
03BR00691,K0280,5.0,61,,52K,1,.,182,1,W,,
03BR00692,K0297,5.0,61,DYSTOCIA,53K,1,.,199,1,W,,
03BR00693,K0275,5.0,60,RP,54K,1,.,211,1,W,,
03BR00694,K0276,5.0,60,THIN,51K,1,.,208,1,W,,
03BR00695,K0800,4.0,68,BIG BAG,53K,1,.,179,2,W,,
03BR00696,K0809,4.0,68,DYSTOCIA,52K,1,.,188,1,W,,
03BR00697,K0844,4.0,68,,51K,1,.,171,2,W,,
03BR00698,K0848,4.0,68,,22,5,.,205,2,W,,
03BR00699,K0853,4.0,68,ENTR,53K,1,.,188,1,W,,
03BR00700,K0852,4.0,68,"ABS.JAW, DRY",54K,1,.,193,2,W,,
03BR00701,K0871,4.0,68,,52K,1,.,189,1,W,,
03BR00702,K0930,4.0,68,,51K,1,.,169,1,W,,
03BR00703,K0946,4.0,68,,54K,1,.,200,1,W,,
03BR00704,K0985,4.0,68,LEGGY,51K,1,.,203,1,W,,
03BR00705,K0971,4.0,68,,53K,1,.,170,1,W,,
03BR00706,K0972,4.0,68,,52K,1,.,161,2,W,,
03BR00707,K0711,4.0,68,,51K,1,.,197,1,W,,
03BR00708,K0713,4.0,68,,16,5,.,198,2,W,,
03BR00709,K0718,4.0,68,DIARRHEA,54K,1,.,204,2,W,,
03BR00710,K0706,4.0,68,F2,54K,1,.,215,1,W,,
03BR00711,K0764,4.0,68,ENTR,17,5,.,194,2,W,,
03BR00712,K0723,4.0,68,,52K,1,.,203,2,W,,
03BR00713,K0724,4.0,68,TAG CUT '2002,X,O,.,197,1,.,95,
03BR00714,K0786,4.0,68,L.EYE TRT'03,18,5,.,198,1,W,,
03BR00715,K0787,4.0,68,,21,5,.,203,1,W,,
03BR00716,K2111,1.0,68,ENTR,42,2,.,218,1,W,,
03BR00717,K2116,1.0,68,"NUFLOR,PNEU.",52K,1,.,148,1,W,,
03BR00718,K2112,1.0,68,4TEATS,51K,1,.,180,1,W,,
03BR00719,K2117,1.0,68,,43,2,.,154,1,W,,
03BR00720,K2105,1.0,00,,38,2,.,133,1,W,,
03BR00721,K2108,1.0,68,,41,2,.,167,1,W,,
03BR00722,K2138,1.0,68,ENTR,46,2,.,197,5,W,,
03BR00723,K2137,1.0,68,,45,2,.,209,5,W,,
03BR00724,K2144,1.0,68,,51K,1,.,152,2,W,,
03BR00725,K2149,1.0,68,4TEATS,47,2,.,146,5,W,,
03BR00726,K2154,1.0,00,4TEATS,48,2,.,168,1,W,,
03BR00727,K2162,1.0,00,,11,5,.,176,5,W,,
03BR00728,K2124,1.0,68,ENTR,54K,1,.,149,2,W,,
03BR00729,K2122,1.0,68,NICE,53K,1,.,167,2,W,,
03BR00730,K2128,1.0,68,,44,2,.,157,1,W,,
03BR00731,K2183,1.0,68,4TEATS,54K,1,.,172,2,W,,
03BR00732,K2188,1.0,68,NICE,12,5,.,196,5,W,,
03BR00733,K2190,1.0,68,,13,5,.,131,2,W,,
03BR00734,K2199,1.0,68,,53K,1,.,169,2,W,,
03BR00735,K2197,1.0,00,,14,5,.,174,5,W,,
03BR00736,K2175,1.0,68,NICE STUD EWE,52K,1,.,183,1,W,,
03BR00737,K2018,2.0,68,4TEATS,52K,1,.,200,2,W,,
03BR00738,K2001,2.0,68,,51K,1,.,209,1,W,,
03BR00739,K2005,2.0,68,,54K,1,.,188,2,W,,
03BR00740,K2062,1.0,68,4TEATS,54K,1,.,152,2,W,,
03BR00741,K2068,1.0,68,,35,2,.,170,1,W,,
03BR00742,K2080,1.0,68,4TEATS,36,2,.,195,5,W,,
03BR00743,K2085,1.0,00,SICK 9/22/03,37,2,.,135,1,W,,
03BR00744,K2316,1.0,68,,35,2,.,150,2,W,,
03BR00745,K2300,1.0,68,4TEATS,54K,1,.,149,1,W,,
03BR00746,K2306,1.0,00,NICE,34,2,.,160,5,W,,
03BR00747,K2333,1.0,68,,53K,1,.,159,2,W,,
03BR00748,K2337,1.0,68,F2,53K,1,.,174,1,W,,
03BR00749,K2341,1.0,68,NICE,37,2,.,156,2,W,,
03BR00750,K2340,1.0,68,NICE,36,2,.,174,1,W,,
03BR00751,K2366,1.0,68,,38,2,.,162,2,W,,
03BR00752,K2369,1.0,68,NICE,52K,1,.,180,1,W,,
03BR00753,K2383,1.0,68,4TEATS,51K,1,.,165,2,W,,
03BR00754,K2384,1.0,68,,54K,1,.,164,2,W,,
03BR00755,K2385,1.0,68,4TEATS,51K,1,.,198,1,W,,
03BR00756,K2397,1.0,68,,42,2,.,149,1,W,,
03BR00757,K2374,1.0,68,NICE,41,2,.,189,5,W,,
03BR00758,K2372,1.0,68,SL.ENTR,52K,1,.,178,2,W,,
03BR00759,K2414,1.0,68,,44,2,.,214,5,W,,
03BR00760,K2400,1.0,68,4TEATS,43,2,.,170,2,W,,
03BR00761,K2421,1.0,68,ENTR,45,2,.,189,5,W,,
03BR00762,K2480,1.0,68,4TEATS,54K,1,.,167,2,W,,
03BR00763,K2483,1.0,68,,51K,1,.,157,2,W,,
03BR00764,K2489,1.0,68,,47,2,.,149,2,W,,
03BR00765,K2495,1.0,68,,48,2,.,200,5,W,,
03BR00766,K2473,1.0,68,,46,2,.,201,5,W,,
03BR00767,K2504,1.0,68,NICE,52K,1,.,165,2,W,,
03BR00768,K2547,1.0,68,ENTR,15,5,.,199,5,W,,
03BR00769,K2550,1.0,68,"L.EYE,TX,6/03",53K,1,.,159,2,W,,
03BR00770,K2521,1.0,68,SL.ENTR,13,5,.,164,1,W,,
03BR00771,K2523,1.0,68,,14,5,.,170,1,W,,
03BR00772,K2587,1.0,68,,52K,1,.,151,2,W,,
03BR00773,K2578,1.0,68,ENTR,17,5,.,166,2,W,,
03BR00774,K2579,1.0,68,,18,5,.,176,1,W,,
03BR00775,K2577,1.0,68,,16,5,.,211,5,W,,
03BR00776,K2616,1.0,68,,53K,1,.,166,1,W,,
03BR00777,K2603,1.0,68,R.P.,23,5,.,195,2,W,,
03BR00778,K2631,1.0,68,4TEATS,25,5,.,191,5,W,,
03BR00779,K2643,1.0,68,,52K,1,.,158,2,W,,
03BR00780,K2644,1.0,68,4TEATS,54K,1,.,151,2,W,,
03BR00781,K2649,1.0,68,,26,5,.,164,2,W,,None
03BR00782,K2653,1.0,68,ENTR,27,5,.,215,5,W,,
03BR00783,K2655,1.0,68,,53K,1,.,170,1,W,,
03BR00784,K2622,1.0,68,NICE,24,5,.,185,5,W,,
03BR00785,K2679,1.0,68,,33,2,.,185,1,W,,
03BR00786,K2677,1.0,68,4TEATS,28,5,.,151,2,W,,
03BR00787,K2211,1.0,00,,18,5,.,163,5,W,,
03BR00788,K2201,1.0,68,4TEATS,16,5,.,177,1,W,,
03BR00789,K2200,1.0,68,"wasOPEN, NOT",15,5,.,189,2,W,,
03BR00790,K2204,1.0,00,,17,5,.,148,1,W,,
03BR00791,K2205,1.0,68,4TEATS,51K,1,.,160,2,W,,
03BR00792,K2230,1.0,68,,52K,1,.,145,2,W,,
03BR00793,K2242,1.0,68,4TEATS,23,5,.,190,5,W,,
03BR00794,K2247,1.0,68,,24,5,.,193,1,W,,
03BR00795,K2251,1.0,68,ENTR,25,5,.,151,1,W,,
03BR00796,K2255,1.0,68,ASSISTED,26,5,.,147,2,.,10,
03BR00797,K2258,1.0,68,4TEATS,27,5,.,187,2,W,,
03BR00798,K2265,1.0,68,,51K,1,.,157,1,W,,
03BR00799,K2266,1.0,68,DYSTOCIA,54K,1,.,155,2,W,,
03BR00800,K2262,1.0,68,ENTR,28,5,.,202,5,W,,
03BR00801,K2220,1.0,68,4TEATS,21,5,.,213,5,W,,
03BR00802,K2229,1.0,00,,22,5,.,155,2,W,,
03BR00803,K2281,1.0,68,FLT,51K,1,.,175,2,W,,
03BR00804,K2297,1.0,00,NICE,33,2,.,186,1,W,,
03BR00805,K2279,1.0,68,ENTR,32,2,.,152,1,W,,
03BR00806,K2277,1.0,68,,31,2,.,165,2,W,,
03BR00807,K2717,1.0,68,,34,2,.,197,1,W,,
03BR00808,K2707,1.0,68,,53K,1,.,174,2,W,,
03BR00809,K2731,1.0,68,NICE,36,2,.,225,5,W,,
03BR00810,K2734,1.0,68,NICE,37,2,.,190,1,W,,
