UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP,PESSARY
03BR01223,R2558,2.0,10,DYSTOCIA, 4,2,.,160,2,W,,
03BR01224,R2562,2.0,10,4TEATS, 5,2,.,175,2,W,,
03BR01225,R2568,2.0,13,4TEATS, 6,2,.,164,2,W,,
03BR01226,R2521,2.0,13,WILD, 5,2,.,165,1,W,,
03BR01227,R2520,2.0,13,, 4,2,.,161,1,W,,
03BR01228,R2524,2.0,11,ENTR, 6,2,.,167,1,W,,
03BR01229,R2587,2.0,13,HAIRY,12,5,.,173,2,W,,
03BR01230,R2595,2.0,10,DYSTOCIA,31R,1,.,149,2,W,,
03BR01231,R2573,2.0,12,, 7,2,.,164,2,W,,
03BR01232,R2576,2.0,10,NICE, 8,2,.,158,2,W,,
03BR01233,R2578,2.0,12,,11,5,.,128,2,W,,
03BR01234,R2613,2.0,13,PNEU.,14,5,.,152,1,W,,
03BR01235,R2615,2.0,10,,15,5,.,182,1,W,,
03BR01236,R2612,2.0,13,,13,5,.,162,2,W,,
03BR01237,R2635,2.0,10,,16,5,.,157,5,W,,
03BR01238,R2682,2.0,12,H3,22,5,.,166,1,W,,
03BR01239,R2689,2.0,10,OVX HER !,X,O,.,171,5,.,,
03BR01240,R2695,2.0,13,THIN,32R,1,.,154,2,W,,
03BR01241,R2698,2.0,13,LEFTherLAMBs,X,O,.,175,2,.,95,
03BR01242,R2699,2.0,10,,23,5,.,168,2,W,,None
03BR01243,R2678,2.0,12,"THIN, WEAK",18,5,.,175,1,W,,
03BR01244,R2679,2.0,12,F4,21,5,.,171,2,W,,
03BR01245,R2677,2.0,13,,17,5,.,146,2,W,,
03BR01246,R2213,2.0,13,, 7,2,.,157,5,W,,
03BR01247,R2219,2.0,11,VLTS, 8,2,.,175,2,W,,
03BR01248,R2204,2.0,10,, 4,2,.,151,1,W,,
03BR01249,R2205,2.0,12,, 5,2,.,157,2,W,,
03BR01250,R2208,2.0,12,WEAK, 6,2,.,144,2,W,,
03BR01251,R2254,2.0,11,4TEATS, 4,2,.,133,2,W,,
03BR01252,R2265,2.0,10,, 5,2,.,162,2,W,,
03BR01253,R2220,2.0,12,, 1,2,.,147,1,W,,
03BR01254,R2229,2.0,12,HAIRY, 3,2,.,144,1,W,,
03BR01255,R2227,2.0,12,, 2,2,.,154,1,W,,
03BR01256,R2281,2.0,10,NICE,11,5,.,153,2,W,,
03BR01257,R2280,2.0,10,ENTR, 8,2,.,182,1,W,,
03BR01258,R2284,2.0,12,,31R,1,.,186,1,W,,
03BR01259,R2295,2.0,10,TRT EYE,12,5,.,169,2,W,,
03BR01260,R2296,2.0,10,NICE,13,5,.,160,1,W,,
03BR01261,R2271,2.0,12,PARESIS, 6,2,.,141,2,W,,
03BR01262,R2273,2.0,10,OPEN/LAMBED, 7,2,.,173,2,W,,
03BR01263,R2811,2.0,10,,42,2,.,138,1,W,,
03BR01264,R2814,2.0,12,,44,2,.,154,1,W,,
03BR01265,R2816,2.0,12,ASSISTED,45,2,.,148,2,W,,
03BR01266,R2812,2.0,10,F3-,43,2,.,141,2,W,,
03BR01267,R2800,2.0,13,,37,2,.,164,2,W,,
03BR01268,R2805,2.0,11,,38,2,.,130,2,W,,
03BR01269,R2806,2.0,12,,41,2,.,143,2,W,,
03BR01270,R2834,2.0,13,,47,2,.,171,1,W,,
03BR01271,R2839,2.0,10,,31R,1,.,182,2,W,,
03BR01272,R2840,2.0,13,NICE,48,2,.,157,1,W,,
03BR01273,R2849,2.0,10,, 2,2,.,153,1,W,,
03BR01274,R2847,2.0,10,, 1,2,.,175,1,W,,
03BR01275,R2851,2.0,12,TAG CUT '2002, 3,2,.,169,1,W,,
03BR01276,R2855,2.0,11,PNEU., 4,2,.,154,1,W,,
03BR01277,R2858,2.0,13,, 6,2,.,169,1,W,,
03BR01278,R2857,2.0,13,"DYSTOCIA,THIN", 5,2,.,137,1,W,,
03BR01279,R2864,2.0,10,,32R,1,.,175,1,W,,
03BR01280,R2869,2.0,13,1TAG, 7,2,.,152,1,W,,
03BR01281,R2825,2.0,11,OPEN/LAMBED,46,2,.,164,2,W,,
03BR01282,R2883,2.0,10,LR FOOT OK,33R,1,.,183,1,W,,
03BR01283,R2887,2.0,10,, 2,2,.,149,2,W,,
03BR01284,R2891,2.0,12,, 3,2,.,151,1,W,,
03BR01285,R2894,2.0,13,THIN, 4,2,.,160,1,W,,
03BR01286,R2897,2.0,12,SL.ENTR, 5,2,.,186,5,W,,
03BR01287,R2878,2.0,10,, 1,2,.,179,2,W,,
03BR01288,R2877,2.0,10,, 8,2,.,165,2,W,,
03BR01289,R2910,2.0,11,.124 inbr, 6,2,.,141,2,W,,
03BR01290,R2916,2.0,12,POOR MATERNAL, 7,2,.,152,2,W,,
03BR01291,R2945,2.0,18,ABORTED3/03, 8,2,.,173,5,W,,
03BR01292,R2984,1.0,18,, 3,2,.,121,2,W,,
03BR01293,R2988,1.0,18,ENTR, 5,2,.,137,2,W,,
03BR01294,R2987,1.0,18,, 4,2,.,148,2,W,,
03BR01295,R2973,1.0,18,, 1,2,.,139,1,W,,
03BR01296,R2977,1.0,18,, 2,2,.,145,2,W,,
03BR01297,R2714,2.0,12,,24,5,.,134,2,W,,
03BR01298,R2717,2.0,12,NICE,25,5,.,164,1,W,,
03BR01299,R2709,2.0,13,ENTR,33R,1,.,190,2,W,,
03BR01300,R2734,2.0,12,,27,5,.,154,2,W,,
03BR01301,R2736,2.0,10,,34R,1,.,171,2,W,,
03BR01302,R2739,2.0,13,HAIRY,28,5,.,158,1,W,,
03BR01303,R2763,2.0,12,BRN.EARS,31,2,.,157,2,W,,
03BR01304,R2769,2.0,11,DYSTOCIA,32,2,.,151,1,W,,
03BR01305,R2728,2.0,12,R.BLOODY MILK,26,5,.,158,1,W,,
03BR01306,R2799,2.0,12,DYSTOCIA,36,2,.,170,2,W,,
03BR01307,R2771,2.0,10,,33,2,.,171,2,W,,
03BR01308,R2776,2.0,10,ASSISTED,34,2,.,177,1,W,,
03BR01309,R2779,2.0,10,,35,2,.,178,1,W,,
03BR01310,S5531,8.0,10,,UTE,U,.,158,4,W,,
03BR01311,S5552,8.0,11,FLTS,UTE,U,.,178,5,W,,
03BR01312,S5573,8.0,11,MSG 10/10/03,UTE,U,.,168,5,.,97,
03BR01313,S5655,8.0,13,,UTE,U,.,167,5,W,,
03BR01314,S5666,8.0,12,THIN,UTE,U,.,177,4,W,,
03BR01315,S5845,8.0,13,LTS,UTE,U,.,189,4,W,,
03BR01316,S5919,8.0,11,AGED,UTE,U,.,143,4,W,,
03BR01317,S5923,8.0,12,WEAKOLDEWE,UTE,U,.,158,4,W,,
03BR01318,S5784,8.0,11,FLTS,UTE,U,.,168,5,W,,
03BR01319,S6148,8.0,11,ABS.L.LEG/HIP,UTE,U,.,150,4,W,,
03BR01320,S6183,8.0,11,CHK WGT,UTE,U,.,166,4,W,,
03BR01321,S6019,8.0,11,,UTE,U,.,185,5,W,,
03BR01322,S6031,8.0,10,"DYSTOCIA,WEAK",UTE,U,.,187,4,W,,
03BR01323,S6301,8.0,12,"X, BAG, AGE",UTE,U,.,156,4,W,,
03BR01324,S6325,8.0,12,"THIN, SAGE",UTE,U,.,161,5,W,,
03BR01325,S6328,8.0,11,"LUNGER, X,BAG",UTE,U,.,181,4,W,,
03BR01326,S6592,7.0,13,,UTE,U,.,172,5,W,,
03BR01327,S6631,7.0,11,DYSTOCIA,UTE,U,.,167,2,W,,
03BR01328,S6208,8.0,10,,UTE,U,.,153,2,W,,
03BR01329,S6269,8.0,12,,UTE,U,.,136,4,W,,
03BR01330,S6830,7.0,11,,UTE,U,.,195,4,W,,
03BR01331,S6836,7.0,18,ABN.UTERUS,UTE,U,.,207,5,W,,
03BR01332,S6838,7.0,11,,UTE,U,.,151,4,W,,
03BR01333,S6839,7.0,11,MSG 10/10/03,UTE,U,.,153,2,.,97,
03BR01334,S6864,7.0,11,DYSTOCIA'97,UTE,U,.,177,2,W,,
03BR01335,S6873,7.0,10,,UTE,U,.,168,1,W,,
03BR01336,S6931,7.0,13,ENTR,UTE,U,.,152,5,W,,
03BR01337,S6700,7.0,12,MSG 10/10/03,UTE,U,.,175,5,.,97,
03BR01338,S6704,7.0,13,"X, BAG",UTE,U,.,170,1,W,,
03BR01339,S6756,7.0,10,,UTE,U,.,169,2,W,,
03BR01340,S8148,6.0,11,,34R,1,.,182,1,W,,
03BR01341,S8158,6.0,13,,33,2,.,148,4,W,,
03BR01342,S8125,6.0,10,,31,2,.,175,5,W,,
03BR01343,S8129,6.0,10,,32,2,.,177,4,W,,
03BR01344,S8180,6.0,11,DIARRHEA,31R,1,.,161,2,W,,
03BR01345,S8187,6.0,10,DYSTOCIA,34,2,.,167,2,W,,
03BR01346,S8194,6.0,11,,35,2,.,140,2,W,12,
03BR01347,S8197,6.0,11,,36,2,.,150,2,W,,
03BR01348,S8017,6.0,11,"THIN, SW.BAG",26,5,.,167,1,W,,
03BR01349,S8035,6.0,18,,27,5,.,178,2,W,,
03BR01350,S8056,6.0,13,THIN,33R,1,.,167,1,W,,
03BR01351,S8092,6.0,13,,28,5,.,191,1,W,,
03BR01352,S8309,6.0,18,,38,2,.,195,5,W,,
03BR01353,S8326,6.0,11,ENTR,32R,1,.,169,1,W,,
03BR01354,S8380,6.0,10,,33R,1,.,163,2,W,,
03BR01355,S8388,6.0,12,Band H ?,42,2,.,197,H,W,,
03BR01356,S8375,6.0,10,,41,2,.,180,1,W,,
03BR01357,S8407,6.0,18,,43,2,.,190,4,W,,
03BR01358,S8433,6.0,10,NICE,44,2,.,164,2,W,,
03BR01359,S8435,6.0,12,,34R,1,.,164,2,W,,
03BR01360,S8443,6.0,11,,31R,1,.,168,2,W,,
03BR01361,S8461,6.0,13,,45,2,.,169,5,W,,
03BR01362,S8478,6.0,13,FLTS,46,2,.,180,2,W,,
03BR01363,S8512,6.0,13,SUCK1SIDE,47,2,.,148,1,W,12,
03BR01364,S8548,6.0,12,DYSTOCIA,32R,1,.,174,2,W,,
03BR01365,S8565,6.0,13,LTS,48,2,.,174,4,W,,
03BR01366,S8613,6.0,12,DYSTOCIA,31,2,.,143,4,W,,
03BR01367,S8615,6.0,11,,41,2,.,176,2,W,,
03BR01368,S8600,6.0,13,"THIN,ROUGH",11,5,.,160,2,W,,
03BR01369,S8609,6.0,13,HAIRY,21,5,.,179,1,W,,
03BR01370,S8225,6.0,12,,37,2,.,161,4,W,,
03BR01371,S8897,6.0,10,PNEU.,33R,1,.,169,1,W,,
03BR01372,S9133,5.0,11,,23,5,.,160,1,W,,
03BR01373,S9141,5.0,13,,31R,1,.,163,1,W,,
03BR01374,S9169,5.0,12,,33R,1,.,180,1,W,,
03BR01375,S9167,5.0,10,,24,5,.,186,1,W,,
03BR01376,S9125,5.0,11,,34R,1,.,168,2,W,,
03BR01377,S9181,5.0,12,,26,5,.,168,5,W,,
03BR01378,S9193,5.0,10,,34R,1,.,206,2,W,,
03BR01379,S9175,5.0,10,,25,5,.,158,1,W,,
03BR01380,S9179,5.0,11,,32R,1,.,158,2,W,,
03BR01381,S9016,5.0,12,,34R,1,.,136,2,W,,
03BR01382,S9005,5.0,11,,18,5,.,168,1,W,,
03BR01383,S9041,5.0,10,F4-,22,5,.,170,2,W,,
03BR01384,S9020,5.0,12,,21,5,.,159,5,W,,
03BR01385,S9022,5.0,12,DYSTOCIA,31R,1,.,171,1,W,,
03BR01386,S9084,5.0,11,,32R,1,.,175,1,W,,
03BR01387,S9099,5.0,11,"L.MILK,BLOOD",33R,1,.,170,2,W,,
03BR01388,S9340,5.0,12,OK,36,2,.,188,2,W,,
03BR01389,S9345,5.0,12,,33R,1,.,182,1,W,,
03BR01390,S9352,5.0,13,THIN,37,2,.,164,5,W,,
03BR01391,S9393,5.0,11,DYSTOCIA,38,2,.,166,5,W,,
03BR01392,S9377,5.0,11,,34R,1,.,160,2,W,,
03BR01393,S9412,5.0,13,,31R,1,.,154,1,W,,
03BR01394,S9440,5.0,12,,41,2,.,178,2,W,,
03BR01395,S9453,5.0,10,MS.BIG,42,2,.,163,4,W,,
03BR01396,S9428,5.0,11,CHK. HORN,32R,1,.,163,2,W,,
03BR01397,S9482,5.0,11,SPRING CREEK,33R,1,.,170,1,W,,
03BR01398,S9511,5.0,10,,43,2,.,162,1,W,,
03BR01399,S9503,5.0,10,REJECTS 1LAMB,34R,1,.,161,2,W,,
03BR01400,S9555,5.0,13,R.P.,31R,1,.,164,2,W,,
03BR01401,S9588,5.0,10,SM.BAG,44,2,.,204,4,W,,
03BR01402,S9570,5.0,13,,32R,1,.,166,2,W,,
03BR01403,S9613,5.0,11,THIN,33R,1,.,172,2,W,,
03BR01404,S9615,5.0,13,,34R,1,.,163,1,W,,
03BR01405,S9602,5.0,10,,45,2,.,186,5,W,,
03BR01406,S9634,5.0,10,ENTR,31R,1,.,175,2,W,,
03BR01407,S9638,5.0,10,HAIRY,46,2,.,163,4,W,,
03BR01408,S9646,5.0,13,"LT,SUCK1SIDE",47,2,.,175,1,W,,
03BR01409,S9673,5.0,11,,32R,1,.,192,1,W,,
03BR01410,S9674,5.0,11,H3,33R,1,.,190,1,W,,
03BR01411,S9215,5.0,10,PNEU.,27,5,.,160,2,W,,
03BR01412,S9202,5.0,13,,31R,1,.,182,1,W,,
03BR01413,S9209,5.0,11,,32R,1,.,162,2,W,,
03BR01414,S9231,5.0,11,R.P.,33R,1,.,151,2,W,,
03BR01415,S9230,5.0,12,DYSTOCIA,31,2,.,163,5,W,,
03BR01416,S9234,5.0,11,,34R,1,.,170,1,W,,
03BR01417,S9236,5.0,13,"BLOODY MILK,R",32,2,.,137,4,W,,
03BR01418,S9256,5.0,10,,33,2,.,154,1,W,,
03BR01419,S9257,5.0,12,,31R,1,.,174,1,W,,
03BR01420,S9225,5.0,10,,28,5,.,190,1,W,,
03BR01421,S9293,5.0,11,"SM.BAG, M1",34,2,.,183,4,W,,
03BR01422,S9294,5.0,11,,35,2,.,171,2,W,,
03BR01423,S9278,5.0,12,DYSTOCIA'99,32R,1,.,194,1,W,,
03BR01424,S9887,5.0,11,,33R,1,.,177,1,W,,
03BR01425,S9980,4.0,10,DYSTOCIA, 7,2,.,179,4,W,,
03BR01426,S9988,4.0,12,,34R,1,.,149,1,W,,
03BR01427,S9998,4.0,11,DYSTOCIA, 8,2,.,164,2,W,,
03BR01428,S9706,5.0,11,,34R,1,.,181,1,W,,
03BR01429,S9708,5.0,11,ENTR,32R,1,.,171,2,W,,
03BR01430,S9784,5.0,13,TRT EYE '00,31R,1,.,175,2,W,,
03BR01431,S9795,5.0,10,F4,48,2,.,188,5,W,,
03BR01432,S9797,5.0,13,BLK.R.EYE,48,2,.,154,4,W,,
03BR01433,S9778,5.0,12,,48,2,.,202,5,W,,
03BR01434,S7137,7.0,11,,UTE,U,.,148,2,W,,
03BR01435,S7191,7.0,13,LTS,UTE,U,.,226,5,W,,
03BR01436,S7053,7.0,12,ENTR,UTE,U,.,138,2,W,,
03BR01437,S7353,7.0,10,,UTE,U,.,162,4,W,,
03BR01438,S7382,7.0,11,,UTE,U,.,165,5,W,,
03BR01439,S7518,7.0,13,VLTS,UTE,U,.,144,4,W,,
03BR01440,S7503,7.0,13,"SW.BAG,THIN",UTE,U,.,212,1,W,,
03BR01441,S7530,7.0,10,,UTE,U,.,176,5,W,,
03BR01442,S7596,7.0,12,"BLED,DYSTOCIA",UTE,U,.,152,4,W,,
03BR01443,S7262,7.0,11,,UTE,U,.,162,1,W,,
03BR01444,S7803,6.0,11,DYSTOCIA,34R,1,.,163,2,W,,
03BR01445,S7840,6.0,12,,13,5,.,166,2,W,,
03BR01446,S7852,6.0,11,"DYSTOC,breech",31R,1,.,172,1,W,,
03BR01447,S7863,6.0,12,THIN,15,5,.,169,2,W,,
03BR01448,S7862,6.0,12,,14,5,.,166,2,W,,
03BR01449,S7889,6.0,11,,16,5,.,183,2,W,,
03BR01450,S7913,6.0,13,COUGH,17,5,.,169,1,W,,
03BR01451,S7936,6.0,11,ENTR,23,5,.,160,1,W,,
03BR01452,S7951,6.0,12,,24,5,.,178,2,W,,
03BR01453,S7950,6.0,12,,32R,1,.,187,1,W,,
03BR01454,S7921,6.0,18,,18,5,.,152,5,W,,
03BR01455,S7922,6.0,12,ABS.R.FLANK,21,5,.,144,4,W,,
03BR01456,S7928,6.0,11,,22,5,.,159,1,W,,
03BR01457,S7984,6.0,13,ENTR,25,5,.,182,1,W,,
03BR01458,S7759,6.0,18,RECUMBENT,11,5,.,159,2,W,,
03BR01459,S7766,6.0,11,,32R,1,.,170,2,W,,
03BR01460,S7785,6.0,13,RECUMBENT,33R,1,.,164,1,W,,
03BR01461,S7797,6.0,12,"LTS, R.P.",12,5,.,193,1,W,,None
03BR01462,T5844,6.0,41,,46T,1,.,172,2,W,,
03BR01463,T5853,6.0,ID,BRN.EARS,41T,1,I,158,2,W,,
03BR01464,T5858,6.0,41,SW.BAG,45T,1,.,164,2,W,,
03BR01465,T5910,6.0,41,,13,5,.,167,1,W,,
03BR01466,T5928,6.0,ID,OK,41T,1,I,204,2,W,,
03BR01467,T5927,6.0,ID,LTS,43T,1,I,186,1,W,,
03BR01468,T5998,6.0,42,,44T,1,.,140,1,W,,
03BR01469,T5975,6.0,41,LTS,44T,1,.,141,1,W,,
03BR01470,T6114,6.0,ID,NICE EWE,43T,1,I,166,2,W,,
03BR01471,T6152,6.0,ID,EARS ABUSED,43T,1,I,175,2,W,,
03BR01472,T6160,6.0,42,ABS.R.NECK,45T,1,.,173,2,W,,
03BR01473,T6168,6.0,41,"OFF FEED,URI",46T,1,.,147,1,W,,
03BR01474,T6188,6.0,ID,1 EYE GONE,42T,1,I,193,1,W,,
03BR01475,T6177,6.0,42,,15,5,.,143,2,W,,
03BR01476,T6011,6.0,ID,,42T,1,I,177,1,W,,
03BR01477,T6041,6.0,42,,46T,1,.,166,2,W,,
03BR01478,T6055,6.0,41,HYPERHOCK,44T,1,.,168,2,W,,
03BR01479,T6022,6.0,41,,45T,1,.,170,2,W,,
03BR01480,T6074,6.0,41,,14,5,.,186,1,W,,None
03BR01481,T6351,6.0,41,"ASSISTED,BIG",44T,1,.,158,2,W,,
03BR01482,T6350,6.0,41,,44T,1,.,183,1,W,,
03BR01483,T6325,6.0,41,SW.BAG,16,5,.,182,1,W,,
03BR01484,T6374,6.0,42,,17,5,.,127,1,W,,
03BR01485,T6439,5.0,ID,,41T,1,I,170,2,W,,
03BR01486,T6455,5.0,ID,,41T,1,I,169,2,W,,
03BR01487,T6481,5.0,ID,,43T,1,I,205,2,W,,
03BR01488,T6485,5.0,41,SW.BAG,45T,1,.,177,1,W,,
03BR01489,T6498,5.0,ID,,43T,1,I,191,2,W,,
03BR01490,T6499,5.0,42,,18,5,.,143,2,W,,None
03BR01491,T6474,5.0,ID,,42T,1,I,161,2,W,,
03BR01492,T6479,5.0,ID,,41T,1,I,211,1,W,,
03BR01493,T6511,5.0,ID,,42T,1,I,195,2,W,,
03BR01494,T6510,5.0,ID,RP,41T,1,I,203,1,W,,
03BR01495,T6556,5.0,41,,46T,1,.,176,1,W,,
03BR01496,T6525,5.0,41,LTS,21,5,.,202,1,W,,
03BR01497,T6526,5.0,41,DYSTOCIA,46T,1,.,186,2,W,,
03BR01498,T6598,5.0,42,,46T,1,.,153,1,W,,
03BR01499,T6576,5.0,42,,45T,1,.,162,1,W,,
03BR01500,T6631,5.0,42,,46T,1,.,157,2,W,,
03BR01501,T6639,5.0,42,,45T,1,.,158,1,W,,
03BR01502,T6640,5.0,42,,46T,1,.,190,1,W,,
03BR01503,T6649,5.0,ID,NICE,42T,1,I,185,1,W,,
03BR01504,T6663,5.0,42,,23,5,.,143,2,W,,
03BR01505,T6620,5.0,41,METRITIS,22,5,.,178,5,W,,
03BR01506,T6686,5.0,41,,44T,1,.,164,2,W,,
03BR01507,T6687,5.0,41,BIG BAG,45T,1,.,168,2,W,,
03BR01508,T6670,5.0,41,HUGE BAG,44T,1,.,168,2,W,,
03BR01509,T6207,6.0,ID,"WEAK,THIN",43T,1,I,183,1,W,,
03BR01510,T6234,6.0,42,"THIN,DYSTOCIA",44T,1,.,154,1,W,,
03BR01511,T6249,6.0,ID,HAIRY,43T,1,I,176,2,W,,
03BR01512,T6247,6.0,41,FAT,44T,1,.,166,2,W,,
03BR01513,T6257,6.0,ID,"DYSTOCIA,leg",43T,1,I,159,1,W,,
03BR01514,T6287,6.0,ID,DYSTOCIA'99,41T,1,I,194,1,W,,
03BR01515,T6813,5.0,42,THIN,44T,1,.,162,H,W,,
03BR01516,T6801,5.0,41,,44T,1,.,167,2,W,,
03BR01517,T6803,5.0,42,,46T,1,.,151,2,W,,
03BR01518,T6850,5.0,42,"URI,SW.BAG",44T,1,.,172,1,W,,
03BR01519,T6852,5.0,42,,45T,1,.,181,1,W,,
03BR01520,T6824,5.0,42,,45T,1,.,122,1,W,,
03BR01521,T6829,5.0,42,ENTR,46T,1,.,150,2,W,,
03BR01522,T6884,5.0,41,,26,5,.,211,2,W,,
03BR01523,T6918,5.0,42,,45T,1,.,152,1,W,,
03BR01524,T6904,5.0,41,DIARRHEA,46T,1,.,158,1,W,,
03BR01525,T6909,5.0,41,,44T,1,.,160,2,W,,
03BR01526,T6936,5.0,41,,46T,1,.,151,2,W,,
03BR01527,T6937,5.0,41,,46T,1,.,181,2,W,,
03BR01528,T6964,5.0,41,,45T,1,.,180,2,W,,
03BR01529,T6978,5.0,42,DEPRESSED,44T,1,.,171,1,W,,
03BR01530,T6702,5.0,42,HAIRY,45T,1,.,167,1,W,,
03BR01531,T6708,5.0,41,ABS.R.FLANK,46T,1,.,194,2,W,,
03BR01532,T6709,5.0,41,THIN,46T,1,.,165,2,W,,
03BR01533,T6746,5.0,41,THIN,45T,1,.,157,2,W,,
03BR01534,T6752,5.0,ID,,43T,1,I,190,1,W,,
03BR01535,T6761,5.0,42,FLTS,24,5,.,178,1,W,,None
03BR01536,T6726,5.0,41,DYSTOCIA,44T,1,.,158,2,W,,
03BR01537,T6729,5.0,42,,46T,1,.,149,1,W,,
03BR01538,T6780,5.0,41,LTS,45T,1,.,171,2,W,,
03BR01539,T6785,5.0,41,F2+,46T,1,.,187,2,W,,
03BR01540,T6793,5.0,42,,45T,1,.,145,1,W,,
03BR01541,T6771,5.0,41,,44T,1,.,183,2,W,,
03BR01542,T6770,5.0,42,,25,5,.,154,1,.,10,
03BR01543,T8116,3.0,42,,26,5,.,152,2,W,,
03BR01544,T8112,3.0,41,LTS,25,5,.,153,1,W,,
03BR01545,T8144,3.0,ID,FLT,42T,1,I,188,1,W,,
03BR01546,T8128,3.0,42,,27,5,.,163,1,W,,
03BR01547,T8006,3.0,41,THIN,18,5,.,142,2,W,,
03BR01548,T8034,3.0,42,,45T,1,.,148,1,W,,
03BR01549,T8049,3.0,41,ENTR,21,5,.,163,2,W,,
03BR01550,T8026,3.0,42,,46T,1,.,134,2,W,,
03BR01551,T8085,3.0,42,,23,5,.,158,1,W,,
03BR01552,T8087,3.0,41,RECUMBENT,44T,1,.,158,1,W,,
03BR01553,T8099,3.0,42,,24,5,.,156,1,W,,
03BR01554,T8071,3.0,42,ENTR,22,5,.,164,2,W,,
03BR01555,T8310,2.0,ID,,43T,1,I,167,1,W,,
03BR01556,T8313,2.0,ID,SM.BAG,42T,1,I,159,1,W,,
03BR01557,T8314,2.0,ID,,43T,1,I,207,1,W,,
03BR01558,T8312,2.0,ID,,43T,1,I,210,2,W,,
03BR01559,T8307,2.0,ID,NICE,42T,1,I,200,1,W,,
03BR01560,T8330,2.0,ID,,43T,1,I,168,2,W,,
03BR01561,T8339,2.0,ID,4TEATS,42T,1,I,186,1,W,,
03BR01562,T8351,2.0,ID,0.0 WEANED,X,O,I,189,5,.,95,
03BR01563,T8356,2.0,ID,,42T,1,I,171,1,W,,
03BR01564,T8364,2.0,ID,"COARSE?,62s",41T,1,I,171,2,W,,
03BR01565,T8320,2.0,ID,,41T,1,I,173,2,W,,
03BR01566,T8324,2.0,ID,,41T,1,I,163,2,W,,
03BR01567,T8328,2.0,ID,,43T,1,I,182,2,W,,
03BR01568,T8329,2.0,ID,ENTR,42T,1,I,184,H,W,,
03BR01569,T8385,2.0,ID,NICE,43T,1,I,191,2,W,,
03BR01570,T8386,2.0,ID,4TEATS,43T,1,I,172,1,W,,
03BR01571,T8389,2.0,41,0.0 WEANED,X,O,.,184,5,.,95,
03BR01572,T8370,2.0,ID,FLT,41T,1,I,174,1,W,,
03BR01573,T8373,2.0,41,THIN,33,2,.,178,1,W,,
03BR01574,T8419,2.0,41,NICE,35,2,.,155,1,W,12,
03BR01575,T8406,2.0,ID,,41T,1,I,175,1,W,,
03BR01576,T8409,2.0,41,SCOURS,34,2,.,150,1,W,,
03BR01577,T8432,2.0,41,WEAK,44T,1,.,180,2,W,,
03BR01578,T8455,2.0,41,,36,2,.,155,1,W,,
03BR01579,T8456,2.0,41,FLT,37,2,.,170,1,W,,
03BR01580,T8421,2.0,ID,NICE,41T,1,I,171,2,W,,
03BR01581,T8420,2.0,41,NICE,46T,1,.,155,2,W,,
03BR01582,T8481,2.0,41,,38,2,.,154,2,W,,
03BR01583,T8483,2.0,ID,,42T,1,I,168,2,W,,
03BR01584,T8487,2.0,41,,41,2,.,165,2,W,,
03BR01585,T8499,2.0,41,0.0 WEANED,X,O,.,178,1,.,95,
03BR01586,T8470,2.0,ID,"DYSTOCIA,DAB",43T,1,I,221,1,W,,
03BR01587,T8514,2.0,41,URI?,44,2,.,143,2,W,,
03BR01588,T8501,2.0,41,,42,2,.,140,1,W,,
03BR01589,T8509,2.0,41,,43,2,.,165,2,W,,
03BR01590,T8534,2.0,41,,11,5,.,137,2,W,,
03BR01591,T8541,2.0,42,4TEATS,13,5,.,185,1,W,,None
03BR01592,T8547,2.0,ID,,43T,1,I,198,2,W,,
03BR01593,T8551,2.0,41,LEAN,15,5,.,168,1,W,,
03BR01594,T8564,2.0,42,,45T,1,.,140,1,W,,
03BR01595,T8523,2.0,42,,45,2,.,149,1,W,,
03BR01596,T8526,2.0,41,,46,2,.,174,1,W,,
03BR01597,T8529,2.0,41,4TEATS,48,2,.,161,2,W,,
03BR01598,T8527,2.0,41,,47,2,.,165,2,W,12,
03BR01599,T8576,2.0,42,4TEATS,17,5,.,161,1,W,,
03BR01600,T8579,2.0,ID,BRN.EARTIPS,42T,1,I,176,2,W,,
03BR01601,T8577,2.0,41,4TEATS,21,5,.,157,1,.,10,
03BR01602,T8611,2.0,42,0.0 WEANED,X,O,.,187,1,.,95,
03BR01603,T8618,2.0,42,,25,5,.,157,2,W,,
03BR01604,T8617,2.0,41,NICE,23,5,.,170,2,W,19,
03BR01605,T8638,2.0,41,4TEATS,27,5,.,145,1,W,,
03BR01606,T8645,2.0,41,,46T,1,.,160,1,W,,
03BR01607,T8659,2.0,42,EYE ok,31,2,.,161,1,W,,
03BR01608,T8682,2.0,42,,33,2,.,152,1,W,,
03BR01609,T8211,3.0,00,"LTS,BIG BAG",BLK,1,1,190,5,W,,
03BR01610,T8216,3.0,42,ENTR,28,5,.,142,1,W,,
03BR01611,T8239,3.0,41,R.P. OK,44T,1,.,201,1,W,,
03BR01612,T8254,3.0,41,NICE,45T,1,.,164,2,W,,
03BR01613,T8224,3.0,41,,45T,1,.,184,1,W,,
03BR01614,T8228,3.0,42,,31,2,.,134,1,W,,
03BR01615,T8299,2.0,ID,,41T,1,I,169,2,W,,
03BR01616,T8297,2.0,ID,,42T,1,I,158,2,W,,
03BR01617,T8274,3.0,42,"BONEMASS,JAW",32,2,.,145,1,W,,
03BR01618,T8814,1.0,ID,METRITIS?,41T,1,I,151,5,W,,
