UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
16EW00276,T6404,,1ST,1,89,e8,W,117,1123,,,2.4,3,1,Open,,1,02
16EW00277,T6412,,2ND,1,87,e6,W,101,1123,,,2.7,2-,1,Preg,,1,02
16EW00278,T6413,,.,1,124,e7,W,144,1123,,,3.0,3,1,Preg,,1,02
16EW00279,T6418,,.,1,89,e8,W,111,1123,,,3.0,4-,1,Open,,1,02
16EW00280,T6428,,2ND.SCRS,1,95,e6,W,118,1123,,,2.8,4-,1,Preg,,1,02
16EW00281,T6429,,.,1,109,e7,W,134,1123,,,3.1,3+,1,Preg,,1,02
16EW00282,T6431,,1ST,1,125,e8,W,132,1123,,,2.4,3,1,Preg,,1,02
16EW00283,T6434,,2ND,1,95,e6,W,112,1123,,,2.8,2-,1,Preg,,1,02
16EW00284,T6436,,.,1,114,e7,W,130,1123,,,2.3,3,1,Preg,,1,02
16EW00285,T6439,,1ST,1,84,e8,W,106,1123,,,3.1,3-,1,Preg,,1,02
16EW00286,T6446,,SCRS.PNEU,1,101,e6,W,108,1123,,,3.0,2+,1,Preg,,1,02
16EW00287,T6447,,.,1,111,e7,W,134,1123,,,2.8,3,1,Open,,1,02
16EW00288,T6454,,.,1,90,e8,W,105,1123,,,3.1,3,1,Preg,,1,02
16EW00289,T6464,,Term?Recheck,1,96,e6,W,114,1123,,,2.8,3,1,Preg,,1,02
16EW00290,T6466,,NOORDER H,1,87,e7,W,100,1123,,,2.6,3,1,Preg,,1,02
16EW00291,T6467,,NOORDER H,1,83,e8,W,101,1123,,,2.5,3,1,Preg,,1,02
16EW00292,T6469,,2ND,1,89,e7,W,103,1123,,,2.6,3,1,Preg,,1,02
16EW00293,T6475,,ENT SX,1,111,e8,W,98,1123,,,2.8,2-,1,Preg,,1,02
16EW00294,T6476,,1ST,1,95,e6,W,113,1123,,,2.2,3,1,Preg,,1,02
16EW00295,T6479,,2ND,1,97,e7,W,116,1123,,,2.8,3+,1,Preg,,1,02
16EW00296,T6482,,2ND,1,86,e8,W,103,1123,,,2.5,3,1,Open,,1,02
16EW00297,T6483,,1ST.H,1,102,e6,W,128,1123,,,2.9,4,1,Preg,,1,02
16EW00298,T6486,,1ST.H.ENTROPI,1,106,e7,W,118,1123,,,3.0,3,1,Preg,,1,02
16EW00299,T6495,,2ND,1,95,e8,W,109,1123,,,2.6,3,1,Open,,1,02
16EW00300,T6498,,1ST.SCOURS,1,88,e6,W,103,1123,,,2.6,3,1,Preg,,1,02
16EW00301,T6499,,2ND,1,92,e7,W,109,1123,,,2.3,3,1,Preg,,1,02
16EW00302,T6503,,1ST,1,96,e8,W,107,1123,,,2.8,3,1,Preg,,1,02
16EW00303,T6505,,1ST,1,84,e6,W,105,1123,,,2.6,3,1,Preg,,1,02
16EW00304,T6506,,2ND,1,83,e7,W,109,1123,,,2.8,3,1,Preg,,1,02
16EW00305,T6509,,1ST,1,85,e8,W,116,1123,,,2.8,4,1,Preg,,1,02
16EW00306,T6510,,2ND,1,103,e6,W,121,1123,,,2.8,3,1,Preg,,1,02
16EW00307,T6511,,.,1,120,e7,W,134,1123,,,2.4,3,1,Preg,,1,02
16EW00308,T6518,,1ST.H,1,116,e8,W,131,1123,,,2.6,3-,1,Preg,,1,02
16EW00309,T6519,,1ST,1,114,e6,W,141,1123,,,2.8,3,1,Preg,,1,02
16EW00310,T6522,,1ST,1,97,e7,W,121,1123,,,2.8,3,1,Preg,,1,02
16EW00311,T6524,,1ST.H.SCRS,1,109,e8,W,130,1123,,,3.0,3,1,Preg,,1,02
16EW00312,T6525,,1ST.H,1,119,e6,W,123,1123,,,2.4,4+,1,Preg,,1,02
16EW00313,T6529,,1ST.H,1,96,e7,W,107,1123,,,2.8,3,1,Preg,,1,02
16EW00314,T6536,,1ST.H,1,91,e8,W,112,1123,,,3.1,4-,1,Preg,,1,02
16EW00315,T6537,,1ST,1,88,e6,W,112,1123,,,3.1,4,1,Preg,,1,02
16EW00316,T6538,,2ND,1,92,e7,W,108,1123,,,3.0,5,1,Open,,1,02
16EW00317,T6541,,TerminalOnly,1,108,e8,W,127,1123,,,2.6,2+,1,Preg,,1,02
16EW00318,T6545,,2ND.NICE,1,89,e6,W,100,1123,,,2.4,3+,1,Preg,,1,02
16EW00319,T6560,,Black on ear,1,86,e7,W,109,1123,,,2.6,3+,1,Preg,,1,02
16EW00320,T6566,,Black eyes,1,99,e8,W,123,1123,,,3.0,3+,1,Open,,1,02
16EW00321,T6567,,1ST.H,1,91,e6,W,108,1123,,,2.8,3-,1,Preg,,1,02
16EW00322,T6568,,1ST.H.ENTROPI,1,103,e7,W,110,1123,,,2.7,4+,1,Preg,,1,02
16EW00323,T6569,,2ND.H,1,108,e8,W,114,1123,,,3.0,3-,1,Preg,,1,02
16EW00324,T6572,,2ND.P.SCRS,1,88,e6,W,106,1123,,,2.6,3,1,Preg,,1,02
16EW00325,Z3223,,ForSync,1,151,BR2,W,0,,,,,1,1,Preg,,5,00
16EW00326,Z3228,,.,1,103,e1,W,113,1123,,,,1,1,Open,,6,97
16EW00327,Z3234,,2ND.LAME,1,96,e7,W,123,1123,,,,2+,1,Preg,,5,SY
16EW00328,Z3235,,NICE LAMB,1,118,e1,W,134,1123,,,,1-,1,Preg,,6,97
16EW00329,Z3238,,ForSync,1,119,BR1,W,0,,,,,1-,1,Preg,,5,00
16EW00330,Z3257,,2ND,1,81,e2,W,86,1123,,,,1-,1,Preg,,6,97
16EW00331,Z3260,,2ND,1,100,e2,W,110,1123,,,,1,1,Preg,,6,97
16EW00332,Z3265,,2ND.BLT.LF.LA,1,94,e1,W,111,1123,,,,1,1,Preg,,6,97
16EW00333,Z3266,,.,1,129,e8,W,156,1123,,,,2+,1,Preg,,5,SY
16EW00334,Z3267,,NICE LAMB,1,130,e6,W,134,1123,,,,2+,1,Preg,,2,CT
16EW00335,Z3275,,ForSync,1,112,BR1,W,0,,,,,1-,1,Preg,,6,00
16EW00336,Z3276,,ForSync,1,117,BR1,W,0,,,,,1,1,Preg,,5,00
16EW00337,Z3277,,ForSync,1,111,BR2,W,0,,,,,1-,1,Preg,,5,00
16EW00338,Z3278,,ForSync,1,117,BR1,W,0,,,,,1-,1,Preg,,5,00
16EW00339,Z3280,,1ST,1,105,e7,W,117,1123,,,,2+,1,Preg,,5,SY
16EW00340,Z3281,,2ND,1,105,e8,W,122,1123,,,,2-,1,Preg,,5,SY
16EW00341,Z3288,,1ST.WEAK,1,116,e1,W,128,1123,,,,1-,1,Preg,,6,97
16EW00342,Z3298,,1ST,1,87,e2,W,101,1123,,,,1-,1,Preg,,6,97
16EW00343,Z3299,,2ND,1,90,e2,W,102,1123,,,,1,1,Open,,6,97
16EW00344,Z3301,,MissedCuwt,1,,e1,W,133,1123,,,,1-,1,Preg,,6,97
16EW00345,Z3303,,2ND,1,97,e2,W,113,1123,,,,1,1,Preg,,6,97
16EW00346,Z3304,,NICE LAMB,1,143,e2,W,146,1123,,,,1-,1,Preg,,6,97
16EW00347,Z3307,,NICE LAMB,1,108,e1,W,122,1123,,,,1-,1,Preg,,6,97
16EW00348,Z3310,,1ST,1,103,e1,W,120,1123,,,,1,1,Preg,,6,97
16EW00349,Z3313,,2ND,1,119,e6,W,130,1123,,,,1-,1,Preg,,1,SY
16EW00350,Z3333,,ForSync,1,140,BR2,W,0,,,,,1-,1,Preg,,5,00
16EW00351,Z3340,,2ND,1,129,e1,W,143,1123,,,,1,1,Preg,,6,97
16EW00352,Z3343,,.,1,114,e7,W,133,1123,,,3.0,3,1,Preg,,1,08
16EW00353,Z3371,,2ND,1,98,e1,W,114,1123,,,,1,1,Open,,6,97
16EW00354,Z3372,,ForSync,1,131,BR2,W,0,,,,,1-,1,Preg,,3,S3
16EW00355,Z3374,,2ND.,1,101,e1,W,131,1123,,,,1,1,Preg,,6,97
16EW00356,Z3380,,1ST,1,112,e2,W,130,1123,,,,1-,1,Preg,,6,97
16EW00357,Z3381,,2ND,1,105,e2,W,123,1123,,,,1,1,Preg,,6,97
16EW00358,Z3385,,ForSync,1,117,BR2,W,0,,,,,1-,1,Preg,,5,00
16EW00359,Z3386,,Aborting,1,120,BR2,W,0,,,,,1-,1,Preg,,5,00
16EW00360,Z3387,,1ST.,1,127,e2,W,145,1123,,,,1,1,Open,,6,97
16EW00361,Z3393,,1ST.80BLK.H,1,119,e8,W,142,1123,,,,2+,1,Preg,,5,SY
16EW00362,Z3399,,NOORDER80BRN,1,101,e6,W,128,1123,,,,2+,1,Preg,,5,SY
16EW00363,Z3401,,2ND,1,106,e1,W,130,1123,,,,1,1,Preg,,6,97
16EW00364,Z3412,,2ND.LAME.LTL,1,94,e2,W,98,1123,,,,1,1,Preg,,6,97
16EW00365,Z3421,,1ST.H,1,86,e7,W,102,1123,,,3.0,4+,1,Open,,1,08
16EW00366,Z3425,,2ND,1,94,e8,W,112,1123,,,2.7,3,3,Preg,,1,07
16EW00367,Z3435,,1ST,1,100,e6,W,120,1123,,,,,,,,5,SY
16EW00368,Z3450,,2ND,1,84,e7,W,108,1123,,,2.8,3+,1,Open,,1,08
16EW00369,Z3464,,2ND,1,111,e8,W,134,1123,,,,2+,1,Preg,,5,SY
16EW00370,Z3485,,1ST,1,87,e6,W,101,1123,,,,2,1,Preg,,5,SY
16EW00371,Z3498,,2ND,1,81,e7,W,110,1123,,,2.8,3,1,Preg,,1,08
16EW00372,Z3506,,1ST,1,97,e8,W,109,1123,,,2.8,2+,1,Preg,,2,08
16EW00373,Z3512,,1ST.NEURO,1,112,e2,W,125,1123,,,,1,1,Open,,6,97
16EW00374,Z3529,,1ST.HAIRY,1,84,e6,W,94,1123,,,3.1,3,1,Preg,,1,01
16EW00375,Z3547,,2nd.W.pneu.sc,1,79,e1,W,89,1123,,,,1-,1,Preg,,6,97
16EW00376,Z3581,,1ST.90TAN.SCR,1,96,e7,W,117,1123,,,,2,1,Preg,,5,SY
16EW00377,Z3583,,1ST.H.SCRS,1,97,e8,W,110,1123,,,2.6,3,1,Preg,,1,01
16EW00378,Z3584,,2ND.P,1,101,e6,W,124,1123,,,2.6,2-,1,Preg,,1,01
16EW00379,Z3588,,1ST,1,105,e1,W,130,1123,,,,1,1,Preg,,6,97
16EW00380,Z3595,,1ST.SCRS,1,96,e2,W,111,1123,,,,1,1,Open,,6,97
16EW00381,Z3599,,1ST,1,111,e7,W,117,1123,,,2.8,3-,1,Preg,,1,08
16EW00382,Z3604,,2ND.H,1,102,e8,W,117,1123,,,2.9,3+,1,Preg,,1,01
16EW00383,Z3616,,2ND.SCRS,1,99,BL,W,129,1123,,,,3+,1,Preg,,9,BL
16EW00384,Z3630,,1ST,1,86,e1,W,111,1123,,,,1,1,Preg,,6,97
16EW00385,Z3636,,NICE LAMB,1,127,e2,W,139,1123,,,,1,1,Preg,,6,97
16EW00386,Z3656,,2ND,1,111,e2,W,117,1123,,,,1-,1,Preg,,6,97
16EW00387,Z3663,,.,1,97,e1,W,102,1123,,,,1,1,Preg,,6,97
16EW00388,Z3681,,1ST,1,95,e1,W,119,1123,,,,1-,1,Open,,6,97
16EW00389,Z3686,,2ND,1,80,e7,W,102,1123,,,2.7,2-,1,Preg,,1,08
16EW00390,Z3740,,1ST,1,83,e8,W,103,1123,,,3.0,4-,1,Preg,,1,01
16EW00391,Z3741,,2ND,1,85,e6,W,103,1123,,,3.0,3-,1,Preg,,1,01
16EW00392,Z3749,,1ST,1,90,e7,W,111,1123,,,3.0,3-,1,Preg,,1,08
16EW00393,Z3756,,1ST,1,92,e8,W,109,1123,,,3.1,3,1,Preg,,1,01
16EW00394,Z3762,,1ST.SCRS,1,87,e6,W,109,1123,,,2.9,4,1,Preg,,1,01
16EW00395,Z3792,,1ST,1,90,e7,W,125,1123,,,,2,1,Preg,,5,SY
16EW00396,Z3793,,2ND,1,85,e8,W,110,1123,,,,2+,1,Preg,,5,SY
16EW00397,Z3797,,1ST,1,97,e6,W,117,1123,,,3.0,3,1,Preg,,1,08
16EW00398,Z3798,,2ND,1,80,e7,W,105,1123,,,3.1,4-,1,Open,,1,08
16EW00399,Z3800,,1ST.SCRS,1,99,e8,W,114,1123,,,,1-,1,Preg,,5,SY
16EW00400,Z3801,,2ND.TAIL.INJR,1,87,e6,W,114,1123,,,,1-,1,Preg,,5,SY
16EW00401,Z3811,,2ND,1,92,e7,W,113,1123,,,2.8,3+,1,Open,,1,08
16EW00402,Z3814,,.,1,121,e2,W,132,1123,,,,1,1,Preg,,6,97
16EW00403,Z3818,,2ND,1,84,e8,W,105,1123,,,2.6,3,1,Preg,,1,08
16EW00404,Z3822,,1ST,1,88,e6,W,102,1123,,,2.9,3+,1,Preg,,1,08
16EW00405,Z3823,,2ND,1,86,e7,W,107,1123,,,3.1,3+,1,Preg,,1,08
16EW00406,Z3827,,1ST.PNEU.SCRS,1,109,e8,W,129,1123,,,,2+,1,Preg,,2,CT
16EW00407,Z3833,,.,1,103,e6,W,123,1123,,,2.8,3+,1,Preg,,1,08
16EW00408,Z3849,,ForSync,1,113,BR1,W,0,,,,,1-,1,Preg,,5,S3
16EW00409,Z3855,,1ST.50BRN,1,96,e7,W,112,1123,,,,2+,1,Open,,5,SY
16EW00410,Z3860,,2ND.SCOURS,1,81,e8,W,91,1123,,,2.8,4+,1,Open,,1,01
16EW00411,Z3862,,1ST,1,88,e6,W,102,1123,,,3.1,3,1,Preg,,1,01
16EW00412,Z3865,,ForSync,1,113,BR1,W,0,,,,,1-,1,Preg,,5,00
16EW00413,Z3868,,1ST.P,1,116,e8,W,113,1123,,,3.1,3-,1,Preg,,1,08
16EW00414,Z3906,,1ST.SCRS,1,94,e6,W,117,1123,,,3.0,4+,1,Preg,,1,08
16EW00415,Z3925,,1ST,1,99,e7,W,110,1123,,,2.8,3,1,Preg,,1,01
16EW00416,Z3927,,1ST.H,1,111,e8,W,124,1123,,,2.6,3,1,Preg,,1,01
16EW00417,Z3929,,2ND,1,84,e6,W,107,1123,,,2.4,3,1,Preg,,1,01
16EW00418,Z3936,,2ND.H,1,84,e7,W,90,1123,,,2.3,4+,1,Preg,,1,08
16EW00419,Z3949,,1ST,1,87,e8,W,103,1123,,,3.1,3-,1,Preg,,1,02
16EW00420,Z3951,,1ST,1,88,e6,W,107,1123,,,3.0,4+,1,Preg,,1,01
16EW00421,Z3952,,2ND,1,79,e7,W,94,1123,,,2.8,4+,1,Open,,1,01
16EW00422,Z3962,,ForSync,1,110,BR2,W,0,,,,,2-,1,Preg,,5,SY
16EW00423,Z3965,,1ST,1,111,e6,W,128,1123,,,2.6,3,1,Preg,,1,01
16EW00424,Z3966,,ForSync,1,111,BR1,W,0,,,,,2-,1,Open,,5,20
16EW00425,Z3978,,ForSync,1,120,BR2,W,0,,,,,1-,1,Preg,,5,80
16EW00426,Z3992,,Aborted,1,112,BR1,W,0,,,,,1-,1,Open,,5,00
16EW00427,Z4008,,ForSync,1,116,BR1,W,0,,,,,2,1,Preg,,5,20
16EW00428,Z4013,,1ST.H,1,88,e7,W,112,1123,,,2.4,4-,1,Preg,,1,07
16EW00429,Z4014,,ForSync,1,125,BR2,W,0,,,,,2,1,Preg,,5,80
16EW00430,Z4022,,1ST.P,1,83,e8,W,94,1123,,,2.6,5-,1,Preg,,1,02
16EW00431,Z4037,,ForSync,1,112,BR1,W,0,,,,,2+,1,Preg,,5,20
16EW00432,Z4070,,ForSync,1,111,BR2,W,0,,,,,3,1,Open,,2,00
