UID,ETAG,LINE,LRMK,IDX,PD,WNWT,CUWT,BPEN,BRAND,SITE,SYNC,SEP18,NOV13,NOV25,JAN04,TB
92EW00254,L8607,82,,106,1,86,105,p.3,Red 03,feedlot,,0.0,0.0,107,0.0,1
92EW00255,L8609,82,,102,1,74,88,p.1,Red 01,feedlot,,0.0,0.0,93,0.0,1
92EW00256,L8627,82,,116,1,66,82,p.2,Red 02,feedlot,,0.0,0.0,86,0.0,1
92EW00257,L8629,82,,111,1,75,84,p.3,Red 03,feedlot,,0.0,0.0,95,0.0,1
92EW00258,L8631,80,,104,1,73,90,p.1,Red 01,feedlot,,0.0,0.0,99,0.0,1
92EW00259,L8641,82,,101,3,74,80,MKT,Scott,feedlot,,0.0,0.0,94,0.0,0
92EW00260,L8654,81,4TEATS,97,1,80,97,p.2,Red 02,feedlot,,0.0,0.0,103,0.0,1
92EW00261,L8658,82,HAIRY,107,3,56,72,MKT,Scott,feedlot,,0.0,0.0,75,0.0,0
92EW00262,L8670,80,ENTR,103,1,83,101,p.3,Red 03,feedlot,,0.0,0.0,100,0.0,1
92EW00263,L8683,81,,103,1,72,83,p.1,Red 01,feedlot,,0.0,0.0,100,0.0,1
92EW00264,L8684,80,4TEATS,108,1,87,103,p.2,Red 02,feedlot,,0.0,0.0,118,0.0,1
92EW00265,L8689,80,4TEATS,114,1,76,96,p.3,Red 03,feedlot,,0.0,0.0,98,0.0,1
92EW00266,L8708,82,,98,3,74,79,MKT,Scott,feedlot,,0.0,0.0,85,0.0,0
92EW00267,L8715,81,4TEATS,107,1,92,110,p.1,Red 01,feedlot,,0.0,0.0,129,0.0,1
92EW00268,L8723,80,,114,1,73,87,p.2,Red 02,feedlot,,0.0,0.0,95,0.0,1
92EW00269,L8725,82,,111,1,70,90,p.3,Red 03,feedlot,,0.0,0.0,101,0.0,2
92EW00270,L8736,80,,98,3,71,86,MKT,Scott,feedlot,,0.0,0.0,95,0.0,0
92EW00271,L8738,80,,101,1,78,93,p.1,Red 01,feedlot,,0.0,0.0,98,0.0,1
92EW00272,L8742,81,,97,3,72,82,MKT,Scott,feedlot,,0.0,0.0,93,0.0,0
92EW00273,L8752,82,,101,1,76,88,p.2,Red 02,feedlot,,0.0,0.0,84,0.0,0
92EW00274,L8758,80,4TEATS,99,1,86,99,p.3,Red 03,feedlot,,0.0,0.0,105,0.0,1
92EW00275,L8759,82,,118,1,74,86,p.1,Red 01,feedlot,,0.0,0.0,82,0.0,1
92EW00276,L8760,82,,117,1,73,84,p.2,Red 02,feedlot,,0.0,0.0,94,0.0,2
92EW00277,L8762,81,,98,3,69,84,MKT,Scott,feedlot,,0.0,0.0,83,0.0,0
92EW00278,L8764,82,HAIRY,112,1,78,92,p.3,Red 03,feedlot,,0.0,0.0,102,0.0,1
92EW00279,L8766,82,,107,1,76,90,p.1,Red 01,feedlot,,0.0,0.0,89,0.0,2
92EW00280,L8775,80,,109,1,97,110,p.2,Red 02,feedlot,,0.0,0.0,117,0.0,2
92EW00281,L8776,80,,108,1,84,98,p.3,Red 03,feedlot,,0.0,0.0,107,0.0,1
92EW00282,L8777,80,4TEATS,104,1,75,88,p.1,Red 01,feedlot,,0.0,0.0,98,0.0,1
92EW00283,L8786,82,,108,1,68,78,p.2,Red 02,feedlot,,0.0,0.0,84,0.0,1
92EW00284,L8790,80,,104,3,70,80,MKT,Scott,feedlot,,0.0,0.0,82,0.0,0
92EW00285,L8791,80,,100,3,60,68,MKT,Scott,feedlot,,0.0,0.0,70,0.0,0
92EW00286,L8806,80,,104,1,80,96,p.3,Red 03,feedlot,,0.0,0.0,106,0.0,2
92EW00287,L8808,81,,107,1,76,83,p.1,Red 01,feedlot,,0.0,0.0,94,0.0,1
92EW00288,L8814,82,4TEATS,110,1,74,91,p.2,Red 02,feedlot,,0.0,0.0,92,0.0,1
92EW00289,L8817,80,,103,3,66,80,MKT,Scott,feedlot,,0.0,0.0,84,0.0,0
92EW00290,L8820,82,,107,1,70,86,p.3,Red 03,feedlot,,0.0,0.0,95,0.0,1
92EW00291,L8827,82,,109,1,68,85,p.1,Red 01,feedlot,,0.0,0.0,90,0.0,1
92EW00292,L8833,80,,103,3,69,74,MKT,Scott,feedlot,,0.0,0.0,79,0.0,0
92EW00293,L8844,80,,106,1,71,79,p.2,Red 02,feedlot,,0.0,0.0,79,0.0,1
92EW00294,L8845,80,4TEATS,109,1,77,89,p.3,Red 03,feedlot,,0.0,0.0,99,0.0,1
92EW00295,L8848,81,4TEATS,102,3,66,82,MKT,Scott,feedlot,,0.0,0.0,83,0.0,0
92EW00296,L8850,80,,112,1,74,89,p.1,Red 01,feedlot,,0.0,0.0,99,0.0,0
92EW00297,L8860,80,,118,1,78,90,p.2,Red 02,feedlot,,0.0,0.0,92,0.0,2
92EW00298,L8869,82,,104,1,74,88,p.3,Red 03,feedlot,,0.0,0.0,91,0.0,1
92EW00299,L8872,82,,111,1,76,94,p.1,Red 01,feedlot,,0.0,0.0,100,0.0,1
92EW00300,L8877,82,,110,1,66,83,p.2,Red 02,feedlot,,0.0,0.0,90,0.0,0
92EW00301,L8880,82,2399,108,1,81,94,p.3,Red 03,feedlot,,0.0,0.0,98,0.0,1
92EW00302,L8883,81,,118,1,73,88,p.1,Red 01,feedlot,,0.0,0.0,97,0.0,2
92EW00303,L8884,81,,117,1,71,86,p.2,Red 02,feedlot,,0.0,0.0,87,0.0,1
92EW00304,L8887,82,,104,1,83,96,p.3,Red 03,feedlot,,0.0,0.0,96,0.0,0
92EW00305,L8901,81,4TEATS,117,1,69,78,p.1,Red 01,feedlot,,0.0,0.0,89,0.0,0
92EW00306,L8902,81,4TEATS,115,1,64,79,p.2,Red 02,feedlot,,0.0,0.0,75,0.0,0
92EW00307,L8912,80,,110,1,68,83,p.3,Red 03,feedlot,,0.0,0.0,95,0.0,1
92EW00308,L8914,80,,108,1,68,78,p.1,Red 01,feedlot,,0.0,0.0,82,0.0,2
92EW00309,L8923,80,,102,1,77,89,p.2,Red 02,feedlot,,0.0,0.0,94,0.0,1
92EW00310,L8926,82,HAIRY,101,1,79,95,p.3,Red 03,feedlot,,0.0,0.0,99,0.0,0
92EW00311,L8933,80,,105,1,74,90,p.1,Red 01,feedlot,,0.0,0.0,92,0.0,2
92EW00312,L8936,82,,107,1,76,95,p.2,Red 02,feedlot,,0.0,0.0,100,0.0,1
92EW00313,L8937,80,4TEATS,102,1,66,80,p.3,Red 03,feedlot,,0.0,0.0,87,0.0,1
92EW00314,L8962,80,,108,1,72,88,p.1,Red 01,feedlot,,0.0,0.0,91,0.0,0
92EW00315,L8968,82,,115,3,61,72,MKT,Scott,feedlot,,0.0,0.0,76,0.0,0
92EW00316,L8969,82,,111,1,62,78,p.2,Red 02,feedlot,,0.0,0.0,90,0.0,1
92EW00317,L8970,82,,115,1,72,85,p.3,Red 03,feedlot,,0.0,0.0,95,0.0,2
92EW00318,L8975,80,,96,1,75,90,p.1,Red 01,feedlot,,0.0,0.0,108,0.0,1
92EW00319,L8993,82,,118,1,69,85,p.2,Red 02,feedlot,,0.0,0.0,104,0.0,2
92EW00320,L8998,80,,91,3,77,87,MKT,Scott,feedlot,,0.0,0.0,93,0.0,0
92EW00321,L9021,80,,95,3,70,85,MKT,Scott,feedlot,,0.0,0.0,102,0.0,0
92EW00322,L9040,80,,98,1,78,94,p.3,Red 03,feedlot,,0.0,0.0,96,0.0,1
92EW00323,L9052,80,,104,1,66,85,p.1,Red 01,feedlot,,0.0,0.0,90,0.0,1
92EW00324,L9061,80,,108,3,64,75,MKT,Scott,feedlot,,0.0,0.0,83,0.0,0
92EW00325,L9068,82,,116,3,60,70,MKT,Scott,feedlot,,0.0,0.0,78,0.0,0
92EW00326,L9078,80,,107,1,66,79,p.2,Red 02,feedlot,,0.0,0.0,88,0.0,1
92EW00327,L9085,82,,107,1,66,84,p.3,Red 03,feedlot,,0.0,0.0,86,0.0,1
92EW00328,L9102,81,,116,1,66,78,p.1,Red 01,feedlot,,0.0,0.0,86,0.0,1
92EW00329,L9104,80,NOTSUCKLED,106,1,72,85,p.2,Red 02,feedlot,,0.0,0.0,87,0.0,1
92EW00330,L9121,80,,106,1,71,89,p.3,Red 03,feedlot,,0.0,0.0,97,0.0,1
92EW00331,L9144,80,4TEATS,105,1,77,93,p.1,Red 01,feedlot,,0.0,0.0,99,0.0,1
92EW00332,L9154,82,,107,1,67,83,p.2,Red 02,feedlot,,0.0,0.0,85,0.0,1
92EW00333,L9175,81,,107,1,71,85,p.3,Red 03,feedlot,,0.0,0.0,93,0.0,2
92EW00334,L9177,81,,97,1,70,83,p.1,Red 01,feedlot,,0.0,0.0,97,0.0,1
92EW00335,L9189,82,,112,1,72,89,p.2,Red 02,feedlot,,0.0,0.0,100,0.0,2
92EW00336,L9191,80,,105,1,80,97,p.3,Red 03,feedlot,,0.0,0.0,108,0.0,1
92EW00337,L9200,82,,114,1,73,93,p.1,Red 01,feedlot,,0.0,0.0,102,0.0,2
92EW00338,L9205,81,,99,1,90,107,p.2,Red 02,feedlot,,0.0,0.0,115,0.0,2
92EW00339,L9222,80,,93,3,76,88,MKT,Scott,feedlot,,0.0,0.0,96,0.0,0
92EW00340,L9262,82,4TEATS,106,1,70,84,p.3,Red 03,feedlot,,0.0,0.0,89,0.0,1
92EW00341,L9265,80,,109,1,70,80,p.1,Red 01,feedlot,,0.0,0.0,94,0.0,0
92EW00342,L9267,81,,101,1,76,90,p.2,Red 02,feedlot,,0.0,0.0,94,0.0,2
92EW00343,L9276,81,MSG.9/17/92,96,1,79,92,p.3,Red 03,feedlot,,0.0,0.0,95,0.0,2
92EW00344,L9284,82,,107,1,64,81,p.1,Red 01,feedlot,,0.0,0.0,83,0.0,0
92EW00345,L9285,82,4TEATS,109,1,68,84,p.2,Red 02,feedlot,,0.0,0.0,90,0.0,2
92EW00346,L9296,80,,110,3,66,77,MKT,Scott,feedlot,,0.0,0.0,84,0.0,0
92EW00347,L9297,80,,107,1,70,82,p.3,Red 03,feedlot,,0.0,0.0,83,0.0,2
92EW00348,L9331,80,,108,3,61,76,MKT,Scott,feedlot,,0.0,0.0,86,0.0,0
92EW00349,L9333,82,,102,1,74,93,p.1,Red 01,feedlot,,0.0,0.0,89,0.0,1
92EW00350,L9344,81,,111,1,69,86,p.2,Red 02,feedlot,,0.0,0.0,91,0.0,1
92EW00351,L9356,81,,114,1,75,90,p.3,Red 03,feedlot,,0.0,0.0,103,0.0,2
92EW00352,S2279,18,,87,1,70,82,r.1,Red 1,feedlot,,0.0,0.0,88,0.0,1
92EW00353,S2291,18,GRAFT,59,1,74,85,r.2,Red 2,feedlot,,0.0,0.0,83,0.0,0
92EW00354,S2294,18,4TEATS,90,1,93,99,r.0,Red 0,feedlot,,0.0,0.0,96,0.0,1
92EW00355,S2295,18,,113,1,109,112,r.0,Red 0,feedlot,,0.0,0.0,121,0.0,1
92EW00356,S2299,18,,94,1,96,105,r.2,Red 2,feedlot,,0.0,0.0,106,0.0,0
92EW00357,S2305,18,HAIRY,112,1,90,96,r.0,Red 0,feedlot,,0.0,0.0,103,0.0,0
92EW00358,S2306,18,,121,1,84,84,r.1,Red 1,feedlot,,0.0,0.0,99,0.0,0
92EW00359,S2307,18,HAIRY,120,1,81,89,r.1,Red 1,feedlot,,0.0,0.0,103,0.0,1
92EW00360,S2314,18,,99,1,88,107,r.3,Red 3,feedlot,,0.0,0.0,109,0.0,1
92EW00361,S2316,18,,118,1,66,85,r.3,Red 3,feedlot,,0.0,0.0,92,0.0,0
92EW00362,S2317,18,,118,1,74,83,r.1,Red 1,feedlot,,0.0,0.0,94,0.0,0
92EW00363,S2318,18,,86,1,80,92,r.2,Red 2,feedlot,,0.0,0.0,96,0.0,1
92EW00364,S2320,18,,94,1,91,90,r.0,Red 0,feedlot,,0.0,0.0,98,0.0,1
92EW00365,S2325,18,,113,1,80,82,r.0,Red 0,feedlot,,0.0,0.0,90,0.0,1
92EW00366,S2328,18,,91,3,60,71,MKT,Scott,feedlot,,0.0,0.0,75,0.0,0
92EW00367,S2330,18,,100,1,92,92,r.0,Red 0,feedlot,,0.0,0.0,102,0.0,1
92EW00368,S2333,18,4TEATS,90,1,70,83,r.1,Red 1,feedlot,,0.0,0.0,90,0.0,0
92EW00369,S2338,18,,99,1,73,83,r.0,Red 0,feedlot,,0.0,0.0,93,0.0,1
92EW00370,S2339,18,4TEATS,114,1,88,93,r.0,Red 0,feedlot,,0.0,0.0,74,0.0,0
92EW00371,S2340,18,HAIRY,110,1,82,91,r.0,Red 0,feedlot,,0.0,0.0,93,0.0,1
92EW00372,S2345,18,,93,1,69,81,r.2,Red 2,feedlot,,0.0,0.0,84,0.0,1
92EW00373,S2351,18,4TEATS,101,1,70,84,r.1,Red 1,feedlot,,0.0,0.0,88,0.0,0
92EW00374,S2354,18,,103,1,76,85,r.0,Red 0,feedlot,,0.0,0.0,85,0.0,0
92EW00375,S2355,18,4TEATS,98,1,67,76,r.0,Red 0,feedlot,,0.0,0.0,82,0.0,0
92EW00376,S2363,18,,95,1,77,85,r.2,Red 2,feedlot,,0.0,0.0,97,0.0,1
92EW00377,S2364,18,,88,1,78,81,r.0,Red 0,feedlot,,0.0,0.0,85,0.0,1
92EW00378,S2365,18,,89,3,75,76,MKT,Scott,feedlot,,0.0,0.0,76,0.0,0
92EW00379,S2369,18,,103,1,91,91,r.0,Red 0,feedlot,,0.0,0.0,87,0.0,1
92EW00380,S2370,18,,102,1,76,89,r.3,Red 3,feedlot,,0.0,0.0,91,0.0,0
92EW00381,S2371,18,,106,1,84,98,r.2,Red 2,feedlot,,0.0,0.0,102,0.0,1
92EW00382,S2378,18,,79,3,79,75,MKT,Scott,feedlot,,0.0,0.0,88,0.0,0
92EW00383,S2379,18,,130,1,84,97,r.2,Red 2,feedlot,,0.0,0.0,97,0.0,1
92EW00384,S2380,18,,122,1,69,81,r.1,Red 1,feedlot,,0.0,0.0,80,0.0,0
92EW00385,S2381,18,,123,1,84,86,r.0,Red 0,feedlot,,0.0,0.0,96,0.0,1
92EW00386,S2382,18,,126,1,89,88,r.0,Red 0,feedlot,,0.0,0.0,96,0.0,1
92EW00387,S2390,18,,94,1,76,79,r.0,Red 0,feedlot,,0.0,0.0,86,0.0,0
92EW00388,S2392,18,,110,1,74,74,r.0,Red 0,feedlot,,0.0,0.0,79,0.0,0
92EW00389,S2393,18,,106,1,66,68,r.0,Red 0,feedlot,,0.0,0.0,71,0.0,0
92EW00390,S2394,18,,119,1,83,97,r.0,Red 0,feedlot,,0.0,0.0,109,0.0,1
92EW00391,S2395,18,,96,1,74,89,r.1,Red 1,feedlot,,0.0,0.0,93,0.0,1
92EW00392,S2399,18,,104,1,70,83,r.3,Red 3,feedlot,,0.0,0.0,94,0.0,1
92EW00393,S2404,18,,114,1,87,87,r.0,Red 0,feedlot,,0.0,0.0,89,0.0,1
92EW00394,S2405,18,4TEATS,79,1,81,86,r.0,Red 0,feedlot,,0.0,0.0,100,0.0,1
92EW00395,S2411,18,,123,1,88,100,r.1,Red 1,feedlot,,0.0,0.0,111,0.0,1
92EW00396,S2413,18,4TEATS,105,1,63,72,r.2,Red 2,feedlot,,0.0,0.0,80,0.0,0
92EW00397,S2420,18,HAIRY,116,1,96,105,r.0,Red 0,feedlot,,0.0,0.0,100,0.0,1
92EW00398,S2425,18,4TEATS,96,1,82,84,r.0,Red 0,feedlot,,0.0,0.0,101,0.0,1
92EW00399,S2429,18,,99,1,68,79,r.0,Red 0,feedlot,,0.0,0.0,72,0.0,0
92EW00400,S2436,18,,98,1,93,96,r.0,Red 0,feedlot,,0.0,0.0,102,0.0,0
92EW00401,S2438,18,,112,1,98,100,r.3,Red 3,feedlot,,0.0,0.0,98,0.0,0
92EW00402,S2442,18,,92,1,91,93,r.0,Red 0,feedlot,,0.0,0.0,97,0.0,2
92EW00403,S2444,18,HAIRY,99,1,92,97,r.3,Red 3,feedlot,,0.0,0.0,113,0.0,1
92EW00404,S2450,18,,123,1,91,91,r.2,Red 2,feedlot,,0.0,0.0,96,0.0,0
92EW00405,S2451,18,,118,1,82,87,r.1,Red 1,feedlot,,0.0,0.0,88,0.0,0
92EW00406,S2458,18,,118,1,84,91,r.0,Red 0,feedlot,,0.0,0.0,92,0.0,1
92EW00407,S2459,18,,119,1,85,90,r.2,Red 2,feedlot,,0.0,0.0,89,0.0,1
92EW00408,S2461,18,4TEATS,109,1,70,88,r.1,Red 1,feedlot,,0.0,0.0,97,0.0,1
92EW00409,S2464,18,4TEATS,100,1,75,82,r.0,Red 0,feedlot,,0.0,0.0,95,0.0,1
92EW00410,S2465,18,,90,3,68,75,MKT,Scott,feedlot,,0.0,0.0,93,0.0,0
92EW00411,S2466,18,,97,1,81,92,r.2,Red 2,feedlot,,0.0,0.0,118,0.0,0
92EW00412,S2468,18,,114,1,73,91,r.3,Red 3,feedlot,,0.0,0.0,90,0.0,1
92EW00413,S2475,18,,105,1,63,79,r.2,Red 2,feedlot,,0.0,0.0,80,0.0,0
92EW00414,S2476,18,4TEATS,91,1,82,94,r.1,Red 1,feedlot,,0.0,0.0,94,0.0,1
92EW00415,S2484,18,,85,1,77,82,r.2,Red 2,feedlot,,0.0,0.0,87,0.0,1
92EW00416,S2492,18,,120,1,76,91,r.3,Red 3,feedlot,,0.0,0.0,95,0.0,0
92EW00417,S2493,18,HAIRY,86,1,90,109,r.1,Red 1,feedlot,,0.0,0.0,103,0.0,1
92EW00418,S2495,18,,93,1,66,86,r.2,Red 2,feedlot,,0.0,0.0,89,0.0,0
92EW00419,S2499,18,4TEATS,110,1,82,90,r.3,Red 3,feedlot,,0.0,0.0,110,0.0,1
92EW00420,S2504,18,,94,1,89,104,r.1,Red 1,feedlot,,0.0,0.0,104,0.0,1
92EW00421,S2506,18,,120,1,79,98,r.1,Red 1,feedlot,,0.0,0.0,106,0.0,1
92EW00422,S2512,18,,106,1,73,74,r.0,Red 0,feedlot,,0.0,0.0,80,0.0,0
92EW00423,S2514,18,ENTR,114,1,90,97,r.0,Red 0,feedlot,,0.0,0.0,111,0.0,0
92EW00424,S2515,18,BLK.UDDER,94,3,76,90,MKT,Scott,feedlot,,0.0,0.0,90,0.0,0
92EW00425,S2521,18,,108,1,65,81,r.2,Red 2,feedlot,,0.0,0.0,88,0.0,0
92EW00426,S2529,18,,97,1,73,77,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,1
92EW00427,S2532,18,4TEATS,115,1,81,89,r.3,Red 3,feedlot,,0.0,0.0,91,0.0,1
92EW00428,S2533,18,4TEATS,119,1,78,85,r.0,Red 0,feedlot,,0.0,0.0,90,0.0,0
92EW00429,S2535,18,ENTR,96,1,97,96,r.2,Red 2,feedlot,,0.0,0.0,104,0.0,0
92EW00430,S2536,18,4TEATS,94,1,90,102,r.2,Red 2,feedlot,,0.0,0.0,103,0.0,0
92EW00431,S2537,18,4TEATS,115,1,84,96,r.1,Red 1,feedlot,,0.0,0.0,88,0.0,0
92EW00432,S2539,18,4TEATS,109,1,90,87,r.2,Red 2,feedlot,,0.0,0.0,86,0.0,1
92EW00433,S2541,18,,111,1,82,91,r.3,Red 3,feedlot,,0.0,0.0,93,0.0,1
92EW00434,S2544,FW,ENTR,109,1,63,78,r.1,Red 1,feedlot,,0.0,0.0,80,0.0,0
92EW00435,S2548,18,ENTR,106,1,79,84,r.0,Red 0,feedlot,,0.0,0.0,86,0.0,1
92EW00436,S2559,18,4TEATS,119,1,77,77,r.0,Red 0,feedlot,,0.0,0.0,80,0.0,0
92EW00437,S2579,18,,120,1,82,82,r.3,Red 3,feedlot,,0.0,0.0,101,0.0,1
92EW00438,S2580,18,,98,1,82,97,r.3,Red 3,feedlot,,0.0,0.0,104,0.0,1
92EW00439,S2584,18,ENTR,113,1,71,89,r.1,Red 1,feedlot,,0.0,0.0,97,0.0,1
92EW00440,S2586,18,ENTR,107,1,69,83,r.2,Red 2,feedlot,,0.0,0.0,97,0.0,1
92EW00441,S2590,18,,107,1,64,75,r.3,Red 3,feedlot,,0.0,0.0,80,0.0,0
92EW00442,S2593,18,4TEATS,105,1,88,96,r.0,Red 0,feedlot,,0.0,0.0,101,0.0,0
92EW00443,S2608,18,,118,1,73,77,r.0,Red 0,feedlot,,0.0,0.0,87,0.0,1
92EW00444,S2610,18,,95,1,84,97,r.1,Red 2,feedlot,,0.0,0.0,99,0.0,1
92EW00445,S2617,18,ENTR,104,1,76,76,r.0,Red 0,feedlot,,0.0,0.0,79,0.0,0
92EW00446,S2618,18,,104,1,75,76,r.0,Red 0,feedlot,,0.0,0.0,90,0.0,1
92EW00447,S2619,18,,89,3,73,81,MKT,Scott,feedlot,,0.0,0.0,83,0.0,0
92EW00448,S2622,18,,99,1,74,85,r.1,Red 1,feedlot,,0.0,0.0,84,0.0,1
92EW00449,S2623,18,,98,1,66,75,r.1,Red 1,feedlot,,0.0,0.0,86,0.0,0
92EW00450,S2627,FW,,112,1,84,94,r.2,Red 2,feedlot,,0.0,0.0,104,0.0,1
92EW00451,S2631,18,,109,1,83,89,r.0,Red 0,feedlot,,0.0,0.0,91,0.0,0
92EW00452,S2638,18,,98,1,92,95,r.0,Red 0,feedlot,,0.0,0.0,95,0.0,1
92EW00453,S2639,18,,108,1,97,98,r.0,Red 0,feedlot,,0.0,0.0,104,0.0,1
92EW00454,S2647,FW,,106,1,81,94,r.1,Red 1,feedlot,,0.0,0.0,100,0.0,0
92EW00455,S2654,18,GRAFT,103,1,78,80,r.2,Red 2,feedlot,,0.0,0.0,87,0.0,1
92EW00456,S2655,18,,103,1,74,85,r.0,Red 0,feedlot,,0.0,0.0,82,0.0,1
92EW00457,S2656,18,,100,1,70,73,r.0,Red 0,feedlot,,0.0,0.0,77,0.0,1
92EW00458,S2660,18,DEAD DEC.4,93,6,68,77,MKT,Scott,feedlot,,0.0,0.0,82,0.0,0
92EW00459,S2670,18,4TEATS,107,1,67,70,r.0,Red 0,feedlot,,0.0,0.0,77,0.0,0
92EW00460,S2675,18,ENTR,120,1,81,91,r.1,Red 1,feedlot,,0.0,0.0,92,0.0,0
92EW00461,S2679,18,,84,1,87,97,r.2,Red 2,feedlot,,0.0,0.0,97,0.0,1
92EW00462,S2682,18,,105,1,69,88,r.2,Red 2,feedlot,,0.0,0.0,89,0.0,0
92EW00463,S2684,18,,115,1,80,100,r.3,Red 3,feedlot,,0.0,0.0,97,0.0,1
92EW00464,S2686,18,,94,1,75,91,r.1,Red 1,feedlot,,0.0,0.0,90,0.0,0
92EW00465,S2689,SW,,96,1,74,83,r.1,Red 1,feedlot,,0.0,0.0,77,0.0,0
92EW00466,S2691,18,,106,1,75,87,r.2,Red 2,feedlot,,0.0,0.0,101,0.0,0
92EW00467,S2692,18,,96,1,73,82,r.3,Red 3,feedlot,,0.0,0.0,93,0.0,1
92EW00468,S2694,18,,114,1,73,85,r.3,Red 3,feedlot,,0.0,0.0,95,0.0,1
92EW00469,S2695,18,,111,1,68,86,r.1,Red 1,feedlot,,0.0,0.0,92,0.0,1
92EW00470,S2696,18,,97,1,70,70,r.3,Red 3,feedlot,,0.0,0.0,78,0.0,0
92EW00471,S2697,18,4TEATS,94,3,65,69,MKT,Scott,feedlot,,0.0,0.0,81,0.0,0
92EW00472,S2699,18,,98,1,77,78,r.3,Red 3,feedlot,,0.0,0.0,84,0.0,0
92EW00473,S2708,18,,97,1,82,93,r.2,Red 2,feedlot,,0.0,0.0,108,0.0,1
92EW00474,S2712,18,4TEATS,105,1,80,98,r.1,Red 1,feedlot,,0.0,0.0,98,0.0,1
92EW00475,S2715,18,,110,1,70,84,r.1,Red 1,feedlot,,0.0,0.0,91,0.0,1
92EW00476,S2725,18,,105,1,90,96,r.3,Red 3,feedlot,,0.0,0.0,96,0.0,0
92EW00477,S2727,18,HAIRY,100,1,65,74,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,0
92EW00478,S2733,18,ENTR,88,3,68,75,MKT,Scott,feedlot,,0.0,0.0,77,0.0,0
92EW00479,S2736,18,,100,3,72,76,MKT,Scott,feedlot,,0.0,0.0,82,0.0,0
92EW00480,S2739,18,,105,1,86,92,r.0,Red 0,feedlot,,0.0,0.0,100,0.0,1
92EW00481,S2740,18,,103,1,64,65,r.0,Red 0,feedlot,,0.0,0.0,74,0.0,0
92EW00482,S2748,FW,,103,1,79,90,r.2,Red 2,feedlot,,0.0,0.0,94,0.0,0
92EW00483,S2752,FW,HAIRY,102,1,66,76,r.1,Red 1,feedlot,,0.0,0.0,80,0.0,0
92EW00484,S2760,18,,107,1,72,76,r.0,Red 0,feedlot,,0.0,0.0,79,0.0,1
92EW00485,S2765,18,,116,3,67,67,MKT,Scott,feedlot,,0.0,0.0,69,0.0,0
92EW00486,S2768,18,GRAFT,114,1,78,81,r.0,Red 0,feedlot,,0.0,0.0,87,0.0,0
92EW00487,S2775,18,,84,1,80,81,r.2,Red 2,feedlot,,0.0,0.0,84,0.0,0
92EW00488,S2786,18,ENTR,111,1,83,89,r.0,Red 0,feedlot,,0.0,0.0,88,0.0,1
92EW00489,S2788,18,4TEATS,103,1,75,79,r.0,Red 0,feedlot,,0.0,0.0,84,0.0,1
92EW00490,S2792,18,,104,1,70,83,r.2,Red 2,feedlot,,0.0,0.0,82,0.0,0
92EW00491,S2794,18,,109,1,72,86,r.3,Red 3,feedlot,,0.0,0.0,88,0.0,1
92EW00492,S2805,18,,78,1,78,93,r.0,Red 0,feedlot,,0.0,0.0,95,0.0,0
92EW00493,S2806,18,,126,1,84,96,r.3,Red 3,feedlot,,0.0,0.0,100,0.0,1
92EW00494,S2810,18,,115,1,86,92,r.0,Red 0,feedlot,,0.0,0.0,97,0.0,1
92EW00495,S2812,18,4TEATS,101,1,60,71,r.0,Red 0,feedlot,,0.0,0.0,63,0.0,0
92EW00496,S2813,18,,114,1,89,101,r.0,Red 0,feedlot,,0.0,0.0,114,0.0,0
92EW00497,S2814,18,,111,1,77,94,r.1,Red 1,feedlot,,0.0,0.0,91,0.0,1
92EW00498,S2818,18,,105,1,67,80,r.2,Red 2,feedlot,,0.0,0.0,76,0.0,1
92EW00499,S2820,18,4TEATS,113,1,80,96,r.3,Red 3,feedlot,,0.0,0.0,99,0.0,1
92EW00500,S2822,18,,112,1,95,98,r.0,Red 0,feedlot,,0.0,0.0,94,0.0,1
92EW00501,S2826,18,4TEATS,97,1,88,88,r.0,Red 0,feedlot,,0.0,0.0,88,0.0,1
92EW00502,S2828,18,,112,1,75,81,r.3,Red 3,feedlot,,0.0,0.0,91,0.0,0
92EW00503,S2829,18,,123,1,81,93,r.1,Red 1,feedlot,,0.0,0.0,100,0.0,1
92EW00504,S2831,18,,105,1,65,77,r.2,Red 2,feedlot,,0.0,0.0,76,0.0,0
92EW00505,S2840,18,,114,1,70,76,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,1
92EW00506,S2842,18,,121,1,83,87,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,1
92EW00507,S2844,18,,104,1,72,81,r.3,Red 3,feedlot,,0.0,0.0,85,0.0,0
92EW00508,S2846,18,,114,1,80,95,r.1,Red 1,feedlot,,0.0,0.0,105,0.0,1
92EW00509,S2847,18,,105,1,69,88,r.3,Red 3,feedlot,,0.0,0.0,106,0.0,1
92EW00510,S2857,18,,128,1,90,95,r.3,Red 3,feedlot,,0.0,0.0,97,0.0,1
92EW00511,S2867,18,,104,1,71,80,r.0,Red 0,feedlot,,0.0,0.0,83,0.0,1
92EW00512,S2868,18,HAIRY,105,1,75,86,r.0,Red 0,feedlot,,0.0,0.0,92,0.0,2
92EW00513,S2870,18,4TEATS,105,1,64,67,r.0,Red 0,feedlot,,0.0,0.0,69,0.0,0
92EW00514,S2871,18,4TEATS,105,1,64,72,r.0,Red 0,feedlot,,0.0,0.0,83,0.0,0
