UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
88WN00122, 88032001,88,03,L2001,2,71,30,712,3,1,6,2,7.0,7,5,9,91,127,6,76,83,594, 8, 3, 8, 8, 53,,6,7,2,1,1,153,232,1447,,,,,0769,03,1445,02,,79,570,71,1,97
88WN00123, 88032002,88,03,L2002,2,71,30,713,2,2,5,5,7.0,7,5,1,91,130,29,108,79,525, 8, 3, 8, 7, 55,,5,6,1,1,1,159,195,1368,,,,,0990,03,1522,02,,74,577,71,1,90
88WN00124, 88032003,88,03,L2003,1,71,30,713,2,2,5,5,7.0,7,5,1,91,130,30,120,76,492, 5, 3, 9, 8, 47,254,5,6,1,1,1,167,195,1368,,,,,0990,03,1522,02,,71,511,71,1,92
88WN00125, 88032004,88,03,L2004,1,71,30,711,1,1,1,1,5.0,5,4,1,91,130,19,134,113,766, 6, 3, 7, 6, 50,285,5,6,2,1,1,173,189,1170,,,,,1012,03,5222,02,,105,601,71,1,120
88WN00126, 88032005,88,03,L2005,2,71,30,714,2,2,5,5,6.0,6,4,1,91,130,25,106,72,472, 7, 3, 9, 8, 43,,5,6,8,1,1,150,194,1339,93,26,259,,0679,03,3045,02,,67,498,71,8,77
88WN00127, 88032006,88,03,L2006,2,71,30,714,2,2,5,5,6.0,6,4,1,91,130,36,114,85,566, 8, 3, 8, 6, 59,,5,6,1,1,1,166,194,1339,,,,,0679,03,3045,02,,79,606,71,1,95
88WN00128, 88032007,88,03,L2007,2,71,30,712,1,1,1,1,2.0,2,2,1,91,130,2,118,96,648, 7, 3, 8, 6, 43,,5,6,2,1,1,158,175,1048,,,,,0769,03,9396,02,,90,568,71,1,102
88WN00129, 88032008,88,03,L2008,1,71,30,713,2,2,5,6,2.0,2,2,1,91,130,4,92,84,575, 6, 4,10, 8, 30,248,5,6,2,1,2,158,192,1231,93,14,,,0990,03,9184,02,,78,589,71,3,98
88WN00130, 88032009,88,03,L2009,1,71,30,713,2,2,5,4,2.0,2,2,1,91,130,37,118,85,563, 3, 3, 9, 7, 41,249,4,5,2,1,1,181,192,1231,93,14,,,0990,03,9184,02,,79,579,71,3,95
88WN00131, 88032010,88,03,L2010,2,70,30,701,3,2,8,5,2.0,2,2,1,91,130,3,53,66,467, 6, 3, 9, 8, 41,,5,7,2,1,1,145,209,1157,93,05,259,,9183,02,9220,02,,61,473,70,8,74
88WN00132, 88032011,88,03,L2011,1,70,30,701,3,2,8,5,2.0,2,2,1,91,130,29,52,62,437, 5, 3,11, 8, 38,216,5,6,1,1,1,148,209,1157,19,,357,,9183,02,9220,02,,58,442,70,W,75
88WN00133, 88032012,88,03,L2012,2,70,30,701,3,1,6,2,2.0,2,2,9,91,127,7,36,25,169,10, 3,13,12, 32,,6,7,1,1,1,97,209,1157,19,,235,,9183,02,9220,02,,24,245,70,9,
88WN00134, 88032013,88,03,L2013,1,71,30,712,2,2,5,5,2.0,2,2,1,91,130,36,134,95,628, 6, 3,10, 7, 59,301,5,6,2,1,6,190,209,1333,93,19,,,0769,03,9656,02,,89,642,71,5,107
88WN00135, 88032014,88,03,L2014,1,71,30,712,2,2,5,5,2.0,2,2,1,91,130,25,121,87,576, 7, 3, 9, 7, 33,235,4,6,2,1,2,156,209,1333,93,41,,,0769,03,9656,02,,81,576,71,3,101
88WN00136, 88032015,88,03,L2015,1,70,30,703,2,2,5,4,2.0,2,2,1,91,130,29,79,73,501, 9, 3, 9, 7, 43,219,5,6,1,1,2,139,209,1270,,,,,9492,02,9164,02,,68,507,70,1,85
88WN00137, 88032016,88,03,L2016,2,70,30,703,2,2,5,6,2.0,2,2,1,91,130,23,61,69,484, 6, 3, 9, 7, 42,,6,7,2,1,1,155,209,1270,92,,266,,9492,02,9164,02,,64,532,70,2,79
88WN00138, 88032017,88,03,L2017,2,70,30,301,2,2,5,5,1.0,1,1,1,91,130,15,90,64,423, 7, 3,10, 8, 32,,5,6,1,1,1,138,204,1238,92,,267,,9516,02,0777,03,,60,465,70,K,75
88WN00139, 88032018,88,03,L2018,1,70,30,301,2,2,5,5,1.0,1,1,1,91,130,8,96,76,511, 7, 3, 8, 8, 42,252,6,7,2,1,2,165,204,1238,,,,,9516,02,0777,03,,71,556,70,1,83
88WN00140, 88032019,88,03,L2019,2,71,30,303,2,1,4,2,1.0,1,1,9,91,127,2,66,70,499, 6, 3,10, 8, 38,,5,6,1,1,1,151,204,1194,93,,235,,0805,03,0512,03,,67,488,71,9,
88WN00141, 88032020,88,03,L2020,2,71,30,303,2,1,3,2,1.0,1,1,1,91,130,22,78,76,525, 5, 3,10, 7, 38,,4,5,1,1,1,153,204,1194,,,,,0805,03,0512,03,,71,501,71,1,88
88WN00142, 88032022,88,03,L2022,2,71,30,711,3,2,8,5,6.0,6,4,1,92,129,18,102,75,502, 7, 3, 9, 7, 42,,4,5,1,1,1,149,224,1188,,,,,1012,03,3298,02,,70,519,71,1,89
88WN00143, 88032023,88,03,L2023,2,71,30,711,3,2,8,5,6.0,6,4,1,92,129,17,109,82,551, 8, 3, 8, 7, 43,,5,6,2,1,1,151,224,1188,,,,,1012,03,3298,02,,77,567,71,1,92
88WN00144, 88032024,88,03,L2024,2,71,30,712,2,2,5,5,5.0,5,4,1,92,129,5,89,81,559, 5, 3, 7, 7, 57,,6,8,2,1,1,172,211,1289,93,,259,,0769,03,5346,02,,76,559,71,8,87
88WN00145, 88032025,88,03,L2025,2,71,30,712,2,2,5,5,5.0,5,4,1,92,129,20,94,78,532, 6, 3, 8, 7, 48,,5,6,2,1,1,161,211,1289,,,,,0769,03,5346,02,,73,552,71,1,89
88WN00146, 88032026,88,03,L2026,1,70,30,702,3,3,9,8,6.0,6,4,3,92,132,14,88,74,494,10, 3, 9, 7, 45,228,5,6,2,1,1,141,224,1174,93,,,,9342,02,3048,02,,68,582,70,3,79
88WN00147, 88032027,88,03,L2027,1,70,30,702,3,3,9,8,6.0,6,4,3,92,132,10,88,69,456, 5, 2, 9, 9, 47,200,5,6,1,1,1,171,224,1174,93,,,,9342,02,3048,02,,64,539,70,3,81
88WN00148, 88032028,88,03,L2028,1,70,30,702,3,3,9,8,6.0,6,4,3,92,132,5,71,62,416, 6, 2,10, 7, 41,195,5,6,2,1,2,148,224,1174,48,,260,,9342,02,3048,02,,57,493,70,6,73
88WN00149, 88032029,88,03,L2029,2,71,30,714,2,2,5,7,5.0,5,4,1,92,129,28,79,72,497, 7, 3, 9, 6, 55,,6,7,1,1,1,160,200,1331,,33,,,0679,03,5419,02,,68,543,71,1,79
88WN00150, 88032030,88,03,L2030,2,71,30,714,2,2,5,3,5.0,5,4,1,92,129,29,117,83,553, 6, 3, 9, 6, 65,,5,6,1,1,1,173,200,1331,15,,267,,0679,03,5419,02,,78,581,71,6,94
88WN00151, 88032031,88,03,L2031,1,70,30,703,2,1,3,2,2.0,2,2,1,92,129,6,78,99,707, 4, 3, 8, 7, 32,270,4,5,2,1,3,177,192,988,,,,,9492,02,9650,02,,93,626,70,W,112
88WN00152, 88032032,88,03,L2032,2,71,30,711,3,2,8,5,2.0,2,2,8,92,125,6,79,83,601,,,,,,,,,,1,,0,192,1009,,,,7,1012,03,9231,02,,80,588,71,1,92
88WN00153, 88032033,88,03,L2033,3,71,30,711,3,2,8,5,2.0,2,2,8,92,125,6,71,81,591,,,,,,,,,,1,,0,192,1009,93,,,7,1012,03,9231,02,,78,555,71,4,
88WN00154, 88032034,88,03,L2034,2,70,30,701,2,2,5,7,2.0,2,2,8,92,125,7,60,66,480,,,,,,,,,,9,,0,209,1222,,08,,7,9183,02,9245,02,,64,483,70,1,68
88WN00155, 88032035,88,03,L2035,2,70,30,701,2,2,5,3,2.0,2,2,8,92,125,7,87,74,522,,,,,,,,,,1,,0,209,1222,,,,7,9183,02,9245,02,,71,516,70,1,76
88WN00156, 88032036,88,03,L2036,3,71,30,713,2,2,5,5,3.0,3,3,8,92,125,6,110,93,656,,,,,,,,,,1,,0,192,1351,93,,,7,0990,03,8086,02,,90,600,71,4,
88WN00157, 88032037,88,03,L2037,3,71,30,713,2,2,5,5,3.0,3,3,8,92,125,7,119,106,753,,,,,,,,,,1,,0,192,1351,93,,,7,0990,03,8086,02,,102,702,71,4,
88WN00158, 88032038,88,03,L2038,1,70,30,703,1,1,1,1,4.0,4,4,1,92,129,34,109,85,574, 7, 3, 9, 7, 50,248,5,6,2,1,3,147,185,1205,93,,,,9492,02,7203,02,,80,429,70,3,97
88WN00159, 88032039,88,03,L2039,2,71,30,712,2,2,5,5,4.0,4,4,1,92,129,28,85,70,477, 5, 3,11, 8, 46,,6,7,2,1,1,162,198,1231,92,,267,,0769,03,7175,02,,66,507,71,K,82
88WN00160, 88032040,88,03,L2040,1,71,30,712,2,2,5,5,4.0,4,4,1,92,129,32,85,80,554, 7, 3, 9, 8, 32,264,4,5,2,1,2,152,198,1231,,,,,0769,03,7175,02,,75,555,71,1,94
88WN00161, 88032043,88,03,L2043,2,70,30,702,1,1,1,1,8.0,8,5,9,92,126,6,76,75,535, 8, 3,10, 8, 37,,5,6,1,3,1,142,207,1354,93,,259,,9342,02,0111,02,,72,542,70,8,82
88WN00162, 88032044,88,03,L2044,1,70,30,702,2,1,3,2,3.0,3,3,1,92,129,27,112,104,719, 6, 3,10, 7, 28,277,5,6,2,1,1,168,206,1095,,41,,,9342,02,8261,02,,98,647,70,1,121
88WN00163, 88032046,88,03,L2046,2,70,30,302,2,1,3,2,1.0,1,1,4,92,125,16,92,85,606,,,,,,,,,,1,,0,204,1184,,,,7,9647,02,0952,03,,82,706,70,1,96
88WN00164, 88032048,88,03,L2048,1,71,30,713,2,1,3,2,6.0,6,4,1,92,129,13,133,109,742, 8, 3, 8, 7, 32,285,4,5,2,1,2,166,194,1129,93,,,,0990,03,3208,02,,102,661,71,5,92
88WN00165, 88032049,88,03,L2049,1,70,30,703,2,1,3,2,4.0,4,4,1,92,129,4,118,115,800, 8, 6, 8, 6, 43,255,4,5,1,1,5,164,198,1183,93,19,,,9492,02,7134,02,,108,707,70,5,128
88WN00166, 88032050,88,03,L2050,1,71,30,713,3,3,9,8,4.0,4,4,3,92,132,5,91,78,522, 5, 2,10, 9, 34,235,4,5,2,1,2,170,210,1221,93,01,,,0990,03,7316,02,,72,599,71,3,82
88WN00167, 88032051,88,03,L2051,2,71,30,713,3,3,9,8,4.0,4,4,3,92,132,21,72,66,445, 5, 2,10, 8, 42,,5,6,1,1,1,159,210,1221,92,,267,,0990,03,7316,02,,61,534,71,K,79
88WN00168, 88032052,88,03,L2052,1,71,30,713,3,3,9,8,4.0,4,4,3,92,132,8,78,78,532, 7, 2,10, 8, 39,218,5,6,1,1,2,161,210,1221,93,,,,0990,03,7316,02,,72,612,71,3,80
88WN00169, 88032053,88,03,L2053,3,71,30,712,1,1,1,1,6.0,6,4,8,92,125,7,124,101,709,,,,,,,,,,1,,0,184,1087,93,,262,7,0769,03,3150,02,,97,569,71,W,106
88WN00170, 88032054,88,03,L2054,2,71,30,301,2,2,5,5,1.0,1,1,1,92,129,11,81,64,433, 7, 3,10, 8, 48,,6,7,1,1,1,149,204,1212,92,,266,,9516,02,0726,03,,60,472,71,2,71
88WN00171, 88032055,88,03,L2055,1,71,30,301,2,2,5,5,1.0,1,1,1,92,129,22,81,61,410, 8, 3,10, 8, 26,206,4,5,1,1,2,138,204,1212,93,,,,9516,02,0726,03,,57,471,71,3,71
88WN00172, 88032056,88,03,L2056,2,70,30,702,2,2,5,5,2.0,2,2,1,92,129,23,90,75,512, 7, 3,10, 7, 31,,5,6,1,1,1,144,209,1328,,,,,9342,02,9121,02,,70,544,70,1,84
88WN00173, 88032057,88,03,L2057,2,70,30,702,2,2,5,5,2.0,2,2,1,92,129,14,104,75,501, 6, 3,10, 7, 39,,4,6,2,1,1,153,209,1328,97,,253,,9342,02,9121,02,,70,521,70,7,
88WN00174, 88032058,88,03,L2058,2,71,30,302,2,2,5,6,1.0,1,1,1,92,129,18,71,70,488, 7, 3,10, 8, 31,,6,7,1,1,1,145,204,1246,92,,267,,9647,02,0720,03,,66,536,71,K,78
88WN00175, 88032059,88,03,L2059,1,71,30,302,2,2,5,4,1.0,1,1,1,92,129,14,90,72,488, 7, 3, 9, 8, 41,212,5,6,1,1,1,153,204,1246,,,,,9647,02,0720,03,,68,519,71,1,81
88WN00176, 88032060,88,03,L2060,1,71,30,712,1,1,1,1,2.0,2,2,1,92,129,12,93,98,688, 7, 3, 8, 6, 45,280,4,6,2,1,3,151,192,1048,93,,,,0769,03,9487,02,,92,523,71,5,107
88WN00177, 88032061,88,03,L2061,2,71,30,711,2,2,5,5,8.0,8,5,1,92,129,1,85,69,469, 4, 3,10, 8, 42,,6,7,1,1,1,158,190,1272,,,,,1012,03,0444,02,,65,485,71,1,74
88WN00178, 88032062,88,03,L2062,1,71,30,711,2,2,5,5,8.0,8,5,1,92,129,22,93,78,533, 4, 3,10, 8, 39,235,4,5,1,1,2,168,190,1272,,,,,1012,03,0444,02,,73,542,71,1,93
88WN00179, 88032063,88,03,L2063,2,71,30,714,2,1,3,2,5.0,5,4,1,92,129,24,72,72,502, 7, 3, 9, 8, 48,,6,7,1,1,1,159,189,1025,,,,,0679,03,5299,02,,67,528,71,1,82
88WN00180, 88032064,88,03,L2064,2,70,30,302,2,2,5,5,1.0,1,1,1,92,129,7,71,60,410, 6, 3,10, 8, 50,,7,7,1,1,1,151,204,1212,93,,259,,9647,02,0517,03,,56,445,70,8,73
88WN00181, 88032065,88,03,L2065,2,70,30,302,2,2,5,5,1.0,1,1,1,92,129,18,80,64,434, 5, 3, 9, 8, 44,,6,7,1,1,1,158,204,1212,92,,267,,9647,02,0517,03,,60,481,70,K,75
88WN00182, 88032066,88,03,L2066,2,70,30,303,2,1,3,2,1.0,1,1,4,92,125,15,78,62,434,,,,,,,,,,1,,0,204,1138,92,,267,7,0805,03,0647,03,,60,529,70,K,72
88WN00183, 88032068,88,03,L2068,1,71,30,303,2,2,5,5,1.0,1,1,1,92,129,14,64,58,400, 7, 3,10, 8, 21,157,5,6,1,1,2,135,204,1218,,,,,0805,03,0906,03,,54,453,71,W,68
88WN00184, 88032069,88,03,L2069,2,71,30,303,2,2,5,5,1.0,1,1,1,92,129,35,60,68,481, 6, 3, 9, 8, 35,,4,5,1,1,1,154,204,1218,92,,267,,0805,03,0906,03,,64,546,71,K,77
88WN00185, 88032074,88,03,L2074,3,71,30,301,1,1,1,1,1.0,1,1,4,92,125,16,114,82,565,,,,,,,,,,1,,0,194,1174,93,,,7,9516,02,0771,03,,79,633,71,4,
88WN00186, 88032075,88,03,L2075,3,70,30,703,3,2,8,5,4.0,4,4,4,92,125,15,82,69,486,,,,,,,,,,1,,0,198,1101,93,,,7,9492,02,7137,02,,67,577,70,4,
88WN00187, 88032076,88,03,L2076,2,70,30,703,3,2,8,5,4.0,4,4,4,92,125,14,76,57,395,,,,,,,,,,1,,0,198,1101,92,,267,7,9492,02,7137,02,,55,504,70,K,67
88WN00188, 88032077,88,03,L2077,2,70,30,704,2,2,5,5,7.0,7,5,1,92,129,36,109,81,543, 6, 3, 9, 6, 48,,4,5,1,1,1,166,168,1239,,,,,9508,02,1511,02,,76,605,70,1,88
88WN00189, 88032078,88,03,L2078,2,70,30,704,2,2,5,5,7.0,7,5,1,92,129,2,100,84,574, 6, 3, 6, 7, 49,,5,6,1,1,1,165,168,1239,,,,,9508,02,1511,02,,79,592,70,1,89
88WN00190, 88032079,88,03,L2079,2,70,30,701,3,2,8,5,6.0,6,4,1,92,129,1,96,85,584, 6, 3, 7, 6, 54,,5,6,1,1,1,166,214,1177,,,,,9183,02,3007,02,,80,579,70,1,92
88WN00191, 88032080,88,03,L2080,1,70,30,701,3,2,8,5,6.0,6,4,1,92,129,16,96,85,584, 7, 3, 9, 8, 42,287,4,5,2,1,2,160,214,1177,,,,,9183,02,3007,02,,80,564,70,1,100
88WN00192, 88032082,88,03,L2082,3,71,30,712,2,2,5,6,6.0,6,4,8,93,124,7,100,82,581,,,,,,,,,,1,,0,184,1135,93,,,7,0769,03,3416,02,,80,553,71,3,88
88WN00193, 88032083,88,03,L2083,3,71,30,712,2,2,5,4,6.0,6,4,8,93,124,8,126,87,600,,,,,,,,,,1,,0,184,1135,97,,253,7,0769,03,3416,02,,85,557,71,7,
88WN00194, 88032084,88,03,L2084,2,71,30,713,2,2,5,5,2.0,2,2,1,93,128,14,58,70,502, 7, 3, 9, 7, 41,,5,7,2,1,1,145,192,1180,92,,266,,0990,03,9563,02,,66,523,71,2,78
88WN00195, 88032085,88,03,L2085,2,71,30,713,2,2,5,5,2.0,2,2,1,93,128,33,52,70,506, 5, 3, 9, 8, 38,,4,5,1,1,1,159,192,1180,92,33,267,,0990,03,9563,02,,66,552,71,K,82
88WN00196, 88032086,88,03,L2086,1,71,30,711,2,2,5,5,2.0,2,2,1,93,128,1,88,84,588, 4, 3, 9, 6, 46,260,5,6,1,1,3,171,192,1201,,,,,1012,03,9104,02,,79,558,71,1,89
88WN00197, 88032087,88,03,L2087,1,71,30,711,2,2,5,5,2.0,2,2,1,93,128,1,79,79,555, 6, 3, 7, 8, 40,256,6,7,2,1,4,157,192,1201,93,19,,,1012,03,9104,02,,75,525,71,3,87
88WN00198, 88032088,88,03,L2088,2,70,30,704,2,2,5,4,4.0,4,4,1,93,128,28,113,86,584, 7, 3, 7, 6, 53,,5,6,1,1,1,163,198,1368,,,,,9508,02,7344,02,,81,612,70,1,94
88WN00199, 88032089,88,03,L2089,2,70,30,704,2,2,5,6,4.0,4,4,1,93,128,5,90,77,531, 8, 3, 7, 7, 49,,4,5,1,1,1,154,198,1368,,,,,9508,02,7344,02,,73,548,70,1,83
88WN00200, 88032090,88,03,L2090,3,71,30,712,3,2,8,4,3.0,3,3,1,93,128,17,94,75,513, 7, 3, 9, 7, 46,,6,7,2,6,1,147,206,1193,,07,,,0769,03,7864,02,,71,487,71,1,88
88WN00201, 88032091,88,03,L2091,1,71,30,712,3,2,8,6,3.0,3,3,1,93,128,17,78,85,603, 7, 3, 9, 7, 63,286,6,7,2,1,2,177,206,1193,93,,,,0769,03,7864,02,,80,617,71,3,104
88WN00202, 88032092,88,03,L2092,2,71,30,712,3,1,6,2,3.0,3,3,9,93,125,7,56,72,531, 8, 3,10, 8, 58,,7,8,2,1,1,157,206,1193,93,,235,,0769,03,7864,02,,69,567,71,9,
88WN00203, 88032093,88,03,L2093,1,71,30,711,2,1,3,2,2.0,2,2,1,93,128,17,72,62,428, 8, 3, 9, 8, 26,209,4,5,2,1,2,121,192,986,,,,,1012,03,9205,02,,59,361,71,W,71
88WN00204, 88032095,88,03,L2095,2,71,30,714,3,2,8,5,2.0,2,2,1,93,128,12,79,76,532, 7, 3, 8, 8, 37,,5,6,1,1,1,150,225,1376,,,,,0679,03,9197,02,,72,550,71,1,88
88WN00205, 88032096,88,03,L2096,1,71,30,714,3,2,8,5,2.0,2,2,1,93,128,11,91,79,546, 7, 3, 9, 8, 43,253,5,6,1,1,2,157,225,1376,,,,,0679,03,9197,02,,75,529,71,1,88
88WN00206, 88032097,88,03,L2097,1,71,30,714,3,1,7,2,2.0,2,2,1,93,128,14,64,87,630, 8, 3, 8, 6, 33,254,3,4,1,1,2,145,225,1376,93,89,312,,0679,03,9197,02,,82,560,71,12,98
88WN00207, 88032098,88,03,L2098,2,71,30,713,2,2,5,5,2.0,2,2,1,93,128,36,82,55,366, 7, 3,10, 9, 60,,7,7,1,1,1,153,209,1282,93,,,,0990,03,9135,02,,52,416,71,3,66
88WN00208, 88032099,88,03,L2099,2,71,30,713,2,2,5,5,2.0,2,2,1,93,128,18,89,78,540, 5, 3, 8, 7, 46,,6,7,1,1,1,167,209,1282,,,,,0990,03,9135,02,,74,566,71,1,88
88WN00209, 88032100,88,03,L2100,1,71,30,714,2,2,5,3,2.0,2,2,1,93,128,17,89,50,321, 7, 3,10, 9, 38,150,4,7,1,1,1,127,209,1199,93,66,,,0679,03,9535,02,,47,312,71,5,55
88WN00210, 88032101,88,03,L2101,2,71,30,714,2,2,5,7,2.0,2,2,1,93,128,4,55,69,496, 5, 3,10, 8, 31,,6,7,1,1,1,153,209,1199,92,,267,,0679,03,9535,02,,65,520,71,K,72
88WN00211, 88032103,88,03,L2103,2,71,30,712,1,1,1,1,5.0,5,4,1,93,128,15,116,104,722, 7, 3, 6, 5, 54,,4,5,1,1,1,173,200,1216,,,,,0769,03,5011,02,,98,651,71,1,117
88WN00212, 88032105,88,03,L2105,2,70,30,701,4,1,0,2,6.0,6,4,1,93,128,18,68,62,431, 7, 3, 9, 7, 48,,4,5,1,1,1,146,264,1234,92,,266,,9183,02,3125,02,,59,449,70,2,72
88WN00213, 88032108,88,03,L2108,1,70,30,701,2,2,5,4,7.0,7,5,1,93,128,12,101,74,499, 6, 3, 8, 7, 39,249,5,6,1,1,1,149,214,1173,93,,,,9183,02,1630,02,,70,496,70,3,83
88WN00214, 88032109,88,03,L2109,2,70,30,701,2,2,5,6,7.0,7,5,1,93,128,35,81,66,452, 7, 3, 8, 7, 45,,5,6,3,1,1,152,214,1173,92,,266,,9183,02,1630,02,,62,530,70,2,74
88WN00215, 88032110,88,03,L2110,1,71,30,714,2,2,5,5,2.0,2,2,1,93,128,15,119,92,626, 8, 3, 9, 7, 47,276,5,6,2,1,1,166,209,1273,,,,,0679,03,9190,02,,87,614,71,1,94
88WN00216, 88032111,88,03,L2111,1,71,30,714,2,2,5,5,2.0,2,2,1,93,128,19,123,80,529, 8, 3, 8, 8, 41,275,4,5,2,1,1,153,209,1273,,,,,0679,03,9190,02,,76,522,71,1,90
88WN00217, 88032112,88,03,L2112,3,71,30,302,1,1,1,1,1.0,1,1,1,93,128,36,60,56,391, 6, 3,11, 9, 32,,4,5,5,1,1,127,194,1086,93,26,,,9647,02,0680,03,,53,337,71,3,69
88WN00218, 88032115,88,03,L2115,3,70,30,303,1,1,1,1,1.0,1,1,4,93,124,14,72,86,635,,,,,,,,,,1,,0,194,1180,93,,,7,0805,03,0818,03,,83,694,70,4,
88WN00219, 88032116,88,03,L2116,3,71,30,301,1,1,1,1,1.0,1,1,1,93,128,12,96,76,519, 8, 3, 8, 6, 42,,4,5,1,1,1,131,194,1120,93,,,,9516,02,0509,03,,72,439,71,3,86
88WN00220, 88032117,88,03,L2117,1,70,30,701,1,1,1,1,4.0,4,4,1,93,128,27,98,88,611, 6, 3, 9, 7, 38,257,5,6,3,1,2,146,198,1246,,,,,9183,02,7194,02,,83,458,70,1,96
88WN00221, 88032118,88,03,L2118,2,70,30,301,2,2,5,5,1.0,1,1,1,93,128,18,77,60,409, 7, 3,10, 9, 31,,5,6,1,1,1,138,204,1216,92,33,266,,9516,02,0668,03,,57,457,70,2,68
88WN00222, 88032119,88,03,L2119,2,70,30,301,2,2,5,5,1.0,1,1,1,93,128,37,90,61,406, 8, 3,10, 9, 26,,4,5,5,1,1,134,204,1216,93,26,,,9516,02,0668,03,,58,475,70,3,62
88WN00223, 88032120,88,03,L2120,1,71,30,712,2,2,5,5,2.0,2,2,1,93,128,22,81,77,538, 6, 3, 9, 8, 31,226,4,5,2,1,2,153,192,1206,93,,,,0769,03,9233,02,,73,535,71,3,93
88WN00224, 88032121,88,03,L2121,1,71,30,712,2,2,5,5,2.0,2,2,1,93,128,1,77,89,635, 7, 3, 9, 7, 44,263,5,6,2,1,2,163,192,1206,10,,330,,0769,03,9233,02,,84,605,71,W,103
88WN00225, 88032122,88,03,L2122,2,70,30,702,2,2,5,7,4.0,4,4,8,93,124,16,90,79,565,,,,,,,,,,1,,0,198,1133,,,,7,9342,02,7246,02,,77,597,70,1,86
88WN00226, 88032123,88,03,L2123,3,70,30,702,2,2,5,3,4.0,4,4,8,93,124,16,122,84,579,,,,,,,,,,1,,0,198,1133,93,,,7,9342,02,7246,02,,82,575,70,4,
88WN00227, 88032124,88,03,L2124,1,71,30,713,2,2,5,5,2.0,2,2,1,93,128,30,93,95,670, 8, 3, 8, 6, 38,252,4,5,1,1,1,162,209,1293,,14,,,0990,03,9586,02,,90,678,71,1,102
88WN00228, 88032125,88,03,L2125,1,71,30,713,2,2,5,5,2.0,2,2,1,93,128,30,88,66,447, 5, 3, 9, 7, 36,171,4,6,1,1,2,150,209,1293,,,,,0990,03,9586,02,,62,455,71,W,75
88WN00229, 88032126,88,03,L2126,2,71,30,712,2,2,5,6,5.0,5,4,1,93,128,1,82,80,561, 4, 3, 7, 6, 58,,6,7,2,1,2,180,189,1175,93,19,259,,0769,03,5036,02,,76,573,71,8,89
88WN00230, 88032127,88,03,L2127,1,71,30,712,2,2,5,4,5.0,5,4,1,93,128,21,108,91,627, 5, 3, 9, 6, 50,288,5,6,2,1,1,177,189,1175,,41,,,0769,03,5036,02,,86,615,71,1,105
88WN00231, 88032128,88,03,L2128,2,70,30,704,2,2,5,5,5.0,5,4,8,94,123,7,111,87,617,,,,,,,,,,1,,0,222,1253,,,,7,9508,02,5254,02,,85,593,70,1,90
88WN00232, 88032129,88,03,L2129,2,70,30,704,2,2,5,5,5.0,5,4,8,94,123,7,106,83,589,,,,,,,,,,1,,0,222,1253,,,,7,9508,02,5254,02,,81,565,70,1,89
88WN00233, 88032130,88,03,L2130,2,71,30,714,2,2,5,5,6.0,6,4,8,94,123,6,102,86,616,,,,,,,,,,1,,0,194,1249,,,,7,0679,03,3247,02,,84,588,71,1,91
88WN00234, 88032131,88,03,L2131,2,71,30,714,2,2,5,5,6.0,6,4,8,94,123,7,98,74,522,,,,,,,,,,1,,0,194,1249,,,,7,0679,03,3247,02,,72,498,71,1,79
88WN00235, 88032132,88,03,L2132,1,70,30,702,2,2,5,3,6.0,6,4,2,94,134,11,133,98,632,10, 3, 9, 7, 52,238,5,6,1,1,2,154,184,1275,54,,351,,9342,02,3229,02,,89,596,70,1,102
88WN00236, 88032133,88,03,L2133,2,70,30,702,2,2,5,7,6.0,6,4,2,94,135,14,96,80,521, 8, 3, 9, 7, 45,,5,6,1,1,1,148,184,1275,,,,,9342,02,3229,02,,72,539,70,1,84
88WN00237, 88032134,88,03,L2134,2,70,30,703,2,2,5,5,3.0,3,3,2,94,135,1,93,87,576, 4, 3, 7, 6, 53,,5,6,2,1,2,166,206,1342,,19,,,9492,02,8078,02,,78,552,70,1,94
88WN00238, 88032135,88,03,L2135,1,70,30,703,2,2,5,5,3.0,3,3,2,94,134,11,103,84,550, 6, 3, 9, 7, 45,228,5,6,1,1,3,152,206,1342,93,,,,9492,02,8078,02,,76,505,70,3,83
88WN00239, 88032136,88,03,L2136,2,71,30,711,2,2,5,4,6.0,6,4,4,94,123,14,103,67,461,,,,,,,,,,1,,0,194,1366,,,,7,1012,03,3154,02,,66,572,71,1,80
88WN00240, 88032137,88,03,L2137,2,71,30,711,2,2,5,6,6.0,6,4,4,94,123,12,84,67,476,,,,,,,,,,1,,0,194,1366,,,,7,1012,03,3154,02,,66,587,71,1,78
88WN00241, 88032138,88,03,L2138,2,71,30,713,2,2,5,5,4.0,4,4,8,94,123,8,83,79,575,,,,,,,,,4,1,,0,173,1109,,,,7,0990,03,7130,02,,77,556,71,1,85
88WN00242, 88032139,88,03,L2139,3,71,30,713,2,2,5,5,4.0,4,4,8,94,123,6,92,85,616,,,,,,,,,,1,,0,173,1109,93,,,7,0990,03,7130,02,,83,564,71,4,
