UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TM2,BAND
64WN02395,64,2,0914,8,81,045,9059,8,80,,5,6,66,126,1,1,01,1,72,10,03,08,09,048,9,5,5,1,5,0,84,7453,41,473,47,,61,4,3,,143,124,,4,4,5,2,4,3
64WN02396,64,3,0915,8,81,104,9331,8,80,,5,6,66,126,1,1,02,1,73,08,04,07,09,047,5,4,5,2,5,0,84,7005,41,500,50,,61,4,0,3,153,100,,4,4,5,2,4,5
64WN02397,64,3,0916,8,81,104,9331,8,80,,5,6,66,126,1,1,02,2,72,10,03,08,08,038,28,3,4,2,5,0,84,7005,41,500,50,,61,4,0,3,139,90,,5,4,5,2,4,5
64WN02398,64,3,0917,8,81,015,9301,8,80,,1,6,66,126,1,1,02,1,81,08,04,08,08,042,12,3,3,1,1,0,84,6995,41,556,55,,61,4,6,3,144,110,,4,4,1,1,4,4
64WN02399,64,2,0918,8,81,125,9032,8,80,,3,6,65,125,1,1,01,1,87,10,04,08,07,045,1,4,4,1,3,0,84,7025,41,598,59,,61,4,8,,141,122,,4,4,3,3,4,3
64WN02400,64,3,0920,8,62,314,9126,8,80,,5,6,65,125,1,1,01,2,90,08,04,08,05,043,5,3,4,2,5,0,84,6487,41,642,64,,,4,2,3,157,98,,5,4,5,2,4,5
64WN02401,64,2,0921,8,62,314,9126,8,80,,5,6,65,125,1,1,01,1,76,11,04,06,06,039,24,2,3,2,5,0,84,6487,41,515,51,,,4,5,2,126,116,,4,4,5,2,4,5
64WN02402,64,2,0922,8,81,164,9354,8,80,,5,6,65,125,1,1,02,1,54,14,03,07,09,046,8,3,3,1,5,0,84,5890,41,356,35,,61,4,6,7,105,95,,4,4,5,2,4,4
64WN02403,64,3,0923,8,81,164,9354,8,80,,5,6,65,125,1,1,02,2,74,08,04,08,08,047,10,3,3,1,5,0,84,5890,41,496,49,,61,4,6,3,153,120,,5,4,5,2,4,4
64WN02404,64,2,0924,8,81,165,9715,8,80,,1,5,65,125,1,1,03,2,99,06,05,06,05,053,1,3,4,2,1,0,84,7597,41,714,71,,61,4,4,,163,98,,5,4,1,1,4,3
64WN02405,64,3,0925,8,62,234,9380,8,80,,5,6,65,125,1,1,02,2,84,08,04,07,07,043,27,2,3,2,5,0,84,6392,41,574,57,,,4,4,3,158,122,,5,4,5,2,4,5
64WN02406,64,3,0926,8,62,234,9380,8,80,,5,6,65,125,1,1,02,1,77,09,05,07,07,041,26,2,3,2,5,0,84,6392,41,531,53,,,4,1,3,141,106,,4,4,5,2,4,5
64WN02407,64,3,0927,8,81,104,9089,8,80,,1,6,65,125,1,1,01,4,93,08,03,07,06,043,15,2,3,2,1,0,84,7005,41,651,65,,61,4,1,,156,116,,6,4,1,1,4,4
64WN02408,64,2,0928,8,81,164,9269,8,80,,1,6,65,125,1,1,01,2,96,09,03,07,04,047,14,3,3,1,1,0,84,5890,41,677,67,,61,4,7,,147,114,,5,4,1,1,4,3
64WN02409,64,2,0929,8,81,134,9343,8,80,,5,6,65,125,1,1,02,1,81,07,05,08,07,047,14,4,5,2,5,0,84,7638,41,549,54,,61,4,9,,155,124,,4,4,5,2,4,3
64WN02410,64,2,0930,8,81,134,9343,8,80,,5,6,65,125,1,1,02,1,72,09,04,09,09,047,15,4,5,2,5,0,84,7638,41,488,48,,61,4,8,,145,110,,4,4,5,2,4,3
64WN02411,64,3,0931,8,81,034,9615,8,80,,1,6,65,125,1,1,03,5,87,13,06,06,07,052,24,4,4,1,1,0,84,6560,41,586,58,,61,4,6,3,125,138,,2,4,1,1,4,6
64WN02412,64,2,0932,8,81,145,9348,8,80,,5,5,65,125,1,1,02,1,76,08,04,07,07,043,18,3,4,2,5,0,84,6411,41,525,52,,61,4,5,,147,104,,4,4,5,2,4,4
64WN02413,64,2,0933,8,81,145,9348,8,80,,5,5,65,125,1,1,02,1,76,08,07,08,07,039,26,2,3,2,5,0,84,6411,41,512,51,,61,4,2,,134,120,1,4,4,5,2,4,4
64WN02414,64,2,0934,8,81,135,9034,8,80,,1,6,65,125,1,1,01,2,94,08,04,06,07,053,27,4,5,2,1,0,84,6663,41,643,64,,61,4,3,,159,136,,5,4,1,1,4,3
64WN02415,64,3,0935,8,81,144,9344,8,80,,3,5,65,125,1,1,02,1,81,08,05,07,05,047,6,3,4,2,3,0,84,7198,41,571,57,,61,4,1,3,143,96,,4,4,3,3,4,6
64WN02416,64,2,0937,8,81,154,9351,8,80,,1,6,65,125,1,1,02,2,82,09,08,07,05,047,6,4,4,1,1,0,84,7714,41,581,58,,61,4,1,,117,94,,5,4,1,1,4,3
64WN02417,64,3,0938,8,81,045,9525,8,80,,1,5,65,125,1,1,02,2,91,07,04,07,08,043,6,2,3,2,1,0,84,7453,41,637,63,,61,4,7,3,160,114,,5,4,1,1,4,4
64WN02418,64,2,0939,8,81,015,9415,8,80,,5,6,65,125,1,1,02,2,81,08,04,08,07,047,15,3,3,1,5,0,84,6995,41,557,55,,61,4,7,,155,114,,5,4,5,2,4,4
64WN02419,64,2,0940,8,81,015,9415,8,80,,5,6,65,125,1,1,02,1,79,08,04,08,08,045,3,3,3,1,5,0,84,6995,41,550,55,,61,4,0,,153,102,,4,4,5,2,4,4
64WN02420,64,3,0941,8,81,804,9113,8,80,,5,6,65,125,1,1,01,2,81,11,05,08,08,044,4,3,4,2,5,0,84,6883,41,558,55,,61,4,8,3,139,112,,5,4,5,2,4,4
64WN02421,64,1,0942,8,81,804,9113,8,80,,5,6,65,125,1,1,01,2,73,10,04,08,09,043,24,2,2,1,5,0,84,6883,41,506,50,,61,4,6,3,143,98,,5,4,5,2,4,4
64WN02422,64,2,0943,8,81,064,9232,8,80,,5,6,65,125,1,1,01,1,64,08,04,09,08,042,27,3,3,1,5,0,84,6578,41,451,45,,61,4,1,,137,76,,4,4,5,2,4,3
64WN02423,64,3,0944,8,81,064,9232,8,80,,5,6,65,125,1,1,01,2,67,14,04,09,09,045,7,4,4,1,5,0,84,6578,41,466,46,,61,4,6,3,116,88,,5,4,5,2,4,3
64WN02424,64,3,0945,8,81,174,9357,8,80,,5,5,65,125,1,1,02,1,79,10,03,08,08,048,10,3,3,1,5,0,84,6967,41,545,54,,61,4,5,3,152,109,,4,4,5,2,4,5
64WN02425,64,3,0946,8,81,174,9357,8,80,,5,5,65,125,4,1,02,1,90,11,04,07,07,046,14,4,5,2,5,0,84,6967,41,621,62,,61,4,1,3,150,124,,4,4,5,2,4,5
64WN02426,64,2,0948,8,81,185,9701,8,80,,3,5,64,124,1,1,03,2,75,09,03,07,08,042,9,4,4,1,3,0,84,6959,41,529,52,,61,4,9,,139,94,,5,4,3,3,4,3
64WN02427,64,2,0949,8,81,164,9570,8,80,,1,3,64,124,1,1,02,1,90,08,04,06,05,051,7,3,4,2,1,0,84,5890,41,621,62,,61,4,1,,147,130,,4,3,1,1,4,5
64WN02428,64,3,0950,8,81,144,9153,8,80,,5,6,64,124,1,1,01,2,79,10,07,09,08,029,3,1,2,2,5,0,84,7198,41,558,55,,61,4,8,3,124,98,,5,4,5,2,4,5
64WN02429,64,2,0951,8,81,144,9153,8,80,,5,6,64,124,1,1,01,1,72,10,04,08,09,045,10,3,3,1,5,0,84,7198,41,513,51,,61,4,3,,139,84,,4,4,5,2,4,5
64WN02430,64,3,0952,8,81,135,9516,8,80,,1,3,64,124,1,1,02,1,105,11,07,06,06,044,9,3,3,1,1,0,84,6663,41,724,72,,61,4,4,3,137,152,,4,3,1,1,4,5
64WN02431,64,2,0953,8,81,084,9149,8,80,,1,6,64,124,1,1,01,1,100,07,05,06,05,054,10,4,4,1,1,0,84,7710,41,706,70,,61,4,6,,161,125,,4,4,1,1,4,3
64WN02432,64,3,0954,8,81,115,9167,8,80,,1,6,64,124,1,1,01,1,84,11,04,07,07,051,16,3,4,2,1,0,84,8664,41,576,57,,61,4,6,3,135,126,,4,4,1,1,4,3
64WN02433,64,3,0955,8,81,754,9231,8,80,,2,6,64,124,3,1,01,2,84,09,04,09,09,043,24,2,3,2,2,0,84,7375,41,565,56,,61,4,5,3,147,140,,5,4,1,1,4,4
64WN02434,64,2,0956,8,62,254,9557,8,80,,1,3,64,124,1,1,02,2,107,10,04,06,04,051,1,3,3,1,1,0,84,5974,41,755,75,,,4,5,2,150,134,,5,3,1,1,4,3
64WN02435,64,2,0957,8,81,015,9004,8,80,,8,7,63,123,1,1,01,2,78,06,04,06,06,040,22,2,3,2,8,0,84,6995,41,559,55,,61,4,9,,151,93,,5,5,7,3,4,6
64WN02436,64,2,0958,8,81,015,9004,8,80,,7,7,64,124,1,1,01,2,88,08,03,06,05,048,26,4,5,2,7,0,84,6995,41,641,64,,61,4,1,,157,85,,5,5,7,3,4,6
64WN02437,64,3,0959,8,81,015,9004,8,80,,8,7,60,120,2,2,01,2,74,09,03,09,09,043,37,2,3,2,8,0,84,6995,41,555,55,,61,4,5,3,151,74,,5,5,7,3,4,6
64WN02438,64,3,0960,8,81,175,9718,8,80,,4,5,60,120,1,1,03,2,80,05,04,09,08,032,31,2,3,2,4,0,84,7260,41,589,58,,61,4,9,3,161,93,,5,4,3,3,4,4
64WN02439,64,3,0964,8,62,254,9254,8,80,,9,6,64,124,1,2,01,1,67,11,04,10,10,036,17,2,3,2,9,0,84,5974,41,469,46,,,4,9,3,129,88,,4,4,8,2,4,5
64WN02440,64,3,0965,8,62,254,9254,8,80,,9,6,64,124,1,1,01,2,88,10,04,08,07,034,14,2,3,2,9,0,84,5974,41,624,62,,,4,4,3,145,106,,5,4,8,2,4,5
64WN02441,64,3,0967,8,81,904,9234,8,80,,1,6,64,124,1,4,01,2,80,13,03,08,08,045,1,3,4,2,1,0,84,7077,41,550,55,,61,4,0,3,125,118,,5,4,1,1,4,6
64WN02442,64,3,0968,8,81,174,9267,8,80,,5,6,64,124,1,1,01,2,73,12,04,09,10,041,10,2,3,2,5,0,84,6967,41,500,50,,61,4,0,3,134,110,,5,4,5,2,4,4
64WN02443,64,3,0969,8,81,174,9267,8,80,,5,6,64,124,2,1,01,1,78,08,04,08,09,040,1,3,4,2,5,0,84,6967,41,546,54,,61,4,6,3,154,103,,4,4,5,2,4,4
64WN02444,64,2,0970,8,62,304,9632,8,80,,1,7,64,124,1,1,03,1,80,11,04,08,08,045,9,3,3,1,1,0,84,5274,41,547,54,,,4,7,2,127,122,,4,5,1,1,4,3
64WN02445,64,3,0971,8,81,154,9546,8,80,,5,3,64,124,1,1,02,1,81,08,03,09,08,036,8,2,2,1,5,0,84,7714,41,566,56,,61,4,6,3,155,108,,4,3,5,2,4,4
64WN02446,64,2,0972,8,81,154,9546,8,80,,5,3,64,124,1,1,02,2,82,11,07,07,07,043,18,2,2,1,5,0,84,7714,41,573,57,,61,4,3,,126,110,,5,3,5,2,4,4
64WN02447,64,2,0974,8,62,304,9586,8,80,,3,5,64,124,1,1,02,1,59,12,04,09,09,044,16,4,4,1,3,0,84,5274,41,416,41,,,4,6,,110,74,,4,4,3,3,4,5
64WN02448,64,3,0975,8,81,154,9694,8,80,,7,5,64,124,1,1,03,1,89,11,07,05,06,049,27,3,4,2,7,0,84,7714,41,627,62,,61,4,7,3,135,112,,4,4,7,3,4,6
64WN02449,64,3,0978,8,81,055,9012,8,80,,5,6,64,124,1,1,01,2,82,09,03,07,06,040,15,3,3,1,5,0,84,6974,41,568,56,,61,4,8,3,151,116,,5,4,5,2,4,6
64WN02450,64,2,0979,8,81,055,9012,8,80,,5,6,64,124,1,1,01,2,68,10,03,08,06,046,16,3,3,1,5,0,84,6974,41,469,46,,61,4,9,,134,98,,5,4,5,2,4,6
64WN02451,64,2,0982,8,81,204,9566,8,80,,1,4,64,124,1,1,02,1,93,09,03,06,07,061,1,4,5,2,1,0,84,2479,48,644,64,,61,4,2,,122,132,,4,4,1,1,4,3
64WN02452,64,3,0983,8,81,084,9174,8,80,,3,6,64,124,1,1,01,1,83,10,03,07,08,052,3,5,6,2,3,0,84,7710,41,579,57,,61,4,9,3,154,112,,4,4,3,3,4,6
64WN02453,64,2,0986,8,81,055,9758,8,80,,3,5,64,124,1,1,03,4,83,10,03,06,06,043,5,3,3,1,3,0,84,6974,41,618,61,,61,4,8,,138,64,,6,4,3,3,4,5
64WN02454,64,2,0987,8,81,035,9616,8,80,,5,6,64,124,1,1,03,2,77,08,03,06,06,049,2,4,5,2,5,0,84,7401,41,532,53,,61,4,2,,152,110,,5,4,5,2,4,4
64WN02455,64,3,0988,8,81,035,9616,8,80,,5,6,64,124,1,1,03,2,91,12,03,07,06,047,14,4,5,2,5,0,84,7401,41,648,64,,61,4,8,3,149,106,,5,4,5,2,4,4
64WN02456,64,2,0989,8,81,754,9410,8,80,,5,6,64,124,1,1,02,1,73,09,04,08,09,045,14,3,4,2,5,0,84,7375,41,485,48,,61,4,5,,145,128,,4,4,5,2,4,5
64WN02457,64,2,0990,8,81,754,9410,8,80,,5,6,64,124,1,1,02,2,79,08,03,07,08,052,4,4,4,1,5,0,84,7375,41,539,53,,61,4,9,,161,122,,5,4,5,2,4,5
64WN02458,64,2,0991,8,62,334,9731,8,80,,5,5,63,123,1,1,03,2,70,11,05,08,07,046,15,4,5,2,5,0,84,5954,41,498,49,,,4,8,2,124,88,,5,4,5,2,4,5
64WN02459,64,2,0992,8,62,334,9731,8,80,,5,5,63,123,1,1,03,4,68,13,03,08,09,044,8,4,4,1,5,0,84,5954,41,490,49,,,4,0,2,123,77,,6,4,5,2,4,5
64WN02460,64,3,0993,8,81,024,9534,8,80,,5,4,63,123,1,1,02,1,82,11,03,08,08,044,10,3,3,1,5,0,84,7436,41,577,57,,61,4,7,3,148,110,,4,4,5,2,4,5
64WN02461,64,2,0994,8,81,024,9534,8,80,,5,4,63,123,1,1,02,2,76,13,04,08,08,045,2,2,3,2,5,0,84,7436,41,536,53,,61,4,6,,125,101,,5,4,5,2,4,5
64WN02462,64,3,0995,8,81,185,9046,8,80,,5,6,63,123,1,1,01,2,68,13,04,08,08,040,8,2,3,2,5,0,84,6959,41,470,47,,61,4,0,3,118,102,,5,4,5,2,4,4
64WN02463,64,3,0996,8,81,185,9046,8,80,,5,6,63,123,1,1,01,4,79,14,04,08,08,039,7,2,3,2,5,0,84,6959,41,559,55,,61,4,9,3,123,102,,6,4,5,2,4,4
64WN02464,64,2,0997,8,81,094,9645,8,80,,1,5,63,123,1,1,03,2,93,08,03,06,05,054,19,5,6,2,1,0,84,6058,41,665,66,,61,4,5,,157,112,,5,4,1,1,4,3
64WN02465,64,3,0998,8,81,754,9595,8,80,,5,4,63,123,1,1,02,2,75,08,03,08,09,049,15,4,4,1,5,0,84,7375,41,528,52,,61,4,8,3,164,100,,5,4,5,2,4,6
64WN02466,64,3,0999,8,81,754,9595,8,80,,5,4,63,123,1,1,02,1,64,08,03,09,11,036,12,3,3,1,5,0,84,7375,41,446,44,,61,4,6,3,149,92,,4,4,5,2,4,6
64WN02467,64,2,1000,8,81,124,9665,8,80,,5,5,63,123,1,1,03,1,75,08,03,07,08,043,4,3,4,2,5,0,84,7562,41,525,52,,61,4,5,,152,104,,4,4,5,2,4,4
64WN02468,64,3,1001,8,81,124,9665,8,80,,5,5,63,123,1,2,03,1,75,07,03,08,09,045,4,3,4,2,5,0,84,7562,41,532,53,,61,4,2,3,164,96,,4,4,5,2,4,4
64WN02469,64,2,1002,8,62,254,9385,8,80,,5,6,63,123,1,1,02,2,79,08,03,08,07,046,25,4,4,1,5,0,84,5974,41,554,55,,,4,4,2,158,109,,5,4,5,2,4,6
64WN02470,64,2,1003,8,62,254,9385,8,80,,5,6,63,123,1,1,02,2,78,08,03,09,07,039,16,2,3,2,5,0,84,5974,41,540,54,,,4,0,2,152,116,,5,4,5,2,4,6
64WN02471,64,2,1004,8,81,055,9429,8,80,,5,5,63,123,1,1,02,2,75,08,03,07,07,048,14,4,5,2,5,0,84,6974,41,525,52,,61,4,5,,154,104,,5,4,5,2,4,4
64WN02472,64,2,1005,8,81,055,9429,8,80,,5,5,63,123,1,1,02,4,74,09,04,06,06,049,3,4,4,1,5,0,84,6974,41,518,51,,61,4,8,,141,103,,6,4,5,2,4,4
64WN02473,64,3,1006,8,62,334,9403,8,80,,1,6,63,123,1,1,02,2,71,11,05,09,08,040,16,3,4,2,1,0,84,5954,41,474,47,,,4,4,3,117,127,,5,4,1,1,4,6
64WN02474,64,2,1007,8,81,105,9169,8,80,,3,6,63,123,1,1,01,2,96,08,04,08,07,050,17,3,3,1,3,0,84,6908,41,689,68,,61,4,9,,166,112,,5,4,3,3,4,5
64WN02475,64,2,1009,8,81,154,9151,8,80,,1,6,63,123,1,1,01,1,87,08,03,06,06,051,4,4,4,1,1,0,84,7714,41,614,61,,61,4,4,,151,115,,4,4,1,1,4,3
64WN02476,64,2,1010,8,81,164,9714,8,80,,5,5,63,123,1,1,03,1,60,08,03,08,09,047,2,4,5,2,5,0,84,5890,41,411,41,,61,4,1,,142,95,,4,4,5,2,4,5
64WN02477,64,2,1011,8,81,164,9714,8,80,,5,5,63,123,1,1,03,1,75,07,03,08,06,046,1,4,4,1,5,0,84,5890,41,533,53,,61,4,3,,153,94,,4,4,5,2,4,5
64WN02478,64,3,1012,8,81,165,9321,8,80,,1,6,63,123,1,1,02,1,91,09,05,07,07,040,8,3,3,1,1,0,84,7597,41,624,62,,61,4,4,3,143,143,,4,4,1,1,4,6
64WN02479,64,2,1013,8,81,204,9047,8,80,,1,6,63,123,1,1,01,2,95,10,05,07,05,044,18,3,3,1,1,0,84,2479,48,655,65,,61,4,5,7,136,144,,5,4,1,1,4,4
64WN02480,64,3,1014,8,81,184,9045,8,80,,5,6,63,123,1,2,01,2,65,13,04,09,09,043,9,4,5,2,5,0,84,7220,41,444,44,,61,4,4,3,118,104,,5,4,5,2,4,3
64WN02481,64,2,1015,8,81,184,9045,8,80,,5,6,63,123,1,1,01,1,74,09,05,09,07,047,24,2,3,2,5,0,84,7220,41,514,51,,61,4,4,,139,108,,4,4,5,2,4,3
64WN02482,64,2,1016,8,81,404,9404,8,80,,5,6,63,123,1,1,02,2,75,12,03,08,08,042,1,4,5,2,5,0,84,0010,94,517,51,,61,4,7,,130,114,,5,4,5,2,4,3
64WN02483,64,2,1017,8,81,404,9404,8,80,,5,6,63,123,1,1,02,2,88,08,03,07,06,047,5,4,4,1,5,0,84,0010,94,616,61,,61,4,6,,161,122,,5,4,5,2,4,3
64WN02484,64,3,1018,8,62,324,9402,8,80,,1,6,63,123,1,1,02,1,102,09,04,08,06,052,4,4,5,2,1,0,84,7317,41,720,72,,,4,0,3,161,134,,4,4,1,1,4,3
64WN02485,64,3,1019,8,81,104,9545,8,80,,1,4,63,123,1,1,02,2,90,12,07,08,06,039,17,2,3,2,1,0,84,7005,41,634,63,,61,4,4,3,116,120,,5,4,1,1,4,5
64WN02486,64,3,1020,8,81,145,9036,8,80,,1,6,63,123,1,1,01,1,103,09,05,06,05,056,4,4,4,1,1,0,84,6411,41,737,73,,61,4,7,3,161,124,,4,4,1,1,4,6
64WN02487,64,3,1021,8,62,284,9391,8,80,,5,6,63,123,1,1,02,2,91,08,05,07,07,045,10,3,4,2,5,0,84,5987,41,623,62,,,4,3,3,163,144,,5,4,5,2,4,4
64WN02488,64,3,1022,8,62,284,9391,8,80,,5,6,63,123,1,1,02,4,76,09,08,09,09,027,15,2,3,2,5,0,84,5987,41,527,52,,,4,7,3,125,112,,6,4,5,2,4,4
64WN02489,64,3,1023,8,81,414,9406,8,80,,1,6,63,123,1,1,02,1,86,10,04,07,07,034,17,2,3,2,1,0,84,0009,94,605,60,,61,4,5,3,132,116,,4,4,1,1,4,4
64WN02490,64,3,1024,8,81,114,9333,8,80,,5,6,63,123,1,1,02,1,73,08,04,08,09,039,4,2,2,1,5,0,84,6599,41,508,50,,61,4,8,3,151,105,,4,4,5,2,4,6
64WN02491,64,2,1025,8,81,114,9333,8,80,,5,6,63,123,1,3,02,2,74,08,03,09,09,045,9,3,3,1,5,0,84,6599,41,524,52,,61,4,4,,157,95,,5,4,5,2,4,6
64WN02492,64,3,1026,8,81,134,9157,8,80,,3,6,63,123,1,1,01,1,81,09,05,08,08,053,16,3,3,1,3,0,84,7638,41,563,56,,61,4,3,3,152,117,,4,4,3,3,4,6
64WN02493,64,2,1027,8,81,075,9438,8,80,,5,6,62,122,1,1,02,3,59,09,03,09,10,039,9,2,2,1,5,0,84,7653,41,401,40,,61,4,1,,136,101,,3,4,5,2,4,6
64WN02494,64,3,1028,8,81,075,9438,8,80,,5,6,62,122,1,1,02,3,79,09,06,08,07,033,1,2,2,1,5,0,84,7653,41,570,57,,61,4,0,3,135,95,,3,4,5,2,4,6
64WN02495,64,3,1030,8,81,045,9010,8,80,,3,6,62,122,1,1,01,2,79,08,05,09,08,028,27,2,3,2,3,0,84,7453,41,552,55,,61,4,2,3,137,116,,5,4,3,3,4,5
64WN02496,64,3,1031,8,81,744,9467,8,80,,5,5,62,122,1,5,02,2,75,08,04,09,10,038,14,3,3,1,5,0,84,7031,41,536,53,,61,4,6,3,154,96,,5,4,5,2,4,4
64WN02497,64,3,1032,8,81,744,9467,8,80,,5,5,62,122,1,1,02,1,79,08,07,08,08,040,16,2,3,2,5,0,84,7031,41,557,55,,61,4,7,3,144,110,,4,4,5,2,4,4
64WN02498,64,3,1033,8,81,034,9305,8,80,,5,6,62,122,1,1,02,2,81,10,03,09,09,044,12,2,3,2,5,0,84,6560,41,561,56,,61,4,1,3,157,126,,5,4,5,2,4,6
64WN02499,64,2,1034,8,81,034,9305,8,80,,5,6,62,122,1,1,02,3,81,10,03,07,07,048,16,3,3,1,5,0,84,6560,41,567,56,,61,4,7,,151,118,,3,4,5,2,4,6
64WN02500,64,2,1035,8,81,145,9681,8,80,,1,5,62,122,1,1,03,2,91,06,04,06,05,044,25,2,3,2,1,0,84,6411,41,652,65,,61,4,2,,156,115,,5,4,1,1,4,5
64WN02501,64,2,1036,8,81,184,9142,8,80,,5,6,62,122,1,1,01,2,84,08,04,08,06,053,25,5,6,2,5,0,84,7220,41,595,59,,61,4,5,,161,114,,5,4,5,2,4,4
64WN02502,64,2,1037,8,81,184,9142,8,80,,5,6,62,122,1,1,01,1,65,13,03,08,09,043,4,4,4,1,5,0,84,7220,41,459,45,,61,4,9,,120,90,,4,4,5,2,4,4
64WN02503,64,2,1038,8,81,214,9051,8,80,,5,6,62,122,1,1,01,1,71,08,03,08,06,055,16,3,4,2,5,0,84,2477,48,501,50,,61,4,1,,152,99,,4,4,5,2,4,4
64WN02504,64,3,1039,8,81,214,9051,8,80,,5,6,62,122,1,1,01,2,74,13,03,08,08,043,1,2,3,2,5,0,84,2477,48,526,52,,61,4,6,3,129,98,,5,4,5,2,4,4
64WN02505,64,3,1040,8,81,014,9739,8,80,,1,5,62,122,1,1,03,2,103,08,04,06,06,049,8,4,4,1,1,0,84,6937,41,732,73,,61,4,2,3,165,137,,5,4,1,1,4,3
64WN02506,64,3,1041,8,81,214,9356,8,80,,1,5,62,122,1,1,02,2,99,08,05,06,05,051,27,4,5,2,1,0,84,2477,48,692,69,,61,4,2,3,159,146,,5,4,1,1,4,5
64WN02507,64,2,1042,8,62,284,9762,8,80,,5,5,62,122,1,1,03,2,77,08,03,07,08,048,25,3,3,1,5,0,84,5987,41,538,53,,,4,8,2,159,114,,5,4,5,2,4,5
64WN02508,64,2,1043,8,62,284,9762,8,80,,5,5,62,122,1,1,03,1,64,08,04,09,09,040,24,2,3,2,5,0,84,5987,41,444,44,,,4,4,2,139,98,,4,4,5,2,4,5
64WN02509,64,3,1044,8,81,024,9008,8,80,,5,7,62,122,1,1,01,2,63,14,04,09,09,038,12,2,2,1,5,0,84,7436,41,423,42,,61,4,3,3,108,114,,5,5,5,2,4,3
64WN02510,64,2,1045,8,81,024,9008,8,80,,5,7,62,122,1,1,01,2,74,11,04,09,08,045,1,4,4,1,5,0,84,7436,41,505,50,,61,4,5,,133,124,,5,5,5,2,4,3
64WN02511,64,2,1046,8,81,904,9593,8,80,,1,4,62,122,1,1,02,2,75,08,04,08,06,047,15,3,3,1,1,0,84,7077,41,552,55,,61,4,2,,136,76,,5,4,1,1,4,6
64WN02512,64,3,1047,8,81,054,9531,8,80,,1,4,62,122,1,2,02,1,95,09,05,06,06,046,5,3,4,2,1,0,84,7724,41,679,67,,61,4,9,3,146,122,,4,4,1,1,4,3
64WN02513,64,3,1048,8,81,184,9265,8,80,,1,6,62,122,2,1,01,1,91,14,05,07,06,046,25,2,3,2,1,0,84,7220,41,638,63,,61,4,8,3,120,132,,4,4,1,1,4,4
64WN02514,64,3,1049,8,81,155,9314,8,80,,5,6,62,122,1,1,02,1,88,09,04,07,06,043,12,4,4,1,5,0,84,6510,41,630,63,,61,4,0,3,154,112,,4,4,5,2,4,5
64WN02515,64,2,1050,8,81,155,9314,8,80,,5,6,62,122,1,1,02,1,78,08,05,07,08,042,17,2,3,2,5,0,84,6510,41,543,54,,61,4,3,,148,118,,4,4,5,2,4,5
64WN02516,64,2,1051,8,81,135,9159,8,80,,1,6,62,122,1,1,01,3,92,08,06,07,06,050,7,3,4,2,1,0,84,6663,41,652,65,,61,4,2,,147,124,,3,4,1,1,4,6
64WN02517,64,2,1052,8,62,254,9058,8,80,,3,6,61,121,1,1,01,5,82,11,08,08,07,032,26,2,2,1,3,0,84,5974,41,602,60,,,4,2,3,112,91,,2,4,3,3,4,5
64WN02518,64,3,1054,8,62,314,9726,8,80,,1,5,61,121,1,1,03,1,99,09,09,06,07,041,7,2,3,2,1,0,84,6487,41,702,70,,,4,2,3,137,141,,4,4,1,1,4,4
64WN02519,64,3,1055,8,62,284,9062,8,80,,5,6,61,121,1,4,01,1,59,12,03,09,11,041,5,4,4,1,5,0,84,5987,41,405,40,,,4,5,3,125,100,,4,4,5,2,4,3
64WN02520,64,3,1056,8,62,284,9062,8,80,,5,6,61,121,1,1,01,1,86,09,04,09,07,042,11,3,3,1,5,0,84,5987,41,630,63,,,4,0,3,154,98,,4,4,5,2,4,3
64WN02521,64,3,1057,8,81,155,9038,8,80,,3,6,61,121,1,1,01,2,95,08,05,05,06,047,8,2,3,2,3,0,84,6510,41,694,69,,61,4,4,3,159,110,,5,4,3,3,4,3
64WN02522,64,3,1058,8,81,155,9038,8,80,,4,6,60,120,1,1,01,2,88,07,05,06,06,042,13,3,3,1,4,0,84,6510,41,648,64,,61,4,8,3,154,102,,5,4,3,3,4,3
64WN02523,64,2,1059,8,81,414,9450,8,80,,5,5,61,121,1,1,02,1,77,10,04,06,09,046,11,4,4,1,5,0,84,0009,94,554,55,,61,4,4,,146,100,,4,4,5,2,4,4
64WN02524,64,2,1060,8,81,414,9450,8,80,,5,5,61,121,1,1,02,2,75,10,03,07,08,048,15,4,5,2,5,0,84,0009,94,544,54,,61,4,4,,147,92,,5,4,5,2,4,4
64WN02525,64,3,1061,8,81,055,9312,8,80,,5,5,61,121,1,1,02,1,87,12,04,07,06,045,25,2,3,2,5,0,84,6974,41,620,62,,61,4,0,3,142,120,,4,4,5,2,4,4
64WN02526,64,2,1062,8,81,055,9312,8,80,,5,5,61,121,1,1,02,2,68,09,04,08,06,037,6,2,3,2,5,0,84,6974,41,474,47,,61,4,4,,128,106,,5,4,5,2,4,4
64WN02527,64,3,1063,8,81,104,9592,8,80,,1,4,61,121,1,1,02,2,80,11,04,09,08,045,26,3,3,1,1,0,84,7005,41,555,55,,61,4,5,3,132,128,,5,4,1,1,4,3
