UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
99WN01027, 99640820,99,K0820,64,2,68,06,03-,9,3,1,5.0,5,4,1,100,221,121,13,12.0,80,99,0.719,98,1,1,,,7,.,GXE,e11,4TEATS,K9689,63,K7482,63,61,1,,0,7,2,109,1.66,128.5,1,115,0,,0,0,0,,,
99WN01028, 99640822,99,K0822,64,2,00,05,e10,8,2,1,1.0,1,1,1,100,221,121,5,7.8,53,68,0.498,68,1,1,,,0,H,,,"DEAD,BLIND",K9738,63,K0325,64,00,6,06,234,3,2,0,1.73,122.2,6,0,0,,1,1,2,CC,,
99WN01029, 99640824,99,K0824,64,1,00,05,52,8,2,2,3.0,3,3,1,100,221,121,2,12.5,72,99,0.715,98,1,1,,,0,H,,,,K9286,63,K8623,63,00,1,,0,5,5,0,1.53,129.2,1,105,0,,1,1,2,CC,,
99WN01030, 99640825,99,K0825,64,1,00,05,52,8,2,2,3.0,3,3,1,100,221,121,8,12.9,67,97,0.695,96,1,1,,,0,H,,,,K9286,63,K8623,63,00,1,,0,5,5,0,1.53,129.2,1,106,0,,2,1,3,CC,,
99WN01031, 99640826,99,K0826,64,1,68,06,02-,8,2,2,4.0,4,4,1,101,221,120,1,10.6,58,76,0.545,76,1,1,,,7,.,GXE,,,J0131,00,K8234,63,62,3,93,250,5,5,86,1.52,118.0,3,90,0,,0,0,0,,,
99WN01032, 99640827,99,K0827,64,2,68,06,02-,8,2,2,4.0,4,4,1,101,221,120,10,12.2,51,75,0.523,75,1,1,,,7,.,GXE, 34,4TEATS,J0131,00,K8234,63,62,2,92,266,5,5,92,1.52,118.0,2,92,93,,0,0,0,,,
99WN01033, 99640828,99,K0828,64,2,68,06,02-,8,2,2,3.0,3,3,1,101,221,120,7,10.3,65,88,0.648,88,1,1,,,7,.,GXE,e10,4TEATS,J0131,00,K9107,63,62,1,,0,5,5,107,1.96,135.8,1,101,0,,0,0,0,,,
99WN01034, 99640829,99,K0829,64,2,68,06,02-,8,2,2,3.0,3,3,1,101,221,120,21,11.7,63,84,0.603,84,1,1,,,7,.,GXE,e10,,J0131,00,K9107,63,62,1,,0,5,5,104,1.96,135.8,1,91,0,,0,0,0,,,
99WN01035, 99640831,99,K0831,64,2,00,05,52,8,2,1,2.0,2,2,1,101,221,120,17,9.8,62,86,0.635,86,1,1,,,0,H,,e11,,K9286,63,K9919,63,00,1,,0,3,2,0,1.77,120.9,1,100,0,,2,1,3,CC,,
99WN01036, 99640832,99,K0832,64,1,68,06,05-,8,2,2,4.0,4,4,1,101,221,120,7,13.2,60,80,0.557,80,1,1,,,7,.,GXE,,,K9464,63,K8426,63,60,3,93,250,5,5,91,1.64,129.1,3,89,0,,0,0,0,,,
99WN01037, 99640833,99,K0833,64,1,68,06,05-,8,2,2,4.0,4,4,1,101,221,120,13,12.2,70,96,0.698,96,1,1,,,7,.,GXE,,,K9464,63,K8426,63,60,3,93,250,5,5,103,1.64,129.1,3,102,0,,0,0,0,,,
99WN01038, 99640835,99,K0835,64,2,68,06,05-,5,1,1,2.0,2,2,1,101,221,120,17,14.3,71,92,0.648,92,1,1,,,7,.,GXE,,"BLK.LEG,4TEAT",K9464,63,K9847,63,68,Z,93,260,1,1,96,1.44,105.0,Z,110,0,,0,0,0,,,
99WN01039, 99640836,99,K0836,64,1,00,05,53,5,1,1,6.0,6,4,1,101,221,120,4,11.7,81,109,0.811,109,1,1,,,0,H,,,,K9643,63,S3558,10,00,3,93,250,1,1,0,1.83,152.0,3,114,0,,3,2,5,C?,,
99WN01040, 99640837,99,K0837,64,2,00,05,e10,5,1,1,1.0,1,1,1,101,221,120,15,11.4,68,92,0.672,92,1,1,,,0,H,,e11,4TEATS,K9738,63,K0395,64,00,1,,0,1,1,0,1.63,127.0,1,106,0,,2,1,3,CC,,
99WN01041, 99640838,99,K0838,64,1,68,06,01-,7,2,2,5.0,5,4,1,101,221,120,14,11.3,54,71,0.498,71,1,1,,,7,.,GXE,,,J0093,00,K7673,63,62,3,93,250,5,5,81,1.66,112.6,3,79,0,,0,0,0,,,
99WN01042, 99640839,99,K0839,64,2,68,06,01-,8,2,2,2.0,2,2,1,101,221,120,1,11.8,47,69,0.477,69,1,1,,,7,.,GXE, 35,,J0093,00,K9590,63,68,2,92,266,5,5,99,1.77,144.3,2,83,87,,0,0,0,,,
99WN01043, 99640840,99,K0840,64,3,68,06,01-,8,2,2,2.0,2,2,1,101,221,120,1,13.8,73,103,0.743,103,1,1,,,7,.,GXE,,T,J0093,00,K9590,63,68,T,99,365,5,5,122,1.77,144.3,T,,0,,0,0,0,,,
99WN01044, 99640841,99,K0841,64,2,68,06,06-,8,2,2,7.0,7,5,1,101,221,120,21,11.7,63,75,0.528,75,1,1,,,7,.,GXE, 34,,K9884,63,K6598,63,62,2,92,266,5,4,90,1.54,112.7,2,91,95,,0,0,0,,,
99WN01045, 99640842,99,K0842,64,2,68,06,06-,8,2,2,7.0,7,5,1,101,221,120,23,9.4,54,70,0.505,70,1,1,,,7,.,GXE,,,K9884,63,K6598,63,62,3,93,270,5,6,87,1.54,112.7,3,92,0,,0,0,0,,,
99WN01046, 99640844,99,K0844,64,2,68,06,03-,8,2,1,7.0,7,5,1,101,221,120,5,10.8,70,95,0.702,95,1,1,,,7,.,GXE,e11,4TEATS,K9689,63,K6354,63,61,1,,0,3,2,107,1.72,127.9,1,105,0,,0,0,0,,,
99WN01047, 99640846,99,K0846,64,1,00,05,54,8,2,2,3.0,3,3,1,101,221,120,6,13.1,64,90,0.641,90,1,1,,,0,H,,,,K9992,63,K9032,63,00,1,,0,5,5,0,1.39,108.7,1,97,0,,2,1,3,CC,,
99WN01048, 99640847,99,K0847,64,2,00,05,54,8,2,2,3.0,3,3,1,101,221,120,6,13.4,64,91,0.647,91,1,1,,,0,H,,e10,"ENTR,4TEATS",K9992,63,K9032,63,00,1,,0,5,5,0,1.39,108.7,1,101,0,,2,1,3,CC,,
99WN01049, 99640848,99,K0848,64,2,68,06,04-,8,2,2,7.0,7,5,1,101,221,120,13,11.0,60,86,0.625,86,1,1,,,7,.,GXE,e11,,K9660,63,K6128,63,61,1,,0,5,5,113,1.9,154.4,1,100,0,,0,0,0,,,
99WN01050, 99640849,99,K0849,64,1,68,06,04-,8,2,2,7.0,7,5,1,101,221,120,5,12.7,78,104,0.761,104,1,1,,,7,.,GXE,,HAIRY,K9660,63,K6128,63,61,1,,0,5,5,115,1.9,154.4,1,115,0,,0,0,0,,,
99WN01051, 99640851,99,K0851,64,2,68,06,06-,8,2,2,7.0,7,5,B,101,229,128,3,14.2,0,118,0.811,112,1,1,,,7,.,GXE,,ENTR*2,K9884,63,K6013,63,61,Z,93,260,5,5,116,1.63,125.6,Z,123,0,,0,0,0,,,
99WN01052, 99640852,99,K0852,64,2,68,06,06-,5,1,1,2.0,2,2,1,101,221,120,11,13.8,81,103,0.743,103,1,1,,,7,.,GXE,e11,,K9884,63,K9773,63,68,1,,0,1,1,104,1.44,107.5,1,107,0,,0,0,0,,,
99WN01053, 99640853,99,K0853,64,2,68,06,04-,8,2,2,2.0,2,2,1,102,221,119,12,15.2,67,92,0.645,93,1,1,,,7,.,GXE,e11,ENTR,K9660,63,K9615,63,68,1,,0,5,4,105,1.6,125.5,1,105,0,,0,0,0,,,
99WN01054, 99640854,99,K0854,64,2,68,06,04-,8,2,2,2.0,2,2,1,102,221,119,3,12.0,62,87,0.63,88,1,1,,,7,.,GXE,,BLK.LF.LEG,K9660,63,K9615,63,68,Z,93,260,5,6,102,1.6,125.5,Z,103,0,,0,0,0,,,
99WN01055, 99640855,99,K0855,64,1,00,05,51,8,2,2,2.0,2,2,1,102,221,119,13,12.1,62,82,0.587,83,1,1,,,0,H,,,,K8762,63,K9300,63,00,3,93,250,5,5,0,1.6,120.5,3,86,0,,3,2,5,C?,,
99WN01056, 99640856,99,K0856,64,2,00,05,51,8,2,2,2.0,2,2,1,102,221,119,2,11.8,55,75,0.531,76,1,1,,,0,H,,,4TEATS,K8762,63,K9300,63,00,7,97,251,5,5,0,1.6,120.5,7,,0,,2,2,4,CC,,
99WN01057, 99640857,99,K0857,64,2,00,05,52,5,1,1,3.0,3,3,1,102,221,119,21,14.5,82,101,0.727,102,1,1,,,0,H,,,CLPG2 or 4 ??,K9286,63,K8686,63,00,3,93,270,1,1,0,1.39,112.5,3,113,0,,4,4,8,CN,,
99WN01058, 99640858,99,K0858,64,2,00,05,51,8,2,2,6.0,6,4,1,102,221,119,3,12.0,59,85,0.613,86,1,1,,,0,H,,e11,4TEATS,K8762,63,S3941,10,00,1,,0,5,5,0,1.67,128.3,1,91,0,,2,2,4,CC,,
99WN01059, 99640859,99,K0859,64,1,00,05,51,8,2,2,6.0,6,4,1,102,221,119,1,10.7,49,59,0.406,59,1,1,,,0,H,,,,K8762,63,S3941,10,00,3,93,250,5,5,0,1.67,128.3,3,61,0,,4,2,6,C?,,
99WN01060, 99640860,99,K0860,64,1,00,05,54,8,2,2,3.0,3,3,1,102,221,119,9,11.9,61,84,0.606,85,1,1,,,0,H,,,,K9992,63,K8654,63,00,3,93,250,5,5,0,1.68,131.7,3,91,0,,2,2,4,CC,,
99WN01061, 99640861,99,K0861,64,2,00,05,54,8,2,2,3.0,3,3,1,102,221,119,1,11.2,58,79,0.57,80,1,1,,,0,H,,,ENTR,K9992,63,K8654,63,00,P,99,365,5,5,0,1.68,131.7,P,93,0,,3,4,7,CN,,
99WN01062, 99640862,99,K0862,64,1,68,06,05-,5,1,2,3.0,3,3,1,102,221,119,2,12.2,47,68,0.469,68,1,1,,4,7,.,GXE,,F4,K9464,63,K8721,63,62,3,93,250,3,5,78,1.39,113.2,3,70,0,,0,0,0,,,
99WN01063, 99640863,99,K0863,64,2,68,06,02-,8,2,2,2.0,2,2,1,102,221,119,15,13.5,61,81,0.567,82,1,1,,,7,.,GXE, 33,,J0131,00,K9285,63,68,2,92,266,5,5,99,1.6,126.0,2,98,100,,0,0,0,,,
99WN01064, 99640864,99,K0864,64,1,68,06,02-,8,2,2,2.0,2,2,1,102,221,119,12,14.0,74,100,0.723,101,1,1,,,7,.,GXE,,4TEATS,J0131,00,K9285,63,68,1,,0,5,5,106,1.6,126.0,1,111,0,,0,0,0,,,
99WN01065, 99640865,99,K0865,64,1,68,06,06-,9,3,2,5.0,5,4,1,102,221,119,6,11.2,60,87,0.637,88,1,1,,,7,.,GXE,,,K9884,63,K7563,63,60,3,93,250,8,5,99,1.77,138.1,3,90,0,,0,0,0,,,
99WN01066, 99640866,99,K0866,64,1,68,06,06-,9,3,2,5.0,5,4,1,102,221,119,12,10.6,74,96,0.718,97,1,1,,,7,.,GXE,,,K9884,63,K7563,63,60,1,,0,8,5,106,1.77,138.1,1,111,0,,0,0,0,,,
99WN01067, 99640868,99,K0868,64,1,00,05,52,8,2,2,3.0,3,3,1,102,221,119,1,12.8,50,65,0.439,65,1,1,,,0,H,,,,K9286,63,K8776,63,00,3,93,250,5,5,0,1.53,108.1,3,74,0,,1,2,3,CC,,
99WN01068, 99640869,99,K0869,64,1,00,05,52,8,2,2,3.0,3,3,1,102,221,119,6,12.2,49,70,0.486,70,1,1,,,0,H,,,,K9286,63,K8776,63,00,3,93,250,5,5,0,1.53,108.1,3,78,0,,2,2,4,CC,,
99WN01069, 99640870,99,K0870,64,2,68,06,05-,8,2,2,5.0,5,4,1,102,221,119,18,12.5,67,87,0.626,88,1,1,,,7,.,GXE,e11,4TEATS,K9464,63,K7348,63,60,1,,0,5,5,108,1.77,138.0,1,98,0,,0,0,0,,,
99WN01070, 99640871,99,K0871,64,2,68,06,05-,8,2,2,5.0,5,4,1,102,221,119,4,12.5,66,94,0.685,95,1,1,,,7,.,GXE,e11,,K9464,63,K7348,63,60,1,,0,5,5,112,1.77,138.0,1,103,0,,0,0,0,,,
99WN01071, 99640872,99,K0872,64,2,68,06,02-,8,2,2,2.0,2,2,1,102,221,119,7,9.5,49,69,0.5,70,1,1,,,7,.,GXE, 35,4TEATS,J0131,00,K9575,63,68,2,92,266,5,6,100,1.77,143.6,2,81,88,,0,0,0,,,
99WN01072, 99640873,99,K0873,64,1,68,06,02-,8,2,2,2.0,2,2,1,102,221,119,7,12.2,68,88,0.637,89,1,1,,,7,.,GXE,,4TEATS,J0131,00,K9575,63,68,1,,0,5,4,102,1.77,143.6,1,96,0,,0,0,0,,,
99WN01073, 99640874,99,K0874,64,2,68,06,03-,8,2,2,2.0,2,2,1,102,221,119,17,8.3,40,51,0.359,51,1,1,,,7,.,GXE,,DEAD 7/27,K9689,63,K9769,63,68,6,11,208,5,6,77,1.6,114.7,6,,0,,0,0,0,,,
99WN01074, 99640875,99,K0875,64,1,68,06,03-,8,2,2,2.0,2,2,1,102,221,119,22,10.5,57,82,0.601,83,1,1,,,7,.,GXE,,,K9689,63,K9769,63,68,3,93,250,5,4,90,1.6,114.7,3,89,0,,0,0,0,,,
99WN01075, 99640876,99,K0876,64,3,00,33,02,8,2,2,4.0,4,4,1,102,221,119,20,12.6,63,83,0.592,84,1,1,,,1,.,BLK,,,A3079,04,K8269,63,00,3,93,270,5,5,0,1.5,109.0,3,103,0,,0,0,0,,,
99WN01076, 99640877,99,K0877,64,2,00,33,02,8,2,2,4.0,4,4,1,102,221,119,10,11.2,58,80,0.578,81,1,1,,,1,.,BLK,,BLK dam,A3079,04,K8269,63,00,Z,93,260,5,5,0,1.5,109.0,Z,90,0,,0,0,0,,,
99WN01077, 99640878,99,K0878,64,2,00,05,e10,5,1,1,1.0,1,1,1,102,221,119,8,10.3,63,86,0.636,87,1,1,,,0,H,,e11,,K9738,63,K0017,64,00,1,,0,1,1,0,1.63,126.0,1,95,0,,2,1,3,CC,,
99WN01078, 99640881,99,K0881,64,2,68,06,03-,5,1,2,5.0,5,4,1,103,221,118,21,11.7,66,85,0.621,86,1,1,,,7,.,GXE,,DEAD 7/18,K9689,63,K7219,63,61,6,11,199,3,4,107,1.55,139.4,6,,0,,0,0,0,,,
99WN01079, 99640883,99,K0883,64,2,68,06,05-,8,2,1,5.0,5,4,1,103,221,118,23,11.4,75,98,0.734,99,1,1,,,7,.,GXE,,,K9464,63,K7131,63,60,7,97,251,3,2,114,1.66,137.5,7,,0,,0,0,0,,,
99WN01080, 99640884,99,K0884,64,1,00,05,54,8,2,2,6.0,6,4,1,103,221,118,8,13.5,71,93,0.674,94,1,1,,,0,H,,,,K9992,63,S3907,10,00,3,93,250,5,4,0,1.5,136.7,3,100,0,,2,2,4,CC,,
99WN01081, 99640885,99,K0885,64,2,00,05,54,8,2,2,6.0,6,4,1,103,221,118,23,10.7,59,73,0.528,74,1,1,,,0,H,,,CLPG1,K9992,63,S3907,10,00,P,99,365,5,6,0,1.5,136.7,P,88,0,,2,1,3,CC,,
99WN01082, 99640887,99,K0887,64,1,68,06,06-,8,2,2,3.0,3,3,1,103,221,118,20,10.1,52,75,0.55,76,2,1,,,7,.,GXE,,SMOKY,K9884,63,K8549,63,62,3,93,250,5,5,86,1.53,121.1,3,84,0,,0,0,0,,,
99WN01083, 99640888,99,K0888,64,1,68,06,06-,8,2,2,3.0,3,3,1,103,221,118,5,11.4,62,84,0.615,85,1,1,,,7,.,GXE,,,K9884,63,K8549,63,62,3,93,250,5,5,93,1.53,121.1,3,94,0,,0,0,0,,,
99WN01084, 99640889,99,K0889,64,2,68,06,01-,8,2,2,7.0,7,5,1,103,221,118,7,13.8,60,75,0.519,76,1,1,,,7,.,GXE,,DEAD 8/6,J0093,00,K5884,63,62,6,04,218,5,5,98,1.54,132.1,6,,0,,0,0,0,,,
99WN01085, 99640890,99,K0890,64,2,68,06,01-,8,2,2,7.0,7,5,1,103,221,118,7,13.6,63,83,0.588,84,1,1,,,7,.,GXE,e10,,J0093,00,K5884,63,62,1,,0,5,5,103,1.54,132.1,1,104,0,,0,0,0,,,
99WN01086, 99640891,99,K0891,64,2,68,06,e.7,5,1,1,1.0,1,1,1,103,221,118,7,10.4,62,85,0.632,86,1,1,,,7,.,GXE, 31,,K9765,63,K0406,64,60,2,92,266,1,1,101,1.63,125.8,2,101,106,,0,0,0,,,
99WN01087, 99640893,99,K0893,64,1,00,05,51,8,2,2,3.0,3,3,H,103,229,126,1,11.7,0,66,0.431,63,1,1,,,0,H,,,,K8762,63,K8972,63,00,3,93,250,5,5,0,1.68,113.6,3,67,0,,1,1,2,CC,,
99WN01088, 99640894,99,K0894,64,2,00,05,51,8,2,2,3.0,3,3,H,103,229,126,1,11.4,0,84,0.576,81,1,1,,,0,H,,e11,,K8762,63,K8972,63,00,1,,0,5,5,0,1.68,113.6,1,89,0,,1,1,2,CC,,
99WN01089, 99640895,99,K0895,64,1,00,05,51,5,1,1,2.0,2,2,1,103,221,118,12,14.0,54,73,0.5,74,1,1,,,0,H,,,,K8762,63,K9824,63,00,3,93,250,1,1,0,1.44,100.8,3,76,0,,3,4,7,CN,,
99WN01090, 99640896,99,K0896,64,1,68,06,05-,8,2,2,6.0,6,4,1,103,221,118,12,13.4,78,106,0.785,108,1,1,,,7,.,GXE,,,K9464,63,K6816,63,61,1,,0,5,5,118,1.69,153.2,1,106,0,,0,0,0,,,
99WN01091, 99640897,99,K0897,64,1,68,06,05-,8,2,2,6.0,6,4,1,103,221,118,23,12.5,62,86,0.623,87,1,1,,,7,.,GXE,,,K9464,63,K6816,63,61,3,93,250,5,5,102,1.69,153.2,3,95,0,,0,0,0,,,
99WN01092, 99640898,99,K0898,64,1,68,06,04-,5,1,2,6.0,6,4,1,104,221,117,8,13.2,75,102,0.759,104,1,1,,,7,.,GXE,,,K9660,63,K6795,63,62,1,,0,3,3,111,1.49,135.3,1,106,0,,0,0,0,,,
99WN01093, 99640899,99,K0899,64,2,68,06,06-,5,1,1,2.0,2,2,1,104,221,117,9,13.7,79,106,0.789,108,3,1,,,7,.,GXE,,BRN.LEGS <<,K9884,63,K9307,63,68,Z,93,260,1,1,107,1.44,108.7,Z,118,0,,0,0,0,,,
99WN01094, 99640900,99,K0900,64,2,68,06,03-,5,1,1,4.0,4,4,1,104,221,117,14,12.6,68,96,0.713,98,1,1,,,7,.,GXE,e11,"ENTR,4TEATS",K9689,63,K8127,63,60,1,,0,1,1,102,1.39,110.6,1,112,0,,0,0,0,,,
99WN01095, 99640901,99,K0901,64,1,68,06,03-,8,2,2,3.0,3,3,1,104,221,117,13,9.8,57,75,0.557,77,1,1,,,7,.,GXE,,4TEATS,K9689,63,K8999,63,61,3,93,250,5,6,92,1.68,141.6,3,77,0,,0,0,0,,,
99WN01096, 99640902,99,K0902,64,1,68,06,03-,8,2,2,3.0,3,3,1,104,221,117,20,12.5,77,106,0.799,108,1,1,,,7,.,GXE,,4TEATS,K9689,63,K8999,63,61,1,,0,5,4,115,1.68,141.6,1,113,0,,0,0,0,,,
99WN01097, 99640903,99,K0903,64,2,68,06,05-,8,2,2,4.0,4,4,1,104,221,117,19,12.6,66,88,0.644,90,1,1,,,7,.,GXE, 33,"ENTR,4TEATS",K9464,63,K8223,63,61,2,92,266,5,5,99,1.52,115.6,2,97,99,,0,0,0,,,
99WN01098, 99640904,99,K0904,64,1,68,06,05-,8,2,2,4.0,4,4,1,104,221,117,18,11.6,58,78,0.568,80,1,1,,,7,.,GXE,,4TEATS,K9464,63,K8223,63,61,3,93,250,5,5,88,1.52,115.6,3,83,0,,0,0,0,,,
99WN01099, 99640905,99,K0905,64,1,68,06,04-,8,2,2,3.0,3,3,2,104,223,119,3,14.0,84,133,1.0,134,1,1,,2,7,.,GXE,,"F2, adg=1.000",K9660,63,K8698,63,61,1,,0,5,5,138,1.68,152.8,1,141,0,,0,0,0,,,
99WN01100, 99640906,99,K0906,64,1,68,06,04-,8,2,2,3.0,3,3,2,104,223,119,13,14.5,67,106,0.769,107,1,1,,,7,.,GXE,,,K9660,63,K8698,63,61,1,,0,5,5,117,1.68,152.8,1,111,0,,0,0,0,,,
99WN01101, 99640907,99,K0907,64,2,68,06,04-,5,1,1,4.0,4,4,1,104,221,117,16,15.0,82,112,0.829,114,1,1,,,7,.,GXE,e10,4TEATS,K9660,63,K7743,63,60,1,,0,1,1,122,1.64,136.7,1,126,0,,0,0,0,,,
99WN01102, 99640908,99,K0908,64,2,00,05,53,8,2,2,3.0,3,3,2,104,223,119,16,13.0,62,86,0.613,87,1,1,,,0,H,,e11,HAIRY,K9643,63,K9084,63,00,1,,0,5,4,0,1.53,127.3,1,99,0,,1,1,2,CC,,
99WN01103, 99640909,99,K0909,64,1,00,05,53,8,2,2,3.0,3,3,2,104,223,119,2,10.0,68,101,0.765,102,1,1,,,0,H,,,CLPG3,K9643,63,K9084,63,00,3,93,250,5,6,0,1.53,127.3,3,103,0,,3,3,6,C?,,
99WN01104, 99640910,99,K0910,64,2,00,05,54,8,2,2,2.0,2,2,1,104,221,117,19,11.6,38,53,0.354,54,1,1,,,0,H,,,4TEATS,K9992,63,K9677,63,00,3,93,270,5,5,0,1.6,113.3,3,71,0,,2,1,3,CC,,
99WN01105, 99640911,99,K0911,64,2,00,05,54,8,2,2,2.0,2,2,1,104,221,117,1,11.6,48,72,0.516,74,1,1,,,0,H,,e10,4TEATS,K9992,63,K9677,63,00,1,,0,5,5,0,1.6,113.3,1,79,0,,1,1,2,CC,,
99WN01106, 99640912,99,K0912,64,1,00,05,53,8,2,2,3.0,3,3,1,104,221,117,1,10.9,50,71,0.514,73,1,1,4,,0,H,,,H4,K9643,63,K8822,63,00,3,93,250,5,6,0,1.68,102.1,3,78,0,,1,1,2,CC,,
99WN01107, 99640913,99,K0913,64,1,00,05,53,8,2,2,3.0,3,3,1,104,221,117,1,14.6,60,79,0.55,81,1,1,,,0,H,,,4TEATS,K9643,63,K8822,63,00,3,93,250,5,4,0,1.68,102.1,3,88,0,,2,1,3,CC,,
99WN01108, 99640914,99,K0914,64,1,68,06,01-,8,2,2,7.0,7,5,1,104,221,117,4,14.0,66,84,0.598,86,1,1,,,7,.,GXE,,,J0093,00,K6037,63,61,3,93,250,5,5,96,1.72,127.9,3,94,0,,0,0,0,,,
99WN01109, 99640915,99,K0915,64,1,68,06,01-,8,2,2,7.0,7,5,1,104,221,117,17,12.5,62,76,0.543,78,1,1,,,7,.,GXE,,,J0093,00,K6037,63,61,3,93,250,5,5,89,1.72,127.9,3,75,0,,0,0,0,,,
99WN01110, 99640916,99,K0916,64,2,68,06,e.6,8,2,1,1.0,1,1,H,104,229,125,1,11.0,0,86,0.6,83,1,1,,,7,.,GXE,,CR.FR.FEET,K9680,63,K0372,64,61,Z,93,260,3,2,99,1.73,125.2,Z,85,0,,0,0,0,,,
99WN01111, 99640918,99,K0918,64,2,00,05,54,8,2,1,3.0,3,3,1,104,221,117,2,12.5,75,103,0.774,105,1,1,,,0,H,,,ENTR,K9992,63,K9064,63,00,3,93,270,3,2,0,1.68,121.5,3,109,0,,4,4,8,CN,,
99WN01112, 99640920,99,K0920,64,1,68,06,06-,5,1,1,2.0,2,2,2,104,223,119,2,12.8,77,116,0.867,117,1,1,,,7,.,GXE,,,K9884,63,K9290,63,68,1,,0,1,1,121,1.6,135.9,1,117,0,,0,0,0,,,
99WN01113, 99640922,99,K0922,64,1,00,05,51,5,1,1,2.0,2,2,2,104,223,119,7,15.2,88,116,0.847,117,1,1,,,0,H,,,,K8762,63,K9566,63,00,1,,0,1,1,0,1.6,132.0,1,126,0,,2,1,3,CC,,
99WN01114, 99640923,99,K0923,64,2,68,06,01-,8,2,1,3.0,3,3,2,105,223,118,13,10.3,62,85,0.633,86,1,1,,,7,.,GXE, 32,,J0093,00,K8771,63,62,2,92,266,3,2,95,1.68,110.6,2,99,103,,0,0,0,,,
99WN01115, 99640924,99,K0924,64,2,68,06,01-,8,2,2,3.0,3,3,2,105,223,118,22,9.1,60,83,0.626,84,1,1,,4,7,.,GXE,,F4,J0093,00,K8771,63,62,Z,93,260,5,6,94,1.68,110.6,Z,95,0,,0,0,0,,,
99WN01116, 99640925,99,K0925,64,2,00,05,52,8,2,2,3.0,3,3,2,105,223,118,4,12.0,64,88,0.644,89,1,1,,,0,H,,,4TEATS,K9286,63,K8912,63,00,P,,0,5,5,0,1.53,120.9,P,97,0,,4,4,8,CN,,
99WN01117, 99640926,99,K0926,64,1,00,05,52,8,2,2,3.0,3,3,2,105,223,118,11,11.5,63,90,0.665,91,1,1,,,0,H,,,,K9286,63,K8912,63,00,3,93,250,5,5,0,1.53,120.9,3,98,0,,2,2,4,CC,,
99WN01118, 99640927,99,K0927,64,1,00,05,53,8,2,2,3.0,3,3,2,105,223,118,4,12.0,66,93,0.686,94,1,1,,,0,H,,,HAIRY,K9643,63,K8945,63,00,3,93,250,5,5,0,1.53,132.0,3,92,0,,3,3,6,CN,,
99WN01119, 99640928,99,K0928,64,1,00,05,53,8,2,2,3.0,3,3,2,105,223,118,10,13.2,73,102,0.753,104,1,1,,,0,H,,,,K9643,63,K8945,63,00,1,,0,5,5,0,1.53,132.0,1,113,0,,3,4,7,CN,,
99WN01120, 99640929,99,K0929,64,1,68,06,03-,8,2,2,4.0,4,4,2,105,223,118,17,11.6,58,90,0.664,91,1,1,,,7,.,GXE,,,K9689,63,K7755,63,61,3,93,250,5,5,102,1.77,137.2,3,99,0,,0,0,0,,,
99WN01121, 99640930,99,K0930,64,2,68,06,03-,8,2,2,4.0,4,4,2,105,223,118,5,12.5,62,83,0.597,84,1,1,,,7,.,GXE,e11,4TEATS,K9689,63,K7755,63,61,1,,0,5,5,105,1.77,137.2,1,91,0,,0,0,0,,,
99WN01122, 99640931,99,K0931,64,1,00,05,51,8,2,2,2.0,2,2,2,105,223,118,5,11.5,60,92,0.682,93,1,1,,,0,H,,,ENTR,K8762,63,K9834,63,00,3,93,250,5,5,0,1.6,123.0,3,94,0,,3,3,6,C?,,
99WN01123, 99640932,99,K0932,64,2,00,05,51,8,2,2,2.0,2,2,2,105,223,118,13,11.0,50,76,0.551,77,1,1,,,0,H,,e11,,K8762,63,K9834,63,00,1,,0,5,5,0,1.6,123.0,1,96,0,,2,2,4,CC,,
99WN01124, 99640934,99,K0934,64,3,68,06,06-,8,2,1,7.0,7,5,2,105,223,118,6,8.8,39,55,0.392,56,1,1,,,7,.,GXE,,"GOITER,WEAK",K9884,63,K6189,63,61,3,93,270,3,2,70,1.63,92.2,3,66,0,,0,0,0,,,
99WN01125, 99640935,99,K0935,64,1,00,05,54,5,1,1,3.0,3,3,2,105,223,118,14,11.3,77,112,0.853,114,1,1,,,0,H,,,,K9992,63,K8895,63,00,3,93,250,1,1,0,1.39,109.1,3,119,0,,3,3,6,C?,,
99WN01126, 99640936,99,K0936,64,1,00,05,51,8,2,2,2.0,2,2,2,105,223,118,14,11.7,65,98,0.731,99,1,1,,,0,H,,,,K8762,63,K9287,63,00,1,,0,5,5,0,1.6,126.0,1,102,0,,2,2,4,CC,,
99WN01127, 99640937,99,K0937,64,1,00,05,51,8,2,2,2.0,2,2,2,105,223,118,7,10.7,60,83,0.613,84,1,1,,,0,H,,,,K8762,63,K9287,63,00,1,,0,5,5,0,1.6,126.0,1,89,0,,2,1,3,CC,,
99WN01128, 99640938,99,K0938,64,2,00,05,51,8,2,2,6.0,6,4,2,105,223,118,2,11.8,54,78,0.561,79,1,1,,,0,H,,,,K8762,63,S3692,10,00,3,93,270,5,5,0,1.83,100.9,3,88,0,,3,3,6,C?,,
