UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
99WN03277, 99090074,99,90074,09,2,00,91,L05,8,2,2,7.0,7,5,3,122,243,121,16,11.2,60,82,0.585,81,1,1,,,7,L,LIM,L-0,WHITE, 0619,00,K6038,63,60,1,,0,5,,,1.57,116.6,1,93,0,,,,,,,
99WN03278, 99090075,99,90075,09,3,00,91,L-6,5,1,1,1.0,1,1,3,122,243,121,6,11.0,62,90,0.653,89,8,1,,,7,L,LIM,,BLK.HEAD, 0640,00,K0265,64,62,3,93,281,1,,,1.0,89.0,3,95,0,,,,,,,
99WN03279, 99090077,99,90077,09,2,68,06,L-5,5,1,1,1.0,1,1,3,122,243,121,5,8.3,63,85,0.634,84,1,1,,,7,L,LIM,L-0,4TEATS,K8901,63, 8384,00,00,1,,0,1,,83,1.0,84.0,1,92,0,,,,,,,
99WN03280, 99090078,99,90078,09,2,00,91,L-5,5,1,1,1.0,1,1,3,122,243,121,4,11.1,69,100,0.735,99,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K0280,64,61,1,,0,1,,,1.0,99.0,1,105,0,,,,,,,
99WN03281, 99090079,99,90079,09,3,00,07,L-4,5,1,1,1.0,1,1,3,122,243,121,5,11.3,56,76,0.535,75,1,1,,,7,L,LIM,,,S7853,10, 8835,00,00,3,93,281,1,,87,1.0,75.0,3,80,0,,,,,,,
99WN03282, 99090080,99,90080,09,2,00,93,L-0,8,2,2,2.0,2,2,3,123,243,120,5,10.0,63,88,0.65,88,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K9377,63,00,1,,0,5,,,1.5,123.5,1,95,0,,,,,,,
99WN03283, 99090081,99,90081,09,2,00,93,L-0,8,2,2,2.0,2,2,3,123,243,120,12,9.0,54,78,0.575,78,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K9377,63,00,1,,0,5,,,1.5,123.5,1,84,0,,,,,,,
99WN03284, 99090082,99,90082,09,2,00,91,L-5,5,1,1,1.0,1,1,3,123,243,120,3,13.3,64,88,0.623,88,8,1,,,7,L,LIM,L-0,PINTO, 0640,00,K0384,64,60,1,,0,1,,,1.0,88.0,1,93,0,,,,,,,
99WN03285, 99090084,99,90084,09,3,88,30,L-8,8,2,2,1.0,1,1,3,123,243,120,4,10.0,56,84,0.617,84,1,1,,,7,L,LIM,,,A3760,04,A5103,04,82,3,93,281,5,,116,2.0,157.0,3,85,0,,,,,,,
99WN03286, 99090085,99,90085,09,2,88,30,L-8,8,2,2,1.0,1,1,3,123,243,120,2,8.8,48,73,0.535,73,1,1,,,7,L,LIM,L-6,,A3760,04,A5103,04,82,1,,0,5,,112,2.0,157.0,1,74,0,,,,,,,
99WN03287, 99090086,99,90086,09,2,68,06,L-6,5,1,1,1.0,1,1,3,123,243,120,5,13.0,66,98,0.708,98,1,1,,,7,L,LIM,L-0,,K9464,63,K0440,64,61,1,,0,1,,97,1.0,98.0,1,105,0,,,,,,,
99WN03288, 99090088,99,90088,09,1,00,91,L01,9,3,2,5.0,5,4,3,123,243,120,3,9.7,61,80,0.586,80,1,1,,,7,L,LIM,,WHITE 1/2D, 0619,00,K7022,63,62,1,,0,8,,,2.2,166.9,1,,0,,,,,,,
99WN03289, 99090089,99,90089,09,2,00,91,L01,9,3,2,5.0,5,4,3,123,243,120,16,9.2,58,89,0.665,89,1,1,,,7,L,LIM,L-0,"ENTR,WHITE", 0619,00,K7022,63,62,1,,0,8,,,2.2,166.9,1,96,0,,,,,,,
99WN03290, 99090091,99,90091,09,3,00,91,L03,9,3,2,7.0,7,5,3,123,243,120,4,11.5,56,77,0.546,77,8,1,,,7,L,LIM,,BLK.HEAD, 0521,00,K5918,63,61,3,93,281,8,,,1.86,128.3,3,87,0,,,,,,,
99WN03291, 99090092,99,90092,09,3,00,91,L03,9,3,2,7.0,7,5,3,123,243,120,15,10.0,52,84,0.617,84,8,1,,,7,L,LIM,,BLK.HEAD, 0521,00,K5918,63,61,3,93,281,8,,,1.86,128.3,3,97,0,,,,,,,
99WN03292, 99090093,99,90093,09,2,00,93,L-0,8,2,1,2.0,2,2,3,123,243,120,16,9.6,71,89,0.662,89,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0619,00,K9522,63,00,1,,0,3,,,1.5,89.0,1,94,0,,,,,,,
99WN03293, 99090095,99,90095,09,3,00,91,L05,5,1,1,4.0,4,4,3,123,243,120,11,14.4,76,105,0.755,105,8,1,,,7,L,LIM,,PINTO, 0640,00,K7972,63,60,3,93,281,1,,,1.75,135.4,3,114,0,,,,,,,
99WN03294, 99090096,99,90096,09,2,00,07,L-1,5,1,1,1.0,1,1,3,123,243,120,6,12.3,58,82,0.581,82,1,1,,,7,L,LIM,L-3,,S7124,10, 8271,00,00,1,,0,1,,93,1.0,82.0,1,83,0,,,,,,,
99WN03295, 99090098,99,90098,09,2,00,91,L01,8,2,1,6.0,6,4,3,123,243,120,6,8.8,36,58,0.41,58,1,1,,,7,L,LIM,L-0,WHITE, 0618,00,K6837,63,62,1,,0,3,,,1.5,89.0,1,63,0,,,,,,,
99WN03296, 99090100,99,90100,09,2,00,91,L03,9,3,2,5.0,5,4,3,123,243,120,10,9.7,54,73,0.528,73,1,1,,,7,L,LIM,L-0,WHITE, 0641,00,K7365,63,61,1,,0,8,,,2.2,133.7,1,73,0,,,,,,,
99WN03297, 99090101,99,90101,09,2,00,91,L03,9,3,2,5.0,5,4,3,123,243,120,1,9.4,63,81,0.597,81,1,1,,,7,L,LIM,L-0,WHITE, 0641,00,K7365,63,61,1,,0,8,,,2.2,133.7,1,83,0,,,,,,,
99WN03298, 99090102,99,90102,09,2,88,30,L-7,5,1,1,1.0,1,1,3,123,243,120,7,11.0,56,78,0.558,78,1,1,,,7,L,LIM,L-5,,A3234,04,A5304,04,88,1,,0,1,,77,1.0,78.0,1,82,0,,,,,,,
99WN03299, 99090104,99,90104,09,2,00,93,L-0,9,3,2,2.0,2,2,3,123,243,120,5,9.9,60,86,0.634,86,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K9408,63,00,1,,0,8,,,2.0,123.0,1,92,0,,,,,,,
99WN03300, 99090105,99,90105,09,3,00,93,L-0,9,3,2,2.0,2,2,3,123,243,120,5,10.7,61,87,0.636,87,9,1,,,7,L,LIM,,BLACK, 0193,00,K9408,63,00,3,93,281,8,,,2.0,123.0,3,92,0,,,,,,,
99WN03301, 99090106,99,90106,09,3,00,91,L04,9,3,2,5.0,5,4,3,123,243,120,9,7.9,54,77,0.576,77,8,1,,,7,L,LIM,,PINTO, 0641,00,K7129,63,62,3,93,281,8,,,1.6,118.5,3,81,0,,,,,,,
99WN03302, 99090107,99,90107,09,2,00,91,L04,9,3,2,5.0,5,4,3,123,243,120,13,9.3,48,70,0.506,70,9,1,,,7,L,LIM,L-0,BLACK 1/2D, 0641,00,K7129,63,62,1,,0,8,,,1.6,118.5,1,77,0,,,,,,,
99WN03303, 99090109,99,90109,09,2,00,93,L-0,5,1,1,2.0,2,2,3,124,243,119,2,11.0,62,90,0.664,91,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K9383,63,00,1,,0,1,,,1.0,81.5,1,90,0,,,,,,,
99WN03304, 99090110,99,90110,09,3,00,91,L03,8,2,2,4.0,4,4,3,124,243,119,9,13.0,60,84,0.597,85,8,1,,,7,L,LIM,,BLK.HEAD, 0640,00,K7851,63,62,3,93,281,5,,,1.25,97.9,3,86,0,,,,,,,
99WN03305, 99090111,99,90111,09,2,00,91,L03,8,2,2,4.0,4,4,3,124,243,119,6,11.6,59,85,0.617,86,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0640,00,K7851,63,62,1,,0,5,,,1.25,97.9,1,92,0,,,,,,,
99WN03306, 99090112,99,90112,09,2,00,91,L01,9,3,2,7.0,7,5,3,124,243,119,1,6.8,45,71,0.539,72,1,1,,,7,L,LIM,L-0,WHITE, 0619,00,K5891,63,60,1,,0,8,,,1.57,121.9,1,77,0,,,,,,,
99WN03307, 99090113,99,90113,09,3,00,91,L01,9,3,2,7.0,7,5,3,124,243,119,1,8.5,55,75,0.559,76,1,1,,,7,L,LIM,,, 0619,00,K5891,63,60,3,93,281,8,,,1.57,121.9,3,82,0,,,,,,,
99WN03308, 99090116,99,90116,09,2,00,91,L04,9,3,2,5.0,5,4,3,124,243,119,3,8.8,51,72,0.531,73,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K7422,63,61,1,,0,8,,,1.8,96.2,1,76,0,,,,,,,
99WN03309, 99090117,99,90117,09,3,00,91,L04,9,3,2,5.0,5,4,3,124,243,119,8,11.0,60,85,0.622,86,8,1,,,7,L,LIM,,BLK.HEAD, 0193,00,K7422,63,61,3,93,281,8,,,1.8,96.2,3,94,0,,,,,,,
99WN03310, 99090118,99,90118,09,3,00,07,L-4,5,1,1,1.0,1,1,3,124,243,119,1,12.6,53,76,0.533,77,1,1,,,7,L,LIM,,BLK.L.HOCK,S7853,10, 8019,00,00,3,93,281,1,,89,1.0,77.0,3,83,0,,,,,,,
99WN03311, 99090119,99,90119,09,1,00,93,L-0,8,2,2,2.0,2,2,3,124,243,119,10,10.0,45,60,0.42,60,8,1,,,7,L,LIM,,BLK.HEAD, 0521,00,K9542,63,00,3,93,288,5,,,1.5,102.5,3,,0,,,,,,,
99WN03312, 99090120,99,90120,09,1,00,93,L-0,8,2,2,2.0,2,2,3,124,243,119,5,11.4,50,71,0.501,72,8,1,,,7,L,LIM,,BLK.HEAD, 0521,00,K9542,63,00,1,,0,5,,,1.5,102.5,1,,0,,,,,,,
99WN03313, 99090121,99,90121,09,2,88,30,L-8,5,1,1,1.0,1,1,3,124,243,119,14,10.4,65,91,0.677,92,1,1,,,7,L,LIM,L-5,,A3760,04, 8423,00,00,1,,0,1,,91,1.0,92.0,1,92,0,,,,,,,
99WN03314, 99090122,99,90122,09,3,00,07,L13,5,1,1,4.0,4,4,3,124,243,119,5,11.7,70,99,0.734,100,1,1,,,7,L,LIM,,,S0000,10,50445,05,00,3,93,281,1,,99,1.25,70.0,3,104,0,,,,,,,
99WN03315, 99090123,99,90123,09,2,00,91,L06,9,3,2,5.0,5,4,3,124,243,119,16,9.7,64,89,0.666,90,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0618,00,K7667,63,62,1,,0,8,,,1.6,120.6,1,95,0,,,,,,,
99WN03316, 99090124,99,90124,09,2,00,91,L06,9,3,2,5.0,5,4,3,124,243,119,16,8.0,61,86,0.655,87,2,1,,,7,L,LIM,L-0,BRN.FEET, 0618,00,K7667,63,62,1,,0,8,,,1.6,120.6,1,95,0,,,,,,,
99WN03317, 99090126,99,90126,09,3,00,07,L-4,5,1,1,1.0,1,1,3,124,243,119,4,9.7,52,72,0.524,73,1,1,,,7,L,LIM,,,S7853,10, 8637,00,00,3,93,281,1,,84,1.0,73.0,3,75,0,,,,,,,
99WN03318, 99090127,99,90127,09,2,00,93,L-0,5,1,1,2.0,2,2,3,124,243,119,14,12.1,72,96,0.705,97,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0521,00,K9490,63,00,1,,0,1,,,1.5,108.5,1,102,0,,,,,,,
99WN03319, 99090128,99,90128,09,2,00,91,L02,5,1,1,3.0,3,3,3,124,243,119,7,14.2,69,97,0.696,98,9,1,,,7,L,LIM,L-0,BLACK 1/2D, 0193,00,K8881,63,62,1,,0,1,,,1.0,64.7,1,104,0,,,,,,,
99WN03320, 99090129,99,90129,09,2,88,30,L-8,5,1,1,1.0,1,1,3,124,243,119,5,9.6,48,75,0.55,76,1,1,,,7,L,LIM,,,A3760,04, 8586,00,00,3,93,281,1,,75,1.0,76.0,3,77,0,,,,,,,
99WN03321, 99090132,99,90132,09,2,00,91,L04,5,1,1,4.0,4,4,3,124,243,119,13,14.8,88,114,0.834,115,8,1,,,7,L,LIM,L-0,PINTO, 0640,00,K7744,63,60,1,,0,1,,,0.75,61.1,1,120,0,,,,,,,
99WN03322, 99090133,99,90133,09,3,00,91,L01,5,1,1,4.0,4,4,3,124,243,119,3,14.6,72,94,0.667,95,8,1,,,7,L,LIM,,BLK.HEAD, 0618,00,K7836,63,61,3,93,281,1,,,1.5,108.0,3,92,0,,,,,,,
99WN03323, 99090134,99,90134,09,3,00,91,L03,5,1,1,4.0,4,4,3,124,243,119,5,13.2,83,112,0.83,113,8,1,,,7,L,LIM,,PINTO, 0521,00,K8067,63,62,3,93,281,1,,,1.0,99.5,3,115,0,,,,,,,
99WN03324, 99090135,99,90135,09,2,00,91,L02,5,1,1,4.0,4,4,3,125,243,118,11,13.5,75,107,0.792,109,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0521,00,K7871,63,61,1,,0,1,,,1.25,118.3,1,116,0,,,,,,,
99WN03325, 99090136,99,90136,09,2,00,93,L-0,8,2,1,2.0,2,2,3,125,243,118,10,11.6,73,90,0.664,91,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0521,00,K9607,63,00,1,,0,3,,,2.0,115.0,1,100,0,,,,,,,
99WN03326, 99090138,99,90138,09,1,00,93,L-0,5,1,1,2.0,2,2,3,125,243,118,10,12.6,82,105,0.783,107,8,1,,,7,L,LIM,,"BLK.HEAD,PNEU", 0193,00,K9341,63,00,1,,0,1,,,1.0,96.0,1,,0,,,,,,,
99WN03327, 99090139,99,90139,09,3,00,07,L13,5,1,1,2.0,2,2,3,125,243,118,13,14.6,78,100,0.724,101,1,1,,,7,L,LIM,,,S0000,10, 7133,00,00,3,93,281,1,,89,1.0,50.5,3,104,0,,,,,,,
99WN03328, 99090140,99,90140,09,3,00,91,L03,5,1,1,4.0,4,4,3,125,243,118,5,14.6,55,85,0.597,86,8,1,,,7,L,LIM,,PINTO, 0193,00,K7794,63,62,3,93,281,1,,,1.5,126.8,3,93,0,,,,,,,
99WN03329, 99090141,99,90141,09,3,00,07,L12,8,2,2,3.0,3,3,3,125,243,118,5,11.3,55,80,0.582,81,1,1,,,7,L,LIM,,,S0000,10, 6149,00,00,3,93,281,5,,92,1.0,78.3,3,89,0,,,,,,,
99WN03330, 99090142,99,90142,09,2,00,07,L12,8,2,2,3.0,3,3,3,125,243,118,1,9.4,47,66,0.48,67,1,1,,,7,L,LIM,,,S0000,10, 6149,00,00,3,93,281,5,,81,1.0,78.3,3,70,0,,,,,,,
99WN03331, 99090143,99,90143,09,3,00,91,L02,5,1,1,5.0,5,4,3,125,243,118,15,14.0,70,97,0.703,98,9,1,,,7,L,LIM,,BLACK, 0640,00,K7320,63,61,3,93,281,1,,,1.8,101.5,3,105,0,,,,,,,
99WN03332, 99090144,99,90144,09,2,00,93,L-0,5,1,1,2.0,2,2,3,125,243,118,12,13.2,75,99,0.727,100,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0521,00,K9501,63,00,1,,0,1,,,1.0,50.0,1,107,0,,,,,,,
99WN03333, 99090145,99,90145,09,3,00,07,L-2,5,1,1,1.0,1,1,3,125,243,118,2,8.5,48,69,0.513,70,1,1,,,7,L,LIM,,,S7846,10, 8883,00,00,3,93,281,1,,81,1.0,70.0,3,75,0,,,,,,,
99WN03334, 99090146,99,90146,09,2,00,91,L03,5,1,1,2.0,2,2,3,125,243,118,1,12.5,70,97,0.716,98,4,1,,,7,L,LIM,L-0,"BRN.LEGS,NOSE", 0618,00,K9729,63,68,1,,0,1,,,1.0,94.5,1,103,0,,,,,,,
99WN03335, 99090147,99,90147,09,3,00,07,L14,5,1,1,3.0,3,3,3,125,243,118,5,15.3,66,94,0.667,95,1,1,,,7,L,LIM,,,S0000,10, 6124,00,00,3,93,281,1,,88,1.0,54.7,3,100,0,,,,,,,
99WN03336, 99090148,99,90148,09,3,00,07,L16,5,1,1,2.0,2,2,3,125,243,118,7,12.6,63,91,0.664,92,1,1,,,7,L,LIM,,,S0000,10, 7274,00,00,3,93,281,1,,95,1.0,71.0,3,97,0,,,,,,,
99WN03337, 99090149,99,90149,09,2,00,91,L03,8,2,2,3.0,3,3,3,125,243,118,13,10.5,50,71,0.513,72,2,1,,,7,L,LIM,L-0,BRN.EYE, 0618,00,K8577,63,60,1,,0,5,,,1.33,103.7,1,74,0,,,,,,,
99WN03338, 99090150,99,90150,09,3,00,91,L03,8,2,2,3.0,3,3,3,125,243,118,12,11.2,53,72,0.515,73,8,1,,,7,L,LIM,,BLK.HEAD, 0618,00,K8577,63,60,3,93,281,5,,,1.33,103.7,3,76,0,,,,,,,
99WN03339, 99090151,99,90151,09,3,00,07,L14,7,2,1,5.0,5,4,3,125,243,118,15,10.7,70,83,0.613,84,1,1,,,7,L,LIM,,,S0000,10, 9532,00,00,3,93,281,3,,97,1.4,83.8,3,96,0,,,,,,,
99WN03340, 99090152,99,90152,09,3,00,07,L-1,5,1,1,1.0,1,1,3,125,243,118,2,10.9,37,60,0.416,61,1,1,,,7,L,LIM,,,S7124,10, 8519,00,00,3,93,281,1,,71,1.0,61.0,3,64,0,,,,,,,
99WN03341, 99090153,99,90153,09,3,00,07,L16,5,1,1,5.0,5,4,3,125,243,118,11,13.0,73,99,0.729,100,1,1,,,7,L,LIM,,,S0000,10,  575,00,00,3,93,281,1,,121,1.4,110.0,3,107,0,,,,,,,
99WN03342, 99090154,99,90154,09,3,00,07,L11,8,2,2,2.0,2,2,3,125,243,118,3,8.0,46,75,0.568,76,1,1,,,7,L,LIM,,,S0000,10, 7224,00,00,3,93,281,5,,106,1.5,108.5,3,82,0,,,,,,,
99WN03343, 99090155,99,90155,09,3,00,07,L11,8,2,2,2.0,2,2,3,125,243,118,8,8.3,42,61,0.447,62,1,1,,,7,L,LIM,,,S0000,10, 7224,00,00,3,93,281,5,,97,1.5,108.5,3,65,0,,,,,,,
99WN03344, 99090156,99,90156,09,2,00,93,L-0,8,2,1,2.0,2,2,3,125,243,118,11,10.6,60,89,0.664,90,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0521,00,K9447,63,00,1,,0,5,,,1.0,65.0,1,93,0,,,,,,,
99WN03345, 99090157,99,90157,09,1,00,93,L-0,8,2,2,2.0,2,2,3,125,243,118,6,10.4,59,80,0.59,81,8,1,6,,7,L,LIM,,"BLK.HEAD, H6", 0521,00,K9447,63,00,3,93,288,5,,,1.0,65.0,3,,0,,,,,,,
99WN03346, 99090158,99,90158,09,2,00,93,L-0,5,1,2,2.0,2,2,3,125,243,118,16,14.5,67,96,0.691,97,9,1,,,7,L,LIM,L-0,BLACK 3/4D, 0193,00,K9314,63,00,1,,0,1,,,1.5,105.0,1,106,0,,,,,,,
99WN03347, 99090159,99,90159,09,2,00,07,L16,7,2,1,2.0,2,2,3,125,243,118,5,8.3,53,77,0.582,78,1,1,,,7,L,LIM,L-1,,S0000,10, 7316,00,00,1,,0,3,,87,1.5,76.0,1,81,0,,,,,,,
99WN03348, 99090160,99,90160,09,3,00,07,L15,8,2,2,4.0,4,4,3,125,243,118,12,10.0,46,68,0.492,69,1,1,,,7,L,LIM,,,S0000,10,50612,05,00,3,93,281,5,,87,1.5,82.0,3,74,0,,,,,,,
99WN03349, 99090161,99,90161,09,2,00,07,L15,8,2,2,4.0,4,4,3,125,243,118,12,7.2,44,60,0.447,61,1,1,,,7,L,LIM,,,S0000,10,50612,05,00,3,93,281,5,,79,1.5,82.0,3,66,0,,,,,,,
99WN03350, 99090162,99,90162,09,2,00,91,L02,5,1,1,7.0,7,5,3,125,243,118,13,14.1,66,87,0.618,88,8,1,,,7,L,LIM,L-0,PINTO, 0193,00,K6264,63,60,1,,0,1,,,0.86,81.0,1,91,0,,,,,,,
99WN03351, 99090163,99,90163,09,3,00,07,L11,8,2,2,4.0,4,4,3,126,243,117,9,10.9,62,79,0.582,81,1,1,,,7,L,LIM,,,S0000,10,50434,05,00,3,93,281,5,,82,1.0,60.0,3,83,0,,,,,,,
99WN03352, 99090164,99,90164,09,3,00,07,L11,8,2,2,4.0,4,4,3,126,243,117,13,11.0,51,72,0.521,74,1,1,,,7,L,LIM,,,S0000,10,50434,05,00,3,93,281,5,,78,1.0,60.0,3,76,0,,,,,,,
99WN03353, 99090165,99,90165,09,2,00,91,L04,5,1,1,2.0,2,2,3,126,243,117,4,12.8,70,100,0.745,102,9,1,,,7,L,LIM,L-0,BLACK 1/2D, 0640,00,K9909,63,68,1,,0,1,,,1.0,95.5,1,107,0,,,,,,,
99WN03354, 99090166,99,90166,09,3,00,07,L16,5,1,1,3.0,3,3,3,126,243,117,4,13.7,77,112,0.84,115,1,1,,,7,L,LIM,,,S0000,10, 6002,00,00,3,93,281,1,,120,1.0,91.3,3,115,0,,,,,,,
99WN03355, 99090167,99,90167,09,2,88,30,L-8,8,2,1,1.0,1,1,3,126,243,117,5,4.5,22,35,0.261,36,1,1,,,7,L,LIM,,,A3760,04, 8785,00,00,3,93,281,3,,35,2.0,36.0,3,40,0,,,,,,,
99WN03356, 99090169,99,90169,09,3,00,91,L05,8,2,2,5.0,5,4,3,126,243,117,5,13.4,39,57,0.373,58,8,1,,,7,L,LIM,,"BLK.HEAD,PNEU", 0193,00,K7133,63,61,X,93,291,5,,,1.6,117.3,X,58,0,,,,,,,
99WN03357, 99090170,99,90170,09,2,00,91,L05,8,2,2,5.0,5,4,3,126,243,117,9,11.7,40,65,0.456,66,8,1,,,7,L,LIM,L-0,BLK.HEAD, 0193,00,K7133,63,61,1,,0,5,,,1.6,117.3,1,72,0,,,,,,,
99WN03358, 99090171,99,90171,09,2,00,07,L14,8,2,2,2.0,2,2,3,126,243,117,13,9.0,49,66,0.487,67,1,1,,,7,L,LIM,,X,S0000,10, 7416,00,00,3,93,281,5,,96,1.5,108.5,3,71,0,,,,,,,
99WN03359, 99090172,99,90172,09,3,00,07,L14,8,2,2,2.0,2,2,3,126,243,117,5,9.4,48,73,0.544,75,1,1,,,7,L,LIM,,,S0000,10, 7416,00,00,3,93,281,5,,105,1.5,108.5,3,81,0,,,,,,,
99WN03360, 99090176,99,90176,09,2,00,07,L11,5,1,1,3.0,3,3,3,126,243,117,14,10.2,43,65,0.468,66,1,1,,,7,L,LIM,,,S0000,10, 6083,00,00,3,93,281,1,,63,1.0,41.7,3,68,0,,,,,,,
99WN03361, 99090178,99,90178,09,3,00,07,L13,8,2,1,3.0,3,3,3,126,243,117,10,11.7,60,85,0.626,87,1,1,,,7,L,LIM,,,S0000,10, 6062,00,00,3,93,281,3,,93,1.33,73.0,3,93,0,,,,,,,
99WN03362, 99090179,99,90179,09,2,00,07,L14,5,1,1,2.0,2,2,3,126,243,117,9,10.3,50,71,0.519,73,1,1,,,7,L,LIM,L-2,,S0000,10, 7298,00,00,1,,0,1,,82,1.0,71.5,1,77,0,,,,,,,
99WN03363, 99090180,99,90180,09,3,00,91,L05,8,2,2,4.0,4,4,3,126,243,117,12,12.2,59,87,0.639,89,8,1,,,7,L,LIM,,PINTO, 0641,00,K7762,63,60,3,93,281,5,,,1.5,129.3,3,91,0,,,,,,,
99WN03364, 99090181,99,90181,09,2,00,91,L05,8,2,2,4.0,4,4,3,126,243,117,2,11.6,63,86,0.636,88,1,1,,,7,L,LIM,L-0,HAIRY, 0641,00,K7762,63,60,1,,0,5,,,1.5,129.3,1,89,0,,,,,,,
99WN03365, 99090182,99,90182,09,3,00,91,L01,5,1,1,5.0,5,4,3,126,243,117,12,16.5,84,111,0.808,113,8,1,,,7,L,LIM,,BLK.HEAD, 0618,00,K7223,63,60,3,93,281,1,,,1.8,111.0,3,119,0,,,,,,,
99WN03366, 99090183,99,90183,09,2,00,07,L-2,5,1,1,1.0,1,1,3,126,243,117,5,7.5,46,62,0.466,63,1,1,,,7,L,LIM,,,S7846,10, 8267,00,00,3,93,281,1,,71,1.0,63.0,3,65,0,,,,,,,
99WN03367, 99090184,99,90184,09,3,00,91,L03,5,1,1,7.0,7,5,3,126,243,117,10,14.7,77,108,0.797,110,8,1,,,7,L,LIM,,BLK.HEAD, 0521,00,K6552,63,60,3,93,281,1,,,1.29,97.7,3,113,0,,,,,,,
99WN03368, 99090185,99,90185,09,3,00,07,L15,5,1,1,5.0,5,4,3,127,243,116,7,12.8,68,90,0.666,93,1,1,,,7,L,LIM,,,S0000,10, 5136,00,00,3,93,281,1,,95,0.8,69.8,3,96,0,,,,,,,
99WN03369, 99090186,99,90186,09,2,00,07,L16,8,2,2,2.0,2,2,3,126,243,117,9,9.0,43,60,0.436,61,1,1,,,7,L,LIM,,,S0000,10, 7426,00,00,3,93,281,5,,88,1.5,100.0,3,64,0,,,,,,,
99WN03370, 99090187,99,90187,09,2,00,07,L16,8,2,2,2.0,2,2,3,126,243,117,15,9.0,48,71,0.53,73,1,1,,,7,L,LIM,L-3,,S0000,10, 7426,00,00,1,,0,5,,95,1.5,100.0,1,73,0,,,,,,,
99WN03371, 99090188,99,90188,09,3,00,07,L-3,5,1,1,1.0,1,1,3,126,243,117,12,11.8,50,78,0.566,80,1,1,,,7,L,LIM,,,S8442,10, 8285,00,00,3,93,281,1,,93,1.0,80.0,3,79,0,,,,,,,
99WN03372, 99090189,99,90189,09,2,00,07,L14,8,2,2,4.0,4,4,3,126,243,117,9,8.0,42,61,0.453,62,1,1,,,7,L,LIM,,,S0000,10,50813,05,00,3,93,281,5,,82,1.25,87.5,3,66,0,,,,,,,
99WN03373, 99090190,99,90190,09,3,00,07,L14,8,2,2,4.0,4,4,3,126,243,117,10,10.5,47,74,0.543,76,1,1,,,7,L,LIM,,,S0000,10,50813,05,00,3,93,281,5,,94,1.25,87.5,3,79,0,,,,,,,
99WN03374, 99090191,99,90191,09,2,00,07,L14,8,2,2,6.0,6,4,3,127,243,116,3,9.3,51,74,0.558,76,1,1,,,7,L,LIM,L-1,,S0000,10, 5032,00,00,1,,0,5,,93,1.67,90.7,1,79,0,,,,,,,
99WN03375, 99090192,99,90192,09,3,00,07,L14,8,2,2,6.0,6,4,3,127,243,116,14,11.1,54,82,0.611,84,1,1,,,7,L,LIM,,,S0000,10, 5032,00,00,3,93,281,5,,101,1.67,90.7,3,84,0,,,,,,,
99WN03376, 99090193,99,90193,09,3,00,91,L02,8,2,2,6.0,6,4,3,127,243,116,13,11.2,51,78,0.576,80,8,1,,,7,L,LIM,,PINTO, 0640,00,K6861,63,60,3,93,281,5,,,1.17,95.1,3,88,0,,,,,,,
99WN03377, 99090194,99,90194,09,2,00,91,L02,8,2,2,6.0,6,4,3,127,243,116,12,10.3,54,73,0.541,75,8,1,,,7,L,LIM,L-0,PINTO, 0640,00,K6861,63,60,1,,0,5,,,1.17,95.1,1,79,0,,,,,,,
99WN03378, 99090195,99,90195,09,3,00,07,L16,8,2,2,3.0,3,3,3,127,243,116,5,11.4,52,73,0.531,75,1,1,,,7,L,LIM,,,S0000,10, 6112,00,00,3,93,281,5,,100,1.33,98.7,3,80,0,,,,,,,
99WN03379, 99090196,99,90196,09,3,00,07,L16,8,2,2,3.0,3,3,3,127,243,116,5,11.2,51,74,0.541,76,1,1,,,7,L,LIM,,,S0000,10, 6112,00,00,3,93,281,5,,100,1.33,98.7,3,77,0,,,,,,,
99WN03380, 99090197,99,90197,09,3,00,07,L15,5,1,1,4.0,4,4,3,127,243,116,9,12.3,56,83,0.609,85,1,1,,,7,L,LIM,,,S0000,10,50283,05,00,3,93,281,1,,85,1.0,60.0,3,89,0,,,,,,,
