UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,C4951,TBRE,CTBR,CADAM_25,SIRE,SB1,C59,ADG,ADG6061,LBRD,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,C80
56WN00718,56,1,3435,2,44,441,1526,2,14,23,1,3,59,119,1,7,09,2,85,12,04,08,09,041,15,2,2,1,,1,1,3,2190,2,,627,62,14,44,1,7,9,145,104,,,,0,
56WN00719,56,1,3436,2,46,460,2097,2,14,27,1,2,59,119,1,7,09,3,71,14,04,09,08,034,13,2,3,2,,1,1,2,1994,2,,513,51,14,46,1,3,9,120,100,,,,0,
56WN00720,56,1,3437,2,40,401,1830,2,14,23,1,2,58,118,1,7,10,1,73,12,04,09,08,037,12,1,2,2,,1,1,2,1596,2,,544,54,14,40,1,4,9,134,88,,3,10,0,
56WN00721,56,2,3438,2,36,360,0765,2,14,32,1,4,58,118,1,4,12,1,55,09,03,14,11,034,14,2,2,1,,1,1,4,2092,2,,373,37,14,36,1,3,9,138,110,,3,67,0,
56WN00722,56,1,3439,2,22,220,2117,2,14,41,3,2,58,118,1,7,09,6,69,11,04,11,10,028,17,1,2,2,,3,3,2,1739,2,,517,51,14,22,1,7,9,142,80,,3,34,0,
56WN00723,56,1,3441,2,25,250,1698,2,14,19,1,2,58,118,1,7,09,1,95,10,05,08,07,040,12,2,2,1,,1,1,2,2083,2,,720,72,14,25,1,0,9,160,100,,6,,0,
56WN00724,56,1,3442,2,45,450,1422,2,14,00,1,3,57,117,1,7,12,5,87,11,04,08,08,043,13,2,2,1,,1,1,3,1828,1,,639,63,14,45,1,9,9,146,122,,,,0,
56WN00725,56,2,3444,2,63,690,1216,2,14,,1,3,57,117,1,1,06,1,79,12,11,09,05,035,14,2,3,2,,1,1,3,1854,2,,598,59,14,54,6,8,9,102,90,,2,17,0,
56WN00726,56,2,3445,2,44,441,0704,2,14,17,3,4,57,117,1,3,10,1,77,09,03,08,08,040,12,3,3,1,,3,3,4,2190,2,,569,56,14,44,1,9,9,155,104,,,,0,
56WN00727,56,2,3447,2,22,220,1027,2,14,32,1,3,57,117,1,3,12,1,68,10,03,11,07,037,16,2,2,1,,1,1,3,1739,2,,492,49,14,22,1,2,9,137,104,,,,0,
56WN00728,56,1,3448,2,29,290,1582,2,14,19,1,2,56,116,1,5,10,1,81,10,03,09,10,026,15,2,2,1,,1,1,2,1908,2,,605,60,14,29,1,5,9,152,108,,,,0,
56WN00729,56,2,3449,2,29,290,1202,2,13,17,1,6,54,114,1,1,09,3,78,09,04,07,06,037,14,2,2,1,,1,1,4,1908,2,,589,58,14,29,1,9,9,142,108,,,,0,
56WN00730,56,1,8324,3,72,950,6915,3,17,,3,4,78,138,1,5,10,1,100,09,03,08,06,048,12,2,3,2,,3,3,4,7793,3,,639,63,17,71,3,9,1,169,118,,,,0,
56WN00731,56,1,8325,3,72,950,6915,3,17,,4,4,78,138,1,4,10,6,54,12,04,09,11,029,14,2,2,1,,3,3,4,7793,3,,335,33,17,71,3,5,1,104,78,,,,0,
56WN00732,56,1,8326,3,70,710,5693,3,17,,1,8,78,138,1,4,09,1,77,09,04,08,07,033,10,2,2,1,,1,1,5,7657,3,,481,48,17,70,2,1,1,130,106,,3,10,0,
56WN00733,56,2,8327,3,70,730,7221,3,17,,5,3,78,138,1,1,10,1,60,10,03,09,09,032,14,2,2,1,,5,2,3,7890,3,,390,39,17,70,2,0,1,128,62,,2,10,0,
56WN00734,56,2,8328,3,70,730,7221,3,17,,5,3,78,138,1,1,09,1,52,11,03,09,10,035,15,1,2,2,,5,2,3,7890,3,,332,33,17,70,2,2,1,120,62,,2,10,0,
56WN00735,56,1,8329,3,70,710,7824,3,17,,1,2,78,138,1,1,11,1,65,10,06,10,09,031,14,2,2,1,,1,1,2,7657,3,,413,41,17,70,2,3,1,115,80,,3,17,0,
56WN00736,56,1,8330,3,70,710,7336,3,17,,5,3,77,137,1,2,10,1,77,09,03,09,09,026,16,2,2,1,,5,2,3,7657,3,,502,50,17,70,2,2,1,144,82,,,,0,
56WN00737,56,1,8331,3,70,710,7336,3,17,,5,3,77,137,1,7,11,1,72,10,05,09,10,029,16,2,2,1,,5,2,3,7657,3,,464,46,17,70,2,4,1,131,84,,,,0,
56WN00738,56,2,8332,3,65,571,7293,3,17,,3,3,77,137,1,3,08,1,62,11,03,09,09,030,13,1,2,2,,3,3,3,4289,1,,390,39,17,62,5,0,1,119,86,,2,10,0,
56WN00739,56,2,8334,3,65,561,6568,3,17,,5,5,77,137,1,3,08,1,69,10,03,08,10,041,14,2,2,1,,5,2,4,4318,1,,447,44,17,62,5,7,1,146,78,,,,0,
56WN00740,56,2,8335,3,65,561,6568,3,17,,5,5,77,137,1,3,10,1,78,10,04,08,07,040,11,2,3,2,,5,2,4,4318,1,,507,50,17,62,5,7,1,143,86,,,,0,
56WN00741,56,1,8337,3,65,651,7460,3,17,,5,3,77,137,1,4,10,1,68,11,09,09,08,037,15,2,2,1,,5,2,3,2123,2,,431,43,17,62,5,1,1,108,90,,3,17,0,
56WN00742,56,2,8338,3,65,651,7460,3,17,,5,3,77,137,1,2,09,1,64,10,04,09,09,038,13,2,2,1,,5,2,3,2123,2,,412,41,17,62,5,2,1,133,76,,,,0,
56WN00743,56,1,8339,3,70,730,6842,3,17,,5,5,77,137,1,4,11,1,68,10,03,08,10,040,10,2,3,2,,5,2,4,7890,3,,435,43,17,70,2,5,1,142,84,,,,0,
56WN00744,56,2,8340,3,70,730,6842,3,17,,5,5,77,137,1,1,09,1,65,10,04,08,10,039,12,2,2,1,,5,2,4,7890,3,,413,41,17,70,2,3,1,137,84,,,,0,
56WN00745,56,1,8341,3,72,930,6940,3,17,,1,4,77,137,1,4,08,1,93,09,07,07,06,043,15,2,2,1,,1,1,4,7794,3,,597,59,17,71,3,7,1,140,112,,,,0,
56WN00746,56,2,8342,3,72,900,7002,3,17,,1,4,77,137,1,3,09,1,79,13,04,07,08,041,14,2,2,1,,1,1,4,7626,3,,488,48,17,71,3,8,1,123,122,,,,0,
56WN00747,56,1,8343,3,70,720,7931,3,17,,1,2,76,136,1,1,09,1,74,10,03,08,10,040,14,2,3,2,,1,1,2,7166,3,,471,47,17,70,2,1,1,145,100,,3,17,0,
56WN00748,56,1,8344,3,72,890,6928,3,17,,5,4,76,136,1,7,12,1,71,10,04,08,09,035,14,2,2,1,,5,2,4,7929,3,,456,45,17,71,3,6,1,136,90,,7,,0,
56WN00749,56,1,8345,3,72,890,6928,3,17,,5,4,76,136,1,7,11,1,82,10,05,07,08,036,15,2,2,1,,5,2,4,7929,3,,534,53,17,71,3,4,1,141,94,,,,0,
56WN00750,56,2,8346,3,70,730,6652,3,17,,1,5,76,136,1,3,09,1,78,10,03,06,06,044,16,2,2,1,,1,1,4,7890,3,,500,50,17,70,2,0,1,137,100,,,,0,
56WN00751,56,2,8347,3,70,710,6547,3,17,,5,5,76,136,1,1,12,1,77,11,04,09,07,040,13,2,2,1,,5,2,4,7657,3,,497,49,17,70,2,7,1,137,94,,,,0,
56WN00752,56,2,8348,3,70,710,6547,3,17,,5,5,76,136,1,1,06,1,74,10,05,08,08,035,14,2,2,1,,5,2,4,7657,3,,474,47,17,70,2,4,1,135,96,,,,0,
56WN00753,56,1,8349,3,72,870,6984,3,17,,5,4,76,136,3,7,10,1,71,09,04,10,09,034,16,2,2,1,,5,2,4,7910,3,,446,44,17,71,3,6,1,140,104,1,,,0,
56WN00754,56,2,8350,3,72,870,6984,3,17,,5,4,76,136,1,4,07,1,73,10,03,07,07,037,16,2,2,1,,5,2,4,7910,3,,475,47,17,71,3,5,1,140,84,,,,0,
56WN00755,56,2,8351,3,70,730,7396,3,17,,1,3,76,136,1,1,10,1,72,09,03,06,06,049,14,3,4,2,,1,1,3,7890,3,,462,46,17,70,2,2,1,140,92,,,,0,
56WN00756,56,2,8352,3,70,730,6800,3,17,,5,5,76,136,1,3,09,1,68,09,03,07,09,039,14,2,2,1,,5,2,4,7890,3,,438,43,17,70,2,8,1,146,84,,,,0,
56WN00757,56,2,8353,3,70,730,6800,3,17,,5,5,76,136,1,3,10,1,64,10,04,10,10,033,13,2,2,1,,5,2,4,7890,3,,412,41,17,70,2,2,1,132,80,,2,10,0,
56WN00758,56,1,8354,3,70,710,6617,3,17,,1,5,76,136,1,5,10,1,70,09,03,10,11,035,16,2,2,1,,1,1,4,7657,3,,446,44,17,70,2,6,1,140,94,,7,,0,
56WN00759,56,2,8355,3,72,950,7298,3,17,,5,3,76,136,1,1,07,1,74,09,04,08,08,030,20,2,3,2,,5,2,3,7793,3,,474,47,17,71,3,4,1,140,96,,,,0,
56WN00760,56,2,8356,3,72,950,7298,3,17,,5,3,76,136,2,1,10,1,74,09,04,07,08,030,17,2,2,1,,5,2,3,7793,3,,471,47,17,71,3,1,1,140,100,,,,0,
56WN00761,56,2,8357,3,70,720,7719,3,17,,1,2,76,136,1,1,10,1,55,10,03,09,10,039,16,2,2,1,,1,1,2,7166,3,,326,32,17,70,2,6,1,127,106,,2,10,0,
56WN00762,56,2,8358,3,70,730,7602,3,17,,1,2,75,135,1,1,10,1,81,09,04,07,07,038,12,1,2,2,,1,1,2,7890,3,,524,52,17,70,2,4,1,146,102,,,,0,
56WN00763,56,1,8359,3,65,551,7758,3,17,,1,2,75,135,4,7,08,1,73,09,04,08,09,041,13,2,2,1,,1,1,2,4319,1,,467,46,17,62,5,7,1,143,100,,3,17,0,
56WN00764,56,2,8360,3,72,990,7024,3,17,,1,4,75,135,1,1,10,1,93,09,04,06,07,036,17,2,2,1,,1,1,4,7681,3,,597,59,17,71,3,7,1,151,124,,,,0,
56WN00765,56,2,8361,3,70,730,7674,3,17,,1,2,75,135,1,3,10,1,62,09,03,08,10,041,14,2,3,2,,1,1,2,7890,3,,400,40,17,70,2,0,1,141,80,,2,17,0,
56WN00766,56,1,8362,3,70,710,6320,3,17,,5,6,75,135,1,4,11,1,72,10,03,10,12,027,17,2,2,1,,5,2,4,7657,3,,453,45,17,70,2,3,1,143,108,,3,17,0,
56WN00767,56,1,8363,3,70,710,6320,3,17,,5,6,75,135,1,4,12,1,82,10,04,09,10,030,16,2,2,1,,5,2,4,7657,3,,517,51,17,70,2,7,1,146,122,,3,17,0,
56WN00768,56,1,8364,3,70,730,6714,3,17,,2,5,75,135,1,5,10,1,103,09,03,08,08,038,18,2,3,2,,1,1,4,7890,3,,680,68,17,70,2,0,1,167,112,,,,0,
56WN00769,56,1,8365,3,70,710,7837,3,17,,1,2,75,135,1,4,11,2,86,12,04,07,09,035,16,2,2,1,,1,1,2,7657,3,,554,55,17,70,2,4,1,137,112,,3,10,0,
56WN00770,56,2,8366,3,70,720,7598,3,17,,1,2,75,135,1,1,07,1,77,10,03,08,08,046,14,2,2,1,,1,1,2,7166,3,,502,50,17,70,2,2,1,149,92,,,,0,
56WN00771,56,2,8367,3,72,820,7005,3,17,,1,4,75,135,1,4,08,1,94,15,12,09,06,036,15,2,2,1,,1,1,4,7689,3,,588,58,17,71,3,8,1,90,146,,,,0,
56WN00772,56,2,8368,3,72,930,6906,3,17,,3,4,75,135,1,3,09,1,77,09,06,07,08,036,15,2,3,2,,3,3,4,7794,3,,516,51,17,71,3,6,1,135,74,,,,0,
56WN00773,56,1,8369,3,72,980,7424,3,17,,5,3,75,135,1,5,10,1,80,10,03,10,10,034,15,2,3,2,,5,2,3,7944,3,,496,49,17,71,3,6,1,151,130,,,,0,
56WN00774,56,1,8370,3,72,980,7424,3,17,,5,3,75,135,1,7,07,2,90,11,06,07,08,033,15,2,2,1,,5,2,3,7944,3,,587,58,17,71,3,7,1,139,108,,,,0,
56WN00775,56,1,8371,3,65,701,7372,3,17,,5,3,75,135,1,4,10,1,64,13,04,08,11,032,14,2,2,1,,5,2,3,1621,2,,391,39,17,62,5,1,1,117,112,,3,17,0,
56WN00776,56,2,8372,3,65,701,7372,3,17,,5,3,75,135,1,2,08,1,69,09,04,08,09,034,14,2,2,1,,5,2,3,1621,2,,439,43,17,62,5,9,1,141,98,,,,0,
56WN00777,56,2,8373,3,70,730,7106,3,17,,5,4,75,135,1,4,08,1,87,09,03,06,06,041,15,2,3,2,,5,2,4,7890,3,,573,57,17,70,2,3,1,159,96,,,,0,
56WN00778,56,1,8374,3,70,730,7106,3,17,,5,4,75,135,1,4,10,2,61,09,04,10,11,034,14,2,2,1,,5,2,4,7890,3,,391,39,17,70,2,1,1,136,82,,3,10,0,
56WN00779,56,2,8375,3,72,960,7273,3,17,,5,3,75,135,1,3,11,1,69,09,03,08,08,040,14,2,2,1,,5,2,3,7703,3,,458,45,17,71,3,8,1,146,72,,,,0,
56WN00780,56,1,8376,3,72,960,7273,3,17,,5,3,75,135,1,7,06,1,58,10,03,09,11,033,14,2,2,1,,5,2,3,7703,3,,373,37,17,71,3,3,1,131,76,,,,0,
56WN00781,56,1,8377,3,70,720,6667,3,17,,5,5,75,135,1,5,10,1,57,09,03,11,11,032,15,2,2,1,,5,2,4,7166,3,,361,36,17,70,2,1,1,134,82,,3,10,0,
56WN00782,56,1,8378,3,70,720,6667,3,17,,5,5,75,135,1,4,09,1,80,11,03,07,07,038,16,2,2,1,,5,2,4,7166,3,,519,51,17,70,2,9,1,140,100,,,,0,
56WN00783,56,1,8379,3,70,730,7484,3,17,,5,3,75,135,1,4,11,1,73,09,04,10,09,028,15,2,2,1,,5,2,3,7890,3,,462,46,17,70,2,2,1,138,106,,,,0,
56WN00784,56,2,8380,3,70,730,7484,3,17,,5,3,75,135,1,1,10,1,67,09,04,08,09,036,14,2,2,1,,5,2,3,7890,3,,427,42,17,70,2,7,1,140,94,,,,0,
56WN00785,56,2,8382,3,65,551,7123,3,17,,1,4,75,135,1,1,10,1,75,10,04,07,07,036,15,2,2,1,,1,1,4,4319,1,,474,47,17,62,5,4,1,128,110,,,,0,
56WN00786,56,2,8383,3,65,551,7011,3,17,,5,4,74,134,1,3,10,1,58,10,04,09,10,036,16,2,3,2,,5,2,4,4319,1,,378,37,17,62,5,8,1,129,74,,,,0,
56WN00787,56,1,8384,3,65,551,7011,3,17,,5,4,74,134,1,7,09,1,74,11,04,07,09,034,13,2,2,1,,5,2,4,4319,1,,475,47,17,62,5,5,1,134,104,,3,62,0,
56WN00788,56,2,8385,3,66,641,7859,3,17,,1,2,74,134,1,1,10,1,77,09,04,07,09,037,14,2,2,1,,1,1,2,2243,2,,519,51,17,65,5,9,1,147,74,,,,0,
56WN00789,56,1,8386,3,70,720,7693,3,17,,1,2,74,134,1,4,07,1,92,10,04,06,09,042,14,2,2,1,,1,1,2,7166,3,,603,60,17,70,2,3,1,158,112,,3,17,0,
56WN00790,56,1,8387,3,72,860,7353,3,17,,5,3,87,147,1,7,07,1,81,09,05,09,08,037,16,2,2,1,,5,2,3,7946,3,,480,48,17,71,3,0,7,142,104,,,,0,-
56WN00791,56,2,8388,3,72,860,7353,3,17,,5,3,87,147,1,5,10,1,85,10,03,06,06,039,14,2,2,1,,5,2,3,7946,3,,518,51,17,71,3,8,7,146,88,,,,0,-
56WN00792,56,2,8389,3,70,730,6283,3,17,,5,6,74,134,1,1,06,1,79,09,03,06,07,040,16,2,2,1,,5,2,4,7890,3,,510,51,17,70,2,0,1,153,106,,,,0,
56WN00793,56,2,8390,3,70,730,6283,3,17,,5,6,74,134,1,1,08,1,68,08,03,09,10,037,16,2,3,2,,5,2,4,7890,3,,437,43,17,70,2,7,1,154,94,,2,17,0,
56WN00794,56,2,8391,3,70,720,7149,3,17,,5,3,74,134,1,1,11,1,68,10,03,10,10,032,14,2,2,1,,5,2,3,7166,3,,439,43,17,70,2,9,1,140,92,,,,0,
56WN00795,56,2,8392,3,70,720,7149,3,17,,5,3,74,134,1,1,10,1,69,10,03,09,08,040,16,2,2,1,,5,2,3,7166,3,,452,45,17,70,2,2,1,141,84,,,,0,
56WN00796,56,2,8393,3,70,710,7848,3,17,,1,2,74,134,1,1,09,3,76,10,04,08,08,036,16,1,2,2,,1,1,2,7657,3,,493,49,17,70,2,3,1,138,100,,,,0,
56WN00797,56,1,8394,3,70,730,6462,3,17,,1,6,74,134,1,7,12,1,80,09,04,06,09,049,11,2,3,2,,1,1,4,7890,3,,512,51,17,70,2,2,1,151,114,,,,0,
56WN00798,56,2,8395,3,70,710,6077,3,17,,1,7,74,134,1,1,08,1,84,10,04,07,06,038,15,2,2,1,,1,1,5,7657,3,,533,53,17,70,2,3,1,136,126,,,,0,
56WN00799,56,1,8397,3,65,671,7840,3,17,,1,2,74,134,1,4,10,1,80,09,03,07,09,039,14,2,3,2,,1,1,2,1857,2,,519,51,17,62,5,9,1,153,104,,,,0,
56WN00800,56,2,8398,3,70,720,6607,3,17,,5,5,74,134,1,1,09,1,73,08,06,09,10,039,16,2,3,2,,5,2,4,7166,3,,467,46,17,70,2,7,1,149,104,,,,0,
56WN00801,56,1,8399,3,70,720,6607,3,17,,5,5,74,134,1,5,07,1,77,09,03,08,09,037,15,2,2,1,,5,2,4,7166,3,,493,49,17,70,2,3,1,153,110,,,,0,
56WN00802,56,1,8400,3,70,710,6682,3,17,,5,5,74,134,1,7,09,1,69,09,03,09,10,032,12,2,2,1,,5,2,4,7657,3,,452,45,17,70,2,2,1,144,84,,3,37,0,
56WN00803,56,1,8401,3,70,710,6682,3,17,,5,5,74,134,1,2,12,1,92,09,04,07,08,033,14,2,2,1,,5,2,4,7657,3,,619,61,17,70,2,9,1,158,90,,6,,0,
56WN00804,56,1,8402,3,65,631,6995,3,17,,5,4,74,134,1,5,09,1,83,14,10,07,08,034,14,2,2,1,,5,2,4,1652,2,,539,53,17,62,5,9,1,103,108,,3,17,0,
56WN00805,56,2,8403,3,65,631,6995,3,17,,5,4,74,134,1,2,06,1,65,12,06,07,08,036,14,2,2,1,,5,2,4,1652,2,,412,41,17,62,5,2,1,113,98,,2,13,0,
56WN00806,56,1,8404,3,70,720,7264,3,17,,1,3,74,134,1,4,09,1,91,12,04,07,09,041,16,2,3,2,,1,1,3,7166,3,,594,59,17,70,2,4,1,141,114,,,,0,
56WN00807,56,2,8405,3,70,730,6055,3,17,,1,7,74,134,1,1,07,1,71,09,04,07,08,043,16,2,3,2,,1,1,5,7890,3,,448,44,17,70,2,8,1,137,110,,,,0,
56WN00808,56,2,8406,3,72,880,7524,3,17,,1,3,74,134,1,1,09,1,85,09,03,07,09,044,12,2,3,2,,1,1,3,7890,3,,545,54,17,71,3,5,1,158,120,,,,0,
56WN00809,56,2,8407,3,65,651,7866,3,17,,1,2,74,134,1,1,07,1,76,09,03,06,08,038,12,3,6,4,,1,1,2,2123,2,,506,50,17,62,5,6,1,148,82,,2,74,0,
56WN00810,56,2,8408,3,70,730,6040,3,17,,4,7,73,133,1,3,09,3,75,10,03,08,10,033,16,1,2,2,,3,3,5,7890,3,,498,49,17,70,2,8,1,143,88,,2,17,0,
56WN00811,56,2,8409,3,70,730,6040,3,17,,3,7,73,133,1,1,07,1,72,09,03,08,08,032,18,2,2,1,,3,3,5,7890,3,,474,47,17,70,2,4,1,139,90,,2,17,0,
56WN00812,56,1,8410,3,72,810,7512,3,17,,1,3,73,133,1,7,11,1,90,14,05,08,09,031,14,2,2,1,,1,1,3,7683,3,,579,57,17,71,3,9,1,120,130,,,,0,
56WN00813,56,1,8411,3,70,730,7258,3,17,,1,3,73,133,1,4,11,1,80,09,03,08,09,034,17,2,3,2,,1,1,3,7890,3,,516,51,17,70,2,6,1,145,114,,3,17,0,
56WN00814,56,1,8412,3,66,641,7925,3,17,,1,2,73,133,1,5,09,1,88,10,04,07,09,038,12,2,2,1,,1,1,2,2243,2,,579,57,17,65,5,9,1,152,110,,3,17,0,
56WN00815,56,2,8413,3,70,710,7818,3,17,,1,2,73,133,1,1,09,1,67,11,04,07,09,044,12,1,2,2,,1,1,2,7657,3,,435,43,17,70,2,5,1,132,92,,,,0,
56WN00816,56,1,8414,3,70,730,7642,3,17,,1,2,73,133,1,7,11,1,68,09,04,06,09,036,15,1,2,2,,1,1,2,7890,3,,450,45,17,70,2,0,1,135,82,,3,17,0,
56WN00817,56,2,8415,3,70,710,6256,3,17,,1,6,73,133,1,1,10,1,79,09,03,06,07,038,15,2,2,1,,1,1,4,7657,3,,523,52,17,70,2,3,1,143,94,,,,0,
56WN00818,56,1,8416,3,70,710,7247,3,17,,1,3,73,133,1,7,10,1,86,09,04,06,08,037,14,2,3,2,,1,1,3,7657,3,,565,56,17,70,2,5,1,146,108,,3,37,0,
56WN00819,56,2,8417,3,65,641,7145,3,17,,1,3,73,133,1,1,06,1,88,09,07,07,05,036,15,2,2,1,,1,1,3,2243,2,,571,57,17,62,5,1,1,131,120,,2,13,0,
56WN00820,56,1,8418,3,70,710,6957,3,17,,5,4,73,133,1,5,11,1,63,09,03,10,10,030,16,2,2,1,,5,2,4,7657,3,,421,42,17,70,2,1,1,137,70,,3,10,0,
56WN00821,56,1,8419,3,70,710,6957,3,17,,5,4,73,133,1,7,10,1,69,10,03,10,10,032,16,2,2,1,,5,2,4,7657,3,,460,46,17,70,2,0,1,139,78,,3,37,0,
56WN00822,56,1,8420,3,65,591,7437,3,17,,1,3,73,133,1,7,06,1,81,11,04,07,09,051,8,2,2,1,,1,1,3,3868,1,,532,53,17,62,5,2,1,144,102,,3,17,0,
56WN00823,56,1,8421,3,65,611,6806,3,17,,5,5,73,133,1,7,08,1,79,10,03,08,09,037,13,2,3,2,,5,2,4,4213,1,,511,51,17,62,5,1,1,150,110,,3,17,0,
56WN00824,56,1,8422,3,65,611,6806,3,17,,5,5,73,133,1,7,12,1,73,10,04,09,09,025,11,2,2,1,,5,2,4,4213,1,,471,47,17,62,5,1,1,132,104,,3,17,0,
56WN00825,56,1,8423,3,72,860,7945,3,17,,1,2,73,133,1,7,10,1,95,11,04,08,08,034,15,2,2,1,,1,1,2,7946,3,,626,62,17,72,3,6,1,149,118,,6,,0,
56WN00826,56,1,8424,3,66,631,7909,3,17,,1,2,75,135,1,5,08,1,66,13,10,12,10,031,12,2,2,1,,1,1,2,1652,2,,418,41,17,65,5,8,5,93,96,,3,17,0,
56WN00827,56,2,8425,3,70,730,6727,3,17,,5,5,72,132,1,1,11,1,59,10,03,08,10,035,16,2,2,1,,5,2,4,7890,3,,376,37,17,70,2,6,1,134,94,,2,17,0,
56WN00828,56,1,8426,3,70,730,6727,3,17,,5,5,72,132,1,5,10,1,73,10,04,08,10,042,9,2,3,2,,5,2,4,7890,3,,462,46,17,70,2,2,1,147,120,,3,17,0,
56WN00829,56,2,8427,3,70,710,6679,3,17,,5,5,72,132,1,4,12,1,57,09,03,11,09,027,16,2,2,1,,5,2,4,7657,3,,365,36,17,70,2,5,1,129,88,,,,0,
56WN00830,56,1,8428,3,70,710,6679,3,17,,5,5,72,132,1,4,11,1,69,10,03,09,11,033,16,2,2,1,,5,2,4,7657,3,,445,44,17,70,2,5,1,143,102,,,,0,
56WN00831,56,2,8429,3,72,910,7213,3,17,,5,3,72,132,1,3,11,1,79,10,03,09,06,028,16,1,2,2,,5,2,3,7664,3,,530,53,17,71,3,0,1,138,90,,,,0,
56WN00832,56,2,8430,3,72,910,7213,3,17,,5,3,72,132,1,1,10,1,65,10,04,09,10,030,14,2,2,1,,5,2,3,7664,3,,429,42,17,71,3,9,1,133,84,,,,0,
56WN00833,56,1,8431,3,70,720,6820,3,17,,3,5,72,132,1,5,07,1,104,09,04,06,07,038,14,2,2,1,,3,3,4,7166,3,,698,69,17,70,2,8,1,167,118,,,,0,
56WN00834,56,1,8433,3,70,720,6595,3,17,,1,5,72,132,1,5,11,1,98,09,04,06,07,040,17,2,2,1,,1,1,4,7166,3,,667,66,17,70,2,7,1,158,100,,6,,0,
56WN00835,56,2,8434,3,70,710,6296,3,17,,1,6,72,132,1,1,11,1,77,10,03,07,08,034,14,2,2,1,,1,1,4,7657,3,,511,51,17,70,2,1,1,136,96,,,,0,
56WN00836,56,2,8435,3,72,900,7439,3,17,,3,3,72,132,1,1,07,1,84,10,04,07,06,036,14,2,2,1,,3,3,3,7626,3,,571,57,17,71,3,1,1,140,86,,,,0,
56WN00837,56,1,8436,3,70,710,7242,3,17,,1,3,72,132,1,7,10,1,90,10,03,07,06,033,15,2,2,1,,1,1,3,7657,3,,591,59,17,70,2,1,1,141,120,,,,0,
56WN00838,56,2,8438,3,70,730,6703,3,17,,1,5,72,132,1,3,08,1,82,09,03,06,07,038,15,2,2,1,,1,1,4,7890,3,,545,54,17,70,2,5,1,146,100,,,,0,
56WN00839,56,1,8439,3,70,730,6776,3,17,,5,5,72,132,1,4,12,1,71,10,03,09,11,033,16,2,2,1,,5,2,4,7890,3,,473,47,17,70,2,3,1,145,86,,3,17,0,
56WN00840,56,2,8440,3,70,730,6776,3,17,,5,5,72,132,1,1,10,1,63,09,03,08,11,031,15,2,2,1,,5,2,4,7890,3,,405,40,17,70,2,5,1,143,96,,,,0,
56WN00841,56,1,8441,3,72,990,7423,3,17,,5,3,72,132,1,7,09,1,83,09,04,09,08,034,15,2,2,1,,5,2,3,7681,3,,548,54,17,71,3,8,1,151,106,,,,0,
56WN00842,56,1,8442,3,72,990,7423,3,17,,5,3,72,132,1,7,10,1,68,09,03,09,10,032,15,2,2,1,,5,2,3,7681,3,,439,43,17,71,3,9,1,144,100,,,,0,
56WN00843,56,1,8443,3,70,720,7219,3,17,,5,3,72,132,1,6,09,1,80,09,03,08,08,039,14,2,2,1,,5,2,3,7166,3,,542,54,17,70,2,2,1,155,84,,,,0,
56WN00844,56,1,8444,3,70,720,7219,3,17,,5,3,72,132,1,4,06,1,56,09,03,11,11,033,13,2,2,1,,5,2,3,7166,3,,356,35,17,70,2,6,1,135,90,,3,10,0,
56WN00845,56,2,8445,3,65,611,7555,3,17,,1,2,72,132,1,1,06,1,73,09,04,07,07,036,14,2,2,1,,1,1,2,4213,1,,502,50,17,62,5,2,1,138,68,,,,0,
56WN00846,56,1,8446,3,65,571,7349,3,17,,4,3,71,131,1,4,07,1,74,10,04,08,09,030,16,1,2,2,,3,3,3,4289,1,,501,50,17,62,5,1,1,132,84,,3,17,0,
56WN00847,56,1,8447,3,65,571,7349,3,17,,3,3,71,131,1,7,10,1,70,12,03,09,08,031,16,1,2,2,,3,3,3,4289,1,,470,47,17,62,5,0,1,120,84,,3,17,0,
56WN00848,56,1,8448,3,70,720,7823,3,17,,1,2,71,131,1,5,09,1,74,10,04,07,10,035,15,2,2,1,,1,1,2,7166,3,,499,49,17,70,2,9,1,139,86,,3,10,0,
56WN00849,56,1,8450,3,72,950,7035,3,17,,5,4,71,131,1,4,06,1,48,14,04,11,11,034,16,2,2,1,,5,2,4,7793,3,,276,27,17,71,3,6,1,100,118,,,,0,
56WN00850,56,1,8451,3,72,950,7035,3,17,,5,4,71,131,1,7,12,1,60,11,04,09,10,028,16,1,2,2,,5,2,4,7793,3,,379,37,17,71,3,9,1,120,104,,,,0,
56WN00851,56,2,8452,3,70,720,6022,3,17,,3,7,71,131,1,1,06,1,80,09,04,06,08,048,9,2,2,1,,3,3,5,7166,3,,530,53,17,70,2,0,1,155,106,,,,0,
56WN00852,56,1,8453,3,70,720,6022,3,17,,4,7,71,131,1,4,07,1,83,12,04,07,11,047,11,2,3,2,,3,3,5,7166,3,,550,55,17,70,2,0,1,148,110,,,,0,
56WN00853,56,2,8454,3,70,710,6985,3,17,,5,4,71,131,1,1,10,1,80,10,04,07,07,041,14,2,2,1,,5,2,4,7657,3,,536,53,17,70,2,6,1,148,98,,,,0,
