UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW
95WN01437, 95105709,95,S5709,10,3,12,07, 91,8,2,2,6.0,6,4,1,92,219,127,5,10.8,65,81,0.553,77,1,1,,,0,C,,,S2552,10,S9573,19,12,3,93,268,5,4,106,1.6,113.3,3,94,,13.679
95WN01438, 95105710,95,S5710,10,2,13,42, 44,5,1,2,5.0,5,4,1,92,219,127,8,11.4,56,70,0.461,67,1,1,,,0,F,MER,,01958,TX,S0563,10,13,6,01,249,3,4,89,1.41,84.3,6,,,1.326
95WN01439, 95105711,95,S5711,10,2,11,07, 32,8,2,1,5.0,5,4,1,92,219,127,11,11.0,81,99,0.693,94,1,1,,,0,R,e.2,,S2359,10,S0930,10,11,1,,0,3,2,107,1.41,88.2,1,114,,11.555
95WN01440, 95105713,95,S5713,10,1,10,07, 21,8,2,2,4.0,4,4,1,92,219,127,4,12.0,69,89,0.606,85,1,1,,,0,M,,,S3547,10,S1380,10,10,3,93,240,5,5,100,1.52,101.7,3,101,,11.668
95WN01441, 95105714,95,S5714,10,1,10,07, 21,8,2,2,4.0,4,4,1,92,219,127,19,11.8,62,79,0.529,75,1,1,,,0,M,,,S3547,10,S1380,10,10,3,93,240,5,5,94,1.52,101.7,3,91,,11.668
95WN01442, 95105715,95,S5715,10,2,10,43, 22,5,1,1,4.0,4,4,1,92,219,127,4,13.0,67,82,0.543,78,1,3,,,0,M,e.0,"WRINKLES,URI",S3142,10,S1449,10,10,1,,0,1,1,95,1.39,79.9,1,92,,8.291
95WN01443, 95105716,95,S5716,10,3,18,07,e.2,8,2,1,1.0,1,1,1,92,219,127,4,9.6,66,86,0.602,82,1,1,,,0,R,,,S2677,10,S4724,10,11,Z,93,258,3,2,105,1.74,104.0,Z,99,,16.03
95WN01444, 95105719,95,S5719,10,1,11,07, 32,8,2,1,5.0,5,4,1,92,219,127,17,9.3,83,97,0.691,92,1,1,,,0,R,,,S2359,10,S0459,10,11,1,,0,3,2,101,1.63,96.0,1,107,,16.637
95WN01445, 95105720,95,S5720,10,2,11,07, 34,8,2,2,5.0,5,4,1,92,219,127,3,8.9,62,85,0.599,81,1,1,,,0,R,e.2,HAIRY,S2567,10,S0759,10,11,1,,0,5,6,105,1.85,101.7,1,97,,16.769
95WN01446, 95105721,95,S5721,10,3,11,07, 34,8,2,2,5.0,5,4,1,92,219,127,21,10.6,64,82,0.562,78,1,2,,,0,R,MER,,S2567,10,S0759,10,11,3,93,268,5,4,101,1.85,101.7,3,99,,16.769
95WN01447, 95105724,95,S5724,10,2,12,42, 82,9,3,1,7.0,7,5,1,92,219,127,20,9.0,70,86,0.606,82,1,1,,,0,C,e.1,COUGH TRT,S2545,10,S9337,19,12,1,,0,7,2,103,1.55,90.6,1,106,,15.753
95WN01448, 95105726,95,S5726,10,3,13,07, 41,8,2,2,4.0,4,4,1,92,219,127,19,10.5,64,80,0.547,76,1,1,,,0,F,,,S3460,10,S1986,10,13,3,93,268,5,5,89,1.39,79.4,3,89,,13.984
95WN01449, 95105727,95,S5727,10,2,13,07, 41,8,2,2,4.0,4,4,1,92,219,127,13,10.2,59,75,0.51,71,1,1,,,0,F,e.2,,S3460,10,S1986,10,13,1,,0,5,5,87,1.39,79.4,1,84,,13.984
95WN01450, 95105728,95,S5728,10,2,13,07, 41,8,2,2,5.0,5,4,1,92,219,127,14,11.3,67,81,0.549,77,1,1,,,0,F,e.0,,S3460,10,S0812,10,13,1,,0,5,5,105,1.63,107.4,1,96,,16.538
95WN01451, 95105729,95,S5729,10,1,13,07, 41,8,2,2,5.0,5,4,1,92,219,127,13,9.7,68,86,0.601,82,1,1,,,0,F,,,S3460,10,S0812,10,13,3,93,240,5,5,101,1.63,107.4,3,101,,16.538
95WN01452, 95105730,95,S5730,10,1,11,07, 33,8,2,2,6.0,6,4,1,92,219,127,9,13.0,82,103,0.709,98,1,1,,,0,R,,,S2505,10,S9922,19,11,1,,0,5,5,102,1.3,89.8,1,111,,18.713
95WN01453, 95105731,95,S5731,10,1,11,07, 33,8,2,2,6.0,6,4,1,92,219,127,3,13.7,76,100,0.68,95,1,1,5,,0,R,,H5,S2505,10,S9922,19,11,1,,0,5,5,100,1.3,89.8,1,109,,18.713
95WN01454, 95105732,95,S5732,10,2,13,42, 42,8,2,2,3.0,3,3,2,92,221,129,9,11.1,59,79,0.526,74,1,3,,,0,F,e.1,,S2630,10,S2846,10,13,1,,0,5,5,107,1.61,109.0,1,91,,12.293
95WN01455, 95105733,95,S5733,10,1,13,42, 42,8,2,2,3.0,3,3,2,92,221,129,7,11.6,65,86,0.577,81,1,1,6,,0,F,,H6,S2630,10,S2846,10,13,3,93,240,5,5,105,1.61,109.0,3,92,,12.293
95WN01456, 95105734,95,S5734,10,3,12,43, 85,8,2,2,3.0,3,3,1,92,219,127,7,9.9,49,63,0.418,60,1,1,,,0,C,,,S2964,10,S2929,10,12,3,93,268,5,5,85,1.47,85.5,3,74,,11.081
95WN01457, 95105735,95,S5735,10,3,12,43, 85,8,2,2,3.0,3,3,1,92,219,127,13,10.7,63,80,0.546,76,1,1,,,0,C,,,S2964,10,S2929,10,12,3,93,268,5,5,95,1.47,85.5,3,98,,11.081
95WN01458, 95105736,95,S5736,10,2,11,07, 32,8,2,2,4.0,4,4,1,92,219,127,9,8.3,54,65,0.446,62,1,1,,,0,R, 20,HAIRY,S2359,10,S1522,10,11,2,92,264,5,5,92,1.52,101.5,2,79,,15.28
95WN01459, 95105737,95,S5737,10,2,11,07, 32,8,2,2,4.0,4,4,1,92,219,127,13,8.1,56,71,0.495,68,1,1,,,0,R, 16,HAIRY,S2359,10,S1522,10,11,2,92,264,5,5,96,1.52,101.5,2,86,,15.28
95WN01460, 95105738,95,S5738,10,2,13,42, 41,8,2,2,5.0,5,4,2,92,221,129,12,8.2,26,41,0.254,39,1,1,,,0,F,MER,,S3460,10,S0421,10,13,3,93,268,5,6,77,1.63,99.0,3,53,,13.822
95WN01461, 95105739,95,S5739,10,1,13,42, 41,8,2,2,5.0,5,4,2,92,221,129,8,9.7,62,83,0.568,78,1,1,4,,0,F,MER,H4,S3460,10,S0421,10,13,3,93,240,5,4,98,1.63,99.0,3,92,,13.822
95WN01462, 95105740,95,S5740,10,1,11,07, 32,5,1,1,4.0,4,4,1,92,219,127,6,13.0,82,108,0.748,103,1,1,4,,0,R,,SAVE H4 sub,S2359,10,S1640,10,11,1,,0,1,1,110,1.39,101.2,1,121,,15.447
95WN01463, 95105741,95,S5741,10,1,10,07, 22,5,1,1,2.0,2,2,1,92,219,127,18,11.4,63,76,0.509,72,1,1,,,0,M,,,S3142,10,S3604,10,10,3,93,240,1,1,89,1.59,96.3,3,87,,11.466
95WN01464, 95105742,95,S5742,10,2,10,07, 24,5,1,1,5.0,5,4,1,92,219,127,14,11.9,65,84,0.568,80,1,1,,,0,M,e.2,,S2585,10,S0461,10,10,1,,0,1,1,100,1.41,93.4,1,99,,7.499
95WN01465, 95105743,95,S5743,10,3,10,07, 22,8,2,2,4.0,4,4,1,92,219,127,4,11.0,50,67,0.441,64,1,1,,,0,M,,BLK R EYE,S3142,10,S1516,10,10,3,93,268,5,5,100,1.77,118.1,3,79,,19.651
95WN01466, 95105744,95,S5744,10,1,10,07, 22,8,2,2,4.0,4,4,1,92,219,127,17,12.2,52,68,0.439,65,1,1,,,0,M,,,S3142,10,S1516,10,10,3,93,240,5,5,96,1.77,118.1,3,80,,19.651
95WN01467, 95105745,95,S5745,10,2,10,42, 24,8,2,2,5.0,5,4,1,92,219,127,14,12.6,76,95,0.649,90,1,1,,,0,M,e.1,,S2585,10,S0362,10,10,1,,0,5,5,126,1.63,124.4,1,111,,8.965
95WN01468, 95105746,95,S5746,10,2,10,42, 24,8,2,2,5.0,5,4,1,92,219,127,12,11.5,67,81,0.547,77,1,1,,,0,M,e.0,,S2585,10,S0362,10,10,1,,0,5,5,117,1.63,124.4,1,98,,8.965
95WN01469, 95105747,95,S5747,10,2,18,07,e.2,5,1,1,1.0,1,1,1,92,219,127,4,11.8,69,86,0.584,82,1,1,,,0,R, 15,"4TEATS,SCOURS",S2677,10,S4468,10,11,2,92,264,1,1,107,1.64,104.0,2,100,,20.426
95WN01470, 95105749,95,S5749,10,2,13,07, 44,8,2,1,3.0,3,3,1,92,219,127,18,9.5,68,84,0.587,80,1,1,,,0,F,e.0,,01958,TX,S2694,10,13,1,,0,3,2,102,1.61,96.9,1,101,,8.05
95WN01471, 95105750,95,S5750,10,2,10,42, 21,8,2,2,5.0,5,4,1,92,219,127,5,11.1,59,64,0.417,61,1,1,,,0,M, 28,,S3547,10,S0484,10,10,2,92,264,5,5,90,1.41,93.0,2,77,,6.349
95WN01472, 95105751,95,S5751,10,2,10,42, 21,8,2,2,5.0,5,4,1,92,219,127,13,11.5,57,74,0.492,71,1,1,,,0,M,e.1,,S3547,10,S0484,10,10,1,,0,5,5,97,1.41,93.0,1,87,,6.349
95WN01473, 95105752,95,S5752,10,1,12,07, 85,8,2,2,5.0,5,4,1,92,219,127,19,9.8,64,83,0.576,79,1,1,,,0,C,,,S2964,10,S0787,10,12,1,,0,5,6,101,1.63,111.1,1,93,,11.332
95WN01474, 95105753,95,S5753,10,1,12,07, 85,8,2,2,5.0,5,4,1,92,219,127,7,11.6,66,87,0.594,83,1,1,,,0,C,,,S2964,10,S0787,10,12,1,,0,5,4,103,1.63,111.1,1,99,,11.332
95WN01475, 95105755,95,S5755,10,1,10,07, 24,9,3,1,7.0,7,5,1,92,219,127,15,7.8,47,63,0.435,60,1,1,,,0,M,,,S2585,10,S9277,19,10,3,93,240,7,2,77,1.73,84.9,3,73,,3.27
95WN01476, 95105758,95,S5758,10,2,12,07, 89,9,3,2,6.0,6,4,2,92,221,129,8,8.1,56,77,0.534,72,1,1,,,0,C,e.2,,S3244,10,S9570,19,12,1,,0,8,5,87,1.4,77.9,1,91,,19.849
95WN01477, 95105759,95,S5759,10,2,12,07, 89,9,3,2,6.0,6,4,2,92,221,129,6,7.5,60,75,0.523,70,1,1,,,0,C, 15,,S3244,10,S9570,19,12,2,92,264,8,5,86,1.4,77.9,2,92,,19.849
95WN01478, 95105760,95,S5760,10,1,11,43, 34,8,2,2,3.0,3,3,1,92,219,127,15,10.1,58,77,0.527,73,1,1,,,0,R,,,S2567,10,S2775,10,11,3,93,240,5,5,91,1.47,92.1,3,87,,11.719
95WN01479, 95105761,95,S5761,10,2,11,43, 34,8,2,2,3.0,3,3,1,92,219,127,3,8.9,56,74,0.513,70,1,1,,,0,R, 23,,S2567,10,S2775,10,11,2,92,264,5,5,95,1.47,92.1,2,90,,11.719
95WN01480, 95105762,95,S5762,10,1,18,07,e.0,5,1,1,1.0,1,1,1,92,219,127,21,8.1,57,77,0.543,73,1,1,,,0,R,,,S2749,10,S4557,10,11,3,93,240,1,1,93,1.64,102.2,3,81,,13.969
95WN01481, 95105763,95,S5763,10,1,13,42, 43,8,2,2,5.0,5,4,1,92,219,127,2,13.4,57,80,0.524,76,1,1,,,0,F,MER,,S2500,10,S0795,10,13,3,93,240,5,5,99,1.52,104.4,3,90,,10.88
95WN01482, 95105764,95,S5764,10,1,13,42, 43,8,2,2,5.0,5,4,1,92,219,127,3,12.8,61,85,0.569,81,1,1,,,0,F,MER,,S2500,10,S0795,10,13,3,93,240,5,5,102,1.52,104.4,3,90,,10.88
95WN01483, 95105765,95,S5765,10,1,12,07, 80,8,2,2,3.0,3,3,1,92,219,127,11,10.9,60,76,0.513,72,1,1,,,0,C,,,01574,TX,S2844,10,12,1,,0,5,5,89,1.47,94.5,1,86,,6.019
95WN01484, 95105766,95,S5766,10,1,12,07, 80,8,2,2,3.0,3,3,1,92,219,127,17,10.0,62,77,0.528,73,1,1,7,,0,C,,H7,01574,TX,S2844,10,12,3,93,240,5,5,89,1.47,94.5,3,90,,6.019
95WN01485, 95105767,95,S5767,10,1,12,42, 83,8,2,2,4.0,4,4,1,92,219,127,6,13.4,69,86,0.572,82,1,1,4,,0,C,,H4 only3/sire,S2753,10,S1308,10,12,1,,0,5,5,95,1.52,87.3,1,94,,7.644
95WN01486, 95105768,95,S5768,10,2,12,42, 83,8,2,2,4.0,4,4,1,92,219,127,17,12.6,42,56,0.342,54,1,1,,,0,C, 29,,S2753,10,S1308,10,12,2,92,264,5,5,82,1.52,87.3,2,73,,7.644
95WN01487, 95105769,95,S5769,10,1,11,42, 32,5,1,2,5.0,5,4,1,92,219,127,19,15.0,69,91,0.598,87,1,1,,,0,R,MER,,S2359,10,S0707,10,11,3,93,240,3,4,102,1.52,96.0,3,99,,8.953
95WN01488, 95105770,95,S5770,10,1,10,43, 22,8,2,2,3.0,3,3,1,92,219,127,7,10.6,61,77,0.523,73,1,1,,,0,M,,,S3142,10,S3149,10,10,3,93,240,5,5,101,1.76,112.2,3,92,,13.968
95WN01489, 95105771,95,S5771,10,1,10,43, 22,8,2,2,3.0,3,3,1,92,219,127,8,9.4,60,77,0.532,73,1,1,,,0,M,,,S3142,10,S3149,10,10,3,93,240,5,5,101,1.76,112.2,3,88,,13.968
95WN01490, 95105772,95,S5772,10,1,10,07, 23,5,1,1,6.0,6,4,1,92,219,127,2,9.3,71,90,0.635,86,1,1,,,0,M,,,S2576,10,S9832,19,10,3,93,240,1,1,99,1.6,98.3,3,96,,14.539
95WN01491, 95105775,95,S5775,10,2,12,07, 89,8,2,2,4.0,4,4,2,92,221,129,17,11.0,58,67,0.434,63,1,1,,,0,C,e.2,4TEATS,S3244,10,S1513,10,12,1,,0,5,6,88,1.89,92.7,1,80,,11.776
95WN01492, 95105776,95,S5776,10,1,12,07, 89,8,2,2,4.0,4,4,2,92,221,129,12,13.0,45,83,0.543,78,1,1,,,0,C,,,S3244,10,S1513,10,12,1,,0,5,4,91,1.89,92.7,1,95,,11.776
95WN01493, 95105777,95,S5777,10,1,18,07,e.0,5,1,1,1.0,1,1,1,92,219,127,6,11.0,62,81,0.551,77,1,1,,,0,M,,,S2749,10,S4608,10,10,3,93,240,1,1,96,1.64,103.0,3,93,,12.072
95WN01494, 95105778,95,S5778,10,2,11,07, 31,9,3,2,5.0,5,4,2,93,221,128,14,8.0,61,81,0.57,76,1,1,,,0,R,e.0,ENTR,S2315,10,S0916,10,11,1,,0,8,6,108,1.96,114.9,1,94,,16.599
95WN01495, 95105779,95,S5779,10,1,11,07, 31,9,3,2,5.0,5,4,2,93,221,128,15,10.6,63,85,0.581,80,1,1,5,,0,R,MER,H5,S2315,10,S0916,10,11,3,93,240,8,4,103,1.96,114.9,3,91,,16.599
95WN01496, 95105780,95,S5780,10,1,11,07, 31,9,3,2,5.0,5,4,2,93,221,128,14,9.8,57,75,0.509,71,1,1,,,0,R,MER,"ENTR,RAM,X",S2315,10,S0916,10,11,3,93,240,8,6,98,1.96,114.9,3,87,,16.599
95WN01497, 95105781,95,S5781,10,2,00,08, 16,8,2,2,8.0,8,5,2,93,221,128,18,11.8,59,80,0.533,76,1,1,,,0,H,TOB,,S5448,10,S8297,19,18,T,95,320,5,5,0,1.37,96.5,T,95,,0.0
95WN01498, 95105782,95,S5782,10,2,00,08, 16,8,2,2,8.0,8,5,2,93,221,128,8,12.1,69,88,0.593,83,1,1,,,0,H,TOB,ENTR,S5448,10,S8297,19,18,T,95,320,5,5,0,1.37,96.5,T,101,,0.0
95WN01499, 95105783,95,S5783,10,1,11,07, 32,8,2,2,3.0,3,3,2,93,221,128,6,10.6,62,81,0.55,77,1,1,,,0,R,,,S2359,10,S2682,10,11,3,93,240,5,5,92,1.47,94.3,3,88,,11.02
95WN01500, 95105784,95,S5784,10,2,11,07, 32,8,2,2,3.0,3,3,2,93,221,128,11,9.1,55,78,0.538,74,1,1,,,0,R,e.1,,S2359,10,S2682,10,11,1,,0,5,5,97,1.47,94.3,1,91,,11.02
95WN01501, 95105785,95,S5785,10,2,10,07, 22,5,1,2,3.0,3,3,2,93,221,128,15,13.1,69,88,0.585,83,1,1,,,0,M,e.2,4TEATS,S3142,10,S2623,10,10,1,,0,3,4,99,1.47,86.0,1,101,,11.325
95WN01502, 95105787,95,S5787,10,2,12,07, 85,8,2,1,5.0,5,4,2,93,221,128,6,10.4,65,88,0.606,83,1,1,,,0,C,e.2,HAIRY,S2964,10,S0340,10,12,1,,0,3,2,97,1.52,82.0,1,97,,7.345
95WN01503, 95105788,95,S5788,10,1,10,07, 22,8,2,1,6.0,6,4,2,93,221,128,5,9.8,60,88,0.611,83,1,1,,5,0,M,,5 FACE X,S3142,10,S9581,19,10,3,93,240,3,2,92,1.5,87.8,3,99,,25.166
95WN01504, 95105790,95,S5790,10,1,18,42,e.1,5,1,1,1.0,1,1,1,93,219,126,12,11.1,58,79,0.539,76,1,1,3,,0,C,,H3,S2721,10,S4616,10,12,3,93,240,1,1,99,1.64,102.8,3,92,,15.337
95WN01505, 95105791,95,S5791,10,1,11,07, 33,8,2,2,3.0,3,3,2,93,221,128,6,10.9,67,94,0.649,89,1,1,,,0,R,,,S2505,10,S2475,10,11,1,,0,5,3,102,1.47,100.5,1,104,,16.52
95WN01506, 95105792,95,S5792,10,1,11,07, 33,8,2,2,3.0,3,3,2,93,221,128,15,8.0,63,89,0.633,84,1,1,,,0,R,,"ENTR,RAM,X",S2505,10,S2475,10,11,3,93,240,5,7,99,1.47,100.5,3,92,,16.52
95WN01507, 95105793,95,S5793,10,2,10,43, 24,5,1,1,3.0,3,3,2,93,221,128,5,13.1,74,104,0.71,98,1,1,,,0,M,e.0,,S2585,10,S2586,10,10,1,,0,1,1,102,1.47,67.2,1,116,,5.456
95WN01508, 95105794,95,S5794,10,1,18,42,e.1,5,1,1,1.0,1,1,2,93,221,128,4,10.1,66,91,0.632,86,1,1,,,0,M,,,S2721,10,S5101,10,10,3,93,240,1,1,106,1.64,104.8,3,100,,15.59
95WN01509, 95105795,95,S5795,10,1,11,07, 31,9,3,2,4.0,4,4,2,93,221,128,18,9.5,55,74,0.504,70,1,1,,,0,R,,,S2315,10,S1389,10,11,3,93,240,8,5,89,1.64,98.2,3,90,,16.08
95WN01510, 95105796,95,S5796,10,1,11,07, 31,9,3,2,4.0,4,4,2,93,221,128,12,10.5,72,94,0.652,89,1,1,,,0,R,,,S2315,10,S1389,10,11,3,93,240,8,5,101,1.64,98.2,3,105,,16.08
95WN01511, 95105798,95,S5798,10,2,13,07, 44,5,1,1,4.0,4,4,1,93,219,126,5,15.5,81,97,0.647,93,1,1,,,0,F,e.1,4TEATS,01958,TX,S2104,10,13,1,,0,1,1,97,1.27,69.8,1,110,,-2.04
95WN01512, 95105799,95,S5799,10,2,10,07, 21,5,1,1,3.0,3,3,1,93,219,126,11,12.0,71,86,0.587,82,1,1,,,0,M,e.1,,S3547,10,S3082,10,10,1,,0,1,1,97,1.33,84.9,1,93,,10.112
95WN01513, 95105800,95,S5800,10,1,10,07, 21,8,2,2,3.0,3,3,2,93,221,128,3,11.8,70,90,0.611,85,1,1,,,0,M,,,S3547,10,S2828,10,10,1,,0,5,5,102,1.61,106.0,1,98,,12.629
95WN01514, 95105801,95,S5801,10,1,10,07, 21,8,2,2,3.0,3,3,2,93,221,128,6,10.9,70,89,0.61,84,1,1,3,,0,M,,H3,S3547,10,S2828,10,10,3,93,240,5,5,101,1.61,106.0,3,98,,12.629
95WN01515, 95105803,95,S5803,10,2,10,07, 22,9,3,2,6.0,6,4,2,93,221,128,14,9.6,50,66,0.441,62,1,1,,,0,M, 20,4TEATS,S3142,10,S9744,19,10,2,92,264,8,5,77,1.8,70.1,2,80,,9.376
95WN01516, 95105804,95,S5804,10,2,10,07, 22,9,3,2,6.0,6,4,2,93,221,128,7,9.2,63,76,0.522,72,1,1,,,0,M, 16,4TEATS,S3142,10,S9744,19,10,2,92,264,8,5,83,1.8,70.1,2,88,,9.376
95WN01517, 95105805,95,S5805,10,2,10,07, 22,9,3,2,6.0,6,4,1,93,219,126,13,10.0,51,67,0.452,64,1,1,,,0,M, 19,,S3142,10,S9744,19,10,2,92,264,8,5,78,1.8,70.1,2,81,,9.376
95WN01518, 95105806,95,S5806,10,2,10,07, 24,8,2,2,4.0,4,4,2,93,221,128,8,11.3,64,81,0.545,77,1,1,,,0,M,e.2,4TEATS,S2585,10,S2068,10,10,1,,0,5,5,107,1.52,111.8,1,86,,5.694
95WN01519, 95105807,95,S5807,10,1,10,07, 24,8,2,2,4.0,4,4,2,93,221,128,17,12.6,78,101,0.691,95,1,1,,,0,M,,,S2585,10,S2068,10,10,1,,0,5,5,111,1.52,111.8,1,113,,5.694
95WN01520, 95105808,95,S5808,10,2,00,08, 16,8,2,2,7.0,7,5,2,93,221,128,4,10.2,63,84,0.577,79,1,1,,,0,H,WYd,"RF LAME,FEVER",S5448,10,S9042,19,18,3,93,241,5,6,0,1.28,67.3,3,,,0.0
95WN01521, 95105809,95,S5809,10,1,00,08, 16,8,2,2,7.0,7,5,2,93,221,128,10,13.1,77,105,0.718,99,1,1,,,0,H,,,S5448,10,S9042,19,18,3,93,248,5,4,0,1.28,67.3,3,,,0.0
95WN01522, 95105810,95,S5810,10,1,12,42, 88,5,1,1,3.0,3,3,2,93,221,128,1,11.2,62,88,0.6,83,1,1,,,0,C,,"DEAD,PILEUP",S3204,10,S2689,10,12,6,46,212,1,1,91,1.33,77.8,6,,,6.684
95WN01523, 95105811,95,S5811,10,2,10,07, 24,8,2,1,5.0,5,4,2,93,221,128,1,10.5,67,88,0.605,83,1,1,,,0,M,e.0,,S2585,10,S0606,10,10,1,,0,3,2,111,1.74,111.3,1,100,,10.722
95WN01524, 95105813,95,S5813,10,1,11,07, 31,9,3,1,4.0,4,4,2,93,221,128,12,11.3,78,108,0.755,102,1,1,,,0,R,,COARSE X,S2315,10,S1795,10,11,3,93,240,7,2,111,1.77,103.6,3,119,,18.193
95WN01525, 95105815,95,S5815,10,1,11,07, 31,9,3,2,4.0,4,4,2,93,221,128,3,10.2,59,83,0.569,78,1,1,,,0,R,,,S2315,10,S1795,10,11,3,93,240,8,7,97,1.77,103.6,3,92,,18.193
95WN01526, 95105817,95,S5817,10,1,11,43, 33,8,2,2,4.0,4,4,2,93,221,128,11,9.1,73,98,0.695,92,1,1,,,0,R,,NICE,S2505,10,S1311,10,11,1,,0,5,5,110,1.39,104.7,1,103,,15.503
95WN01527, 95105818,95,S5818,10,1,11,43, 33,8,2,2,4.0,4,4,2,93,221,128,10,9.1,60,85,0.593,80,1,1,,4+,0,R,,4+ FACE,S2505,10,S1311,10,11,3,93,240,5,5,102,1.39,104.7,3,92,,15.503
95WN01528, 95105819,95,S5819,10,1,10,42, 22,8,2,2,5.0,5,4,2,93,221,128,18,12.6,67,80,0.527,76,1,1,,,0,M,MER,,S3142,10,S0597,10,10,3,93,240,5,5,95,1.52,96.2,3,94,,13.148
95WN01529, 95105820,95,S5820,10,1,10,42, 22,8,2,2,5.0,5,4,2,93,221,128,13,12.4,76,94,0.638,89,1,1,,,0,M,MER,,S3142,10,S0597,10,10,1,,0,5,5,103,1.52,96.2,1,107,,13.148
95WN01530, 95105821,95,S5821,10,1,12,07, 88,8,2,2,3.0,3,3,2,93,221,128,12,8.2,70,90,0.639,85,1,1,,,0,C,,,S3204,10,S3168,10,12,1,,0,5,5,101,1.76,103.7,1,99,,13.419
95WN01531, 95105822,95,S5822,10,2,12,07, 88,8,2,2,3.0,3,3,2,93,221,128,13,9.4,59,82,0.567,77,1,1,,,0,C, 15,,S3204,10,S3168,10,12,2,92,264,5,5,103,1.76,103.7,2,95,,13.419
95WN01532, 95105823,95,S5823,10,1,12,07, 81,8,2,2,4.0,4,4,2,93,221,128,5,11.5,57,65,0.418,62,1,1,4,,0,C,,H4 BUMBLEFOOT,06139,TX,S1943,10,12,3,93,240,5,4,86,1.52,101.8,3,73,,9.025
95WN01533, 95105824,95,S5824,10,2,12,07, 81,8,2,2,4.0,4,4,2,93,221,128,8,9.4,42,68,0.458,64,1,1,,,0,C, 19,,06139,TX,S1943,10,12,2,92,264,5,6,94,1.52,101.8,2,81,,9.025
95WN01534, 95105825,95,S5825,10,2,13,07, 41,5,1,1,2.0,2,2,2,93,221,128,1,11.1,69,90,0.616,85,1,1,,,0,F,e.2,,S3460,10,S4210,10,13,1,,0,1,1,101,1.43,87.5,1,102,,12.927
95WN01535, 95105826,95,S5826,10,1,13,07, 41,5,1,1,3.0,3,3,2,93,221,128,12,14.5,91,112,0.762,106,1,1,,,0,F,,,S3460,10,S2438,10,13,1,,0,1,1,109,1.47,94.5,1,123,,19.393
95WN01536, 95105827,95,S5827,10,2,13,07, 44,8,2,2,3.0,3,3,2,93,221,128,13,8.1,66,90,0.64,85,1,1,,,0,F,e.0,4TEATS,01958,TX,S2829,10,13,1,,0,5,7,120,1.76,125.9,1,102,,14.901
95WN01537, 95105828,95,S5828,10,2,13,07, 44,8,2,2,3.0,3,3,2,93,221,128,9,11.2,63,90,0.616,85,1,1,,,0,F,e.1,4TEATS,01958,TX,S2829,10,13,1,,0,5,3,120,1.76,125.9,1,102,,14.901
95WN01538, 95105829,95,S5829,10,1,13,42, 42,8,2,2,4.0,4,4,2,93,221,128,5,10.8,56,73,0.486,69,1,5,5,,0,F,,H5,S2630,10,S1315,10,13,3,93,240,5,5,101,1.64,117.0,3,79,,19.819
95WN01539, 95105830,95,S5830,10,2,13,42, 42,8,2,2,4.0,4,4,2,93,221,128,11,10.2,72,92,0.639,87,1,1,4,,0,F,e.0,H+4,S2630,10,S1315,10,13,1,,0,5,5,120,1.64,117.0,1,102,,19.819
95WN01540, 95105831,95,S5831,10,2,10,07, 22,8,2,2,3.0,3,3,2,93,221,128,13,10.4,68,89,0.614,84,1,1,,,0,M,e.1,4TEATS,S3142,10,S2466,10,10,1,,0,5,5,104,1.61,96.0,1,99,,19.97
95WN01541, 95105832,95,S5832,10,3,10,07, 22,8,2,2,3.0,3,3,2,93,221,128,7,12.2,55,70,0.452,66,1,1,,,0,M,,BLKSPTEAR,S3142,10,S2466,10,10,3,93,268,5,5,91,1.61,96.0,3,85,,19.97
95WN01542, 95105833,95,S5833,10,2,13,07, 41,5,1,2,5.0,5,4,2,94,221,127,6,14.0,77,102,0.693,97,1,1,,,0,F,e.2,ENTR*2,S3460,10,S0929,10,13,1,,0,3,3,119,1.41,107.9,1,117,,14.407
95WN01543, 95105834,95,S5834,10,2,10,43, 23,8,2,2,3.0,3,3,2,94,221,127,11,10.0,61,81,0.559,77,1,1,,,0,M,e.0,4TEATS,S2576,10,S3174,10,10,1,,0,5,5,107,1.61,104.5,1,93,,11.637
95WN01544, 95105835,95,S5835,10,1,10,43, 23,8,2,2,3.0,3,3,2,94,221,127,1,11.3,54,84,0.572,80,1,1,4,,0,M,,H4,S2576,10,S3174,10,10,3,93,240,5,5,102,1.61,104.5,3,87,,11.637
95WN01545, 95105836,95,S5836,10,2,11,07, 32,5,1,1,3.0,3,3,2,94,221,127,12,11.1,77,96,0.669,91,1,1,,,0,R,e.2,,S2359,10,S2317,10,11,1,,0,1,1,114,1.61,105.4,1,109,,16.594
95WN01546, 95105837,95,S5837,10,2,10,07, 21,8,2,2,6.0,6,4,2,94,221,127,2,10.1,59,82,0.566,78,1,1,,,0,M,e.2,,S3547,10,S0128,10,10,1,,0,5,5,103,1.5,102.2,1,91,,8.618
