UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW
95WN00672, 95637787,95,K7787,63,2,62,06, 69,5,1,1,3.0,3,3,1,88,219,131,17,14.0,86,105,0.695,97,1,1,,,0,C,e.3,,K6663,63,K6003,63,62,1,,0,1,1,100,1.31,91.7,1,120,,7.531
95WN00673, 95637788,95,K7788,63,2,00,05, 53,8,2,1,2.0,2,2,1,88,219,131,12,5.5,69,91,0.653,84,1,1,,,0,H,WYe,,K6770,63,K6964,63,60,3,93,241,3,2,0,1.68,107.7,3,,,0.0
95WN00674, 95637793,95,K7793,63,1,60,06,603,8,2,1,2.0,2,2,1,88,219,131,18,10.3,85,110,0.761,102,1,1,,,0,M,,,K6832,63,K6856,63,60,1,,0,3,2,103,1.51,93.1,1,129,,7.901
95WN00675, 95637794,95,K7794,63,2,62,06, 66,5,1,1,2.0,2,2,1,88,219,131,20,13.4,75,87,0.562,81,1,1,,,0,C,e.3,,K6671,63,K6823,63,62,1,,0,1,1,98,1.51,108.1,1,102,,8.494
95WN00676, 95637795,95,K7795,63,2,62,06, 70,8,2,2,3.0,3,3,1,88,219,131,1,10.3,68,97,0.662,90,1,1,,,0,C, 37,,K6947,63,K6067,63,62,2,92,264,5,5,111,1.74,123.5,2,109,,8.628
95WN00677, 95637796,95,K7796,63,1,62,06, 70,8,2,2,3.0,3,3,1,88,219,131,4,10.8,76,93,0.627,86,1,1,,,0,C,,,K6947,63,K6067,63,62,1,,0,5,5,99,1.74,123.5,1,109,,8.628
95WN00678, 95637797,95,K7797,63,3,62,06, 71,9,3,1,8.0,8,5,1,88,219,131,8,11.0,65,91,0.611,84,1,1,,,0,C,,,K6799,63,K3035,63,62,3,93,268,7,2,93,1.75,82.5,3,102,,3.937
95WN00679, 95637799,95,K7799,63,2,61,06,613,8,2,2,3.0,3,3,1,88,219,131,11,11.8,75,96,0.643,89,1,1,,,0,R,e.4,4TEATS,K6701,63,K5896,63,61,1,,0,5,5,112,1.74,128.6,1,115,,11.956
95WN00680, 95637800,95,K7800,63,1,61,06,613,8,2,2,3.0,3,3,1,88,219,131,21,12.0,66,88,0.58,82,1,1,,,0,R,,4TEATS,K6701,63,K5896,63,61,1,,0,5,5,98,1.74,128.6,1,104,,11.956
95WN00681, 95637801,95,K7801,63,2,00,05, 52,8,2,1,3.0,3,3,1,88,219,131,13,11.3,84,109,0.746,101,1,1,,,0,H,WYe,4TEATS,K6868,63,K6598,63,62,3,93,241,3,2,0,1.45,90.8,3,,,0.0
95WN00682, 95637803,95,K7803,63,2,00,05, 54,8,2,1,3.0,3,3,1,88,219,131,7,10.0,67,86,0.58,80,1,3,,,0,H,WYe,4TEATS,K6972,63,K6133,63,61,3,93,241,3,2,0,1.45,85.7,3,,,0.0
95WN00683, 95637805,95,K7805,63,1,61,06,612,5,1,1,7.0,7,5,1,88,219,131,17,15.3,84,112,0.738,104,1,1,,,0,R,,SAVE sub,K6766,63,K3115,63,61,1,,0,1,1,106,1.5,100.7,1,122,,6.42
95WN00684, 95637806,95,K7806,63,2,00,05, 54,5,1,1,3.0,3,3,1,88,219,131,19,12.6,67,83,0.537,77,1,1,,,0,H,WYe,"4TEATS,PNEUdx",K6972,63,K6311,63,62,3,93,241,1,1,0,1.59,113.6,3,,,0.0
95WN00685, 95637807,95,K7807,63,1,62,06, 68,5,1,2,3.0,3,3,1,89,219,130,7,11.8,53,78,0.509,73,1,1,,,0,C,,,K6851,63,K5945,63,62,3,93,240,3,5,81,1.31,92.5,3,87,,4.355
95WN00686, 95637808,95,K7808,63,1,60,06,604,8,2,2,5.0,5,4,1,89,219,130,8,12.5,75,92,0.612,86,1,1,,,0,M,,,K6983,63,K4667,63,60,3,93,240,5,5,96,1.78,112.6,3,98,,6.574
95WN00687, 95637809,95,K7809,63,1,60,06,604,8,2,2,5.0,5,4,1,89,219,130,20,13.0,77,100,0.669,93,1,1,,,0,M,,,K6983,63,K4667,63,60,3,93,240,5,5,101,1.78,112.6,3,105,,6.574
95WN00688, 95637811,95,K7811,63,3,62,06, 63,8,2,1,4.0,4,4,1,89,219,130,17,11.5,80,102,0.696,95,1,1,,,0,C,,,K6708,63,K5552,63,62,3,93,268,3,2,108,1.46,104.8,3,107,,6.016
95WN00689, 95637812,95,K7812,63,1,62,06, 68,8,2,2,7.0,7,5,1,89,219,130,13,13.2,71,93,0.614,87,1,1,,,0,C,,4TEATS,K6851,63,K3753,63,62,1,,0,5,5,89,1.5,85.5,1,111,,4.067
95WN00690, 95637813,95,K7813,63,1,62,06, 68,8,2,2,7.0,7,5,1,89,219,130,2,11.5,69,107,0.735,100,1,1,,,0,C,,,K6851,63,K3753,63,62,1,,0,5,5,99,1.5,85.5,1,105,,4.067
95WN00691, 95637814,95,K7814,63,1,61,06,614,8,2,2,6.0,6,4,1,89,219,130,8,9.6,71,91,0.626,85,1,1,,,0,R,,,K6951,63,K3888,63,61,3,93,240,5,5,95,1.37,112.3,3,102,,11.695
95WN00692, 95637815,95,K7815,63,3,61,06,614,8,2,2,6.0,6,4,1,89,219,130,4,9.7,59,85,0.579,79,1,1,,,0,R,,ENTR,K6951,63,K3888,63,61,3,93,268,5,5,97,1.37,112.3,3,97,,11.695
95WN00693, 95637816,95,K7816,63,2,60,06,603,5,1,1,2.0,2,2,1,89,219,130,18,12.5,81,101,0.681,94,1,1,,,0,M,e.3,,K6832,63,K6713,63,60,1,,0,1,1,103,1.51,102.8,1,113,,6.613
95WN00694, 95637818,95,K7818,63,2,61,06,612,8,2,1,5.0,5,4,1,89,219,130,12,11.5,80,99,0.673,92,1,1,,,0,R,e.3,,K6766,63,K4963,63,61,1,,0,3,2,108,1.89,116.3,1,117,,8.034
95WN00695, 95637819,95,K7819,63,1,00,05, 52,8,2,2,3.0,3,3,1,89,219,130,13,11.9,92,118,0.816,110,1,1,,,0,H,SAV,SAVE RAM HM!,K6868,63,K6233,63,61,1,,0,5,5,0,1.74,151.3,1,,,0.0
95WN00696, 95637820,95,K7820,63,1,00,05, 52,8,2,2,3.0,3,3,1,89,219,130,7,11.1,72,94,0.638,88,1,1,,,0,H,,,K6868,63,K6233,63,61,3,93,248,5,5,0,1.74,151.3,3,,,0.0
95WN00697, 95637822,95,K7822,63,2,00,05, 51,5,1,1,2.0,2,2,1,89,219,130,7,12.4,75,95,0.635,89,1,1,,,0,H,WYe,4TEATS,K6796,63,K6696,63,60,3,93,241,1,1,0,1.35,90.1,3,,,0.0
95WN00698, 95637823,95,K7823,63,2,61,06,613,5,1,1,3.0,3,3,1,89,219,130,20,12.4,79,102,0.689,95,1,1,,,0,R,e.4,,K6701,63,K6151,63,61,1,,0,1,1,100,1.45,93.8,1,119,,8.559
95WN00699, 95637824,95,K7824,63,2,62,06, 70,5,1,1,2.0,2,2,1,89,219,130,17,8.7,75,97,0.679,90,1,2,,,0,C,e.4,,K6947,63,K6729,63,62,1,,0,1,1,95,1.35,90.3,1,107,,5.047
95WN00700, 95637825,95,K7825,63,2,61,06,611,5,1,1,3.0,3,3,1,89,219,130,7,11.1,82,104,0.715,97,1,1,,,0,R,,,K6927,63,K5908,63,61,7,97,256,1,1,101,1.31,94.2,7,0,,4.463
95WN00701, 95637826,95,K7826,63,3,62,06, 61,5,1,1,2.0,2,2,H,89,226,137,8,13.9,0,90,0.555,81,1,1,,,0,C,,HANK @1995,K6975,63,K6891,63,62,3,93,268,1,1,92,1.35,88.3,3,91,,8.383
95WN00702, 95637827,95,K7827,63,2,00,05, 54,8,2,2,3.0,3,3,1,89,219,130,20,13.3,70,84,0.544,79,1,1,,,0,H,WYe,4TEATS,K6972,63,K6426,63,68,3,93,241,5,5,0,1.59,97.8,3,,,0.0
95WN00703, 95637828,95,K7828,63,2,00,05, 54,8,2,2,3.0,3,3,1,89,219,130,13,11.9,64,84,0.555,78,1,1,,,0,H,WYe,,K6972,63,K6426,63,68,3,93,241,5,5,0,1.59,97.8,3,,,0.0
95WN00704, 95637829,95,K7829,63,1,62,06, 63,5,1,1,2.0,2,2,1,89,219,130,7,12.2,78,91,0.606,85,1,1,,,0,C,,,K6708,63,K6775,63,62,1,,0,1,1,89,1.35,89.2,1,100,,5.343
95WN00705, 95637831,95,K7831,63,1,60,06,601,8,2,1,4.0,4,4,1,89,219,130,20,13.3,92,115,0.782,107,1,1,,,0,M,,4TEATS,K6889,63,K5678,63,60,1,,0,3,2,109,1.46,102.7,1,136,,4.624
95WN00706, 95637832,95,K7832,63,2,60,06,602,8,2,2,2.0,2,2,1,89,219,130,2,9.9,68,95,0.655,88,1,1,,,0,M,e.4,,K6665,63,K6672,63,60,1,,0,5,4,111,1.68,127.1,1,104,,5.86
95WN00707, 95637833,95,K7833,63,1,60,06,602,8,2,2,2.0,2,2,1,89,219,130,7,7.7,52,76,0.525,71,1,1,,,0,M,,,K6665,63,K6672,63,60,3,93,240,5,6,89,1.68,127.1,3,88,,5.86
95WN00708, 95637834,95,K7834,63,2,60,06,603,8,2,2,4.0,4,4,1,89,219,130,3,11.6,67,89,0.595,83,1,1,,,0,M,e.3,,K6832,63,K5116,63,60,1,,0,5,5,101,1.46,111.7,1,104,,6.894
95WN00709, 95637835,95,K7835,63,2,60,06,603,8,2,2,4.0,4,4,1,89,219,130,19,11.3,59,77,0.505,72,1,1,,,0,M,,BAD EYE,K6832,63,K5116,63,60,3,93,268,5,5,94,1.46,111.7,3,94,,6.894
95WN00710, 95637836,95,K7836,63,2,61,06,611,8,2,2,5.0,5,4,1,89,219,130,11,11.4,66,89,0.597,83,1,1,,,0,R,e.3,,K6927,63,K4450,63,61,1,,0,5,5,92,1.67,92.9,1,86,,7.888
95WN00711, 95637837,95,K7837,63,1,61,06,611,8,2,2,5.0,5,4,1,89,219,130,15,11.5,66,75,0.488,70,1,1,,,0,R,,,K6927,63,K4450,63,61,3,93,240,5,5,79,1.67,92.9,3,91,,7.888
95WN00712, 95637838,95,K7838,63,1,00,05, 54,5,1,1,3.0,3,3,1,89,219,130,11,14.2,95,118,0.798,110,1,1,,,0,H,SAV,,K6972,63,K6258,63,68,1,,0,1,1,0,1.31,92.3,1,,,0.0
95WN00713, 95637839,95,K7839,63,2,60,06,604,5,1,1,2.0,2,2,1,89,219,130,7,11.3,72,97,0.659,90,1,2,,,0,M,e.4,4TEATS,K6983,63,K6817,63,60,1,,0,1,1,95,1.35,90.3,1,112,,6.795
95WN00714, 95637840,95,K7840,63,2,00,05, 51,5,1,1,5.0,5,4,1,89,219,130,18,14.7,83,101,0.664,94,1,1,,,0,H,  3,4TEATS,K6796,63,K5054,63,60,2,92,264,1,1,0,1.56,105.7,2,115,,0.0
95WN00715, 95637841,95,K7841,63,2,62,06, 69,9,3,2,3.0,3,3,1,89,219,130,2,8.4,61,84,0.582,78,1,1,,,0,C,e.3,4TEATS,K6663,63,K6360,63,62,1,,0,8,6,102,1.74,120.1,1,94,,11.973
95WN00716, 95637842,95,K7842,63,1,62,06, 69,9,3,2,3.0,3,3,1,89,219,130,9,10.0,72,97,0.669,90,1,1,,,0,C,,,K6663,63,K6360,63,62,1,,0,8,4,101,1.74,120.1,1,110,,11.973
95WN00717, 95637843,95,K7843,63,1,62,06, 69,9,3,1,3.0,3,3,1,89,219,130,9,8.7,75,97,0.679,90,1,1,,,0,C,,,K6663,63,K6360,63,62,1,,0,7,2,101,1.74,120.1,1,115,,11.973
95WN00718, 95637844,95,K7844,63,2,62,06, 62,5,1,1,2.0,2,2,1,89,219,130,7,13.2,73,93,0.614,87,1,1,,,0,C,e.4,,K6748,63,K6896,63,62,1,,0,1,1,93,1.51,89.6,1,103,,5.06
95WN00719, 95637845,95,K7845,63,2,60,06,603,9,3,2,4.0,4,4,1,89,219,130,2,8.5,50,68,0.458,63,1,1,,,0,M, 42,,K6832,63,K5564,63,60,2,92,264,8,5,81,1.58,95.4,2,83,,7.74
95WN00720, 95637846,95,K7846,63,1,60,06,603,9,3,2,4.0,4,4,1,89,219,130,7,9.7,64,78,0.525,73,1,1,,,0,M,,,K6832,63,K5564,63,60,3,93,240,8,5,82,1.58,95.4,3,89,,7.74
95WN00721, 95637847,95,K7847,63,2,00,05, 53,5,1,1,2.0,2,2,1,89,219,130,4,10.4,76,98,0.674,91,1,1,,,0,H,  4,,K6770,63,K6688,63,62,2,92,264,1,1,0,1.51,107.7,2,114,,0.0
95WN00722, 95637849,95,K7849,63,2,61,06,614,8,2,2,5.0,5,4,1,90,219,129,11,10.6,60,83,0.561,78,1,2,,,0,R,e.4,"ENTR,4TEATS",K6951,63,K4942,63,61,1,,0,5,5,107,1.67,132.3,1,99,,8.908
95WN00723, 95637850,95,K7850,63,3,61,06,614,8,2,2,5.0,5,4,1,90,219,129,19,10.3,66,82,0.556,77,1,1,,,0,R,,,K6951,63,K4942,63,61,3,93,268,5,5,100,1.67,132.3,3,100,,8.908
95WN00724, 95637851,95,K7851,63,2,62,06, 65,8,2,2,5.0,5,4,1,90,219,129,5,10.3,55,81,0.548,76,1,1,,,0,C,e.3,"4TEATS,FEVER",K6783,63,K4849,63,62,1,,0,5,5,92,1.34,101.2,1,88,,5.349
95WN00725, 95637852,95,K7852,63,2,62,06, 65,8,2,2,5.0,5,4,1,90,219,129,7,12.1,82,108,0.743,101,1,1,,,0,C, 36,,K6783,63,K4849,63,62,2,92,264,5,5,107,1.34,101.2,2,123,,5.349
95WN00726, 95637853,95,K7853,63,1,62,06, 65,5,1,1,3.0,3,3,1,90,219,129,3,14.4,97,123,0.842,115,1,1,,,0,C,,4TEATS,K6783,63,K6266,63,62,1,,0,1,1,116,1.45,104.3,1,122,,6.155
95WN00727, 95637854,95,K7854,63,1,00,05, 54,8,2,2,3.0,3,3,1,90,219,129,15,12.7,69,88,0.584,83,1,1,,,0,H,,4TEATS,K6972,63,K6379,63,61,3,93,248,5,5,0,1.59,118.6,3,,,0.0
95WN00728, 95637855,95,K7855,63,2,00,05, 54,8,2,2,3.0,3,3,1,90,219,129,11,12.3,73,94,0.633,88,1,1,,,0,H,WYe,"LF,RR TOE ABS",K6972,63,K6379,63,61,3,93,241,5,5,0,1.59,118.6,3,,,0.0
95WN00729, 95637856,95,K7856,63,2,61,06,612,8,2,2,4.0,4,4,1,90,219,129,5,12.8,67,87,0.575,82,1,1,,,0,R,e.3,4TEATS,K6766,63,K5813,63,61,1,,0,5,5,91,1.46,90.8,1,99,,6.515
95WN00730, 95637857,95,K7857,63,2,61,06,612,8,2,2,4.0,4,4,1,90,219,129,11,12.4,73,95,0.64,89,1,1,,,0,R,e.4,,K6766,63,K5813,63,61,1,,0,5,5,95,1.46,90.8,1,112,,6.515
95WN00731, 95637859,95,K7859,63,3,60,06,601,5,1,1,2.0,2,2,1,90,219,129,12,13.5,77,99,0.663,93,2,1,,,0,M,,,K6889,63,K6904,63,60,3,93,268,1,1,102,1.51,91.0,3,118,,4.571
95WN00732, 95637860,95,K7860,63,2,61,06,611,5,1,1,3.0,3,3,1,90,219,129,4,9.7,86,115,0.816,108,1,1,,,0,R,e.3,4TEATS,K6927,63,K6603,63,61,1,,0,1,1,107,1.31,92.9,1,129,,4.635
95WN00733, 95637861,95,K7861,63,2,00,05, 51,5,1,1,2.0,2,2,1,90,219,129,17,14.0,81,102,0.682,96,1,1,,,0,H,WYe,4TEATS,K6796,63,K6900,63,60,3,93,241,1,1,0,1.51,91.7,3,,,0.0
95WN00734, 95637862,95,K7862,63,1,62,06, 63,8,2,2,2.0,2,2,1,90,219,129,2,9.7,57,65,0.429,61,1,1,,,0,C,,,K6708,63,K6681,63,62,3,93,240,5,5,74,1.51,100.5,3,79,,6.669
95WN00735, 95637863,95,K7863,63,1,62,06, 63,8,2,2,2.0,2,2,1,90,219,129,12,10.3,65,78,0.525,73,1,4,,,0,C,,,K6708,63,K6681,63,62,1,,0,5,5,83,1.51,100.5,1,87,,6.669
95WN00736, 95637865,95,K7865,63,2,00,05, 51,8,2,1,2.0,2,2,1,90,219,129,2,10.2,76,90,0.619,84,1,1,,,0,H,WYe,4TEATS,K6796,63,K6990,63,00,3,93,241,3,2,0,1.68,105.1,3,,,0.0
95WN00737, 95637866,95,K7866,63,2,62,06, 69,5,1,1,2.0,2,2,1,90,219,129,7,13.0,77,99,0.667,93,1,1,,,0,C,e.4,,K6663,63,K6846,63,62,1,,0,1,1,108,1.51,113.0,1,108,,7.565
95WN00738, 95637867,95,K7867,63,3,62,06, 67,8,2,2,2.0,2,2,1,90,219,129,7,8.2,58,76,0.526,71,1,1,,,0,C,,,K6811,63,K6719,63,62,3,93,268,5,7,87,1.51,103.3,3,74,,6.005
95WN00739, 95637868,95,K7868,63,3,62,06, 67,8,2,2,2.0,2,2,1,90,219,129,6,11.8,63,80,0.529,75,1,1,,,0,C,,,K6811,63,K6719,63,62,3,93,268,5,3,91,1.51,103.3,3,95,,6.005
95WN00740, 95637870,95,K7870,63,1,60,06,603,8,2,1,2.0,2,2,1,90,219,129,15,12.6,84,103,0.701,97,1,1,,,0,M,,,K6832,63,K6952,63,60,3,93,240,3,2,99,1.51,92.0,3,119,,6.889
95WN00741, 95637871,95,K7871,63,2,61,06,613,8,2,2,3.0,3,3,1,90,219,129,4,12.5,69,90,0.601,85,1,1,,,0,R,e.4,,K6701,63,K6123,63,61,1,,0,5,5,97,1.45,100.2,1,105,,11.56
95WN00742, 95637872,95,K7872,63,2,61,06,613,8,2,2,3.0,3,3,1,90,219,129,8,12.7,72,99,0.669,93,1,2,,,0,R,e.3,ENTR,K6701,63,K6123,63,61,1,,0,5,5,102,1.45,100.2,1,117,,11.56
95WN00743, 95637873,95,K7873,63,1,00,05,e10,5,1,1,1.0,1,1,1,90,219,129,13,11.2,76,92,0.626,86,1,1,,,0,H,,,K7036,63,K7556,63,00,3,93,248,1,1,0,1.57,112.5,3,,,0.0
95WN00744, 95637874,95,K7874,63,2,60,06,603,5,1,1,3.0,3,3,1,90,219,129,3,11.5,72,86,0.578,81,1,1,,,0,M,e.3,,K6832,63,K5891,63,60,1,,0,1,1,87,1.31,84.2,1,98,,8.059
95WN00745, 95637875,95,K7875,63,3,62,06, 68,5,1,1,2.0,2,2,1,90,219,129,6,12.8,79,96,0.645,90,1,2,,,0,C,,,K6851,63,K6950,63,62,3,93,268,1,1,100,1.35,90.3,3,113,,8.769
95WN00746, 95637876,95,K7876,63,1,00,05, 52,5,1,1,2.0,2,2,1,90,219,129,15,13.6,95,124,0.856,116,1,1,,,0,H,WYO,SAVE RAM HM!,K6868,63,K6944,63,62,2,92,286,1,1,0,1.35,96.3,1,,,0.0
95WN00747, 95637877,95,K7877,63,2,61,06,613,5,1,1,8.0,8,5,1,90,219,129,7,10.4,73,93,0.64,87,1,1,,,0,R,e.4,,K6701,63,K2602,63,61,1,,0,1,1,98,1.5,99.8,1,108,,9.369
95WN00748, 95637878,95,K7878,63,2,00,05, 53,8,2,2,4.0,4,4,1,90,219,129,3,12.4,73,96,0.648,90,1,1,,,0,H,WYe,,K6770,63,K5206,63,62,3,93,241,5,5,0,1.46,125.6,3,,,0.0
95WN00749, 95637879,95,K7879,63,2,00,05, 53,8,2,2,4.0,4,4,1,90,219,129,12,13.6,63,91,0.6,86,1,1,,,0,H,WYe,,K6770,63,K5206,63,62,3,93,241,5,5,0,1.46,125.6,3,,,0.0
95WN00750, 95637880,95,K7880,63,1,60,06,602,8,2,2,3.0,3,3,1,90,219,129,7,10.7,78,107,0.747,100,1,1,,,0,M,,,K6665,63,K6355,63,60,3,93,240,5,4,107,1.59,115.2,3,123,,8.094
95WN00751, 95637881,95,K7881,63,2,60,06,602,8,2,2,3.0,3,3,1,90,219,129,4,8.7,67,74,0.506,69,1,2,,,0,M, 41,,K6665,63,K6355,63,60,2,92,264,5,6,94,1.59,115.2,2,92,,8.094
95WN00752, 95637882,95,K7882,63,1,61,06,612,8,2,2,3.0,3,3,1,90,219,129,19,12.2,55,73,0.471,69,1,2,,,0,R,,,K6766,63,K5886,63,61,3,93,240,5,5,79,1.59,97.0,3,87,,7.611
95WN00753, 95637883,95,K7883,63,1,61,06,612,8,2,2,3.0,3,3,1,90,219,129,21,12.1,73,93,0.627,87,1,1,,,0,R,,,K6766,63,K5886,63,61,3,93,240,5,5,93,1.59,97.0,3,114,,7.611
95WN00754, 95637884,95,K7884,63,3,61,06,614,5,1,1,3.0,3,3,1,90,219,129,12,12.5,91,109,0.748,102,1,1,,,0,R,,,K6951,63,K6368,63,61,3,93,268,1,1,107,1.31,79.0,3,130,,4.914
95WN00755, 95637885,95,K7885,63,2,62,06, 60,5,1,1,4.0,4,4,1,90,219,129,3,13.5,81,95,0.632,89,1,1,,,0,C,e.3,,K6857,63,K5369,63,62,1,,0,1,1,96,1.21,93.4,1,114,,2.775
95WN00756, 95637886,95,K7886,63,1,00,05, 52,5,1,1,2.0,2,2,1,90,219,129,7,14.3,74,99,0.657,93,1,1,,,0,H,SAV,,K6868,63,K6994,63,00,1,,0,1,1,0,1.51,110.2,1,,,0.0
95WN00757, 95637887,95,K7887,63,1,00,05, 53,8,2,2,5.0,5,4,1,90,219,129,10,12.5,78,105,0.717,99,1,1,,,0,H,WYd,,K6770,63,K4437,63,68,3,93,241,5,4,0,1.45,99.4,3,,,0.0
95WN00758, 95637888,95,K7888,63,2,00,05, 53,8,2,2,5.0,5,4,1,90,219,129,13,10.0,65,90,0.62,84,1,1,,,0,H,WYe,,K6770,63,K4437,63,68,3,93,241,5,6,0,1.45,99.4,3,,,0.0
95WN00759, 95637891,95,K7891,63,1,00,05, 54,8,2,2,5.0,5,4,1,90,219,129,7,13.6,68,85,0.553,80,1,1,,,0,H,WYd,,K6972,63,K4603,63,61,3,93,241,5,5,0,1.56,125.3,3,,,0.0
95WN00760, 95637892,95,K7892,63,2,00,05, 54,8,2,2,5.0,5,4,1,90,219,129,3,13.3,76,101,0.68,95,1,1,,,0,H,WYe,4TEATS,K6972,63,K4603,63,61,3,93,241,5,5,0,1.56,125.3,3,,,0.0
95WN00761, 95637893,95,K7893,63,2,61,06,611,8,2,2,3.0,3,3,1,91,219,128,1,8.8,55,75,0.517,71,1,1,,,0,R,,,K6927,63,K6327,63,61,Z,93,258,5,5,80,1.59,82.3,Z,90,,7.058
95WN00762, 95637894,95,K7894,63,2,61,06,611,8,2,2,3.0,3,3,1,91,219,128,6,10.2,71,92,0.639,87,1,1,,,0,R,e.3,,K6927,63,K6327,63,61,1,,0,5,5,90,1.59,82.3,1,105,,7.058
95WN00763, 95637895,95,K7895,63,1,62,06, 71,8,2,2,4.0,4,4,1,91,219,128,20,12.4,67,95,0.645,90,1,1,,,0,C,,,K6799,63,K5312,63,62,1,,0,5,5,98,1.58,108.5,1,109,,4.551
95WN00764, 95637896,95,K7896,63,1,62,06, 71,8,2,2,4.0,4,4,1,91,219,128,19,13.8,76,102,0.689,96,1,1,,,0,C,,,K6799,63,K5312,63,62,1,,0,5,5,103,1.58,108.5,1,110,,4.551
95WN00765, 95637898,95,K7898,63,2,00,05, 53,8,2,1,3.0,3,3,1,91,219,128,6,10.3,62,89,0.615,84,1,1,,,0,H,WSU,,K6770,63,K6361,63,68,3,93,228,3,2,0,1.45,85.0,3,,,0.0
95WN00766, 95637900,95,K7900,63,1,00,05, 51,8,2,1,3.0,3,3,1,91,219,128,17,7.9,59,84,0.595,79,1,2,,,0,H,WYd,WEAK,K6796,63,K6491,63,61,3,93,241,3,2,0,1.59,97.8,3,,,0.0
95WN00767, 95637901,95,K7901,63,1,61,06,611,5,1,1,3.0,3,3,1,91,219,128,8,13.7,97,130,0.909,123,1,2,,,0,R,,,K6927,63,K6080,63,61,1,,0,1,1,119,1.31,94.6,1,147,,9.197
95WN00768, 95637902,95,K7902,63,1,61,06,613,7,2,1,4.0,4,4,1,91,219,128,13,13.5,80,109,0.746,103,1,1,,,0,R,,,K6701,63,K5579,63,61,3,93,240,3,2,106,1.58,102.4,3,126,,8.439
95WN00769, 95637904,95,K7904,63,1,61,06,611,5,1,1,3.0,3,3,1,91,219,128,7,14.1,92,124,0.859,117,1,1,,,0,R,,,K6927,63,K5971,63,61,1,,0,1,1,116,1.59,98.3,1,139,,7.142
95WN00770, 95637905,95,K7905,63,2,61,06,614,8,2,2,3.0,3,3,1,91,219,128,18,12.2,64,84,0.561,80,1,1,,,0,R,e.4,,K6951,63,K5916,63,61,1,,0,5,5,99,1.59,110.9,1,93,,9.426
95WN00771, 95637906,95,K7906,63,2,61,06,614,8,2,2,3.0,3,3,1,91,219,128,14,13.2,71,88,0.584,83,1,1,,,0,R,e.3,,K6951,63,K5916,63,61,1,,0,5,5,101,1.59,110.9,1,100,,9.426
95WN00772, 95637908,95,K7908,63,2,61,06,611,8,2,1,3.0,3,3,1,91,219,128,8,9.3,75,101,0.716,95,1,1,,,0,R,e.4,ENTR,K6927,63,K5870,63,61,1,,0,3,2,102,1.74,98.5,1,114,,7.503
95WN00773, 95637910,95,K7910,63,1,00,05, 52,5,1,1,3.0,3,3,1,91,219,128,15,9.4,89,107,0.763,101,1,1,,,0,H,,,K6868,63,K6127,63,62,3,93,248,1,1,0,1.59,103.8,3,,,0.0
95WN00774, 95637911,95,K7911,63,3,62,06, 65,5,1,1,3.0,3,3,1,91,219,128,11,13.2,85,113,0.78,107,1,2,,,0,C,,HAIRY,K6783,63,K5921,63,62,3,93,268,1,1,111,1.31,81.0,3,130,,3.262
95WN00775, 95637914,95,K7914,63,2,60,06,601,8,2,2,2.0,2,2,1,91,219,128,17,11.3,67,95,0.654,90,1,1,,,0,M,e.4,4TEATS,K6889,63,K6658,63,60,1,,0,5,5,108,1.68,118.1,1,113,,7.4
95WN00776, 95637915,95,K7915,63,1,60,06,601,8,2,2,3.0,3,3,1,91,219,128,17,11.2,64,93,0.639,88,1,1,,,0,M,,,K6889,63,K5835,63,60,3,93,240,5,5,95,1.45,104.3,3,105,,6.664
95WN00777, 95637916,95,K7916,63,1,60,06,601,8,2,2,3.0,3,3,1,91,219,128,16,12.3,83,96,0.654,91,1,1,,,0,M,,,K6889,63,K5835,63,60,3,93,240,5,5,98,1.45,104.3,3,113,,6.664
95WN00778, 95637917,95,K7917,63,2,62,06, 70,5,1,1,5.0,5,4,1,91,219,128,12,11.5,68,89,0.605,84,1,1,,,0,C,e.4,,K6947,63,K4448,63,62,1,,0,1,1,108,1.56,124.9,1,103,,8.525
95WN00779, 95637918,95,K7918,63,1,60,06,601,8,2,2,3.0,3,3,1,91,219,128,12,11.9,63,82,0.548,78,1,2,,,0,M,,,K6889,63,K6155,63,60,3,93,240,5,5,89,1.59,110.2,3,94,,4.258
95WN00780, 95637919,95,K7919,63,2,60,06,601,8,2,2,3.0,3,3,1,91,219,128,6,12.5,66,84,0.559,80,1,1,,,0,M, 37,"ENTR,4TEATS",K6889,63,K6155,63,60,2,92,264,5,5,98,1.59,110.2,2,101,,4.258
95WN00781, 95637920,95,K7920,63,2,61,06,612,8,2,2,4.0,4,4,1,91,219,128,13,11.5,71,87,0.59,82,1,1,,,0,R,e.3,4TEATS,K6766,63,K5266,63,61,1,,0,5,5,103,1.58,117.2,1,109,,7.37
95WN00782, 95637921,95,K7921,63,1,61,06,612,8,2,2,4.0,4,4,1,91,219,128,8,13.2,83,105,0.717,99,1,1,,,0,R,,"4TEATS,RFLAME",K6766,63,K5266,63,61,1,,0,5,5,107,1.58,117.2,1,127,,7.37
