UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,SEQ,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
82WN00115, 82023131,82,02,3131,1,71,30,714,2,2,5,3, 20,2,2,2,90,140,3,94,85,540, 6, 3, 9, 7, 43,258,6,7,2,1,4,161,199,1252,,,119,1554,02,0169,02,6,74,583,71,1,93,0,
82WN00116, 82023132,82,02,3132,2,70,30,702,1,1,1,1, 40,4,4,1,90,138,1,80,82,536, 7, 3, 9, 7, 57,  0,6,8,2,1,1,151,161,1002,92,,120,0354,02,7094,01,2,72,516,70,2,86,90,024
82WN00117, 82023133,82,02,3133,2,71,30,711,1,1,1,1, 50,5,4,5,90,135,15,85,76,500, 8, 3, 8, 7, 51,  0,6,7,3,1,5,134,164,906,,,121,1407,02,5607,01,6,69,434,71,1,85,0,
82WN00118, 82023134,82,02,3134,2,71,30,713,2,2,5,6, 30,3,3,1,90,138,13,84,69,439, 8, 3,10, 6, 55,  0,7,8,1,1,1,148,183,1212,46,,122,1643,02,8566,01,6,61,538,71,6,0,0,
82WN00119, 82023135,82,02,3135,1,71,30,713,2,2,5,4, 30,3,3,1,90,138,5,99,90,580, 5, 3, 8, 7, 47,270,6,7,1,1,6,174,183,1212,93,,123,1643,02,8566,01,6,80,615,71,3,79,0,
82WN00120, 82023136,82,02,3136,1,70,30,704,1,1,1,1, 20,2,2,1,90,138,7,118,106,683, 8, 3, 7, 5, 45,299,4,7,2,1,1,155,199,1273,,,124,0123,02,0111,02,2,94,615,70,1,108,0,
82WN00121, 82023137,82,02,3137,1,71,30,714,3,2,8,3, 20,2,2,2,91,139,4,78,80,519, 5, 3, 9, 8, 48,275,7,8,2,1,2,168,233,1330,,,125,1554,02,0223,02,6,70,561,71,1,86,0,
82WN00122, 82023138,82,02,3138,2,71,30,714,3,2,8,6, 20,2,2,1,91,137,11,81,68,437, 5, 3,10, 8, 57,  0,6,7,2,1,1,173,233,1330,46,,126,1554,02,0223,02,6,61,538,71,6,0,0,
82WN00123, 82023139,82,02,3139,2,71,30,714,3,2,8,7, 20,2,2,2,91,139,25,50,66,439, 5, 3,10, 7, 41,  0,5,7,2,1,2,155,233,1330,,,127,1554,02,0223,02,6,58,559,71,1,75,0,
82WN00124, 82023140,82,02,3140,1,71,30,713,2,1,3,2, 20,2,2,2,91,139,6,74,94,623, 6, 3, 7, 5, 54,275,4,7,2,1,2,169,199,1164,,,128,1643,02,0067,02,6,82,619,71,1,98,0,
82WN00125, 82023141,82,02,3141,2,70,30,701,1,1,1,1, 50,5,4,5,91,134,14,101,88,581, 8, 3, 7, 7, 64,  0,6,7,2,1,1,156,197,1046,,46,129,0326,02,5625,01,2,80,512,70,1,105,0,
82WN00126, 82023142,82,02,3142,1,71,30,713,1,1,1,1, 20,2,2,1,91,137,4,92,82,531, 6, 3, 9, 8, 48,249,6,7,2,1,1,151,182,1125,93,,130,1643,02,0088,02,6,73,458,71,3,85,0,
82WN00127, 82023143,82,02,3143,2,70,30,704,2,2,5,5, 30,3,3,1,91,137,8,86,71,455, 6, 3, 8, 6, 47,  0,5,7,1,1,1,148,198,1114,92,,131,0123,02,8379,01,2,63,526,70,2,76,79,027
82WN00128, 82023144,82,02,3144,1,70,30,704,2,2,5,5, 30,3,3,1,91,137,13,90,81,526, 7, 3, 9, 6, 37,283,6,7,2,1,1,147,198,1114,93,,132,0123,02,8379,01,2,72,560,70,3,86,0,
82WN00129, 82023145,82,02,3145,1,71,30,712,2,2,5,4, 40,4,4,1,91,137,3,105,103,675, 7, 3, 8, 7, 40,320,5,7,2,1,4,171,211,1245,19,,133,1430,02,7016,01,6,92,691,71,6,0,0,
82WN00130, 82023146,82,02,3146,2,71,30,712,2,2,5,6, 40,4,4,1,91,137,2,83,66,421, 6, 3,11, 8, 34,  0,4,6,2,1,3,142,211,1245,46,,134,1430,02,7016,01,6,59,491,71,6,0,0,
82WN00131, 82023147,82,02,3147,2,71,30,715,2,2,5,6, 90,9,5,1,91,137,2,80,80,526, 6, 3, 9, 7, 36,  0,4,7,1,1,2,159,222,1313,,,135,4274,01,1996,01,6,71,619,71,1,93,0,
82WN00132, 82023148,82,02,3148,1,71,30,715,2,2,5,4, 90,9,5,1,91,137,6,98,95,622, 6, 3, 9, 7, 45,270,4,5,1,1,2,177,222,1313,,,136,4274,01,1996,01,6,84,663,71,4,103,0,
82WN00133, 82023149,82,02,3149,2,71,30,713,2,2,5,5, 40,4,4,2,91,139,6,75,75,486, 5, 3, 8, 5, 55,  0,6,7,2,1,1,153,199,1242,,,137,1643,02,6980,01,6,66,543,71,1,83,0,
82WN00134, 82023150,82,02,3150,2,71,30,713,2,2,5,5, 40,4,4,2,91,139,26,81,71,453, 6, 3, 9, 5, 56,  0,6,7,1,1,1,149,199,1242,,,138,1643,02,6980,01,6,62,531,71,1,82,0,
82WN00135, 82023151,82,02,3151,2,71,30,714,3,2,8,5, 40,4,4,2,91,139,7,90,84,540, 4, 3, 8, 7, 48,  0,6,7,2,1,1,168,224,1179,,,139,1554,02,7044,01,6,74,598,71,1,94,0,
82WN00136, 82023152,82,02,3152,1,71,30,714,3,2,8,5, 40,4,4,2,91,139,22,92,96,624, 5, 3,10, 8, 36,285,6,8,2,1,1,172,224,1179,,,140,1554,02,7044,01,6,84,656,71,1,97,0,
82WN00137, 82023153,82,02,3153,2,71,30,714,3,1,7,2, 40,4,4,1,91,137,14,61,84,569, 7, 3, 8, 7, 43,  0,4,6,2,1,1,152,224,1179,,,141,1554,02,7044,01,6,74,604,71,1,93,0,
82WN00138, 82023154,82,02,3154,2,71,30,712,2,2,5,5, 60,6,4,2,91,139,3,83,77,494, 6, 3,10, 6, 56,  0,6,8,2,1,1,153,191,1335,,,142,1430,02,5077,01,6,68,548,71,1,84,0,
82WN00139, 82023155,82,02,3155,2,71,30,712,2,2,5,5, 60,6,4,2,91,139,21,94,82,522, 5, 3, 9, 7, 48,  0,6,8,2,1,5,164,191,1335,92,,143,1430,02,5077,01,6,72,595,71,2,92,96,Z
82WN00140, 82023156,82,02,3156,1,71,30,714,2,1,3,2, 20,2,2,2,91,139,22,97,100,650, 6, 3, 8, 6, 45,271,4,6,1,1,2,174,199,1129,,,144,1554,02,0258,02,6,88,663,71,1,104,0,
82WN00141, 82023157,82,02,3157,2,71,30,713,1,1,1,1, 20,2,2,2,91,139,17,83,88,573, 4, 3, 9, 6, 41,  0,5,7,2,1,1,163,182,1143,,,145,1643,02,0430,02,6,77,594,71,1,86,0,
82WN00142, 82023160,82,02,3160,2,70,30,703,2,2,5,6, 40,4,4,2,92,138,26,85,65,409, 4, 3, 8, 5, 57,  0,5,7,1,1,1,159,211,1125,92,,146,0371,02,7189,01,2,58,507,70,2,71,73,029
82WN00143, 82023161,82,02,3161,2,70,30,703,2,2,5,4, 40,4,4,2,92,138,17,101,74,463, 4, 3, 9, 7, 55,  0,5,7,2,1,1,159,211,1125,92,,147,0371,02,7189,01,2,66,507,70,2,77,83,027
82WN00144, 82023162,82,02,3162,2,71,30,715,2,2,5,5, 70,7,5,1,92,136,19,120,67,404, 8, 3, 9, 7, 63,  0,6,7,2,1,1,154,251,1156,92,,148,4274,01,3784,01,6,61,492,71,2,77,77,033
82WN00145, 82023163,82,02,3163,2,71,30,715,2,1,3,2, 70,7,5,2,92,138,8,91,91,593, 5, 3, 8, 6, 47,  0,5,7,1,1,1,169,251,1156,,,149,4274,01,3784,01,6,80,646,71,1,97,0,
82WN00146, 82023164,82,02,3164,1,71,30,712,2,2,5,4, 30,3,3,2,92,138,14,90,79,507, 6, 3, 8, 7, 50,290,5,7,1,1,1,158,212,1176,,87,150,1430,02,8527,01,6,70,553,71,1,87,0,
82WN00147, 82023165,82,02,3165,2,71,30,712,2,2,5,6, 30,3,3,2,92,138,25,72,65,419, 6, 3, 8, 7, 54,  0,5,7,1,1,1,154,212,1176,92,,151,1430,02,8527,01,6,57,532,71,2,74,76,028
82WN00148, 82023167,82,02,3167,1,70,30,715,3,1,7,2, 70,7,5,2,92,138,8,90,75,478, 6, 3, 9, 7, 45,249,4,6,1,1,1,148,214,1006,93,,152,4274,01,3866,01,2,66,475,70,3,85,0,
82WN00149, 82023168,82,02,3168,1,70,30,715,3,1,7,2, 70,7,5,8,92,82,1,77,44,443, 8, 3,10,10, 37,243,6,7,1,1,4,148,214,1006,93,,153,4274,01,3866,01,2,61,392,70,3,69,0,
82WN00150, 82023170,82,02,3170,1,71,30,714,2,1,3,2, 20,2,2,2,92,138,20,98,98,639, 8, 3, 7, 5, 54,306,6,7,2,1,1,166,216,1081,,87,154,1554,02,0336,02,6,86,648,71,1,106,0,
82WN00151, 82023172,82,02,3172,1,71,30,712,2,2,5,5, 50,5,4,2,92,138,14,103,85,541, 4, 3, 8, 8, 42,372,6,7,1,1,2,169,197,1128,93,,155,1430,02,5725,01,6,75,563,71,3,89,0,
82WN00152, 82023173,82,02,3173,1,71,30,712,2,2,5,5, 50,5,4,2,92,138,24,109,76,472, 5, 3, 9, 9, 43,250,5,7,2,1,4,161,197,1128,93,,156,1430,02,5725,01,6,68,504,71,3,86,0,
82WN00153, 82023174,82,02,3174,1,70,30,704,2,2,5,5, 50,5,4,2,92,138,2,78,78,509, 8, 3, 9, 7, 44,260,6,7,2,1,5,139,186,1018,93,,157,0123,02,6164,01,2,69,518,70,3,81,0,
82WN00154, 82023175,82,02,3175,1,70,30,704,2,2,5,5, 50,5,4,2,92,138,22,87,71,451, 9, 3,10, 8, 39,245,4,7,2,1,4,130,186,1018,93,,158,0123,02,6164,01,2,63,481,70,3,73,0,
82WN00155, 82023176,82,02,3176,1,71,30,713,1,1,1,1, 20,2,2,2,92,138,26,97,79,502, 4, 3, 9, 7, 53,276,5,7,2,1,6,159,199,1065,19,,159,1643,02,0151,02,6,70,455,71,6,0,0,
82WN00156, 82023177,82,02,3177,1,70,30,701,1,1,1,1, 20,2,2,2,92,138,22,91,83,536, 4, 3, 9, 6, 44,289,5,7,3,1,1,153,182,1118,93,,160,0326,02,0304,02,2,73,485,70,3,92,0,
82WN00157, 82023178,82,02,3178,1,70,30,702,1,1,1,1, 30,3,3,2,92,138,2,117,105,676, 4, 3, 8, 6, 47,282,4,6,2,1,2,168,183,1236,,,161,0354,02,8390,01,2,93,598,70,1,110,0,
82WN00158, 82023179,82,02,3179,1,70,30,702,2,1,3,2, 20,2,2,2,92,138,8,81,88,579, 6, 3, 8, 7, 41,270,6,8,1,1,1,160,199,1118,93,,162,0354,02,0327,02,2,78,575,70,3,94,0,
82WN00159, 82023181,82,02,3181,1,70,30,703,2,2,5,5, 20,2,2,2,92,138,3,88,76,487, 5, 3, 9, 8, 44,251,6,7,2,1,4,161,199,1250,,,163,0371,02,0064,02,2,67,519,70,1,83,0,
82WN00160, 82023182,82,02,3182,2,70,30,703,2,2,5,5, 20,2,2,2,92,138,17,88,79,509, 5, 3, 9, 6, 52,  0,6,7,1,1,1,167,199,1250,,,164,0371,02,0064,02,2,70,597,70,1,85,0,
82WN00161, 82023183,82,02,3183,1,70,30,715,2,2,5,4, 70,7,5,2,92,138,4,90,77,493, 6, 3, 9, 9, 44,260,6,7,2,1,1,158,214,1074,93,,165,4274,01,3791,01,2,68,535,70,3,78,0,
82WN00162, 82023184,82,02,3184,2,70,30,715,2,2,5,6, 70,7,5,2,92,138,6,76,73,474, 7, 3, 9, 6, 56,  0,6,7,2,1,1,155,214,1074,92,,166,4274,01,3791,01,2,64,573,70,2,79,87,033
82WN00163, 82023185,82,02,3185,1,71,30,714,2,2,5,5, 40,4,4,1,92,136,2,120,94,603, 6, 3, 8, 7, 42,279,5,7,2,1,2,168,199,1357,93,02,167,1554,02,7244,01,6,84,608,71,3,97,0,
82WN00164, 82023186,82,02,3186,2,71,30,714,2,2,5,5, 40,4,4,1,92,136,18,105,86,555, 8, 3, 8, 7, 40,  0,4,6,1,1,1,152,199,1357,46,,168,1554,02,7244,01,6,77,619,71,6,0,0,
82WN00165, 82023187,82,02,3187,1,71,30,712,2,1,3,2, 20,2,2,5,92,133,15,75,96,665, 8, 3, 9, 6, 47,289,4,6,1,1,4,162,199,1136,,,169,1430,02,0394,02,6,87,604,71,1,98,0,
82WN00166, 82023189,82,02,3189,1,70,30,702,2,2,5,5, 20,2,2,1,92,136,17,88,81,531, 6, 3, 9, 8, 37,247,4,6,2,1,1,164,216,1395,,,170,0354,02,0110,02,2,73,574,70,4,88,0,
82WN00167, 82023190,82,02,3190,2,70,30,702,2,2,5,5, 20,2,2,1,92,136,19,89,70,449, 6, 3,10, 8, 50,  0,6,8,2,1,1,163,216,1395,,,171,0354,02,0110,02,2,63,536,70,1,82,0,
82WN00168, 82023191,82,02,3191,2,70,30,701,2,1,3,2, 20,2,2,2,92,138,4,84,83,541, 6, 3, 8, 6, 57,  0,5,7,3,1,1,164,216,1199,,,172,0326,02,0073,02,2,73,589,70,1,90,0,
82WN00169, 82023192,82,02,3192,1,70,30,701,2,1,3,2, 20,2,2,4,92,133,11,75,82,560, 5, 3, 9, 7, 53,283,5,7,2,2,2,177,216,1199,93,,173,0326,02,0073,02,2,75,598,70,3,88,0,
82WN00170, 82023193,82,02,3193,2,71,30,711,2,2,5,5, 30,3,3,2,92,138,2,95,77,489, 7, 3, 9, 6, 50,  0,4,7,1,1,1,146,198,1189,,16,174,1407,02,8518,01,6,68,556,71,1,81,0,
82WN00171, 82023194,82,02,3194,2,71,30,711,2,2,5,5, 30,3,3,2,92,138,21,93,81,520, 7, 3, 7, 6, 48,  0,5,7,1,1,1,152,198,1189,,,175,1407,02,8518,01,6,72,607,71,1,87,0,
82WN00172, 82023197,82,02,3197,2,71,30,714,1,2,3,5, 20,2,2,2,92,138,10,113,84,527, 3, 3, 9, 7, 56,  0,6,7,1,1,1,186,182,1208,,,176,1554,02,0198,02,6,75,608,71,1,93,0,
82WN00173, 82023198,82,02,3198,1,70,30,701,2,2,5,5, 60,6,4,2,92,138,12,110,80,500, 6, 3, 9, 8, 57,283,5,7,1,1,1,165,201,1257,,,177,0326,02,4798,01,2,71,520,70,1,82,0,
82WN00174, 82023199,82,02,3199,2,70,30,701,2,2,5,5, 60,6,4,2,92,138,17,124,79,483, 6, 3, 8, 6, 63,  0,5,8,1,1,1,163,201,1257,,,178,0326,02,4798,01,2,70,550,70,1,92,0,
82WN00175, 82023200,82,02,3200,1,70,30,703,2,2,5,4, 50,5,4,2,93,137,14,100,82,526, 4, 3, 9, 6, 46,271,3,6,1,1,2,165,197,1246,,,179,0371,02,5983,01,2,73,554,70,1,86,0,
82WN00176, 82023201,82,02,3201,2,70,30,703,2,2,5,6, 50,5,4,2,93,137,17,80,67,431, 4, 3, 9, 7, 61,  0,5,7,2,1,1,168,197,1246,,,180,0371,02,5983,01,2,60,518,70,1,75,0,
82WN00177, 82023203,82,02,3203,1,70,30,701,2,1,3,2, 20,2,2,2,93,137,20,93,95,626,10, 3, 8, 6, 45,290,5,7,2,1,2,150,216,1233,,,181,0326,02,0038,02,2,84,633,70,1,104,0,
82WN00178, 82023204,82,02,3204,1,70,30,702,1,1,1,1, 40,4,4,2,93,137,9,134,108,691, 5, 3, 7, 5, 53,271,6,7,2,1,2,168,186,1192,,,182,0354,02,7038,01,2,96,603,70,1,98,0,
82WN00179, 82023205,82,02,3205,2,70,30,701,2,2,5,5, 30,3,3,2,93,137,20,104,78,493, 6, 3, 8, 7, 53,  0,5,7,1,1,1,161,212,1311,,,183,0326,02,8746,01,2,70,577,70,1,89,0,
82WN00180, 82023206,82,02,3206,1,70,30,701,2,2,5,5, 30,3,3,2,93,137,13,95,75,478, 5, 3,10, 7, 43,254,5,7,1,1,2,155,212,1311,93,,184,0326,02,8746,01,2,67,513,70,3,85,0,
82WN00181, 82023207,82,02,3207,2,70,30,702,1,1,1,1, 20,2,2,2,93,137,2,101,89,576, 5, 3, 8, 5, 46,  0,5,7,2,1,1,158,182,1136,,,185,0354,02,0227,02,2,79,578,70,1,91,0,
82WN00182, 82023208,82,02,3208,2,71,30,711,2,2,5,5, 20,2,2,2,93,137,20,96,85,550, 6, 3, 8, 6, 46,  0,6,7,1,1,1,165,216,1307,,,186,1407,02,0361,02,6,76,640,71,1,92,0,
82WN00183, 82023209,82,02,3209,2,71,30,711,2,2,5,5, 20,2,2,2,93,137,21,86,70,448, 4, 3, 8, 8, 34,  0,6,7,2,1,1,157,216,1307,,,187,1407,02,0361,02,6,62,539,71,1,79,0,
82WN00184, 82023210,82,02,3210,1,71,30,715,2,2,5,5, 90,9,5,2,93,137,4,100,86,555, 7, 3, 8, 7, 45,259,4,6,2,1,2,158,207,1219,,,188,4274,01,1999,01,6,77,587,71,1,96,0,
82WN00185, 82023211,82,02,3211,1,71,30,715,2,2,5,5, 90,9,5,2,93,137,17,113,92,589, 5, 3, 7, 6, 51,276,5,7,2,1,2,178,207,1219,,,189,4274,01,1999,01,6,82,635,71,1,98,0,
82WN00186, 82023212,82,02,3212,2,70,30,715,2,2,5,5, 80,8,5,2,93,137,19,105,73,456, 4, 3, 9, 7, 66,  0,7,8,2,1,1,178,219,1378,,,190,4274,01,2840,01,2,65,546,70,1,81,0,
82WN00187, 82023213,82,02,3213,1,70,30,715,2,2,5,5, 80,8,5,2,93,137,22,96,83,536, 6, 3, 9, 8, 51,265,6,7,1,1,1,170,219,1378,,,191,4274,01,2840,01,2,74,587,70,4,96,0,
82WN00188, 82023214,82,02,3214,1,70,30,702,2,2,5,5, 50,5,4,2,93,137,12,112,92,590, 4, 3, 9, 7, 50,296,5,7,1,1,2,180,208,1408,,,192,0354,02,5589,01,2,82,608,70,4,101,0,
82WN00189, 82023215,82,02,3215,2,70,30,702,2,2,5,5, 50,5,4,2,93,137,23,105,61,369, 4, 3,11, 8, 38,  0,5,7,1,1,1,145,208,1408,92,,193,0354,02,5589,01,2,55,441,70,2,74,73,028
82WN00190, 82023216,82,02,3216,1,70,30,701,2,2,5,5, 50,5,4,2,93,137,2,108,81,512, 5, 3, 8, 8, 63,281,7,8,2,1,1,173,186,1069,93,,194,0326,02,5585,01,2,72,519,70,3,83,0,
82WN00191, 82023217,82,02,3217,2,70,30,701,2,2,5,5, 50,5,4,2,93,137,12,114,75,464, 5, 3,10, 7, 46,  0,6,7,2,1,1,155,186,1069,92,,195,0326,02,5585,01,2,67,524,70,2,88,89,023
82WN00192, 82023218,82,02,3218,2,70,30,703,2,1,3,2, 20,2,2,2,93,137,11,55,58,383, 5, 3,11, 7, 70,  0,7,8,1,1,1,158,199,993,92,16,196,0371,02,0403,02,2,51,437,70,2,63,65,031
82WN00193, 82023221,82,02,3221,2,71,30,713,3,1,7,2, 60,6,4,2,93,137,21,60,68,453, 3, 3,10, 7, 51,  0,5,7,1,1,1,160,191,986,92,,197,1643,02,4947,01,6,60,496,71,2,74,77,028
82WN00194, 82023223,82,02,3223,2,70,30,704,2,1,3,2, 30,3,3,2,93,137,2,72,66,429, 5, 3, 9, 8, 58,  0,6,7,2,1,1,153,183,1037,92,16,198,0123,02,8537,01,2,59,467,70,2,74,76,028
82WN00195, 82023225,82,02,3225,1,70,30,701,2,1,3,2, 30,3,3,2,93,137,16,93,81,523, 5, 3, 9, 7, 53,290,5,7,1,1,2,164,198,1174,93,,199,0326,02,8775,01,2,72,520,70,3,84,0,
82WN00196, 82023227,82,02,3227,1,70,30,702,2,2,5,3, 30,3,3,2,93,137,2,113,72,443, 5, 3, 9, 8, 43,265,4,7,2,1,4,153,183,1134,93,,200,0354,02,8803,01,2,64,474,70,3,72,0,
82WN00197, 82023228,82,02,3228,2,70,30,702,2,2,5,7, 30,3,3,2,93,137,2,82,84,553, 4, 3, 7, 6, 48,  0,5,7,2,1,1,172,183,1134,70,,201,0354,02,8803,01,2,75,640,70,6,94,0,
82WN00198, 82023229,82,02,3229,2,70,30,715,3,2,8,5, 65,6,4,2,94,136,18,76,83,554, 6, 3, 9, 6, 53,  0,5,7,1,1,1,162,242,1202,,,202,4274,01,4398,01,2,74,619,70,1,90,0,
82WN00199, 82023230,82,02,3230,2,70,30,715,3,2,8,5, 65,6,4,2,94,136,18,87,79,517, 5, 3, 9, 6, 59,  0,5,7,1,1,1,167,242,1202,,,203,4274,01,4398,01,2,71,582,70,1,90,0,
82WN00200, 82023232,82,02,3232,2,71,30,712,2,2,5,5, 60,6,4,2,94,136,18,114,91,585, 6, 3, 7, 6, 46,  0,5,7,1,1,1,165,201,1212,,,204,1430,02,4781,01,6,82,650,71,1,104,0,
82WN00201, 82023233,82,02,3233,2,71,30,712,2,2,5,5, 60,6,4,2,94,136,8,112,86,550, 3, 3,11, 5, 46,  0,4,6,2,1,1,171,201,1212,,,205,1430,02,4781,01,6,77,604,71,1,92,0,
82WN00202, 82023234,82,02,3234,2,70,30,702,2,1,3,2, 20,2,2,2,94,136,23,61,62,411, 5, 3,10, 8, 63,  0,7,8,1,1,1,162,199,928,92,16,206,0354,02,0039,02,2,55,476,70,2,73,73,029
82WN00203, 82023235,82,02,3235,1,70,30,702,1,1,1,1, 50,5,4,2,94,136,18,95,109,732, 6, 3, 9, 6, 39,228,4,7,2,1,5,160,175,1110,93,,207,0354,02,5943,01,2,97,652,70,3,116,0,
82WN00204, 82023236,82,02,3236,2,70,30,701,2,1,3,2, 30,3,3,2,94,136,1,95,90,592, 4, 3, 8, 6, 47,  0,5,7,2,1,1,170,212,1039,,,208,0326,02,8523,01,2,81,628,70,1,99,0,
82WN00205, 82023237,82,02,3237,2,70,30,702,1,1,1,1, 60,6,4,5,94,131,14,108,94,635, 5, 3, 9, 6, 50,  0,5,5,1,1,1,166,161,1041,,,209,0354,02,4861,01,2,87,562,70,1,115,0,
82WN00206, 82023238,82,02,3238,2,71,30,713,2,2,5,6, 60,6,4,3,94,137,18,51,47,306, 5, 3,11,10, 39,  0,6,8,1,1,1,142,191,1206,92,,210,1643,02,5092,01,6,42,441,71,2,54,56,032
82WN00207, 82023239,82,02,3239,1,71,30,713,2,2,5,4, 60,6,4,2,94,136,1,64,71,475, 7, 3,10, 7, 33,251,4,6,1,1,2,131,191,1206,93,,211,1643,02,5092,01,6,63,488,71,3,72,0,
82WN00208, 82023240,82,02,3240,1,71,30,713,2,2,5,5, 40,4,4,2,94,136,18,84,79,519, 7, 3, 9, 8, 60,270,4,7,2,1,6,163,199,1064,93,,212,1643,02,7232,01,6,71,542,71,3,88,0,
82WN00209, 82023241,82,02,3241,1,71,30,713,2,2,5,5, 40,4,4,2,94,136,18,81,77,507, 7, 3, 9, 7, 44,242,5,7,2,1,1,147,199,1064,93,,213,1643,02,7232,01,6,69,530,71,3,83,0,
82WN00210, 82023242,82,02,3242,2,71,30,714,2,1,3,2, 50,5,4,2,94,136,23,79,52,324, 7, 3,10, 8, 59,  0,5,7,2,1,1,133,197,1057,92,,214,1554,02,5839,01,6,47,367,71,2,57,58,032
82WN00211, 82023244,82,02,3244,1,70,30,702,1,1,1,1, 40,4,4,5,94,131,15,119,112,764, 6, 3, 9, 5, 50,247,6,7,1,1,1,168,199,1226,,,215,0354,02,7251,01,2,104,615,70,1,101,0,
82WN00212, 82023245,82,02,3245,1,71,30,712,1,1,1,1, 20,2,2,2,94,136,24,108,105,693, 5, 3, 8, 7, 36,302,4,6,2,1,2,169,199,1266,,,216,1430,02,0156,02,6,94,641,71,1,113,0,
82WN00213, 82023246,82,02,3246,1,71,30,713,2,2,5,5, 50,5,4,2,94,136,17,100,78,500, 5, 3,10, 7, 52,286,6,8,2,1,2,164,186,1088,93,,217,1643,02,5842,01,6,70,522,71,3,91,0,
82WN00214, 82023247,82,02,3247,2,71,30,713,2,2,5,5, 50,5,4,2,94,136,18,105,76,482, 5, 3,10, 6, 66,  0,7,8,2,1,1,169,186,1088,,,218,1643,02,5842,01,6,68,547,71,1,89,0,
82WN00215, 82023248,82,02,3248,2,70,30,702,2,1,3,2, 40,4,4,2,94,136,20,87,85,561, 4, 3, 8, 6, 47,  0,4,6,2,1,1,167,211,1157,,,219,0354,02,7114,01,2,76,601,70,1,97,0,
82WN00216, 82023250,82,02,3250,2,71,30,711,1,1,1,1, 40,4,4,2,94,136,21,111,86,551, 5, 3, 9, 6, 40,  0,4,6,1,1,1,152,186,1173,,,220,1407,02,7074,01,6,77,550,71,1,95,0,
82WN00217, 82023251,82,02,3251,1,70,30,704,2,2,5,4, 20,2,2,2,94,136,21,82,70,454, 9, 3, 9, 8, 41,230,6,7,1,1,2,138,216,1236,93,,221,0123,02,0432,02,2,63,510,70,3,82,0,
82WN00218, 82023252,82,02,3252,1,70,30,704,2,2,5,6, 20,2,2,2,94,136,15,70,85,574, 6, 3, 8, 8, 42,273,4,6,1,1,2,168,216,1236,,,222,0123,02,0432,02,2,76,622,70,1,96,0,
82WN00219, 82023254,82,02,3254,2,71,30,714,2,1,3,2, 20,2,2,2,94,136,8,74,79,526, 6, 3, 8, 6, 52,  0,6,7,1,1,1,158,199,1111,,,223,1554,02,0147,02,6,71,575,71,1,86,0,
82WN00220, 82023255,82,02,3255,1,71,30,711,2,1,4,2, 20,2,2,9,94,137,1,93,84,545, 0, 0, 0, 0,  0,  0,,,,1,,0,199,1051,93,,224,1407,02,0188,02,6,75,510,71,3,80,0,
82WN00221, 82023256,82,02,3256,1,71,30,711,2,1,4,2, 20,2,2,9,94,137,1,77,87,579, 0, 0, 0, 0,  0,  0,,,,1,,0,199,1051,93,,225,1407,02,0188,02,6,77,544,71,3,83,0,
82WN00222, 82023257,82,02,3257,2,71,30,714,2,1,4,2, 60,6,4,9,94,127,1,78,70,490, 0, 0, 0, 0,  0,  0,,,,1,,0,211,1047,92,,226,1554,02,4857,01,6,67,427,71,2,95,89,022
82WN00223, 82023258,82,02,3258,2,71,30,714,2,1,3,2, 60,6,4,2,94,136,23,84,70,453, 5, 3,10, 6, 63,  0,7,8,2,1,1,159,211,1047,92,,227,1554,02,4857,01,6,63,496,71,2,78,82,027
82WN00224, 82023259,82,02,3259,1,70,30,702,1,1,1,1, 30,3,3,2,94,136,19,70,55,353, 5, 3,11, 9, 72,145,7,8,1,1,6,144,169,888,93,16,228,0354,02,8455,01,2,49,290,70,3,63,0,
82WN00225, 82023260,82,02,3260,2,71,30,714,2,2,5,6, 50,5,4,2,94,136,23,91,71,455, 5, 3, 9, 6, 51,  0,5,7,2,1,1,159,186,1056,92,,229,1554,02,5951,01,6,64,547,71,2,82,83,024
82WN00226, 82023261,82,02,3261,1,71,30,714,2,2,5,4, 50,5,4,2,94,136,9,115,89,570, 6, 3, 8, 7, 48,278,7,8,2,1,4,166,186,1056,93,,230,1554,02,5951,01,6,80,591,71,3,88,0,
82WN00227, 82023262,82,02,3262,1,70,30,704,1,1,1,1, 20,2,2,2,94,136,4,105,94,614, 7, 3, 8, 6, 46,181,4,7,2,1,1,148,182,1136,,,231,0123,02,0328,02,2,84,540,70,1,112,0,
82WN00228, 82023266,82,02,3266,2,70,30,702,2,2,5,7, 30,3,3,2,94,136,13,43,46,307, 4, 3,11,10, 39,  0,6,7,3,1,1,142,198,1140,92,16,232,0354,02,8784,01,2,41,404,70,2,53,52,035
82WN00229, 82023267,82,02,3267,1,70,30,702,2,2,5,3, 30,3,3,2,94,136,22,66,55,356, 3, 3,13,11, 23,215,5,7,8,1,1,145,198,1140,19,16,233,0354,02,8784,01,2,49,407,70,6,0,0,
