UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,SEQ,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
82WN01229, 82435229,82,43,5229,1,42,02,942,2,2,5,6, 20,2,2,2,110,120,4,85,54,379, 9, 3,11, 9, 38,153,6,8,2,1,1,136,155,909,93,,1239,3380,43,3852,43,3,54,455,42,3,61,0,
82WN01230, 82435230,82,43,5230,2,40,02,404,2,2,5,5, 60,6,4,3,110,121,8,109,73,513, 9, 3, 8, 7, 48,  0,6,8,2,1,1,145,159,883,,,1240,3940,43,0742,43,2,72,555,40,1,79,0,
82WN01231, 82435231,82,43,5231,2,40,02,404,2,2,5,5, 60,6,4,3,110,121,8,123,75,518, 8, 3, 9, 7, 45,  0,5,7,1,1,1,150,159,883,,,1241,3940,43,0742,43,2,74,560,40,1,81,0,
82WN01232, 82435232,82,43,5232,2,49,02,491,2,1,4,2, 70,7,5,9,110,115,13,98,25,132,12, 3,13,13, 39,  0,6,8,7,1,1,0,158,810,19,,1242,4159,43,3734,01,4,26,122,49,6,25,0,
82WN01233, 82435234,82,43,5234,2,40,02,401,2,1,3,2, 20,2,2,3,111,120,1,105,60,413, 7, 3,10, 8, 46,  0,6,7,1,1,1,150,155,813,92,,1243,3946,43,3873,43,2,60,478,40,2,69,67,085
82WN01234, 82435238,82,43,5238,2,49,02,491,3,1,7,2, 40,4,4,3,111,120,18,82,63,457, 4, 3,11, 8, 33,  0,4,6,1,1,1,158,201,969,,16,1244,4159,43,6872,01,4,63,522,49,1,71,0,
82WN01235, 82435239,82,43,5239,2,40,02,404,1,1,1,1, 60,6,4,3,111,120,14,148,83,568,10, 3,10, 8, 45,  0,6,8,1,1,1,142,137,568,,,1245,3940,43,1226,43,2,83,534,40,1,88,0,
82WN01236, 82435240,82,43,5240,1,42,02,872,1,1,1,1, 70,7,5,5,111,114,2,122,96,735, 7, 3, 9, 7, 42,235,6,7,3,1,2,159,148,805,,,1246,3753,43,0731,43,3,100,552,42,1,0,135,
82WN01237, 82435241,82,43,5241,2,42,02,802,1,1,1,1, 40,4,4,3,111,120,7,130,61,400, 9, 3, 9, 8, 48,  0,6,7,1,1,1,125,132,626,,,1247,3671,43,2255,43,3,61,354,42,1,67,0,
82WN01238, 82435242,82,43,5242,1,41,02,412,2,2,5,5, 70,7,5,3,111,120,15,126,80,562, 8, 3, 9, 7, 37,279,5,7,1,1,2,156,158,1003,,,1248,4594,43,0363,43,6,80,603,41,1,85,0,
82WN01239, 82435243,82,43,5243,1,41,02,412,2,2,5,5, 70,7,5,3,111,120,1,128,82,577, 6, 3, 8, 6, 43,236,4,6,2,1,1,166,158,1003,,,1249,4594,43,0363,43,6,82,594,41,1,86,0,
82WN01240, 82435244,82,43,5244,2,41,02,414,1,1,1,1, 20,2,2,3,111,120,14,112,71,498, 6, 3, 9, 7, 49,  0,5,7,1,1,1,156,145,839,,,1250,4252,43,4038,43,6,71,494,41,1,70,0,
82WN01241, 82435245,82,43,5245,2,42,02,892,1,1,1,1, 90,9,5,3,111,120,9,123,82,581, 6, 3, 8, 6, 50,  0,5,7,3,1,1,161,125,755,,,1251,3724,43,8533,42,3,82,553,42,1,85,0,
82WN01242, 82435246,82,43,5246,2,41,02,413,1,1,1,1, 20,2,2,3,111,120,3,107,73,519,10, 3, 8, 6, 42,  0,4,7,2,1,1,128,145,839,,,1252,4611,43,3535,43,6,73,496,41,1,83,0,
82WN01243, 82435247,82,43,5247,2,43,02,434,2,2,5,7, 70,7,5,5,111,114,4,98,64,475, 7, 3, 9, 8, 45,  0,7,8,1,1,1,153,178,1101,,,1253,4198,43,0389,43,6,67,499,43,1,0,94,
82WN01244, 82435248,82,43,5248,1,43,02,434,2,2,5,3, 70,7,5,5,111,114,2,142,104,788, 7, 3, 8, 6, 44,185,4,7,1,1,1,177,178,1101,32,87,1254,4198,43,0389,43,6,109,695,43,6,0,0,
82WN01245, 82435249,82,43,5249,2,41,02,411,2,2,5,5, 20,2,2,3,111,120,4,96,61,428, 8, 3,10, 8, 37,  0,6,8,1,1,1,139,155,949,92,,1255,4315,43,3356,43,6,61,494,41,2,65,65,085
82WN01246, 82435250,82,43,5250,1,41,02,411,2,2,5,5, 20,2,2,3,111,120,14,96,65,462, 9, 3,10, 8, 44,215,5,8,2,1,1,146,155,949,93,,1256,4315,43,3356,43,6,65,517,41,3,63,0,
82WN01247, 82435251,82,43,5251,2,40,02,403,2,2,5,6, 60,6,4,3,111,120,3,84,53,372, 5, 3,10, 9, 38,  0,5,7,1,1,1,148,181,950,92,04,1257,3440,43,0804,43,2,53,452,40,2,60,61,086
82WN01248, 82435252,82,43,5252,2,40,02,403,2,2,5,4, 60,6,4,3,111,120,3,99,61,426, 6, 3,10, 8, 36,  0,6,8,1,1,1,146,181,950,92,,1258,3440,43,0804,43,2,61,476,40,2,70,68,085
82WN01249, 82435253,82,43,5253,1,42,02,892,2,1,3,2, 40,4,4,3,111,120,2,115,77,546,12, 4,11, 6, 46,187,3,6,2,1,1,115,146,806,,,1259,3724,43,2538,43,3,77,458,42,1,76,0,
82WN01250, 82435254,82,43,5254,2,42,02,892,2,1,4,2, 40,4,4,5,111,114,4,90,43,298,11, 3,11,11, 41,  0,5,7,3,1,1,110,146,806,,,1260,3724,43,2538,43,3,45,267,42,1,0,62,
82WN01251, 82435255,82,43,5255,2,42,02,862,2,2,5,6, 50,5,4,5,111,114,4,86,61,460,10, 3,10, 8, 42,  0,6,8,3,1,1,129,139,880,,,1261,3906,43,1973,43,3,64,470,42,1,0,89,
82WN01252, 82435256,82,43,5256,2,42,02,862,2,2,5,4, 50,5,4,5,111,114,4,101,74,561,10, 3,11, 8, 38,  0,4,6,5,1,1,138,139,880,,,1262,3906,43,1973,43,3,77,540,42,1,0,93,
82WN01253, 82435257,82,43,5257,1,43,02,434,2,2,5,4, 30,3,3,5,111,114,3,125,96,732,10, 3,11, 8, 39,179,5,8,1,1,1,153,151,792,93,,1263,4198,43,2981,43,6,100,619,43,3,0,138,
82WN01254, 82435258,82,43,5258,1,43,02,434,2,2,5,6, 30,3,3,5,111,114,3,106,78,591, 8, 3, 9, 8, 44,166,6,8,1,1,1,161,151,792,93,,1264,4198,43,2981,43,6,82,566,43,3,0,125,
82WN01255, 82435259,82,43,5259,2,49,02,491,1,1,1,1,100,0,5,3,111,120,11,100,57,392, 6, 3,10, 9, 49,  0,6,7,1,1,1,145,174,1004,,,1265,4159,43,1405,01,4,57,367,49,1,63,0,
82WN01256, 82435260,82,43,5260,1,42,02,932,2,2,5,5, 60,6,4,3,111,120,8,96,66,470, 9, 3,10, 7, 41,214,4,6,2,1,1,135,170,898,,,1266,3625,43,1064,43,3,66,485,42,1,70,0,
82WN01257, 82435261,82,43,5261,2,42,02,932,2,2,5,5, 60,6,4,3,111,120,2,88,60,427, 6, 3, 8, 6, 50,  0,5,7,1,1,1,144,170,898,,,1267,3625,43,1064,43,3,60,460,42,1,66,0,
82WN01258, 82435262,82,43,5262,2,43,02,431,2,1,3,2, 20,2,2,5,111,114,4,81,70,543,10, 3, 9, 7, 48,  0,6,8,1,1,1,142,155,823,,,1268,4650,43,3680,43,6,73,541,43,1,0,91,
82WN01259, 82435264,82,43,5264,1,41,02,411,1,1,1,1, 80,8,5,3,111,120,9,141,65,424, 8, 3,10, 8, 39,178,5,7,2,1,1,128,113,705,93,,1269,4315,43,9547,42,6,65,325,41,3,69,0,
82WN01260, 82435265,82,43,5265,2,49,02,491,1,1,1,1, 50,5,4,3,111,120,15,109,78,559, 7, 3, 8, 6, 46,  0,3,6,1,1,1,147,148,717,,,1270,4159,43,5796,01,4,78,527,49,1,85,0,
82WN01261, 82435266,82,43,5266,1,41,02,411,2,2,5,4, 70,7,5,3,111,120,5,116,93,678, 5, 3, 8, 6, 43,245,5,7,2,1,1,179,138,859,,,1271,4315,43,0467,43,6,93,663,41,1,93,0,
82WN01262, 82435267,82,43,5267,2,41,02,411,2,2,5,6, 70,7,5,3,111,120,13,93,44,289, 8, 3,10, 9, 46,  0,6,8,2,1,1,136,138,859,92,60,1272,4315,43,0467,43,6,44,400,41,2,46,52,090
82WN01263, 82435268,82,43,5268,2,40,02,404,1,1,1,1, 20,2,2,3,111,120,11,116,80,570, 8, 3, 8, 7, 51,  0,5,7,2,1,1,156,145,857,,,1273,3940,43,3912,43,2,80,561,40,1,81,0,
82WN01264, 82435269,82,43,5269,2,40,02,403,1,1,1,1, 30,3,3,3,111,120,9,113,68,473, 8, 3, 9, 8, 48,  0,6,7,2,1,1,138,134,783,97,,1274,3440,43,3065,43,2,68,423,40,7,0,0,
82WN01265, 82435270,82,43,5270,2,42,02,892,2,2,5,6, 60,6,4,3,111,120,19,101,44,283, 9, 3,12,10, 35,  0,6,7,2,1,1,124,126,704,,,1275,3724,43,0784,43,3,44,391,42,1,51,0,
82WN01266, 82435271,82,43,5271,1,42,02,892,2,2,5,4, 60,6,4,3,111,120,5,123,83,589, 9, 3, 9, 6, 44,219,3,6,2,1,1,146,126,704,93,,1276,3724,43,0784,43,3,83,560,42,3,85,0,
82WN01267, 82435272,82,43,5272,2,42,02,852,1,1,1,1, 20,2,2,3,111,120,13,131,68,458, 7, 3,10, 7, 37,  0,5,7,1,1,1,140,145,833,,,1277,3445,43,3544,43,3,68,452,42,1,72,0,
82WN01268, 82435273,82,43,5273,1,41,02,412,1,1,2,1, 20,2,2,9,111,120,1,93,54,373, 0, 0, 0, 0,  0,  0,,,,1,,0,145,725,93,,1278,4594,43,3423,43,6,54,335,41,3,53,0,
82WN01269, 82435274,82,43,5274,1,40,02,404,1,1,1,1, 20,2,2,3,111,120,15,134,87,613,10, 3, 9, 7, 46,221,6,8,2,1,7,146,145,855,93,,1279,3940,43,3339,43,2,87,540,40,3,92,0,
82WN01270, 82435275,82,43,5275,1,40,02,403,1,1,1,1, 40,4,4,3,111,120,3,132,100,723, 7, 3, 8, 7, 39,270,6,7,2,1,1,160,146,936,,,1280,3440,43,2577,43,2,100,600,40,1,105,0,
82WN01271, 82435276,82,43,5276,1,42,02,902,1,1,1,1, 30,3,3,3,111,120,19,93,56,389, 7, 3,10, 8, 48,129,6,7,3,1,2,130,134,737,,16,1281,3988,43,2985,43,3,56,285,42,1,57,0,
82WN01272, 82435277,82,43,5277,1,41,02,412,1,1,1,1,100,0,5,3,111,120,17,130,97,700, 6, 3, 7, 6, 36,259,3,6,4,1,1,164,139,914,,,1282,4594,43,7334,42,6,97,615,41,1,98,0,
82WN01273, 82435278,82,43,5278,2,43,02,432,2,2,5,6, 60,6,4,5,112,113,4,112,79,600, 8, 3,10, 8, 37,  0,4,7,1,1,1,154,181,1048,,,1283,4517,43,1465,43,6,83,611,43,1,0,113,
82WN01274, 82435279,82,43,5279,2,43,02,432,2,2,5,4, 60,6,4,5,112,113,5,132,67,476,10, 3,10, 8, 45,  0,5,8,1,1,1,137,181,1048,,,1284,4517,43,1465,43,6,70,458,43,1,0,101,
82WN01275, 82435280,82,43,5280,2,42,02,842,2,2,5,6, 30,3,3,3,112,119,19,88,45,304, 8, 3,10, 9, 45,  0,7,8,1,1,1,135,168,945,,,1285,3373,43,3207,43,3,45,405,42,1,50,0,
82WN01276, 82435281,82,43,5281,1,42,02,842,2,2,5,4, 30,3,3,3,112,119,5,114,65,450, 9, 3,10, 8, 51,157,6,7,2,1,1,139,168,945,93,,1286,3373,43,3207,43,3,65,414,42,3,68,0,
82WN01277, 82435282,82,43,5282,2,43,02,431,2,2,5,5, 40,4,4,5,112,113,4,140,76,549,11, 3,10, 8, 40,  0,6,8,1,1,1,133,146,720,,,1287,4650,43,2165,43,6,80,514,43,1,0,104,
82WN01278, 82435283,82,43,5283,1,43,02,431,2,2,5,5, 40,4,4,5,112,113,3,125,77,571,12, 3, 9, 8, 46,164,6,7,1,1,1,134,146,720,93,90,1288,4650,43,2165,43,6,81,507,43,3,0,82,
82WN01279, 82435284,82,43,5284,1,41,02,414,1,1,1,1, 40,4,4,3,112,119,14,153,105,754, 6, 3, 7, 6, 45,214,4,6,2,1,1,175,132,923,,,1289,4252,43,2712,43,6,106,651,41,1,106,0,
82WN01280, 82435285,82,43,5285,1,43,02,434,2,2,5,5, 80,8,5,5,112,113,1,117,94,728, 7, 3,10, 7, 45,178,6,8,2,1,1,176,167,956,93,,1290,4198,43,9817,42,6,99,674,43,3,0,135,
82WN01281, 82435286,82,43,5286,2,43,02,434,2,2,5,5, 80,8,5,5,112,113,4,112,76,573, 9, 3, 8, 6, 54,  0,6,8,2,1,1,151,167,956,,,1291,4198,43,9817,42,6,80,552,43,1,0,113,
82WN01282, 82435287,82,43,5287,1,49,02,493,1,1,1,1, 40,4,4,3,112,119,12,145,83,576, 9, 3, 9, 7, 44,225,5,7,2,1,1,140,126,733,,,1292,4615,43,6748,01,4,84,469,49,4,86,0,
82WN01283, 82435288,82,43,5288,1,41,02,411,1,1,1,1, 30,3,3,3,112,119,5,138,94,674, 5, 3, 8, 6, 42,225,6,8,2,1,4,165,151,838,,,1293,4315,43,3290,43,6,95,548,41,1,104,0,
82WN01284, 82435289,82,43,5289,1,43,02,434,2,1,3,2, 70,7,5,5,112,113,2,132,112,874,10, 3, 7, 5, 45,227,5,6,1,1,1,162,168,1092,,,1294,4198,43,0565,43,6,118,730,43,1,0,146,
82WN01285, 82435290,82,43,5290,2,43,02,434,2,1,3,2, 70,7,5,4,112,113,11,125,77,571, 7, 3,10, 7, 44,  0,5,7,1,1,1,169,168,1092,,,1295,4198,43,0565,43,6,81,647,43,1,86,0,
82WN01286, 82435291,82,43,5291,1,43,02,431,2,2,5,4, 50,5,4,5,112,113,2,141,93,698, 8, 3, 9, 8, 42,172,5,7,1,1,1,162,139,808,,,1296,4650,43,1725,43,6,98,592,43,1,0,136,
82WN01287, 82435292,82,43,5292,2,43,02,431,2,2,5,6, 50,5,4,5,112,113,5,107,64,472,12, 3, 8, 7, 49,  0,5,7,2,1,1,125,139,808,,,1297,4650,43,1725,43,6,67,485,43,1,0,99,
82WN01288, 82435294,82,43,5294,2,41,02,413,1,1,1,1, 60,6,4,3,112,119,10,135,74,508, 7, 3, 9, 7, 45,  0,6,7,1,1,1,145,148,772,,,1298,4611,43,1520,43,6,75,469,41,1,82,0,
82WN01289, 82435296,82,43,5296,1,41,02,414,2,2,5,5, 50,5,4,3,112,119,14,106,80,583, 8, 3, 9, 7, 42,160,4,6,2,1,1,157,176,1033,,87,1299,4252,43,1985,43,6,81,610,41,1,78,0,
82WN01290, 82435297,82,43,5297,2,42,02,862,2,2,5,5, 60,6,4,5,112,113,4,112,64,467,10, 3,10, 8, 45,  0,6,8,1,1,1,129,170,1004,,,1300,3906,43,1440,43,3,67,432,42,1,0,87,
82WN01291, 82435298,82,43,5298,1,42,02,862,2,2,5,5, 60,6,4,5,112,113,1,112,78,591, 7, 3, 9, 8, 50,165,6,8,1,1,2,162,170,1004,,,1301,3906,43,1440,43,3,82,523,42,1,0,111,
82WN01292, 82435299,82,43,5299,1,42,02,872,1,1,1,1,100,0,5,3,112,119,10,131,84,596, 6, 3, 9, 7, 40,234,3,5,2,1,2,156,162,1039,,,1302,3753,43,7912,42,3,85,500,42,1,83,0,
82WN01293, 82435300,82,43,5300,2,49,02,492,2,2,5,6, 65,6,4,3,112,119,10,91,42,276, 9, 3,10,10, 41,  0,6,7,1,1,1,124,140,801,92,,1303,4414,43,4504,01,4,42,370,49,2,49,48,086
82WN01294, 82435301,82,43,5301,2,49,02,492,2,2,5,4, 65,6,4,3,112,119,18,114,65,450, 7, 3,10, 7, 60,  0,6,8,1,1,1,163,140,801,,,1304,4414,43,4504,01,4,65,526,49,1,75,0,
82WN01295, 82435303,82,43,5303,2,43,02,431,1,2,3,3, 40,4,4,5,112,113,4,116,93,720,11, 3, 8, 6, 51,  0,6,8,2,1,1,156,132,938,,,1305,4650,43,2443,43,6,98,700,43,1,0,115,
82WN01296, 82435304,82,43,5304,1,40,02,403,2,2,5,5, 30,3,3,3,112,119,12,118,78,556, 9, 3,10, 8, 37,156,5,7,1,1,1,149,151,979,10,,1306,3440,43,3102,43,2,79,572,40,6,64,0,
82WN01297, 82435305,82,43,5305,1,40,02,403,2,2,5,5, 30,3,3,3,112,119,3,117,69,482, 6, 3,10, 8, 38,162,6,7,2,1,2,153,151,979,93,,1307,3440,43,3102,43,2,69,482,40,3,63,0,
82WN01298, 82435306,82,43,5306,2,40,02,404,2,2,5,5, 30,3,3,3,112,119,8,141,74,503, 9, 3, 9, 6, 50,  0,6,8,1,1,1,146,168,882,,,1308,3940,43,3070,43,2,75,540,40,1,87,0,
82WN01299, 82435307,82,43,5307,1,40,02,404,2,2,5,5, 30,3,3,3,112,119,16,156,81,550,14, 3,10, 8, 46,172,6,7,2,1,1,134,168,882,93,,1309,3940,43,3070,43,2,82,572,40,3,87,0,
82WN01300, 82435309,82,43,5309,1,41,02,413,2,1,3,2, 20,2,2,3,112,119,7,121,85,613, 6, 3, 9, 7, 40,220,6,7,1,1,2,163,155,849,,,1310,4611,43,3428,43,6,86,565,41,1,88,0,
82WN01301, 82435310,82,43,5310,2,43,02,431,2,2,5,5, 30,3,3,5,112,113,4,123,75,555, 4, 3,10, 8, 40,  0,4,7,5,1,1,167,168,871,,99,1311,4650,43,3266,43,6,79,512,43,1,0,101,
82WN01302, 82435311,82,43,5311,1,43,02,431,2,2,5,5, 30,3,3,5,112,113,1,117,70,516,13, 3,10, 8, 37,148,6,8,1,1,1,115,168,871,93,,1312,4650,43,3266,43,6,74,441,43,3,0,111,
82WN01303, 82435312,82,43,5312,2,41,02,412,2,2,5,5, 40,4,4,3,112,119,9,126,65,440, 7, 3,10, 9, 45,  0,6,7,1,1,1,152,161,1102,,,1313,4594,43,2257,43,6,65,486,41,1,69,0,
82WN01304, 82435313,82,43,5313,1,41,02,412,2,2,5,5, 40,4,4,3,112,119,9,144,84,585, 8, 3, 9, 7, 37,172,5,7,1,1,4,156,161,1102,,,1314,4594,43,2257,43,6,85,603,41,4,93,0,
82WN01305, 82435314,82,43,5314,1,40,02,401,2,2,5,5, 60,6,4,3,112,119,3,112,83,603, 5, 3, 9, 7, 39,219,6,8,2,1,2,170,170,1061,,,1315,3946,43,1460,43,2,84,611,40,4,88,0,
82WN01306, 82435315,82,43,5315,1,40,02,401,2,2,5,5, 60,6,4,3,112,119,6,123,68,468, 8, 3,10, 8, 37,171,4,7,2,3,4,142,170,1061,93,,1316,3946,43,1460,43,2,68,481,40,3,75,0,
82WN01307, 82435316,82,43,5316,2,43,02,433,2,1,4,2, 60,6,4,9,112,109,1,113,90,722, 0, 0, 0, 0,  0,,,,,1,,0,137,599,92,,1317,4269,43,1232,43,6,98,617,43,2,105,104,084
82WN01308, 82435318,82,43,5318,2,41,02,413,1,1,1,1, 20,2,2,3,112,119,2,129,74,513, 7, 3, 8, 7, 49,  0,6,7,1,1,1,152,145,841,,,1318,4611,43,4026,43,6,75,490,41,1,81,0,
82WN01309, 82435319,82,43,5319,2,41,02,412,1,1,1,1, 20,2,2,3,112,119,7,148,84,582, 5, 3, 8, 6, 40,  0,6,7,2,1,1,164,145,863,,,1319,4594,43,4022,43,6,85,567,41,1,92,0,
82WN01310, 82435320,82,43,5320,2,41,02,412,2,2,5,5, 70,7,5,3,112,119,3,121,57,377, 7, 3,11, 9, 41,  0,6,7,2,1,1,143,138,828,92,,1320,4594,43,0547,43,6,57,427,41,2,68,65,085
82WN01311, 82435321,82,43,5321,2,41,02,412,2,2,5,5, 70,7,5,3,112,119,3,108,59,405, 7, 3, 9, 8, 36,  0,5,7,1,1,1,139,138,828,92,,1321,4594,43,0547,43,6,59,455,41,2,64,62,085
82WN01312, 82435322,82,43,5322,1,42,02,832,1,1,1,1, 30,3,3,3,112,119,6,124,84,602, 6, 3, 6, 7, 55,193,6,8,1,1,1,162,118,624,93,,1322,3993,43,3204,43,3,85,477,42,3,88,0,
82WN01313, 82435324,82,43,5324,1,42,02,922,2,1,3,2, 40,4,4,3,112,119,7,105,76,550, 8, 3, 8, 7, 44,163,4,7,2,1,1,141,146,790,,,1323,3941,43,2640,43,3,77,472,42,1,71,0,
82WN01314, 82435325,82,43,5325,1,41,02,414,1,1,1,1, 20,2,2,3,112,119,5,132,82,578, 8, 3, 9, 7, 43,206,5,7,1,1,4,147,145,841,,,1324,4252,43,3926,43,6,83,489,41,1,86,0,
82WN01315, 82435327,82,43,5327,1,42,02,802,2,1,3,2, 80,8,5,3,113,118,14,93,62,447,10, 3,11, 8, 58,145,6,8,2,1,1,136,186,903,93,,1325,3671,43,9498,42,3,63,397,42,3,67,0,
82WN01316, 82435330,82,43,5330,2,49,02,493,3,2,8,5, 20,2,2,3,113,118,12,96,52,359, 5, 3, 9, 9, 47,  0,6,8,1,1,1,158,168,887,,,1326,4615,43,4023,43,4,53,441,49,1,58,0,
82WN01317, 82435331,82,43,5331,2,49,02,493,3,2,8,5, 20,2,2,3,113,118,4,93,62,447, 5, 3, 9, 8, 52,  0,6,8,2,1,1,166,168,887,,,1327,4615,43,4023,43,4,63,515,49,1,66,0,
82WN01318, 82435332,82,43,5332,1,42,02,872,1,1,1,1, 50,5,4,3,113,118,11,150,90,636, 7, 3, 9, 7, 46,230,5,7,3,1,1,158,126,694,93,,1328,3753,43,1990,43,3,91,529,42,3,97,0,
82WN01319, 82435333,82,43,5333,1,41,02,411,1,1,1,1, 20,2,2,3,113,118,11,139,68,458, 8, 3,10, 8, 43,232,6,7,1,1,1,138,145,817,93,,1329,4315,43,3789,43,6,69,380,41,3,68,0,
82WN01320, 82435335,82,43,5335,2,40,02,402,2,1,3,2, 30,3,3,3,113,118,10,120,76,542, 6, 3, 8, 6, 42,  0,6,7,1,1,1,161,151,631,,,1330,3997,43,3073,43,2,77,588,40,1,80,0,
82WN01321, 82435336,82,43,5336,2,43,02,432,1,1,1,1, 20,2,2,5,113,112,4,102,84,659, 8, 3, 9, 6, 51,  0,7,8,1,1,1,154,145,853,,16,1331,4517,43,3366,43,6,89,568,43,1,0,115,
82WN01322, 82435339,82,43,5339,1,42,02,902,2,1,3,2, 60,6,4,3,113,118,15,102,45,295, 9, 3,11,10, 44,119,6,7,1,1,1,116,181,875,93,,1332,3988,43,0790,43,3,46,232,42,3,47,0,
82WN01323, 82435341,82,43,5341,2,42,02,882,1,1,1,1, 60,6,4,5,113,112,5,129,91,697, 9, 3, 8, 6, 46,  0,6,8,5,1,1,147,126,728,,,1333,3561,43,1516,43,3,97,578,42,1,0,115,
82WN01324, 82435342,82,43,5342,2,42,02,832,2,2,5,5, 40,4,4,3,113,118,2,114,62,429, 8, 3, 9, 8, 42,  0,4,6,2,1,1,138,175,876,,,1334,3993,43,2340,43,3,63,464,42,1,75,0,
82WN01325, 82435343,82,43,5343,1,42,02,832,2,2,5,5, 40,4,4,3,113,118,3,114,52,344, 6, 3,11,10, 39,114,6,8,1,1,1,143,175,876,,,1335,3993,43,2340,43,3,53,353,42,1,56,0,
82WN01326, 82435346,82,43,5346,1,42,02,912,2,1,3,2, 20,2,2,3,113,118,17,112,74,532, 7, 3, 9, 7, 42,189,4,6,1,1,7,152,155,885,93,,1336,3748,43,3792,43,3,75,502,42,3,81,0,
82WN01327, 82435347,82,43,5347,1,42,02,912,2,1,4,2, 20,2,2,9,113,118,1,82,61,447, 0, 0, 0, 0,  0,,,,,1,,0,155,885,93,,1337,3748,43,3792,43,3,62,368,42,3,64,0,
82WN01328, 82435348,82,43,5348,2,49,02,491,2,2,5,5, 50,5,4,3,113,118,3,115,79,572, 7, 3, 6, 5, 55,  0,6,7,1,1,1,161,148,891,,,1338,4159,43,5767,01,4,80,609,49,1,81,0,
82WN01329, 82435349,82,43,5349,2,49,02,491,2,2,5,5, 50,5,4,3,113,118,6,104,48,319, 5, 3,10, 9, 47,  0,6,8,1,1,1,146,148,891,92,,1339,4159,43,5767,01,4,49,361,49,2,50,53,086
82WN01330, 82435350,82,43,5350,2,40,02,404,2,2,5,5, 60,6,4,3,113,118,9,119,73,518, 9, 3, 8, 7, 46,  0,7,8,2,1,1,146,170,1136,,,1340,3940,43,1014,43,2,74,565,40,1,78,0,
82WN01331, 82435351,82,43,5351,1,40,02,404,2,2,5,5, 60,6,4,2,113,117,22,124,59,398, 7, 3,12, 9, 40,137,6,7,1,1,1,145,170,1136,93,,1341,3940,43,1014,43,2,60,431,40,3,67,0,
82WN01332, 82435353,82,43,5353,2,43,02,431,2,1,3,2, 70,7,5,5,113,112,5,106,81,629, 8, 4,10, 7, 36,  0,5,7,1,1,1,151,178,969,,,1342,4650,43,0582,43,6,86,616,43,1,0,106,
82WN01333, 82435354,82,43,5354,2,40,02,401,1,1,1,1, 20,2,2,3,113,118,9,105,67,479, 7, 3,10, 9, 40,  0,6,7,1,1,1,147,145,831,,,1343,3946,43,3452,43,2,68,469,40,1,72,0,
82WN01334, 82435355,82,43,5355,2,43,02,433,1,1,1,1, 80,8,5,5,113,112,4,105,74,567, 9, 3, 8, 6, 54,  0,6,8,1,1,1,139,149,854,,,1344,4269,43,9679,42,6,79,461,43,1,0,91,
82WN01335, 82435358,82,43,5358,2,40,02,402,1,1,1,1, 20,2,2,3,113,118,16,145,77,530, 7, 3, 9, 7, 44,  0,5,7,2,1,1,156,145,855,,,1345,3997,43,3970,43,2,78,532,40,1,85,0,
82WN01336, 82435359,82,43,5359,1,42,02,802,2,2,5,5, 60,6,4,3,113,118,19,117,52,342, 9, 3,11, 9, 45,123,6,7,1,1,1,133,181,949,,,1346,3671,43,1192,43,3,53,378,42,1,58,0,
82WN01337, 82435360,82,43,5360,1,42,02,802,2,2,5,5, 60,6,4,3,113,118,20,111,47,304,13, 3,11,10, 42, 99,5,7,1,1,1,109,181,949,93,,1347,3671,43,1192,43,3,48,342,42,3,48,0,
82WN01338, 82435361,82,43,5361,2,41,02,412,2,2,5,5, 30,3,3,3,113,118,10,100,69,500, 7, 3,11, 8, 33,  0,4,6,1,1,1,146,168,949,,,1348,4594,43,2850,43,6,70,541,41,1,74,0,
82WN01339, 82435362,82,43,5362,1,41,02,412,2,2,5,5, 30,3,3,3,113,118,3,98,77,569, 7, 3, 9, 7, 39,212,6,7,5,1,2,155,168,949,93,,1349,4594,43,2850,43,6,78,571,41,3,81,0,
82WN01340, 82435363,82,43,5363,2,40,02,404,2,2,5,5, 40,4,4,3,113,118,14,128,86,620, 8, 3, 8, 6, 43,  0,5,7,1,1,1,160,161,1090,,,1350,3940,43,2358,43,2,87,676,40,1,89,0,
82WN01341, 82435364,82,43,5364,2,40,02,404,2,2,5,5, 40,4,4,3,113,118,16,118,65,451, 7, 3,10, 8, 43,  0,6,7,2,1,1,150,161,1090,,,1351,3940,43,2358,43,2,66,510,40,1,72,0,
82WN01342, 82435365,82,43,5365,2,41,02,414,2,2,5,5, 40,4,4,3,113,118,1,110,75,542, 7, 3, 8, 6, 54,  0,5,7,1,1,1,159,146,978,,,1352,4252,43,2540,43,6,76,576,41,1,81,0,
82WN01343, 82435366,82,43,5366,1,41,02,414,2,2,5,5, 40,4,4,3,113,118,3,113,73,523, 6, 3, 9, 8, 41,161,4,6,1,1,1,160,146,978,93,,1353,4252,43,2540,43,6,74,532,41,3,74,0,
82WN01344, 82435367,82,43,5367,1,43,02,431,1,1,1,1, 20,2,2,5,113,112,2,135,107,835, 9, 8, 9, 7, 38,259,5,7,1,1,1,143,145,881,93,,1354,4650,43,4030,43,6,114,670,43,3,0,148,
