UID,ETAG,DATE,KG,LBS,FLWT,GRFL,GRADE
21SH02313,Z7609,2021-02-12,68,149,40,4.0,BF
21SH02314,Z7612,2021-02-12,84,184,90,9.0,BL
21SH02315,Z7616,2021-02-12,86,189,60,6.0,BF
21SH02316,Z7620,2021-02-12,58,128,50,5.0,BF
21SH02317,Z7623,2021-02-12,70,153,80,8.0,BF
21SH02318,Z7624,2021-02-12,73,161,50,5.0,BF
21SH02319,Z7639,2021-02-12,74,162,70,7.0,BF
21SH02320,Z7640,2021-02-12,72,158,70,7.0,BF
21SH02321,Z7641,2021-02-12,65,142,60,6.0,BF
21SH02322,Z7642,2021-02-12,61,133,30,3.0,BF
21SH02323,Z7644,2021-02-12,62,135,60,6.0,BF
21SH02324,Z7649,2021-02-12,90,198,70,7.0,BF
21SH02325,Z7652,2021-02-11,65,142,50,5.0,YA
21SH02326,Z7656,2021-02-12,64,141,50,5.0,BF
21SH02327,Z7663,2021-02-12,71,156,70,7.0,BF
21SH02328,Z7664,2021-02-12,74,163,60,6.0,BF
21SH02329,Z7666,2021-02-12,75,164,50,5.0,BF
21SH02330,Z7669,2021-02-12,72,158,40,4.0,BF
21SH02331,Z7671,2021-02-12,75,165,50,5.0,BF
21SH02332,Z7673,2021-02-11,78,172,70,7.0,YA
21SH02333,Z7678,2021-02-12,74,162,50,5.0,BF
21SH02334,Z7683,2021-02-12,71,156,70,7.0,BF
21SH02335,Z7684,2021-02-12,79,173,80,8.0,BF
21SH02336,Z7685,2021-02-12,58,128,60,6.0,BF
21SH02337,Z7692,2021-02-12,83,183,60,6.0,BF
21SH02338,Z7693,2021-02-12,76,167,80,8.0,BF
21SH02339,Z7695,2021-02-12,70,153,40,4.0,BF
21SH02340,Z7702,2021-02-12,70,154,60,6.0,BF
21SH02341,Z7704,2021-02-11,73,161,60,6.0,YA
21SH02342,Z7705,2021-02-12,82,179,50,5.0,BF
21SH02343,Z7707,2021-02-12,88,193,60,6.0,BF
21SH02344,Z7710,2021-02-12,61,133,70,7.0,BF
21SH02345,Z7711,2021-02-11,70,153,50,5.0,YA
21SH02346,Z7716,2021-02-12,80,176,60,6.0,BF
21SH02347,Z7724,2021-02-12,60,131,40,4.0,BF
21SH02348,Z7725,2021-02-12,60,131,40,4.0,BF
21SH02349,Z7735,2021-02-12,49,107,30,3.0,BF
21SH02350,Z7740,2021-02-12,83,182,70,7.0,BF
21SH02351,Z7745,2021-02-12,86,189,70,7.0,BF
21SH02352,Z7746,2021-02-11,66,144,70,7.0,YAA
21SH02353,Z7751,2021-02-12,90,197,70,7.0,BF
21SH02354,Z7753,2021-02-12,84,184,60,6.0,BF
21SH02355,Z7754,2021-02-12,70,154,40,4.0,BF
21SH02356,Z7755,2021-02-12,68,150,50,5.0,BF
21SH02357,Z7756,2021-02-12,87,191,70,7.0,BF
21SH02358,Z7758,2021-02-11,58,127,60,6.0,YAA
21SH02359,Z7762,2021-02-12,75,164,80,8.0,BF
21SH02360,Z7765,2021-02-12,72,157,60,6.0,BF
21SH02361,Z7780,2021-02-12,64,140,50,5.0,BF
21SH02362,Z7789,2021-02-12,78,171,50,5.0,BF
21SH02363,Z7792,2021-02-12,68,150,40,4.0,BF
21SH02364,Z7794,2021-02-12,82,179,90,9.0,BF
21SH02365,Z7796,2021-02-12,82,180,50,5.0,BF
21SH02366,Z7798,2021-02-12,68,150,40,4.0,BF
21SH02367,Z7800,2021-02-11,58,128,50,5.0,YAA
21SH02368,Z7802,2021-02-11,59,129,60,6.0,YA
21SH02369,Z7816,2021-02-11,58,128,50,5.0,YA
21SH02370,Z7817,2021-02-11,61,133,70,7.0,YA
21SH02371,Z7825,2021-02-12,71,155,40,4.0,BF
21SH02372,Z7828,2021-02-12,69,152,50,5.0,BF
21SH02373,Z7836,2021-02-12,74,162,60,6.0,BF
21SH02374,Z7837,2021-02-12,63,138,40,4.0,BF
21SH02375,Z7838,2021-02-11,73,160,90,9.0,YA
21SH02376,Z7840,2021-02-11,71,155,90,9.0,YAA
21SH02377,Z7844,2021-02-12,67,147,60,6.0,BF
21SH02378,Z7849,2021-02-12,74,163,80,8.0,BF
21SH02379,Z7850,2021-02-12,70,154,80,8.0,BF
21SH02380,Z7855,2021-02-12,77,169,60,6.0,BF
21SH02381,Z7856,2021-02-12,62,136,60,6.0,BF
21SH02382,Z7857,2021-02-12,68,150,70,7.0,BF
21SH02383,Z7858,2021-02-12,59,130,70,7.0,BF
21SH02384,Z7868,2021-02-12,65,142,70,7.0,BF
21SH02385,Z7872,2021-02-12,71,155,40,4.0,BF
21SH02386,Z7876,2021-02-11,54,119,60,6.0,YAA
21SH02387,Z7880,2021-02-11,78,172,70,7.0,YA
21SH02388,Z7881,2021-02-12,75,164,60,6.0,BF
21SH02389,Z7883,2021-02-12,76,167,30,3.0,BF
21SH02390,Z7890,2021-02-12,84,184,70,7.0,BF
21SH02391,Z7893,2021-02-11,74,162,50,5.0,YA
21SH02392,Z7910,2021-02-12,66,144,40,4.0,BF
21SH02393,Z7915,2021-02-12,61,134,40,4.0,BF
21SH02394,Z7916,2021-02-12,66,144,40,4.0,BF
21SH02395,Z7921,2021-02-12,80,175,60,6.0,BL
21SH02396,Z7931,2021-02-12,78,172,60,6.0,BF
21SH02397,Z7932,2021-02-11,61,134,70,7.0,YAA
21SH02398,Z7943,2021-02-11,73,160,80,8.0,YA
21SH02399,Z7944,2021-02-11,72,158,60,6.0,YA
21SH02400,Z7952,2021-02-12,89,196,50,5.0,BL
21SH02401,Z7956,2021-02-12,71,156,70,7.0,BL
21SH02402,Z7958,2021-02-12,73,160,60,6.0,BF
21SH02403,Z7959,2021-02-12,66,144,40,4.0,BF
21SH02404,Z7961,2021-02-12,76,167,100,10.0,BF
21SH02405,Z7970,2021-02-12,74,162,30,3.0,BF
21SH02406,Z7973,2021-02-11,53,117,90,9.0,YA
21SH02407,Z7990,2021-02-11,55,120,50,5.0,YAA
21SH02408,Z7993,2021-02-12,65,143,60,6.0,BF
21SH02409,Z7994,2021-02-12,69,151,50,5.0,BF
21SH02410,Z7997,2021-02-11,81,177,90,9.0,YA
21SH02411,Z8001,2021-02-12,75,165,80,8.0,BF
21SH02412,Z8003,2021-02-11,56,122,70,7.0,YAA
21SH02413,Z8004,2021-02-11,51,111,70,7.0,YAA
21SH02414,Z8006,2021-02-12,78,172,70,7.0,BF
21SH02415,Z8025,2021-02-12,86,188,100,10.0,BF
21SH02416,Z8028,2021-02-12,75,164,70,7.0,BF
21SH02417,Z8029,2021-02-11,66,145,70,7.0,YA
21SH02418,Z8030,2021-02-11,56,123,60,6.0,YAA
21SH02419,Z8036,2021-02-12,74,162,50,5.0,BF
21SH02420,Z8044,2021-02-12,68,149,60,6.0,BF
21SH02421,Z8048,2021-02-11,57,124,70,7.0,YAA
21SH02422,Z8049,2021-02-11,61,134,70,7.0,YAA
21SH02423,Z8050,2021-02-12,65,143,60,6.0,BF
21SH02424,Z8052,2021-02-12,62,135,50,5.0,BF
21SH02425,Z8053,2021-02-12,77,168,60,6.0,BF
21SH02426,Z8065,2021-02-11,66,145,60,6.0,YAA
21SH02427,Z8066,2021-02-12,66,145,40,4.0,BF
21SH02428,Z8072,2021-02-12,69,151,50,5.0,BF
21SH02429,Z8073,2021-02-12,74,163,70,7.0,BF
21SH02430,Z8079,2021-02-12,76,167,50,5.0,BF
21SH02431,Z8081,2021-02-12,88,194,60,6.0,BF
21SH02432,Z8093,2021-02-12,70,153,60,6.0,BF
21SH02433,Z8102,2021-02-11,55,120,70,7.0,YA
21SH02434,Z8103,2021-02-11,64,140,60,6.0,YA
21SH02435,Z8104,2021-02-11,67,147,70,7.0,YAA
21SH02436,Z8108,2021-02-11,87,190,80,8.0,YAA
21SH02437,Z8110,2021-02-12,68,149,50,5.0,BF
21SH02438,Z8134,2021-02-12,80,176,40,4.0,BF
21SH02439,Z8135,2021-02-12,83,183,70,7.0,BF
21SH02440,Z8138,2021-02-12,79,174,50,5.0,BF
21SH02441,Z8141,2021-02-12,72,158,40,4.0,BF
21SH02442,Z8143,2021-02-11,77,168,50,5.0,YA
21SH02443,Z8144,2021-02-12,67,146,60,6.0,BF
21SH02444,Z8152,2021-02-12,72,158,50,5.0,BF
21SH02445,Z8156,2021-02-12,77,168,80,8.0,BF
21SH02446,Z8169,2021-02-11,58,128,60,6.0,YAA
21SH02447,Z8170,2021-02-11,61,134,70,7.0,YA
21SH02448,Z8183,2021-02-12,88,193,70,7.0,BF
21SH02449,Z8184,2021-02-12,69,151,60,6.0,BF
21SH02450,Z8189,2021-02-12,80,175,50,5.0,BF
21SH02451,Z8194,2021-02-12,78,171,70,7.0,BF
21SH02452,Z8195,2021-02-12,68,149,50,5.0,BF
21SH02453,Z8197,2021-02-11,57,124,80,8.0,YA
21SH02454,Z8200,2021-02-12,64,140,40,4.0,BF
21SH02455,Z8210,2021-02-12,86,188,70,7.0,BF
21SH02456,Z8212,2021-02-12,57,124,40,4.0,BF
21SH02457,Z8213,2021-02-12,74,163,70,7.0,BF
21SH02458,Z8241,2021-02-12,74,162,70,7.0,BF
21SH02459,Z8244,2021-02-12,79,173,70,7.0,BF
21SH02460,Z8245,2021-02-12,84,185,70,7.0,BF
21SH02461,Z8249,2021-02-11,67,146,60,6.0,YAA
21SH02462,Z8255,2021-02-11,61,133,90,9.0,YA
21SH02463,Z8259,2021-02-12,64,140,70,7.0,BF
21SH02464,Z8268,2021-02-12,57,125,50,5.0,BL
21SH02465,Z8274,2021-02-11,79,173,70,7.0,YA
21SH02466,Z8275,2021-02-12,81,178,70,7.0,BF
21SH02467,Z8280,2021-02-12,77,169,70,7.0,BL
21SH02468,Z8281,2021-02-11,48,106,90,9.0,YAA
21SH02469,Z8282,2021-02-11,54,119,80,8.0,YAA
21SH02470,Z8285,2021-02-11,53,117,80,8.0,YAA
21SH02471,Z8286,2021-02-11,49,108,70,7.0,YA
21SH02472,Z8297,2021-02-12,77,169,40,4.0,BF
21SH02473,Z8304,2021-02-12,72,157,70,7.0,BF
21SH02474,Z8305,2021-02-12,73,160,60,6.0,BF
21SH02475,Z8316,2021-02-12,76,167,80,8.0,BF
21SH02476,Z8317,2021-02-12,74,162,60,6.0,BF
21SH02477,Z8339,2021-02-12,71,156,60,6.0,BL
21SH02478,Z8342,2021-02-12,77,169,90,9.0,BF
21SH02479,Z8347,2021-02-12,73,160,70,7.0,BF
21SH02480,Z8349,2021-02-11,57,124,50,5.0,YA
21SH02481,Z8361,2021-02-11,56,122,60,6.0,YA
21SH02482,Z8366,2021-02-11,62,135,60,6.0,YA
21SH02483,Z8368,2021-02-12,79,173,80,8.0,BF
21SH02484,Z8371,2021-02-12,81,178,60,6.0,BF
21SH02485,Z8384,2021-02-12,77,169,70,7.0,BF
21SH02486,Z8385,2021-02-12,71,155,80,8.0,BF
21SH02487,Z8386,2021-02-12,71,156,40,4.0,BF
21SH02488,Z8389,2021-02-12,78,171,60,6.0,BF
21SH02489,Z8391,2021-02-12,83,182,90,9.0,BF
21SH02490,Z8401,2021-02-12,69,152,70,7.0,BF
21SH02491,Z8405,2021-02-11,74,163,50,5.0,YA
21SH02492,Z8417,2021-02-11,54,118,70,7.0,YAA
21SH02493,Z8432,2021-02-12,72,157,60,6.0,BF
21SH02494,Z8435,2021-02-12,79,174,80,8.0,BF
21SH02495,Z8446,2021-02-12,70,153,60,6.0,BF
21SH02496,Z8448,2021-02-12,67,147,50,5.0,BF
21SH02497,Z8449,2021-02-12,61,133,50,5.0,BF
21SH02498,Z8457,2021-02-11,64,140,80,8.0,YA
21SH02499,Z8458,2021-02-11,64,141,100,10.0,YAA
21SH02500,Z8472,2021-02-12,68,150,60,6.0,BF
21SH02501,Z8486,2021-02-12,83,182,80,8.0,BF
21SH02502,Z8489,2021-02-12,75,165,60,6.0,BF
21SH02503,Z8494,2021-02-12,66,144,60,6.0,BF
21SH02504,Z8495,2021-02-12,65,142,60,6.0,BF
21SH02505,Z8513,2021-02-12,67,146,50,5.0,BL
21SH02506,S3161,2021-02-11,5.9,130,70,7.0,YAA
21SH02507,Z3277,2021-02-12,,,70,7.0,BF
