UID,ID9,YR,ETAG,BRD,SEX,LINE,BGRP,RGRP,GRP,AGE,BAND,DATE,TIME,SPWT,DAYSH,GRFL,GRADE,FLGR1,LOT,BRAND,RMK,L,YEAR,STM
93SH01947, 89100203,89,S0203,10,2,18,1,0,,4.0,2,0517,0903,231,137,11.5,60,4,,,SUCK1SIDE,,93,07
93SH01948, 89100244,89,S0244,10,2,10,F,6,,3.5,5,0519,1613,153,139,12.5,64,2,,BLUE-H,,,93,07
93SH01949, 89100247,89,S0247,10,2,10,F,6,,3.5,5,0519,1429,156,139,10.9,58,5,,BLUE-H,,,93,07
93SH01950, 89100248,89,S0248,10,2,10,F,6,,3.5,5,0518,1527,104,138,7.6,64,2,,BLUE-H,,,93,41
93SH01951, 89100252,89,S0252,10,2,10,F,6,,3.5,5,0517,1608,167,137,10.4,60,4,,BLUE-H,,,93,07
93SH01952, 89100255,89,S0255,10,2,10,F,6,,3.5,5,0517,1638,96,137,8.8,60,4,,BLUE-H,,,93,41
93SH01953, 89100258,89,S0258,10,2,10,F,6,,3.5,5,0517,1631,145,137,9.2,64,2,,BLUE-H,,,93,07
93SH01954, 89100260,89,S0260,10,2,10,F,6,,3.5,5,0517,1639,111,137,8.9,64,2,,BLUE-H,AB.BACK,,93,41
93SH01955, 89100261,89,S0261,10,2,10,F,6,,3.5,5,0517,1715,83,137,6.7,62,3,,BLUE-H,,,93,41
93SH01956, 89100265,89,S0265,10,2,10,F,6,,3.5,5,0519,1612,117,139,9.2,62,3,,BLUE-H,,,93,41
93SH01957, 89100266,89,S0266,10,2,10,X,6,X,3.5,X,0519,1142,76,139,5.4,64,2,,,X.SAD,,93,41
93SH01958, 89100272,89,S0272,10,2,10,F,6,,3.5,5,0517,1506,112,137,8.2,60,4,,BLUE-H,,,93,41
93SH01959, 89100274,89,S0274,10,2,10,F,6,,3.5,5,0519,1027,159,139,9.6,64,2,,BLUE-H,,,93,07
93SH01960, 89100276,89,S0276,10,2,10,F,6,,3.5,5,0519,1334,99,139,9.1,62,3,,BLUE-H,4 TEATS,,93,41
93SH01961, 89100281,89,S0281,10,2,10,F,6,,3.5,5,0519,1106,106,139,8.1,62,3,,BLUE-H,,,93,41
93SH01962, 89100282,89,S0282,10,2,10,F,6,,3.5,5,0517,1512,133,137,8.4,60,4,,BLUE-H,,,93,41
93SH01963, 89100286,89,S0286,10,2,10,F,6,,3.5,5,0519,1107,154,139,11.9,58,5,,BLUE-H,,,93,07
93SH01964, 89100287,89,S0287,10,2,10,F,6,,3.5,5,0519,1451,112,139,7.7,64,2,,BLUE-H,,,93,41
93SH01965, 89100292,89,S0292,10,2,10,F,6,,3.5,5,0519,1035,128,139,11.2,62,3,,BLUE-H,,,93,41
93SH01966, 89100293,89,S0293,10,2,10,F,6,,3.5,5,0518,1713,121,138,10.1,58,5,,BLUE-H,,,93,41
93SH01967, 89100297,89,S0297,10,2,10,F,6,,3.5,5,0519,1506,114,139,7.4,62,3,,BLUE-H,,,93,41
93SH01968, 89100300,89,S0300,10,2,10,F,6,,3.5,5,0519,1349,106,139,8.6,60,4,,BLUE-H,,,93,41
93SH01969, 89100302,89,S0302,10,2,10,F,6,,3.5,5,0518,1658,121,138,10.7,56,6,,BLUE-H,BR.SP.FACE,,93,41
93SH01970, 89100304,89,S0304,10,2,10,F,6,,3.5,5,0518,1720,96,138,10.4,62,3,,BLUE-H,,,93,41
93SH01971, 89100305,89,S0305,10,2,10,F,6,,3.5,5,0518,1512,102,138,9.7,60,4,,BLUE-H,,,93,41
93SH01972, 89100307,89,S0307,10,2,10,F,6,,3.5,5,0518,1703,144,138,10.3,64,2,,BLUE-H,,,93,07
93SH01973, 89100312,89,S0312,10,2,10,F,6,,3.5,5,0519,1142,170,139,13.1,62,3,,BLUE-H,,,93,07
93SH01974, 89100315,89,S0315,10,2,10,F,6,,3.5,5,0519,1512,163,139,11.5,58,5,,BLUE-H,4 TEATS,,93,07
93SH01975, 89100316,89,S0316,10,2,10,F,6,,3.5,5,0519,1016,149,139,9.1,62,3,,BLUE-H,,,93,07
93SH01976, 90100323,90,S0323,10,2,US,1,8,m,3.0,5,0519,1427,127,139,6.6,64,2,2,,,,93,07
93SH01977, 90100324,90,S0324,10,2,US,1,8,m,3.0,1,0517,1418,112,137,4.9,64,2,1,,TENDER,,93,07
93SH01978, 90100328,90,S0328,10,2,US,1,8,m,3.0,5,0517,1636,127,137,7.7,62,3,1,,,,93,07
93SH01979, 90100330,90,S0330,10,2,SW,1,8,m,3.0,2,0518,0844,143,138,10.4,60,4,2,,4TEATS,,93,41
93SH01980, 90100333,90,S0333,10,2,US,1,8,m,3.0,1,0517,1441,126,137,8.3,64,2,3,,,,93,07
93SH01981, 90100336,90,S0336,10,2,18,1,0,,3.0,1,0518,1117,160,138,8.0,64,2,,,DYSTOCIA,,93,07
93SH01982, 90100337,90,S0337,10,2,SW,1,8,m,3.0,5,0518,1713,116,138,10.4,62,3,2,,,,93,41
93SH01983, 90100340,90,S0340,10,2,US,1,8,m,3.0,5,0519,1517,135,139,10.0,62,3,3,,,,93,07
93SH01984, 90100346,90,S0346,10,2,18,1,0,,3.0,1,0517,1325,163,137,9.1,64,2,,,,,93,07
93SH01985, 90100347,90,S0347,10,2,US,1,8,m,3.0,1,0517,1343,144,137,6.9,58,5,1,,,,93,07
93SH01986, 90100348,90,S0348,10,2,SW,1,8,m,3.0,1,0517,1130,121,137,8.6,62,3,2,,R.SPOILED,,93,41
93SH01987, 90100350,90,S0350,10,2,TX,1,8,m,3.0,5,0519,1410,125,139,6.6,64,2,1,,,,93,07
93SH01988, 90100357,90,S0357,10,2,US,1,8,m,3.0,1,0517,1442,126,137,10.2,58,5,2,,4TEATS,,93,07
93SH01989, 90100360,90,S0360,10,2,US,1,8,m,3.0,1,0517,1344,123,137,9.1,62,3,5,,4TEATS,,93,07
93SH01990, 90100362,90,S0362,10,2,SW,1,8,m,3.0,2,0518,1053,121,138,9.1,58,5,1,,,,93,41
93SH01991, 90100363,90,S0363,10,2,SW,1,8,m,3.0,2,0518,1035,107,138,9.9,54,7,3,,4TEATS,,93,41
93SH01992, 90100365,90,S0365,10,2,SW,1,8,m,3.0,1,0517,1318,117,137,9.7,58,5,3,,,,93,41
93SH01993, 90100366,90,S0366,10,2,SW,1,8,m,3.0,5,0519,1336,109,139,11.3,62,3,3,,4TEATS,,93,41
93SH01994, 90100374,90,S0374,10,2,SW,1,8,m,3.0,5,0519,1003,112,139,9.8,56,6,3,,SCURS,,93,41
93SH01995, 90100381,90,S0381,10,2,FW,1,8,m,3.0,1,0517,1326,108,137,8.2,62,3,4,,,,93,41
93SH01996, 90100384,90,S0384,10,2,18,A,0,1,3.0,1,0517,1319,111,137,6.8,62,3,,,RTQTRBAD,,93,07
93SH01997, 90100385,90,S0385,10,2,US,1,8,m,3.0,5,0517,1631,112,137,6.9,62,3,2,,TENDER,,93,07
93SH01998, 90100386,90,S0386,10,2,TX,1,8,m,3.0,1,0517,1358,135,137,9.9,64,2,2,,4TEATS,,93,07
93SH01999, 90100388,90,S0388,10,2,SW,1,8,m,3.0,5,0518,1712,101,138,10.7,62,3,3,,4TEATS,,93,41
93SH02000, 90100389,90,S0389,10,2,SW,1,8,m,3.0,1,0517,1417,114,137,11.4,58,5,3,,4TEATS,,93,41
93SH02001, 90100392,90,S0392,10,2,US,1,8,m,3.0,1,0518,1115,143,138,8.2,64,2,2,,,,93,07
93SH02002, 90100399,90,S0399,10,2,FW,1,8,m,3.0,5,0518,1553,119,138,8.3,64,2,2,,4TEATS,,93,41
93SH02003, 90100401,90,S0401,10,2,FW,1,8,m,3.0,5,0517,1613,124,137,8.6,58,5,1,,,,93,41
93SH02004, 90100406,90,S0406,10,2,US,1,8,m,3.0,1,0518,1120,145,138,9.7,64,2,3,,,,93,07
93SH02005, 90100415,90,S0415,10,2,FW,1,8,m,3.0,2,0518,1048,122,138,11.4,62,3,2,,4TEATS,,93,41
93SH02006, 90100416,90,S0416,10,2,FW,1,8,m,3.0,1,0517,1451,127,137,11.0,58,5,3,,4TEATS,,93,41
93SH02007, 90100417,90,S0417,10,2,18,1,0,,3.0,2,0518,0956,120,138,7.6,60,4,,,SHORTSTAPLE,,93,07
93SH02008, 90100420,90,S0420,10,2,US,1,8,m,3.0,1,0517,1326,113,137,8.1,62,3,2,,ENTR,,93,07
93SH02009, 90100421,90,S0421,10,2,FW,1,8,m,3.0,1,0517,1137,118,137,8.8,64,2,2,,,,93,41
93SH02010, 90100427,90,S0427,10,2,TX,1,8,m,3.0,5,0519,1055,123,139,8.4,62,3,1,,,,93,07
93SH02011, 90100433,90,S0433,10,2,FW,1,8,m,3.0,5,0517,1727,103,137,9.2,56,6,3,,,,93,41
93SH02012, 90100434,90,S0434,10,2,FW,1,8,m,3.0,5,0518,1714,109,138,10.7,60,4,2,,,,93,41
93SH02013, 90100436,90,S0436,10,2,SW,1,8,m,3.0,5,0517,1538,137,137,10.0,58,5,2,,,,93,41
93SH02014, 90100437,90,S0437,10,2,SW,1,8,m,3.0,5,0518,1551,115,138,9.2,62,3,3,,4TEATS,,93,41
93SH02015, 90100438,90,S0438,10,2,TX,1,8,m,3.0,1,0517,1139,120,137,7.7,60,4,1,,,,93,07
93SH02016, 90100439,90,S0439,10,2,TX,1,8,m,3.0,1,0517,1150,122,137,8.1,58,5,2,,,,93,07
93SH02017, 90100440,90,S0440,10,2,FW,1,8,m,3.0,1,0517,1445,107,137,9.6,62,3,3,,ENTR,,93,41
93SH02018, 90100445,90,S0445,10,2,SW,1,8,m,3.0,5,0519,1436,102,139,10.2,58,5,3,,"WEAK,DYSTOCIA",,93,41
93SH02019, 90100451,90,S0451,10,2,US,1,8,m,3.0,5,0519,1117,121,139,8.5,60,4,3,,POOR COND.,,93,07
93SH02020, 90100452,90,S0452,10,2,US,1,8,m,3.0,2,0518,1055,139,138,8.3,60,4,2,,,,93,07
93SH02021, 90100456,90,S0456,10,2,FW,1,8,m,3.0,2,0518,0914,125,138,9.9,58,5,4,,HORNS,,93,41
93SH02022, 90100459,90,S0459,10,2,18,1,0,,3.0,5,0518,1653,151,138,7.0,64,2,,,,,93,07
93SH02023, 90100461,90,S0461,10,2,TX,1,8,m,3.0,1,0517,1151,94,137,7.1,64,2,2,,ENTR,,93,07
93SH02024, 90100463,90,S0463,10,2,18,A,0,3,3.0,2,0518,1005,137,138,7.3,64,2,,,,,93,07
93SH02025, 90100466,90,S0466,10,2,SW,1,8,m,3.0,1,0517,1147,116,137,9.5,58,5,1,,,,93,41
93SH02026, 90100469,90,S0469,10,2,FW,1,8,m,3.0,5,0517,1706,114,137,9.7,60,4,4,,4TEATS,,93,41
93SH02027, 90100470,90,S0470,10,2,SW,1,8,m,3.0,2,0518,1000,114,138,10.0,60,4,3,,,,93,41
93SH02028, 90100476,90,S0476,10,2,SW,1,8,m,3.0,5,0517,1551,111,137,9.6,60,4,4,,,,93,41
93SH02029, 90100480,90,S0480,10,2,FW,1,8,m,3.0,5,0517,1728,123,137,8.8,62,3,3,,4TEATS,,93,41
93SH02030, 90100482,90,S0482,10,2,FW,1,8,m,3.0,1,0517,1347,127,137,10.9,62,3,3,,HAIRY,,93,41
93SH02031, 90100483,90,S0483,10,2,SW,1,8,m,3.0,5,0517,1711,115,137,9.5,60,4,3,,,,93,41
93SH02032, 90100484,90,S0484,10,2,SW,1,8,m,3.0,1,0517,1341,128,137,9.9,58,5,2,,,,93,41
93SH02033, 90100486,90,S0486,10,2,SW,1,8,m,3.0,2,0518,0850,134,138,10.1,58,5,3,,1TAG,,93,41
93SH02034, 90100493,90,S0493,10,2,SW,1,8,m,3.0,1,0517,1417,92,137,9.1,60,4,3,,4TEATS,,93,41
93SH02035, 90100499,90,S0499,10,2,TX,1,8,m,3.0,1,0517,1420,112,137,8.1,64,2,2,,ENTR,,93,07
93SH02036, 90100509,90,S0509,10,2,FW,1,8,m,3.0,1,0517,1128,115,137,7.7,62,3,2,,4TEATS,,93,41
93SH02037, 90100512,90,S0512,10,2,FW,1,8,m,3.0,1,0517,1442,109,137,8.5,62,3,3,,"ENTR,4TEATS",,93,41
93SH02038, 90100513,90,S0513,10,2,SW,1,8,m,3.0,1,0517,1418,126,137,10.1,60,4,3,,4TEATS,,93,41
93SH02039, 90100514,90,S0514,10,2,TX,1,8,m,3.0,1,0517,1444,147,137,8.2,64,2,2,,HORNS,,93,07
93SH02040, 90100518,90,S0518,10,2,TX,1,8,m,3.0,5,0519,1402,152,139,9.4,64,2,2,,,,93,07
93SH02041, 90100519,90,S0519,10,2,FW,1,8,m,3.0,5,0519,1342,106,139,9.3,64,2,5,,4TEATS,,93,41
93SH02042, 90100521,90,S0521,10,2,SW,1,8,m,3.0,1,0517,1359,119,137,10.6,60,4,3,,,,93,41
93SH02043, 90100523,90,S0523,10,2,FW,1,8,m,3.0,2,0518,0939,112,138,7.6,64,2,3,,,,93,41
93SH02044, 90100526,90,S0526,10,2,FW,1,8,m,3.0,2,0518,0936,131,138,7.5,60,4,1,,,,93,41
93SH02045, 90100527,90,S0527,10,2,FW,1,8,m,3.0,1,0517,1341,114,137,9.9,60,4,3,,,,93,41
93SH02046, 90100528,90,S0528,10,2,SW,1,8,m,3.0,1,0517,1441,132,137,12.2,58,5,4,,4TEATS,,93,41
93SH02047, 90100530,90,S0530,10,2,TX,1,8,m,3.0,5,0518,1520,129,138,9.0,62,3,3,,ENTR,,93,07
93SH02048, 90100536,90,S0536,10,2,TX,1,8,m,3.0,2,0518,1035,109,138,7.0,64,2,2,,,,93,07
93SH02049, 90100554,90,S0554,10,2,SW,1,8,m,3.0,5,0519,1001,121,139,11.0,54,7,3,,4TEATS,,93,41
93SH02050, 90100557,90,S0557,10,2,SW,1,8,m,3.0,1,0517,1411,102,137,8.4,58,5,3,,,,93,41
93SH02051, 90100558,90,S0558,10,2,SW,1,8,m,3.0,5,0518,1706,92,138,8.1,58,5,2,,,,93,41
93SH02052, 90100560,90,S0560,10,2,TX,1,8,m,3.0,5,0519,1433,139,139,6.8,62,3,2,,,,93,07
93SH02053, 90100563,90,S0563,10,2,SW,1,8,m,3.0,5,0519,1447,95,139,9.7,60,4,2,,,,93,41
93SH02054, 90100569,90,S0569,10,2,FW,1,8,m,3.0,1,0518,1115,97,138,8.6,62,3,3,,,,93,41
93SH02055, 90100570,90,S0570,10,2,FW,1,8,m,3.0,2,0518,0933,113,138,12.0,60,4,3,,,,93,41
93SH02056, 90100573,90,S0573,10,2,US,1,8,m,3.0,2,0518,1035,132,138,9.3,64,2,2,,,,93,07
93SH02057, 90100575,90,S0575,10,2,SW,1,8,m,3.0,5,0519,1103,109,139,9.6,58,5,2,,,,93,41
93SH02058, 90100576,90,S0576,10,2,TX,1,8,m,3.0,1,0518,1114,121,138,7.3,60,4,2,,,,93,07
93SH02059, 90100578,90,S0578,10,2,SW,1,8,m,3.0,5,0519,1025,120,139,9.2,56,6,3,,,,93,41
93SH02060, 90100590,90,S0590,10,2,SW,1,8,m,3.0,1,0517,1202,112,137,8.3,62,3,3,,,,93,41
93SH02061, 90100593,90,S0593,10,2,FW,1,8,m,3.0,5,0518,1553,100,138,9.5,64,2,4,,,,93,41
93SH02062, 90100595,90,S0595,10,2,US,1,8,m,3.0,5,0519,1409,122,139,8.8,62,3,3,,ONE-EYE,,93,07
93SH02063, 90100596,90,S0596,10,2,SW,1,8,m,3.0,1,0517,1152,124,137,11.8,58,5,2,,,,93,41
93SH02064, 90100597,90,S0597,10,2,SW,1,8,m,3.0,5,0519,1034,131,139,11.6,60,4,2,,4TEATS,,93,41
93SH02065, 90100599,90,S0599,10,2,FW,1,8,m,3.0,5,0518,1659,104,138,8.2,62,3,4,,,,93,41
93SH02066, 90100602,90,S0602,10,2,FW,1,8,m,3.0,2,0518,1005,116,138,10.0,62,3,3,,,,93,41
93SH02067, 90100606,90,S0606,10,2,18,1,0,,3.0,1,0517,1340,135,137,6.2,64,2,,,,,93,07
93SH02068, 90100608,90,S0608,10,2,SW,1,8,m,3.0,2,0518,1048,126,138,9.4,62,3,3,,FOUND 9/15/92,,93,41
93SH02069, 90100609,90,S0609,10,2,FW,1,8,m,3.0,5,0519,1143,96,139,10.4,64,2,5,,4TEATS,,93,41
93SH02070, 90100610,90,S0610,10,2,TX,1,8,m,3.0,5,0519,1127,139,139,10.3,64,2,3,,,,93,07
93SH02071, 90100616,90,S0616,10,2,SW,1,8,m,3.0,2,0518,0953,116,138,10.3,58,5,3,,,,93,41
93SH02072, 90100619,90,S0619,10,2,TX,1,8,m,3.0,1,0517,1318,119,137,8.2,60,4,2,,,,93,07
93SH02073, 90100626,90,S0626,10,2,TX,1,8,m,3.0,1,0517,1442,135,137,6.8,64,2,2,,,,93,07
93SH02074, 90100628,90,S0628,10,2,18,1,0,,3.0,5,0519,1504,143,139,8.2,64,2,,,,,93,07
93SH02075, 90100630,90,S0630,10,2,US,1,8,m,3.0,2,0518,0958,145,138,8.6,64,2,2,,4TEATS,,93,07
93SH02076, 90100637,90,S0637,10,2,US,1,8,m,3.0,5,0517,1548,144,137,8.8,64,2,2,,EWE 1TAG,,93,07
93SH02077, 90100639,90,S0639,10,2,SW,1,8,m,3.0,2,0518,0956,123,138,7.5,62,3,2,,4TEATS,,93,41
93SH02078, 90100640,90,S0640,10,2,SW,1,8,m,3.0,5,0519,1447,137,139,9.6,60,4,3,,4TEATS,,93,41
93SH02079, 90100641,90,S0641,10,2,SW,1,8,m,3.0,5,0519,1104,124,139,9.9,54,7,4,,,,93,41
93SH02080, 90100642,90,S0642,10,2,SW,1,8,m,3.0,1,0517,1343,102,137,7.5,60,4,3,,,,93,41
93SH02081, 90100644,90,S0644,10,2,SW,1,8,m,3.0,1,0517,1342,126,137,10.6,56,6,2,,4TEATS,,93,41
93SH02082, 90100645,90,S0645,10,2,SW,1,8,m,3.0,5,0519,1030,133,139,7.7,60,4,3,,,,93,41
93SH02083, 90100649,90,S0649,10,2,18,2,7,,3.0,3,0518,1450,160,138,10.0,64,2,29A,RED9,,,93,07
93SH02084, 90100653,90,S0653,10,1,SW,,0,,3.0,M,0519,0930,184,139,17.0,60,4,,,JAW5,,93,41
93SH02085, 90100656,90,S0656,10,2,SW,1,8,m,3.0,5,0517,1623,105,137,11.2,58,5,3,,,,93,41
93SH02086, 90100657,90,S0657,10,2,18,1,0,,3.0,1,0517,1145,133,137,9.6,64,2,,,,,93,07
93SH02087, 90100663,90,S0663,10,2,SW,1,8,m,3.0,2,0518,0937,90,138,10.6,58,5,4,,BONEYPELVIS,,93,41
93SH02088, 90100664,90,S0664,10,2,SW,1,8,m,3.0,X,0518,1724,109,138,11.2,62,3,5,,WOUNDEDNECK,,93,41
93SH02089, 90100674,90,S0674,10,2,TX,1,8,m,3.0,5,0519,1401,133,139,9.5,58,5,2,,"1TAG,TORNEAR",,93,07
93SH02090, 90100675,90,S0675,10,2,18,A,0,1,3.0,1,0517,1450,134,137,10.5,60,4,,,4TEATS,,93,07
93SH02091, 90100679,90,S0679,10,2,18,A,0,2,3.0,2,0518,1349,132,138,8.6,62,3,,,SW.BAG,,93,07
93SH02092, 90100680,90,S0680,10,1,FW,,0,,3.0,M,0519,0846,181,139,16.1,62,3,,,WR5 + JAW7,76,93,41
93SH02093, 90100686,90,S0686,10,2,SW,1,8,m,3.0,5,0518,1638,102,138,6.7,62,3,1,,,,93,41
93SH02094, 90100688,90,S0688,10,2,FW,1,8,m,3.0,1,0517,1400,117,137,9.6,60,4,2,,,,93,41
93SH02095, 90100690,90,S0690,10,2,TX,1,8,m,3.0,5,0518,1527,127,138,9.4,62,3,1,,ENTR.SM.BAG,,93,07
93SH02096, 90100691,90,S0691,10,2,FW,1,8,m,3.0,2,0518,0850,104,138,8.9,60,4,3,,,,93,41
93SH02097, 90100692,90,S0692,10,2,FW,1,8,m,3.0,5,0518,1514,113,138,9.1,58,5,2,,4TEATS,,93,41
93SH02098, 90100695,90,S0695,10,2,TX,1,8,m,3.0,1,0517,1343,126,137,9.2,60,4,2,,4TEATS,,93,07
93SH02099, 90100697,90,S0697,10,2,SW,1,8,m,3.0,2,0518,0850,124,138,11.3,60,4,5,,4TEATS,,93,41
93SH02100, 90100703,90,S0703,10,2,FW,1,8,m,3.0,5,0519,1422,115,139,9.0,64,2,3,,TENDER,,93,41
93SH02101, 90100705,90,S0705,10,2,FW,1,8,m,3.0,5,0519,1350,107,139,10.7,64,2,3,,,,93,41
93SH02102, 90100706,90,S0706,10,2,SW,1,8,m,3.0,1,0517,1409,121,137,8.8,58,5,1,,DYSTOCIA,,93,41
93SH02103, 90100707,90,S0707,10,2,SW,1,8,m,3.0,1,0517,1446,117,137,10.1,58,5,4,,,,93,41
93SH02104, 90100712,90,S0712,10,2,TX,1,8,m,3.0,1,0517,1136,155,137,8.7,62,3,2,,,,93,07
93SH02105, 90100714,90,S0714,10,2,US,1,8,m,3.0,5,0519,1539,122,139,7.3,62,3,2,,,,93,07
93SH02106, 90100715,90,S0715,10,2,TX,1,8,m,3.0,1,0517,1409,116,137,8.4,64,2,2,,,,93,07
93SH02107, 90100716,90,S0716,10,2,FW,1,8,m,3.0,1,0517,1451,96,137,8.1,62,3,3,,,,93,41
93SH02108, 90100718,90,S0718,10,2,FW,1,8,m,3.0,5,0518,1637,73,138,6.6,64,2,2,,,,93,41
93SH02109, 90100721,90,S0721,10,1,TX,,0,,3.0,M,0519,0920,235,139,12.9,62,3,,,,73,93,07
93SH02110, 90100722,90,S0722,10,2,TX,1,8,m,3.0,2,0518,1048,136,138,8.9,60,4,2,,MLT.R,,93,07
93SH02111, 90100727,90,S0727,10,2,TX,1,8,m,3.0,1,0517,1358,120,137,8.1,64,2,1,,,,93,07
93SH02112, 90100731,90,S0731,10,2,TX,1,8,m,3.0,1,0518,1144,119,138,8.3,62,3,2,,ENTR.,,93,07
93SH02113, 90100732,90,S0732,10,2,TX,1,8,m,3.0,2,0518,0848,119,138,8.7,60,4,2,,,,93,07
93SH02114, 90100733,90,S0733,10,2,TX,1,8,m,3.0,1,0517,1343,143,137,9.5,62,3,2,,,,93,07
93SH02115, 90100736,90,S0736,10,2,SW,1,8,m,3.0,5,0517,1709,109,137,8.1,60,4,1,,,,93,41
93SH02116, 90100738,90,S0738,10,2,SW,1,8,m,3.0,1,0517,1317,120,137,9.3,60,4,3,,,,93,41
93SH02117, 90100740,90,S0740,10,2,US,1,8,m,3.0,1,0517,1325,133,137,7.8,62,3,1,,,,93,07
93SH02118, 90100741,90,S0741,10,2,US,1,8,m,3.0,2,0518,0953,118,138,6.5,62,3,3,,,,93,07
93SH02119, 90100745,90,S0745,10,2,US,1,8,m,3.0,2,0518,1038,126,138,7.7,64,2,2,,,,93,07
93SH02120, 90100746,90,S0746,10,2,18,1,0,,3.0,2,0518,0839,191,138,10.1,62,3,,,VLTS,,93,07
93SH02121, 90100750,90,S0750,10,2,FW,1,8,m,3.0,1,0517,1315,99,137,8.3,64,2,3,,ENTR,,93,41
93SH02122, 90100751,90,S0751,10,2,FW,1,8,m,3.0,2,0518,0954,86,138,6.2,64,2,1,,ONE-EYE,,93,41
93SH02123, 90100753,90,S0753,10,2,US,1,8,m,3.0,1,0517,1316,124,137,6.9,62,3,2,,,,93,07
93SH02124, 90100754,90,S0754,10,2,US,1,8,m,3.0,5,0519,1452,132,139,8.4,64,2,1,,,,93,07
93SH02125, 90100755,90,S0755,10,2,FW,1,8,m,3.0,5,0517,1623,97,137,9.2,64,2,4,,SM.BAG,,93,41
93SH02126, 90100759,90,S0759,10,2,US,1,8,m,3.0,5,0518,1643,120,138,7.8,62,3,1,,,,93,07
93SH02127, 90100761,90,S0761,10,2,US,1,8,m,3.0,2,0518,0838,123,138,9.8,62,3,2,,4TEATS,,93,07
93SH02128, 90100767,90,S0767,10,2,SW,1,8,m,3.0,2,0518,1053,131,138,8.8,56,6,3,,,,93,41
93SH02129, 90100768,90,S0768,10,2,SW,1,8,m,3.0,1,0517,1346,130,137,12.1,54,7,4,,,,93,41
93SH02130, 90100774,90,S0774,10,2,FW,1,8,m,3.0,2,0518,1042,131,138,8.5,58,5,3,,,,93,41
93SH02131, 90100776,90,S0776,10,2,US,1,8,m,3.0,5,0519,1537,113,139,7.0,64,2,2,,,,93,07
93SH02132, 90100777,90,S0777,10,2,FW,1,8,m,3.0,2,0518,0934,105,138,10.0,60,4,2,,DYS.BREECH,,93,41
93SH02133, 90100778,90,S0778,10,2,FW,1,8,m,3.0,1,0517,1133,102,137,10.1,60,4,3,,,,93,41
93SH02134, 90100779,90,S0779,10,1,SW,,0,,3.0,M,0519,0857,162,139,14.0,64,2,,,HORNS,68,93,41
93SH02135, 90100781,90,S0781,10,2,TX,1,8,m,3.0,1,0518,1122,131,138,6.2,64,2,2,,4TEATS,,93,07
93SH02136, 90100782,90,S0782,10,2,TX,1,8,m,3.0,2,0518,1348,144,138,7.0,64,2,2,,4TEATS,,93,07
93SH02137, 90100783,90,S0783,10,2,SW,1,8,m,3.0,5,0519,1534,110,139,9.1,60,4,3,,,,93,41
93SH02138, 90100784,90,S0784,10,2,SW,1,8,m,3.0,1,0517,1437,128,137,7.8,64,2,1,,,,93,41
93SH02139, 90100787,90,S0787,10,2,18,1,0,,3.0,2,0518,1004,114,138,8.4,64,2,,,,,93,07
93SH02140, 90100789,90,S0789,10,2,TX,1,8,m,3.0,5,0517,1535,128,137,8.6,62,3,1,,4TEATS,,93,07
93SH02141, 90100794,90,S0794,10,2,18,1,0,,3.0,1,0517,1140,126,137,9.2,62,3,,,,,93,07
93SH02142, 90100795,90,S0795,10,2,FW,1,8,m,3.0,2,0518,0851,118,138,9.6,64,2,3,,,,93,41
93SH02143, 90100796,90,S0796,10,2,FW,1,8,m,3.0,1,0517,1320,135,137,10.3,62,3,2,,DYSTOCIA,,93,41
93SH02144, 90100797,90,S0797,10,2,TX,1,8,m,3.0,5,0519,1543,133,139,9.5,60,4,3,,4TEATS,,93,07
93SH02145, 90100800,90,S0800,10,2,FW,1,8,m,3.0,5,0519,1107,125,139,12.3,62,3,5,,DYSUPSIDEDOWN,,93,41
93SH02146, 90100801,90,S0801,10,2,18,1,0,,3.0,2,0518,1054,146,138,7.6,64,2,,,??PG,,93,07
93SH02147, 90100802,90,S0802,10,2,US,1,8,m,3.0,1,0517,1144,123,137,7.8,62,3,2,,,,93,07
93SH02148, 90100803,90,S0803,10,2,18,1,0,,3.0,2,0518,1048,155,138,9.3,62,3,,,FLT.R,,93,07
93SH02149, 90100804,90,S0804,10,2,US,1,8,m,3.0,2,0518,0849,152,138,8.1,62,3,2,,4TEATS,,93,07
93SH02150, 90100805,90,S0805,10,2,FW,1,8,m,3.0,1,0517,1319,103,137,10.1,58,5,4,,SM.BAG,,93,41
93SH02151, 90100808,90,S0808,10,2,SW,1,8,m,3.0,5,0519,1358,112,139,10.8,62,3,5,,4TEATS,,93,41
93SH02152, 90100809,90,S0809,10,2,US,1,8,m,3.0,1,0517,1445,131,137,8.9,56,6,1,,4TEATS,,93,07
93SH02153, 90100810,90,S0810,10,2,US,1,8,m,3.0,5,0519,1408,118,139,7.4,62,3,2,,,,93,07
93SH02154, 90100811,90,S0811,10,2,US,1,8,m,3.0,1,0517,1403,122,137,8.8,64,2,3,,,,93,07
93SH02155, 90100812,90,S0812,10,2,18,A,0,1,3.0,1,0517,1440,138,137,9.5,60,4,,,THINEWE,,93,07
93SH02156, 90100818,90,S0818,10,2,18,1,0,,3.0,5,0519,1446,111,139,4.9,64,2,,,THINEWE93,,93,07
93SH02157, 90100820,90,S0820,10,1,18,,0,,3.0,M,0519,0849,198,139,12.4,64,2,,,,75,93,07
93SH02158, 90100823,90,S0823,10,2,FW,1,8,m,3.0,5,0517,1658,136,137,10.3,62,3,2,,,,93,41
