UID,ID,SEX,FLWT,GRFL,DAY,STM,RMK
18SH00512,L0719,2,106,10.6,45,PC,ORANGE
18SH00513,L0735,2,88,8.8,45,PC,URI
18SH00514,L0920,2,96,9.6,45,PC,70BR/GR
18SH00515,L0937,2,86,8.6,45,PC,SOME CHUNKS
18SH00516,L1001,2,84,8.4,45,PC,30BRN.N SCOUR
18SH00517,L1006,2,96,9.6,45,PC,DRY
18SH00518,L1136,2,116,11.6,45,PC,70BRN SCOURS
18SH00519,L1191,2,94,9.4,45,PC,LameRR.SmallE
18SH00520,L1225,2,98,9.8,43,PC,MYO AA
18SH00521,L1309,2,70,7.0,43,PC,FEVER
18SH00522,L1397,2,70,7.0,45,PC,FEVER
18SH00523,L1464,2,80,8.0,45,PC,MYO AA
18SH00524,L1514,2,96,9.6,45,PC,25BLK
18SH00525,L1517,2,94,9.4,45,PC,MYO AA
18SH00526,L1519,2,94,9.4,45,PC,20BLK
18SH00527,L1520,2,102,10.2,45,PC,SM.BAG
18SH00528,L1521,2,70,7.0,45,PC,80BLK
18SH00529,L1524,2,72,7.2,45,PC,DRY
18SH00530,L1528,2,94,9.4,45,PC,30GR
18SH00531,L1532,2,116,11.6,45,PC,40BRN
18SH00532,L1542,2,88,8.8,45,PC,NO.IMM.DATA
18SH00533,L1544,2,66,6.6,45,PC,MYO AA
18SH00534,L1546,2,118,11.8,45,PC,50BLK.NICE
18SH00535,L1549,1,88,8.8,45,PC,MYO AA
18SH00536,L1562,2,70,7.0,45,PC,DRY
18SH00537,L1573,2,76,7.6,45,PC,SMOKY
18SH00538,L1578,2,78,7.8,45,PC,FREC.FEET
18SH00539,L1588,2,84,8.4,45,PC,MYO AA
18SH00540,L1599,2,98,9.8,45,PC,MYO AA
18SH00541,L1603,2,144,14.4,45,PC,SM.UDDER
18SH00542,L1604,2,66,6.6,45,PC,+H9201
18SH00543,L1609,2,70,7.0,45,PC,MYO AA
18SH00544,L1616,2,82,8.2,45,PC,2ND90BLK
18SH00545,L1623,2,88,8.8,45,PC,SM.BAG
18SH00546,L1640,2,102,10.2,43,PC,HAIRY
18SH00547,L1642,2,88,8.8,45,PC,85.LT.TAN
18SH00548,L1645,2,86,8.6,45,PC,10-15BLK
18SH00549,L1652,2,90,9.0,43,PC,<05BLK
18SH00550,L1657,2,102,10.2,45,PC,50DKBRN
18SH00551,L1658,2,86,8.6,45,PC,05BRN
18SH00552,L1661,2,98,9.8,45,PC,2ND.40LTBRN
18SH00553,L1662,2,118,11.8,45,PC,1ST 20BRN H
18SH00554,L1666,2,106,10.6,45,PC,30BLK
18SH00555,L1670,2,90,9.0,45,PC,RP
18SH00556,L1676,1,68,6.8,45,PC,80BLK
18SH00557,L1686,2,110,11.0,45,PC,25BRN
18SH00558,L1692,2,110,11.0,45,PC,15BRN
18SH00559,L1697,2,76,7.6,43,PC,05BLK H
18SH00560,L1706,2,110,11.0,45,PC,20BLK
18SH00561,L1707,2,126,12.6,45,PC,80BLK
18SH00562,L1711,2,58,5.8,45,PC,SMUDDER
18SH00563,L1717,2,130,13.0,45,PC,2ND.25BRN.NIC
18SH00564,L1721,1,108,10.8,45,PC,HornMidHead
18SH00565,L1734,2,78,7.8,43,PC,SMUDDER
18SH00566,L1743,2,86,8.6,45,PC,15BLK
18SH00567,L1744,2,80,8.0,45,PC,25BLK
18SH00568,L1747,2,120,12.0,45,PC,1ST25BR/GR
18SH00569,L1749,2,80,8.0,45,PC,1ST
18SH00570,L1751,2,92,9.2,45,PC,25BRN
18SH00571,L1752,1,96,9.6,45,PC,"Scurs, nice"
18SH00572,L1753,2,86,8.6,45,PC,<05BLK
18SH00573,L1754,2,90,9.0,45,PC,5-10BR
18SH00574,L1756,1,100,10.0,45,PC,Nice
18SH00575,L1757,2,96,9.6,45,PC,LH.HOOF.INJ
18SH00576,L1759,1,80,8.0,45,PC,"Nice,bttnScur"
18SH00577,L1760,2,122,12.2,45,PC,2ND
18SH00578,L1762,2,92,9.2,45,PC,2ND.05BRN
18SH00579,L1764,2,102,10.2,45,PC,1ST<05BR
18SH00580,L1765,2,86,8.6,45,PC,WnwtMissed
18SH00581,L1768,1,84,8.4,45,PC,Nice
18SH00582,L1772,1,74,7.4,45,PC,1ST.50BR
18SH00583,L1774,2,84,8.4,45,PC,10BR/GR
18SH00584,L1776,2,90,9.0,45,PC,40BR
18SH00585,L1781,1,84,8.4,45,PC,"Nice, Scurs"
18SH00586,L1785,2,64,6.4,45,PC,2ND
18SH00587,L1788,1,112,11.2,45,PC,1ST.20BLK
18SH00588,L1791,2,72,7.2,45,PC,1ST.30BRN
18SH00589,L1792,2,80,8.0,45,PC,2ND.RT.LEGBRO
18SH00590,L1793,2,76,7.6,45,PC,1ST40BLK
18SH00591,L1795,2,76,7.6,45,PC,2ND.90TAN
18SH00592,L1797,1,84,8.4,45,PC,Nice
18SH00593,L1800,2,102,10.2,45,PC,1ST
18SH00594,L1801,2,130,13.0,45,PC,2ND
18SH00595,L1802,2,68,6.8,43,PC,1ST.05GR
18SH00596,L1804,2,110,11.0,43,PC,1ST.EYES.ULCR
18SH00597,L1808,1,66,6.6,45,PC,ExtraForWyo
18SH00598,L1815,2,98,9.8,45,PC,25BR
18SH00599,L1817,2,86,8.6,45,PC,2ND.50BR
18SH00600,L1822,2,94,9.4,45,PC,LameLF
18SH00601,L1823,2,98,9.8,45,PC,2ND.05BR
18SH00602,L1825,1,80,8.0,45,PC,"LameRHock, SC"
18SH00603,L1830,1,98,9.8,45,PC,Nice
18SH00604,L1834,1,82,8.2,45,PC,OpenHeadSore
18SH00605,L1835,2,88,8.8,45,PC,2ND
18SH00606,L1841,2,74,7.4,45,PC,1ST.50BLK
18SH00607,L1845,2,90,9.0,45,PC,1ST.SCRS.FVR
18SH00608,L1846,2,100,10.0,45,PC,1ST.35BL
18SH00609,L1848,2,98,9.8,45,PC,1ST.<05BR SCO
18SH00610,L1854,2,78,7.8,45,PC,2ND.90BL
18SH00611,L1855,1,98,9.8,45,PC,"1ST. 50BL, SC"
18SH00612,L1857,2,88,8.8,45,PC,1ST.80.LT.TAN
18SH00613,L1860,2,78,7.8,45,PC,1ST30BL
18SH00614,L1864,1,74,7.4,45,PC,"Scurs, nice"
18SH00615,L1871,2,78,7.8,45,PC,1ST.90BR
18SH00616,L1872,1,72,7.2,45,PC,"Scurs, nice"
18SH00617,L1874,1,82,8.2,45,PC,ScursSl.Under
18SH00618,L1876,2,86,8.6,45,PC,1ST.50BRN.SCR
18SH00619,L1882,2,74,7.4,45,PC,20BL
18SH00620,L1884,2,64,6.4,45,PC,5SMOKEY
18SH00621,L1885,1,70,7.0,45,PC,Scurs
18SH00622,L1888,1,68,6.8,45,PC,Scurs
18SH00623,L1889,2,74,7.4,45,PC,15BL
18SH00624,L1890,1,92,9.2,45,PC,Nice!
18SH00625,L1894,1,54,5.4,45,PC,Sl. Over
18SH00626,L1895,2,66,6.6,45,PC,25BR
18SH00627,L1896,2,70,7.0,45,PC,<05BR
18SH00628,L1898,1,74,7.4,45,PC,Scurs
18SH00629,L1899,1,72,7.2,45,PC,10BR
18SH00630,L1902,1,58,5.8,45,PC,20TAN
18SH00631,L1903,2,52,5.2,45,PC,20BRN
18SH00632,L1904,1,86,8.6,45,PC,Sl. over
18SH00633,L1907,2,66,6.6,45,PC,05BR
18SH00634,L1909,2,68,6.8,45,PC,05BR
18SH00635,L1911,2,48,4.8,44,PC,.
18SH00636,L1912,2,64,6.4,45,PC,35BL
18SH00637,L1915,1,76,7.6,45,PC,Scurs
18SH00638,L1916,2,72,7.2,45,PC,5-10BL
18SH00639,L1917,2,70,7.0,45,PC,40BR
18SH00640,L1920,2,60,6.0,45,PC,15BL
18SH00641,L1921,2,54,5.4,45,PC,35BL
18SH00642,L1924,1,82,8.2,45,PC,25BL
18SH00643,L1926,2,70,7.0,45,PC,10BL
18SH00644,L1928,2,66,6.6,45,PC,10BL
18SH00645,L1929,1,68,6.8,45,PC,Scurs
18SH00646,L1934,1,104,10.4,45,PC,Nice!
18SH00647,L1936,2,60,6.0,45,PC,25BL
18SH00648,L1937,2,68,6.8,45,PC,<05BR
18SH00649,L1938,1,60,6.0,45,PC,10GR
18SH00650,L1939,2,68,6.8,45,PC,25GR
18SH00651,L1945,1,72,7.2,45,PC,95BL.CornealU
18SH00652,L1946,1,52,5.2,45,PC,25TAN
18SH00653,L1947,2,68,6.8,45,PC,35BR
18SH00654,L1948,1,50,5.0,45,PC,Scurs
18SH00655,L1949,2,54,5.4,45,PC,75GRAY
18SH00656,L1950,1,82,8.2,45,PC,Scurs
18SH00657,L1951,1,48,4.8,45,PC,Sl. Over
18SH00658,L1954,2,58,5.8,45,PC,30BLK
18SH00659,L1956,1,86,8.6,45,PC,10BR.VetFixEn
18SH00660,L1957,2,50,5.0,45,PC,VetFixEnt&Tai
18SH00661,L1958,2,56,5.6,44,PC,CornealUlcer
18SH00662,L1959,2,56,5.6,45,PC,NICE LAMB
18SH00663,L1960,1,88,8.8,45,PC,Scurs
18SH00664,L1961,2,60,6.0,45,PC,25BR
18SH00665,L1964,2,82,8.2,45,PC,05BR
18SH00666,L1966,2,68,6.8,45,PC,60BR
18SH00667,L1968,1,76,7.6,45,PC,50TAN
18SH00668,L1969,1,52,5.2,45,PC,Scurs
18SH00669,L1971,2,56,5.6,45,PC,25BR
18SH00670,L1972,1,66,6.6,45,PC,10BL
18SH00671,L1974,2,52,5.2,45,PC,2ND.10BL
18SH00672,L1975,2,62,6.2,45,PC,10GR
18SH00673,L1976,2,70,7.0,45,PC,50TAN
18SH00674,L1977,2,64,6.4,45,PC,10.LT.BR
18SH00675,L1981,1,48,4.8,45,PC,Buttons
18SH00676,L1982,2,68,6.8,45,PC,20BLK
18SH00677,L1983,2,64,6.4,45,PC,20BLK
18SH00678,L1985,2,64,6.4,45,PC,20BLK
18SH00679,L1986,1,70,7.0,45,PC,70BLK
18SH00680,L1987,2,66,6.6,45,PC,30BLK
18SH00681,L1989,2,52,5.2,45,PC,1ST.10BLK
18SH00682,L1990,2,72,7.2,45,PC,H.2ND.VetFixE
18SH00683,L1991,2,82,8.2,45,PC,NICE LAMB
18SH00684,L1992,2,62,6.2,45,PC,20BLK
18SH00685,L1994,1,64,6.4,45,PC,20GRAY
18SH00686,L1995,1,78,7.8,45,PC,<05BR
18SH00687,L1997,1,70,7.0,45,PC,Nice!
18SH00688,L1998,1,56,5.6,45,PC,30BL
18SH00689,L1999,1,66,6.6,45,PC,70BR.Scours
18SH00690,L2000,1,50,5.0,45,PC,Scurs
18SH00691,L2001,2,72,7.2,45,PC,25BR
18SH00692,L2003,2,80,8.0,44,PC,<05BR
18SH00693,L2004,1,72,7.2,45,PC,05BL.LHLame
18SH00694,L2005,1,64,6.4,45,PC,Sl. Over
18SH00695,L2007,2,54,5.4,45,PC,50GR.UGLY
18SH00696,L2011,1,44,4.4,45,PC,Scurs
18SH00697,R8131,2,92,9.2,44,07,Schneider
18SH00698,R8150,2,98,9.8,44,07,Schneider
18SH00699,R8167,2,102,10.2,44,07,Schneider
18SH00700,R8193,2,82,8.2,45,07,Schneider
18SH00701,R8291,2,80,8.0,44,07,Schneider
18SH00702,R8336,2,78,7.8,44,07,Schneider
18SH00703,R8403,2,92,9.2,44,07,Schneider
18SH00704,R8459,2,116,11.6,44,07,Schneider
18SH00705,R8478,2,112,11.2,44,07,Schneider
18SH00706,R8490,2,118,11.8,44,07,Schneider
18SH00707,R8495,2,82,8.2,44,07,Schneider
18SH00708,R8529,2,102,10.2,44,07,Schneider
18SH00709,R8550,2,102,10.2,44,07,Schneider
18SH00710,R8570,2,92,9.2,44,07,Schneider
18SH00711,R8621,2,100,10.0,44,07,Schneider
18SH00712,R8663,2,118,11.8,43,07,3T.HAIRY SCOU
18SH00713,R8681,2,94,9.4,43,07,FROM.A2
18SH00714,R8682,2,92,9.2,43,07,.
18SH00715,R8703,2,84,8.4,43,07,.
18SH00716,R8713,2,94,9.4,43,07,TerminalOnly
18SH00717,R8720,2,104,10.4,43,07,Lamb umbilica
18SH00718,R8721,2,108,10.8,43,07,SLSMORE
18SH00719,R8734,2,58,5.8,43,07,.
18SH00720,R8744,2,68,6.8,43,07,CHUNKY MILK
18SH00721,R8798,2,94,9.4,43,07,PINK
18SH00722,R8803,2,96,9.6,43,07,VLT.LTSIDE
18SH00723,R8814,2,88,8.8,43,07,TerminalOnly
18SH00724,R8861,2,110,11.0,43,07,SRSMORE
18SH00725,R8868,2,106,10.6,43,07,TerminalOnly
18SH00726,R8881,2,94,9.4,43,07,RSdBagStitchd
18SH00727,R8930,2,96,9.6,43,07,2@ONCE
18SH00728,R8980,2,116,11.6,43,07,TerminalOnly
18SH00729,R9008,2,92,9.2,43,07,TerminalOnly
18SH00730,R9026,2,126,12.6,43,07,.           R
18SH00731,R9033,2,112,11.2,43,07,BIGTITS
18SH00732,R9037,2,72,7.2,43,07,TerminalOnly
18SH00733,R9069,2,88,8.8,43,07,.
18SH00734,R9086,2,94,9.4,43,07,SRS.MORE
18SH00735,R9089,2,72,7.2,43,07,TerminalOnly
18SH00736,R9120,2,126,12.6,43,07,NO.IMM.DATA
18SH00737,R9141,2,56,5.6,43,07,BRITCHY
18SH00738,R9149,2,96,9.6,43,07,DIARRHEA
18SH00739,R9153,2,120,12.0,44,07,HD.BAG
18SH00740,R9159,2,132,13.2,43,07,4TEATS
18SH00741,R9160,2,114,11.4,43,07,SLS.MORE
18SH00742,R9164,2,96,9.6,43,07,Nice R; saved
18SH00743,R9168,2,102,10.2,43,07,TerminalOnly
18SH00744,R9185,2,112,11.2,43,07,SMWARTS
18SH00745,R9204,2,88,8.8,43,07,TerminalOnly
18SH00746,R9206,2,102,10.2,43,07,RSIDEBLOODY
18SH00747,R9208,2,130,13.0,43,07,SM.UDDER
18SH00748,R9210,2,118,11.8,43,07,SCOURS
18SH00749,R9226,2,108,10.8,43,07,TerminalOnly
18SH00750,R9230,2,114,11.4,43,07,4T.N SCOURS
18SH00751,R9244,2,86,8.6,43,07,Nice R; save
18SH00752,R9254,2,128,12.8,43,07,DRIED
18SH00753,R9262,2,88,8.8,43,07,4T.FUZZY
18SH00754,R9264,2,102,10.2,43,07,3T.FUZZY SCOU
18SH00755,R9270,2,98,9.8,43,07,BIG.TITS
18SH00756,R9274,2,108,10.8,43,07,TerminalOnly
18SH00757,R9332,2,88,8.8,43,07,4T.NICE.R.SHI
18SH00758,R9358,2,102,10.2,43,07,TerminalOnly
18SH00759,R9398,2,88,8.8,43,07,.
18SH00760,R9401,2,116,11.6,43,07,SCOURS
18SH00761,R9431,2,88,8.8,43,07,3T
18SH00762,R9455,2,98,9.8,43,07,CHUNKS
18SH00763,R9464,2,78,7.8,43,07,4T.NICE.R.SCO
18SH00764,R9465,2,86,8.6,43,07,NICE.R.SCOURS
18SH00765,R9466,2,114,11.4,43,07,4TEATS.SCOURS
18SH00766,R9528,2,94,9.4,43,07,NO.METAL.TAGS
18SH00767,R9546,2,100,10.0,44,07,FootInfxnTx
18SH00768,R9556,2,98,9.8,43,07,1ST.4T
18SH00769,R9566,2,104,10.4,43,07,HOOVS ND TRIM
18SH00770,R9570,2,106,10.6,43,07,NICE.R
18SH00771,R9574,2,126,12.6,44,07,.
18SH00772,R9578,2,96,9.6,43,07,ABORT@MUDLAKE
18SH00773,R9579,2,118,11.8,43,07,CHEWS.TAILS
18SH00774,R9585,2,92,9.2,43,07,.
18SH00775,R9589,2,106,10.6,44,07,LSD.BLOODY
18SH00776,R9592,2,116,11.6,43,07,.
18SH00777,R9598,2,122,12.2,43,07,SM.UDDER
18SH00778,R9599,2,112,11.2,43,07,.
18SH00779,R9602,2,84,8.4,43,07,L.T.
18SH00780,R9604,2,110,11.0,43,07,TerminalOnly
18SH00781,R9607,2,104,10.4,43,07,RSBLOODY
18SH00782,R9613,2,102,10.2,43,07,POST ABORT.RP
18SH00783,R9630,2,92,9.2,43,07,TerminalOnly
18SH00784,R9632,2,80,8.0,43,07,TerminalOnly
18SH00785,R9633,2,96,9.6,43,07,HAIRY
18SH00786,R9639,2,132,13.2,43,07,FUZZY
18SH00787,R9640,2,124,12.4,43,07,TurnedOutNice
18SH00788,R9650,2,108,10.8,43,07,.
18SH00789,R9653,2,120,12.0,43,07,.
18SH00790,R9662,2,102,10.2,43,07,.
18SH00791,R9663,2,122,12.2,43,07,SM.EWE
18SH00792,R9673,2,106,10.6,43,07,.
18SH00793,R9674,2,122,12.2,43,07,Z2686=3RD
18SH00794,R9677,2,118,11.8,43,07,DYSTOCIA
18SH00795,R9686,2,130,13.0,43,07,.
18SH00796,R9695,2,102,10.2,43,07,HAIRY SCOURS
18SH00797,R9706,2,124,12.4,43,07,SM.UDDER
18SH00798,R9711,2,104,10.4,43,07,NICE
18SH00799,R9717,2,92,9.2,43,07,CHUNKSLSIDE
18SH00800,R9728,2,78,7.8,43,07,FEVER
18SH00801,R9733,2,86,8.6,43,07,2016SpwtMissd
18SH00802,R9735,2,130,13.0,44,07,TerminalOnly
18SH00803,R9744,2,106,10.6,43,07,MILK CHUNK OK
18SH00804,R9745,2,120,12.0,43,07,H.2ND
18SH00805,R9758,2,94,9.4,43,07,ENOUGH.FOR.ON
18SH00806,R9759,2,60,6.0,43,07,L.T.
18SH00807,R9795,2,104,10.4,43,07,.
18SH00808,R9797,2,94,9.4,43,07,SCOURS
18SH00809,R9799,2,114,11.4,43,07,.
18SH00810,R9809,2,80,8.0,43,07,2@ONCE
18SH00811,R9812,2,108,10.8,43,07,TerminalOnly
18SH00812,R9846,2,116,11.6,43,07,2@ONCE
18SH00813,R9859,2,118,11.8,43,07,.
18SH00814,R9872,2,82,8.2,43,07,Saved
18SH00815,R9879,2,126,12.6,43,07,Horns
18SH00816,R9881,2,108,10.8,43,07,.
18SH00817,R9902,2,134,13.4,43,07,SM.BAG
18SH00818,R9906,2,124,12.4,43,07,HAIRY
18SH00819,R9911,2,104,10.4,43,07,SCOURS
18SH00820,R9918,2,116,11.6,43,07,SCOURS
18SH00821,R9920,2,126,12.6,43,07,RH.ABCSS
18SH00822,R9926,2,92,9.2,43,07,RP
18SH00823,R9942,2,98,9.8,44,07,L.T.
18SH00824,R9951,2,114,11.4,43,07,L.TIT.LACERXN
18SH00825,R9960,2,118,11.8,43,07,TerminalOnly
18SH00826,R9973,2,92,9.2,43,07,TerminalOnly
18SH00827,R9983,2,132,13.2,44,07,NICE LAMB
18SH00828,R9990,2,112,11.2,44,07,1ST.FXRIBS
18SH00829,R9998,2,106,10.6,44,07,.
18SH00830,S0002,2,98,9.8,44,07,BR.L.EARTIP
18SH00831,S0005,2,104,10.4,44,07,.
18SH00832,S0007,2,104,10.4,44,07,TerminalOnly
18SH00833,S0009,2,116,11.6,44,07,TerminalOnly
18SH00834,S0013,2,66,6.6,44,07,TerminalOnly
18SH00835,S0015,2,98,9.8,44,07,SLSMORE.WARTS
18SH00836,S0018,2,178,17.8,44,07,.
18SH00837,S0021,2,110,11.0,44,07,SM.BAG
18SH00838,S0022,2,98,9.8,44,07,SMUDDER
18SH00839,S0024,2,124,12.4,44,07,TerminalOnly
18SH00840,S0026,2,94,9.4,44,07,.
18SH00841,S0027,2,122,12.2,44,07,.
18SH00842,S0031,2,132,13.2,44,07,TerminalOnly
18SH00843,S0034,2,106,10.6,44,07,.
18SH00844,S0037,2,110,11.0,44,07,.
18SH00845,S0038,2,140,14.0,44,07,TerminalOnly
18SH00846,S0042,2,102,10.2,44,07,MILKISPOOR
18SH00847,S0045,2,96,9.6,44,07,SM.BAG
18SH00848,S0047,2,110,11.0,44,07,2ND
18SH00849,S0053,2,114,11.4,44,07,HAIRY
18SH00850,S0060,2,100,10.0,44,07,SM.BAG
18SH00851,S0063,2,110,11.0,44,07,HAIRY
18SH00852,S0073,2,136,13.6,44,07,NICE LAMB
18SH00853,S0074,2,110,11.0,44,07,TerminalOnly
18SH00854,S0083,2,146,14.6,44,07,TerminalOnly
18SH00855,S0087,2,98,9.8,44,07,SM.BAG
18SH00856,S0090,2,100,10.0,44,07,.
18SH00857,S0091,2,86,8.6,44,07,LameRF
18SH00858,S0093,2,108,10.8,44,07,.
18SH00859,S0097,2,110,11.0,44,07,LONG TEATS
18SH00860,S0099,2,112,11.2,44,07,.
18SH00861,S0105,2,92,9.2,44,07,TerminalOnly
18SH00862,S0106,2,78,7.8,44,07,2@ONCE
18SH00863,S0111,2,110,11.0,44,07,SM.BAG
18SH00864,S0117,2,102,10.2,44,07,.
18SH00865,S0124,2,98,9.8,44,07,TerminalOnly
18SH00866,S0127,2,108,10.8,44,07,SM.BAG
18SH00867,S0141,2,110,11.0,44,07,NICE LAMB
18SH00868,S0148,2,106,10.6,44,07,URI
18SH00869,S0154,2,170,17.0,44,07,MilkDecrease
18SH00870,S0157,2,112,11.2,44,07,TerminalOnly
18SH00871,S0158,2,114,11.4,44,07,.
18SH00872,S0161,2,108,10.8,44,07,.
18SH00873,S0162,2,108,10.8,44,07,.
18SH00874,S0163,2,112,11.2,44,07,SM.BAG
18SH00875,S0169,2,112,11.2,44,07,HAIRY
18SH00876,S0170,2,104,10.4,44,07,SM.BAG
18SH00877,S0172,2,112,11.2,44,07,TerminalOnly
18SH00878,S0173,2,112,11.2,44,07,HAIRY
18SH00879,S0175,2,118,11.8,44,07,.
18SH00880,S0176,2,122,12.2,44,07,WEAK.DOWN
18SH00881,S0182,2,128,12.8,44,07,NO.BAG
18SH00882,S0185,2,92,9.2,44,07,H.INCR.RE
18SH00883,S0195,2,106,10.6,44,07,TerminalOnly
18SH00884,S0198,2,116,11.6,44,07,TerminalOnly
18SH00885,S0201,2,142,14.2,44,07,SMUDDER
18SH00886,S0205,2,90,9.0,44,07,TerminalOnly
18SH00887,S0213,2,86,8.6,44,07,TerminalOnly
18SH00888,S0214,2,118,11.8,44,07,TerminalOnly
18SH00889,S0215,2,124,12.4,44,07,SMUDDER
18SH00890,S0217,2,128,12.8,44,07,2NDLAMBMIXUP
18SH00891,S0219,2,116,11.6,44,07,ENOUGHFORONE
18SH00892,S0222,2,92,9.2,44,07,.
18SH00893,S0223,2,112,11.2,44,07,TerminalOnly
18SH00894,S0225,2,122,12.2,44,07,SMUDDER
18SH00895,S0248,2,122,12.2,44,07,LG.BLSPOT.LHI
18SH00896,S0249,2,132,13.2,44,07,.
18SH00897,S0250,2,110,11.0,44,07,2@ONCE
18SH00898,S0259,2,150,15.0,44,07,SM.UDDER
18SH00899,S0265,2,120,12.0,44,07,.
18SH00900,S0269,2,108,10.8,44,07,TerminalOnly
18SH00901,S0273,2,112,11.2,44,07,NOT.PUSHING
18SH00902,S0274,2,104,10.4,44,07,TerminalOnly
18SH00903,S0276,2,142,14.2,44,07,.
18SH00904,S0291,2,112,11.2,43,07,TerminalOnly
18SH00905,S0293,2,92,9.2,43,07,TAILCHEWER
18SH00906,S0294,2,98,9.8,43,07,NICE LAMB
18SH00907,S0318,2,132,13.2,43,07,.
18SH00908,S0322,2,96,9.6,43,07,TerminalOnly
18SH00909,S0325,2,102,10.2,43,07,TerminalOnly
18SH00910,S0342,2,92,9.2,43,07,TerminalOnly
18SH00911,S0343,2,80,8.0,43,07,TerminalOnly
18SH00912,S0346,2,108,10.8,43,07,3RD H
18SH00913,S0352,2,102,10.2,43,07,OKFORONE
18SH00914,S0362,2,88,8.8,43,07,SMUDDER
18SH00915,S0370,2,140,14.0,43,07,MissedAprlwt
18SH00916,S0375,2,72,7.2,43,07,TerminalOnly
18SH00917,S0376,2,132,13.2,43,07,TerminalOnly
18SH00918,S0378,2,94,9.4,43,07,.
18SH00919,S0379,2,98,9.8,43,07,.
18SH00920,S0383,2,78,7.8,43,07,DRY
18SH00921,S0392,2,100,10.0,43,07,3RD
18SH00922,S0395,2,86,8.6,43,07,1ST
18SH00923,S0402,2,118,11.8,43,07,BR.EAR.TIPS
18SH00924,S0406,2,104,10.4,43,07,TerminalOnly
18SH00925,S0407,2,94,9.4,43,07,FootInfxnTx
18SH00926,S0410,2,112,11.2,43,07,NO.BAG
18SH00927,S0411,2,88,8.8,43,07,.
18SH00928,S0414,2,96,9.6,43,07,.
18SH00929,S0421,2,92,9.2,43,07,HAIRY
18SH00930,S0425,2,112,11.2,43,07,TerminalOnly
18SH00931,S0426,2,108,10.8,43,07,.
18SH00932,S0427,2,116,11.6,43,07,TerminalOnly
18SH00933,S0431,2,116,11.6,43,07,TerminalOnly
18SH00934,S0434,2,92,9.2,43,07,WILD
18SH00935,S0436,2,114,11.4,43,07,NICE LAMB
18SH00936,S0438,2,118,11.8,43,07,UGLY
18SH00937,S0447,2,112,11.2,43,07,SMUDDER
18SH00938,S0451,2,114,11.4,43,07,HAIRY
18SH00939,S0455,2,88,8.8,43,07,TerminalOnly
18SH00940,S0465,2,112,11.2,43,07,NiceForTerm
18SH00941,S0467,2,124,12.4,43,07,HAIRY
18SH00942,S0477,2,88,8.8,43,07,TerminalOnly
18SH00943,S0498,2,86,8.6,43,07,TerminalOnly
18SH00944,S0503,2,128,12.8,43,07,.
18SH00945,S0511,2,98,9.8,43,07,TerminalOnly
18SH00946,S0516,2,102,10.2,43,07,TerminalOnly
18SH00947,S0521,2,90,9.0,43,07,.
18SH00948,S0527,2,130,13.0,43,07,NICE LAMB
18SH00949,S0528,2,92,9.2,43,07,TerminalOnly
18SH00950,S0535,2,92,9.2,43,07,.
18SH00951,S0544,2,98,9.8,43,07,TerminalOnly
18SH00952,S0560,2,102,10.2,43,07,BL.ON.NOSE
18SH00953,S0562,2,102,10.2,43,07,LameRF
18SH00954,S0564,2,116,11.6,43,07,TerminalOnly
18SH00955,S0581,2,120,12.0,43,07,TerminalOnly
18SH00956,S0583,1,144,14.4,45,07,.
18SH00957,S0584,2,108,10.8,43,07,TerminalOnly
18SH00958,S0595,2,90,9.0,43,07,OK.FOR.ONE
18SH00959,S0596,2,118,11.8,43,07,DRY.METRITIS
18SH00960,S0604,2,146,14.6,43,07,TerminalOnly
18SH00961,S0606,2,80,8.0,43,07,LHFootInfx
18SH00962,S0610,2,106,10.6,43,07,TerminalOnly
18SH00963,S0615,2,96,9.6,43,07,TerminalOnly
18SH00964,S0620,2,112,11.2,43,07,HAIRY
18SH00965,S0622,2,104,10.4,43,07,2ND
18SH00966,S0626,2,98,9.8,43,07,.
18SH00967,S0644,2,46,4.6,43,07,TerminalOnly
18SH00968,S0653,2,96,9.6,43,07,TerminalOnly
18SH00969,S0662,2,114,11.4,44,07,SM.BAG
18SH00970,S0664,2,114,11.4,44,01,ZtaggedAsS
18SH00971,S0666,2,124,12.4,44,07,TAIL.CHEWED
18SH00972,S0667,2,108,10.8,43,07,1ST
18SH00973,S0677,2,82,8.2,43,07,.
18SH00974,S0678,2,128,12.8,43,07,TerminalOnly
18SH00975,S0684,2,80,8.0,43,07,.
18SH00976,S0685,2,116,11.6,43,07,PROLAPSE
18SH00977,S0700,2,110,11.0,43,07,.
18SH00978,S0710,2,96,9.6,43,07,TerminalOnly
18SH00979,S0720,2,128,12.8,43,07,HAIRY
18SH00980,S0748,2,88,8.8,44,07,.
18SH00981,S0751,2,88,8.8,44,07,TerminalOnly
18SH00982,S0755,2,102,10.2,43,07,.
18SH00983,S0756,2,136,13.6,44,07,.
18SH00984,S0757,2,114,11.4,43,07,1ST
18SH00985,S0759,2,110,11.0,44,07,3RD.L.HIP.DIS
18SH00986,S0760,2,104,10.4,43,07,TerminalOnly
18SH00987,S0761,2,104,10.4,44,07,.
18SH00988,S0763,2,112,11.2,43,07,LameLH
18SH00989,S0764,2,140,14.0,44,07,1ST.INC RR
18SH00990,S0765,2,102,10.2,44,07,TerminalOnly
18SH00991,S0769,2,84,8.4,44,07,1ST H.P.
18SH00992,S0770,2,100,10.0,44,07,TerminalOnly
