UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLR,ALTID,INBRL,YRREC
06IN00667,2003642771,K2771,64,K2771,03,1,68,1,06,e.5,168964,212464,0,,US,,1,.,M,,310,330,0,,,,G,,,3.0,ODD HEAD,Adg,,0,1,,0.021,2006
06IN00668,2003642772,K2772,64,K2772,03,2,68,1,06,e.6,202464,218364,0,,,,1,Ter,5,,221,227,1,,,,G,08,1,3.0,,Colu,,0,1,,0.027,2006
06IN00669,2003642773,K2773,64,K2773,03,2,68,1,06,e.7,155364,212264,0,,,,6,.,2,,221,0,0,,38,0804,G,,,3.0,RF SHOU.LAME,Colu,,0,2,,0.033,2006
06IN00670,2003642775,K2775,64,K2775,03,2,68,1,06,01K,185764,955063,0,,,,B,.,5,,199,200,2,,93,0919,G,,,3.0,LTS,Colu,,6802,1,,0.019,2006
06IN00671,2003642778,K2778,64,K2778,03,2,68,1,06,01K,185764,054564,0,,,,1,Mat,2,,176,213,2,,,,G,41,1,3.0,4TEATS,Colu,,0,1,,0.035,2006
06IN00672,2003642785,K2785,64,K2785,03,2,68,1,06,e.6,202464,206264,0,,,,3,.,1,,161,199,12,,93,1103,G,I-F,,3.0,,Colu,,6669,1,,0.026,2006
06IN00673,2003642787,K2787,64,K2787,03,1,68,1,06,01K,185764,180564,0,,JAR,,1,.,M,,303,321,0,,,,G,,,3.0,NICE,Adg,,0,1,,0.023,2006
06IN00674,2003642806,K2806,64,K2806,03,2,68,1,06,02K,167364,971563,0,,,,3,.,1,,157,176,3,,93,1205,G,A-I,,3.0,SW.BAG 1SIDED,Colu,,6646,1,,0.04,2006
06IN00675,2003642812,K2812,64,K2812,03,1,68,1,06,01K,185764,959063,0,,JAR,,2,.,M,,249,266,0,,92,0921,G,,,3.0,"F4, 3-",Adg,,6912,1,,0.018,2006
06IN00676,2003642825,K2825,64,K2825,03,2,68,1,06,e.7,155364,236964,0,,,,1,Ter,1,,177,200,2,,,,G,15,1,3.0,ENTR,Colu,,0,1,,0.023,2006
06IN00677,2003642828,K2828,64,K2828,03,2,68,1,06,01K,185764,025164,0,,,,1,Mat,1,,165,209,4,,,,G,42,1,3.0,LTS LAME?,Colu,,0,1,,0.02,2006
06IN00678,2003642829,K2829,64,K2829,03,2,68,1,06,01K,185764,025164,0,,,,1,Mat,1,,165,208,2,,,,G,45,1,3.0,LT,Colu,,0,1,,0.02,2006
06IN00679,2003642837,K2837,64,K2837,03,2,68,1,06,03K,145064,071164,0,,,,1,Mat,2,,169,175,2,,,,G,43,1,3.0,RP,Colu,,0,1,,0.015,2006
06IN00680,2003642842,K2842,64,K2842,03,1,68,1,06,e.6,202464,264464,0,,JAR,,1,.,M,,285,295,0,,,,G,,,3.0,,Adg,,0,1,,0.055,2006
06IN00681,2003642857,K2857,64,K2857,03,2,68,1,06,03K,145064,972963,0,,,,1,Mat,2,,203,205,2,,,,G,44,1,3.0,4TEATS,Colu,,0,1,,0.022,2006
06IN00682,2003642865,K2865,64,K2865,03,2,68,1,06,e.6,202464,219064,0,,,,1,Mat,1,,166,186,2,,,,G,45,1,3.0,,Colu,,0,1,,0.025,2006
06IN00683,2003642871,K2871,64,K2871,03,2,68,1,06,02K,167364,119064,0,,,,1,Mat,2,,178,197,2,,,,G,42,1,3.0,,Colu,,0,1,,0.02,2006
06IN00684,2003642878,K2878,64,K2878,03,2,68,1,06,e.7,155364,217564,0,,,,1,Ter,1,,192,224,2,,,,G,28,1,3.0,R.MILK.BLOODY,Colu,,0,1,,0.014,2006
06IN00685,2003642898,K2898,64,K2898,03,2,68,1,06,02K,167364,078764,0,,,,1,Mat,2,,213,215,2,,,,G,45,1,3.0,FAT,Colu,,0,1,,0.105,2006
06IN00686,2003642907,K2907,64,K2907,03,2,68,1,06,02K,167364,097164,0,,,,1,Mat,2,,183,191,2,,,,G,42,1,3.0,FUZZY <<<,Colu,,0,1,,0.03,2006
06IN00687,2003642909,K2909,64,K2909,03,1,68,1,06,02K,167364,170464,0,,US,,1,.,M,,271,284,0,,,,G,,,3.0,NICE,Adg,,0,1,,0.04,2006
06IN00688,2003642915,K2915,64,K2915,03,2,68,1,06,03K,145064,094664,0,,,,1,Mat,5,,228,242,1,,,,G,44,1,3.0,OK,Colu,,0,1,,0.018,2006
06IN00689,2003642938,K2938,64,K2938,03,2,68,1,06,e.7,155364,234164,0,,,,1,Ter,2,,147,201,2,,,,G,16,1,3.0,4TEATS,Colu,,0,1,,0.015,2006
06IN00690,2003642950,K2950,64,K2950,03,2,68,1,06,01K,185764,107064,0,,,,1,Mat,2,,211,193,2,,,,G,41,1,3.0,BIG4HER,Colu,,0,1,,0.023,2006
06IN00691,2003642951,K2951,64,K2951,03,2,68,1,06,01K,185764,071864,0,,,,1,Mat,1,,159,186,2,,,,G,41,1,3.0,NICE,Colu,,0,1,,0.011,2006
06IN00692,2003642959,K2959,64,K2959,03,1,68,1,06,e.5,168964,248064,0,,US,,2,.,M,,298,306,0,,92,0921,G,,,3.0,,Adg,,6913,1,,0.032,2006
06IN00693,2003642977,K2977,64,K2977,03,2,68,1,06,01K,185764,011864,0,,,,1,Mat,1,,181,191,2,,,,G,41,1,3.0,LT SUCK1SIDE,Colu,,0,1,,0.035,2006
06IN00694,2003642989,K2989,64,K2989,03,2,68,1,06,e.5,168964,223064,0,,,,1,Ter,2,,214,208,2,,,,G,07,1,3.0,,Colu,,0,1,,0.045,2006
06IN00695,2004642993,K2993,64,K2993,04,2,68,1,06,53K,245464,198264,0,,,,1,Mat,1,,200,195,2,,,,G,44,1,2.0,,Colu,,0,1,,0.025,2006
06IN00696,2004643001,K3001,64,K3001,04,2,68,1,06,54K,255564,192864,0,,,,3,.,2,,189,193,12,,93,1103,G,FAT,,2.0,DOWN SLOW,Colu,,6599,1,,0.042,2006
06IN00697,2004643003,K3003,64,K3003,04,2,68,1,06,54K,255564,095609,0,,,,6,.,*,,0,0,0,,17,0327,G,,,2.0,DEAD CHOKED,Colu,,0,1,,0.016,2006
06IN00698,2004643004,K3004,64,K3004,04,2,68,1,06,54K,255564,095609,0,,,,1,Mat,1,,197,215,2,,,,G,43,1,2.0,4TEATS,Colu,,0,1,,0.016,2006
06IN00699,2004643006,K3006,64,K3006,04,2,68,1,06,54K,255564,064164,0,,,,6,.,*,,0,0,0,,20,0417,G,,,2.0,DOWNER,Colu,,0,1,,0.027,2006
06IN00700,2004643009,K3009,64,K3009,04,2,68,1,06,51K,236864,143964,0,,,,1,Ter,2,,220,213,2,,,,G,02,1,2.0,,Colu,,0,1,,0.047,2006
06IN00701,2004643010,K3010,64,K3010,04,2,68,1,06,51K,236864,143964,0,,,,1,Ter,1,,201,208,2,,,,G,03,1,2.0,GIMPY 8/1/06,Colu,,0,1,,0.047,2006
06IN00702,2004643012,K3012,64,K3012,04,1,68,1,06,52K,266564,211664,0,,,,1,.,M,,251,275,0,,,,G,,,2.0,,Adg,,0,1,,0.034,2006
06IN00703,2004643013,K3013,64,K3013,04,2,68,1,06,54K,255564,037264,0,,,,1,Mat,2,,190,197,2,,,,G,42,1,2.0,R.P. & MEAN,Colu,,0,1,,0.045,2006
06IN00704,2004643014,K3014,64,K3014,04,2,68,1,06,53K,245464,195064,0,,,,1,Ter,2,,174,187,2,,,,G,07,1,2.0,,Colu,,0,1,,0.059,2006
06IN00705,2004643019,K3019,64,K3019,04,2,68,1,06,52K,266564,165264,0,,,,1,Ter,2,,151,184,5,,,,G,14,1,2.0,PNEU.TX.EWE,Colu,,0,1,,0.029,2006
06IN00706,2004643023,K3023,64,K3023,04,2,68,1,06,52K,266564,087164,0,,,,1,Mat,2,,129,173,9,,,,G,44,1,2.0,,Colu,,0,1,,0.032,2006
06IN00707,2004643024,K3024,64,K3024,04,2,68,1,06,51K,236864,007709,0,,,,3,.,1,,227,230,8,,93,1103,G,R-L,,2.0,,Colu,,6694,1,,0.032,2006
06IN00708,2004643028,K3028,64,K3028,04,2,68,1,06,54K,255564,159564,0,,,,1,Mat,2,,177,183,2,,,,G,42,1,2.0,4TEATS,Colu,,0,1,,0.035,2006
06IN00709,2004643029,K3029,64,K3029,04,2,68,1,06,54K,255564,159564,0,,,,1,Mat,1,,173,201,2,,,,G,45,1,2.0,4TEATS,Colu,,0,1,,0.035,2006
06IN00710,2004643032,K3032,64,K3032,04,2,68,1,06,52K,266564,828600,0,,,,1,Ter,1,,215,217,2,,,,G,26,1,2.0,EYE TRT,Colu,,0,1,,0.036,2006
06IN00711,2004643035,K3035,64,K3035,04,2,68,1,06,52K,266564,236964,0,,,,1,Ter,1,,163,198,9,,,,G,06,1,2.0,4TEATS,Colu,,0,1,,0.046,2006
06IN00712,2004643044,K3044,64,K3044,04,1,68,1,06,53K,245464,135564,0,,,,3,.,M,,263,274,0,,93,0814,G,,,2.0,"F2 <, 46's",Adg,,6400,1,,0.035,2006
06IN00713,2004643050,K3050,64,K3050,04,1,68,1,06,54K,255564,135464,0,,,,1,.,M,,273,289,0,,,,G,,,2.0,,Adg,,0,1,,0.021,2006
06IN00714,2004643057,K3057,64,K3057,04,1,68,1,06,51K,236864,180564,0,,,,6,.,M,,284,0,0,,19,0706,G,,,2.0,NICE LAMB,Adg,,0,1,,0.041,2006
06IN00715,2004643058,K3058,64,K3058,04,2,68,1,06,51K,236864,180564,0,,,,3,.,2,,187,199,12,,93,1103,G,FAT,,2.0,,Colu,,6637,1,,0.041,2006
06IN00716,2004643060,K3060,64,K3060,04,2,68,1,06,51K,236864,071164,0,,,,1,Mat,5,,189,207,1,,,,G,41,1,2.0,,Colu,,0,1,,0.027,2006
06IN00717,2004643066,K3066,64,K3066,04,2,68,1,06,53K,245464,021364,0,,,,1,Mat,1,,170,191,2,,,,G,45,1,2.0,,Colu,,0,1,,0.035,2006
06IN00718,2004643071,K3071,64,K3071,04,1,68,1,06,54K,255564,100264,0,,,,1,.,M,,281,290,0,,,,G,,,2.0,NICE,Adg,,0,1,,0.019,2006
06IN00719,2004643072,K3072,64,K3072,04,2,68,1,06,54K,255564,100264,0,,,,1,Mat,1,,198,196,2,,,,G,42,1,2.0,"DYSTOCIA,DRY",Colu,,0,1,,0.019,2006
06IN00720,2004643073,K3073,64,K3073,04,1,68,1,06,52K,266564,250464,0,,,,1,.,M,,268,294,0,,,,G,,,2.0,OK,Adg,,0,1,,0.062,2006
06IN00721,2004643074,K3074,64,K3074,04,2,68,1,06,53K,245464,029764,0,,,,1,Mat,2,,163,184,2,,,,G,41,1,2.0,NICE LAMB,Colu,,0,1,,0.043,2006
06IN00722,2004643075,K3075,64,K3075,04,2,68,1,06,53K,245464,029764,0,,,,1,Ter,2,,130,173,2,,,,G,08,1,2.0,NICE LAMB,Colu,,0,1,,0.043,2006
06IN00723,2004643087,K3087,64,K3087,04,2,68,1,06,51K,236864,115664,0,,,,1,Ter,2,,240,236,2,,,,G,04,1,2.0,,Colu,,0,1,,0.03,2006
06IN00724,2004643098,K3098,64,K3098,04,1,68,1,06,54K,255564,111564,0,,,,2,.,M,,267,293,0,,92,0921,G,,,2.0,,Adg,,6908,1,,0.022,2006
06IN00725,2004643109,K3109,64,K3109,04,2,68,1,06,52K,266564,097264,0,,,,1,Ter,1,,189,204,1,,,,G,27,1,2.0,EYE TRT,Colu,,0,1,,0.035,2006
06IN00726,2004643115,K3115,64,K3115,04,2,68,1,06,54K,255564,045164,0,,,,1,Mat,2,,197,205,2,,,,G,43,1,2.0,,Colu,,0,1,,0.051,2006
06IN00727,2004643124,K3124,64,K3124,04,2,68,1,06,51K,236864,106264,0,,,,1,Ter,2,,183,177,2,,,,G,24,1,2.0,,Colu,,0,1,,0.037,2006
06IN00728,2004643129,K3129,64,K3129,04,2,68,1,06,52K,266564,107064,0,,,,1,Mat,1,,179,190,2,,,,G,43,1,2.0,NICE LAMB,Colu,,0,1,,0.031,2006
06IN00729,2004643131,K3131,64,K3131,04,2,68,1,06,53K,245464,270764,0,,,,3,.,2,,179,180,12,,93,1103,G,R-L,,2.0,,Colu,,6636,1,,0.025,2006
06IN00730,2004643132,K3132,64,K3132,04,1,68,1,06,53K,245464,270764,0,,,,1,.,M,,257,261,0,,,,G,,,2.0,epd KEEP,Adg,,0,1,,0.025,2006
06IN00731,2004643133,K3133,64,K3133,04,2,68,1,06,51K,236864,170464,0,,,,1,Ter,5,,196,201,2,,,,G,05,1,2.0,,Colu,,0,1,,0.026,2006
06IN00732,2004643134,K3134,64,K3134,04,1,68,1,06,51K,236864,170464,0,,,,3,.,M,,224,0,0,,93,0612,G,,,2.0,"X, CONDITION",Adg,,2106,1,,0.026,2006
06IN00733,2004643138,K3138,64,K3138,04,1,68,1,06,54K,255564,027564,0,,,,1,.,M,,264,285,0,,,,G,,,2.0,,Adg,,0,1,,0.044,2006
06IN00734,2004643140,K3140,64,K3140,04,2,68,1,06,51K,236864,064364,0,,,,3,.,5,,236,257,1,,93,1103,G,R-L,,2.0,BARREN 2yr,Colu,,6849,1,,0.014,2006
06IN00735,2004643154,K3154,64,K3154,04,1,68,1,06,54K,255564,055064,0,,,,1,.,M,,272,295,0,,,,G,,,2.0,WHOPPER,Adg,,0,1,,0.043,2006
06IN00736,2004643156,K3156,64,K3156,04,2,68,1,06,51K,236864,024164,0,,,,6,.,*,,0,0,0,,09,0428,G,,,2.0,"RUPT,PARESIS",Colu,,0,1,,0.031,2006
06IN00737,2004643158,K3158,64,K3158,04,2,68,1,06,54K,255564,126764,0,,,,1,Ter,1,,226,229,2,,,,G,03,1,2.0,4TEATS,Colu,,0,1,,0.02,2006
06IN00738,2004643160,K3160,64,K3160,04,2,68,1,06,53K,245464,178364,0,,,,1,Ter,1,,188,205,2,,,,G,01,1,2.0,,Colu,,0,1,,0.039,2006
06IN00739,2004643161,K3161,64,K3161,04,2,68,1,06,51K,236864,041364,0,,,,1,Mat,2,,214,211,2,,,,G,42,1,2.0,,Colu,,0,1,,0.032,2006
06IN00740,2004643162,K3162,64,K3162,04,2,68,1,06,54K,255564,956163,0,,,,1,Ter,1,,220,227,2,,,,G,04,1,2.0,,Colu,,0,1,,0.037,2006
06IN00741,2004643164,K3164,64,K3164,04,2,68,1,06,53K,245464,154164,0,,,,1,Ter,1,,164,187,2,,,,G,02,1,2.0,ENTROPION,Colu,,0,1,,0.015,2006
06IN00742,2004643173,K3173,64,K3173,04,2,68,1,06,51K,236864,200164,0,,,,1,Ter,2,,202,200,2,,,,G,06,1,2.0,EARS DROOP,Colu,,0,1,,0.05,2006
06IN00743,2004643180,K3180,64,K3180,04,2,68,1,06,54K,255564,226664,0,,,,3,.,1,,200,195,11,,93,1103,G,R-L,,2.0,R.P.,Colu,,6685,1,,0.037,2006
06IN00744,2004643187,K3187,64,K3187,04,2,68,1,06,54K,255564,063809,0,,,,1,Ter,2,,266,246,2,,,,G,05,1,2.0,EYE TRT,Colu,,0,1,,0.016,2006
06IN00745,2004643191,K3191,64,K3191,04,2,68,1,06,52K,266564,237264,0,,,,6,.,*,,0,0,0,,80,0312,G,,,2.0,"THIN, SICK",Colu,,0,1,,0.051,2006
06IN00746,2004643193,K3193,64,K3193,04,1,68,1,06,54K,255564,967463,0,,,,2,.,M,,267,283,0,,92,0921,G,,,2.0,,Adg,,6909,1,,0.077,2006
06IN00747,2004643195,K3195,64,K3195,04,1,68,1,06,54K,255564,119064,0,,,,2,.,M,,247,265,0,,92,0921,G,,,2.0,,Adg,,6910,1,,0.054,2006
06IN00748,2004643212,K3212,64,K3212,04,2,68,1,06,e.6,254664,285764,0,,,,1,Ter,1,,174,186,2,,,,G,25,1,2.0,,Colu,,0,1,,0.051,2006
06IN00749,2004643216,K3216,64,K3216,04,1,68,1,06,54K,255564,071864,0,,,,2,.,M,,267,273,0,,92,0921,G,,,2.0,NICE LAMB,Adg,,6911,1,,0.038,2006
06IN00750,2004643224,K3224,64,K3224,04,2,68,1,06,e.6,254664,289864,0,,,,6,.,*,,0,0,0,,05,0417,G,,,2.0,BLUE BAG,Colu,,0,1,,0.074,2006
06IN00751,2002050006,P0006,05,P0006,02,2,84,1,30,55,664104,717104,0,,,,6,.,2,,179,0,0,C,01,0507,C,,,4.0,DEAD,Ctrl,,0,1,,0.042,2006
06IN00752,2002050027,P0027,05,P0027,02,2,81,1,30,01,788204,413404,0,,,,1,.,1,,188,189,2,W,,,W,05,2,4.0,SW.BAG,Flwt,,0,1,,0.062,2006
06IN00753,2002050050,P0050,05,P0050,02,2,83,1,30,42,652904,558904,0,,,,1,.,2,,168,206,3,C,,,C,44,1,4.0,,Ctrl,,0,1,,0.032,2006
06IN00754,2002050075,P0075,05,P0075,02,2,83,1,30,41,776004,701004,0,,,,3,.,*,,0,0,0,W,93,0508,W,,,4.0,NO MILK CULL,Flwt,,2070,1,,0.041,2006
06IN00755,2002050076,P0076,05,P0076,02,2,83,1,30,41,776004,701004,0,,,,1,.,2,,158,190,2,W,,,W,02,2,4.0,THIN,Flwt,,0,1,,0.041,2006
06IN00756,2002050083,P0083,05,P0083,02,2,83,1,30,42,652904,269004,0,,,,6,.,*,,0,0,0,C,76,0301,C,,,4.0,SW BAG,Ctrl,,0,1,,0.055,2006
06IN00757,2002050149,P0149,05,P0149,02,2,81,1,30,04,693404,225704,0,,,,1,.,2,,172,172,2,E,,,M,02,2,4.0,,Else,,0,1,,0.072,2006
06IN00758,2002050151,P0151,05,P0151,02,2,81,1,30,02,730204,536404,0,,,,1,.,2,,125,147,2,C,,,C,05,2,4.0,THIN,Ctrl,,0,1,,0.077,2006
06IN00759,2002050204,P0204,05,P0204,02,2,84,1,30,56,832504,395204,0,,,,1,.,2,,187,186,2,W,,,W,08,2,4.0,THIN,Flwt,,0,1,,0.035,2006
06IN00760,2002050208,P0208,05,P0208,02,2,81,1,30,03,735504,610804,0,,,,6,.,2,,136,121,2,W,54,0911,W,,,4.0,FX.RR.LEG,Flwt,,6635,1,,0.081,2006
06IN00761,2002050235,P0235,05,P0235,02,2,82,1,30,24,759804,662804,0,,,,1,.,2,,107,119,2,C,,,C,07,2,4.0,THIN Jan'07,Ctrl,,0,1,,0.157,2006
06IN00762,2002050247,P0247,05,P0247,02,2,83,1,30,41,776004,062609,0,,,,3,.,*,,0,0,0,W,93,0508,W,,,4.0,DOWNER,Flwt,,2076,1,,0.039,2006
06IN00763,2002050260,P0260,05,P0260,02,2,83,1,30,41,776004,476204,0,,,,3,.,5,,205,212,1,W,93,1103,W,R-L,,4.0,CULL NO MILK,Flwt,,6818,1,,0.049,2006
06IN00764,2002050267,P0267,05,P0267,02,2,83,1,30,41,776004,373404,0,,,,1,.,2,,163,186,2,C,,,C,03,2,4.0,,Ctrl,,0,1,,0.051,2006
06IN00765,2002050317,P0317,05,P0317,02,2,84,1,30,54,691104,595704,0,,,,1,.,2,,147,168,2,W,,,W,06,2,4.0,,Flwt,,0,1,,0.039,2006
06IN00766,2002050323,P0323,05,P0323,02,2,83,1,30,43,719904,068409,0,,,,1,.,2,,162,185,2,W,,,W,04,2,4.0,"OK,COARSE",Flwt,,0,1,,0.035,2006
06IN00767,2002050336,P0336,05,P0336,02,2,82,1,30,28,728404,560504,0,,,,1,.,2,,222,215,2,W,,,W,45,1,4.0,FAT,Flwt,,0,1,,0.078,2006
06IN00768,2002050363,P0363,05,P0363,02,2,84,1,30,e65,682704,880104,0,,,,1,.,5,,148,173,2,W,,,W,05,2,4.0,,Flwt,,0,1,,0.114,2006
06IN00769,1999110037,R0037,11,R0037,99,2,11,1,07,14,844210,695110,0,,,,1,.,1,,189,191,2,,,,R,33,1,7.0,BIG BAG,Lww,,0,1,,0.043,2006
06IN00770,1999110045,R0045,11,R0045,99,2,10,1,07,22,815210,843810,0,,,,6,.,*,,0,0,0,,01,0113,M,,,7.0,FIBERY,Idx,,0,1,,0.032,2006
06IN00771,1999110050,R0050,11,R0050,99,2,10,1,43,23,804310,692110,0,,,,6,.,*,,0,0,0,,01,0310,M,,,7.0,SW BAG,Idx,,0,1,,0.028,2006
06IN00772,1999110080,R0080,11,R0080,99,2,10,1,07,24,799010,318610,0,,,,3,.,1,,158,176,10,,93,1205,M,A-I,,7.0,FIBER BAG X,Idx,,6697,1,,0.067,2006
06IN00773,1999110098,R0098,11,R0098,99,2,13,1,07,34,800810,761710,2,,,,1,.,1,,157,189,2,,,,F,36,1,7.0,THIN,Wool,,0,1,,0.049,2006
06IN00774,1999110125,R0125,11,R0125,99,2,12,1,07,89,857510,439610,2,,,,3,OVX,5,,133,129,1,X,93,1103,.,OVX,1,7.0,"X, SICK?",Ovx,,6803,1,,0.013,2006
06IN00775,1999110141,R0141,11,R0141,99,2,13,1,07,33,809810,595110,0,,,,6,.,1,,134,0,0,,02,0510,F,,,7.0,THIN DEAD,Wool,,0,1,,0.031,2006
06IN00776,1999110167,R0167,11,R0167,99,2,13,1,43,33,809810,758310,2,,,,O,OVX,5,,207,206,1,X,,,.,Ovx,1,7.0,COLUMBIA?OVX,Ovx,,0,1,,0.036,2006
06IN00777,1999110170,R0170,11,R0170,99,2,13,1,07,33,809810,584510,0,,,,3,.,1,,141,183,2,S,93,1205,F,A-I,,7.0,BAD EYE X,Wool,,6664,1,,0.012,2006
06IN00778,1999110203,R0203,11,R0203,99,2,11,1,07,12,787410,694910,0,,,,1,.,1,,158,178,2,,,,R,34,1,7.0,BIG BAG,Lww,,0,1,,0.067,2006
06IN00779,1999110227,R0227,11,R0227,99,2,11,1,07,14,844210,715710,0,,,,1,.,1,,165,184,2,,,,R,34,1,7.0,,Lww,,0,1,,0.045,2006
06IN00780,1999110258,R0258,11,R0258,99,2,13,1,43,31,784210,703710,0,,,,1,.,1,,149,171,2,,,,F,36,1,7.0,THIN,Wool,TK,0,1,,0.045,2006
06IN00781,1999110298,R0298,11,R0298,99,2,12,1,07,82,777710,742110,0,,,,3,.,H,,168,151,2,,93,1103,C,I-F,,7.0,ABS.RR.FOOT??,Ctrl,,6853,1,,0.021,2006
06IN00782,1999110310,R0310,11,R0310,99,2,11,1,07,12,787410,481010,0,,,,1,.,5,,169,180,1,,,,R,32,1,7.0,THIN,Lww,,0,1,,0.041,2006
06IN00783,1999110330,R0330,11,R0330,99,2,12,1,07,82,777710,668110,2,,,,1,.,1,,154,173,2,,,,C,33,1,7.0,,Ctrl,,0,1,,0.023,2006
06IN00784,1999110347,R0347,11,R0347,99,2,12,1,07,80,804610,647710,0,,,,1,.,2,,164,179,3,,,,C,31,1,7.0,Ytex Tag Fix,Ctrl,,0,1,,0.043,2006
06IN00785,1999110369,R0369,11,R0369,99,2,13,1,07,33,809810,670310,2,,,,6,.,2,,154,0,0,S,01,0502,F,,,7.0,SW.BAG DEAD,Wool,,0,1,,0.025,2006
06IN00786,1999110387,R0387,11,R0387,99,2,10,1,43,23,804310,754510,2,,,,O,OVX,5,,207,212,1,X,,,.,Ovx,1,7.0,"OVX, PROD",Ovx,,0,1,,0.031,2006
06IN00787,1999110417,R0417,11,R0417,99,2,10,1,07,22,815210,843310,0,,,,1,.,1,,171,184,2,S,,,M,37,1,7.0,DIARRHEA,Idx,,0,1,,0.024,2006
06IN00788,1999110418,R0418,11,R0418,99,2,10,1,07,22,815210,843310,0,,,,1,.,1,,173,188,2,S,,,M,36,1,7.0,THIN,Idx,,0,1,,0.024,2006
06IN00789,1999110444,R0444,11,R0444,99,2,11,1,07,11,822410,350310,2,,,,O,OVX,5,,202,204,1,X,,,.,Ovx,1,7.0,"OVX, PROD",Ovx,,0,1,,0.024,2006
06IN00790,1999110464,R0464,11,R0464,99,2,13,1,43,32,878110,569110,0,,,,3,.,1,,143,0,0,S,93,0814,F,,,7.0,ABS.RR.FOOT X,Wool,,6437,1,,0.027,2006
06IN00791,1999110484,R0484,11,R0484,99,2,11,1,43,11,822410,500210,0,,,,3,.,1,,156,175,2,,,,R,A-I,,7.0,"THIN,AB.CHEST",Lww,,6726,1,,0.027,2006
06IN00792,1999110486,R0486,11,R0486,99,2,13,1,43,32,878110,778510,0,,,,1,.,5,,205,207,2,,,,F,32,1,7.0,OK,Wool,,0,1,,0.031,2006
06IN00793,1999110497,R0497,11,R0497,99,2,11,1,07,12,787410,696510,0,,,,1,.,1,,159,171,2,,,,R,34,1,7.0,SW.BAG,Lww,TK,0,1,,0.056,2006
06IN00794,1999110514,R0514,11,R0514,99,2,11,1,07,12,787410,555210,0,,,,3,.,*,,0,0,0,S,93,0508,R,,,7.0,SPOILED BAG,Lww,,2073,1,,0.066,2006
06IN00795,1999110519,R0519,11,R0519,99,2,12,1,43,91,848910,629810,0,,,,1,.,1,,167,181,2,,,,C,35,1,7.0,"LTS, SOPHIA",Ctrl,,0,1,,0.017,2006
06IN00796,1999110582,R0582,11,R0582,99,2,12,1,43,82,777710,448510,0,,,,1,.,1,,154,192,2,,,,C,34,1,7.0,F3-,Ctrl,,0,1,,0.024,2006
06IN00797,1999110604,R0604,11,R0604,99,2,11,1,07,13,780810,663110,0,,,,1,.,1,,136,154,2,S,,,R,35,1,7.0,SW.BAG,Lww,,0,1,,0.053,2006
06IN00798,1999110621,R0621,11,R0621,99,2,13,1,07,34,800810,751910,0,,,,1,.,1,,150,191,2,,,,F,37,1,7.0,OK(THIN+SLOW),Wool,,0,1,,0.032,2006
06IN00799,1999110624,R0624,11,R0624,99,2,12,1,07,80,804610,759610,0,,,,3,.,1,,157,171,12,S,,,C,A-I,,7.0,"DYSTOCIA, big",Ctrl,,6703,1,,0.046,2006
06IN00800,1999110627,R0627,11,R0627,99,2,12,1,07,87,826810,688010,0,,,,1,.,1,,163,186,2,,,,C,34,1,7.0,H2,Ctrl,,0,1,,0.025,2006
06IN00801,1999110679,R0679,11,R0679,99,2,11,1,07,14,844210,783710,2,,,,1,.,1,,193,200,2,,,,R,32,1,7.0,R.P.,Lww,,0,1,,0.082,2006
06IN00802,1999110691,R0691,11,R0691,99,2,11,1,07,13,780810,439810,2,,,,O,OVX,5,,202,200,1,X,,,.,Ovx,1,7.0,"OVX, PROD",Ovx,,0,1,,0.057,2006
06IN00803,1999110710,R0710,11,R0710,99,2,12,1,43,83,805910,523010,0,,,,1,.,1,,154,174,2,,,,C,32,1,7.0,SW.BAG,Ctrl,,0,1,,0.027,2006
06IN00804,1999110725,R0725,11,R0725,99,2,12,1,43,83,805910,227910,0,,,,3,.,1,,184,192,4,,93,1103,C,FAT,,7.0,SW.BAG,Ctrl,,6665,1,,0.024,2006
06IN00805,1999110734,R0734,11,R0734,99,2,10,1,07,22,815210,593410,0,,,,1,.,1,,169,177,2,,,,M,33,1,7.0,,Idx,,0,1,,0.039,2006
06IN00806,1999110739,R0739,11,R0739,99,2,13,1,43,32,878110,634810,0,,,,6,.,1,,182,0,0,,01,0813,F,,,7.0,SW BAG DEAD,Wool,,0,1,,0.034,2006
06IN00807,1999110741,R0741,11,R0741,99,2,13,1,43,32,878110,634810,2,,,,O,OVX,5,,207,215,1,X,,,.,Ovx,1,7.0,"BRITCHY, OVX",Ovx,,0,1,,0.034,2006
06IN00808,1999110746,R0746,11,R0746,99,2,13,1,07,31,784210,239910,0,,,,3,.,1,,163,178,2,,95,1027,F,K13,,7.0,THIN RUPTURE?,Wool,,6650,1,,0.021,2006
06IN00809,1999110763,R0763,11,R0763,99,2,13,1,43,31,784210,667010,0,,,,1,.,1,,159,179,2,,,,F,37,1,7.0,THIN & WEAK,Wool,,0,1,,0.031,2006
06IN00810,1999110824,R0824,11,R0824,99,2,11,1,07,12,787410,424810,2,,,,O,OVX,5,,203,199,1,X,,,.,Ovx,1,7.0,OVX,Ovx,,0,1,,0.019,2006
