PREDICTEDID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT,CUT_NML,DAM,CAUSE,DAYDIS,DISP,INBRL,LAMB,LINE,SEX,SIRE,STM,TB,US,YR
2010828531,10LA00259,76,6,82,1,N,N,X6085,,0,,0.020,X8531,,1,X6506,97,7,,10
D201060852,10LA00260,76,6,,2,N,N,X6085,44,76,1,0.020,,,2,X6506,,7,,10
2010452873,10LA00261,76,1,45,1,N,N,T9126,,0,,0.022,T2873,,2,T1615,2,5,,10
2010828532,10LA00262,76,5,82,1,N,N,K4357,,0,,0.000,X8532,,2,X6775,C3,5,,10
D201054741,10LA00263,76,,,1,Y,Y,H5474,27,76,0,0.054,,,1,H4357,,0,,10
2010828533,10LA00264,76,6,82,1,N,N,X6154,97,179,7,0.000,X8533,,1,X6687,97,8,,10
2010828534,10LA00265,76,6,82,2,N,N,X6154,,0,,0.000,X8534,,2,X6687,97,8,,10
2010828535,10LA00266,77,9,82,1,Y,Y,X5019,,0,,0.000,X8535,,2,X5886,BL,8,,10
2010828536,10LA00267,77,5,82,2,Y,Y,X5019,,0,,0.000,X8536,,2,X5886,0,8,,10
2010828537,10LA00268,77,5,82,1,N,N,X7399,54,193,6,0.000,X8537,,2,535,CS,5,,10
2010452874,10LA00269,77,1,45,1,Y,Y,T1856,54,100,6,0.000,T2874,,2,T2247,2,5,,10
2010452875,10LA00270,77,1,45,1,N,N,T2075,,0,,0.000,T2875,,2,T1894,2,8,,10
2010452876,10LA00271,77,1,45,2,N,N,T2075,14,103,6,0.000,T2876,,2,T1894,2,8,,10
2010828538,10LA00272,77,6,82,1,N,N,X6532,,0,,0.018,X8538,,2,X6539,97,5,,10
2010828539,10LA00273,77,1,82,2,N,N,K4251,,0,,0.014,X8539,,2,X6217,CM,8,,10
2010828540,10LA00274,77,1,82,1,N,N,K4251,,0,,0.014,X8540,,1,X6217,CM,8,,10
D201020571,10LA00275,77,1,,1,N,N,T2057,44,77,1,0.000,,,1,T2281,,4,,10
D201020572,10LA00276,77,1,,2,N,N,T2057,44,77,1,0.000,,,2,T2281,,4,,10
2010452877,10LA00277,77,1,45,1,N,N,T2092,23,103,6,0.040,T2877,,2,T1982,2,8,,10
2010452878,10LA00278,77,1,45,2,N,N,T2092,,0,,0.040,T2878,,2,T1982,2,8,,10
2010828541,10LA00279,77,6,82,1,N,N,X5877,,0,,0.021,X8541,,2,X6506,97,8,,10
2010828542,10LA00280,77,6,82,2,N,N,X5877,42,108,6,0.021,X8542,,2,X6506,97,8,,10
2010644617,10LA00281,77,1,64,1,N,N,K2857,,0,,0.042,K4617,,1,K4267,6,8,,10
2010644618,10LA00282,77,1,64,2,N,N,K2857,,0,,0.042,K4618,,1,K4267,6,8,,10
D201050501,10LA00283,77,,,1,Y,Y,H5050,27,77,0,0.061,,,1,H4211,,2,,10
D201050502,10LA00284,77,,,2,Y,Y,H5050,27,77,0,0.061,,,1,H4211,,2,,10
2010452879,10LA00285,77,1,45,1,Y,Y,T1941,,0,,0.036,T2879,,2,T2224,2,5,,10
2010700056,10LA00286,77,1,70,1,N,N,X7273,,0,,0.013,L0056,,2,X5950,PC,5,,10
2010700057,10LA00287,77,1,70,1,N,N,X7350,,0,,0.013,L0057,,1,X5950,PC,5,,10
2010452880,10LA00288,77,1,45,1,N,N,T1424,,0,,0.068,T2880,,2,T1949,2,5,,10
2010452881,10LA00289,77,1,45,1,N,N,T2047,97,179,7,0.058,T2881,,2,T2247,2,8,,10
2010452882,10LA00290,77,1,45,2,N,N,T2047,,0,,0.058,T2882,,1,T2247,2,8,,10
2010452883,10LA00291,77,1,45,1,N,N,T1871,,0,,0.031,T2883,,2,T1615,2,5,,10
2010828543,10LA00292,77,5,82,1,Y,Y,X7682,19,107,6,0.000,X8543,,3,X0000,0,5,US82107682,10
2010700058,10LA00293,77,5,70,1,N,N,X5951,,0,,0.003,L0058,,2,X5725,PC,5,,10
2010452884,10LA00294,77,1,45,1,N,N,T2040,83,100,6,0.034,T2884,,1,T1615,2,8,,10
2010452885,10LA00295,77,1,45,2,N,N,T2040,,0,,0.034,T2885,,2,T1615,2,8,,10
2010828545,10LA00296,77,5,82,1,N,N,X4912,,0,,0.000,X8545,,2,27,T3,8,,10
2010828546,10LA00297,77,5,82,2,N,N,X4912,,0,,0.000,X8546,,2,27,T3,8,,10
D201073491,10LA00298,77,,,1,N,N,R7349,27,77,0,0.042,,,1,R7243,,2,,10
D201073492,10LA00299,77,,,2,N,N,R7349,27,77,0,0.042,,,2,R7243,,2,,10
2010452886,10LA00300,77,1,45,1,N,N,T0035,23,90,6,0.028,T2886,,2,T2224,2,8,,10
2010452887,10LA00301,77,1,45,2,N,N,T0035,,0,,0.028,T2887,,2,T2224,2,8,,10
2010644619,10LA00302,77,1,64,1,N,N,K3072,80,100,6,0.038,K4619,,1,K4272,6,8,,10
2010644620,10LA00303,77,1,64,2,N,N,K3072,,0,,0.038,K4620,,1,K4272,6,8,,10
2010700059,10LA00304,77,5,70,1,N,N,X4614,,0,,0.010,L0059,,2,X5716,PC,8,,10
2010700060,10LA00305,77,5,70,2,N,N,X4614,23,111,6,0.010,L0060,,1,X5716,PC,8,,10
2010828549,10LA00306,77,1,82,1,Y,Y,T0963,93,77,3,0.000,X8549,,3,X0000,0,9,US82100963,10
2010828550,10LA00307,77,1,82,2,Y,Y,T0963,,0,,0.000,X8550,,2,X0000,0,9,US82100963,10
2010828551,10LA00308,77,1,82,3,Y,Y,T0963,14,93,6,0.000,X8551,,3,X0000,0,9,US82100963,10
2010644621,10LA00309,77,1,64,1,N,N,K3883,,0,,0.037,K4621,,1,K4272,6,8,,10
2010644622,10LA00310,77,1,64,2,N,N,K3883,,0,,0.037,K4622,,2,K4272,6,8,,10
2010644623,10LA00311,77,1,64,1,N,N,K4106,,0,,0.039,K4623,,2,K4272,6,8,,10
2010644624,10LA00312,77,1,64,2,N,N,K4106,,0,,0.039,K4624,,1,K4272,6,8,,10
D201072461,10LA00313,77,,,1,N,N,X7246,27,77,0,0.036,,,2,X6430,,2,,10
D201072462,10LA00314,77,,,2,N,N,X7246,27,77,0,0.036,,,1,X6430,,2,,10
D201049071,10LA00315,76,,,1,Y,Y,H4907,27,77,0,0.000,,,2,X0000,,2,US82104907,10
D201049072,10LA00316,76,,,2,Y,Y,H4907,27,77,0,0.000,,,1,X0000,,2,US82104907,10
2010828522,10LA00317,76,5,82,1,Y,Y,K4034,,0,,0.000,X8522,,3,X6539,SC,8,,10
2010828523,10LA00318,76,5,82,2,Y,Y,K4034,,0,,0.000,X8523,,2,X6539,SC,8,,10
2010828552,10LA00319,77,1,82,1,N,N,K3918,85,104,6,0.009,X8552,,2,X6025,CM,8,,10
2010828553,10LA00320,77,2,82,2,N,N,K3918,93,78,3,0.009,X8553,,3,X6025,CM,8,,10
2010452888,10LA00321,77,1,45,1,N,N,T1300,,0,,0.040,T2888,,2,T1894,2,8,,10
2010452889,10LA00322,77,1,45,2,N,N,T1300,93,78,3,0.040,T2889,,3,T1894,2,8,,10
2010452890,10LA00323,77,1,45,1,N,N,T1366,23,80,6,0.048,T2890,,2,T1949,2,8,,10
2010452891,10LA00324,77,1,45,2,N,N,T1366,1,78,6,0.048,T2891,,2,T1949,2,8,,10
2010828554,10LA00325,77,1,82,1,N,N,K4104,,0,,0.010,X8554,,1,X6217,CM,5,,10
2010828555,10LA00326,77,2,82,1,N,N,X6047,,0,,0.000,X8555,,1,K4090,C3,5,,10
2010452894,10LA00327,77,3,45,1,N,N,T9945,,0,,0.048,T2894,,1,T1949,2,5,,10
2010828556,10LA00328,77,6,82,1,N,N,X4539,,0,,0.036,X8556,,1,X6687,97,5,,10
2010644625,10LA00329,77,1,64,1,N,N,K4241,,0,,0.049,K4625,,2,K4107,6,5,,10
2010644626,10LA00330,77,1,64,1,N,N,K3035,,0,,0.034,K4626,,2,K4267,6,8,,10
2010644627,10LA00331,77,1,64,2,N,N,K3035,,0,,0.034,K4627,,2,K4267,6,8,,10
2010452895,10LA00332,77,1,45,1,N,N,T1880,,0,,0.018,T2895,,2,T1982,2,8,,10
2010452896,10LA00333,77,1,45,2,N,N,T1880,80,92,6,0.018,T2896,,2,T1982,2,8,,10
2010828557,10LA00334,77,6,82,1,N,N,X4394,,0,,0.021,X8557,,2,X6539,97,5,,10
2010828558,10LA00335,77,5,82,1,N,N,K3522,,0,,0.000,X8558,,1,X6042,SC,5,,10
2010828559,10LA00336,77,2,82,1,N,N,K4414,,0,,0.000,X8559,,1,91,TC,5,,10
2010700061,10LA00337,77,3,70,1,N,N,X4910,,0,,0.030,L0061,,2,X5716,PC,8,,10
2010700062,10LA00338,77,3,70,2,N,N,X4910,,0,,0.030,L0062,,2,X5716,PC,8,,10
2010828560,10LA00339,77,5,82,1,Y,Y,X8119,,0,,0.000,X8560,,2,X0000,0,5,US82108119,10
2010452897,10LA00340,77,1,45,1,N,N,T8938,,0,,0.031,T2897,,2,T1923,2,8,,10
2010452898,10LA00341,77,1,45,2,N,N,T8938,93,78,3,0.031,T2898,,3,T1923,2,8,,10
2010452899,10LA00342,77,1,45,1,N,N,T2125,54,93,6,0.000,T2899,,1,T1926,2,8,,10
2010452900,10LA00343,77,1,45,2,N,N,T2125,,0,,0.000,T2900,,2,T1926,2,8,,10
2010452901,10LA00344,77,1,45,1,N,N,T9587,97,220,7,0.048,T2901,,1,T2044,2,8,,10
2010452902,10LA00345,77,1,45,2,N,N,T9587,,0,,0.048,T2902,,1,T2044,2,8,,10
2010452903,10LA00346,77,1,45,1,N,N,T1079,,0,,0.045,T2903,,1,T1486,2,8,,10
2010452904,10LA00347,77,1,45,2,N,N,T1079,,0,,0.045,T2904,,2,T1486,2,8,,10
2010700063,10LA00348,77,5,70,1,N,N,X6550,,0,,0.008,L0063,,1,X5863,PC,5,,10
2010700064,10LA00349,77,2,70,1,N,N,X3254,,0,,0.007,L0064,,1,X5725,PC,6,,10
D201032542,10LA00350,77,,,2,N,N,X3254,27,77,0,0.007,,,1,X5725,,6,,10
D201076281,10LA00351,77,1,,1,N,N,X7628,27,77,0,0.000,,,2,535,,0,,10
2010700065,10LA00352,77,5,70,1,N,N,X6082,,0,,0.004,L0065,,2,X5725,PC,8,,10
2010700066,10LA00353,77,4,70,2,N,N,X6082,,0,,0.004,L0066,,2,X5725,PC,8,,10
2010828561,10LA00354,78,6,82,1,N,N,X5017,,0,,0.018,X8561,,2,X6687,97,5,,10
2010828562,10LA00355,78,5,82,1,N,N,K4411,23,100,6,0.000,X8562,,1,X6506,SC,8,,10
2010828563,10LA00356,78,5,82,2,N,N,K4411,19,99,6,0.000,X8563,,1,X6506,SC,8,,10
2010828564,10LA00357,78,6,82,1,N,N,X7463,,0,,0.000,X8564,,2,8110,97,5,,10
2010828565,10LA00358,78,1,82,1,N,N,K3013,,0,,0.019,X8565,,2,X5398,CM,3,,10
2010828566,10LA00359,78,1,82,2,N,N,K3013,,0,,0.019,X8566,,3,X5398,CM,3,,10
2010828567,10LA00360,78,1,82,3,N,N,K3013,23,118,6,0.019,X8567,,1,X5398,CM,3,,10
D201030134,10LA00361,78,1,,4,N,N,K3013,44,78,1,0.019,,,1,X5398,,3,,10
2010452905,10LA00362,78,1,45,1,N,N,T1320,97,179,7,0.050,T2905,,2,T2281,2,8,,10
2010452906,10LA00363,78,1,45,2,N,N,T1320,97,220,7,0.050,T2906,,2,T2281,2,8,,10
2010452907,10LA00364,78,1,45,1,N,N,T0233,23,108,6,0.030,T2907,,1,T1486,2,8,,10
2010452908,10LA00365,78,8,45,2,N,N,T0233,23,101,6,0.030,T2908,,2,T1486,2,8,,10
2010700067,10LA00366,78,3,70,1,N,N,X3386,,0,,0.028,L0067,,1,X5716,PC,8,,10
2010700068,10LA00367,78,3,70,2,N,N,X3386,,0,,0.028,L0068,,1,X5716,PC,8,,10
2010452909,10LA00368,78,1,45,1,N,N,T0751,,0,,0.042,T2909,,2,T1609,2,8,,10
2010452910,10LA00369,78,1,45,2,N,N,T0751,,0,,0.042,T2910,,2,T1609,2,8,,10
2010452911,10LA00370,78,1,45,1,N,N,T1373,23,93,6,0.060,T2911,,2,T1926,2,8,,10
2010452912,10LA00371,78,1,45,2,N,N,T1373,,0,,0.060,T2912,,2,T1926,2,8,,10
2010452913,10LA00372,78,1,45,1,Y,Y,T1160,,0,,0.014,T2913,,3,T2322,2,8,,10
2010452914,10LA00373,78,1,45,2,Y,Y,T1160,,0,,0.014,T2914,,3,T2322,2,8,,10
2010828625,10LA00374,78,5,82,1,N,N,X7658,,0,,0.000,X8625,,1,X6202,S3,5,,10
2010452915,10LA00375,78,1,45,1,N,N,T2326,,0,,0.056,T2915,,1,T1486,2,8,,10
2010452916,10LA00376,78,1,45,2,N,N,T2326,19,93,6,0.056,T2916,,1,T1486,2,8,,10
2010452917,10LA00377,78,1,45,1,N,N,T2212,,0,,0.032,T2917,,1,T2322,2,8,,10
2010452918,10LA00378,78,1,45,2,N,N,T2212,23,100,6,0.032,T2918,,1,T2322,2,8,,10
2010828568,10LA00379,78,6,82,1,N,N,X6353,,0,,0.013,X8568,,2,X6539,97,8,,10
2010828569,10LA00380,78,6,82,2,N,N,X6353,,0,,0.013,X8569,,1,X6539,97,8,,10
2010452919,10LA00381,78,1,45,1,N,N,T1047,,0,,0.028,T2919,,1,T1982,2,8,,10
2010452920,10LA00382,78,1,45,2,N,N,T1047,,0,,0.028,T2920,,3,T1982,2,8,,10
2010828570,10LA00383,78,2,82,1,N,N,K3714,,0,,0.000,X8570,,1,27,TC,8,,10
2010828571,10LA00384,78,2,82,2,N,N,K3714,,0,,0.000,X8571,,1,27,TC,8,,10
2010828572,10LA00385,78,2,82,1,N,N,K3951,80,94,6,0.008,X8572,,1,X5398,CM,5,,10
2010644628,10LA00386,78,1,64,1,N,N,K3446,,0,,0.053,K4628,,2,K4267,6,5,,10
2010828573,10LA00387,78,1,82,1,N,N,K3629,,0,,0.015,X8573,,1,X6217,CM,8,,10
2010828574,10LA00388,78,2,82,2,N,N,K3629,,0,,0.015,X8574,,1,X6217,CM,8,,10
2010828575,10LA00389,78,2,82,1,N,N,K3720,,0,,0.003,X8575,,1,X4409,CM,8,,10
2010828576,10LA00390,78,2,82,2,N,N,K3720,,0,,0.003,X8576,,2,X4409,CM,8,,10
2010452921,10LA00391,78,1,45,1,N,N,T1202,14,97,6,0.035,T2921,,1,T2044,2,8,,10
2010452922,10LA00392,78,1,45,2,N,N,T1202,,0,,0.035,T2922,,1,T2044,2,8,,10
2010452923,10LA00393,78,1,45,1,N,N,T0986,,0,,0.043,T2923,,2,T2224,2,5,,10
2010828577,10LA00394,78,9,82,1,Y,Y,X3584,,0,,0.000,X8577,,3,X5886,BL,8,,10
2010828578,10LA00395,78,9,82,2,Y,Y,X3584,,0,,0.000,X8578,,2,X5886,BL,8,,10
2010452924,10LA00396,78,1,45,1,N,N,T0371,,0,,0.042,T2924,,1,T1960,2,8,,10
2010452925,10LA00397,78,1,45,2,N,N,T0371,,0,,0.042,T2925,,1,T1960,2,8,,10
2010828579,10LA00398,78,2,82,1,N,N,X6110,,0,,0.000,X8579,,2,27,T3,8,,10
2010828580,10LA00399,78,2,82,2,N,N,X6110,,0,,0.000,X8580,,2,27,T3,8,,10
2010828581,10LA00400,78,6,82,1,N,N,X2326,,0,,0.030,X8581,,1,X6539,97,8,,10
2010828582,10LA00401,78,6,82,2,N,N,X2326,,0,,0.030,X8582,,2,X6539,97,8,,10
D201031141,10LA00402,78,1,,1,N,N,H3114,44,78,1,0.000,,,1,965,,7,,10
2010055575,10LA00403,78,1,05,2,N,N,H3114,93,78,3,0.000,H5575,,2,965,30,7,,10
2010828583,10LA00404,78,6,82,1,N,N,X4427,,0,,0.054,X8583,,1,X6506,97,8,,10
2010828584,10LA00405,78,6,82,2,N,N,X4427,,0,,0.054,X8584,,1,X6506,97,8,,10
2010452926,10LA00406,78,2,45,2,N,N,T9949,23,100,6,0.028,T2926,,2,T2044,2,8,,10
2010452927,10LA00407,78,1,45,1,N,N,T9949,,0,,0.028,T2927,,1,T2044,2,8,,10
2010828585,10LA00408,78,3,82,1,N,N,X5305,,0,,0.000,X8585,,1,X6539,S3,8,,10
2010828586,10LA00409,78,5,82,2,N,N,X5305,,0,,0.000,X8586,,2,X6539,S3,8,,10
2010452928,10LA00410,78,1,45,1,Y,Y,T1357,,0,,0.039,T2928,,3,T1894,2,5,,10
2010828587,10LA00411,78,5,82,1,N,N,X5870,,0,,0.000,X8587,,2,X6539,S3,8,,10
2010828588,10LA00412,78,5,82,2,N,N,X5870,,0,,0.000,X8588,,2,X6539,S3,8,,10
2010452892,10LA00413,77,1,45,1,,,T1125,19,107,6,0.060,T2892,,3,T2044,2,8,,10
2010452893,10LA00414,77,1,45,2,,,T1125,14,110,6,0.060,T2893,,2,T2044,2,8,,10
2010452929,10LA00415,78,1,45,1,Y,Y,T2175,23,110,6,0.000,T2929,,2,T2044,2,8,,10
2010452930,10LA00416,78,1,45,2,Y,Y,T2175,,0,,0.000,T2930,,3,T2044,2,8,,10
2010828589,10LA00417,78,6,82,1,N,N,X1393,97,179,7,0.034,X8589,,2,X6539,97,8,,10
2010828590,10LA00418,78,6,82,2,N,N,X1393,,0,,0.034,X8590,,1,X6539,97,8,,10
2010828591,10LA00419,78,6,82,1,N,N,X5771,,0,,0.008,X8591,,2,X6539,97,8,,10
2010828592,10LA00420,78,6,82,2,N,N,X5771,85,117,6,0.008,X8592,,2,X6539,97,8,,10
2010700070,10LA00421,78,5,70,1,N,N,X6502,97,220,7,0.006,L0070,,1,X5863,PC,9,,10
2010700071,10LA00422,78,2,70,2,N,N,X6502,97,220,7,0.006,L0071,,1,X5863,PC,9,,10
2010700072,10LA00423,78,5,70,3,N,N,X6502,93,79,3,0.006,L0072,,2,X5863,PC,9,,10
2010828593,10LA00424,78,6,82,1,N,N,X7677,,0,,0.036,X8593,,1,X6202,97,5,,10
2010452931,10LA00425,78,1,45,1,N,N,T0627,,0,,0.021,T2931,,1,T1923,2,5,,10
2010452932,10LA00426,78,1,45,1,N,N,T2105,,0,,0.054,T2932,,1,T2281,2,8,,10
2010452933,10LA00427,78,1,45,2,N,N,T2105,,0,,0.054,T2933,,1,T2281,2,8,,10
2010452934,10LA00428,78,1,45,1,N,N,T1522,,0,,0.031,T2934,,1,T2281,2,8,,10
2010452935,10LA00429,78,1,45,2,N,N,T1522,,0,,0.031,T2935,,2,T2281,2,8,,10
2010700073,10LA00430,78,5,70,1,N,N,X4729,,0,,0.004,L0073,,1,X6090,PC,8,,10
2010700074,10LA00431,78,8,70,2,N,N,X4729,,0,,0.004,L0074,,2,X6090,PC,8,,10
2010452936,10LA00432,78,1,45,1,N,N,T2054,,0,,0.035,T2936,,2,T1926,2,8,,10
2010452937,10LA00433,78,1,45,2,N,N,T2054,,0,,0.035,T2937,,2,T1926,2,8,,10
2010452938,10LA00434,78,1,45,1,N,N,T1510,1,90,6,0.051,T2938,,2,T1926,2,9,,10
2010452939,10LA00435,78,1,45,2,N,N,T1510,,0,,0.051,T2939,,1,T1926,2,9,,10
2010452940,10LA00436,78,1,45,3,N,N,T1510,23,80,6,0.051,T2940,,3,T1926,2,9,,10
2010700075,10LA00437,78,5,70,1,N,N,X6466,,0,,0.011,L0075,,1,X5716,PC,5,,10
2010700076,10LA00438,78,5,70,1,N,N,X6292,,0,,0.000,L0076,,1,X5725,PC,5,,10
2010828594,10LA00439,78,5,82,1,N,N,X1054,,0,,0.000,X8594,,2,K3987,CS,8,,10
2010828595,10LA00440,78,5,82,2,N,N,X1054,,0,,0.000,X8595,,2,K3987,CS,8,,10
2010828596,10LA00441,78,6,82,1,N,N,X1436,,0,,0.031,X8596,,1,X6539,97,5,,10
2010828597,10LA00442,78,5,82,1,N,N,X6459,,0,,0.000,X8597,,1,X5140,S3,8,,10
2010828598,10LA00443,78,5,82,2,N,N,X6459,,0,,0.000,X8598,,2,X5140,S3,8,,10
2010452941,10LA00444,78,1,45,1,Y,Y,T2218,,0,,0.035,T2941,,2,T1923,2,5,,10
2010452942,10LA00445,78,1,45,1,N,N,T0155,,0,,0.049,T2942,,1,T2281,2,8,,10
2010452943,10LA00446,78,1,45,2,N,N,T0155,,0,,0.049,T2943,,1,T2281,2,8,,10
2010452944,10LA00447,78,1,45,1,N,N,T1454,,0,,0.049,T2944,,2,T2044,2,5,,10
2010828599,10LA00448,78,9,82,1,Y,Y,X6113,,0,,0.000,X8599,,2,X5886,BL,5,,10
2010828600,10LA00449,78,5,82,1,Y,Y,X7745,,0,,0.000,X8600,,2,X0000,0,5,US82107745,10
2010452945,10LA00450,78,1,45,1,N,N,T1659,,0,,0.041,T2945,,1,T2028,2,5,,10
2010452946,10LA00451,78,1,45,1,N,N,T2080,23,80,6,0.032,T2946,,3,T1609,2,8,,10
2010452947,10LA00452,78,1,45,2,N,N,T2080,23,81,6,0.032,T2947,,1,T1609,2,8,,10
2010452948,10LA00453,78,1,45,1,N,N,T0358,93,95,3,0.040,T2948,,1,T2224,2,8,,10
2010452949,10LA00454,78,1,45,2,N,N,T0358,14,95,6,0.040,T2949,,2,T2224,2,8,,10
2010452950,10LA00455,78,1,45,1,N,N,T1433,,0,,0.033,T2950,,2,T1609,2,8,,10
2010452951,10LA00456,78,1,45,2,N,N,T1433,,0,,0.033,T2951,,1,T1609,2,8,,10
2010700077,10LA00457,78,5,70,1,N,N,X7310,57,109,6,0.004,L0077,,2,X6640,PC,8,,10
2010700078,10LA00458,78,5,70,2,N,N,X7310,,0,,0.004,L0078,,2,X6640,PC,8,,10
2010452952,10LA00459,78,1,45,1,N,N,T1422,,0,,0.040,T2952,,1,T1894,2,8,,10
2010452953,10LA00460,78,3,45,2,N,N,T1422,,0,,0.040,T2953,,1,T1894,2,8,,10
2010452954,10LA00461,78,1,45,1,Y,Y,T2043,,0,,0.039,T2954,,3,T1982,2,8,,10
2010452955,10LA00462,78,1,45,2,Y,Y,T2043,,0,,0.039,T2955,,2,T1982,2,8,,10
2010452956,10LA00463,78,1,45,1,N,N,T1293,66,79,6,0.033,T2956,,3,T1615,2,8,,10
2010452957,10LA00464,78,1,45,2,N,N,T1293,,0,,0.033,T2957,,2,T1615,2,8,,10
2010828601,10LA00465,78,1,82,1,N,N,K4400,48,111,6,0.005,X8601,,1,X6217,CM,8,,10
2010828602,10LA00466,78,2,82,2,N,N,K4400,49,113,6,0.005,X8602,,2,X6217,CM,8,,10
2010828603,10LA00467,78,5,82,1,N,N,X2577,,0,,0.000,X8603,,1,K3987,CS,5,,10
2010452958,10LA00468,78,1,45,1,Y,Y,T0456,93,80,3,0.040,T2958,,3,T2028,2,8,,10
2010452959,10LA00469,78,1,45,2,Y,Y,T0456,,0,,0.040,T2959,,2,T2028,2,8,,10
2010452960,10LA00470,79,1,45,1,N,N,T1089,,0,,0.039,T2960,,2,T1982,2,8,,10
2010452961,10LA00471,79,1,45,2,N,N,T1089,,0,,0.039,T2961,,2,T1982,2,8,,10
2010700079,10LA00472,79,5,70,1,N,N,X6235,,0,,0.007,L0079,,1,X5716,PC,8,,10
2010700080,10LA00473,79,5,70,2,N,N,X6235,,0,,0.007,L0080,,2,X5716,PC,8,,10
2010828604,10LA00474,79,6,82,1,N,N,X7397,,0,,0.007,X8604,,2,X6202,97,5,,10
2010452962,10LA00475,79,1,45,1,N,N,T0852,,0,,0.034,T2962,,1,T2322,2,5,,10
D201075651,10LA00476,79,5,,1,Y,Y,R7565,27,80,0,0.000,,,1,X0000,,0,US82107565,10
2010828605,10LA00477,79,5,82,1,Y,Y,X7941,,0,,0.000,X8605,,3,X0000,0,5,US82107941,10
2010452963,10LA00478,79,1,45,1,N,N,T1532,,0,,0.047,T2963,,2,T1960,2,5,,10
2010055557,10LA00479,79,1,05,1,Y,Y,H5036,,0,,0.066,H5557,,2,H4357,30,5,,10
D201045841,10LA00480,79,1,,1,Y,Y,H4584,44,80,1,0.048,,,2,H3967,,4,,10
D201045842,10LA00481,79,1,,2,Y,Y,H4584,44,80,1,0.048,,,1,H3967,,4,,10
2010828606,10LA00482,79,5,82,1,N,N,X5970,,0,,0.000,X8606,,2,X6042,S3,5,,10
2010828607,10LA00483,79,5,82,1,N,N,X5871,,0,,0.000,X8607,,1,X6687,S3,8,,10
2010828608,10LA00484,79,5,82,2,N,N,X5871,,0,,0.000,X8608,,2,X6687,S3,8,,10
2010452964,10LA00485,79,1,45,1,N,N,T1473,,0,,0.039,T2964,,2,T2044,2,5,,10
2010700081,10LA00486,79,5,70,1,N,N,X5491,,0,,0.008,L0081,,1,X5863,PC,5,,10
2010452965,10LA00487,79,1,45,1,N,N,T1299,,0,,0.035,T2965,,2,T1486,2,5,,10
2010700082,10LA00488,79,5,70,1,N,N,X5446,,0,,0.006,L0082,,1,X6950,PC,5,,10
2010452966,10LA00489,79,1,45,1,N,N,T2297,,0,,0.000,T2966,,1,T2247,2,5,,10
2010828609,10LA00490,79,1,82,1,N,N,X3387,97,220,7,0.000,X8609,,1,27,T3,8,,10
2010828610,10LA00491,79,5,82,2,N,N,X3387,,0,,0.000,X8610,,1,27,T3,8,,10
2010828611,10LA00492,79,1,82,1,Y,Y,H5385,,0,,0.000,X8611,,3,X0000,0,5,US82105385,10
2010828612,10LA00493,79,5,82,1,N,N,X2678,,0,,0.000,X8612,,2,K3987,CS,8,,10
2010828613,10LA00494,79,5,82,2,N,N,X2678,,0,,0.000,X8613,,1,K3987,CS,8,,10
2010452967,10LA00495,79,1,45,1,N,N,T1654,97,220,7,0.045,T2967,,2,T1923,2,8,,10
2010452968,10LA00496,79,1,45,2,N,N,T1654,,0,,0.045,T2968,,2,T1923,2,8,,10
2010828614,10LA00497,79,1,82,1,Y,Y,X7983,93,81,3,0.000,X8614,,2,K0000,0,8,US64107983,10
2010828615,10LA00498,79,1,82,2,Y,Y,X7983,,0,,0.000,X8615,,2,K0000,0,8,US64107983,10
2010700083,10LA00499,79,5,70,1,N,N,X5079,,0,,0.003,L0083,,2,X5725,PC,5,,10
2010644629,10LA00500,79,1,64,1,N,N,K3499,14,93,6,0.047,K4629,,2,K4107,6,8,,10
2010644630,10LA00501,79,1,64,2,N,N,K3499,23,93,6,0.047,K4630,,1,K4107,6,8,,10
2010700084,10LA00502,79,5,70,1,N,N,X6703,4,161,6,0.007,L0084,,2,X5863,PC,5,,10
2010828616,10LA00503,79,5,82,1,N,N,K4234,,0,,0.000,X8616,,2,X6687,SC,5,,10
2010452969,10LA00504,79,1,45,1,Y,Y,T2308,14,113,6,0.036,T2969,,3,T2281,2,8,,10
2010452970,10LA00505,79,1,45,2,Y,Y,T2308,,0,,0.036,T2970,,2,T2281,2,8,,10
2010700085,10LA00506,79,5,70,1,N,N,X4847,,0,,0.007,L0085,,2,X5863,PC,5,,10
2010828617,10LA00507,79,3,82,1,Y,Y,X4412,,0,,0.000,X8617,,3,X5886,0,8,,10
2010828618,10LA00508,79,9,82,2,Y,Y,X4412,,0,,0.000,X8618,,3,X5886,BL,8,,10
2010828619,10LA00509,79,6,82,1,N,N,X5276,,0,,0.045,X8619,,1,X5140,97,8,,10
2010828620,10LA00510,79,6,82,2,N,N,X5276,80,83,6,0.045,X8620,,1,X5140,97,8,,10
2010828621,10LA00511,79,3,82,1,N,N,K4096,,0,,0.015,X8621,,1,X6025,CM,8,,10
2010828622,10LA00512,79,2,82,2,N,N,K4096,,0,,0.015,X8622,,1,X6025,CM,8,,10
2010828623,10LA00513,79,2,82,1,Y,Y,X8015,93,80,3,0.000,X8623,,3,K0000,0,8,US64108015,10
2010828624,10LA00514,79,1,82,2,Y,Y,X8015,,0,,0.000,X8624,,3,K0000,0,8,US64108015,10
2010452971,10LA00515,79,1,45,1,N,N,T1660,,0,,0.022,T2971,,2,T2281,2,8,,10
