ID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT_NML,CAUSE,DAYDIS,DISP,INBRL,LINE,SEX,STM,TB,PREFERREDDAM,PREFERREDSIRE,YR
D201989142,19LA00067,70,1,,2,N,27,70,0,,,1,,3,2015058914,2014058543,19
D201989143,19LA00068,70,1,,3,N,27,70,0,,,1,,3,2015058914,2014058543,19
D201989144,19LA00069,70,1,,4,N,27,70,0,,,2,,3,2015058914,2014058543,19
D201999761,19LA00076,70,5,,1,Y,44,70,1,,,2,,1,2018059976,US70209976,19
D201915621,19LA00077,70,1,,1,Y,44,70,1,,,2,,4,2018121562,2017001940,19
D201915622,19LA00078,70,1,,2,Y,44,70,1,,,1,,4,2018121562,2017001940,19
D201944341,19LA00079,68,,,1,Y,27,68,0,0.000,,,,0,2017834434,US83194434,19
D201990723,19LA00082,70,1,,3,Y,27,70,0,0.000,,,,9,2015059072,2014058715,19
D201989883,19LA00085,70,1,,3,N,44,70,1,0.032,,1,,9,2015058988,2015004102,19
D201901132,19LA00092,70,1,,2,Y,44,70,1,,,2,,7,2018060113,US83190113,19
D201998413,19LA00107,70,1,,3,Y,44,70,1,0.000,,2,,9,2017059841,US00189841,19
D201900321,19LA00108,70,5,,1,Y,44,70,1,,,2,,1,2018510032,US51190032,19
D201999111,19LA00111,70,1,,1,N,27,70,0,,,1,,3,2013119911,US83149911,19
D201999112,19LA00112,70,1,,2,N,27,70,0,,,1,,3,2013119911,US83149911,19
D201999113,19LA00113,70,1,,3,N,27,70,0,,,1,,3,2013119911,US83149911,19
D201999114,19LA00114,70,1,,4,N,27,70,0,,,2,,3,2013119911,US83149911,19
D201964292,19LA00133,71,5,,2,Y,44,71,1,0.000,,1,,7,2016456429,US83176429,19
D201958491,19LA00142,71,5,,1,Y,44,71,1,,,2,,9,2018835849,US83195849,19
D201958492,19LA00143,71,5,,2,Y,44,71,1,,,2,,9,2018835849,US83195849,19
D201958493,19LA00144,71,5,,3,Y,44,71,1,,,2,,9,2018835849,US83195849,19
D201908311,19LA00146,71,1,,1,N,27,71,0,,,2,,2,2016120831,2014001500,19
D201908312,19LA00147,71,1,,2,N,27,71,0,,,,,2,2016120831,2014001500,19
D201968171,19LA00160,71,5,,1,Y,44,71,1,0.000,,2,,4,2017456817,US83186817,19
D201968172,19LA00161,71,5,,2,Y,44,71,1,0.000,,1,,4,2017456817,US83186817,19
D201991581,19LA00176,71,1,,1,Y,44,71,1,0.000,,2,,9,2015059158,2016005163,19
D201991582,19LA00177,71,1,,2,Y,44,71,1,0.000,,1,,9,2015059158,2016005163,19
D201950101,19LA00185,71,5,,1,Y,44,71,1,0.000,,1,,4,2017835010,US83195010,19
D201950102,19LA00186,71,5,,2,Y,44,71,1,0.000,,2,,4,2017835010,US83195010,19
D201964462,19LA00194,72,5,,2,Y,44,72,1,0.000,,1,,9,2016456446,US70176446,19
D201901212,19LA00206,72,1,,2,Y,44,72,1,,,1,,9,2018060121,US00190121,19
D201901213,19LA00207,72,1,,3,Y,44,72,1,,,1,,9,2018060121,US00190121,19
D201947362,19LA00247,72,5,,2,Y,27,72,0,0.000,,1,,6,2017834736,2017834610,19
D201994293,19LA00250,72,5,,3,Y,44,72,1,0.000,,2,,9,2016059429,2016701872,19
D201957562,19LA00305,73,5,,2,Y,44,73,1,0.000,,2,,7,2014455756,2014455424,19
D201927021,19LA00327,74,6,,1,N,44,74,1,,,2,,1,2015832702,2013831488,19
D201992323,19LA00336,74,1,,3,N,44,74,1,0.029,,2,,9,2015059232,2014058715,19
D201929381,19LA00340,74,6,,1,N,44,74,1,,,2,,1,2015832938,2014832574,19
D201992921,19LA00345,74,1,,1,N,27,74,0,,,2,,0,2016059292,2014058787,19
D201974961,19LA00346,74,1,,1,N,44,74,1,0.043,,1,,9,2012057496,2011057150,19
D201991701,19LA00361,74,1,,1,N,44,74,1,0.037,,2,,9,2015059170,2015059233,19
D201991702,19LA00362,74,1,,2,N,44,74,1,0.037,,1,,9,2015059170,2015059233,19
D201903271,19LA00398,74,1,,1,Y,27,74,0,,,2,,2,2018060327,2019000715,19
D201903272,19LA00399,74,1,,2,Y,27,74,0,,,1,,2,2018060327,2019000715,19
D201959331,19LA00408,75,6,,1,Y,44,75,1,,,1,,1,2018835933,US83195933,19
D201998933,19LA00416,75,1,,3,N,27,75,0,0.036,,1,,9,2017059893,2017059641,19
D201950291,19LA00423,75,9,,1,Y,44,75,1,,,1,,4,2017835029,2018835202,19
D201950292,19LA00424,75,9,,2,Y,44,75,1,,,2,,4,2017835029,2018835202,19
D201917621,19LA00447,75,5,,1,N,27,75,0,,,1,,4,2016701762,US00171762,19
D201917622,19LA00448,75,2,,2,N,44,75,1,,,1,,4,2016701762,US00171762,19
D201990513,19LA00493,76,5,,3,Y,44,76,1,0.000,,1,,9,2015059051,2014058715,19
D201916571,19LA00515,76,5,,1,N,27,76,0,0.008,,1,,6,2015701657,2015701665,19
D201915781,19LA00518,76,5,,1,N,44,76,1,0.010,,1,,7,2014701578,2012700762,19
D201963861,19LA00525,76,1,,1,N,44,76,1,,,1,,4,2016456386,US83176386,19
D201963862,19LA00526,76,1,,2,N,44,76,1,,,1,,4,2016456386,US83176386,19
D201984913,19LA00552,76,1,,3,Y,44,76,1,0.000,,2,,9,2014058491,2013701339,19
D201915492,19LA00569,76,6,,2,N,44,76,1,0.020,,2,,7,2013831549,2011001449,19
D201993393,19LA00583,76,1,,3,Y,27,76,0,0.000,,1,,9,2016059339,2014058787,19
D201999812,19LA00605,77,1,,2,Y,27,77,0,,,2,,6,2018059981,US64199981,19
D201917172,19LA00608,77,5,,2,N,44,77,1,0.012,,1,,7,2015701717,2013701151,19
D201935122,19LA00611,77,6,,2,N,44,77,1,0.025,,1,,7,2016833512,2015832949,19
D201954352,19LA00618,77,5,,2,Y,44,77,1,0.000,,2,,7,2014455435,2012454336,19
D201965411,19LA00623,77,5,,1,Y,44,77,1,0.000,,2,,1,2016456541,US00176541,19
D201976123,19LA00629,77,1,,3,Y,44,77,1,0.000,,2,,3,2012057612,2011057150,19
D201976124,19LA00630,77,1,,4,Y,44,77,1,0.000,,2,,3,2012057612,2011057150,19
D201997151,19LA00633,77,1,,1,N,27,77,0,,,1,,9,2017059715,2015059130,19
D201997152,19LA00634,77,1,,2,N,27,77,0,,,2,,9,2017059715,2015059130,19
D201997153,19LA00635,77,1,,3,N,27,77,0,,,1,,9,2017059715,2015059130,19
D201974391,19LA00659,77,1,,1,N,44,77,1,0.021,,1,,9,2012057439,2010056039,19
D201954811,19LA00689,77,6,,1,N,44,77,1,,,2,,1,2018835481,US83195481,19
D201960481,19LA00700,77,1,,1,Y,44,77,1,,,1,,1,2018836048,US83196048,19
D201994351,19LA00704,78,2,,1,Y,44,78,1,,,1,,1,2016059435,2014058787,19
D201997892,19LA00719,78,1,,2,N,27,78,0,0.032,,,,6,2017059789,2015059130,19
D201921391,19LA00725,78,2,,1,Y,27,78,0,,,2,,2,2018702139,2017701934,19
D201921392,19LA00726,78,2,,2,Y,27,78,0,,,2,,2,2018702139,2017701934,19
D201969131,19LA00733,78,1,,1,Y,44,78,1,,,2,,4,2018456913,2018456943,19
D201969132,19LA00734,78,1,,2,Y,44,78,1,,,2,,4,2018456913,2018456943,19
D201955811,19LA00753,78,6,,1,Y,27,78,0,,,2,,0,2018835581,2017834867,19
D201997092,19LA00761,78,7,,2,N,27,78,0,,,2,,9,2017059709,US83189709,19
D201997093,19LA00762,78,7,,3,N,27,78,0,,,2,,9,2017059709,US83189709,19
D201958993,19LA00766,78,5,,3,Y,44,78,1,0.000,,1,,9,2015455899,2013455017,19
D201961592,19LA00791,78,5,,2,Y,44,78,1,,,1,,7,2018836159,US70196159,19
D201933862,19LA00793,78,6,,2,Y,44,78,1,0.003,,2,,7,2016833386,US70183386,19
D201970142,19LA00799,78,1,,2,Y,44,78,1,,,2,,7,2018457014,US70197014,19
D201941151,19LA00814,78,6,,1,N,44,78,1,0.000,,1,,1,2016004115,2014832458,19
D201900281,19LA00825,78,1,,1,Y,44,78,1,,,2,,4,2018510028,US51190028,19
D201900282,19LA00826,78,1,,2,Y,44,78,1,,,1,,4,2018510028,US51190028,19
D201903101,19LA00833,79,5,,1,Y,27,79,0,,,1,,0,2018060310,US06190310,19
D201992902,19LA00835,79,2,,2,Y,44,79,1,0.000,,2,,9,2016059290,2015701676,19
D201992903,19LA00836,79,2,,3,Y,44,79,1,0.000,,1,,9,2016059290,2015701676,19
D201991933,19LA00839,79,1,,3,N,44,79,1,0.038,,2,,3,2015059193,2013058061,19
D201991934,19LA00840,79,1,,4,N,27,79,0,0.038,,2,,3,2015059193,2013058061,19
D201997252,19LA00863,79,1,,2,N,27,79,0,0.035,,1,,9,2017059725,2016059384,19
D201951662,19LA00896,79,1,,2,N,44,79,1,0.000,,2,,9,2013455166,2012454336,19
D201993001,19LA00901,79,5,,1,Y,44,79,1,0.000,,2,,9,2016059300,US83189300,19
D201993003,19LA00903,79,5,,3,Y,27,79,0,0.000,,2,,9,2016059300,US83189300,19
D201992932,19LA00921,79,1,,2,N,27,79,0,0.039,,1,,9,2016059293,2014058507,19
D201992933,19LA00922,79,1,,3,N,27,79,0,0.039,,1,,9,2016059293,2014058507,19
D201949671,19LA00926,79,1,,1,Y,44,79,1,,,2,,4,2017834967,US83194967,19
D201949672,19LA00927,79,1,,2,Y,44,79,1,,,1,,4,2017834967,US83194967,19
D201929742,19LA00960,80,6,,2,N,44,80,1,0.037,,1,,7,2015832974,2014832574,19
D201946351,19LA00970,80,1,,1,Y,27,80,0,0.000,,2,,0,2017834635,US83194635,19
D201997253,19LA00992,79,1,,3,N,44,79,1,0.035,,1,,9,2017059725,2016059384,19
D201946722,19LA00994,80,5,,2,Y,27,80,0,0.000,,1,,6,2017834672,2017834662,19
D201957371,19LA00995,80,1,,1,N,27,80,0,,,1,,2,2014455737,2014120052,19
D201957372,19LA00996,80,1,,2,N,27,80,0,,,1,,2,2014455737,2014120052,19
D201919922,19LA01008,80,5,,2,N,44,80,1,0.012,,1,,7,2017701992,US83181992,19
D201912322,19LA01072,81,1,,2,N,27,81,0,0.000,,,,6,2017121232,US70181232,19
D201962141,19LA01073,81,5,,1,Y,44,81,1,,,2,,1,2018836214,US83196214,19
D201938682,19LA01089,81,1,,2,N,44,81,1,0.000,,1,,7,2016833868,US00173868,19
D201969791,19LA01115,81,1,,1,Y,44,81,1,,,2,,4,2018456979,US45196979,19
D201969792,19LA01116,81,1,,2,Y,44,81,1,,,1,,4,2018456979,US45196979,19
D201994483,19LA01130,81,1,,3,N,44,81,1,0.033,,2,,9,2016059448,2014058507,19
D201950071,19LA01138,81,1,,1,N,44,81,1,,,1,,1,2013455007,US83155007,19
D201903222,19LA01151,81,1,,2,Y,27,81,0,,,2,,6,2018060322,US00190322,19
D201965061,19LA01152,81,1,,1,N,27,81,0,,,2,,0,2016456506,US83176506,19
D201997283,19LA01173,82,1,,3,Y,27,82,0,0.000,,1,,9,2017059728,2016701834,19
D201911521,19LA01179,82,1,,1,Y,44,82,1,,,1,,4,2017121152,US12191152,19
D201911522,19LA01180,82,1,,2,Y,44,82,1,,,1,,4,2017121152,US12191152,19
D201995781,19LA01192,82,1,,1,N,44,82,1,,,2,,4,2013119578,2012119425,19
D201995782,19LA01193,82,1,,2,N,44,82,1,,,2,,4,2013119578,2012119425,19
D201986971,19LA01194,82,1,,1,N,27,82,0,0.039,,2,,3,2014058697,2013058327,19
D201912782,19LA01262,82,1,,2,Y,44,82,1,0.000,,2,,7,2017121278,US70181278,19
D201927764,19LA01279,82,6,,4,N,44,82,1,0.019,,2,,3,2015832776,2015832945,19
D201963401,19LA01285,82,1,,1,N,27,82,0,,,1,,0,2016456340,US70176340,19
D201966442,19LA01289,82,5,,2,Y,44,82,1,0.000,,1,,7,2017456644,2017834439,19
D201900762,19LA01296,82,5,,2,Y,44,82,1,,,2,,7,2018060076,US83190076,19
D201910471,19LA01299,82,1,,1,Y,44,82,1,,,2,,9,2016121047,2016005171,19
D201910472,19LA01300,82,,,2,Y,27,82,0,,,,,9,2016121047,2016005171,19
D201910473,19LA01301,82,,,3,Y,27,82,0,,,,,9,2016121047,2016005171,19
D201990602,19LA01327,83,1,,2,N,44,83,1,0.034,,1,,7,2015059060,2014058543,19
D201966313,19LA01336,83,1,,3,N,27,83,0,0.000,,2,,9,2017456631,2016006883,19
D201939521,19LA01343,83,1,,1,N,44,83,1,,,2,,4,2016833952,2016001501,19
D201939522,19LA01344,83,1,,2,N,44,83,1,,,2,,4,2016833952,2016001501,19
D201918811,19LA01368,83,5,,1,Y,44,83,1,,,2,,1,2018121881,US12191881,19
D201948772,19LA01384,83,2,,2,Y,44,83,1,0.000,,1,,7,2017834877,2015001938,19
D201945342,19LA01387,83,5,,2,N,44,83,1,0.023,,1,,7,2017834534,2017834489,19
D201915641,19LA01402,83,1,,1,Y,44,83,1,,,1,,4,2018121564,2017001931,19
D201915642,19LA01403,83,1,,2,Y,44,83,1,,,1,,4,2018121564,2017001931,19
D201930831,19LA01416,83,1,,1,N,44,83,1,,,2,,3,2015833083,2014003206,19
D201930832,19LA01417,83,1,,2,N,44,83,1,,,1,,3,2015833083,2014003206,19
D201930833,19LA01418,83,1,,3,N,44,83,1,,,1,,3,2015833083,2014003206,19
D201930834,19LA01419,83,1,,4,N,44,83,1,,,2,,3,2015833083,2014003206,19
D201900032,19LA01421,83,1,,2,Y,44,83,1,,,2,,7,2018060003,US70190003,19
D201987653,19LA01454,84,1,,3,N,44,84,1,0.032,,1,,9,2014058765,2012057543,19
D201966092,19LA01463,84,1,,2,N,44,84,1,0.000,,2,,7,2017456609,US83186609,19
D201944791,19LA01469,84,5,,1,N,44,84,1,,,1,,1,2017834479,2017834867,19
D201927401,19LA01476,84,1,,1,N,44,84,1,,,2,,4,2015832740,2013000741,19
D201927402,19LA01477,84,1,,2,N,44,84,1,,,1,,4,2015832740,2013000741,19
D201993933,19LA01484,84,1,,3,N,44,84,1,0.038,,2,,9,2016059393,2014058507,19
D201906151,19LA01490,84,,,1,Y,44,84,1,,,,,4,2015120615,2015701701,19
D201906152,19LA01491,84,,,2,Y,44,84,1,,,,,4,2015120615,2015701701,19
D201917472,19LA01493,84,5,,2,N,44,84,1,0.011,,1,,7,2016701747,2016701834,19
D201999533,19LA01542,84,1,,3,N,44,84,1,0.042,,1,,9,2017059953,2017059866,19
D201954002,19LA01545,84,1,,2,N,44,84,1,0.000,,2,,7,2014455400,2014000742,19
D201952881,19LA01596,84,5,,1,Y,44,84,1,,,1,,1,2018835288,2018007471,19
D201969611,19LA01627,85,1,,1,Y,44,85,1,,,2,,1,2018456961,2018457091,19
D201969542,19LA01648,85,5,,2,Y,27,85,0,,,1,,6,2018456954,US83196954,19
D201997931,19LA01662,85,1,,1,N,44,85,1,0.041,,2,,9,2017059793,2016059422,19
D201997932,19LA01663,85,1,,2,N,44,85,1,0.041,,2,,9,2017059793,2016059422,19
D201952541,19LA01687,85,1,,1,N,44,85,1,0.000,,2,,7,2015005254,2017645155,19
D201962381,19LA01696,85,1,,1,N,44,85,1,,,1,,1,2015456238,2013454854,19
D201900831,19LA01707,85,1,,1,Y,44,85,1,0.000,,2,,9,2014120083,2013000740,19
D201918071,19LA01716,85,1,,1,Y,44,85,1,,,2,,1,2018121807,US12191807,19
D201996981,19LA01798,86,1,,1,Y,44,86,1,0.000,,2,,7,2017059698,2016059422,19
D201991671,19LA01811,86,1,,1,N,44,86,1,0.024,,2,,9,2015059167,2015058894,19
D201986681,19LA01872,87,1,,1,N,44,87,1,0.036,,1,,9,2014058668,2013058327,19
D201958701,19LA01886,87,5,,1,Y,44,87,1,,,1,,1,2018835870,US83195870,19
D201991492,19LA01900,87,1,,2,N,44,87,1,0.034,,2,,9,2015059149,2014058715,19
D201903391,19LA01904,87,5,,1,Y,44,87,1,,,1,,1,2018060339,US06190339,19
D201985141,19LA01916,87,1,,1,Y,44,87,1,0.000,,1,,9,2014058514,2012057543,19
D201985142,19LA01917,87,1,,2,Y,44,87,1,0.000,,2,,9,2014058514,2012057543,19
D201997991,19LA01929,87,1,,1,N,44,87,1,0.078,,2,,9,2013119799,2011118760,19
D201967721,19LA01953,87,5,,1,Y,44,87,1,0.000,,1,,1,2017456772,US00186772,19
D201902732,19LA01998,87,1,,2,N,44,87,1,0.035,,2,,9,2014120273,2013119647,19
D201902733,19LA01999,87,1,,3,N,27,87,0,0.035,,1,,9,2014120273,2013119647,19
D201915352,19LA02015,88,5,,2,Y,44,88,1,,,1,,7,2018121535,US83191535,19
D201990421,19LA02032,88,1,,1,N,27,88,0,,,1,,0,2015059042,2014058543,19
D201960921,19LA02064,88,,,1,N,44,88,1,,,,,9,2015456092,2016006582,19
D201960922,19LA02065,88,,,2,N,44,88,1,,,,,9,2015456092,2016006582,19
D201960923,19LA02066,88,,,3,N,44,88,1,,,,,9,2015456092,2016006582,19
D201948282,19LA02093,88,6,,2,N,44,88,1,0.029,,1,,7,2017834828,2015004102,19
D201963552,19LA02108,88,1,,2,N,44,88,1,0.009,,1,,7,2016456355,US00176355,19
D201900231,19LA02128,88,2,,1,Y,27,88,0,,,2,,2,2018510023,US51190023,19
D201900232,19LA02129,88,2,,2,Y,27,88,0,,,1,,2,2018510023,US51190023,19
D201901821,19LA02149,89,1,,1,N,44,89,1,,,2,,9,2014120182,2012119554,19
D201901822,19LA02150,89,1,,2,N,44,89,1,,,1,,9,2014120182,2012119554,19
D201901823,19LA02151,89,1,,3,N,44,89,1,,,2,,9,2014120182,2012119554,19
D201957961,19LA02154,89,2,,1,Y,44,89,1,,,2,,1,2018835796,US83195796,19
D201917111,19LA02257,90,2,,1,N,44,90,1,,,1,,4,2015701711,2013701151,19
D201917112,19LA02258,90,2,,2,N,44,90,1,,,2,,4,2015701711,2013701151,19
D201901371,19LA02261,90,1,,1,Y,27,90,0,,,1,,0,2018060137,US06190137,19
D201998121,19LA02264,90,1,,1,Y,44,90,1,,,1,,9,2013119812,US83149812,19
D201998122,19LA02265,90,1,,2,Y,44,90,1,,,2,,9,2013119812,US83149812,19
D201998123,19LA02266,90,1,,3,Y,44,90,1,,,1,,9,2013119812,US83149812,19
D201909342,19LA02270,90,1,,2,Y,44,90,1,0.000,,1,,7,2016120934,US70170934,19
D201967032,19LA02284,90,1,,2,N,44,90,1,0.013,,1,,7,2017456703,US00186703,19
D201911512,19LA02355,91,1,,2,N,44,91,1,0.000,,1,,7,2017121151,US83181151,19
D201901054,19LA02414,91,1,,4,Y,44,91,1,0.000,,1,,3,2014120105,2012119194,19
D201970152,19LA02417,92,5,,2,Y,44,92,1,,,2,,7,2018457015,US83197015,19
D201953282,19LA02462,92,1,,2,N,44,92,1,0.021,,2,,7,2014455328,2013455017,19
D201911571,19LA02504,92,1,,1,Y,44,92,1,0.000,,2,,9,2017121157,US70181157,19
D201907702,19LA02585,93,1,,2,N,44,93,1,0.036,,1,,7,2016120770,US70170770,19
D201956071,19LA02610,94,5,,1,Y,44,94,1,,,2,,1,2018835607,2018835261,19
D201900741,19LA02613,94,1,,1,Y,44,94,1,,,1,,1,2018060074,US06190074,19
D201919151,19LA02621,94,1,,1,Y,44,94,1,,,1,,7,2018121915,US70191915,19
D201901061,19LA02628,94,1,,1,Y,44,94,1,,,1,,1,2018060106,2019000715,19
D201941912,19LA02659,94,1,,2,N,44,94,1,0.000,,1,,7,2012454191,2011453862,19
D201908303,19LA02684,94,1,,3,N,44,94,1,0.000,,1,,9,2016120830,US70170830,19
D201901984,19LA02688,94,1,,4,Y,44,94,1,0.000,,1,,3,2014120198,2013119647,19
D201961231,19LA02689,94,2,,1,Y,44,94,1,,,1,,1,2018836123,US83196123,19
D201921871,19LA02690,94,2,,1,Y,44,94,1,,,2,,1,2018702187,US70192187,19
D201937972,19LA02714,95,1,,2,N,44,95,1,0.000,,2,,7,2016833797,2016001499,19
D201915201,19LA02810,96,1,,1,Y,44,96,1,,,2,,1,2018121520,2018121748,19
D201995532,19LA02814,96,1,,2,N,44,96,1,0.041,,2,,7,2016059553,2013058210,19
D201919762,19LA02830,95,7,,2,N,44,95,1,,,1,,7,2017701976,US83181976,19
D201915532,19LA02840,96,1,,2,Y,27,96,0,,,2,,6,2018121553,US70191553,19
D201906062,19LA02855,96,1,,2,Y,44,96,1,0.000,,1,,9,2015120606,2014000733,19
D201906063,19LA02856,96,1,,3,Y,44,96,1,0.000,,1,,9,2015120606,2014000733,19
D201970802,19LA02859,96,1,,2,Y,44,96,1,,,2,,7,2018457080,US70197080,19
D201916603,19LA02867,97,1,,3,Y,44,97,1,,,1,,9,2018121660,US83191660,19
D201905842,19LA02898,97,,,2,Y,27,97,0,0.000,,,,6,2015120584,2014119992,19
D201900023,19LA02987,98,1,,3,N,27,98,0,0.028,,1,,9,2014120002,2013119841,19
D201915902,19LA02990,98,5,,2,Y,44,98,1,,,1,,7,2018121590,US83191590,19
D201953861,19LA03011,98,1,,1,N,44,98,1,,,2,,3,2014455386,2013454854,19
D201953862,19LA03012,98,1,,2,N,44,98,1,,,2,,3,2014455386,2013454854,19
D201953863,19LA03013,98,1,,3,N,44,98,1,,,1,,3,2014455386,2013454854,19
D201953864,19LA03014,98,1,,4,N,44,98,1,,,1,,3,2014455386,2013454854,19
D201927081,19LA03019,98,1,,1,N,44,98,1,,,2,,1,2015832708,2014000733,19
D201904472,19LA03045,99,1,,2,N,44,99,1,0.027,,2,,7,2015120447,2014000736,19
D201913412,19LA03049,99,,,2,N,27,99,0,0.036,,,,6,2017121341,US00181341,19
D201948491,19LA03059,99,1,,1,N,27,99,0,0.019,,2,,9,2013454849,2012454286,19
D201907881,19LA03071,99,1,,1,Y,44,99,1,0.000,,1,,9,2016120788,US70170788,19
D201958091,19LA03120,100,6,,1,Y,44,100,1,,,2,,1,2018835809,US83195809,19
D201958014,19LA03152,102,1,,4,N,44,102,1,0.022,,2,,3,2014455801,2013006302,19
D20199172G,19LA03208,,,,G,N,,,,,,3,,,2015059172,2015059233,19
D202006401,20LA00001,41,,,1,Y,27,41,0,0.000,,,,0,2019060640,US06200640,20
D202016481,20LA00003,67,6,,1,N,44,67,1,,,1,,9,2013831648,2011001449,20
D202016482,20LA00004,67,6,,2,N,44,67,1,,,2,,9,2013831648,2011001449,20
D202016483,20LA00005,67,6,,3,N,44,67,1,,,1,,9,2013831648,2011001449,20
D202019791,20LA00006,67,5,,1,Y,44,67,1,0.000,,1,,1,2019121979,2018121872,20
D202018961,20LA00009,68,5,,1,N,44,68,1,,,1,,4,2017701896,US83181896,20
D202018962,20LA00010,68,5,,2,N,44,68,1,,,1,,4,2017701896,US83181896,20
D202098551,20LA00014,68,1,,1,N,44,68,1,,,1,,9,2017059855,2015058894,20
D202098552,20LA00015,68,1,,2,N,44,68,1,,,2,,9,2017059855,2015058894,20
D202098553,20LA00016,68,1,,3,N,44,68,1,,,1,,9,2017059855,2015058894,20
D202004631,20LA00019,68,5,,1,Y,27,68,0,0.000,,1,,2,2019060463,US06200463,20
D202004632,20LA00020,68,5,,2,Y,27,68,0,0.000,,2,,2,2019060463,US06200463,20
D202070492,20LA00027,68,5,,2,Y,27,68,0,0.000,,2,,6,2019837049,US70207049,20
D202006841,20LA00028,68,1,,1,Y,27,68,0,0.000,,1,,2,2019060684,2019060459,20
D202006842,20LA00029,68,1,,2,Y,27,68,0,0.000,,2,,2,2019060684,2019060459,20
D202091343,20LA00033,69,1,,3,N,44,69,1,,,1,,9,2015059134,2013058061,20
D202053401,20LA00043,69,5,,1,N,44,69,1,,,1,,4,2018835340,US83205340,20
D202053402,20LA00044,69,5,,2,N,44,69,1,,,2,,4,2018835340,US83205340,20
D202018461,20LA00053,69,5,,1,N,44,69,1,,,2,,4,2016701846,US83171846,20
D202018462,20LA00054,69,5,,2,N,44,69,1,,,1,,4,2016701846,US83171846,20
D202000612,20LA00105,71,1,,2,N,27,71,0,,,1,,6,2018060061,US70190061,20
D202072771,20LA00118,71,5,,1,Y,27,71,0,0.000,,2,,2,2019457277,2019007689,20
D202072772,20LA00119,71,5,,2,Y,27,71,0,0.000,,2,,2,2019457277,2019007689,20
D202089272,20LA00136,71,1,,2,N,27,71,0,,,2,,9,2015058927,2015058894,20
D202089273,20LA00137,71,1,,3,N,27,71,0,,,1,,9,2015058927,2015058894,20
D202019831,20LA00143,71,1,,1,Y,27,71,0,0.000,,1,,0,2019121983,2018121878,20
D202018223,20LA00152,72,5,,3,N,44,72,1,,,2,,9,2016701822,US83171822,20
D202072311,20LA00169,72,2,,1,Y,44,72,1,0.000,,2,,7,2019457231,US70207231,20
D202093171,20LA00214,73,1,,1,N,44,73,1,,,2,,1,2016059317,2014058787,20
D202023381,20LA00218,73,5,,1,N,44,73,1,0.000,,2,,1,2019702338,2018702095,20
D202052791,20LA00221,73,1,,1,Y,27,73,0,0.000,,2,,0,2019645279,US70215279,20
D202094601,20LA00227,71,1,,1,N,44,71,1,,,1,,9,2016059460,2013058210,20
D202094602,20LA00228,71,1,,2,N,44,71,1,,,1,,9,2016059460,2013058210,20
D202094603,20LA00229,71,1,,3,N,44,71,1,,,2,,9,2016059460,2013058210,20
D202097201,20LA00230,71,1,,1,N,44,71,1,,,1,,4,2017059720,2015058894,20
D202097202,20LA00231,71,1,,2,N,44,71,1,,,1,,4,2017059720,2015058894,20
D202096924,20LA00242,73,1,,4,N,44,73,1,,,1,,3,2017059692,2015058894,20
D202085453,20LA00263,73,1,,3,N,46,73,6,,,2,,3,2014058545,2013058137,20
D202085454,20LA00264,73,1,,4,N,27,73,0,,,2,,3,2014058545,2013058137,20
D202020671,20LA00381,75,5,,1,Y,27,75,0,0.000,,1,,0,2019122067,2018121612,20
D202012341,20LA00386,75,1,,1,Y,27,75,0,,,1,,0,2017121234,US83181234,20
D202067811,20LA00399,75,5,,1,Y,44,75,1,0.000,,2,,1,2019836781,US83206781,20
D202089552,20LA00409,75,1,,2,N,27,75,0,,,2,,3,2015058955,2013058061,20
D202089553,20LA00410,75,1,,3,N,44,75,1,,,2,,3,2015058955,2013058061,20
D202052652,20LA00424,75,1,,2,N,27,75,0,,,1,,6,2015005265,2017645155,20
D202080053,20LA00439,76,1,,3,N,44,76,1,,,2,,9,2013058005,2012057424,20
D202019032,20LA00451,76,5,,2,N,44,76,1,,,1,,7,2017701903,US00181903,20
D202006361,20LA00460,76,5,,1,Y,27,76,0,0.000,,2,,0,2019060636,2018060013,20
D202010013,20LA00467,76,5,,3,N,27,76,0,,,1,,9,2013701001,2011700289,20
D202014962,20LA00474,76,1,,2,N,44,76,1,,,1,,7,2017121496,2016120801,20
D202047783,20LA00497,77,5,,3,N,44,77,1,,,1,,9,2017834778,2017834867,20
D202063691,20LA00512,77,5,,1,Y,44,77,1,0.000,,2,,1,2019836369,US70216369,20
D202039922,20LA00520,77,5,,2,Y,44,77,1,0.000,,2,,7,2016833992,US70183992,20
D202028592,20LA00537,77,6,,2,N,44,77,1,,,1,,7,2015832859,2015832949,20
D202022782,20LA00542,77,6,,2,N,44,77,1,,,2,,7,2014832278,2012831184,20
D202013522,20LA00557,77,1,,2,Y,44,77,1,,,1,,7,2017121352,US00181352,20
D202003433,20LA00577,78,1,,3,Y,44,78,1,,,2,,9,2015120343,2014003204,20
D202037401,20LA00606,78,1,,1,N,44,78,1,,,1,,9,2016833740,US00173740,20
D202037402,20LA00607,78,1,,2,N,44,78,1,,,2,,9,2016833740,US00173740,20
D202037403,20LA00608,78,1,,3,N,44,78,1,,,2,,9,2016833740,US00173740,20
D202048282,20LA00613,78,6,,2,N,44,78,1,,,2,,7,2017834828,2015004102,20
D202003003,20LA00625,78,1,,3,N,44,78,1,,,1,,9,2018060300,US70190300,20
D202068081,20LA00644,78,6,,1,N,44,78,1,0.000,,1,,1,2019836808,US83206808,20
