PREDICTEDID10,PREFERREDDAM,PREFDAMBRD,PREFERREDSIRE,PREFSIREBRD
2018121827,2015120447,12,2014000736,00
2018836128,2012454266,45,2012454366,45
2018836129,2012454266,45,2012454366,45
2018060336,2017059882,05,2015059130,05
2018060337,2017059882,05,2015059130,05
2018457066,2014455364,45,2012454414,45
2018457067,2014455364,45,2012454414,45
2018121828,2013119695,11,2013454776,45
2018121829,2013119695,11,2013454776,45
2018836130,2015832749,83,2016006582,00
2018121830,2016121066,12,US70171066,70
2018121831,2016121066,12,US70171066,70
2018836131,2017645137,64,US70185137,70
2018836132,2017645181,64,US70185181,70
2018836133,2017645181,64,US70185181,70
2018457068,2014455354,45,2012454336,45
2018457069,2014455354,45,2012454336,45
2018836134,2012831036,83,2012001455,00
2018836135,2012831036,83,2012001455,00
2018060338,2017059928,05,2016059384,05
2018060339,2017059928,05,2016059384,05
2018836136,2017701903,70,US00181903,00
2018836137,2017701903,70,US00181903,00
2018836138,2013455012,45,2012454286,45
2018836139,2017834737,83,US83184737,83
2018457070,2015456291,45,2015455932,45
2018457071,2015456291,45,2015455932,45
2018457072,2014455652,45,US83165652,83
2018457073,2014455652,45,US83165652,83
2018457074,2011453638,45,2011453862,45
2018457075,2014455801,45,2013006302,00
2018457076,2014455801,45,2013006302,00
2018121832,2014120222,12,2013119928,11
2018121833,2014120222,12,2013119928,11
2018121834,2015120362,12,2014000737,00
2018121835,2015120362,12,2014000737,00
2018121836,2012119465,11,2011118988,11
2018121837,2012119465,11,2011118988,11
2018836140,2014119998,11,2013000732,00
2018836141,2014119998,11,2013000732,00
2018836142,2015832893,83,2014000742,00
2018836143,2015832893,83,2014000742,00
2018836144,2015832893,83,2014000742,00
2018121838,2016120769,12,US00170769,00
D201807692,2016120769,12,US00170769,00
2018457077,2013455184,45,2012454286,45
2018121839,2011118798,11,US83138798,83
2018121840,2011118798,11,US83138798,83
2018121841,2016120955,12,US83170955,83
2018121842,2016120955,12,US83170955,83
2018836145,2016833962,83,US83173962,83
2018836146,2016833962,83,US83173962,83
2018457078,2016456413,45,US83176413,83
2018457079,2016456413,45,US83176413,83
2018457080,2016456413,45,US83176413,83
2018836147,2017121228,12,US83181228,83
2018121843,2016120911,12,2016001499,00
2018121844,2016120911,12,2016001499,00
2018836148,2017834974,83,US83184974,83
2018836149,2016833421,83,2015001126,00
2018836150,2016833421,83,2015001126,00
2018457081,2012454559,45,US82144559,82
2018457082,2012454559,45,US82144559,82
2018457083,2016456347,45,US00176347,00
2018836151,2017645136,64,US00185136,00
2018836152,2017645136,64,US00185136,00
2018457084,2013454915,45,2012454656,45
2018457085,2013454915,45,2012454656,45
D201849153,2013454915,45,2012454656,45
2018121845,2014119990,11,2013119647,11
2018457086,2012454510,45,2010453214,45
2018836153,2011118663,11,US82138663,82
2018836154,2011118663,11,US82138663,82
2018457087,2016456469,45,US83176469,83
D201813931,2017121393,12,2017121401,12
2018121846,2012119455,11,2011118760,11
2018121847,2012119455,11,2011118760,11
2018121848,2012119455,11,2011118760,11
2018836155,2015832834,83,2014000737,00
2018836156,2015832834,83,2014000737,00
2018836157,2013454931,45,2012454286,45
2018836158,2017834203,83,2016120908,12
2018121849,2016120849,12,US70170849,70
2018121850,2016120825,12,2015001126,00
2018457088,2013455020,45,2013454950,45
2018457089,2013455020,45,2013454950,45
2018510119,2017456772,45,US00186772,00
2018121851,2016121055,12,2016001497,00
2018121852,2016121055,12,2016001497,00
2018836159,2017121238,12,US00181238,00
2018457090,2015456144,45,2015006580,00
2018457091,2015456144,45,2015006580,00
2018836160,2017121234,12,US83181234,83
2018457092,2013454708,45,2012454656,45
2018121853,2016120763,12,2016001499,00
2018121854,2016120763,12,2016001499,00
2018060340,2017059607,05,2015058894,05
2018060341,2017059607,05,2015058894,05
2018836161,2016833450,83,2016006886,00
2018836162,2017456847,45,US70186847,70
2018836163,2016833949,83,2016120908,12
D201839492,2016833949,83,2016120908,12
2018836164,2017834807,83,US83184807,83
2018121855,2010118621,11,2010118405,11
2018836165,2010118621,11,2010118405,11
2018836166,2010118621,11,2010118405,11
2018836167,2017121194,12,US70181194,70
2018836168,2014120195,12,2013119647,11
2018836169,2014120195,12,2013119647,11
2018836170,2010118550,11,2010118532,11
2018836171,2010118550,11,2010118532,11
2018836172,2010118550,11,2010118532,11
2018836173,2017645177,64,US00185177,00
2018836174,2017645177,64,US00185177,00
2018836175,2016833860,83,2016001498,00
2018836176,2016833860,83,2016001498,00
2018836177,2016120977,12,US83170977,83
2018836178,2016120977,12,US83170977,83
2018836179,2013119960,11,US83149960,83
2018836180,2013119960,11,US83149960,83
2018836181,2015832740,83,2013000741,00
2018836182,2015832740,83,2013000741,00
2018121856,2011118721,11,2010118107,11
2018121857,2011118721,11,2010118107,11
2018836183,2014455490,45,2012454411,45
2018457093,2015455959,45,2014006300,00
2018457094,2015455959,45,2014006300,00
2018836184,2015456203,45,2016120801,12
2018457095,2011453853,45,2011453862,45
2018457096,2011453853,45,2011453862,45
2018121858,2015120562,12,2014000736,00
2018121859,2015120562,12,2014000736,00
2018645235,2011005093,00,2013644942,64
2018645236,2011005093,00,2013644942,64
D201890371,2011119037,11,US83139037,83
D201890372,2011119037,11,US83139037,83
D201890373,2011119037,11,US83139037,83
2018457097,2015456003,45,2012454366,45
2018457098,2015456003,45,2012454366,45
2018836185,2016833906,83,US70173906,70
2018836186,2016833906,83,US70173906,70
2018121860,2015120346,12,2014120041,12
2018121861,2015120346,12,2014120041,12
2018457099,2012454300,45,2011453802,45
2018457100,2012454300,45,2011453802,45
2018121862,2010118131,11,US82128131,82
2018121863,2010118131,11,US82128131,82
2018121864,2010118131,11,US82128131,82
2018121865,2015120685,12,2015120570,12
2018121866,2015120685,12,2015120570,12
2018836187,2017834236,83,2015832682,83
2018836188,2017456636,45,US00186636,00
2018836189,2017456636,45,US00186636,00
2018121867,2015120402,12,2014119999,11
2018836190,2015120402,12,2014119999,11
2018060342,2017059848,05,2016059384,05
2018060343,2017059848,05,2016059384,05
D201898483,2017059848,05,2016059384,05
2018457101,2012454676,45,2012454366,45
2018457102,2012454676,45,2012454366,45
2018510120,2017835080,83,US00185080,00
2018510121,2017835080,83,US00185080,00
2018510122,2017121452,12,US00181452,00
2018457103,2016456567,45,US70176567,70
2018510123,2017059910,05,US83189910,83
2018457104,2013454995,45,2012454552,45
2018457105,2013454995,45,2012454552,45
2018121868,2016121050,12,US70171050,70
2018121869,2016121050,12,US70171050,70
2018836191,2016120884,12,2016701863,70
2018457106,2014455608,45,2012454656,45
2018457107,2014455608,45,2012454656,45
2018836192,2017701992,70,US83181992,83
2018836193,2017701992,70,US83181992,83
2018702177,2017835061,83,2016833484,83
2018121870,2014120162,12,2015001125,00
2018121871,2014120162,12,2015001125,00
2018121872,2014120162,12,2015001125,00
2018836194,2017835062,83,US00185062,00
2018836195,2017834956,83,US83184956,83
2018836196,2017121359,12,US83181359,83
2018645237,2011005097,00,2013644942,64
2018645238,2011005097,00,2013644942,64
2018457108,2014455435,45,2012454336,45
D201854352,2014455435,45,2012454336,45
2018457109,2016456476,45,US70176476,70
2018702178,2016701753,70,US83171753,83
2018702179,2016701753,70,US83171753,83
2018457110,2016456306,45,2015006580,00
2018457111,2016456306,45,2015006580,00
2018836197,2017121397,12,US00181397,00
2018121873,2016121092,12,US83171092,83
2018121874,2014120185,12,2012119194,11
2018121875,2014120185,12,2012119194,11
2018457112,2014455811,45,2012454411,45
2018457113,2014455811,45,2012454411,45
2018457114,2013454951,45,2012454552,45
2018457115,2013454951,45,2012454552,45
2018457116,2014455674,45,2015455845,45
2018457117,2014455674,45,2015455845,45
2018121876,2016121098,12,US00171098,00
2018121877,2016121098,12,US00171098,00
2018836198,2017456814,45,US00186814,00
2018836199,2015456020,45,2013006302,00
2018836200,2015456020,45,2013006302,00
2018836201,2017701983,70,US83181983,83
2018121878,2013119592,11,US83149592,83
2018702180,2017834313,83,2016833484,83
2018836202,2017834834,83,2016833427,83
2018457118,2012454426,45,2012454422,45
2018457119,2012454426,45,2012454422,45
2018836203,2015832832,83,2016006581,00
2018836204,2015832832,83,2016006581,00
2018702181,2017834488,83,2016833332,83
2018836205,2012454462,45,2010453433,45
2018836206,2012454462,45,2010453433,45
2018836207,2016120875,12,US83170875,83
D201808752,2016120875,12,US83170875,83
2018702182,2017834686,83,2016833484,83
2018702183,2017834686,83,2016833484,83
2018702184,2014701542,70,2014701564,70
2018702185,2014701542,70,2014701564,70
2018121879,2015120527,12,2013000741,00
2018121880,2015120527,12,2013000741,00
2018457120,2016456310,45,US70176310,70
2018121881,2016120855,12,US00170855,00
2018836208,2017701961,70,US83181961,83
2018836209,2017701961,70,US83181961,83
2018457121,2014455817,45,2014455424,45
2018457122,2014455817,45,2014455424,45
2018836210,2015832874,83,2014000733,00
2018836211,2015456205,45,2015004102,00
2018457123,2014455597,45,2012454336,45
2018457124,2014455597,45,2012454336,45
2018121882,2015120407,12,2015120548,12
2018121883,2016120930,12,2015001125,00
2018121884,2016120930,12,2015001125,00
2018121885,2012119230,11,2010118405,11
2018121886,2012119230,11,2010118405,11
D201892303,2012119230,11,2010118405,11
2018121887,2013119872,11,US83149872,83
2018121888,2013119872,11,US83149872,83
2018836212,2017701976,70,US83181976,83
2018836213,2017701976,70,US83181976,83
2018836214,2016456355,45,US00176355,00
2018457125,2015456209,45,2015004105,00
2018457126,2015456209,45,2015004105,00
2018702186,2017834558,83,2016833484,83
2018702187,2017701939,70,US70181939,70
2018836215,2015832708,83,2014000733,00
2018836216,2015832708,83,2014000733,00
2018836217,2014455449,45,2014455603,45
2018836218,2014455449,45,2014455603,45
2018836219,2017645186,64,US00185186,00
2018457127,2016456498,45,2014006297,00
D201864982,2016456498,45,2014006297,00
2018836220,2015832778,83,2014001500,00
2018836221,2015832739,83,2015001126,00
2018836222,2015832739,83,2015001126,00
D201827393,2015832739,83,2015001126,00
2018836223,2017456601,45,US83186601,83
2018121889,2012119141,11,2011118760,11
2018121890,2012119141,11,2011118760,11
2018836224,2011830480,83,US82120480,82
2018836225,2017121151,12,US83181151,83
2018510124,2017121413,12,US70181413,70
2018836226,2012454327,45,2010453307,45
2018836227,2012454327,45,2010453307,45
2018836228,2012454327,45,2010453307,45
2018836229,2017834697,83,US00184697,00
2018836230,2017834697,83,US00184697,00
2018457128,2012454102,45,2011453685,45
2018457129,2012454102,45,2011453685,45
2018121891,2014120060,12,2012119554,11
2018121892,2014120060,12,2012119554,11
2018836231,2015120410,12,2015120611,12
2018836232,2015120410,12,2015120611,12
D201804103,2015120410,12,2015120611,12
2018836233,2015058973,05,2014058543,05
2018836234,2015058973,05,2014058543,05
2018121893,2013119795,11,US83149795,83
2018121894,2013119795,11,US83149795,83
2018836235,2017456816,45,US70186816,70
2018836236,2017456816,45,US70186816,70
2018121895,2014120127,12,2012119194,11
2018121896,2014120127,12,2012119194,11
2018836237,2015058990,05,2015058840,05
2018836238,2015058990,05,2015058840,05
2018121897,2015120378,12,2014119992,11
2018121898,2015120378,12,2014119992,11
2018457130,2015456239,45,2013000739,00
2018836239,2017834650,83,US83184650,83
2018836240,2017834448,83,2016833688,83
2018121899,2016121085,12,2014001500,00
2018457131,2012454645,45,2010453307,45
2018457132,2012454645,45,2010453307,45
2018457133,2013455007,45,US83155007,83
2018510125,2017834663,83,US00184663,00
2018702188,2017701991,70,2016701830,70
2018121900,2014120276,12,2014000736,00
2018121901,2014120276,12,2014000736,00
2018702189,2017834898,83,2016833332,83
2018121902,2016120863,12,2014001500,00
2018121903,2016120863,12,2014001500,00
2018457134,2011453760,45,US82133760,82
2018457135,2011453760,45,US82133760,82
2018836241,2017701958,70,US00181958,00
2018836242,2016701841,70,US83181841,83
2018836243,2016701841,70,US83181841,83
2018457136,2014455512,45,2012454656,45
2018457137,2014455512,45,2012454656,45
2018510126,2011057186,05,US82127186,82
D201871862,2011057186,05,US82127186,82
2018510127,2017059740,05,US00189740,00
2018510128,2017059740,05,US00189740,00
2018836244,2017835001,83,2016833254,83
2018121904,2015120626,12,2014000735,00
2018121905,2015120626,12,2014000735,00
2018457138,2016456509,45,2016006582,00
2018457139,2016456509,45,2016006582,00
2018836245,2017701971,70,US83181971,83
2018457140,2015456234,45,2015004103,00
2018836246,2017456641,45,US00186641,00
2018836247,2017645154,64,US00185154,00
2018836248,2017645154,64,US00185154,00
2018702190,2017834259,83,2016833332,83
2018836249,2017701957,70,US83181957,83
2018121906,2012119164,11,2010118405,11
2018121907,2012119164,11,2010118405,11
2018121908,2012119164,11,2010118405,11
2018121909,2014120248,12,2012119554,11
2018121910,2014120248,12,2012119554,11
2018836250,2017701964,70,US00181964,00
2018121911,2013119589,11,2011118760,11
2018121912,2016120941,12,2016120801,12
2018457141,2012454491,45,2009452482,45
2018457142,2012454491,45,2009452482,45
2018836251,2017121336,12,US83181336,83
2018510129,2017121163,12,US83181163,83
2018836252,2015832771,83,US83172771,83
2018121913,2016120771,12,US83170771,83
2018121914,2014120042,12,2014120209,12
2018121915,2014120042,12,2014120209,12
2018836253,2017121419,12,US00181419,00
2018836254,2017121309,12,US83181309,83
2018836255,2017834742,83,US00184742,00
2018836256,2016120770,12,US70170770,70
2018836257,2017121407,12,US83181407,83
2018510130,2011056672,05,US82126672,82
2018121916,2012119398,11,2012119554,11
2018121917,2012119398,11,2012119554,11
2018836258,2017121230,12,US00181230,00
2018510131,2017121313,12,US83181313,83
2018836259,2017456858,45,US83186858,83
2018836260,2017456747,45,US70186747,70
2018836261,2015833004,83,US83173004,83
2018836262,2015833004,83,US83173004,83
2018121918,2016121067,12,US83171067,83
2018836263,2017456764,45,US00186764,00
2018702191,2016701765,70,US83171765,83
2018702192,2016701765,70,US83171765,83
2018121919,2013119799,11,2011118760,11
2018121920,2013119799,11,2011118760,11
2018121921,2012119159,11,2011118986,11
2018121922,2012119159,11,2011118986,11
2018457143,2015455935,45,2014003202,00
2018836264,2017701990,70,US00181990,00
2018836265,2017834828,83,2015004102,00
2018836266,2017834828,83,2015004102,00
2018060344,2017059906,05,2015059130,05
2018060345,2017059906,05,2015059130,05
2018510132,2017121261,12,US83181261,83
2018836267,2017456823,45,US83186823,83
2018836268,2017121319,12,US70181319,70
2018702193,2017701975,70,US70181975,70
2018702194,2017701975,70,US70181975,70
2018457144,2012454318,45,2012454366,45
2018121923,2014120063,12,2014000733,00
2018121924,2014120063,12,2014000733,00
2018121925,2014120063,12,2014000733,00
2018836269,2017121353,12,US70181353,70
2018836270,2017834735,83,2015004102,00
2018836271,2017834735,83,2015004102,00
2018836272,2017456703,45,US00186703,00
2018836273,2016456518,45,US00176518,00
D201865182,2016456518,45,US00176518,00
2018836274,2017121259,12,US70181259,70
2018836275,2017456775,45,US83186775,83
2018836276,2011830637,83,US82120637,82
2018836277,2011830637,83,US82120637,82
2018836278,2011830637,83,US82120637,82
2018836279,2017834793,83,2016833254,83
2018121926,2016121033,12,US00171033,00
2018836280,2012454234,45,2011453802,45
2018836281,2012454234,45,2011453802,45
D201811161,2016121116,12,2014001936,00
2018836282,2017456795,45,US83186795,83
2018836283,2015832785,83,2015832945,83
2018121927,2014120219,12,2012119194,11
2018121928,2014120219,12,2012119194,11
2018510133,2017835011,83,US70185011,70
2018836284,2017456763,45,US83186763,83
2018836285,2017121289,12,US00181289,00
2018836286,2015833081,83,2015456126,45
2018836287,2015833081,83,2015456126,45
2018457145,2013454865,45,2012454656,45
2018836288,2017121340,12,US83181340,83
2018836289,2017645139,64,US83185139,83
2018510134,2017456866,45,US70186866,70
2018836290,2015832894,83,2013006302,00
2018836291,2011453756,45,2011453748,45
2018836292,2011453756,45,2011453748,45
2018836293,2011454012,45,2010453077,45
2018836294,2011454012,45,2010453077,45
2018510135,2011056671,05,2010056005,05
2018836295,2016833276,83,US83173276,83
2018836296,2016833276,83,US83173276,83
2018060346,2017059960,05,2016059384,05
2018836297,2016701848,70,US00171848,00
2018836298,2016701848,70,US00171848,00
2018121929,2013119686,11,US83149686,83
2018121930,2013119686,11,US83149686,83
2018836299,2016120928,12,US70170928,70
2018836300,2016833951,83,2014006297,00
2018510136,2017456637,45,US70186637,70
2018510137,2017456637,45,US70186637,70
D201868051,2017456805,45,2016006883,00
2018510138,2017456669,45,US70186669,70
2018836301,2016059300,05,US83189300,83
2018836302,2016059300,05,US83189300,83
2018836303,2017121395,12,US83181395,83
2018836304,2015120376,12,US00170376,00
2018702195,2017834900,83,2016833332,83
2018836305,2017645170,64,US83185170,83
2018836306,2017456811,45,US83186811,83
2018836307,2017456811,45,US83186811,83
2018836308,2017121394,12,US70181394,70
2018836309,2014120024,12,2014000743,00
2018836310,2014120024,12,2014000743,00
2018702196,2015701661,70,2013701339,70
2018702197,2015701661,70,2013701339,70
2018510139,2017121316,12,US00181316,00
2018836311,2016456538,45,US83186538,83
2018836312,2016456538,45,US83186538,83
2018645239,2011005124,00,2013644942,64
2018645241,2011005124,00,2013644942,64
2018645240,2011005124,00,2013644942,64
2018836313,2013119607,11,US83149607,83
2018836314,2013119607,11,US83149607,83
2018836315,2017834871,83,US83184871,83
2018836316,2016701757,70,US70171757,70
2018836317,2015701645,70,2013701339,70
2018836318,2015701645,70,2013701339,70
2018836319,2017834286,83,2016833688,83
2018836320,2016833952,83,2016001501,00
D201881541,2013058154,05,2012057424,05
D201881542,2013058154,05,2012057424,05
2018836321,2013058154,05,2012057424,05
2018836322,2017645182,64,US83185182,83
2018836323,2017645171,64,US00185171,00
2018510140,2011056925,05,US82136925,82
2018510141,2011056925,05,US82136925,82
2018510142,2017456706,45,US83186706,83
2018836324,2016059437,05,2014058787,05
2018836325,2016059437,05,2014058787,05
2018836326,2016059437,05,2014058787,05
2018836327,2016059306,05,US83189306,83
2018836328,2016059306,05,US83189306,83
2018836329,2014120038,12,US83180038,83
2018836330,2014120038,12,US83180038,83
2018836331,2014455409,45,2012454656,45
2018836332,2014455409,45,2012454656,45
2018836333,2017645131,64,US83185131,83
2018836334,2015701666,70,2013701339,70
2018836335,2015701666,70,2013701339,70
2018836336,2016120760,12,US70170760,70
2018836337,2016456314,45,US83186314,83
2018836338,2012119274,11,2011118760,11
2018836339,2012119274,11,2011118760,11
2018836340,2017835063,83,US70185063,70
2018702198,2017701982,70,2016701781,70
2018836341,2015456243,45,2015701690,70
2018836342,2016456404,45,US83186404,83
2018836343,2017834699,83,US83184699,83
2018702199,2017834249,83,2016833332,83
2018702200,2017834249,83,2016833332,83
2018836344,2012454438,45,2010453307,45
2018836345,2011700380,70,2010700239,70
2018836346,2011700380,70,2010700239,70
2018836347,2016456395,45,US70176395,70
2018836348,2013455124,45,2012454656,45
2018836349,2015059002,05,2015004100,00
2018836350,2015059002,05,2015004100,00
2018836351,2011118814,11,2011118751,11
2018836352,2011118814,11,2011118751,11
2018836353,2017834749,83,US00184749,00
2018836354,2017834749,83,US00184749,00
2018836355,2016456524,45,US00176524,00
2018836356,2016456524,45,US00176524,00
D201970171,2018457017,45,2018457022,45
D201969421,2018456942,45,US45196942,45
D201955851,2018835585,83,US83195585,83
2019836357,2016833372,83,2013119597,11
2019836358,2016833372,83,2013119597,11
2019836359,2016833228,83,2016833283,83
2019836360,2017834561,83,2016833427,83
2019836361,2018060089,06,US83190089,83
2019702201,2016833792,83,US83173792,83
2019836362,2018835519,83,US83195519,83
D201995011,2016059501,05,2013058210,05
D201995012,2016059501,05,2013058210,05
2019060347,2017059692,05,2015058894,05
2019060348,2017059692,05,2015058894,05
2019702202,2018702033,70,US70192033,70
2019836363,2016833333,83,US83173333,83
2019836364,2016833333,83,US83173333,83
D201920661,2018702066,70,2018702036,70
D201971261,2018457126,45,2017456753,45
D201971262,2018457126,45,2017456753,45
D201971263,2018457126,45,2017456753,45
D201966671,2017456667,45,US83186667,83
2019060349,2017059647,05,2015059130,05
2019060350,2017059647,05,2015059130,05
2019836365,2017834629,83,2015004102,00
2019836366,2017834629,83,2015004102,00
2019836367,2018510081,51,US00190081,00
2019510143,2016059470,05,2016005171,00
2019510144,2016059470,05,2016005171,00
D201941931,2017834193,83,2016120908,12
D201997911,2017059791,05,2015059065,05
D201997912,2017059791,05,2015059065,05
D201997913,2017059791,05,2015059065,05
D201966341,2017456634,45,US45196634,45
D201966342,2017456634,45,US45196634,45
2019836368,2017834255,83,2016833254,83
2019510145,2016059315,05,2014058507,05
2019510146,2016059315,05,2014058507,05
2019510147,2016059315,05,2014058507,05
2019836369,2016833385,83,2013119597,11
2019836370,2016833385,83,2013119597,11
2019702203,2012700715,70,2011700524,70
2019702204,2012700715,70,2011700524,70
2019060351,2015059194,05,2013058061,05
2019060352,2015059194,05,2013058061,05
D201998551,2017059855,05,2015058894,05
2019836371,2015832763,83,2014832574,83
2019836372,2015832763,83,2014832574,83
D201946761,2017834676,83,US83194676,83
D201903321,2018060332,06,US83190332,83
2019836373,2018060332,06,US83190332,83
2019060353,2017059653,05,2015059065,05
2019060354,2017059653,05,2015059065,05
2019836374,2016833547,83,2014832544,83
2019836375,2016833547,83,2014832544,83
D201919121,2017701912,70,US70181912,70
2019060355,2016059443,05,2013058210,05
2019060356,2016059443,05,2013058210,05
2019836376,2012831102,83,2011830206,83
D201901241,2018060124,06,US06190124,06
2019836377,2017834984,83,2016120908,12
2019836378,2017834984,83,2016120908,12
2019836379,2017834984,83,2016120908,12
2019836380,2018060030,06,US83190030,83
2019836381,2018060030,06,US83190030,83
D201989141,2015058914,05,2014058543,05
D201989142,2015058914,05,2014058543,05
D201989143,2015058914,05,2014058543,05
D201989144,2015058914,05,2014058543,05
2019836382,2017834132,83,US70184132,70
2019836383,2017834132,83,US70184132,70
2019702205,2017701985,70,US00181985,00
2019060357,2014058545,05,2013058137,05
2019060358,2014058545,05,2013058137,05
2019060359,2014058545,05,2013058137,05
D201999761,2018059976,05,US70209976,70
D201915621,2018121562,12,2017001940,00
D201915622,2018121562,12,2017001940,00
D201944341,2017834434,83,US83194434,83
2019510148,2015059072,05,2014058715,05
2019510149,2015059072,05,2014058715,05
D201990723,2015059072,05,2014058715,05
2019060360,2015058988,05,2015004102,00
2019060361,2015058988,05,2015004102,00
D201989883,2015058988,05,2015004102,00
2019702206,2016833313,83,US70173313,70
2019702207,2016833313,83,US70173313,70
2019702208,2016833313,83,US70173313,70
2019702209,2013701397,70,2011700289,70
2019702210,2013701397,70,2011700289,70
2019836384,2018060113,06,US83190113,83
D201901132,2018060113,06,US83190113,83
2019702211,2016833800,83,US00173800,00
2019702212,2016833800,83,US00173800,00
2019836385,2017645171,64,US00185171,00
2019702213,2017701947,70,US83181947,83
2019060362,2017059598,05,2015058894,05
2019060363,2017059598,05,2015058894,05
2019702214,2016701749,70,US00171749,00
2019702215,2016701749,70,US00171749,00
2019836386,2018060196,06,US83190196,83
2019836387,2018060196,06,US83190196,83
2019060364,2017059842,05,2017059917,05
2019060365,2017059842,05,2017059917,05
2019510150,2017059841,05,US00189841,00
2019510151,2017059841,05,US00189841,00
D201998413,2017059841,05,US00189841,00
D201900321,2018510032,51,US51190032,51
2019836388,2018835650,83,US83195650,83
2019836389,2018835650,83,US83195650,83
D201999111,2013119911,11,US83149911,83
D201999112,2013119911,11,US83149911,83
D201999113,2013119911,11,US83149911,83
D201999114,2013119911,11,US83149911,83
2019060366,2017059584,05,US83189584,83
2019060367,2017059584,05,US83189584,83
2019060368,2017059584,05,US83189584,83
2019060369,2013058054,05,2012057881,05
2019060370,2013058054,05,2012057881,05
2019836390,2017456836,45,US70186836,70
2019836391,2017456836,45,US70186836,70
2019510152,2016059272,05,2014058787,05
2019510153,2016059272,05,2014058787,05
2019060371,2016059460,05,2013058210,05
2019060372,2016059460,05,2013058210,05
2019060373,2016059460,05,2013058210,05
2019836392,2017834788,83,US83184788,83
2019836393,2017834788,83,US83184788,83
2019836394,2016456374,45,US70176374,70
2019836395,2016456374,45,US70176374,70
2019836396,2016833235,83,2014832458,83
2019836397,2016456429,45,US83176429,83
D201964292,2016456429,45,US83176429,83
2019836398,2018060234,06,US83190234,83
2019060374,2017059605,05,2017059641,05
2019060375,2017059605,05,2017059641,05
2019836399,2017834701,83,US83184701,83
2019836400,2017834701,83,US83184701,83
2019836401,2018510132,51,US00190132,00
2019060376,2016059380,05,2013058210,05
2019060377,2016059380,05,2013058210,05
D201958491,2018835849,83,US83195849,83
D201958492,2018835849,83,US83195849,83
D201958493,2018835849,83,US83195849,83
2019702216,2017701896,70,US83181896,83
D201908311,2016120831,12,2014001500,00
D201908312,2016120831,12,2014001500,00
2019060378,2015059229,05,2015059233,05
2019060379,2015059229,05,2015059233,05
2019702217,2017834306,83,2016833332,83
2019836402,2016833412,83,2014003203,00
2019836403,2016833412,83,2014003203,00
2019836404,2015832907,83,2016833355,83
2019836405,2015832907,83,2016833355,83
2019060380,2015059117,05,2017059684,05
2019060381,2015059117,05,2017059684,05
2019060382,2014058468,05,2013058137,05
2019060383,2014058468,05,2013058137,05
2019060384,2014058468,05,2013058137,05
D201968171,2017456817,45,US83186817,83
D201968172,2017456817,45,US83186817,83
2019510154,2015059195,05,2013058061,05
2019510155,2015059195,05,2013058061,05
2019510156,2015059195,05,2013058061,05
2019702218,2016701751,70,US70171751,70
2019702219,2016701751,70,US70171751,70
2019060385,2013058155,05,2013058376,05
2019060386,2013058155,05,2013058376,05
2019060387,2013058155,05,2013058376,05
2019060388,2016059430,05,2013058210,05
2019060389,2016059430,05,2013058210,05
2019836406,2018060052,06,US83190052,83
2019702220,2016833793,83,US00173793,00
2019702221,2012700920,70,2011700289,70
2019702222,2012700920,70,2011700289,70
D201991581,2015059158,05,2016005163,00
D201991582,2015059158,05,2016005163,00
2019510157,2015059158,05,2016005163,00
2019836407,2015832799,83,2013644942,64
2019836408,2015832799,83,2013644942,64
2019836409,2015832799,83,2013644942,64
2019060390,2016059512,05,2014058507,05
2019060391,2016059512,05,2014058507,05
2019060392,2016059512,05,2014058507,05
D201950101,2017835010,83,US83195010,83
D201950102,2017835010,83,US83195010,83
2019836410,2018060232,06,US83190232,83
2019836411,2018060232,06,US83190232,83
2019060393,2017059891,05,2015059130,05
2019645268,2017645139,64,US83185139,83
2019060394,2016059299,05,2013058210,05
2019060395,2016059299,05,2013058210,05
2019836412,2016456446,45,US70176446,70
D201964462,2016456446,45,US70176446,70
2019836413,2016456446,45,US70176446,70
2019060396,2015058958,05,2013058210,05
2019060397,2015058958,05,2013058210,05
2019060398,2017059781,05,2015059130,05
2019060399,2017059781,05,2015059130,05
2019836414,2017834239,83,2017834610,83
2019510158,2016059370,05,2015004101,00
2019510159,2016059370,05,2015004101,00
2019702223,2016701785,70,US83171785,83
2019702224,2016701785,70,US83171785,83
2019836415,2018060121,06,US00190121,00
D201901212,2018060121,06,US00190121,00
D201901213,2018060121,06,US00190121,00
2019060400,2015059012,05,2013058210,05
2019060401,2015059012,05,2013058210,05
2019836416,2017834133,83,2017834662,83
2019836417,2017834133,83,2017834662,83
2019836418,2016456364,45,US83176364,83
2019836419,2016456364,45,US83176364,83
2019060402,2015058981,05,2015059130,05
2019060403,2015058981,05,2015059130,05
2019060404,2015058981,05,2015059130,05
2019836420,2016833307,83,2016833355,83
2019836421,2018121904,12,US83191904,83
2019836422,2018121904,12,US83191904,83
2019836423,2018835830,83,US83195830,83
2019702225,2016701823,70,US00171823,00
2019702226,2016701823,70,US00171823,00
2019836424,2016004097,00,2014832458,83
2019510160,2017059944,05,2017702000,70
2019510161,2017059944,05,2017702000,70
2019702227,2012700937,70,2011700524,70
2019702228,2012700937,70,2011700524,70
2019510162,2018060202,06,US70190202,70
2019060405,2017059599,05,2017059641,05
2019836425,2015456202,45,2014006301,00
2019836426,2015456202,45,2014006301,00
2019836427,2014832336,83,2013058093,05
2019836428,2014832336,83,2013058093,05
2019836429,2018835472,83,US64195472,64
2019836430,2014455639,45,2014455603,45
