PREDICTEDID10,PREFERREDDAM,PREFDAMBRD,PREFERREDSIRE,PREFSIREBRD
D201044991,2009644499,64,2009827440,82
D201030301,2002113030,11,US11103030,11
D201030302,2002113030,11,US11103030,11
D201030303,2002113030,11,US11103030,11
D201020681,2002642068,64,US64102068,64
D201026871,2009452687,45,US45102687,45
D201026872,2009452687,45,US45102687,45
2010828696,2009055059,05,US82105059,82
2010828697,2009055059,05,US82105059,82
2010700114,2007824918,82,2008825716,82
2010700115,2007824918,82,2008825716,82
2010453059,2006450774,45,2008451982,45
2010453060,2006450774,45,2008451982,45
2010700116,2009827545,82,2008826816,82
2010700117,2007825000,82,2008825716,82
2010700118,2007825000,82,2008825716,82
2010453061,2008452239,45,2008451960,45
2010453062,2008452144,45,2008452028,45
2010453063,2008452144,45,2008452028,45
2010644637,2007643872,64,2007644107,64
2010644638,2007643872,64,2007644107,64
2010828698,2003303083,30,US82103083,82
2010828699,2003303083,30,US82103083,82
2010828700,2008826152,82,2008826042,82
2010828701,2008826152,82,2008826042,82
2010453064,2005450238,45,2007451319,45
2010700119,2008826523,82,2008826617,82
2010700120,2008826523,82,2008826617,82
2010828702,2009827309,82,2008008110,00
2010453065,2006450792,45,2008451894,45
2010828703,2007824901,82,2008826687,82
2010828704,2009827496,82,2006000535,00
2010700121,2006823748,82,2008826090,82
2010700122,2006823748,82,2008826090,82
2010453066,2008452331,45,2008452281,45
2010453067,2008452331,45,2008452281,45
2010453068,2008452300,45,2008451982,45
2010453069,2008452300,45,2008451982,45
2010700123,2008826221,82,2008826950,82
2010700124,2008826221,82,2008826950,82
2010828710,2007824598,82,2007825140,82
2010453070,2008452084,45,2008452247,45
2010453071,2008452084,45,2008452247,45
2010828706,2007825350,82,2008825886,82
2010828707,2006823299,82,2008644233,64
2010453072,2008451927,45,2007451486,45
2010453073,2008451927,45,2007451486,45
2010453074,2008452243,45,2008451982,45
2010453075,2008452243,45,2008451982,45
2010828708,2007644103,64,2008826217,82
2010828709,2007644103,64,2008826217,82
2010644639,2005643292,64,2008644267,64
2010453076,2008452083,45,2007451486,45
2010828711,2003642951,64,2008826025,82
2010828712,2003642951,64,2008826025,82
2010828713,2007825239,82,US82105239,82
2010453077,2006451234,45,2007451486,45
2010828714,2005822271,82,2007644090,64
2010828715,2005822271,82,2007644090,64
2010453078,2006451005,45,2008451960,45
2010453079,2006451005,45,2008451960,45
2010453080,2006451127,45,2007451615,45
2010453081,2006451127,45,2007451615,45
2010453082,2006451127,45,2007451615,45
2010828716,2007824826,82,2008826539,82
D201072671,2008117267,11,2009117912,11
D201072672,2008117267,11,2009117912,11
2010644640,2004643029,64,2008644267,64
2010644641,2004643029,64,2008644267,64
2010828717,2007824531,82,US82104531,82
2010828718,2007824531,82,US82104531,82
2010828719,2007644112,64,2008826217,82
2010828720,2007644112,64,2008826217,82
2010453083,2007451738,45,2008451949,45
2010453084,2007451738,45,2008451949,45
2010828721,2006643690,64,2007825398,82
2010828722,2006643690,64,2007825398,82
2010453085,2007451652,45,2008452322,45
2010828723,2009827716,82,2008826202,82
2010828724,2009055448,05,US82105448,82
2010700125,2007824446,82,2008825725,82
2010700126,2007824446,82,2008825725,82
2010828725,2006052623,05,US82102623,82
2010453086,2007451713,45,2008451923,45
2010453087,2007451713,45,2008451923,45
2010700127,2006823252,82,2008825725,82
2010700128,2006823252,82,2008825725,82
2010453088,2006451196,45,2008452028,45
2010453089,2006451196,45,2008452028,45
2010828726,2007643966,64,2007825398,82
2010828727,2007643966,64,2007825398,82
2010828728,2007825336,82,2008826506,82
2010828729,2007825336,82,2008826506,82
2010644642,2007643991,64,2008644267,64
D201066201,2007116620,11,US11106620,11
D201063521,2006116352,11,2009008645,00
D201063522,2006116352,11,2009008645,00
D201077631,2009827763,82,2009827364,82
2010453090,2008452227,45,2008451982,45
2010453091,2008452227,45,2008451982,45
2010453092,2007451708,45,2008451894,45
2010453093,2007451708,45,2008451894,45
2010828730,2006822988,82,US82102988,82
2010828731,2008826805,82,2008826506,82
2010828732,2008826805,82,2008826506,82
2010828733,2006643777,64,2007824570,82
2010828734,2006643777,64,2007824570,82
2010453094,2007451809,45,2008452322,45
2010700129,2006823011,82,2008825716,82
2010700130,2006823011,82,2008825716,82
D201052541,2009055254,05,US05105254,05
D201052542,2009055254,05,US05105254,05
2010453095,2007451307,45,2008452044,45
2010453096,2007451307,45,2008452044,45
2010453097,2007451307,45,2008452044,45
2010453098,2008451921,45,2007451319,45
2010644643,2005643305,64,2008644267,64
2010644644,2005643305,64,2008644267,64
D201033053,2005643305,64,2008644267,64
2010828735,2006823392,82,2008825886,82
2010828736,2006823392,82,2008825886,82
2010828737,2006052825,05,US82102825,82
2010828738,2006052825,05,US82102825,82
2010700131,2008826289,82,2008825725,82
D201062892,2008826289,82,2008825725,82
2010700132,2008826864,82,2008825863,82
2010700133,2008826864,82,2008825863,82
2010828740,2009827414,82,2008826430,82
D201045931,2009644593,64,US64104593,64
2010828745,2007824331,82,US82104331,82
2010828746,2007824331,82,US82104331,82
2010828747,2007451674,45,US82101674,82
2010828748,2007451674,45,US82101674,82
2010828749,2006643769,64,2008826025,82
2010828750,2006643769,64,2008826025,82
2010453100,2008452012,45,2008452281,45
2010453101,2008452012,45,2008452281,45
2010644647,2006643812,64,2008644267,64
2010828751,2006823244,82,2008644233,64
2010828752,2006823244,82,2008644233,64
2010700134,2009700016,70,2009700002,70
2010055565,2009054891,05,2008054357,05
2010055566,2009054891,05,2008054357,05
2010453102,2008452117,45,2008452028,45
2010453103,2008452117,45,2008452028,45
2010828753,2007824776,82,2008826506,82
D201047762,2007824776,82,2008826506,82
2010453104,2008452149,45,2008451960,45
2010453105,2008452149,45,2008451960,45
2010453106,2003449570,44,2008452281,45
2010828754,2009827996,82,US82107996,82
2010828755,2007825320,82,2008826687,82
2010828756,2007825320,82,2008826687,82
2010828757,2007644087,64,2008826539,82
2010453107,2009452800,45,2008452037,45
2010453108,2008452146,45,2007451615,45
2010453109,2008452146,45,2007451615,45
2010055567,2009054886,05,2008054211,05
2010700135,2009827790,82,2008825692,82
2010700136,2009827704,82,2008826374,82
2010828758,2008644366,64,2007824409,82
2010828759,2006052634,05,US82102634,82
D201026342,2006052634,05,US82102634,82
2010828760,2003303058,30,US82103058,82
2010828761,2003303058,30,US82103058,82
2010828763,2003303058,30,US82103058,82
2010828764,2003303058,30,US82103058,82
2010453110,2007451294,45,2008452224,45
2010453111,2007451294,45,2008452224,45
2010453112,2008452159,45,2008452224,45
2010453113,2008452159,45,2008452224,45
2010828765,2007824327,82,2008826687,82
2010828766,2007824327,82,2008826687,82
2010828767,2002817959,81,2008826506,82
2010828768,2002817959,81,2008826506,82
2010828769,2007825322,82,2008000091,00
2010453114,2006451145,45,2008452028,45
2010453115,2006451145,45,2008452028,45
2010828770,2003820649,82,2008825886,82
2010453116,2008452150,45,2008451926,45
2010453117,2005450541,45,2008452322,45
2010453118,2005450541,45,2008452322,45
2010828771,2009827464,82,2008826202,82
2010828772,2008826607,82,2008826687,82
2010828773,2007825181,82,US82105181,82
2010453119,2008452317,45,2008451894,45
2010453120,2008452317,45,2008451894,45
2010828774,2004821167,82,2007644090,64
2010828775,2004821167,82,2007644090,64
2010828776,2002642400,64,2008826025,82
2010828777,2002642400,64,2008826025,82
2010828778,2006643725,64,2007825140,82
2010828779,2006643725,64,2007825140,82
2010453121,2007451695,45,2008452322,45
2010453122,2007451695,45,2008452322,45
2010828780,2006643588,64,2007824409,82
2010828781,2006643588,64,2007824409,82
2010828782,2006643588,64,2007824409,82
2010453123,2008452122,45,2007451615,45
2010828783,2007824322,82,2008826539,82
2010828784,2007824322,82,2008826539,82
D201075421,2009117542,11,2009008645,00
2010644645,2007643976,64,2008644321,64
2010644646,2007643976,64,2008644321,64
2010828739,2006823511,82,US82103511,82
2010453099,2006451108,45,2007451615,45
2010828741,2008451911,45,2008825886,82
2010828742,2008451911,45,2008825886,82
2010828743,2007824825,82,2007825140,82
2010828744,2007824825,82,2007825140,82
2010453124,2006451058,45,2008451960,45
2010453125,2006451058,45,2008451960,45
2010828785,2008826045,82,2008826687,82
2010828786,2008826045,82,2008826687,82
2010644648,2007644082,64,2008644272,64
2010453126,2004449903,44,2008451960,45
2010453127,2005450714,45,2008451949,45
2010453128,2005450714,45,2008451949,45
2010453129,2005450304,45,2008452224,45
2010453130,2005450304,45,2008452224,45
2010828787,2006823477,82,2008000017,00
2010828788,2006823477,82,2008000017,00
2010828789,2006823477,82,2008000017,00
2010828790,2007825217,82,US82105217,82
2010828791,2008826519,82,2007825140,82
2010453131,2006450791,45,2008451923,45
2010453132,2006450791,45,2008451923,45
2010453133,2007451343,45,2008452281,45
2010700137,2008826915,82,2008826617,82
2010828793,2008826153,82,2008826042,82
2010828794,2007824493,82,2008826539,82
D201018471,2008451847,45,US45101847,45
2010828795,2007053044,05,US82103044,82
2010453134,2005450406,45,2008451923,45
2010453135,2005450406,45,2008451923,45
2010453136,2005450509,45,2008451926,45
2010453137,2007451518,45,2007451615,45
2010828796,2005643385,64,2008826025,82
2010828797,2005643385,64,2008826025,82
2010828798,2009827567,82,US82107567,82
2010453139,2005450344,45,2008452224,45
2010453140,2005450344,45,2008452224,45
D201021541,2008452154,45,US45102154,45
2010453141,2007451292,45,2008452028,45
2010453142,2005450460,45,2008451949,45
D201019301,2008451930,45,2009452734,45
2010453143,2008452237,45,2008452224,45
D201022372,2008452237,45,2008452224,45
2010453144,2008452081,45,2008452028,45
2010453145,2008452081,45,2008452028,45
D201044181,2008054418,05,2009054663,05
D201044182,2008054418,05,2009054663,05
2010453146,2007451302,45,2008451949,45
2010453147,2007451302,45,2008451949,45
2010055568,2009054687,05,2008054337,05
2010055569,2009054687,05,2008054337,05
2010828799,2006823552,82,2007825140,82
2010828800,2006823552,82,2007825140,82
2010828801,2007824867,82,2007825140,82
2010828802,2007824867,82,2007825140,82
2010700138,2009827389,82,2008826640,82
2010828804,2007643946,64,2008000091,00
2010453148,2008451861,45,2007451319,45
2010828805,2007825216,82,US82105216,82
2010828806,2007825216,82,US82105216,82
2010828807,2007825083,82,US82105083,82
D201065071,2008826507,82,US82106507,82
2010828808,2005643462,64,US82103462,82
2010828809,2005643462,64,US82103462,82
2010828810,2005643462,64,US82103462,82
2010453149,2007451669,45,2008452224,45
2010453150,2007451669,45,2008452224,45
2010828811,2006822998,82,US82102998,82
2010828812,2003820145,82,2008000017,00
2010828813,2003820145,82,2008000017,00
2010055570,2009054838,05,2008053967,05
2010453151,2006450943,45,2008452044,45
2010453152,2006450943,45,2008452044,45
D201004531,2005450453,45,2008452281,45
2010453153,2007451349,45,2008452247,45
D201013492,2007451349,45,2008452247,45
2010828814,2009827384,82,2008826430,82
2010453154,2005450306,45,2008452028,45
2010453155,2005450306,45,2008452028,45
2010453138,2007451518,45,2007451615,45
D201026531,2006052653,05,US82112653,82
D201026532,2006052653,05,US82112653,82
D201029981,2007052998,05,US82112998,82
D201026821,2006052682,05,US05102682,05
D201026822,2006052682,05,US05102682,05
2010700146,2008826848,82,2008826090,82
2010700147,2008826848,82,2008826090,82
2010644649,2003642989,64,2007644107,64
2010453156,2007451700,45,2007451486,45
2010453157,2007451700,45,2007451486,45
2010828817,2007644023,64,2007824409,82
2010828818,2007644023,64,2007824409,82
2010828819,2008644226,64,2007825398,82
2010828820,2008644226,64,2007825398,82
2010453158,2008452121,45,2008451894,45
2010644650,2008644330,64,2007644107,64
2010644651,2008644330,64,2007644107,64
2010453159,2006450883,45,2008451894,45
2010453160,2006450838,45,2008452247,45
2010453161,2006450838,45,2008452247,45
2010828821,2005643398,64,2007824409,82
D201044981,2009644498,64,2007644025,64
2010700139,2008826166,82,2006823521,82
2010453162,2007451633,45,2008451926,45
2010453163,2007451633,45,2008451926,45
2010453164,2005450447,45,2008452322,45
2010453165,2005450447,45,2008452322,45
2010453166,2005450447,45,2008452322,45
2010453167,2005450329,45,2008451949,45
2010453168,2005450329,45,2008451949,45
2010453169,2005450329,45,2008451949,45
D201073871,2009827387,82,2009827894,82
D201000211,2009700021,70,2009700011,70
D201000212,2009700021,70,2009700011,70
2010828822,2008825807,82,2007643987,64
2010828823,2008825807,82,2007643987,64
2010453170,2003449557,44,2007451319,45
D201077541,2009827754,82,US82117754,82
2010453171,2004449902,44,2008451923,45
2010453172,2004449902,44,2008451923,45
2010828824,2008826058,82,2008826687,82
2010828825,2008826058,82,2008826687,82
2010828826,2006823669,82,US82103669,82
2010453173,2002449048,44,2008451894,45
2010644652,2006643750,64,2007644107,64
2010644653,2006643750,64,2007644107,64
2010700140,2008826637,82,2008825725,82
2010700141,2008826637,82,2008825725,82
2010644654,2007644081,64,2008644267,64
2010453174,2009452508,45,US45102508,45
D201072501,2009827250,82,2009827737,82
2010453175,2007451828,45,2008452044,45
2010453176,2007451828,45,2008452044,45
2010453177,2004450016,45,2007451486,45
2010453178,2004450016,45,2007451486,45
2010828827,2009828021,82,US82108021,82
2010828828,2009828021,82,US82108021,82
D201054191,2009055419,05,US05105419,05
2010453179,2006451091,45,2008452281,45
2010453180,2006451091,45,2008452281,45
2010828829,2007451514,45,US82101514,82
2010828830,2007824494,82,2008826687,82
2010700142,2007824683,82,2008825725,82
2010700143,2007824683,82,2008825725,82
2010828832,2009054823,05,US82104823,82
2010828833,2009054823,05,US82104823,82
2010828834,2006823400,82,2008644233,64
2010828835,2006823400,82,2008644233,64
2010700144,2009827239,82,2008826374,82
2010644655,2005643322,64,2007644107,64
2010644656,2005643322,64,2007644107,64
2010644657,2005643322,64,2007644107,64
2010700145,2006823476,82,2008825725,82
2010644658,2005643431,64,2007644107,64
2010644659,2005643431,64,2007644107,64
2010453181,2005450242,45,2008452322,45
2010453182,2005450242,45,2008452322,45
2010453183,2005450242,45,2008452322,45
D201072971,2009827297,82,2009827737,82
2010644660,2008644172,64,2008644272,64
2010644661,2008644172,64,2008644272,64
2010828836,2007644026,64,2008826775,82
2010828837,2007644026,64,2008826775,82
D201023831,2009452383,45,2010453205,45
2010828838,2009827917,82,US82107917,82
2010828839,2007825425,82,2008826506,82
2010453184,2008452309,45,2008451923,45
2010453185,2007451382,45,2007451609,45
2010453186,2007451382,45,2007451609,45
2010828840,2008644196,64,2008826042,82
2010828841,2008644196,64,2008826042,82
2010828842,2007824317,82,2008826539,82
2010828843,2007824317,82,2008826539,82
2010453187,2007451380,45,2007451615,45
2010453188,2007451781,45,2008452247,45
2010453189,2007451781,45,2008452247,45
2010453190,2005450498,45,2008452322,45
2010453191,2005450498,45,2008452322,45
2010453192,2007451334,45,2007451486,45
2010453193,2007451334,45,2007451486,45
2010055571,2009055347,05,2008053921,05
2010828844,2006450813,45,US82100813,82
2010644662,2007643936,64,2008644321,64
D201077101,2009827710,82,2007825140,82
D201036821,2006643682,64,US64103682,64
2010828845,2005822321,82,2008826687,82
2010828846,2005822321,82,2008826687,82
2010828847,2009827901,82,US82107901,82
2010453194,2008452275,45,2008452044,45
D201078341,2009827834,82,US64117834,64
D201033131,2007053313,05,2009006529,00
D201033132,2007053313,05,2009006529,00
D201031951,2007053195,05,US05103195,05
D201031952,2007053195,05,US05103195,05
2010828848,2006823090,82,2007825140,82
2010453195,2008452334,45,2008451982,45
2010453196,2008452334,45,2008451982,45
2010828849,2008825729,82,2007825140,82
2010828850,2008825729,82,2007825140,82
2010453197,2008452148,45,2008451923,45
2010828851,2008825912,82,2008826506,82
2010828852,2009827980,82,US82107980,82
2010828853,2006643763,64,2008826775,82
2010700151,2008826812,82,2008826640,82
2010828855,2006823154,82,2008826539,82
2010828856,2006823154,82,2008826539,82
2010453198,2008452147,45,2007451319,45
2010828857,2007116923,11,US82106923,82
2010453199,2005450685,45,2007451609,45
2010453200,2005450685,45,2007451609,45
2010453201,2008452104,45,2008451894,45
2010828858,2009054626,05,US64104626,64
2010828859,2008054533,05,2008644327,64
D201045332,2008054533,05,2008644327,64
2010700148,2008826228,82,2006823521,82
2010828860,2008644209,64,2007824409,82
2010644663,2004643161,64,2007644107,64
