UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLWT_RATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
00RA00292,R0312,11,99,1,13,07,34,F,3,2,4.0,Y,96,92,127,0.647,172,172,69,0.281,2.8,3.1,60,11.2,12.1,0.0,24.63,4.39,17.8,60,1,1,5+,1.86,123.7,S8008,10,S5827,10,183,193,0.272,1.0,"F5+, SM.TSTS",2,FW,110,116,-,S1,A,0.0,  X,,,,,,,,,,12,_____,3,7,6,2000
00RA00293,R0313,11,99,1,13,07,34,F,3,2,4.0,Y,96,97,127,0.677,163,163,69,0.232,2.9,3.2,62,8.8,9.5,0.0,20.82,3.27,15.7,64,2,1,3,1.86,123.7,S8008,10,S5827,10,179,193,0.245,1.0,DUD >works,2,FW,104,106,-,D4w,DUD,0.0,DUDw,,,,,,,,,NO,12,_____,3,7,6,2000
00RA00294,R0337,11,99,1,10,07,21,M,2,2,3.0,Y,96,87,125,0.584,181,181,69,0.328,2.8,3.1,60,10.6,11.4,0.0,20.24,4.71,23.3,64,1,1,4-,1.98,143.1,S8451,10,S6724,10,204,193,0.347,1.0,MSG 10/4/00,1,IDX,121,116,-,,,0.0,MSG,,,NT,,,,0,N,,0,,3,6,6,2000
00RA00295,R0339,11,99,1,10,43,22,M,2,2,4.0,Y,96,100,127,0.677,142,142,69,0.147,2.6,2.9,62,7.0,7.6,0.0,17.83,4.03,22.6,80,2,1,3+,1.86,134.9,S8152,10,S5746,10,169,193,0.206,1.0,DUD,3,IDX,102,95,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,4,7,7,2000
00RA00296,R0352,11,99,1,10,07,24,M,2,1,4.0,Y,96,113,127,0.789,197,197,69,0.295,2.8,3.1,62,10.2,11.0,0.0,22.04,3.75,17.0,64,2,1,3+,1.86,116.0,S7990,10,S6208,10,222,193,0.325,1.0,DUD >works,1,IDX,106,112,-,D3w,DUD,0.0,24alt,,,CR,30,3,,0,S,,0,,4,7,5,2000
00RA00297,R0354,11,99,1,10,43,22,M,2,2,3.0,Y,96,98,127,0.672,181,181,69,0.291,2.7,3.0,62,8.0,8.6,0.0,21.12,3.28,15.5,64,2,1,3+,1.84,123.2,S8152,10,S7258,10,204,193,0.316,1.0,,2,IDX,103,98,-,S4,AAA,0.0,169,,,,,,,,,,14,_____,3,5,4,2000
00RA00298,R0355,11,99,1,10,43,22,M,2,2,3.0,M,96,97,127,0.662,174,174,69,0.27,3.1,3.4,60,10.0,10.8,0.0,22.01,3.75,17.0,64,2,1,3-,1.84,123.2,S8152,10,S7258,10,190,193,0.278,1.0,,1,IDX,108,114,-,S0,B,0.0,e alt,,,CL,35,3,,0,S,,0,,3,5,4,2000
00RA00299,R0372,11,99,1,13,07,31,F,3,2,7.0,Y,96,85,127,0.589,146,146,69,0.214,3.2,3.6,62,7.4,8.0,0.0,20.39,4.35,21.4,70,4,1,4+,1.82,133.1,S7842,10,S2444,10,170,193,0.254,1.0,H4,3,FW,107,101,,S2,AA,0.0,,,,,,,,,,,0,,7,13,13,2000
00RA00300,R0373,11,99,1,11,07,13,R,2,2,3.0,Y,97,99,126,0.706,142,142,69,0.151,2.7,3.0,60,7.0,7.6,0.0,22.56,5.16,22.9,62,5,1,3-,1.84,129.0,S7808,10,S7148,10,177,193,0.233,1.0,1TAG,3,LWW,101,91,,SP,B,0.0,,,,,,,,,,,0,,3,5,5,2000
00RA00301,R0374,11,99,1,11,07,13,R,2,2,3.0,Y,97,81,126,0.565,113,113,69,0.112,2.4,2.7,62,6.0,6.5,0.0,20.7,4.83,23.3,64,1,1,4,1.84,129.0,S7808,10,S7148,10,140,193,0.176,1.0,RUNT,3,LWW,95,84,,S1,A,0.0,,,,,,,,,,,0,,3,5,5,2000
00RA00302,R0375,11,99,1,11,07,11,R,2,2,2.0,Y,97,77,126,0.531,146,146,69,0.242,2.4,2.7,62,7.2,7.8,0.0,21.26,4.69,22.1,64,1,1,3-,1.86,130.3,S8224,10,S8180,10,166,193,0.266,1.0,DUD >works,1,LWW,102,90,-,D3w,DUD,0.0,,,,CR,60,3,,0,E,,0,,2,3,3,2000
00RA00303,R0376,11,99,1,11,07,11,R,2,2,2.0,Y,97,77,126,0.532,116,116,69,0.137,2.4,2.7,62,6.8,7.4,0.0,21.29,4.61,21.7,64,1,1,3,1.86,130.3,S8224,10,S8180,10,147,193,0.209,1.0,,3,LWW,99,88,,S3,AA,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00304,R0391,11,99,1,13,43,33,F,1,1,2.0,Y,97,115,126,0.801,170,170,69,0.193,2.7,3.0,64,9.8,10.6,0.0,19.49,4.35,22.3,70,1,1,3-,1.53,103.5,S8098,10,S7790,10,188,193,0.218,1.0,"NICE, DUDwrks",1,FW,94,111,-,D3w,DUD,0.0,,,,CR,65,3,,5,E,,0,,1,1,1,2000
00RA00305,R0394,11,99,1,11,07,14,R,2,1,5.0,Y,97,113,126,0.79,181,181,69,0.239,2.8,3.1,62,7.8,8.4,0.0,19.78,3.79,19.1,70,1,1,2-,1.83,111.8,S8442,10,S4715,10,206,193,0.278,1.0,DUD,3,LWW,96,99,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,5,9,7,2000
00RA00306,R0402,11,99,1,12,07,88,C,3,2,6.0,Y,97,85,126,0.595,138,138,69,0.186,3.0,3.3,62,7.6,8.2,0.0,21.38,3.84,18.0,64,1,1,3,2.27,134.4,S8622,10,S3848,10,170,193,0.254,1.0,,1,CTL,107,98,-,S1,A,0.0,88,,,CL,40,3,,0,S,,0,,6,15,11,2000
00RA00307,R0405,11,99,1,12,07,89,C,3,2,5.0,Y,97,93,126,0.652,173,173,69,0.281,2.8,3.1,62,10.0,10.8,0.0,22.35,3.91,17.5,62,2,1,3,1.94,142.8,S8575,10,S4721,10,208,193,0.343,1.0,NICE ctrl,2,CTL,120,111,-,S0,B,0.0,DEAD,,,,,,,,,,12,_____,5,10,9,2000
00RA00308,R0410,11,99,1,12,43,87,C,2,2,2.0,Y,97,84,126,0.588,138,138,69,0.189,2.8,3.1,60,6.6,7.1,0.0,21.9,4.66,21.3,64,2,1,4,1.86,126.8,S8268,10,S7840,10,165,193,0.242,1.0,"DUD, D6",1,CTL,99,90,-,D4,DUD,0.0,87x,,,CR,40,3,,0,S,,0,,2,3,3,2000
00RA00309,R0413,11,99,1,11,07,12,R,2,2,2.0,Y,97,84,126,0.565,153,153,69,0.242,2.9,3.2,60,7.0,7.6,0.0,23.53,4.47,19.0,60,1,1,3+,1.86,134.2,S7874,10,S7956,10,180,193,0.287,1.0,"DUD, JUMPER",2,LWW,106,92,-,D4,DUD,0.0,DUD,,,,,,,,,NO,12,_____,2,3,3,2000
00RA00310,R0414,11,99,1,11,07,12,R,2,2,2.0,Y,97,92,126,0.638,144,144,69,0.182,2.8,3.1,62,8.2,8.9,0.0,22.09,4.78,21.7,62,1,1,3,1.86,134.2,S7874,10,S7956,10,170,193,0.233,1.0,DUD,1,LWW,107,100,-,D3,DUD,0.0,,,,CR,50,3,,0,S,,0,,2,3,3,2000
00RA00311,R0415,11,99,1,11,07,14,R,2,2,5.0,Y,97,102,126,0.698,147,147,69,0.158,2.8,3.1,62,8.2,8.9,0.0,22.93,4.7,20.5,62,2,1,3+,1.72,127.1,S8442,10,S4970,10,175,193,0.218,1.0,DUD,3,LWW,103,99,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,5,8,8,2000
00RA00312,R0434,11,99,1,11,07,14,R,2,2,2.0,Y,98,93,125,0.654,159,159,69,0.232,2.6,2.9,62,6.2,6.7,0.0,20.04,4.05,20.2,70,3,1,3,1.86,140.2,S8442,10,S7928,10,186,193,0.278,1.0,"DUD, HOMO?",1,LWW,106,87,-,MO,MOR,0.0,14x,,,CR,45,3,,5,S,,0,,2,3,3,2000
00RA00313,R0449,11,99,1,11,07,11,R,1,1,3.0,Y,98,115,125,0.811,193,193,69,0.274,2.9,3.2,60,11.0,11.9,0.0,22.27,3.7,16.6,62,1,1,3-,1.55,114.7,S8224,10,S6960,10,214,193,0.296,1.0,,2,LWW,107,118,-,S2,AA,0.0,158,,,,,,,,,,12,_____,3,3,3,2000
00RA00314,R0463,11,99,1,11,07,13,R,1,1,2.0,Y,98,94,125,0.672,144,144,69,0.175,2.5,2.8,62,6.4,7.0,0.0,20.0,3.91,19.5,70,1,1,3-,1.69,119.6,S7808,10,S8145,10,173,193,0.236,1.0,DUD,3,LWW,94,88,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,2,2,2,2000
00RA00315,R0468,11,99,1,10,07,21,M,2,2,4.0,Y,98,89,125,0.602,158,158,69,0.242,2.2,2.5,62,7.4,8.0,0.0,20.36,4.25,20.9,70,1,1,4-,1.98,141.6,S8451,10,S6110,10,197,193,0.322,1.0,"L.TST, SMALL",3,IDX,110,91,,,,0.0,,,,,,,,,,,0,,4,8,8,2000
00RA00316,R0469,11,99,1,10,07,21,M,2,2,4.0,Y,98,99,125,0.69,139,139,69,0.14,2.8,3.1,64,7.4,8.0,0.0,18.79,3.91,20.8,80,1,1,3+,1.98,141.6,S8451,10,S6110,10,177,193,0.233,1.0,DUD,1,IDX,108,98,-,D3,DUD,0.0,21alt,,,NT,,,,0,Q,,0,,4,8,8,2000
00RA00317,R0475,11,99,1,13,43,32,F,2,2,5.0,Y,99,98,124,0.701,179,179,69,0.284,3.1,3.5,62,8.6,9.4,0.0,20.89,3.64,17.4,64,1,1,3+,1.72,115.0,S8781,10,S5246,10,213,193,0.343,1.0,4TEATS,1,FW,104,108,-,S1,A,0.0,32,,,CR,60,3,,0,E,,0,,4,8,7,2000
00RA00318,R0476,11,99,1,13,43,32,F,2,2,5.0,Y,99,71,124,0.485,169,169,69,0.344,2.4,2.7,62,7.2,7.8,0.0,20.36,3.8,18.7,70,1,1,3+,1.72,115.0,S8781,10,S5246,10,197,193,0.376,1.0,DUD,2,FW,99,91,-,D4,DUD,0.0,DUD,,,,,,,,,NO,14,_____,4,8,7,2000
00RA00319,R0492,11,99,1,13,43,34,F,1,1,3.0,Y,99,107,124,0.756,177,177,69,0.246,3.2,3.6,64,10.6,11.5,0.0,20.05,3.51,17.5,70,1,1,5+,1.84,122.6,S8008,10,S7437,10,208,193,0.301,1.0,,1,FW,111,122,-,S1,A,0.0,34,,,CR,40,3,,0,S,,0,,3,5,4,2000
00RA00320,R0507,11,99,1,11,07,11,R,2,2,3.0,Y,99,100,124,0.703,144,144,69,0.154,3.2,3.6,62,7.0,7.6,0.0,20.48,4.3,21.0,70,2,1,3+,1.69,119.6,S8224,10,S6720,10,180,193,0.239,1.0,,3,LWW,98,99,,S1,A,0.0,,,,,,,,,,,0,,3,4,4,2000
00RA00321,R0529,11,99,1,10,43,23,M,3,2,7.0,Y,100,86,123,0.608,147,147,69,0.214,2.9,3.3,60,8.4,9.2,0.0,21.01,4.08,19.4,64,5,1,3-,1.91,133.9,S8043,10,S3174,10,175,193,0.266,1.0,"H5,CUT",1,IDX,109,105,-,S1,A,0.0,23,,,CL,40,3,,0,S,,0,,7,14,13,2000
00RA00322,R0532,11,99,1,12,43,85,C,2,2,7.0,Y,100,86,123,0.596,149,149,69,0.221,2.2,2.5,64,8.0,8.7,0.0,19.5,3.87,19.9,70,1,1,2,1.82,115.3,S8059,10,S2306,10,171,193,0.254,1.0,also BPEN 87,1,CTL,96,95,-,S1,A,0.0,85,,,CR,65,3,,0,E,,0,,6,13,11,2000
00RA00323,R0547,11,99,1,13,43,32,F,2,2,4.0,Y,100,69,121,0.455,146,146,69,0.268,3.2,3.6,62,7.2,7.9,0.0,20.0,3.62,18.1,70,2,1,3-,1.61,109.6,S8781,10,S6103,10,168,193,0.294,1.0,,1,FW,96,101,-,S1,A,0.0,32alt,,,CR,60,3,,5,E,,0,,3,5,5,2000
00RA00324,R0554,11,99,1,11,07,14,R,2,2,2.0,Y,100,90,123,0.633,156,156,69,0.232,2.4,2.7,64,6.8,7.4,0.0,20.05,4.57,22.8,70,2,1,3,1.86,128.5,S8442,10,S8465,10,186,193,0.287,1.0,FIX BIG TAG**,3,LWW,101,89,,S2,AA,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00325,R0555,11,99,1,11,07,14,R,2,2,2.0,Y,100,91,123,0.633,132,132,69,0.144,2.3,2.6,62,6.4,7.0,0.0,17.6,4.15,23.6,70,2,1,3-,1.86,128.5,S8442,10,S8465,10,162,193,0.212,1.0,FIDX:89,3,LWW,97,89,,S2,AA,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00326,R0573,11,99,1,11,43,13,R,3,2,5.0,Y,101,87,120,0.632,143,143,69,0.195,2.4,2.7,62,7.6,8.3,0.0,21.44,4.68,21.8,64,2,1,3-,1.94,129.6,S7808,10,S4691,10,179,193,0.273,1.0,DUD,1,LWW,103,93,-,D3,DUD,0.0,13alt,,,CR,50,3,,0,S,,0,,5,10,9,2000
00RA00327,R0588,11,99,1,11,07,12,R,3,2,2.0,Y,101,78,120,0.577,127,127,69,0.171,1.9,2.1,62,4.5,4.9,0.0,20.36,4.12,20.2,70,1,1,3+,2.03,135.2,S7874,10,S7782,10,156,193,0.231,1.0,DUD,3,LWW,95,69,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,2,4,4,2000
00RA00328,R0598,11,99,1,10,43,23,M,1,2,3.0,Y,101,98,120,0.708,175,175,69,0.268,2.8,3.2,62,9.8,10.7,0.0,21.78,4.0,18.4,64,2,1,4+,1.55,117.6,S8043,10,S7240,10,198,193,0.297,1.0,MSG 10/27/00,1,IDX,105,112,-,S3,AA,0.0,23msg,,,CR,45,3,,0,S,,0,,3,3,4,2000
00RA00329,R0602,11,99,1,12,43,89,C,2,2,2.0,Y,101,81,120,0.617,115,115,69,0.118,3.1,3.5,60,6.2,6.8,0.0,21.82,4.97,22.8,64,6,1,3,1.86,125.9,S8575,10,S8070,10,150,193,0.205,1.0,H6,3,CTL,98,92,,S3,AA,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00330,R0608,11,99,1,13,43,33,F,2,2,3.0,Y,101,84,120,0.606,132,132,69,0.167,2.8,3.2,62,8.2,9.0,0.0,19.72,3.8,19.3,70,1,1,3,1.98,129.8,S8098,10,S6721,10,160,193,0.226,1.0,,3,FW,105,104,,S2,AA,0.0,,,,,,,,,,,0,,3,6,5,2000
00RA00331,R0611,11,99,1,13,07,34,F,1,1,2.0,Y,101,96,120,0.691,174,174,69,0.272,3.2,3.6,64,10.0,11.0,0.0,20.04,3.98,19.9,70,1,1,3+,1.53,100.2,S8008,10,S8289,10,196,193,0.297,1.0,DUD,1,FW,98,119,-,D3,DUD,0.0,,,,CR,55,4,,0,E,,0,,1,1,1,2000
00RA00332,R0612,11,99,1,12,43,81,C,2,2,3.0,Y,101,84,120,0.606,138,138,69,0.188,3.2,3.6,62,7.8,8.5,0.0,20.08,3.74,18.6,70,3,1,3,1.84,129.8,S8775,10,S7068,10,168,193,0.249,1.0,,1,CTL,106,104,-,S0,B,0.0,81,,,CR,40,3,,0,S,,0,,3,5,5,2000
00RA00333,R0613,11,99,1,12,43,81,C,2,2,3.0,Y,101,77,120,0.552,141,141,69,0.223,2.8,3.2,62,8.0,8.8,0.0,19.02,4.39,23.1,70,4,1,3+,1.84,129.8,S8775,10,S7068,10,160,193,0.246,1.0,"H4, DUD",1,CTL,105,103,-,D3,DUD,0.0,81alt,,,CH,40,3,,0,S,,0,,3,5,5,2000
00RA00334,R0620,11,99,1,13,07,34,F,2,2,3.0,Y,101,73,120,0.523,143,143,69,0.244,2.9,3.3,60,7.8,8.5,0.0,22.22,4.14,18.6,62,1,1,4-,1.69,116.4,S8008,10,S7519,10,174,193,0.3,1.0,,3,FW,100,99,,S1,A,0.0,,,,,,,,,,,0,,3,4,4,2000
00RA00335,R0630,11,99,1,10,43,24,M,2,2,5.0,Y,101,85,120,0.606,167,167,69,0.286,3.0,3.4,62,7.0,7.7,0.0,18.27,3.21,17.6,80,7,1,3+,1.72,121.7,S7990,10,S4963,10,189,193,0.309,1.0,"H7, DUD",2,IDX,102,100,-,D4,DUD,0.0,DUD,,,,,,,,,NO,14,_____,5,8,8,2000
00RA00336,R0635,11,99,1,10,07,21,M,1,1,2.0,Y,101,97,120,0.708,173,173,69,0.265,2.8,3.2,62,10.6,11.6,0.0,20.81,4.52,21.7,64,3,1,3,1.69,117.3,S8451,10,S7857,10,194,193,0.288,1.0,,1,IDX,107,118,-,S4,AAA,0.0,21,,,CL,60,3,,0,E,,0,,2,2,2,2000
00RA00337,R0644,11,99,1,12,42,83,C,2,2,5.0,Y,102,89,119,0.645,165,165,69,0.265,2.3,2.6,62,7.6,8.4,0.0,20.52,4.89,23.9,64,7,1,4+,1.72,110.8,S8059,10,S5178,10,186,193,0.288,1.0,"H7, stm:42",3,CTL,94,94,,SP,B,0.0,,,,,,,,,,,0,,4,8,7,2000
00RA00338,R0651,11,99,1,12,07,84,C,1,1,2.0,Y,102,97,119,0.717,144,144,69,0.164,2.6,2.9,62,6.8,7.5,0.0,18.78,3.5,18.6,80,2,1,5,1.86,118.5,S7847,10,S8299,10,170,193,0.217,1.0,,1,CTL,94,93,-,S0,B,0.0,84alt,,,CR,60,3,,0,E,,0,,2,3,2,2000
00RA00339,R0654,11,99,1,13,43,34,F,1,1,2.0,Y,102,88,119,0.625,171,171,69,0.289,2.7,3.1,62,9.2,10.1,0.0,19.48,3.92,20.1,70,3,1,3,1.69,115.0,S8008,10,S8512,10,191,193,0.306,1.0,X SM. TSTS,2,FW,103,109,-,S2,AA,0.0,  X,,,,,,,,,,14,_____,2,2,2,2000
00RA00340,R0660,11,99,1,11,07,12,R,2,2,2.0,Y,102,84,119,0.613,159,159,69,0.261,2.7,3.1,62,6.4,7.0,0.0,20.61,3.39,16.4,64,1,1,2-,1.86,134.7,S7874,10,S8207,10,189,193,0.312,1.0,,1,LWW,106,90,-,S1,A,0.0,12,,,CR,60,3,,0,E,,0,,2,3,3,2000
00RA00341,R0665,11,99,1,12,07,82,C,2,1,2.0,Y,102,98,119,0.731,162,162,69,0.223,3.2,3.6,62,7.4,8.1,0.0,19.91,3.84,19.3,70,1,1,3,1.86,119.2,S7777,10,S8280,10,197,193,0.294,1.0,DUD >work,1,CTL,101,102,-,D3w,DUD,0.0,82,,,CR,65,4,,0,E,,0,,2,3,2,2000
00RA00342,R0671,11,99,1,11,07,14,R,2,2,4.0,Y,102,97,121,0.702,132,132,69,0.123,2.1,2.4,62,5.2,5.7,0.0,19.77,4.7,23.8,64,1,1,2-,1.86,138.9,S8442,10,S5967,10,162,193,0.194,1.0,FIDX:77,3,LWW,98,77,,S2,AA,0.0,,,,,,,,,,,0,,4,7,7,2000
00RA00343,R0672,11,99,1,11,07,14,R,2,2,4.0,Y,102,85,121,0.593,158,158,69,0.256,2.8,3.2,60,7.8,8.6,0.0,22.09,4.92,22.3,62,1,1,3,1.86,138.9,S8442,10,S5967,10,165,193,0.239,1.0,"DUD, D6",1,LWW,109,99,-,D4,DUD,0.0,14x,,,CR,10,2,,5,Q,,0,,4,7,7,2000
00RA00344,R0678,11,99,1,13,43,32,F,2,2,5.0,Y,102,75,119,0.523,141,141,69,0.23,2.4,2.7,62,6.2,6.8,0.0,19.18,3.22,16.8,70,2,1,3+,1.61,110.7,S8781,10,S4501,10,169,193,0.279,1.0,4TEATS,3,FW,91,87,,SP,B,0.0,,,,,,,,,,,0,,4,7,7,2000
00RA00345,R0681,11,99,1,12,43,85,C,2,2,5.0,Y,102,88,119,0.638,158,158,69,0.244,2.5,2.8,62,6.6,7.3,0.0,19.21,4.17,21.7,70,1,1,3-,1.72,103.3,S8059,10,S4822,10,182,193,0.279,1.0,DUD,1,CTL,88,91,-,D3,DUD,0.0,85alt,,,CR,45,3,,5,S,,0,,4,8,6,2000
00RA00346,R0684,11,99,1,12,43,82,C,2,2,5.0,Y,102,85,119,0.633,154,154,69,0.24,2.6,2.9,62,7.0,7.7,0.0,20.44,3.79,18.5,70,2,1,5+,1.72,113.0,S7777,10,S5210,10,173,193,0.261,1.0,,1,CTL,94,93,-,S1,A,0.0,82alt,,,CR,55,3,,0,E,,0,,4,8,8,2000
00RA00347,R0685,11,99,1,12,07,86,C,2,2,3.0,Y,102,87,121,0.626,172,172,69,0.298,2.4,2.7,62,7.8,8.6,0.0,20.35,3.68,18.1,70,2,1,3-,1.69,118.7,S7896,10,S6571,10,184,193,0.29,1.0,DUD,1,CTL,99,96,-,D3,DUD,0.0,86alt,,,CL,45,2,,5,S,,0,,3,4,4,2000
00RA00348,R0702,11,99,1,12,43,88,C,2,2,3.0,Y,103,82,118,0.592,137,137,69,0.192,2.5,2.8,60,7.4,8.2,0.0,20.93,4.32,20.6,64,1,1,3-,1.55,105.2,S8622,10,S7128,10,164,193,0.243,1.0,,3,CTL,90,94,,S3,AA,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00349,R0703,11,99,1,12,43,88,C,2,2,3.0,Y,103,82,118,0.592,125,125,69,0.15,2.3,2.6,62,8.4,9.3,0.0,21.77,4.28,19.7,64,1,1,4+,1.55,105.2,S8622,10,S7128,10,172,193,0.267,1.0,DUD,1,CTL,93,98,-,D3,DUD,0.0,88alt,,,CR,55,3,,0,E,,0,,2,3,3,2000
00RA00350,R0712,11,99,1,12,07,91,C,1,1,3.0,Y,103,97,120,0.714,174,174,69,0.27,2.8,3.2,64,7.4,8.2,0.0,18.95,3.57,18.8,80,1,1,2-,1.55,100.8,S8489,10,S6668,10,197,193,0.299,1.0,,1,CTL,91,100,-,S0,B,0.0,91,,,CH,40,3,,0,S,,0,,2,3,3,2000
00RA00351,R0718,11,99,1,12,07,84,C,2,1,3.0,Y,103,109,120,0.817,152,152,69,0.151,2.8,3.2,60,9.0,9.9,0.0,22.12,4.58,20.7,62,1,1,3-,1.98,126.6,S7847,10,S6737,10,182,193,0.218,1.0,,2,CTL,105,107,-,S2,AA,0.0,DEAD,,,,,,,,,,12,_____,3,6,5,2000
00RA00352,R0735,11,99,1,10,07,22,M,2,2,4.0,Y,103,103,120,0.756,168,168,69,0.228,2.5,2.8,62,8.8,9.7,0.0,22.67,4.33,19.1,62,2,1,4,1.86,138.6,S8152,10,S5934,10,188,193,0.254,1.0,DUD,3,IDX,111,101,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,4,7,7,2000
00RA00353,R0748,11,99,1,12,43,91,C,2,1,3.0,Y,104,96,117,0.73,149,149,69,0.185,2.4,2.7,62,8.0,8.8,0.0,22.28,4.36,19.6,62,2,1,3,1.84,120.8,S8489,10,S6924,10,173,193,0.228,1.0,"WRINKLES,DUD",1,CTL,98,95,-,D3,DUD,0.0,91alt,,,CL,35,3,,0,S,,0,,3,5,4,2000
00RA00354,R0753,11,99,1,13,43,31,F,1,1,3.0,Y,104,113,117,0.855,155,155,69,0.146,2.9,3.3,62,11.2,12.4,0.0,23.31,4.26,18.3,62,2,1,3+,1.55,115.0,S7842,10,S7019,10,191,193,0.231,1.0,,1,FW,106,121,-,S1,A,0.0,e alt,,,CR,35,3,,0,S,,0,,3,3,4,2000
00RA00355,R0760,11,99,1,11,43,14,R,2,1,7.0,Y,104,93,117,0.671,170,170,69,0.268,2.8,3.2,60,10.4,11.5,0.0,21.7,4.06,18.7,64,6,1,3,1.82,127.6,S8442,10,S2379,10,201,193,0.32,1.0,DUD,1,LWW,113,116,-,D3,DUD,0.0,,,,CL,35,3,,0,S,,0,,7,13,11,2000
00RA00356,R0764,11,99,1,13,07,33,F,1,1,7.0,Y,104,97,117,0.722,185,185,69,0.307,3.1,3.5,64,10.2,11.3,0.0,19.1,3.65,19.1,80,1,1,3,1.55,112.0,S8098,10,S3045,10,197,193,0.297,1.0,,1,FW,105,121,-,S2,AA,0.0,33alt,,,CL,45,3,,0,S,,0,,7,10,10,2000
00RA00357,R0800,11,99,1,13,43,34,F,2,2,3.0,Y,104,72,119,0.521,134,134,69,0.218,2.8,3.2,62,8.6,9.5,0.0,18.39,3.07,16.7,80,2,1,3,1.55,95.6,S8008,10,S6647,10,165,193,0.278,1.0,,3,FW,91,108,,S1,A,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00358,R0826,11,99,1,10,07,24,M,2,1,7.0,Y,105,109,118,0.809,193,193,69,0.295,2.4,2.7,64,10.0,11.1,0.0,19.46,3.74,19.2,70,3,1,3-,1.73,124.5,S7990,10,S2579,10,219,193,0.328,1.0,,1,IDX,109,111,-,S0,B,0.0,24,,,CR,60,3,,5,E,,0,,7,12,10,2000
00RA00359,R0831,11,99,1,11,07,11,R,2,2,3.0,Y,105,103,118,0.773,136,136,69,0.116,2.3,2.6,62,8.4,9.3,0.0,21.56,4.81,22.3,64,1,1,3,1.84,132.8,S8224,10,S6830,10,170,193,0.2,1.0,DUD >works,1,LWW,104,98,-,D3w,DUD,0.0,11,,,CR,55,3,,0,E,,0,,3,5,5,2000
00RA00360,R0833,11,99,1,10,07,22,M,2,2,2.0,Y,105,100,118,0.745,170,170,69,0.246,2.7,3.1,64,9.0,10.0,0.0,21.17,3.72,17.6,64,1,1,3,1.86,139.3,S8152,10,S7866,10,201,193,0.301,1.0,,1,IDX,114,107,-,S0,B,0.0,22alt,,,CR,65,3,,0,E,,0,,2,3,3,2000
00RA00361,R0848,11,99,1,13,43,34,F,2,2,5.0,Y,105,101,118,0.731,184,184,69,0.291,3.0,3.4,64,10.4,11.5,0.0,20.12,3.69,18.4,70,3,1,3+,1.5,107.6,S8008,10,S5010,10,208,193,0.319,1.0,"BUCK, JAW4 so",1,FW,104,120,-,S3,AA,0.0,34alt,,,CR,55,3,,0,E,,0,,4,6,6,2000
00RA00362,R0858,11,99,1,10,07,21,M,2,2,4.0,Y,105,86,118,0.637,133,133,69,0.165,2.8,3.2,62,6.0,6.7,0.0,19.76,3.95,20.0,70,3,1,2,1.86,135.4,S8451,10,S6321,10,163,193,0.23,1.0,"X, OFF TYPE",3,IDX,103,90,,S3,AA,0.0,,,,,,,,,,,0,,4,7,7,2000
00RA00363,R0865,11,99,1,11,43,11,R,2,2,4.0,Y,106,81,117,0.609,118,118,69,0.13,2.2,2.5,64,4.0,4.5,0.0,19.37,4.46,23.0,70,1,1,3+,1.86,131.9,S8224,10,S5572,10,153,193,0.215,1.0,"L.SM.TST,SOFT",3,LWW,93,71,,,,0.0,,,,,,,,,,,0,,4,7,7,2000
00RA00364,R0867,11,99,1,13,43,32,F,2,2,5.0,Y,106,86,117,0.642,166,166,69,0.281,2.4,2.8,62,6.8,7.6,0.0,19.79,3.17,16.0,70,2,1,3+,1.5,107.9,S8781,10,S4688,10,187,193,0.301,1.0,"L.TAIL, EPI?",3,FW,92,92,,,,0.0,,,,,,,,,,,0,,5,6,6,2000
00RA00365,R0869,11,99,1,12,07,84,C,1,1,4.0,Y,106,108,117,0.797,152,152,69,0.154,3.0,3.4,62,9.0,10.0,0.0,21.66,3.69,17.0,64,5,1,4,1.48,106.7,S7847,10,S5534,10,179,193,0.212,1.0,H5,1,CTL,96,110,-,S1,A,0.0,84,,,CL,40,3,,5,S,,0,,3,4,4,2000
