UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
99RA00159,A5839,04,98,2,72,30,1,H,2,2,5.5,Y,232,90,119,0.662,146,146,0,0.35,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,2.0,99.2,A3673,04,A0258,04,170,194,0.385,0.5,NICE LAMB,1,-FL,100,,,S1,A,,,Y,,,,,,,,,,,5,11,7,1999
99RA00160,A5850,04,98,2,73,30,5,H,3,2,5.5,Y,233,97,118,0.748,157,157,0,0.375,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,2.0,100.6,A3880,04,A0269,04,154,194,0.274,0.5,,1,-FL,106,,,S4,AAA,,,Y,,,,,,,,,,,4,11,8,1999
99RA00161,A5852,04,98,2,73,30,5,H,2,2,5.5,Y,233,94,118,0.701,153,153,0,0.369,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.6,84.0,A3880,04,A0365,04,152,194,0.279,0.5,DUD,3,-FL,89,,,D3,DUD,,LIB,Y,DUD,,,,,,,,,,5,7,5,1999
99RA00162,A5857,04,98,2,73,30,6,L,2,2,4.0,Y,233,106,118,0.79,154,154,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.94,101.0,A3832,04,A1859,04,152,194,0.221,0.5,,1,-FL,98,,,S2,AA,,,Y,,,,,,,,,,,3,6,4,1999
99RA00163,A5866,04,98,2,73,30,4,L,2,2,5.5,Y,233,97,118,0.712,153,153,0,0.35,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.8,98.9,A3717,04,A0558,04,167,194,0.337,0.5,,1,-FL,102,,,S2,AA,,,Y,,,,,,,,,,,5,9,7,1999
99RA00164,A5928,04,98,2,73,30,3,H,2,1,4.5,Y,249,85,102,0.735,143,143,0,0.363,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,2.07,112.4,A3677,04,A1717,04,168,194,0.399,0.5,,1,-FL,98,,-,S1,A,,,,,,60,3,,0,S,,,,4,7,5,1999
99RA00165,A5930,04,98,2,72,30,2,L,2,2,8.0,Y,249,84,102,0.695,154,154,0,0.438,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.25,76.6,A3705,04,L6153,03,168,194,0.404,0.5,DUD,1,-FL,97,,-,D3,DUD,,LIB,,DUD,,45,3,,0,S,,,,6,10,10,1999
99RA00166,A5948,04,98,2,73,30,2,L,2,2,8.5,Y,250,81,101,0.695,143,143,0,0.388,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.38,90.1,A3705,04,L4904,03,151,194,0.337,0.5,,1,-FL,101,,-,S1,A,,,,,,65,3,,0,E,,,,7,11,11,1999
99RA00167,A5950,04,98,2,73,30,5,H,2,2,5.0,Y,250,91,101,0.769,159,159,0,0.425,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.75,110.8,A3880,04,A0866,04,165,194,0.356,0.5,,1,-FL,97,,-,S0,B,,,,,,55,3,,0,S,,,,3,6,6,1999
99RA00168,A5951,04,98,2,73,30,5,H,2,2,5.0,Y,250,91,101,0.779,157,157,0,0.413,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.75,110.8,A3880,04,A0866,04,167,194,0.365,0.5,,3,-FL,97,,,,,,,,,,,,,,,,,,3,6,6,1999
99RA00169,A5988,04,98,2,72,30,7,H,1,1,7.5,Y,252,101,99,0.879,164,164,0,0.394,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.0,68.1,A3931,04,L8171,03,152,194,0.245,0.5,"X,SMALL TSTS.",3,-FL,101,,,,,,,,,,,,,,,,,,5,8,8,1999
99RA00170,I0064,00,96,1,ID,02,,I,,,0.0,M,0,0,0,0.0,245,0,72,0.0,3.4,3.4,62,9.4,9.4,24.79,3.94,15.9,60,1,,3+,0.0,0.0,,,,,259,194,0.0,3.0,Krakow Ram,1,KRA,,,-,S3,AA,100.0,41T,,L00,,70,3,,0,E,,,,0,0,0,1999
99RA00171,J0093,00,97,1,00,06,,,,,0.0,M,0,0,0,0.0,272,0,72,0.0,4.3,4.3,60,17.6,17.6,31.18,5.28,16.9,48,1,,3+,0.0,0.0,,,,,300,194,0.0,2.0,JARVIS  93,1,JAR,,,-,S3,AA,96.0,01-,,L01,,40,3,,0,S,,,,0,0,0,1999
99RA00172,J0131,00,97,1,00,06,,,,,0.0,M,0,0,0,0.0,262,0,72,0.0,3.8,3.8,64,19.4,19.4,28.54,4.89,17.1,54,1,,3+,0.0,0.0,,,,,261,194,0.0,2.0,JARVIS 131,1,JAR,,,-,S4,AAA,79.2,02-,,L02,,50,3,,0,S,,,,0,0,0,1999
99RA00173,J0143,00,97,1,00,06,,,,,0.0,M,0,0,0,0.0,251,0,72,0.0,4.4,4.4,58,15.8,15.8,32.27,5.61,17.4,48,3,,3+,0.0,0.0,,,,,275,194,0.0,2.0,JARVIS 143,1,JAR,,,-,S1,A,84.6,03-,,L03,,60,3,,5,S,,,,0,0,0,1999
99RA00174,K0006,64,98,1,00,05,51,H,1,1,6.0,Y,89,121,126,0.855,169,169,72,0.162,3.9,4.2,56,10.2,10.7,28.11,6.76,24.0,54,2,1,3+,1.69,143.7,K8596,63,K6763,63,201,194,0.233,1.0,DUD,1,CC,,,-,D3,DUD,,LIB,,DUD,,60,3,,0,S,,,,6,10,10,1999
99RA00175,K0007,64,98,1,61,06,04,R,2,2,7.0,Y,89,107,126,0.75,188,188,72,0.274,3.5,3.8,62,10.6,11.1,24.94,5.86,23.5,60,1,1,3,1.61,123.7,K8723,63,K5685,63,221,194,0.331,1.0,,1,GXE,96,108,-,S2,AA,,,,,,55,3,,0,S,,,,7,11,9,1999
99RA00176,K0012,64,98,1,00,05,51,H,1,1,5.0,Y,90,101,125,0.696,164,164,72,0.213,3.2,3.5,56,7.2,7.6,22.74,4.15,18.3,62,2,1,2-,1.77,135.0,K8596,63,K7643,63,188,194,0.253,1.0,,1,CC,,,-,S0,B,,,,,,50,3,,0,S,,,,5,9,8,1999
99RA00177,K0016,64,98,1,00,05,52,H,2,2,2.0,Y,90,80,125,0.572,149,149,72,0.233,2.5,2.7,60,5.2,5.5,25.1,4.65,18.5,58,2,1,3,2.01,139.6,K8762,63,S7075,10,173,194,0.27,1.0,SIZE,3,CC,,,,S1,A,,,,,,,,,,,,,,2,4,4,1999
99RA00178,K0023,64,98,1,00,05,51,H,2,2,5.0,Y,91,97,124,0.693,175,175,72,0.264,3.2,3.5,60,7.2,7.6,23.15,4.98,21.5,62,1,1,3+,1.55,128.9,K8596,63,K7237,63,192,194,0.276,1.0,DUD,1,CN,,,-,D3,DUD,,LIB,,DUD,,50,3,,0,S,,,,5,7,7,1999
99RA00179,K0030,64,98,1,00,05,52,H,2,2,6.0,Y,91,97,124,0.674,175,175,72,0.264,3.1,3.4,58,8.4,8.9,24.49,5.39,22.0,60,2,1,3-,1.69,134.7,K8762,63,K6994,63,206,194,0.317,1.0,PEN 53 DUD?,1,CC,,,-,S1,A,,53A,,,,60,3,,0,S,,,,6,10,10,1999
99RA00180,K0045,64,98,1,60,06,03,M,2,2,3.0,Y,92,101,123,0.725,197,197,72,0.324,3.5,3.8,60,8.8,9.3,26.24,5.49,20.9,58,1,1,4+,1.68,145.0,K8744,63,K8517,63,227,194,0.366,1.0,"X,TINY R.TSTS",3,GXE,102,97,,,,,,,,,,,,,,,,,3,5,5,1999
99RA00181,K0058,64,98,1,61,06,03,R,2,2,5.0,Y,92,112,123,0.809,187,187,72,0.253,3.5,3.8,62,11.4,12.1,23.32,4.4,18.9,62,2,1,3+,1.55,139.4,K8744,63,K7219,63,222,194,0.32,1.0,,1,GXE,96,114,-,S0,B,,,,,,70,3,,0,E,,,,5,7,8,1999
99RA00182,K0059,64,98,1,61,06,03,R,2,2,5.0,Y,92,100,123,0.713,200,200,72,0.338,3.5,3.8,60,7.2,7.6,24.51,4.68,19.1,60,1,1,3,1.55,139.4,K8744,63,K7219,63,222,194,0.355,1.0,DUD,2,GXE,99,90,-,D4,DUD,,LIB,,DUD,,,,,,,NO,,_____,5,7,8,1999
99RA00183,K0071,64,98,1,61,06,02,R,2,2,4.0,Y,93,101,122,0.749,181,181,72,0.27,3.0,3.3,60,9.0,9.5,24.08,4.9,20.3,60,2,1,3+,1.64,140.9,K8624,63,K8428,63,214,194,0.328,1.0,,3,GXE,95,96,,S0,B,,,,Uta,,,,,,,,,,3,6,6,1999
99RA00184,K0081,64,98,1,61,06,05,R,2,2,4.0,Y,93,105,122,0.761,179,179,72,0.25,3.3,3.6,60,8.4,8.9,27.38,5.44,19.9,56,1,1,3+,1.52,108.9,K8711,63,K7871,63,213,194,0.314,1.0,,2,GXE,93,93,-,S0,B,,159,,,,,,,,,,,_____,3,5,4,1999
99RA00185,K0086,64,98,1,00,05,52,H,1,1,2.0,Y,93,93,122,0.657,152,152,72,0.199,3.1,3.4,60,7.0,7.4,23.93,5.4,22.6,60,2,1,4+,1.49,109.1,K8762,63,K8833,63,175,194,0.238,1.0,SIZE,3,CN,,,,D4,DUD,,,,,,,,,,,,,,2,2,2,1999
99RA00186,K0096,64,98,1,00,05,52,H,1,1,2.0,Y,94,98,121,0.733,166,166,72,0.23,2.1,2.3,64,5.6,6.0,20.86,3.43,16.4,64,2,1,2,1.33,81.5,K8762,63,K9177,63,198,194,0.291,1.0,BALD,1,CC,,,-,S1,A,,,,,,60,4,,0,E,,,,1,1,1,1999
99RA00187,K0116,64,98,1,62,06,04,C,1,1,7.0,Y,95,128,120,0.939,221,221,72,0.314,3.5,3.9,58,12.0,12.8,27.42,7.34,26.8,56,1,1,3+,1.61,140.5,K8723,63,K5711,63,251,194,0.358,1.0,,1,GXE,108,116,-,S0,B,,05-,,L05a,,65,3,,5,S,,,,7,11,11,1999
99RA00188,K0125,64,98,1,62,06,05,C,2,2,3.0,Y,95,96,120,0.71,180,180,72,0.284,3.2,3.5,62,10.0,10.7,28.21,5.76,20.4,54,1,1,3,1.82,135.8,K8711,63,K8735,63,197,194,0.294,1.0,,3,GXE,87,101,,S2,AA,,,,Uta,,,,,,,,,,3,6,5,1999
99RA00189,K0143,64,98,1,61,06,03,R,2,2,3.0,Y,96,98,119,0.738,202,202,72,0.351,3.7,4.1,60,9.6,10.3,28.08,4.53,16.1,54,2,1,3,1.68,141.6,K8744,63,K8999,63,220,194,0.355,1.0,DUD,2,GXE,100,104,-,D4,DUD,,LIB,,DUD,,,,,,,NO,,_____,3,5,5,1999
99RA00190,K0147,64,98,1,00,05,52,H,2,2,6.0,Y,96,87,119,0.63,192,192,72,0.355,2.9,3.2,58,8.0,8.6,24.33,4.98,20.5,60,2,1,3-,1.5,144.7,K8762,63,S3647,10,214,194,0.369,1.0,DUD,1,CC,,,-,D3,DUD,,LIB,,DUD,,50,3,,0,S,,,,6,9,9,1999
99RA00191,K0150,64,98,1,00,05,52,H,2,2,3.0,Y,96,92,119,0.68,170,170,72,0.264,3.1,3.4,58,8.2,8.8,28.33,5.83,20.6,54,3,1,3-,1.68,137.7,K8762,63,K8701,63,202,194,0.32,1.0,H3,1,CC,,,-,S2,AA,,e.3,,,,70,3,,0,E,,,,3,5,5,1999
99RA00192,K0153,64,98,1,62,06,02,C,3,2,7.0,X,96,101,119,0.755,174,174,72,0.247,2.4,2.7,62,7.2,7.7,25.29,5.17,20.4,58,2,1,3,1.72,118.3,K8624,63,K6305,63,0,0,0.0,1.0,"X,RCVR,THIN",3,GXE,,,,,,,,,,,,,,,,,,,6,12,9,1999
99RA00193,K0160,64,98,1,61,06,04,R,2,2,3.0,Y,96,103,123,0.72,210,210,72,0.366,3.7,4.1,60,7.8,8.3,25.0,5.32,21.3,58,2,1,3+,1.63,123.3,K8723,63,K7906,63,245,194,0.418,1.0,RCVR,2,GXE,112,96,-,S2,AA,,162,,,,,,,,,,,_____,3,4,4,1999
99RA00194,K0162,64,98,1,00,05,52,H,2,2,5.0,Y,96,108,119,0.804,190,190,72,0.277,3.1,3.4,60,7.4,7.9,25.8,4.67,18.1,58,1,1,3,1.77,141.0,K8762,63,K7430,63,204,194,0.279,1.0,DUD,1,CC,,,-,MO,MOR,,LIB,,DUD,,40,3,,0,S,,,,5,9,8,1999
99RA00195,K0164,64,98,1,60,06,04,M,2,2,4.0,Y,96,98,119,0.696,179,179,72,0.274,3.2,3.5,58,9.4,10.1,23.75,4.81,20.3,60,1,1,4-,1.64,139.1,K8723,63,K8034,63,210,194,0.326,1.0,,3,GXE,93,101,,S1,A,,,,Uta,,,,,,,,,,4,6,6,1999
99RA00196,K0172,64,98,1,61,06,04,R,2,2,5.0,Y,96,103,119,0.755,180,180,72,0.26,3.7,4.1,58,10.8,11.6,24.86,5.03,20.2,60,1,1,3-,1.55,136.1,K8723,63,K7041,63,201,194,0.285,1.0,DUD,3,GXE,86,113,,D4,DUD,,LIB,,DUD,,,,,,,,,,5,7,8,1999
99RA00197,K0212,64,98,1,60,06,03,M,2,2,7.0,Y,98,108,119,0.792,185,185,72,0.262,3.4,3.8,62,9.2,9.9,23.99,4.94,20.6,60,2,1,3,1.63,138.1,K8744,63,K5941,63,217,194,0.319,1.0,,2,GXE,95,102,-,S2,AA,,153,,,,,,,,,,,C5402,7,11,11,1999
99RA00198,K0225,64,98,1,60,06,03,M,2,1,6.0,Y,98,104,119,0.761,200,200,72,0.327,3.9,4.3,56,10.6,11.4,28.58,5.77,20.2,54,2,1,2-,1.79,140.4,K8744,63,K6679,63,225,194,0.354,1.0,,1,GXE,101,111,-,S2,AA,,,,L-4a,,60,3,,0,S,,,,6,11,10,1999
99RA00199,K0226,64,98,1,00,05,51,H,1,1,6.0,X,98,113,119,0.835,184,184,72,0.241,3.0,3.3,58,8.6,9.3,24.44,4.46,18.3,60,2,1,3+,1.5,108.3,K8596,63,S3757,10,0,0,0.0,1.0,"X,BIG NECK",3,CC,,,,,,,,,,,,,,,,,,,6,9,7,1999
99RA00200,K0233,64,98,1,60,06,04,M,1,2,5.0,Y,98,101,119,0.735,206,206,72,0.357,3.1,3.4,60,8.8,9.5,24.22,5.17,21.3,60,1,1,2-,1.44,130.1,K8723,63,K7159,63,231,194,0.38,1.0,,1,GXE,105,97,-,S1,A,,,,,,70,4,,0,E,,,,4,6,7,1999
99RA00201,K0236,64,98,1,00,05,52,H,2,2,3.0,Y,98,86,119,0.605,164,164,72,0.265,2.5,2.8,60,6.0,6.5,27.03,5.0,18.5,56,2,1,3,1.39,101.2,K8762,63,K8890,63,192,194,0.31,1.0,,1,CC,,,-,S0,B,,,,,,65,4,,0,E,,,,2,3,3,1999
99RA00202,K0240,64,98,1,60,06,06,M,2,2,7.0,Y,98,95,119,0.704,166,166,72,0.241,3.2,3.6,62,7.0,7.5,23.27,5.04,21.7,62,1,1,3,1.63,132.5,K9001,63,K6238,63,197,194,0.298,1.0,,3,GXE,87,89,,D4,DUD,,,,Uta,,,,,,,,,,6,11,11,1999
99RA00203,K0258,64,98,1,61,06,06,R,2,2,4.0,Y,99,108,118,0.796,224,224,72,0.395,3.9,4.4,58,10.6,11.4,26.34,5.46,20.7,58,1,1,3+,1.77,122.1,K9001,63,K8009,63,265,194,0.459,1.0,"NICE,DUD",1,GXE,124,113,-,D3,DUD,,06a,,DUD,,65,3,,0,E,,,,4,7,5,1999
99RA00204,K0268,64,98,1,60,06,01,M,1,2,4.0,Y,99,114,118,0.847,214,214,72,0.34,3.5,3.9,60,9.4,10.2,24.04,4.15,17.3,60,1,1,2,1.39,93.3,K8901,63,K8111,63,252,194,0.404,1.0,DUD,1,GXE,114,105,-,D3,DUD,,LIB,,DUD,,50,2,,0,S,,,,3,4,3,1999
99RA00205,K0269,64,98,1,00,05,51,H,2,2,3.0,Y,99,93,118,0.683,170,170,72,0.262,4.1,4.6,62,9.0,9.7,26.71,5.02,18.8,56,1,1,3,1.78,138.5,K8596,63,K8157,63,193,194,0.292,1.0,,1,CC,,,-,S1,A,,,,,,60,3,,0,S,,,,3,5,5,1999
99RA00206,K0279,64,98,1,60,06,01,M,1,1,3.0,Y,99,112,118,0.799,207,207,72,0.323,4.1,4.6,58,11.2,12.1,26.43,5.24,19.8,56,2,1,3,1.53,84.9,K8901,63,K8835,63,241,194,0.377,1.0,MR.BIG,1,GXE,107,118,-,S5,AAA,,e10,,,,70,4,,0,E,,,,3,4,2,1999
99RA00207,K0284,64,98,1,62,06,01,C,1,1,4.0,Y,99,100,118,0.736,186,186,72,0.293,3.3,3.7,62,9.6,10.4,24.27,5.67,23.3,60,1,1,2,1.39,95.1,K8901,63,K8217,63,221,194,0.354,1.0,"F2-,DUD",1,GXE,100,104,-,D3,DUD,,LIB,,DUD,,65,3,,0,E,,,,3,4,3,1999
99RA00208,K0293,64,98,1,62,06,06,C,2,2,7.0,Y,100,97,117,0.704,189,189,72,0.313,3.7,4.1,58,9.6,10.4,24.83,5.07,20.4,60,1,1,3,1.54,132.1,K9001,63,K5884,63,208,194,0.325,1.0,PINK,3,GXE,93,107,,D4,DUD,,LIB,,X,,,,,,,,,,6,10,11,1999
99RA00209,K0296,64,98,1,61,06,01,R,2,2,5.0,Y,100,99,117,0.731,200,200,72,0.344,3.1,3.5,62,8.6,9.3,23.77,3.86,16.3,60,1,1,3+,1.77,155.8,K8901,63,K7387,63,224,194,0.365,1.0,,2,GXE,102,97,-,S1,A,,164,,,,,,,,,,,_____,5,9,9,1999
99RA00210,K0299,64,98,1,00,05,52,H,2,2,6.0,Y,100,97,117,0.698,157,157,72,0.204,2.4,2.7,62,5.0,5.4,23.95,4.29,17.9,60,3,1,5,1.79,142.7,K8762,63,K6753,63,186,194,0.26,1.0,"F5,H3",1,CN,,,-,S0,B,,,,,,65,3,,0,E,,,,6,11,11,1999
99RA00211,K0329,64,98,1,00,05,51,H,1,1,3.0,Y,100,101,117,0.735,171,171,72,0.238,3.3,3.7,58,7.4,8.0,27.35,6.59,24.1,56,2,1,2,1.53,108.1,K8596,63,K8776,63,196,194,0.278,1.0,DUD,1,CN,,,-,D3,DUD,,LIB,,DUD,,40,3,,0,S,,,,3,4,4,1999
99RA00212,K0332,64,98,1,62,06,05,C,3,2,3.0,Y,101,93,114,0.732,180,180,72,0.294,3.1,3.5,58,8.4,9.1,29.38,6.69,22.8,50,1,1,3-,2.1,147.3,K8711,63,K8900,63,214,194,0.352,1.0,,2,GXE,99,92,-,S2,AA,,158,,,,,,,,,,,_____,3,8,6,1999
99RA00213,K0335,64,98,1,62,06,05,C,1,2,8.0,Y,101,109,114,0.811,217,217,72,0.365,3.1,3.5,58,10.4,11.3,24.63,4.88,19.8,60,1,1,3+,1.5,137.9,K8711,63,K4858,63,240,194,0.381,1.0,MR.BIG,1,GXE,108,107,-,S2,AA,,L-4,,L-4,,50,3,,0,S,,,,8,12,12,1999
99RA00214,K0350,64,98,1,60,06,03,M,1,1,4.0,Y,101,115,114,0.888,201,201,72,0.291,3.3,3.7,58,9.0,9.8,26.63,5.39,20.2,56,1,1,3,1.52,107.1,K8744,63,K7989,63,231,194,0.337,1.0,,2,GXE,102,99,-,S0,B,,165,,,,,,,,,,,_____,4,5,4,1999
99RA00215,K0351,64,98,1,00,05,51,H,1,1,3.0,Y,101,106,114,0.802,169,169,72,0.213,3.7,4.2,58,7.4,8.0,24.97,5.45,21.8,58,4,1,3,1.53,132.0,K8596,63,K8945,63,197,194,0.265,1.0,"H4, BUTT:4, X",1,CN,,,?,S0,B,,X,,,,55,3,,0,S,,,,3,4,4,1999
99RA00216,K0352,64,98,1,60,06,05,M,1,1,4.0,Y,101,104,114,0.793,183,183,72,0.267,3.2,3.6,60,8.2,8.9,25.14,5.01,19.9,58,1,1,3+,1.52,94.7,K8711,63,K8430,63,211,194,0.311,1.0,FIX BIG TAG,2,GXE,93,95,-,S1,A,,157,,,,,,,,,,,_____,3,5,3,1999
99RA00217,K0368,64,98,1,60,06,06,M,3,1,7.0,Y,102,99,113,0.771,167,167,72,0.23,3.3,3.7,58,7.6,8.3,26.97,5.34,19.8,56,1,1,3,1.81,145.4,K9001,63,K6172,63,205,194,0.308,1.0,,3,GXE,92,91,,S3,AA,,,,Uta,,,,,,,,,,6,13,12,1999
99RA00218,K0386,64,98,1,00,05,51,H,1,1,3.0,Y,102,95,113,0.717,177,177,72,0.277,3.5,3.9,58,9.2,10.0,26.02,5.67,21.8,58,2,1,3-,1.53,129.2,K8596,63,K8623,63,202,194,0.311,1.0,,1,CC,,,-,S1,A,,e.2,,,,50,3,,5,S,,,,3,4,4,1999
99RA00219,K0392,64,98,1,62,06,01,C,2,2,6.0,Y,102,96,113,0.727,182,182,72,0.291,3.9,4.4,60,9.2,10.0,22.5,4.63,20.6,62,2,1,3+,1.89,132.1,K8901,63,K6688,63,212,194,0.337,1.0,DUD,2,GXE,96,109,-,D4,DUD,,LIB,,DUD,,,,,,,NO,,_____,6,12,9,1999
99RA00220,K0416,64,98,1,62,06,04,C,3,2,5.0,Y,103,99,112,0.788,179,179,72,0.27,3.5,4.0,60,8.2,9.0,22.08,5.07,23.0,62,1,1,3+,1.88,114.3,K8723,63,K7096,63,204,194,0.305,1.0,PIZZLE ROT Rx,2,GXE,92,101,-,S1,A,,154,,,,,,,,,,,C5403,5,10,6,1999
99RA00221,K0428,64,98,1,60,06,06,M,2,2,5.0,Y,103,93,116,0.679,193,193,72,0.342,3.4,3.8,58,9.8,10.7,28.15,5.96,21.2,54,1,1,2+,1.58,130.7,K9001,63,K6862,63,220,194,0.374,1.0,BALD,3,GXE,102,103,,S3,AA,,,,,,,,,,,,,,4,7,7,1999
99RA00222,K0429,64,98,1,60,06,06,M,2,2,5.0,Y,103,95,116,0.703,213,213,72,0.404,3.8,4.3,56,11.6,12.7,30.24,6.8,22.5,50,1,1,3,1.58,130.7,K9001,63,K6862,63,241,194,0.429,1.0,,1,GXE,114,117,-,S2,AA,,06-,,L06,,60,3,,5,S,,,,4,7,7,1999
99RA00223,K0433,64,98,1,60,06,01,M,2,2,4.0,Y,104,95,111,0.728,206,206,72,0.375,3.3,3.7,60,9.4,10.3,24.19,4.76,19.7,60,1,1,3+,1.64,136.7,K8901,63,K7743,63,236,194,0.41,1.0,4TEATS,1,GXE,111,103,-,S0,B,,,,,,50,3,,0,S,,,,4,6,6,1999
99RA00224,K0457,64,98,1,62,06,05,C,3,2,4.0,Y,104,95,111,0.759,178,178,72,0.28,3.1,3.5,60,8.4,9.2,23.82,4.84,20.3,60,1,1,3+,1.77,104.7,K8711,63,K8243,63,207,194,0.326,1.0,DUD,2,GXE,95,96,-,D4,DUD,,LIB,,DUD,,,,,,,NO,,_____,4,7,4,1999
99RA00225,K0459,64,98,1,68,06,e.7,M,1,1,2.0,Y,104,102,111,0.806,192,192,72,0.304,3.0,3.4,60,9.4,10.3,25.45,5.75,22.6,58,1,1,3+,1.6,135.9,K8958,63,K9290,63,221,194,0.346,1.0,LAME 9/20/99,2,GXE,101,100,-,S2,AA,,X,,,,,,,,,NO,,_____,2,2,2,1999
99RA00226,K0464,64,98,1,62,06,02,C,2,2,7.0,Y,105,115,112,0.888,210,210,72,0.323,2.8,3.2,62,7.8,8.6,25.16,4.92,19.6,58,2,1,3,1.45,126.3,K8624,63,K6271,63,239,194,0.363,1.0,PIZZLE ROT Rx,2,GXE,107,90,-,S2,AA,,156,,,,,,,,,,,C5405,5,9,9,1999
99RA00227,K0481,64,98,1,60,06,05,M,2,2,4.0,Y,105,96,112,0.747,172,172,72,0.259,3.0,3.4,60,7.0,7.7,25.52,5.5,21.5,58,1,1,3,1.77,157.1,K8711,63,K8064,63,208,194,0.327,1.0,,2,GXE,95,86,-,S2,AA,,161,,,,,,,,,,,_____,4,7,7,1999
99RA00228,K0491,64,98,1,00,05,51,H,2,2,6.0,Y,106,83,111,0.635,143,143,72,0.204,3.2,3.7,58,7.2,7.9,24.57,5.4,22.0,60,2,1,3-,1.49,101.9,K8596,63,K6843,63,178,194,0.278,1.0,CN? BUTT:2,3,CN,,,,S3,AA,,,,,,,,,,,,,,6,8,6,1999
99RA00229,K0517,64,98,1,62,06,04,C,2,1,6.0,X,107,107,110,0.86,192,192,72,0.289,3.5,4.0,60,8.8,9.7,24.3,4.77,19.6,60,1,1,2,1.89,150.3,K8723,63,K6917,63,0,0,0.0,1.0,"X,ODD TSTS",3,GXE,,,,,,,,,,,,,,,,,,,6,12,11,1999
99RA00230,K0519,64,98,1,62,06,02,C,3,2,3.0,Y,107,89,110,0.733,174,174,72,0.289,2.8,3.2,60,8.0,8.8,26.35,5.44,20.7,58,1,1,4+,1.96,135.8,K8624,63,K9107,63,211,194,0.357,1.0,,2,GXE,100,90,-,S5,AAA,,163,,,,,,,,,,,_____,3,7,5,1999
99RA00231,K0531,64,98,1,62,06,03,C,2,2,4.0,Y,107,89,108,0.722,209,209,72,0.405,3.2,3.7,60,9.2,10.2,27.59,6.78,24.6,56,1,1,3,1.77,111.7,K8744,63,K7824,63,243,194,0.448,1.0,4TEATS,1,GXE,118,100,-,S1,A,,,,,,50,3,,0,S,,,,4,7,5,1999
99RA00232,K0552,64,98,1,60,06,05,M,2,2,6.0,Y,108,96,107,0.759,186,186,72,0.304,3.3,3.8,60,7.8,8.7,24.27,4.45,18.3,60,1,1,3+,1.69,136.8,K8711,63,K6904,63,215,194,0.346,1.0,RAM,2,GXE,99,96,-,S1,A,,160,,,,,,,,,,,_____,6,10,9,1999
99RA00233,K0560,64,98,1,62,06,06,C,2,2,5.0,Y,109,90,106,0.717,178,178,72,0.297,3.6,4.1,56,9.4,10.5,27.37,6.16,22.5,56,1,1,5,1.58,123.7,K9001,63,K6824,63,187,194,0.282,1.0,"COARSE,F5",3,GXE,84,105,,S0,B,,,,,,,,,,,,,,4,7,7,1999
99RA00234,K0567,64,98,1,61,06,05,R,2,2,7.0,Y,110,90,105,0.732,177,177,72,0.294,3.2,3.7,58,10.0,11.2,23.02,3.9,17.0,62,1,1,3,1.45,118.8,K8711,63,K6109,63,212,194,0.355,1.0,,1,GXE,100,109,-,S2,AA,,,,,,60,3,,0,S,,,,6,9,8,1999
99RA00235,K8363,63,95,1,00,05, 54,H,2,2,5.0,M,102,71,119,0.517,217,139,72,0.231,3.3,3.3,60,8.0,8.0,28.78,5.49,19.1,54,1,1,1-,1.58,111.2,K6972,63,K6747,63,227,194,0.269,4.0,CC HOMOZY.CLR,3,CC,,,,S2,AA,,,,,,,,,,,,,,4,7,7,1999
99RA00236,K8596,63,96,1,00,05,56,H,2,1,4.0,M,88,86,130,0.59,215,159,72,0.248,4.0,4.0,58,11.2,11.2,30.56,6.48,21.2,50,3,1,3+,1.52,106.3,K7838,63,K6959,63,223,194,0.213,3.0,H3+,3,CC,,,,S4,AAA,,,,,,,,,,,,,,4,5,5,1999
99RA00237,K8744,63,96,1,60,06,03,M,3,3,7.0,M,91,107,129,0.743,257,218,72,0.38,3.9,3.9,60,12.2,12.2,27.42,4.83,17.6,56,1,1,3+,1.64,123.4,K7266,63,K4842,63,261,194,0.346,3.0,,2,GXE,103,101,-,S3,AA,,171,,,,,,,,,,,_____,7,12,10,1999
