UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDAR,ALTID,INBRL
21RA00073,2020645397,K5397,K5397,64,20,1,,06,19,,,2,2,3.0,,90,72,105,0.566,168,168,42,0.253,3.0,,,6.0,,,22.6,4.1,18.2,62,2,,3,,,K5242,00,K5131,64,,,207,187,0.378,1.0,Horns,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,4,4.0,2021,93,0818,2945,,0.0
21RA00074,2020645402,K5402,K5402,64,20,1,,06,19,,,2,2,2.0,,90,77,105,0.61,174,174,42,0.255,2.5,,,8.0,,,24.3,4.3,17.7,60,3,,3-,,,K5242,00,K5237,64,,,205,187,0.359,1.0,SmScurs,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,1,2,2.0,2021,92,0825,3088,,0.0
21RA00075,2020645403,K5403,K5403,64,20,1,,06,18,,,2,2,5.0,,91,84,105,0.648,193,193,42,0.287,2.2,,,6.0,,,21.4,3.9,18.1,64,1,,3,,,K5155,64,K5247,00,,,235,187,0.424,1.0,.,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,4,4.0,2021,,,0,,0.0
21RA00076,2018702019,L2019,L2019,70,18,1,,PC,14,,,2,1,3.0,,70,121,128,0.858,276,216,43,0.269,3.5,,,9.0,,,31.6,6.5,20.4,48,1,,1-,,,L1864,70,L1717,70,,,308,187,0.528,3.0,X->Bitter,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,9,6.5,2021,93,1210,15752,,0.013
21RA00077,2018702046,L2046,L2046,70,18,1,,PC,15,,,2,2,6.0,,74,102,124,0.713,229,207,43,0.294,2.9,,,10.0,,,28.8,5.9,20.4,54,2,,3+,,,L1872,70,L0937,70,,,,,,3.0,Lame RF,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,16,14.0,2021,93,0614,2907,,0.007
21RA00078,2018702078,L2078,L2078,70,18,1,,PC,15,,,2,1,5.0,,79,114,119,0.844,245,216,43,0.282,2.8,,,8.0,,,29.1,7.0,24.1,54,2,,1-,,,L1872,70,L1464,70,,,294,187,0.508,3.0,ScursSlOver,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,7,12,7.0,2021,93,0818,2985,,0.008
21RA00079,2018702095,L2095,L2095,70,18,1,,PC,9,,,3,2,4.0,,82,107,116,0.803,265,242,43,0.37,2.8,,,7.0,,,28.1,5.3,18.9,54,2,,1,,,L1676,70,L1520,70,,,311,187,0.576,3.0,SlOver,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,11,5.0,2021,93,0818,3000,,0.009
21RA00080,2019702207,L2207,L2207,70,19,1,,PC,4,,,3,2,3.0,,70,94,127,0.667,233,172,43,0.217,0.0,,,10.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4489,83,Z3313,83,,,256,187,0.456,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,6,5.0,2021,93,0818,2932,,0.07
21RA00081,2019702208,L2208,L2208,70,19,1,,PC,4,,,3,2,3.0,,70,99,127,0.708,220,171,43,0.2,0.0,,,9.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4489,83,Z3313,83,,,260,187,0.454,2.0,Scurs,1,,,,,,AA,QR,,,,,22CU1,,,+CU,,,,,,,,,,,,,4,6,5.0,2021,,,0,,0.07
21RA00082,2019702209,L2209,L2209,70,19,1,,PC,7,,,2,2,6.0,,70,105,128,0.706,218,175,43,0.195,0.0,,,8.0,,,0.0,0.0,0.0,0,2,,1-,,,L1772,70,L1397,70,,,277,187,0.486,2.0,To MARC,3,,,,,,AARH,QR,,,,,,,,,,,,,,,,,,,,,7,12,10.0,2021,93,0912,3097,,0.011
21RA00083,2019702211,L2211,L2211,70,19,1,,PC,4,,,2,2,3.0,,70,107,128,0.731,200,180,43,0.203,0.0,,,10.0,,,0.0,0.0,0.0,0,1,,1,,,Z4489,83,Z3800,83,,,259,187,0.429,2.0,05BL,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,6.0,2021,93,0818,2970,,0.016
21RA00084,2019702221,L2221,L2221,70,19,1,,PC,8,,,2,2,7.0,,71,105,127,0.72,239,209,43,0.289,0.0,,,7.0,,,0.0,0.0,0.0,0,2,,1,,,L1808,70,L0920,70,,,278,187,0.489,2.0,Scurs,1,,,,,,AA,RR,,,,,23CU1,,,+CU,,,,,,,,,,,,,6,10,10.0,2021,,,0,,0.011
21RA00085,2019702232,L2232,L2232,70,19,1,,PC,13,,,2,2,7.0,,73,116,125,0.782,227,198,43,0.227,0.0,,,9.0,,,0.0,0.0,0.0,0,2,,1-,,,L1981,70,L0602,70,,,290,187,0.492,2.0,ScursSlOver,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,7,13,13.0,2021,93,0818,2915,,0.021
21RA00086,2019702234,L2234,L2234,70,19,1,,PC,4,,,2,1,3.0,,73,108,124,0.787,218,191,43,0.229,0.0,,,11.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4489,83,Z3581,83,,,,,,2.0,B. Ovis,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,93,0614,2905,,0.025
21RA00087,2019702242,L2242,L2242,70,19,1,,PC,4,,,2,2,2.0,,74,95,124,0.662,160,182,43,0.24,0.0,,,12.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4489,83,Z4313,83,,,275,187,0.508,2.0,"X Over,mites?",3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2021,93,0818,2926,,0.017
21RA00088,2019702248,L2248,L2248,70,19,1,,PC,10,,,2,2,5.0,,75,110,123,0.773,241,174,42,0.176,0.0,,,10.0,,,0.0,0.0,0.0,0,2,,2-,,,L1872,70,L1604,70,,,281,187,0.483,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,12,9.5,2021,93,0818,2993,,0.007
21RA00089,2019702250,L2250,L2250,70,19,1,,PC,12,,,1,1,3.0,,75,129,123,0.907,245,205,43,0.209,0.0,,,10.0,,,0.0,0.0,0.0,0,1,,2-,,,L1934,70,L1857,70,,,,,,2.0,CU/Multi-sire,7,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,97,0803,0,,0.01
21RA00090,2019702252,L2252,L2252,70,19,1,,PC,14,,,1,1,2.0,,75,133,123,0.957,245,188,43,0.151,0.0,,,5.0,,,0.0,0.0,0.0,0,2,,1-,,,L2000,70,L1958,70,,,276,187,0.404,2.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,4,3.0,2021,93,0818,2980,,0.014
21RA00091,2019702256,L2256,L2256,70,19,1,,PC,10,,,2,2,3.0,,75,124,123,0.892,250,190,43,0.181,0.0,,,7.0,,,0.0,0.0,0.0,0,1,,1,,,L1872,70,L1791,70,,,292,187,0.475,2.0,To MARC,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,93,0912,3096,,0.015
21RA00092,2019702268,L2268,L2268,70,19,1,,PC,4,,,2,2,3.0,,76,117,122,0.836,266,208,43,0.249,0.0,,,13.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4489,83,Z3393,83,,,312,187,0.551,2.0,X->Bitter,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2021,93,1210,15747,,0.016
21RA00093,2019702276,L2276,L2276,70,19,1,,PC,10,,,2,1,4.0,,77,130,120,0.976,261,217,43,0.237,0.0,,,13.0,,,0.0,0.0,0.0,0,4,,2-,,,L1872,70,L1717,70,,,294,187,0.462,2.0,"1"" horns",1,,,,,,AA,RR,,,,,24CU1,,,,,,,,,,,,,,,,5,9,6.5,2021,,,0,,0.012
21RA00094,2019702280,L2280,L2280,70,19,1,,PC,6,,,2,2,7.0,,77,101,121,0.703,249,218,43,0.32,0.0,,,15.0,,,0.0,0.0,0.0,0,1,,2+,,,L1756,70,L0719,70,,,286,187,0.523,2.0,25BL,1,,,,,,AA,RR,,,,,25CU1,,,+CU,,,,,,,,,,,,,7,13,11.0,2021,,,0,,0.008
21RA00095,2019702286,L2286,L2286,70,19,1,,PC,12,,,3,2,5.0,,78,105,119,0.782,232,183,43,0.212,0.0,,,13.0,,,0.0,0.0,0.0,0,2,,1,,,L1934,70,L1528,70,,,290,187,0.521,2.0,X->Bitter,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,10,8.5,2021,93,1210,15748,,0.007
21RA00096,2019702287,L2287,L2287,70,19,1,,PC,12,,,3,2,5.0,,78,97,119,0.708,,188,42,0.247,0.0,,,12.0,,,0.0,0.0,0.0,0,2,,2+,,,L1934,70,L1528,70,,,,,,2.0,ChronicDiseas,6,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,10,8.5,2021,06,0424,0,,0.007
21RA00097,2019702304,L2304,L2304,70,19,1,,PC,8,,,2,1,5.0,,80,118,117,0.881,231,211,43,0.251,0.0,,,10.0,,,0.0,0.0,0.0,0,2,,,,,L1808,70,L1573,70,,,272,187,0.434,2.0,Scurs,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,10,7.0,2021,92,0825,3085,,0.007
21RA00098,2019702335,L2335,L2335,70,19,1,,PC,8,,,2,1,3.0,,82,138,116,1.069,259,211,43,0.197,0.0,,,12.0,,,0.0,0.0,0.0,0,1,,2-,,,L1808,70,L1804,70,,,300,187,0.458,2.0,Scurs,3,,,,,,AARH,QR,,,,,,,,,,,,,,,,,,,,,4,7,5.0,2021,93,0928,15546,,0.011
21RA00099,2019702337,L2337,L2337,70,19,1,,PC,14,,,2,2,3.0,,82,85,115,0.623,220,150,43,0.175,0.0,,,10.0,,,0.0,0.0,0.0,0,1,,1-,,,L2000,70,L1845,70,,,264,187,0.504,2.0,Sale>X Lame,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,7,5.0,2021,93,0818,3087,,0.006
21RA00100,2019702341,L2341,L2341,70,19,1,,PC,7,,,2,2,5.0,,82,99,115,0.752,237,187,43,0.237,0.0,,,11.0,,,0.0,0.0,0.0,0,2,,1-,,,L1772,70,L1517,70,,,274,187,0.493,2.0,Scurs,3,,,,,,AARH,QR,,,,,,,,+CU,,,,,,,,,,,,,4,5,5.0,2021,93,0928,15544,,0.009
21RA00101,2019702356,L2356,L2356,70,19,1,,PC,11,,,2,2,2.0,,83,108,114,0.83,245,205,43,0.26,0.0,,,12.0,,,0.0,0.0,0.0,0,2,,2-,,,L1902,70,L1889,70,,,289,187,0.51,2.0,Scurs,2,,,,,,AARH,QR,,,,,,,,,,,,,,,,,,,,,2,3,2.5,2021,92,0825,3086,,0.007
21RA00102,2019702376,L2376,L2376,70,19,1,,PC,3,,,1,1,2.0,,85,111,112,0.861,248,191,43,0.213,0.0,,,6.0,,,0.0,0.0,0.0,0,2,,1,,,Z4867,83,Z4898,83,,,299,187,0.53,2.0,HeavyScurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,4,4.0,2021,93,0818,3035,,0.005
21RA00103,2019702390,L2390,L2390,70,19,1,,PC,4,,,1,1,2.0,,86,114,111,0.869,240,202,43,0.234,0.0,,,14.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4489,83,Z5061,83,,,288,187,0.49,2.0,CU/Multi-sire,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,4,3.0,2021,93,0818,3032,,0.014
21RA00104,2020702424,L2424,L2424,70,20,1,,PC,5,,,2,2,5.0,,69,103,127,0.721,193,193,43,0.251,,,,7.0,,,,,,,1,,2+,,,L2041,70,L1666,70,,,229,187,0.354,1.0,Sl.Over,1,,,,,,AA,RR,,,,,,,,+CU,,,,,,,,,,,,,5,7,7.0,2021,,,0,,0.009
21RA00105,2020702427,L2427,L2427,70,20,1,,PC,2,,,3,2,3.0,,69,89,127,0.632,186,186,43,0.271,,,,8.0,,,,,,,3,,3+,,,L1934,70,L1939,70,,,233,187,0.404,1.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,6,5.5,2021,93,0818,3026,,0.009
21RA00106,2020702429,L2429,L2429,70,20,1,,PC,2,,,3,2,3.0,,69,95,127,0.686,165,165,43,0.196,,,,8.0,,,,,,,2,,2+,,,L1934,70,L1939,70,,,,,,1.0,Scurs,6,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,5.5,2021,01,0630,0,,0.009
21RA00107,2020702436,L2436,L2436,70,20,1,,PC,9,,,2,1,2.0,,70,97,126,0.675,169,169,43,0.201,,,,7.0,,,,,,,2,,1-,,,Z4867,83,Z5299,83,,,204,187,0.301,1.0,SmScurs,3,,,,,,AA,,,,,,,,,Ltek,,,,,,,,,,,,,2,3,2.5,2021,93,0818,2983,,0.006
21RA00108,2020702437,L2437,L2437,70,20,1,,PC,5,,,1,1,2.0,,70,113,126,0.787,198,198,43,0.237,,,,5.0,,,,,,,2,,1-,,,L2041,70,L2190,70,,,248,187,0.379,1.0,Thin,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,1,1,1.0,2021,93,0818,3033,,0.009
21RA00109,2020702438,L2438,L2438,70,20,1,,PC,5,,,2,2,4.0,,71,114,125,0.797,198,198,43,0.233,2.6,,,7.0,,,26.9,5.8,21.7,56,2,,1-,,,L2041,70,L1744,70,,,238,187,0.348,1.0,ReplacedL2512,1,,,,,,AA,QR,,,,,26 e1,,,,,,,,,,,,,,,,4,6,5.0,2021,,,0,,0.008
21RA00110,2020702447,L2447,L2447,70,20,1,,PC,8,,,3,2,3.0,,71,111,125,0.774,205,205,43,0.261,,,,8.0,,,,,,,2,,2,,,L2095,70,L1975,70,,,242,187,0.368,1.0,30BLK.3RD,1,,,,,,AA,RR,,,,,27CU2,,,,,,,,,,,,,,,,3,6,4.0,2021,,,0,,0.014
21RA00111,2020702449,L2449,L2449,70,20,1,,PC,10,,,2,2,4.0,,71,94,125,0.661,172,172,43,0.217,,,,7.0,,,,,,,2,,1-,,,Z5261,83,Z3801,83,,,200,187,0.298,1.0,Scurs,1,,,,,,AA,QR,,,,,e1,,,EL,,,,,,,,,,,,,3,5,4.5,2021,,,0,,0.013
21RA00112,2020702452,L2452,L2452,70,20,1,,PC,6,,,2,1,2.0,,71,89,125,0.611,161,161,43,0.2,,,,6.0,,,,,,,2,,2-,,,L2046,70,L2147,70,,,208,187,0.334,1.0,10GRAY,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,2.0,2021,93,0818,3022,,0.014
21RA00113,2020702453,L2453,L2453,70,20,1,,PC,5,,,3,2,4.0,,72,100,124,0.742,198,198,43,0.271,,,,8.0,,,,,,,2,,2+,,,L2041,70,L1822,70,,,235,187,0.379,1.0,ReplacedL2606,1,,,,,,AA,RR,,,,,e1,,,,,,,,,,,,,,,,4,8,6.0,2021,,,0,,0.012
21RA00114,2020702455,L2455,L2455,70,20,1,,PC,2,,,2,2,2.0,,72,87,124,0.613,168,168,43,0.224,,,,8.0,,,,,,,2,,1-,,,L1934,70,L2033,70,,,224,187,0.385,1.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,93,0818,2959,,0.014
21RA00115,2020702463,L2463,L2463,70,20,1,,PC,9,,,2,2,3.0,,72,119,124,0.859,185,185,43,0.183,,,,7.0,,,,,,,2,,1-,,,Z4867,83,Z4479,83,,,232,187,0.317,1.0,Scurs,1,,,,,,AA,QR,,,,,28CU2,,,,,,,,,,,,,,,,2,3,2.5,2021,,,0,,0.005
21RA00116,2020702467,L2467,L2467,70,20,1,,PC,9,,,2,2,3.0,,72,99,124,0.704,206,206,43,0.296,,,,8.0,,,,,,,2,,2,,,Z4867,83,Z4306,83,,,261,187,0.455,1.0,ReplacedL2518,1,,,,,,AA,QR,,,,,e2,,,,,,,,,,,,,,,,3,4,3.0,2021,,,0,,0.014
21RA00117,2020702469,L2469,L2469,70,20,1,,PC,3,,,2,2,5.0,,72,85,124,0.616,146,146,43,0.169,,,,8.0,,,,,,,1,,2+,,,L2029,70,L1645,70,,,195,187,0.309,1.0,LooseScurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,7.0,2021,93,0818,2929,,0.013
21RA00118,2020702476,L2476,L2476,70,20,1,,PC,8,,,1,1,2.0,,73,124,123,0.878,205,205,43,0.224,,,,6.0,,,,,,,2,,2,,,L2095,70,L2048,70,,,260,187,0.382,1.0,LooseScurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,2.0,2021,93,0818,2986,,0.017
21RA00119,2020702480,L2480,L2480,70,20,1,,PC,3,,,2,2,4.0,,73,102,123,0.724,195,195,43,0.257,,,,9.0,,,,,,,1,,2-,,,L2029,70,L1749,70,,,254,187,0.427,1.0,V.Sl.Over,1,,,,,,AA,QR,,,,,29CU2,,,,,,,,,,,,,,,,4,7,5.0,2021,,,0,,0.01
21RA00120,2020702484,L2484,L2484,70,20,1,,PC,5,,,2,1,2.0,,73,99,123,0.701,182,182,43,0.229,,,,8.0,,,,,,,2,,1-,,,L2041,70,L2089,70,,,229,187,0.365,1.0,Scurs,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,2.0,2021,92,0825,3083,,0.013
21RA00121,2020702486,L2486,L2486,70,20,1,,PC,8,,,2,2,4.0,,73,88,123,0.622,189,189,43,0.279,,,,7.0,,,,,,,2,,2+,,,L2095,70,L1757,70,,,240,187,0.427,1.0,Scurs,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,5,5.0,2021,92,0825,3084,,0.008
21RA00122,2020702488,L2488,L2488,70,20,1,,PC,10,,,2,2,4.0,,73,96,123,0.682,166,166,43,0.193,,,,8.0,,,,,,,1,,2,,,Z5261,83,Z3399,83,,,226,187,0.365,1.0,Sl.Over,1,,,,,,AA,QR,,,,,e2,,,EL,,,,,,,,,,,,,3,5,5.0,2021,,,0,,0.013
21RA00123,2020702491,L2491,L2491,70,20,1,,PC,7,,,2,2,4.0,,73,109,123,0.756,193,193,43,0.232,,,,5.0,,,,,,,2,,2+,,,L2070,70,L1791,70,,,230,187,0.34,1.0,ScursNice,1,,,,,,AA,RR,,,,,30,,,,,,,,,,,,,,,,4,7,6.0,2021,,,0,,0.014
21RA00124,2020702493,L2493,L2493,70,20,1,,PC,6,,,2,2,4.0,,74,90,122,0.634,157,157,43,0.185,,,,6.0,,,,,,,2,,2+,,,L2046,70,L1815,70,,,208,187,0.331,1.0,SmScurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,5,5.0,2021,93,0818,2977,,0.013
21RA00125,2020702494,L2494,L2494,70,20,1,,PC,6,,,2,2,4.0,,74,100,122,0.695,201,201,43,0.278,2.4,,,8.0,,,29.9,6.7,22.5,50,3,,2+,,,L2046,70,L1815,70,,,245,187,0.407,1.0,Replaced,1,,,,,,AA,QR,,,,,e1,,,EL,,,,,,,,,,,,,4,5,5.0,2021,,,0,,0.013
21RA00126,2020702500,L2500,L2500,70,20,1,,PC,1,,,2,2,3.0,,74,91,122,0.651,186,186,43,0.262,,,,6.0,,,,,,,2,,1-,,,L1902,70,L1920,70,,,221,187,0.365,1.0,"1""horns",1,,,,,,AA,RR,,,,,e1,,,EL,,,,,,,,,,,,,3,4,4.0,2021,,,0,,0.004
21RA00127,2020702504,L2504,L2504,70,20,1,,PC,6,,,3,2,5.0,,74,102,122,0.737,200,200,43,0.27,,,,7.0,,,,,,,1,,2+,,,L2046,70,L1717,70,,,249,187,0.413,1.0,50BL,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,9,6.5,2021,93,0818,2991,,0.012
21RA00128,2020702506,L2506,L2506,70,20,1,,PC,4,,,1,1,3.0,,74,100,122,0.707,165,165,43,0.179,,,,8.0,,,,,,,2,,2,,,L2036,70,L1983,70,,,226,187,0.354,1.0,40TAN,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,2,2.0,2021,93,0818,3023,,0.013
21RA00129,2020702507,L2507,L2507,70,20,1,,PC,8,,.,2,2,6.0,,74,88,122,0.603,171,171,43,0.229,,,,8.0,,,,,,,1,,2+,,,L2095,70,L1546,70,,,212,187,0.348,1.0,To MARC,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,8.0,2021,93,0912,3092,,0.007
21RA00130,2020702509,L2509,L2509,70,20,1,,PC,8,,,1,1,2.0,,74,110,122,0.761,195,195,43,0.234,,,,6.0,,,,,,,2,,2+,,,L2095,70,L2130,70,,,241,187,0.368,1.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,2,2.0,2021,93,0818,2963,,0.014
21RA00131,2020702511,L2511,L2511,70,20,1,,PC,10,,,2,1,4.0,,74,91,122,0.63,187,187,43,0.264,,,,10.0,,,,,,,1,,2-,,,Z5261,83,Z3962,83,,,226,187,0.379,1.0,To MARC,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,93,0912,3098,,0.018
21RA00132,2020702512,L2512,L2512,70,20,1,,PC,e3,,,2,1,1.0,,74,107,122,0.792,187,187,42,0.22,2.4,,,7.0,,,29.0,5.6,19.2,54,2,,2+,,,L0000,70,L2283,70,,,238,187,0.368,1.0,ReplacedL2494,1,,,,,,AA,RR,,,,,e1,,,,,,,,,,,,,,,,1,2,1.5,2021,,,0,,0.0
21RA00133,2020702516,L2516,L2516,70,20,1,,PC,1,,,3,2,5.0,,75,98,121,0.711,180,180,43,0.225,,,,8.0,,,,,,,2,,1-,,,L1902,70,L1707,70,,,218,187,0.337,1.0,Scurs,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,10,8.5,2021,,,0,,0.009
21RA00134,2020702518,L2518,L2518,70,20,1,,PC,6,,,2,2,2.0,,75,95,121,0.676,194,194,43,0.272,,,,8.0,,,,,,,2,,2+,,,L2046,70,L2083,70,,,246,187,0.424,1.0,LF NWB,6,,,,,,AA,QR,,,,,e2,,,EL,,,,,,,,,,,,,2,3,2.0,2021,66,1117,0,,0.01
21RA00135,2020702519,L2519,L2519,70,20,1,,PC,2,,,2,2,5.0,,75,87,121,0.617,158,158,42,0.195,,,,8.0,,,,,,,2,,2+,,,L1934,70,L1734,70,,,193,187,0.298,1.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,9,7.0,2021,93,0818,3030,,0.01
21RA00136,2020702530,L2530,L2530,70,20,1,,PC,6,,,3,2,7.0,,76,83,120,0.602,185,185,43,0.279,,,,7.0,,,,,,,1,,2,,,L2046,70,L1001,70,,,243,187,0.449,1.0,Replaced,1,,,,,,AA,RR,,,,,e3,,,EL,,,,,,,,,,,,,7,17,12.0,2021,,,0,,0.005
21RA00137,2020702546,L2546,L2546,70,20,1,,PC,10,,,3,2,4.0,,77,88,119,0.634,145,145,43,0.156,,,,7.0,,,,,,,2,,1-,,,Z5261,83,Z3800,83,,,199,187,0.312,1.0,To MARC,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,6.0,2021,93,0912,3099,,0.013
21RA00138,2020702559,L2559,L2559,70,20,1,,PC,8,,,2,2,4.0,,77,87,119,0.62,175,175,43,0.24,,,,6.0,,,,,,,2,,2-,,,L2095,70,L1835,70,,,222,187,0.379,1.0,60BLK,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,6,6.0,2021,93,0818,2981,,0.013
21RA00139,2020702563,L2563,L2563,70,20,1,,PC,9,,,1,1,3.0,,78,117,118,0.844,221,221,43,0.283,,,,9.0,,,,,,,1,,2,,,Z4867,83,Z4507,83,,,264,187,0.413,1.0,ScursSlOver,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,1.5,2021,93,0818,3010,,0.007
21RA00140,2020702596,L2596,L2596,70,20,1,,PC,10,,,2,1,2.0,,80,101,116,0.781,173,173,43,0.195,,,,7.0,,,,,,,1,,2+,,,Z5261,83,Z5917,83,,,232,187,0.368,1.0,50TAN,1,,,,,,AA,QR,,,,,31,,,,,,,,,,,,,,,,1,2,1.5,2021,,,0,,0.021
21RA00141,2020702606,L2606,L2606,70,20,1,,PC,4,,,2,2,3.0,,80,94,116,0.689,176,176,42,0.222,,,,6.0,,,,,,,2,,2+,,,L2036,70,L1957,70,,,231,187,0.385,1.0,LFHoofLacertn,6,,,,,,AA,RR,,,,,e1,,,EL,,,,,,,,,,,,,3,4,4.0,2021,66,1105,0,,0.015
21RA00142,2020702613,L2613,L2613,70,20,1,,PC,2,,,3,2,4.0,,80,77,116,0.547,175,175,43,0.266,,,,7.0,,,,,,,2,,2+,,,L1934,70,L1857,70,,,198,187,0.34,1.0,SlOver,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,93,0818,3001,,0.01
21RA00143,2020702618,L2618,L2618,70,20,1,,PC,7,,,3,2,3.0,,80,88,116,0.659,186,186,43,0.266,,,,5.0,,,,,,,2,,2+,,,L2070,70,L1987,70,,,222,187,0.376,1.0,LooseScurs,1,,,,,,AA,RR,,,,,e2,,,EL,,,,,,,,,,,,,3,6,5.0,2021,,,0,,0.012
21RA00144,2020702623,L2623,L2623,70,20,1,,PC,5,,,3,1,6.0,,81,108,114,0.832,,0,43,-0.291,,,,8.0,,,,,,,2,,1-,,,L2041,70,L1599,70,,,,,,1.0,Very thin,6,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,9,7.5,2021,67,0222,0,,0.012
21RA00145,2020702655,L2655,L2655,70,20,1,,PC,1,,,2,2,2.0,,83,95,113,0.736,176,176,43,0.218,,,,8.0,,,,,,,2,,2,,,L1902,70,L2142,70,,,230,187,0.379,1.0,Scurs,1,,,,,,AA,QR,,,,,32,,,,,,,,,,,,,,,,2,3,3.0,2021,,,0,,0.009
21RA00146,2020702667,L2667,L2667,70,20,1,,PC,1,,,2,2,3.0,,83,87,113,0.661,195,195,43,0.29,,,,6.0,,,,,,,2,,2+,,,L1902,70,L1964,70,,,240,187,0.43,1.0,25TAN.UGLY,1,,,,,,AA,RR,,,,,e2,,,EL,,,,,,,,,,,,,3,4,4.0,2021,,,0,,0.012
21RA00147,2020702669,L2669,L2669,70,20,1,,PC,2,,,3,2,6.0,,84,89,112,0.683,174,174,43,0.228,,,,7.0,,,,,,,2,,2+,,,L1934,70,L1573,70,,,227,187,0.388,1.0,Scurs,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,10,7.0,2021,,,0,,0.006
21RA00148,2020702671,L2671,L2671,70,20,1,,PC,6,,,2,2,6.0,,84,87,112,0.658,169,169,42,0.22,,,,6.0,,,,,,,1,,3+,,,L2046,70,L1542,70,,,217,187,0.365,1.0,05BL,1,,,,,,AA,RR,,,,,,,,EL,,,,,,,,,,,,,5,8,7.0,2021,,,0,,0.006
