UID,ID9,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65
05RA00130,104643138,K3138,K3138,64,04,1,68,06,54K,.,G,2,1,6.0,Y,104,121,118,0.927,231,231,74,0.373,2.5,2.8,58,10.4,11.3,,26.2,4.8,18.5,58,2,1,3,1.95,147.7,K2555,64,K0275,64,,,254,200,0.388,1.0,,1,ADG,,106,100,.,,,,,,w2,,+Adg,,,,,,,,,,,0,,6,13,10,05,,,0
05RA00131,104643154,K3154,K3154,64,04,1,68,06,54K,.,G,1,1,6.0,Y,105,125,111,0.964,229,229,74,0.346,3.3,3.8,60,8.8,9.6,,23.9,4.1,17.3,60,1,1,3-,1.45,115.2,K2555,64,K0550,64,,,257,200,0.378,1.0,WHOPPER,1,ADG,,107,100,.,,,,,,w3,,+Adg,,,,,,,,,,,0,,5,8,7,05,,,0
05RA00132,104643165,K3165,K3165,64,04,1,68,06,53K,.,G,2,2,3.0,Y,105,96,111,0.751,207,207,74,0.369,3.2,3.7,58,10.8,11.8,,25.4,5.0,19.6,58,1,1,3+,1.68,140.3,K2454,64,K1541,64,,,233,200,0.393,1.0,,1,ADG,,101,109,.,,,,,,w4,,+Adg,,,,,,,,,,,0,,3,4,4,05,,,0
05RA00133,104643168,K3168,K3168,64,04,1,68,06,53K,.,G,2,2,5.0,Y,106,101,110,0.801,195,195,74,0.312,3.1,3.5,60,9.8,10.7,,26.3,4.6,17.6,58,2,1,3+,1.66,129.0,K2454,64,K0971,64,,,225,200,0.355,1.0,X,3,ADG,,96,101,.,,,,,,,,+Adg,,,,,,,,,,,0,,5,8,7,05,93,0815,2058
05RA00134,104643181,K3181,K3181,64,04,1,68,06,54K,.,G,2,2,2.0,Y,107,112,115,0.875,179,179,74,0.227,2.6,3.0,62,8.8,9.7,,25.5,3.9,15.4,58,2,1,3+,1.8,160.4,K2555,64,K2266,64,207,,199,200,0.254,1.0,"THIN,DUNGBALL",2,ADG,,85,94,N,QQ,,,,,XXX,,+Adg,,,,,,,,,,04,0,,2,3,3,05,93,0926,5771
05RA00135,104643193,K3193,K3193,64,04,1,68,06,54K,.,G,2,2,7.0,Y,109,105,109,0.839,209,209,74,0.348,3.7,4.3,58,10.4,11.5,,25.9,5.9,22.9,58,1,1,3+,1.47,135.0,K2555,64,K9674,63,,,236,200,0.378,1.0,,1,ADG,,102,111,.,,,,,,w1,,+Adg,,,,,,,,,,,0,,6,9,9,05,,,0
05RA00136,104643195,K3195,K3195,64,04,1,68,06,54K,.,G,2,1,4.0,Y,109,115,109,0.928,210,210,74,0.318,2.8,3.2,60,11.2,12.4,,26.5,5.1,19.1,56,2,1,3,1.77,144.2,K2555,64,K1190,64,,,237,200,0.352,1.0,,1,ADG,,101,108,.,,,,,,w2,,+Adg,,,,,,,,,,,0,,4,7,6,05,,,0
05RA00137,104643216,K3216,K3216,64,04,1,68,06,54K,.,G,1,1,5.0,Y,114,116,104,0.963,219,219,74,0.344,2.8,3.3,60,12.4,13.9,,25.4,5.2,20.4,58,1,1,3-,1.55,139.8,K2555,64,K0718,64,,,239,200,0.354,1.0,NICE LAMB,1,ADG,,103,118,.,,,,,,w1,,+Adg,,,,,,,,,,,0,,5,7,7,05,,,0
05RA00138,102050098,P0098,P0098,05,02,1,84,30,54,.,N,2,2,5.0,M,113,88,111,0.709,235,179,74,0.31,3.8,3.8,58,9.2,9.2,,27.0,0.0,0.0,56,2,1,2+,2.26,152.3,A6911,04,A6668,04,255,,263,200,0.0,3.0,H2,2,INB,,105,96,N,QR,Sx,A+,STUD,98.0, 78,e12,Inbr,,HETRO,,,,,,,,03,1,,5,11,9,05,92,0922,5769
05RA00139,102050127,P0127,P0127,05,02,1,81,30,03,.,M,3,2,7.0,M,113,90,111,0.734,223,185,74,0.323,2.8,2.8,60,8.0,8.0,,24.0,0.0,0.0,60,1,1,1-,2.21,115.8,A7355,04,A3248,04,,,249,200,0.0,3.0,-INDX,3,LWW,,88,87,.,,S+,A+,,0.0,,.,+Lww,,HETRO,,,,,,,,,0,,7,17,12,05,93,0815,2026
05RA00140,102050220,P0220,P0220,05,02,1,84,30,55,.,N,3,2,5.0,M,114,92,110,0.736,217,171,74,0.269,3.3,3.3,58,10.8,10.8,,25.5,0.0,0.0,58,2,1,2+,2.26,137.2,A6641,04,A6849,04,246,,245,200,0.0,3.0,H2,2,INB,,96,103,N,RR,S+,A+,,0.0, 79,ealt,Inbr,,BISEX,,,,,,,,03,1,,5,11,7,05,92,0922,5767
05RA00141,102050253,P0253,P0253,05,02,1,82,30,20,J,C,3,2,4.0,M,115,83,109,0.679,189,152,74,0.235,0.0,0.0,56,9.6,9.6,,0.0,0.0,0.0,0,.,1,..,2.73,155.0,A7133,04,A7157,04,,,215,200,0.0,3.0,ABS.BRISKET X,3,CTL,,0,0,.,,D3,DUD,,0.0,BHV,BHV,Ctrl,,ASEX,,,,,,,,,0,,4,12,8,05,93,0815,2022
05RA00142,100111231,R1231,R1231,11,00,1,10,07,22,.,M,2,2,7.0,M,91,102,130,0.695,217,195,74,0.324,3.3,3.3,62,11.4,11.4,,22.7,3.7,16.4,62,3,1,3-,1.71,112.3,S9348,10,S6994,10,,,251,200,0.298,5.0,"AGE 5, X",3,IDX,,95,91,.,,S2,AA,STUD,72.0,,.,Indx,,HETRO,,,,,,,,,0,,7,12,11,05,93,0815,2024
05RA00143,100111667,R1667,R1667,11,00,1,10,43,21,.,M,2,2,8.0,M,100,101,121,0.726,234,198,74,0.338,3.2,3.2,62,14.0,14.0,,22.1,3.6,16.3,62,2,1,2-,1.63,119.8,S9161,10,S5531,10,,,262,200,0.244,5.0,"AGE 5, X",3,IDX,,102,100,.,,D3w,A+,STUD,95.0,,32R,Indx,,HETRO,,,,,,,,,0,,8,13,13,05,93,0815,2028
05RA00144,101112554,R2554,R2554,11,01,1,10,07,21,.,M,2,2,7.0,M,95,87,125,0.59,259,190,74,0.358,3.5,3.5,58,15.0,15.0,,25.2,4.6,18.2,58,7,1,3,1.44,108.5,R0635,11,S7545,10,,,277,200,0.0,4.0,"H7,?SEMEN,X",3,IDX,,101,101,.,,S2,AA,?SEM,41.0,,36R,+Lww,,HETRO,,,,,,,,,0,,6,9,9,05,93,0815,2036
05RA00145,101112570,R2570,R2570,11,01,1,10,07,23,.,M,3,1,8.0,M,95,100,123,0.695,254,206,74,0.366,3.1,3.1,62,14.6,14.6,,25.0,3.5,13.8,58,3,1,4-,2.38,116.0,R0529,11,S6031,10,,,291,200,0.0,4.0,"YtexJuly,2005",3,IDX,,103,98,.,,S3,AA,STUD,92.0,,33R,Ramb,,HETRO,,,,,,,,,0,,8,19,13,05,93,0815,2019
05RA00146,101112602,R2602,R2602,11,01,1,13,43,34,.,F,2,2,3.0,M,96,80,122,0.557,221,169,74,0.307,3.8,3.8,60,13.4,13.4,,23.9,3.9,16.2,60,2,1,5+,1.78,132.5,R0492,11,S9237,10,,,250,200,0.0,4.0,"F4-,5+",3,+FW,,106,99,.,,S1,A,STUD,0.0,,.,Wool,,HETRO,,,,,,,,,0,,3,4,4,05,93,0815,2034
05RA00147,101112746,R2746,R2746,11,01,1,13,43,31,.,F,3,2,7.0,M,100,75,118,0.541,231,161,74,0.297,3.6,3.6,62,15.0,15.0,,23.1,3.8,16.6,62,7,1,3,2.3,127.7,R0127,11,S4439,10,,,0,0,0.0,4.0,"H7, DEAD",6,+FW,,105,105,.,,S3,AA,STUD,89.0,,45R,Ramb,,HETRO,,,,,,,,,0,,7,18,14,05,01,0719,0
05RA00148,102112997,R2997,R2997,11,02,1,18,07,23,J,+,2,2,7.0,M,87,95,130,0.645,209,159,74,0.213,0.0,0.0,62,12.0,12.0,,0.0,0.0,0.0,0,.,1,..,1.64,112.4,R0118,11,S8194,10,,,246,200,0.0,3.0,,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,MOR,,,,,,,,,0,,6,11,10,05,,,0
05RA00149,102113004,R3004,R3004,11,02,1,18,07,23,J,+,1,1,7.0,M,87,104,130,0.698,261,191,74,0.289,0.0,0.0,60,14.0,14.0,,0.0,0.0,0.0,0,.,1,..,1.44,87.3,R0118,11,S7513,10,,,282,200,0.0,3.0,NICE,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,ASEX,,,,,,,,,0,,5,9,7,05,,,0
05RA00150,102113029,R3029,R3029,11,02,1,18,43,28,.,+,2,2,7.0,M,87,92,130,0.629,230,177,74,0.282,3.2,3.2,60,12.8,12.8,,24.2,3.2,13.4,60,2,1,3+,1.71,120.1,R1839,11,S7232,10,248,,252,200,0.0,3.0,2nd CHOICE,2,NON,,97,93,N,QQ,Sx,A+,STUD,0.0,137,ealt,Ramb,,EXHET,,,,,,,,11,0,,7,12,12,05,92,0922,5831
05RA00151,102113081,R3081,R3081,11,02,1,18,43,36,.,-,1,1,4.0,M,89,110,128,0.759,212,172,74,0.206,3.2,3.2,60,16.2,16.2,,22.8,4.1,18.0,62,3,1,3-,1.35,93.5,R0848,11,R1819,11,243,,239,200,0.0,3.0,NICE,2,NON,,85,107,N,QR,Sx,A+,STUD,83.0,140,ealt,Ramb,,HETRO,,,,,,,,11,0,,3,3,3,05,92,0922,5829
05RA00152,102113160,R3160,R3160,11,02,1,18,07,32,J,-,1,1,8.0,M,90,97,127,0.669,211,170,74,0.243,0.0,0.0,60,10.8,10.8,,0.0,0.0,0.0,0,.,1,..,1.63,119.8,R1565,11,S5531,10,,,235,200,0.0,3.0,,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,ASEX,,,,,,,,,0,,8,13,13,05,,,0
05RA00153,102113176,R3176,R3176,11,02,1,18,07,32,.,-,1,1,7.0,M,90,120,127,0.832,241,189,74,0.229,3.5,3.5,60,14.0,14.0,,23.5,3.4,14.4,60,3,1,3-,1.82,137.4,R1565,11,S8433,10,,,278,200,0.0,3.0,NICE,1,NON,,103,100,.,,Sx,A+,STUD,89.0,36,37R,Ramb,,EXHET,,,,,,,,,0,,7,13,13,05,,,0
05RA00154,102113179,R3179,R3179,11,02,1,18,07,25,.,+,1,1,4.0,M,91,108,128,0.746,234,198,74,0.301,3.7,3.7,62,17.6,17.6,,23.8,3.7,15.5,60,2,1,3,1.61,95.3,R0826,11,R2079,11,,,233,200,0.0,3.0,NICE,1,NON,,96,113,.,,Sx,A+,STUD,86.0,N.1,e.7,Ramb,,HETRO,,,,,,,,,0,,3,5,3,05,,,0
05RA00155,102113321,R3321,R3321,11,02,1,18,43,33,.,-,2,2,6.0,M,93,100,126,0.684,249,186,74,0.288,3.2,3.2,60,16.6,16.6,,21.6,3.3,15.3,64,3,1,4-,1.6,122.7,R1264,11,S9193,10,,,286,200,0.0,3.0,+WOOL,1,NON,,104,110,.,,Sx,A+,STUD,100.0,35,35R,Ramb,,HETRO,,,,,,,,,0,,5,8,8,05,,,0
05RA00156,102113401,R3401,R3401,11,02,1,18,07,32,.,-,2,2,4.0,M,95,91,122,0.65,223,180,74,0.296,3.5,3.5,60,15.4,15.4,,22.8,3.2,14.1,62,2,1,3-,1.8,112.6,R1565,11,R0460,11,244,,237,200,0.0,3.0,NICE,2,NON,,99,106,N,QQ,Sx,A+,STUD,87.0,142,46R,Ramb,,BISEX,,,,,,,,11,0,,4,7,6,05,92,0922,5827
05RA00157,102113416,R3416,R3416,11,02,1,18,07,23,J,+,1,1,4.0,M,95,102,124,0.744,209,169,74,0.224,0.0,0.0,62,11.6,11.6,,0.0,0.0,0.0,0,.,1,..,1.61,121.9,R0118,11,R1474,11,,,248,200,0.0,3.0,,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,MOR,,,,,,,,,0,,4,5,5,05,,,0
05RA00158,102113507,R3507,R3507,11,02,1,18,07,21,J,+,2,2,7.0,M,97,97,120,0.713,249,180,74,0.276,0.0,0.0,62,15.0,15.0,,0.0,0.0,0.0,0,.,1,..,1.82,137.0,R0475,11,S7262,10,,,262,200,0.0,3.0,KNOT MID.TSTS,3,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,MOR,,,,,,,,,0,,7,13,12,05,93,0815,2029
05RA00159,102113553,R3553,R3553,11,02,1,18,07,22,J,+,2,2,7.0,M,98,106,119,0.772,249,192,74,0.286,0.0,0.0,60,15.2,15.2,,0.0,0.0,0.0,0,.,1,..,1.89,126.3,R1449,11,S7026,10,,,276,200,0.0,3.0,ABS.DEWLAP,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,MOR,,,,,,,,,0,,7,14,12,05,,,0
05RA00160,102113649,R3649,R3649,11,02,1,18,07,31,.,-,2,2,5.0,M,100,99,119,0.721,225,175,74,0.254,3.4,3.4,62,15.2,15.2,,21.9,3.8,17.2,64,1,1,3,1.88,116.3,R2037,11,R0709,11,258,,260,200,0.0,3.0,NICE,2,NON,,97,106,N,QR,S+,A+,,0.0,139,ealt,Ramb,,HETRO,,,,,,,,11,0,,5,10,7,05,92,0922,5828
05RA00161,102113786,R3786,R3786,11,02,1,18,07,25,.,+,2,2,6.0,M,102,91,122,0.634,252,170,74,0.269,3.1,3.1,62,14.2,14.2,,23.6,4.3,18.0,60,3,1,2-,2.14,125.2,R0826,11,S8465,10,280,,277,200,0.0,3.0,,2,NON,,100,98,N,QQ,Sx,A+,STUD,86.0,138,ealt,Ramb,,HETRO,,,,,,,,11,0,,6,14,10,05,92,0922,5830
05RA00162,102113819,R3819,R3819,11,02,1,18,07,26,.,+,2,2,3.0,M,103,96,121,0.694,238,184,74,0.299,3.3,3.3,60,13.4,13.4,,24.7,5.5,22.2,60,4,1,3-,1.67,104.5,R1432,11,R0445,11,,,219,200,0.0,3.0,"ABS. BUTT, H4",3,NON,,92,95,.,,Sx,A+,STUD,74.0,,e.8,Ramb,,HETRO,,,,,,,,,0,,3,4,3,05,93,0815,2031
05RA00163,102113837,R3837,R3837,11,02,1,18,43,21,J,+,1,1,5.0,M,103,106,121,0.746,231,184,74,0.265,0.0,0.0,62,13.4,13.4,,0.0,0.0,0.0,0,.,1,..,1.88,121.2,R0475,11,R0489,11,,,262,200,0.0,3.0,NICE,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,MOR,,,,,,,,,0,,5,10,9,05,,,0
05RA00164,102113846,R3846,R3846,11,02,1,18,07,26,J,+,1,1,2.0,M,104,94,113,0.724,229,156,74,0.206,0.0,0.0,60,15.6,15.6,,0.0,0.0,0.0,0,.,1,..,1.71,101.7,R1432,11,R1753,11,,,258,200,0.0,3.0,,V,NON,,0,0,.,,D3,DUD,,0.0,BHV,COHO,Ramb,,MOR,,,,,,,,,0,,2,2,1,05,,,0
05RA00165,102113885,R3885,R3885,11,02,1,18,07,37,.,-,1,1,5.0,M,105,95,112,0.725,213,170,74,0.249,3.6,3.6,62,13.4,13.4,,21.8,3.7,16.9,64,3,1,4-,1.66,115.5,R0305,11,R0347,11,250,,245,200,0.0,3.0,F4- F5+,2,NON,,95,101,N,RR,Sx,A+,STUD,77.0,141,.,Ramb,,HETRO,,,,,,,,11,0,,5,8,6,05,92,0922,5832
05RA00166,103114061,R4061,R4061,11,03,1,18,07,e.0,.,M,1,1,1.0,M,95,97,129,0.66,204,187,74,0.306,3.1,3.1,62,14.0,14.0,,25.6,3.7,14.5,58,3,1,3,1.76,108.9,R2554,11,R3374,11,235,,238,200,0.0,2.0,H3,2,NON,,95,95,N,QR,S+,A+,,0.0,135,.,Ramb,,HETRO,,,,,,,,10,0,,1,1,1,05,92,0922,5825
05RA00167,103114067,R4067,R4067,11,03,1,18,07,e.3,J,M,1,1,2.0,M,96,91,128,0.634,208,189,74,0.333,3.2,3.2,60,12.8,12.8,,22.2,3.6,16.3,62,2,1,3,1.85,116.9,R2746,11,R3158,11,,,242,200,0.0,2.0,,V,NON,,99,96,.,,D9,DUD,,0.0,BHV,.,Ramb,,MOR,,,,,,,,,0,,2,3,2,05,,,0
05RA00168,103114093,R4093,R4093,11,03,1,18,07,e.3,.,M,2,1,2.0,M,102,104,122,0.768,207,201,74,0.33,3.5,3.5,60,12.6,12.6,,22.6,3.6,15.7,62,3,1,3,2.02,134.3,R2746,11,R3268,11,,,237,200,0.0,2.0,,1,NON,,107,96,.,,S+,A+,STUD,92.0,N.2,42R,Ramb,,HETRO,,,,,,,,,0,,2,4,3,05,,,0
05RA00169,103114110,R4110,R4110,11,03,1,18,07,e.3,J,M,1,1,2.0,M,106,84,119,0.606,162,155,74,0.242,0.0,0.0,62,10.8,10.8,,0.0,0.0,0.0,0,.,1,..,1.68,122.2,R2746,11,R3918,11,,,193,200,0.0,2.0,"-SIZE, F5",V,NON,,0,0,.,,S,A,,0.0,BHV,BHVx,Ramb,,EXHET,,,,,,,,,0,,2,2,2,05,01,0930,0
05RA00170,103114131,R4131,R4131,11,03,1,18,07,e.4,.,M,1,1,1.0,M,110,104,114,0.809,217,192,74,0.299,3.3,3.3,62,12.6,12.6,,23.5,3.7,15.9,60,1,1,3,1.76,112.5,R1231,11,R3350,11,257,,252,200,0.0,2.0,,2,NON,,95,94,N,QR,S+,A+,STUD,94.0,134,43R,Ramb,,HETRO,,,,,,,,10,0,,1,1,1,05,92,0922,5824
05RA00171,103114146,R4146,R4146,11,03,1,18,07,e.3,.,M,2,2,2.0,M,112,79,112,0.61,231,186,74,0.364,3.6,3.6,62,16.2,16.2,,22.4,3.4,15.2,62,2,1,3+,2.02,150.0,R2746,11,R3358,11,,,269,200,0.0,2.0,,1,NON,,121,110,.,,S+,A+,STUD,92.0,31,31R,Ramb,,HETRO,,,,,,,,,0,,2,4,4,05,,,0
05RA00172,103114147,R4147,R4147,11,03,1,18,07,e.2,.,M,1,1,2.0,M,112,103,112,0.799,239,197,74,0.32,3.3,3.3,60,15.6,15.6,,23.3,3.6,15.3,62,1,1,5+,1.68,122.0,R2874,11,R3645,11,282,,283,200,0.0,2.0,F5,2,NON,,104,105,N,QR,S+,A+,STUD,83.0,132,e.9,Ramb,,HETRO,,,,,,,,10,0,,2,2,2,05,92,0922,5822
05RA00173,103114156,R4156,R4156,11,03,1,18,07,e.3,.,M,1,1,2.0,M,113,84,111,0.662,221,193,74,0.371,3.7,3.7,60,13.6,13.6,,22.4,3.5,15.8,62,7,1,4+,1.52,96.1,R2746,11,R3343,11,258,,252,200,0.0,2.0,H7,2,NON,,95,101,N,QR,S+,A+,,0.0,136,.,Ramb,,HETRO,,,,,,,,10,0,,1,1,1,05,92,0922,5826
05RA00174,103114168,R4168,R4168,11,03,1,18,07,e.2,.,M,1,1,2.0,M,115,85,109,0.661,204,181,74,0.327,3.1,3.1,62,14.8,14.8,,26.0,5.0,19.1,58,2,1,3,1.85,96.6,R2874,11,R3472,11,244,,246,200,0.0,2.0,NICE,2,NON,,92,97,N,QR,S+,A+,,0.0,133,ealt,Ramb,,HETRO,,,,,,,,10,0,,2,3,1,05,92,0922,5823
05RA00175,103114171,R4171,R4171,11,03,1,18,07,e.1,.,M,1,1,2.0,M,115,84,110,0.657,210,182,74,0.334,3.5,3.5,62,15.8,15.8,,23.9,4.1,17.1,60,2,1,3+,1.68,116.7,R2261,11,R3104,11,,,244,200,0.0,2.0,"NICE,NDSU",1,NON,,104,106,.,,S+,A+,STUD,87.0,e21,41R,Ramb,,HETRO,,,,,,,,,0,,2,2,2,05,,,0
05RA00176,103114174,R4174,R4174,11,03,1,18,07,e.0,J,M,1,1,2.0,M,115,79,110,0.645,213,178,74,0.338,0.0,0.0,62,10.6,10.6,,0.0,0.0,0.0,0,.,1,..,1.68,118.3,R2554,11,R4006,11,,,233,200,0.0,2.0,H4 BHV RAM,V,NON,,0,0,.,,S,A,,0.0,BHV,BHVx,Ramb,,EXHET,,,,,,,,,0,,2,2,2,05,,,0
05RA00177,103114177,R4177,R4177,11,03,1,18,07,e.4,J,M,1,1,2.0,M,115,80,109,0.644,195,171,74,0.31,0.0,0.0,62,12.0,12.0,,0.0,0.0,0.0,0,.,1,..,1.85,128.2,R1231,11,R3019,11,,,230,200,0.0,2.0,-FLWT,V,NON,,0,0,.,,S,A,,0.0,BHV,BHVx,Ramb,,EXHET,,,,,,,,,0,,2,3,3,05,,,0
05RA00178,103114186,R4186,R4186,11,03,1,18,07,e.1,J,M,1,1,2.0,M,116,91,109,0.719,235,191,74,0.341,3.6,3.6,62,13.8,13.8,,24.2,3.8,15.9,60,1,1,3-,1.85,133.3,R2261,11,R3811,11,,,259,200,0.0,2.0,MOR NEURO???,V,NON,,109,99,.,,D9,DUD,,0.0,BHV,.,Ramb,,MOR,,,,,,,,,0,,2,3,3,05,86,0911,0
05RA00179,103114202,R4202,R4202,11,03,1,18,07,e.2,.,M,1,1,2.0,M,118,78,107,0.617,204,181,74,0.352,3.2,3.2,58,15.2,15.2,,24.2,4.5,18.5,60,2,1,3,1.68,119.7,R2874,11,R3712,11,,,242,200,0.0,2.0,,1,NON,,105,101,.,,S+,A+,STUD,100.0,34,44R,Ramb,,HETRO,,,,,,,,,0,,2,2,2,05,,,0
05RA00180,103114206,R4206,R4206,11,03,1,18,07,e.0,J,M,1,1,2.0,M,118,80,107,0.645,207,173,74,0.317,0.0,0.0,62,11.2,11.2,,0.0,0.0,0.0,0,.,1,..,1.85,116.5,R2554,11,R2988,11,,,231,200,0.0,2.0,,V,NON,,0,0,.,,D9,DUD,,0.0,BHV,BHVx,Ramb,,MOR,,,,,,,,,0,,2,3,2,05,,,0
05RA00181,103114227,R4227,R4227,11,03,1,18,07,e.1,J,M,1,1,2.0,M,128,94,97,0.821,207,185,74,0.311,2.6,2.6,62,9.2,9.2,,21.5,3.2,14.7,64,1,1,3,1.85,126.4,R2261,11,R3099,11,,,248,200,0.0,2.0,NICE,V,NON,,95,80,.,,D9,DUD,,0.0,BHV,.,Ramb,,MOR,,,,,,,,,0,,2,3,2,05,,,0
05RA00182,104114255,R4255,R4255,11,04,1,18,07,34R,.,M,2,1,2.0,Y,92,100,124,0.732,177,177,74,0.256,2.9,3.2,62,9.8,10.3,,20.7,3.4,16.2,64,2,1,3,2.02,120.4,R2600,11,R3006,11,203,,193,200,0.266,1.0,,2,NON,,97,105,N,QQ,,,,,129,,Ramb,,,,,,,,,,09,0,,2,4,3,05,92,0922,5818
05RA00183,104114280,R4280,R4280,11,04,1,18,07,31R,.,M,1,1,2.0,Y,94,104,122,0.758,193,193,74,0.296,2.8,3.1,64,10.0,10.6,,22.6,3.4,15.1,62,2,1,4+,1.68,122.9,R2261,11,R3026,11,,,211,200,0.307,1.0,,1,NON,,100,103,.,,S+,A+,LOW,,N.3,,Ramb,,,,,,,,,,,0,,2,2,2,05,,,0
05RA00184,104114319,R4319,R4319,11,04,1,18,07,e.5,.,M,1,1,1.0,Y,97,98,119,0.722,216,216,74,0.392,2.4,2.7,62,8.2,8.8,,20.3,3.9,19.4,70,3,1,5+,1.75,116.8,R2570,11,R4063,11,243,,235,200,0.393,1.0,,2,NON,,98,94,N,QQ,,,,,119,,Ramb,,,,,,,,,,09,0,,1,1,1,05,92,0922,5810
05RA00185,104114334,R4334,R4334,11,04,1,18,07,32R,.,M,2,1,4.0,Y,98,102,120,0.738,194,194,74,0.308,2.9,3.2,62,9.0,9.6,,19.3,3.7,19.2,70,7,1,3-,1.86,122.1,R1667,11,R1727,11,218,,206,200,0.3,1.0,H7,2,NON,,98,103,N,QR,,,,,130,,Ramb,,,,,,,,,,09,0,,4,7,5,05,92,0922,5820
05RA00186,104114344,R4344,R4344,11,04,1,18,07,31R,.,M,2,2,5.0,Y,99,92,119,0.658,207,207,74,0.385,3.2,3.6,62,9.8,10.5,,20.2,3.4,16.7,70,3,1,3-,1.66,117.7,R2261,11,R0211,11,,,232,200,0.403,1.0,,1,NON,,106,109,.,,S+,A+,STUD,,33,,Ramb,,,,,,,,,,,0,,5,8,7,05,,,0
05RA00187,104114347,R4347,R4347,11,04,1,18,07,e.5,.,M,1,1,1.0,Y,99,106,119,0.787,205,205,74,0.331,2.8,3.1,60,11.4,12.2,,25.9,5.0,19.5,58,3,1,4+,1.75,118.4,R2570,11,R4107,11,,,227,200,0.349,1.0,NICE LAMB,1,NON,,105,108,.,,D2,DUD,DUD,,N.,,Ramb,,,,,,,,,,,0,,1,1,1,05,,,0
05RA00188,104114348,R4348,R4348,11,04,1,18,07,34R,.,M,2,2,3.0,Y,99,99,119,0.724,195,195,74,0.321,3.1,3.5,60,9.0,9.7,,20.5,3.6,17.5,70,2,1,3,1.7,132.3,R2600,11,R2322,11,,,217,200,0.34,1.0,,1,NON,,106,104,.,,S+,A+,STUD,,e22,,Ramb,,,,,,,,,,,0,,3,4,4,05,,,0
05RA00189,104114349,R4349,R4349,11,04,1,18,07,34R,.,M,2,2,3.0,Y,99,94,119,0.691,206,206,74,0.375,3.1,3.5,62,9.6,10.3,,20.8,3.6,17.0,64,2,1,3+,1.7,132.3,R2600,11,R2322,11,,,224,200,0.375,1.0,,1,NON,,109,106,.,,S+,A+,STUD,,32,,Ramb,,,,,,,,,,,0,,3,4,4,05,,,0
05RA00190,104114357,R4357,R4357,11,04,1,18,07,31R,.,M,2,2,5.0,Y,100,109,118,0.815,202,202,74,0.311,2.8,3.1,62,8.6,9.3,,20.1,3.2,16.1,70,1,1,2-,1.77,119.4,R2261,11,R0464,11,236,,226,200,0.337,1.0,4TEATS,2,NON,,98,100,N,QR,,,,,125,,Ramb,,,,,,,,,,09,0,,5,9,7,05,92,0922,5815
05RA00191,104114360,R4360,R4360,11,04,1,18,07,32R,.,M,2,2,5.0,Y,100,90,118,0.669,188,188,74,0.328,3.1,3.5,62,9.0,9.7,,19.0,3.0,15.8,80,1,1,3,1.55,119.8,R1667,11,91120,09,,,205,200,0.331,1.0,X,3,NON,,100,106,.,,,,,,,,Ramb,,,,,,,,,,,0,,4,7,7,05,93,0815,2050
05RA00192,104114365,R4365,R4365,11,04,1,18,07,34R,.,M,3,1,4.0,Y,100,105,118,0.787,189,189,74,0.281,2.7,3.0,60,11.4,12.3,,22.1,4.5,20.3,62,1,1,3+,2.11,139.1,R2600,11,R1090,11,,,211,200,0.305,1.0,NICE,1,NON,,110,112,.,,S+,A+,STUD,,N.5,,Ramb,,,,,,,,,,,0,,4,9,7,05,,,0
05RA00193,104114375,R4375,R4375,11,04,1,18,07,31R,.,M,1,1,2.0,Y,101,102,117,0.78,190,190,74,0.294,2.6,2.9,62,9.8,10.6,,22.3,3.9,17.3,62,1,1,3-,1.85,128.9,R2261,11,R3269,11,,,206,200,0.3,1.0,BAD BACK X,3,NON,,102,102,.,,,,,,,,Ramb,,,,,,,,,,,0,,2,3,3,05,93,0815,2067
05RA00194,104114405,R4405,R4405,11,04,1,18,07,15,.,S,2,2,4.0,Y,103,100,115,0.76,183,183,74,0.278,2.7,3.1,62,9.6,10.4,,19.2,3.7,19.0,70,3,1,3+,1.61,121.9,R3847,11,R1474,11,,,217,200,0.337,1.0,,1,NON,,102,107,.,,S+,A+,STUD,,37,,Ramb,,,,,,,,,,,0,,4,5,5,05,,,0
