UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVUNL_SIR,DAM,DBRD,EBVLWW_DAM,EBVUNL_DAM,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW_UNL,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
97RA00285,S5872,10,95,1,13,43, 43,F,2,2,5.0,M,94,102,127,0.69,219,168,72,0.224,3.9,62,13.8,,,21.03,3.55,16.9,64,1,3,2,1.83,126.8,S2500,10,0.0,2.16,S2493,10,0.0,2.15,246,210,0.316,2.0,/MM &WORKER,2,FW,11.46,2.16,113,114,-,S1,A,90.0,158,,,,,,E,,,,5,9,8,1997
97RA00286,S5891,10,95,1,10,07, 22,M,3,2,4.0,M,94,91,127,0.624,206,150,72,0.2,3.5,58,14.2,,,25.75,4.21,16.4,58,2,1,3,1.93,105.4,S3142,10,0.0,0.0,S2521,10,0.0,0.0,223,210,0.248,2.0,,2,M,12.95,3.82,99,108,-,S4,AAA,100.0,144,,,,,,E,,,,3,8,6,1997
97RA00287,S5961,10,95,1,12,43, 86,C,2,2,7.0,M,96,78,125,0.538,192,141,72,0.214,3.6,60,12.4,,,25.47,4.21,16.5,58,3,1,2+,1.64,112.0,S3286,10,0.0,0.0,S0980,10,0.0,6.06,208,210,0.269,2.0,4TEATS,3,CTL,14.59,3.03,101,101,,SP,B,100.0,,,,,,,,,,,6,10,9,1997
97RA00288,S5970,10,95,1,10,07, 23,M,3,2,7.0,M,96,84,125,0.576,197,152,72,0.231,3.6,62,12.2,,,21.86,4.11,18.8,64,4,1,3+,2.0,138.3,S2576,10,0.0,0.0,S0740,10,0.0,0.0,224,210,0.263,2.0,,2,M,11.72,7.05,110,104,-,S1,A,0.0,143,,,,,,E,,,,6,14,12,1997
97RA00289,S5976,10,95,1,10,07, 21,M,2,2,7.0,M,96,90,125,0.63,197,146,72,0.19,3.5,60,10.4,,,23.81,4.77,20.0,60,7,1,3,1.73,123.7,S3547,10,0.0,0.0,S0347,10,0.0,0.0,229,210,0.23,2.0,H7,3,M,11.17,2.93,102,94,,S1,A,88.6,,,,,,,,,,,6,11,10,1997
97RA00290,S6029,10,95,1,10,07, 23,M,2,2,6.0,M,98,97,121,0.681,196,160,72,0.212,3.5,62,15.0,,,22.11,4.34,19.6,62,4,1,2-,1.77,132.3,S2576,10,0.0,0.0,S1396,10,0.0,0.0,237,210,0.261,2.0,SHEAR CUT,2,M,10.77,10.15,110,114,-,S2,AA,71.4,137,,,,,,E,,,,5,10,9,1997
97RA00291,S6168,10,95,1,11,07, 32,R,2,2,6.0,M,100,91,119,0.67,198,154,72,0.212,3.1,62,12.0,,,22.1,4.53,21.0,62,1,1,3+,1.38,101.3,S2359,10,0.0,0.0,S0854,10,0.0,0.0,223,210,0.267,2.0,,2,LBW,18.31,9.3,92,99,-,S1,A,71.2,145,,,,,,E,,,,4,6,6,1997
97RA00292,S6169,10,95,1,11,07, 32,R,2,2,6.0,M,100,81,119,0.594,197,149,72,0.229,3.0,62,12.0,,,23.4,4.88,19.6,62,1,1,2-,1.38,101.3,S2359,10,0.0,0.0,S0854,10,0.0,0.0,219,210,0.27,2.0,,2,LBW,18.31,9.3,93,95,-,S4,AAA,94.4,145,,,,,,E,,,,4,6,6,1997
97RA00293,S6171,10,95,1,12,42, 82,C,2,2,7.0,M,100,78,119,0.543,177,142,72,0.215,3.1,62,12.0,,,22.55,4.21,18.7,62,2,1,2-,1.55,105.8,S2545,10,0.0,0.0,S0715,10,0.0,-1.58,207,210,0.252,2.0,,3,CTL,8.38,-0.79,94,98,,SP,B,0.0,,,,,,,,,,,6,9,9,1997
97RA00294,S6193,10,95,1,12,42, 82,C,2,2,4.0,M,101,79,120,0.567,175,132,72,0.18,3.3,64,11.2,,,20.94,3.6,17.2,64,5,1,2,1.87,132.3,S2545,10,0.0,4.25,S3744,10,0.0,0.0,183,210,0.215,2.0,,3,CTL,9.43,2.13,103,98,,S1,A,92.3,,,,,,,,,,,4,7,7,1997
97RA00295,S6195,10,95,1,13,42, 42,F,2,2,7.0,Y,101,84,120,0.597,185,155,72,0.241,3.7,62,15.0,,,22.51,4.43,19.7,62,4,2,3,1.64,121.6,S2630,10,0.0,0.0,S0360,10,0.0,6.09,212,210,0.278,2.0,"J2,SLI.OVER",2,FW,14.06,3.05,112,116,-,S1,A,82.7,161,,,,,,E,,,,6,10,10,1997
97RA00296,S6204,10,95,1,11,07, 33,R,2,2,5.0,M,101,86,118,0.613,200,152,72,0.222,3.5,62,10.6,,,22.99,4.41,19.2,62,2,1,3+,1.72,130.4,S2505,10,0.0,0.0,S2378,10,0.0,0.0,220,210,0.279,2.0,LOW LIB,3,LBW,19.7,9.9,102,95,,S1,A,88.6,,,,,,,,,,,4,8,8,1997
97RA00297,S6262,10,95,1,12,42, 91,C,2,2,7.0,M,103,77,118,0.549,177,141,72,0.217,3.7,62,13.2,,,24.71,4.58,18.5,60,1,1,3-,1.73,101.0,S2552,10,0.0,8.47,S0436,10,0.0,4.89,217,210,0.248,2.0,only 1 /sire,3,CTL,13.96,6.68,95,106,,S2,AA,100.0,,,,,,,,,,,6,11,8,1997
97RA00298,S6278,10,95,1,12,42, 83,C,2,2,5.0,M,103,57,118,0.384,172,123,72,0.224,3.6,64,12.8,,,19.7,3.78,19.2,70,7,1,3-,1.94,127.2,S2753,10,0.0,0.0,S2580,10,0.0,3.88,190,210,0.263,2.0,H7 only3/sire,2,CTL,5.37,1.94,106,108,-,S2,AA,69.2,164,,,,,,E,,,,5,10,9,1997
97RA00299,S6290,10,95,1,11,07, 34,R,3,2,8.0,M,103,77,118,0.566,188,147,72,0.237,2.8,60,11.2,,,26.65,5.65,21.2,56,1,3,3+,2.25,132.5,S2567,10,0.0,0.0,S0072,10,0.0,0.0,207,210,0.287,2.0,,3,LBW,20.7,6.37,105,89,,S2,AA,94.4,,,,,,,,,,,8,18,15,1997
97RA00300,S6308,10,95,1,12,07, 80,C,3,2,6.0,M,104,77,115,0.576,185,136,72,0.199,3.5,62,11.6,,,25.92,4.22,16.3,58,7,1,3+,1.88,117.7,01574,TX,0.0,0.0,S0452,10,0.0,0.0,205,210,0.211,2.0,H7,3,CTL,8.82,5.27,101,97,,S1,A,100.0,,,,,,,,,,,5,11,9,1997
97RA00301,S6341,10,95,1,13,42, 42,F,2,2,6.0,M,105,89,116,0.653,193,144,72,0.186,3.6,62,15.0,,,23.3,4.95,20.8,62,2,1,3-,1.67,102.5,S2630,10,0.0,0.0,S1919,10,0.0,7.64,212,210,0.248,2.0,,2,FW,17.17,3.82,99,114,-,S2,AA,80.0,163,,,,,,E,,,,5,9,7,1997
97RA00302,S6359,10,95,1,13,43, 43,F,1,1,6.0,M,105,107,114,0.815,216,179,72,0.242,3.6,62,12.2,,,21.27,3.63,17.1,64,2,1,3+,1.57,110.4,S2500,10,0.0,2.16,S2004,10,0.0,6.57,245,210,0.303,2.0,,3,FW,11.78,4.37,94,104,,S2,AA,97.5,,,,,,,,,,,5,8,7,1997
97RA00303,S6375,10,95,1,12,07, 87,C,4,2,9.0,M,105,70,114,0.527,187,149,72,0.266,3.1,62,11.4,,,20.87,4.27,20.5,64,2,1,2,2.0,109.3,S2848,10,0.0,0.0,S8416,19,0.0,0.0,201,210,0.288,2.0,,3,CTL,16.28,6.89,98,97,,SP,B,100.0,,,,,,,,,,,9,18,13,1997
97RA00304,S6567,10,96,1,ID,43,45,I,2,2,4.0,Y,84,94,134,0.616,152,152,71,0.197,3.2,64,9.8,,,19.6,3.42,17.4,70,1,1,3+,1.5,113.5,S4589,10,13.38,3.55,S4051,10,6.06,6.76,165,210,0.199,1.0,,3,IDA,9.72,5.16,106,107,,S1,A,0.0,,,,,,,,,,,2,3,3,1997
97RA00305,S6572,10,96,1,10,43,23,M,1,1,3.0,Y,84,93,134,0.587,142,142,71,0.167,2.8,64,7.8,,,19.53,3.27,16.8,70,2,1,2,1.7,107.4,S4980,10,13.82,6.55,S4963,10,24.28,3.54,171,210,0.218,1.0,"X,SIZE",3,M,19.05,5.05,88,92,,S1,A,0.0,,,,,,,,,,,3,4,4,1997
97RA00306,S6573,10,96,1,10,42,21,M,1,1,3.0,Y,84,104,134,0.684,169,169,71,0.221,3.3,62,10.2,,,21.58,3.86,17.9,64,2,1,5+,1.56,108.8,S5283,10,10.3,3.55,S4975,10,16.94,3.87,193,210,0.249,1.0,F5+ MSG.TEST!,1,M,13.62,3.71,97,108,,S2,AA,0.0,FIST,,,,,,Q,,,,3,3,4,1997
97RA00307,S6574,10,96,1,12,43,80,C,2,2,5.0,Y,85,87,133,0.579,156,156,71,0.235,2.6,62,8.2,,,20.8,4.18,20.1,64,2,1,3-,1.61,110.3,S4716,10,8.82,5.27,S2299,10,8.03,1.8,179,210,0.258,1.0,,1,CTL,8.43,3.54,84,91,,S4,AAA,0.0,,C,70,3,5,0,E,,,,4,7,7,1997
97RA00308,S6575,10,96,1,12,43,80,C,2,2,5.0,Y,85,84,133,0.555,162,162,71,0.265,2.4,64,8.2,,,19.95,3.59,18.0,70,7,1,3,1.61,110.3,S4716,10,8.82,5.27,S2299,10,8.03,1.8,177,210,0.261,1.0,H7,1,CTL,8.43,3.54,85,90,,S2,AA,0.0,85,C,60,3,5,6,S,,,,4,7,7,1997
97RA00309,S6576,10,96,1,13,43,42,F,2,2,6.0,Y,85,92,133,0.589,169,169,71,0.262,2.9,64,9.6,,,20.34,3.97,19.5,70,1,1,2-,1.67,124.7,S4871,10,4.56,0.0,S1481,10,12.5,3.87,,,0.0,1.0,DEAD@HUMPHREY,6,FW,8.53,1.94,102,102,,,,0.0,,,,,,,,,,,5,9,9,1997
97RA00310,S6581,10,96,1,12,43,91,C,2,2,3.0,Y,85,81,133,0.538,164,164,71,0.282,3.0,60,8.4,,,22.99,4.67,20.3,62,7,1,3+,1.85,122.1,S4785,10,8.6,1.46,S4396,10,20.89,3.64,180,210,0.277,1.0,H7+,1,CTL,14.75,2.55,99,94,,S1,A,0.0,86,C,70,3,5,0,E,,,,3,5,5,1997
97RA00311,S6594,10,96,1,11,07,32,R,2,1,5.0,Y,86,92,132,0.617,179,179,71,0.296,2.8,62,10.6,,,21.02,4.34,20.6,64,3,1,3-,1.83,122.0,S4549,10,20.0,7.35,S2944,10,24.84,5.16,200,210,0.303,1.0,"H3,LAME LF",2,LBW,22.42,6.26,101,106,-,S3,AA,0.0,133,,,,,,S,,,,5,9,8,1997
97RA00312,S6637,10,96,1,ID,43,45,I,3,2,7.0,Y,87,79,131,0.527,168,168,71,0.303,2.8,60,9.0,,,23.53,4.68,19.9,60,3,1,3-,3.0,134.0,S4589,10,13.38,3.55,S9954,19,27.89,10.89,183,210,0.291,1.0,,2,IDA,20.64,7.22,110,95,-,S4,AAA,0.0,146,,,,,,E,,,,1,3,2,1997
97RA00313,S6683,10,96,1,12,07,89,C,2,2,5.0,Y,89,90,129,0.606,186,186,71,0.327,3.0,60,11.0,,,23.53,4.02,17.1,60,3,1,3,1.83,119.5,S4579,10,15.92,4.1,S3120,10,14.14,4.15,198,210,0.303,1.0,"Shorn,No Data",2,CTL,15.03,4.13,101,108,-,S2,AA,0.0,132,,,,,,E,,,,5,9,8,1997
97RA00314,S6684,10,96,1,12,07,89,C,2,2,5.0,Y,89,87,129,0.597,169,169,71,0.279,2.8,60,11.4,,,24.42,4.88,20.0,60,2,1,3-,1.83,119.5,S4579,10,15.92,4.1,S3120,10,14.14,4.15,197,210,0.308,1.0,NICE 10/30/97,1,CTL,15.03,4.13,100,107,,D3,DUD,0.0,88a,C,75,3,5,0,E,,,,5,9,8,1997
97RA00315,S6691,10,96,1,11,07,32,R,2,2,5.0,Y,89,102,129,0.682,181,181,71,0.269,2.8,62,10.8,,,20.9,4.33,20.7,64,6,2,3-,1.72,129.3,S4549,10,20.0,7.35,S2794,10,25.23,7.2,210,210,0.303,1.0,"H6,MSG 06/98",1,LBW,22.62,7.28,106,107,,S1,A,0.0,12,C,70,3,5,0,E,,,,5,8,9,1997
97RA00316,S6692,10,96,1,12,07,82,C,2,2,5.0,Y,89,99,129,0.678,172,172,71,0.248,3.3,62,10.6,,,20.66,4.25,20.6,64,2,1,3+,1.72,124.9,S5118,10,6.26,1.97,S2365,10,12.98,6.1,186,210,0.244,1.0,Bovis REDOneg,1,CTL,9.62,4.04,103,111,,S1,A,0.0,90,C,70,3,5,0,E,,,,4,8,8,1997
97RA00317,S6696,10,96,1,12,07,90,C,1,1,8.0,Y,89,93,129,0.619,169,169,71,0.259,2.9,60,9.8,,,22.41,4.19,18.7,62,1,1,3+,1.5,113.4,S4434,10,14.25,5.9,S8757,19,18.63,9.41,194,210,0.283,1.0,,1,CTL,16.44,7.66,100,101,,S2,AA,0.0,80,C,75,3,5,0,E,,,,7,12,11,1997
97RA00318,S6717,10,96,1,11,07,33,R,1,1,3.0,Y,90,94,128,0.62,194,194,71,0.34,2.4,62,9.8,,,22.06,4.03,18.3,62,2,1,3-,1.7,114.3,S4764,10,15.76,7.39,S4850,10,18.6,6.09,201,210,0.3,1.0,NICE,2,LBW,17.18,6.74,97,96,-,S2,AA,0.0,130,,,,,,E,,,,3,4,4,1997
97RA00319,S6729,10,96,1,12,07,86,C,2,2,7.0,Y,90,73,128,0.477,163,163,71,0.306,2.8,64,10.2,,,20.33,3.62,17.8,70,2,1,3,1.64,112.0,S4476,10,17.45,6.64,S0980,10,14.76,6.06,185,210,0.314,1.0,,1,CTL,16.11,6.35,102,104,,S3,AA,0.0,81,C,50,3,20,6,Q,,,,6,10,9,1997
97RA00320,S6748,10,96,1,10,43,24,M,2,2,5.0,Y,90,100,128,0.672,178,178,71,0.265,2.6,64,9.0,,,20.07,4.11,20.5,70,1,1,4+,1.85,120.5,S4726,10,12.66,2.93,S1533,10,26.09,11.78,198,210,0.275,1.0,2nd SEMEN =Q,1,M,19.38,7.36,101,96,,S1,A,0.0,,C,50,3,5,25,Q,,,L-12,5,9,7,1997
97RA00321,S6751,10,96,1,12,43,83,C,1,1,3.0,Y,90,104,128,0.706,178,178,71,0.252,3.3,64,11.8,,,21.86,3.85,17.6,64,1,1,3+,1.7,107.2,S4490,10,0.0,8.66,S4711,10,5.55,0.0,200,210,0.269,1.0,,1,CTL,2.78,4.33,97,116,,S1,A,0.0,82,C,50,3,5,0,S,,,L-19,3,4,4,1997
97RA00322,S6758,10,96,1,12,43,84,C,2,2,3.0,Y,90,72,128,0.467,155,155,71,0.282,2.6,64,9.8,,,19.86,3.95,19.9,70,6,1,3-,1.7,105.3,S4968,10,4.01,0.0,S4717,10,7.33,5.27,184,210,0.314,1.0,"H6,NEED CTL",1,CTL,5.67,2.64,92,100,,S1,A,0.0,89,C,75,4,5,0,E,,,,3,4,4,1997
97RA00323,S6761,10,96,1,11,07,33,R,2,2,3.0,Y,90,75,128,0.494,154,154,71,0.269,2.8,62,8.2,,,22.77,4.17,18.3,62,1,1,3,1.85,111.7,S4764,10,15.76,7.39,S4960,10,22.67,6.85,180,210,0.294,1.0,,3,LBW,19.22,7.12,98,91,,MO,MOR,0.0,LIB,,,,,,,,,,3,5,4,1997
97RA00324,S6772,10,96,1,13,43,42,F,2,1,5.0,Y,90,97,128,0.663,177,177,71,0.272,2.8,64,10.6,,,20.36,4.18,20.5,70,3,1,4-,1.72,103.0,S4871,10,4.56,0.0,S2333,10,17.12,5.62,202,210,0.294,1.0,NICE,1,FW,10.84,2.81,91,106,,S4,AAA,0.0,32,C,60,3,5,0,E,,,L-14,4,8,6,1997
97RA00325,S6777,10,96,1,11,07,31,R,2,2,5.0,Y,90,87,128,0.584,168,168,71,0.276,2.7,62,8.0,,,21.93,4.81,21.9,64,6,1,3,1.72,130.4,S4829,10,22.16,8.37,S2378,10,22.27,10.19,195,210,0.303,1.0,"X,H6",3,LBW,22.22,9.28,99,90,,S1,A,0.0,,,,,,,,,,,4,8,8,1997
97RA00326,S6781,10,96,1,13,43,44,F,2,1,5.0,Y,90,103,130,0.681,179,179,71,0.26,3.2,64,9.2,,,20.08,4.15,20.7,70,3,1,2-,1.72,103.2,S4502,10,11.41,0.43,S2399,10,8.09,2.98,198,210,0.268,1.0,,1,FW,9.75,1.71,94,103,,S1,A,0.0,,C,70,3,5,0,E,,,L-21,5,8,6,1997
97RA00327,S6785,10,96,1,10,43,21,M,1,1,4.0,Y,90,104,128,0.707,176,176,71,0.245,3.1,64,9.4,,,19.95,3.58,18.0,70,1,1,2,1.37,91.4,S5283,10,10.3,3.55,S3835,10,-1.6,-1.0,198,210,0.263,1.0,"RAM+,WETHER-",2,M,4.35,1.28,87,103,-,S1,A,0.0,151,,,,,,E,,,,3,3,3,1997
97RA00328,S6790,10,96,1,11,07,32,R,3,2,6.0,Y,90,82,132,0.536,165,165,71,0.286,2.5,64,8.4,,,19.18,4.25,22.1,70,4,1,3-,1.88,127.4,S4549,10,20.0,7.35,S0870,10,15.31,6.76,176,210,0.266,1.0,,3,LBW,17.66,7.06,104,93,,S2,AA,0.0,,,,,,,,,,,5,11,11,1997
97RA00329,S6793,10,96,1,10,42,23,M,2,2,7.0,Y,90,85,128,0.563,163,163,71,0.265,3.2,62,10.2,,,20.75,3.74,18.0,64,3,1,2-,2.0,131.7,S4980,10,13.82,6.55,S0642,10,17.35,2.69,181,210,0.269,1.0,H4,1,M,15.59,4.62,108,108,,D4,DUD,0.0,LIB,C,70,3,5,0,E,,,,6,14,12,1997
97RA00330,S6796,10,96,1,ID,43,45,I,2,2,4.0,Y,91,83,129,0.562,172,172,71,0.305,2.8,62,9.0,,,21.93,4.25,19.4,64,7,1,3-,2.0,156.0,S4589,10,13.38,3.55,S4045,10,12.85,3.27,189,210,0.299,1.0,"H7,LAME LF",2,IDA,13.12,3.41,115,96,-,SP,B,0.0,154,,,,,,E,,,,2,4,4,1997
97RA00331,S6799,10,96,1,12,43,81,C,2,2,5.0,Y,91,88,129,0.613,158,158,71,0.24,3.0,62,8.4,,,20.84,3.95,19.0,64,1,1,3,1.5,103.6,S5145,10,9.03,4.34,S2696,10,13.49,7.61,182,210,0.265,1.0,,1,CTL,11.26,5.98,91,96,,S4,AAA,0.0,91,C,70,3,5,0,E,,,,4,6,6,1997
97RA00332,S6807,10,96,1,11,07,34,R,1,2,3.0,Y,91,88,129,0.578,164,164,71,0.26,2.8,60,9.6,,,22.1,4.82,21.8,62,5,1,3,1.7,122.4,S5177,10,20.7,8.45,S4668,10,15.15,5.23,180,210,0.259,1.0,H5,3,LBW,17.93,6.84,98,99,,D4,DUD,0.0,LIB,,,,,,,,,,3,4,5,1997
97RA00333,S6837,10,96,1,ID,07,42,I,2,2,6.0,Y,91,99,129,0.667,191,191,71,0.315,2.8,62,11.2,,,21.03,4.29,20.4,64,7,1,3-,2.0,157.0,S4871,10,4.56,0.0,S1817,10,17.93,10.7,205,210,0.299,1.0,"H7,BIG TAG!",1,IDA,11.25,5.35,137,109,,S1,A,0.0,e.0,M,75,3,5,0,E,,,,2,4,4,1997
97RA00334,S6842,10,96,1,12,07,87,C,2,1,3.0,Y,91,95,129,0.657,153,153,71,0.199,2.9,64,10.0,,,19.64,4.41,22.4,70,2,1,2-,1.85,111.9,S4855,10,12.94,4.79,S4616,10,19.61,7.44,177,210,0.231,1.0,,1,CTL,16.28,6.12,94,105,,S1,A,0.0,87,C,60,3,5,0,E,,,L-20,3,5,4,1997
97RA00335,S6851,10,96,1,13,43,41,F,3,2,6.0,Y,91,90,129,0.608,163,163,71,0.25,2.8,64,8.9,,,20.72,4.01,19.4,64,2,1,4-,1.67,125.5,S4837,10,8.01,0.04,S1538,10,23.01,10.25,183,210,0.262,1.0,,2,FW,15.51,5.15,102,96,-,S2,AA,0.0,147,,,,,,E,,,,5,9,9,1997
97RA00336,S6858,10,96,1,ID,07,42,I,3,2,7.0,Y,92,82,128,0.56,166,166,71,0.288,2.7,64,8.9,,,20.6,3.86,18.9,64,2,1,2-,3.0,161.0,S4871,10,4.56,0.0,S9572,19,11.64,6.3,181,210,0.279,1.0,,2,IDA,8.1,3.15,122,92,-,S1,A,0.0,127,,,,,,E,,,,1,3,2,1997
97RA00337,S6877,10,96,1,11,07,33,R,2,2,6.0,Y,92,94,128,0.655,169,169,71,0.257,2.7,64,9.6,,,19.94,4.09,20.5,70,1,1,4,2.07,121.3,S4764,10,15.76,7.39,S1621,10,20.35,6.33,188,210,0.265,1.0,,1,LBW,18.06,6.86,100,100,,S2,AA,0.0,13,C,75,4,5,0,E,,,,6,13,9,1997
97RA00338,S6881,10,96,1,12,07,83,C,2,2,3.0,Y,92,66,126,0.444,168,168,71,0.347,2.9,58,11.8,,,25.79,5.34,20.7,58,3,1,3+,1.85,111.9,S4490,10,0.0,8.66,S4462,10,16.97,1.96,187,210,0.339,1.0,,1,CTL,8.49,5.31,109,109,,D4,DUD,0.0,LIB,C,75,3,5,0,E,,,,3,5,4,1997
97RA00339,S6888,10,96,1,12,43,81,C,1,1,3.0,Y,92,104,128,0.709,180,180,71,0.26,3.0,64,9.0,,,20.05,3.46,17.2,70,3,1,3-,1.7,111.3,S5145,10,9.03,4.34,S4865,10,9.41,1.87,196,210,0.259,1.0,KEEP+SALE97,1,CTL,9.22,3.11,94,100,,S3,AA,0.0,89a,W,60,3,5,0,S,,,,3,4,4,1997
97RA00340,S6920,10,96,1,10,43,24,M,2,2,3.0,Y,93,93,127,0.634,160,160,71,0.229,3.1,60,11.8,,,24.21,5.23,21.6,60,3,1,5,1.99,116.6,S4726,10,12.66,2.93,S5100,10,17.84,9.76,183,210,0.254,1.0,"F5, 4TEATS",3,M,15.25,6.35,99,112,,D4,DUD,0.0,LIB,,,,,,,,,,3,6,4,1997
97RA00341,S6945,10,96,1,11,07,32,R,3,2,7.0,Y,93,78,127,0.544,159,159,71,0.277,2.4,60,7.8,,,22.35,4.24,19.0,62,7,1,3-,1.64,115.8,S4549,10,20.0,7.35,S0809,10,22.07,8.18,184,210,0.299,1.0,H7,1,LBW,21.04,7.77,94,85,,S3,AA,0.0,,W,65,3,5,0,S,,,,6,10,9,1997
97RA00342,S6946,10,96,1,11,07,32,R,3,2,7.0,Y,93,79,127,0.543,172,172,71,0.318,1.8,60,8.0,,,23.09,5.03,21.8,62,7,1,3,1.64,115.8,S4549,10,20.0,7.35,S0809,10,22.07,8.18,187,210,0.304,1.0,H7,3,LBW,21.04,7.77,94,79,,S1,A,0.0,,,,,,,,,,,6,10,9,1997
97RA00343,S6972,10,96,1,13,43,42,F,2,1,5.0,Y,94,84,126,0.583,156,156,71,0.247,3.1,62,9.2,,,21.87,5.15,23.5,64,7,1,3+,1.94,119.6,S4871,10,4.56,0.0,S2889,10,13.69,1.21,184,210,0.282,1.0,"H7,SM.TESTES",2,FW,9.13,0.61,98,101,-,S3,AA,0.0,156,,,,,,E,,,,5,10,8,1997
97RA00344,S6975,10,96,1,11,43,31,R,2,2,6.0,Y,94,95,126,0.675,154,154,71,0.202,2.8,64,8.9,,,20.34,4.27,21.0,70,2,1,2-,1.57,111.0,S4829,10,22.16,8.37,S1311,10,13.88,5.23,184,210,0.251,1.0,,2,LBW,18.02,6.8,94,96,-,S2,AA,0.0,148,,,,,,E,,,,5,8,8,1997
97RA00345,S6976,10,96,1,11,07,34,R,3,2,7.0,Y,94,88,126,0.605,177,177,71,0.305,3.1,60,10.6,,,23.28,4.6,19.8,62,3,1,2+,1.91,100.3,S5177,10,20.7,8.45,S0328,10,16.16,8.99,196,210,0.304,1.0,H3,1,LBW,18.43,8.72,91,107,,S1,A,0.0,14,C,75,3,5,0,E,,,,6,13,8,1997
97RA00346,S6997,10,96,1,ID,43,45,I,2,2,5.0,Y,94,88,126,0.61,156,156,71,0.233,2.9,64,8.8,,,20.29,4.21,20.8,70,6,1,3,2.0,183.0,S4589,10,13.38,3.55,S2559,10,9.63,3.99,171,210,0.234,1.0,H6,3,IDA,11.51,3.77,124,98,,D4,DUD,0.0,LIB,,,,,,,,,,2,4,4,1997
97RA00347,S6998,10,96,1,12,07,82,C,2,2,7.0,Y,94,75,126,0.517,152,152,71,0.264,3.5,64,9.4,,,20.25,4.42,21.8,70,2,1,4+,1.51,91.6,S5118,10,6.26,1.97,S9570,19,22.79,6.41,165,210,0.254,1.0,,1,CTL,14.53,4.19,90,107,,D4,DUD,0.0,LIB,C,50,3,5,0,S,,,,5,10,8,1997
97RA00348,S7003,10,96,1,10,07,22,M,2,2,5.0,Y,94,95,126,0.652,175,175,71,0.274,2.8,62,11.2,,,21.12,4.34,20.5,64,3,1,4+,1.83,121.3,S4494,10,20.9,8.06,S2541,10,21.58,8.81,191,210,0.27,1.0,4TEATS,1,M,21.24,8.44,108,109,,S2,AA,0.0,22,C,70,3,5,0,E,,,L-16,5,9,8,1997
97RA00349,S7010,10,96,1,12,07,82,C,3,1,5.0,Y,95,75,125,0.52,172,172,71,0.332,3.0,60,8.6,,,23.89,6.72,28.1,60,6,1,3+,2.05,124.5,S5118,10,6.26,1.97,S2806,10,16.41,4.32,189,210,0.321,1.0,H6,3,CTL,11.34,3.15,109,95,,S1,A,0.0,,,,,,,,,,,5,11,9,1997
97RA00350,S7013,10,96,1,12,43,85,C,1,2,3.0,Y,95,89,125,0.608,172,172,71,0.284,2.6,64,9.4,,,19.8,3.9,19.7,70,1,1,2-,1.7,124.5,S4520,10,7.69,2.1,S4721,10,22.79,8.57,182,210,0.262,1.0,,1,CTL,15.24,5.34,98,98,,S4,AAA,0.0,83,C,70,3,5,0,E,,,,3,4,5,1997
97RA00351,S7017,10,96,1,ID,43,45,I,2,2,4.0,Y,95,88,125,0.608,165,165,71,0.264,2.8,64,8.9,,,19.93,4.2,21.1,70,2,1,3-,2.0,162.0,S4589,10,13.38,3.55,S2840,10,20.29,6.71,174,210,0.242,1.0,,2,IDA,16.84,5.13,123,97,-,S1,A,0.0,150,,,,,,S,,,,1,2,2,1997
97RA00352,S7020,10,96,1,12,42,84,C,2,2,3.0,Y,95,62,125,0.408,139,139,71,0.264,2.7,60,8.4,,,22.08,4.22,19.1,62,3,1,5+,1.85,108.0,S4968,10,4.01,0.0,S5230,10,3.54,2.15,153,210,0.256,1.0,62#only2/sire,3,CTL,3.78,1.08,88,92,,SP,B,0.0,,,,,,,,,,,3,5,4,1997
97RA00353,S7029,10,96,1,ID,43,44,I,1,1,4.0,Y,95,102,123,0.712,182,182,71,0.272,3.0,62,11.2,,,21.37,4.24,19.9,64,7,1,2-,1.5,146.5,S4502,10,11.41,0.43,S4147,10,16.65,7.32,195,210,0.261,1.0,H7,1,IDA,14.03,3.88,97,111,,S1,A,0.0,,C,75,3,5,0,E,,,,2,3,3,1997
97RA00354,S7033,10,96,1,11,07,34,R,1,1,6.0,Y,95,106,123,0.745,169,169,71,0.214,3.0,62,10.0,,,21.27,3.56,16.8,64,2,1,2+,1.57,117.9,S5177,10,20.7,8.45,S2001,10,11.42,3.15,194,210,0.246,1.0,XSMALL TESTES,X,LBW,16.06,5.8,95,104,-,S1,A,0.0,XXX,,,,,,E,,,,5,8,8,1997
97RA00355,S7039,10,96,1,ID,07,42,I,2,2,5.0,Y,95,85,123,0.6,180,180,71,0.323,2.5,64,8.9,,,20.4,4.22,23.0,70,3,1,2-,2.0,125.0,S4871,10,4.56,0.0,S3128,10,12.74,6.66,203,210,0.331,1.0,,2,IDA,8.65,3.33,124,95,-,S3,AA,0.0,129,,,,,,E,,,,2,4,3,1997
