UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVUNL_SIR,DAM,DBRD,EBVLWW_DAM,EBVUNL_DAM,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW_UNL,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
97RA00143,A3552,04,96,1,82,30,30,C,2,2,2.0,Y,109,76,111,0.602,168,168,71,0.315,2.7,62,5.6,,,21.49,3.73,17.3,64,1,1,2-,1.94,120.9,A0760,04,22.05,2.55,A0799,04,19.0,4.53,181,210,0.296,1.0,,1,CTL,20.53,3.54,91,89,,S3,AA,0.0,p22,W,50,3,5,0,S,,,,1,2,2,1997
97RA00144,A3571,04,96,1,81,30,01,M,3,2,5.0,Y,110,74,108,0.598,129,129,71,0.187,2.6,60,4.4,,,20.66,3.84,18.6,64,2,1,3+,2.07,117.4,A0733,04,25.69,7.06,L8517,03,24.32,8.06,143,210,0.193,1.0,RUNT,3,LBW,25.01,7.56,90,80,,,,0.0,,,,,,,,,,,5,10,7,1997
97RA00145,A3591,04,96,1,82,30,31,C,2,2,6.0,Y,111,78,107,0.621,148,148,71,0.238,2.7,62,6.2,,,21.65,4.16,19.2,64,2,1,2,2.02,108.1,A1031,04,20.42,5.71,L7687,03,10.67,1.87,168,210,0.252,1.0,NICE,3,CTL,15.55,3.79,84,93,,MO,MOR,0.0,LIB,,,,,,,,,,6,12,8,1997
97RA00146,A3592,04,96,1,ch,31,j.7,h,2,2,2.0,Y,111,62,111,0.477,155,155,72,0.321,0.0,60,7.6,,,0.0,0.0,0.0,,,1,,1.5,111.5,T4325,44,6.52,3.96,A2476,04,9.69,4.53,167,210,0.297,1.0,,3,CH,8.11,4.25,,,,D4,DUD,0.0,,,,,,,,,,,2,3,3,1997
97RA00147,A3593,04,96,1,ch,31,j.7,h,2,2,2.0,Y,111,55,111,0.415,148,148,72,0.321,0.0,62,6.2,,,0.0,0.0,0.0,,,1,,1.5,111.5,T4325,44,6.52,3.96,A2476,04,9.69,4.53,172,210,0.331,1.0,,3,CH,8.11,4.25,,,,D4,DUD,0.0,,,,,,,,,,,2,3,3,1997
97RA00148,A3629,04,96,1,82,30,27,C,2,2,6.0,Y,112,80,106,0.634,184,184,71,0.354,3.6,56,9.4,,,26.1,7.12,27.3,58,4,1,2-,1.62,111.4,A1399,04,15.85,5.5,L7452,03,16.97,0.44,195,210,0.322,1.0,HORN4,3,CTL,16.41,2.97,104,120,,SP,B,0.0,,,,,,,,,,,6,8,8,1997
97RA00149,A3636,04,96,1,82,30,21,C,2,2,6.0,Y,113,69,107,0.555,155,155,71,0.295,2.5,62,6.2,,,22.73,3.9,17.2,62,4,1,2,1.68,130.4,A0811,04,13.47,0.82,L5675,03,20.42,7.46,178,210,0.307,1.0,"NOTCH,H4,X",3,CTL,16.95,4.14,96,89,,,,0.0,,,,,,,,,,,6,9,9,1997
97RA00150,A3656,04,96,1,81,30,02,M,2,2,4.0,Y,115,75,105,0.614,162,162,71,0.298,3.0,60,7.8,,,23.85,3.97,16.6,60,1,1,2,2.1,131.6,A1423,04,19.9,5.38,L9905,03,26.15,2.63,176,210,0.285,1.0,,1,LBW,23.03,4.01,103,105,,S1,A,0.0,,C,60,3,5,0,E,,,L-9,4,8,7,1997
97RA00151,A3661,04,96,1,ch,34,j.2,c,1,1,2.0,Y,119,79,103,0.671,169,169,72,0.31,0.0,60,5.0,,,0.0,0.0,0.0,,,1,,1.5,130.5,A1126,04,7.73,6.49,A2283,04,14.61,3.2,193,210,0.323,1.0,,1,CH,11.17,4.85,,,,S3,AA,0.0,LIB,,,,,,,,,,2,3,3,1997
97RA00152,A3666,04,96,2,73,30,4,H,3,2,6.0,F,231,87,109,0.713,132,132,0,0.262,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,67.8,A1572,04,0.0,0.0,L5841,03,0.0,0.0,163,210,0.323,0.5,"X,BADCLUBFOOT",3,-FL,0.0,0.0,100,,,S2,AA,0.0,,C,60,3,5,0,E,,,,4,9,7,1997
97RA00153,A3668,04,96,2,73,30,7,L,2,2,6.5,F,232,69,108,0.544,135,135,0,0.384,0.0,0,0.0,,,0.0,0.0,0.0,,3,1,,1.17,75.0,A1678,04,4.71,0.89,L4904,03,11.25,2.96,136,210,0.285,0.5,"X,HORN3,HVY",3,-FL,7.98,1.93,98,,,,,0.0,,,,,,,,,,,5,7,7,1997
97RA00154,A3673,04,96,2,73,30,3,L,2,2,6.5,F,232,74,108,0.616,125,125,0,0.297,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,83.3,A1595,04,0.0,0.0,L5596,03,4.45,0.28,155,210,0.345,0.5,,1,-FL,2.23,0.14,110,,,S5,AAA,0.0,-FL,C,65,3,5,0,E,,,,5,9,9,1997
97RA00155,A3677,04,96,2,73,30,10,H,3,2,6.0,F,233,71,107,0.608,137,137,0,0.384,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,79.2,A1594,04,0.0,0.0,L6164,03,0.0,0.0,173,210,0.434,0.5,SNOTTY NOSE,1,-FL,0.0,0.0,105,,,S2,AA,0.0,-FL,C,70,3,5,0,E,,,,5,9,8,1997
97RA00156,A3678,04,96,2,73,30,10,H,3,2,6.0,F,233,70,107,0.581,151,151,0,0.471,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,79.2,A1594,04,0.0,0.0,L6164,03,0.0,0.0,180,210,0.468,0.5,,1,-FL,0.0,0.0,104,,,S2,AA,0.0,-FL,W,70,3,5,0,E,,,,5,9,8,1997
97RA00157,A3683,04,96,2,73,30,9,L,2,1,4.0,F,233,84,107,0.734,146,146,0,0.36,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.25,51.0,A1693,04,0.0,0.0,L9421,03,0.0,-0.76,173,210,0.379,0.5,,1,-FL,0.0,-0.38,84,,,S3,AA,0.0,-FL,M,70,3,5,0,E,,,,2,5,3,1997
97RA00158,A3692,04,96,2,73,30,4,H,2,2,4.0,F,234,76,106,0.603,140,140,0,0.372,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.25,62.0,A1572,04,0.0,0.0,L9547,03,0.0,-1.28,166,210,0.383,0.5,,1,-FL,0.0,-0.64,89,,,S5,AAA,0.0,-FL,M,70,3,5,0,E,,,,2,5,4,1997
97RA00159,A3693,04,96,2,73,30,4,H,2,2,4.0,F,234,65,106,0.531,138,138,0,0.424,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.25,62.0,A1572,04,0.0,0.0,L9547,03,0.0,-1.28,161,210,0.409,0.5,,1,-FL,0.0,-0.64,85,,,S3,AA,0.0,-FL,C,70,3,5,8,S,,,,2,5,4,1997
97RA00160,A3695,04,96,2,73,30,5,L,2,2,6.0,F,234,74,106,0.586,151,151,0,0.448,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.17,68.5,A1620,04,0.0,0.0,L6014,03,0.0,0.0,177,210,0.438,0.5,,1,-FL,0.0,0.0,94,,,S1,A,0.0,-FL,C,70,3,5,0,E,,,,5,7,6,1997
97RA00161,A3698,04,96,2,73,30,5,L,2,2,5.5,F,235,69,105,0.571,135,135,0,0.384,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.0,66.4,A1620,04,0.0,0.0,L7630,03,9.42,1.79,169,210,0.426,0.5,,1,-FL,4.71,0.9,91,,,S2,AA,0.0,-FL,M,40,3,5,0,S,,,,4,5,5,1997
97RA00162,A3705,04,96,2,73,30,4,H,3,2,1.5,F,235,62,105,0.53,126,126,0,0.372,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,3.0,135.5,A1572,04,0.0,0.0,A1965,04,0.0,-0.01,165,210,0.438,0.5,TOP IDX =146,1,-FL,0.0,-0.01,156,,,S5,AAA,0.0,-FL,C,60,3,5,0,E,,,,1,3,3,1997
97RA00163,A3713,04,96,2,73,30,4,H,2,2,3.0,F,235,67,105,0.527,151,151,0,0.488,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.33,61.0,A1572,04,0.0,0.0,A0460,04,0.0,0.45,182,210,0.489,0.5,,1,-FL,0.0,0.23,84,,,S2,AA,0.0,-FL,C,60,3,5,0,E,,,,2,4,3,1997
97RA00164,A3717,04,96,2,73,30,7,L,2,2,3.0,F,235,67,105,0.55,126,126,0,0.343,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.33,60.3,A1678,04,4.71,0.89,A0255,04,0.0,-0.43,157,210,0.383,0.5,"X,R.EPI '98",1,-FL,2.36,0.23,84,,,S4,AAA,0.0,-FL,C,70,3,5,0,E,,,,2,4,3,1997
97RA00165,A3724,04,96,2,73,30,2,H,2,2,6.5,F,235,70,105,0.582,136,136,0,0.384,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.83,85.8,A1558,04,0.0,0.0,L5288,03,2.2,1.8,162,210,0.391,0.5,,1,-FL,1.1,0.9,110,,,S0,B,0.0,-FL,C,70,3,5,0,E,,,,5,11,8,1997
97RA00166,A3748,04,96,2,73,30,10,H,2,2,3.0,F,236,77,104,0.648,136,136,0,0.343,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.33,72.7,A1594,04,0.0,0.0,A0355,04,10.52,1.21,172,210,0.404,0.5,,1,-FL,5.26,0.61,101,,,S4,AAA,0.0,-FL,C,70,3,5,0,E,,,,2,4,3,1997
97RA00167,A3757,04,96,2,73,30,8,H,3,1,6.0,F,237,76,103,0.638,142,142,0,0.384,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.67,73.3,A1719,04,0.0,0.0,L6272,03,0.0,0.0,171,210,0.404,0.5,,1,-FL,0.0,0.0,101,,,S2,AA,0.0,-FL,C,60,3,5,0,E,,,,5,10,8,1997
97RA00168,A3760,04,96,2,73,30,2,H,2,1,4.0,F,237,89,103,0.762,165,165,0,0.442,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,2.0,84.1,A1558,04,0.0,0.0,L9467,03,0.0,0.48,201,210,0.477,0.5,,1,-FL,0.0,0.24,118,,,S2,AA,0.0,741,C,70,3,5,0,E,,,,3,8,6,1997
97RA00169,A3765,04,96,2,73,30,4,H,2,2,3.0,F,237,67,103,0.542,140,140,0,0.424,0.0,0,0.0,,,0.0,0.0,0.0,,7,1,,1.33,74.7,A1572,04,0.0,0.0,A0302,04,7.91,-2.64,172,210,0.447,0.5,"X,HORN7,CURL!",3,-FL,3.96,-1.32,98,,,,,0.0,,,,,,,,,,,2,4,4,1997
97RA00170,A3772,04,96,2,73,30,2,H,2,2,2.5,F,238,67,102,0.563,145,145,0,0.453,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.0,58.5,A1558,04,0.0,0.0,A0983,04,0.0,-0.01,173,210,0.451,0.5,FIX BIG TAG,1,-FL,0.0,-0.01,83,,,S3,AA,0.0,-FL,M,60,3,5,0,E,,,,1,2,2,1997
97RA00171,A3777,04,96,2,73,30,5,L,2,2,4.0,F,238,65,102,0.538,132,132,0,0.39,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.75,88.6,A1620,04,0.0,0.0,L9394,03,0.0,0.98,163,210,0.417,0.5,NICE,1,-FL,0.0,0.49,111,,,S0,B,0.0,742,C,60,3,5,0,E,,,,3,7,6,1997
97RA00172,A3791,04,96,2,73,30,6,H,2,1,6.0,F,239,83,101,0.713,157,157,0,0.43,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.0,47.8,A1638,04,2.23,-0.49,L6261,03,0.0,0.0,187,210,0.443,0.5,,1,-FL,1.12,-0.25,80,,,S2,AA,0.0,-FL,M,60,3,5,0,E,,,,4,6,4,1997
97RA00173,A3819,04,96,2,73,30,7,L,2,1,8.0,F,241,80,99,0.708,151,151,0,0.413,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.38,74.4,A1678,04,4.71,0.89,L2880,03,0.0,0.0,178,210,0.417,0.5,,1,-FL,2.36,0.45,106,,,S2,AA,0.0,-FL,C,70,3,5,0,E,,,,6,11,9,1997
97RA00174,A3828,04,96,2,73,30,9,L,3,2,5.0,F,241,64,99,0.545,122,122,0,0.337,0.0,0,0.0,,,0.0,0.0,0.0,,4,1,,1.6,80.8,A1693,04,0.0,0.0,L8230,03,0.0,0.0,154,210,0.383,0.5,"X,HORN4",3,-FL,0.0,0.0,104,,,,,0.0,,,,,,,,,,,4,8,7,1997
97RA00175,A3832,04,96,2,73,30,3,L,2,2,5.0,F,242,77,98,0.692,136,136,0,0.343,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,0.8,56.0,A1595,04,0.0,0.0,L8155,03,0.0,0.0,174,210,0.413,0.5,"X,R.EPI '98",1,-FL,0.0,0.0,87,,,S1,A,0.0,-FL,C,70,4,5,0,E,,,,3,4,4,1997
97RA00176,A3833,04,96,2,73,30,3,L,2,2,5.0,F,242,72,98,0.647,133,133,0,0.355,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,0.8,56.0,A1595,04,0.0,0.0,L8155,03,0.0,0.0,161,210,0.379,0.5,,1,-FL,0.0,0.0,85,,,S0,B,0.0,-FL,C,65,3,5,0,E,,,,3,4,4,1997
97RA00177,A3866,04,96,2,73,30,8,H,2,2,4.0,F,245,67,95,0.591,125,125,0,0.337,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,94.3,A1719,04,0.0,0.0,L9367,03,2.79,0.54,158,210,0.387,0.5,"X,BAD TESTES",3,-FL,1.4,0.27,119,,,S2,AA,0.0,,C,70,4,5,0,E,,,,3,6,6,1997
97RA00178,A3880,04,96,2,73,30,6,H,2,2,3.0,F,247,69,93,0.61,135,135,0,0.384,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.33,66.0,A1638,04,2.23,-0.49,A0258,04,0.0,-0.02,170,210,0.43,0.5,,1,-FL,1.12,-0.26,93,,,S1,A,0.0,-FL,W,70,3,5,0,E,,,,2,4,3,1997
97RA00179,A3886,04,96,2,73,30,4,H,2,1,7.0,F,248,63,92,0.568,124,124,0,0.355,0.0,0,0.0,,,0.0,0.0,0.0,,4,1,,1.57,73.3,A1572,04,0.0,0.0,L4634,03,0.0,0.0,151,210,0.374,0.5,"HORN4,MSG.TAG",3,-FL,0.0,0.0,98,,,,,0.0,,,,,,,,,,,6,11,9,1997
97RA00180,A3892,04,96,2,73,30,2,H,2,1,6.0,F,248,71,92,0.672,125,125,0,0.314,0.0,0,0.0,,,0.0,0.0,0.0,,4,1,,1.5,60.3,A1558,04,0.0,0.0,L5953,03,0.0,0.0,160,210,0.379,0.5,"X,HORN4",3,-FL,0.0,0.0,90,,,,,0.0,,,,,,,,,,,5,9,7,1997
97RA00181,A3908,04,96,2,73,30,9,L,2,1,5.0,F,249,73,91,0.69,133,133,0,0.349,0.0,0,0.0,,,0.0,0.0,0.0,,,3,,1.2,49.0,A1693,04,0.0,0.0,L7864,03,0.0,0.0,161,210,0.374,0.5,"X, SIZE",1,-FL,0.0,0.0,80,,,S3,AA,0.0,-FL,W,65,3,5,0,S,,,,3,6,5,1997
97RA00182,A3919,04,96,2,73,30,2,H,2,1,3.0,F,250,70,90,0.652,145,145,0,0.436,0.0,0,0.0,,,0.0,0.0,0.0,,5,1,,1.33,49.3,A1558,04,0.0,0.0,A0291,04,0.0,0.1,177,210,0.455,0.5,"X,HORN5",3,-FL,0.0,0.05,79,,,,,0.0,,,,,,,,,,,2,4,2,1997
97RA00183,A3924,04,96,2,73,30,9,L,2,2,4.0,F,250,65,90,0.603,141,141,0,0.442,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,92.6,A1693,04,0.0,0.0,L9560,03,0.0,-2.18,173,210,0.46,0.5,"X,BAD SEMEN",3,-FL,0.0,-1.09,118,,,S4,AAA,0.0,,M,20,1,5,25,U,,,,3,6,6,1997
97RA00184,A3925,04,96,2,73,30,9,L,2,2,4.0,F,250,63,90,0.606,114,114,0,0.297,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.5,92.6,A1693,04,0.0,0.0,L9560,03,0.0,-2.18,133,210,0.298,0.5,,1,-FL,0.0,-1.09,118,,,S2,AA,0.0,-FL,W,70,3,5,0,E,,,,3,6,6,1997
97RA00185,A3926,04,96,2,73,30,8,H,2,2,3.0,F,250,65,90,0.592,136,136,0,0.413,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.33,88.7,A1719,04,0.0,0.0,A0332,04,8.31,1.37,178,210,0.481,0.5,,1,-FL,4.16,0.69,114,,,S2,AA,0.0,-FL,M,70,3,5,0,E,,,,2,4,4,1997
97RA00186,A3931,04,96,2,73,30,8,H,3,2,6.5,F,251,80,89,0.802,133,133,0,0.308,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,2.33,90.1,A1719,04,0.0,0.0,L4946,03,18.21,0.26,150,210,0.298,0.5,,1,-FL,9.11,0.13,125,,,S3,AA,0.0,-FL,C,55,3,5,8,S,,,,5,14,9,1997
97RA00187,A3946,04,96,2,73,30,10,H,2,2,4.0,F,252,68,88,0.645,140,140,0,0.419,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.0,66.5,A1594,04,0.0,0.0,L9385,03,0.0,0.7,180,210,0.477,0.5,,1,-FL,0.0,0.35,95,,,S2,AA,0.0,-FL,M,50,3,5,8,S,,,,2,4,4,1997
97RA00188,A3949,04,96,2,73,30,2,H,2,2,4.0,F,252,66,88,0.62,140,140,0,0.43,0.0,0,0.0,,,0.0,0.0,0.0,,,1,,1.25,77.8,A1558,04,0.0,0.0,L9541,03,0.0,-0.01,174,210,0.46,0.5,"X,BAD SEMEN",3,-FL,0.0,-0.01,105,,,S4,AAA,0.0,,M,30,2,5,25,U,,,,3,5,5,1997
97RA00189,A3970,04,96,2,73,30,6,H,2,2,4.0,F,257,62,83,0.619,140,140,0,0.453,0.0,0,0.0,,,0.0,0.0,0.0,,4,1,,1.25,68.3,A1638,04,2.23,-0.49,L9400,03,0.0,0.24,176,210,0.485,0.5,"X,HORN4",3,-FL,1.12,-0.13,95,,,,,0.0,,,,,,,,,,,2,5,4,1997
97RA00190,I4052,00,94,1,ID,02,,,2,2,5.0,M,0,0,0,0.0,217,0,72,0.0,3.2,62,11.0,,,20.77,3.39,16.3,64,1,1,2-,1.6,118.8,,,0.0,0.0,,,0.0,0.0,243,210,0.0,3.0,Isaacs Ram,1,IDA,0.0,0.0,,,,S4,AAA,94.4,41T,C,75,3,5,0,E,,,,0,0,0,1997
97RA00191,K7244,63,94,1,00,05,52,H,2,1,3.0,M,94,106,128,0.751,204,158,72,0.182,3.9,60,11.2,,,26.21,4.86,18.5,58,1,1,3,1.59,108.7,K6796,63,5.93,0.0,K5937,63,8.5,3.3,225,210,0.251,3.0,ENTR Cc,2,CN,7.22,1.65,,,-,S1,A,100.0,204,,,,,,E,,,,0,0,0,1997
97RA00192,K7245,63,94,1,00,05,52,H,2,1,3.0,M,94,87,128,0.594,212,165,72,0.274,3.6,58,9.8,,,28.48,4.9,17.2,54,2,1,2,1.59,108.7,K6796,63,5.93,0.0,K5937,63,8.5,3.3,216,210,0.308,3.0,"SEMEN=Q, Cc",2,CN,7.22,1.65,,,-,S1,A,0.0,205,,,,,,E,,,,0,0,0,1997
97RA00193,K7656,63,94,1,00,05,51,H,3,2,4.0,M,105,86,116,0.622,266,155,72,0.241,3.9,54,14.8,,,29.88,5.99,20.1,50,1,1,3+,1.81,127.5,K6787,63,0.0,0.0,K5084,63,10.83,5.64,265,210,0.31,3.0,4TEATS Cc,2,CN,5.42,2.82,,,-,S1,A,100.0,203,,,,,,S,,,,0,0,0,1997
97RA00194,K7726,63,94,1,00,05,R15,H,1,1,2.0,M,123,68,98,0.567,194,129,72,0.213,3.1,58,7.8,,,28.64,4.81,16.8,54,2,1,1-,1.35,88.0,K6989,63,0.0,0.0,K6757,63,0.0,0.0,203,210,0.239,3.0,@HQ 7/9/96 Cc,3,CN,0.0,0.0,,,,S3,AA,0.0,,,,,,,,,,,0,0,0,1997
97RA00195,K7793,63,95,1,60,06,603,M,2,1,4.0,M,88,110,131,0.761,240,178,72,0.229,3.9,54,14.0,,,29.42,5.07,17.3,50,1,1,3+,1.64,114.9,K6832,63,0.0,0.0,K6856,63,0.0,0.0,261,210,0.312,2.0,"BIG,COARSE",2,ADG,7.9,4.31,98,104,-,S4,AAA,89.2,197,,,,,,S,,R,,3,6,5,1997
97RA00196,K7805,63,95,1,61,06,612,R,1,1,7.0,M,88,112,131,0.738,217,181,72,0.232,3.5,62,11.8,,,26.11,5.26,20.2,58,3,1,2,1.5,100.7,K6766,63,0.0,0.0,K3115,63,0.0,0.0,215,210,0.318,2.0,"JUMPER,scur3",3,LBW,6.42,1.36,98,95,,SP,B,97.1,,,,,,,,,,,0,0,0,1997
97RA00197,K7812,63,95,1,62,06, 68,C,2,2,7.0,M,89,93,130,0.614,214,166,72,0.246,3.7,56,12.6,,,28.14,4.85,17.3,54,1,3,2,1.5,85.5,K6851,63,0.0,0.0,K3753,63,0.0,0.0,247,210,0.318,2.0,"J3,SLI.UNDER",2,CTL,4.07,5.1,97,98,-,S2,AA,0.0,195,,,,,,E,,R,,0,0,0,1997
97RA00198,K7819,63,95,1,00,05, 52,H,2,2,5.0,M,89,118,130,0.816,214,174,72,0.189,3.7,54,12.2,,,29.61,5.87,19.8,50,3,1,2,1.68,146.2,K6868,63,0.0,0.0,K6233,63,0.0,6.65,244,210,0.255,2.0,Cc HM! Cc,1,CN,7.9,3.33,,,,S2,AA,60.7,,C,70,3,5,0,E,,,,5,8,8,1997
97RA00199,K7838,63,95,1,00,05, 54,H,1,1,3.0,M,89,118,130,0.798,209,160,72,0.141,3.1,60,11.2,,,26.42,5.03,19.0,56,2,1,3,1.31,92.3,K6972,63,0.0,0.0,K6258,63,0.0,0.23,244,210,0.178,2.0,Cc HM Cc WEAK,1,CN,4.46,0.12,,,,S3,AA,81.3,,C,75,3,5,0,E,,,,0,0,0,1997
97RA00200,K7964,63,95,1,62,06, 64,C,2,2,7.0,M,92,102,127,0.687,216,169,72,0.226,4.1,60,12.0,,,25.58,4.52,17.6,58,1,1,2-,1.77,118.1,K6971,63,0.0,0.0,K4108,63,0.0,0.0,246,210,0.312,2.0,"SEMEN=Q,LoEbv",2,CTL,0.23,0.58,94,101,-,S2,AA,0.0,198,C,40,2,5,15,Q,?,R,,7,13,10,1997
97RA00201,K7977,63,95,1,61,06,614,R,1,1,5.0,M,93,126,126,0.889,237,185,72,0.199,3.7,58,14.8,,,27.8,5.16,18.0,56,2,1,2-,1.46,100.2,K6951,63,0.0,0.0,K5517,63,0.0,0.0,264,210,0.309,2.0,"NICE,LA200",2,LBW,7.35,3.32,94,106,-,S1,A,88.9,193,,,,,,E,,R,M6493,4,6,5,1997
97RA00202,K8018,63,95,1,60,06,604,M,1,1,5.0,M,94,140,127,0.959,240,208,72,0.231,3.4,60,12.0,,,27.4,4.58,16.7,56,3,1,3+,1.57,120.5,K6983,63,0.0,0.0,K6063,63,0.0,0.0,277,210,0.325,2.0,mr.BIG adg959,2,ADG,7.35,3.44,106,94,-,S3,AA,91.7,196,,,,,,E,,R,,4,7,7,1997
97RA00203,K8027,63,95,1,00,05, 52,H,2,2,6.0,M,94,114,127,0.794,212,178,72,0.217,4.1,56,11.4,,,28.9,4.53,15.7,54,1,1,2-,1.57,123.9,K6868,63,0.0,0.0,K5238,63,0.0,4.78,249,210,0.316,2.0,Cc HM! Cc,1,CN,4.79,2.39,,,,S1,A,96.7,,M,60,3,5,0,E,,,,5,9,8,1997
97RA00204,K8080,63,95,1,00,05, 51,H,1,1,4.0,M,96,126,125,0.898,203,176,72,0.169,3.9,54,8.6,,,29.79,6.26,21.0,50,3,2,2-,1.52,120.9,K6796,63,5.93,0.0,K6761,63,0.89,1.07,201,210,0.215,2.0,"X,NC,BAD FOOT",3,NC,3.41,0.54,,,,S3,AA,0.0,,,,,,,,,,,4,5,5,1997
97RA00205,K8090,63,95,1,61,06,614,R,2,2,8.0,M,96,112,125,0.76,229,185,72,0.247,3.5,62,12.0,,,24.59,4.64,18.9,60,2,1,2-,2.25,147.8,K6951,63,0.0,0.0,K2936,63,0.0,0.0,255,210,0.287,2.0,,2,LBW,10.02,2.19,103,97,-,S1,A,0.0,191,,,,,,S,,R,M6491,0,0,0,1997
97RA00206,K8132,63,95,1,60,06,603,M,2,2,6.0,M,97,111,122,0.814,214,178,72,0.226,3.2,60,11.8,,,26.33,5.38,20.5,58,2,1,2-,1.77,128.1,K6832,63,0.0,0.0,K5267,63,0.0,0.0,248,210,0.297,2.0,/MM,2,ADG,9.52,3.57,99,92,-,S0,B,0.0,200,,,,,,S,,R,,6,11,9,1997
97RA00207,K8140,63,95,1,62,06, 66,C,2,1,4.0,M,97,88,122,0.633,219,167,72,0.266,3.9,58,12.8,,,25.94,5.94,22.9,58,1,2,3+,1.77,121.9,K6671,63,0.0,0.0,K6718,63,0.0,0.0,240,210,0.326,2.0,,2,CTL,6.29,3.73,104,102,-,S2,AA,71.0,199,,,,,,E,,R,,4,7,6,1997
97RA00208,K8192,63,95,1,60,06,602,M,2,1,6.0,M,98,116,121,0.849,217,189,72,0.246,4.0,58,13.4,,,26.91,4.62,17.2,56,2,1,3+,2.17,129.7,K6665,63,0.0,0.0,K5203,63,0.0,0.0,253,210,0.309,2.0,"NICE,LO LIB",2,ADG,7.81,2.61,106,104,-,S1,A,0.0,192,,,,,,E,,R,M6492,5,15,9,1997
97RA00209,K8348,63,95,1,60,06,604,M,1,1,5.0,M,102,123,119,0.896,232,192,72,0.234,3.5,58,14.0,,,26.92,4.91,18.3,56,3,2,3+,1.23,85.0,K6983,63,0.0,0.0,K6184,63,0.0,0.0,260,210,0.301,2.0,4TEATS,2,ADG,5.27,3.57,104,103,-,S1,A,0.0,194,,,,,,E,,R,,4,4,3,1997
97RA00210,K8349,63,95,1,00,05, 53,H,1,1,4.0,M,102,102,119,0.753,214,174,72,0.244,3.2,62,11.2,,,23.69,4.22,17.8,60,1,1,2-,1.64,126.1,K6770,63,5.04,0.0,K6753,63,4.26,1.61,238,210,0.31,2.0,"X,R.EPI,""CC""",1,CC,4.65,0.81,,,,S3,AA,94.9,c54,M,60,3,5,9,S,,,,4,6,6,1997
97RA00211,K8363,63,95,1,00,05, 54,H,2,2,4.0,M,102,71,119,0.517,172,139,72,0.231,2.9,60,9.6,,,26.42,5.0,18.9,56,1,1,1-,1.77,128.2,K6972,63,2.95,0.0,K6747,63,6.11,2.99,199,210,0.269,2.0,CC HOMOZY.CLR,1,CC,4.53,1.5,,,,S1,A,0.0,e10,W,75,3,5,0,S,,,,4,7,7,1997
97RA00212,K8381,63,95,1,61,06,613,R,2,2,7.0,M,103,96,118,0.699,192,166,72,0.237,4.1,54,14.2,,,31.08,5.29,17.0,48,2,1,2,1.68,124.6,K6701,63,0.0,0.0,K3272,63,0.0,0.0,243,210,0.301,2.0,COARSE!,3,LBW,13.34,4.93,98,106,,S3,AA,73.3,,,,,,,,,,,0,0,0,1997
97RA00213,K8515,63,96,1,00,05,52,H,2,2,4.0,Y,86,85,132,0.548,206,206,71,0.412,3.6,60,13.2,,,25.13,5.69,22.6,58,2,2,3,1.62,122.7,K7244,63,7.22,1.65,S3871,10,5.3,0.07,245,210,0.448,1.0,,2,N?,6.26,0.86,,,-,S1,A,0.0,201,,,,,,E,,,,4,5,5,1997
