UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVSIR95,DAM,DBRD,EBVLWW_DAM,EBVDAM95,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW95,M_IDX,F_IDX,WRK,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,DEC6,YRREC
95RA00078,A1040,04,94,1,81,30,02,M,3,3,3.0,2,107,72,115,0.565,126,126,79,0.189,2.7,60,4.0,72.2,2.9,21.96,64,3,1,2,2.21,147.2,L9337,03,0.0,17.69,L6831,03,29.93,28.9,165,191,0.278,1.0,3SCUR,1,LBW,29.93,23.3,113,101,W,S2,AA,93.0,03,C,75,4,90,0,E,,,,,1995
95RA00079,A1048,04,94,1,ch,31,-0,c,3,2,4.0,1,107,74,114,0.577,135,135,79,0.213,0.0,58,4.4,,,0.0,,,1,,1.79,107.9,S1878,10,0.0,0.0,L5052,03,12.31,6.8,162,191,0.263,1.0,,L,,12.31,6.8,,,,S2,AA,,UTE,,,,,,,,,,,1995
95RA00080,A1063,04,94,1,82,30,29,C,2,2,2.0,1,108,83,113,0.632,151,151,79,0.238,2.7,58,5.3,60.5,3.2,22.09,62,1,1,1-,1.97,87.1,L8982,03,0.0,15.61,L8880,03,20.11,11.38,183,191,0.299,1.0,,1,CTL,20.11,13.5,96,106,W,S3,AA,89.0,28,C,75,4,95,0,E,,,,,1995
95RA00081,A1069,04,94,1,82,30,25,C,2,2,2.0,1,108,74,113,0.565,134,134,79,0.21,2.0,60,3.5,61.3,2.1,21.16,64,2,1,2+,2.11,131.7,L8625,03,0.0,13.74,L8786,03,34.32,28.43,166,191,0.275,1.0,UGLY,3,CTL,34.32,21.09,96,80,W,S1,A,,,,,,,,,,,,,1995
95RA00082,A1070,04,94,1,82,30,25,C,2,2,2.0,1,108,83,113,0.648,143,143,79,0.21,2.5,60,4.5,63.1,2.8,20.74,64,2,1,3+,2.11,131.7,L8625,03,0.0,13.74,L8786,03,34.32,28.43,175,191,0.275,1.0,,1,CTL,34.32,21.09,103,98,W,S3,AA,100.0,24,C,60,3,90,0,E,,,,,1995
95RA00083,A1071,04,94,1,ch,31,-2,c,2,2,6.0,1,108,78,113,0.6,145,145,79,0.234,0.0,60,5.5,,,0.0,,,1,,1.71,104.3,S1497,10,24.32,0.0,L2156,03,16.35,9.73,174,191,0.287,1.0,,L,,20.33,9.73,,,,S3,AA,,,,,,,,,,,,,1995
95RA00084,A1080,04,94,1,82,30,24,C,2,2,2.0,1,108,78,113,0.591,136,136,80,0.203,2.3,60,3.8,69.0,2.6,21.36,64,2,1,2,1.97,105.5,L8595,03,0.0,15.19,L8760,03,17.69,15.07,175,191,0.29,1.0,,3,CTL,17.69,15.13,91,92,W,S1,A,,,,,,,,,,,,,1995
95RA00085,A1083,04,94,1,ch,31,-0,c,1,2,3.0,1,108,77,113,0.582,145,145,79,0.238,0.0,58,7.2,,,0.0,,,1,,1.79,100.5,S1497,10,24.32,0.0,L6759,03,11.27,9.74,173,191,0.287,1.0,,L,,17.79,9.74,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00086,A1084,04,94,1,81,30,02,M,1,1,3.0,1,108,101,113,0.799,154,154,79,0.185,2.9,58,5.7,71.6,4.1,22.26,62,2,1,1,1.67,111.1,L9337,03,0.0,17.69,L7226,03,14.32,12.26,187,191,0.257,1.0,,3,LBW,14.32,14.98,104,123,W,S2,AA,,,,,,,,,,,,,1995
95RA00087,A1092,04,94,1,81,30,04,M,3,2,4.0,1,108,86,113,0.673,136,136,79,0.175,2.4,58,3.7,61.8,2.3,22.42,62,2,1,2-,2.23,127.8,L8722,03,0.0,9.88,L5743,03,21.36,18.28,163,191,0.23,1.0,DUD -> MARK,L,LBW,21.36,14.08,93,87,W,D4,DUD,,DUD,,,,,,,NO,N,,DUD,1995
95RA00088,A1098,04,94,1,ch,30,-0,h,3,2,5.0,2,108,61,114,0.452,127,127,79,0.232,0.0,58,3.5,,,0.0,,,1,,2.0,117.1,L6868,03,0.0,10.31,L3663,03,18.13,10.13,166,191,0.314,1.0,,L,,18.13,10.22,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00089,A1115,04,94,1,ch,30,-2,h,3,1,2.5,2,108,74,114,0.587,122,122,79,0.168,0.0,60,4.4,,,0.0,,,1,,1.79,84.0,L6868,03,0.0,10.31,L8202,03,-9.43,1.02,145,191,0.213,1.0,BLK.SPT.WOOL,L,,-9.43,5.67,,,,S3,AA,,,,,,,,,,,,,1995
95RA00090,A1117,04,94,1,ch,31,-2,c,2,2,3.0,1,108,79,113,0.601,148,148,79,0.241,0.0,58,6.0,,,0.0,,,1,,2.29,143.3,S1497,10,24.32,0.0,L6693,03,19.28,21.56,180,191,0.301,1.0,,L,,21.8,21.56,,,,S3,AA,,,,,,,,,,,,,1995
95RA00091,A1119,04,94,1,ch,31,-0,c,2,2,5.5,1,108,78,113,0.604,145,145,79,0.234,0.0,60,4.8,,,0.0,,,1,,1.17,74.1,S1878,10,0.0,0.0,L3146,03,0.42,-2.36,181,191,0.307,1.0,,L,,0.42,0.42,,,,S4,AAA,,,,,,,,,,,,,1995
95RA00092,A1122,04,94,1,ch,30,-0,h,3,1,6.0,2,108,104,114,0.8,150,150,79,0.161,0.0,58,4.9,,,0.0,,,1,,2.26,124.5,L6868,03,0.0,10.31,L2079,03,20.03,18.21,188,191,0.251,1.0,,L,,20.03,14.26,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00093,A1126,04,94,1,ch,31,-0,c,3,2,4.0,1,108,93,113,0.743,150,150,79,0.199,0.0,58,4.4,,,0.0,,,1,,1.9,129.3,S1497,10,24.32,0.0,L5729,03,15.34,15.46,189,191,0.287,1.0,,L,,19.83,15.46,,,,S7,AAA,,,,,,,,,,,,,1995
95RA00094,A1135,04,94,1,ch,31,-0,c,2,2,4.0,1,108,91,113,0.689,153,153,80,0.217,0.0,60,6.0,,,0.0,,,1,,1.68,114.5,S1497,10,24.32,0.0,L5368,03,12.67,13.49,190,191,0.296,1.0,,L,,18.49,13.49,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00095,A1148,04,94,1,ch,31,-2,c,3,1,4.0,2,108,56,114,0.4,132,132,79,0.267,0.0,56,5.3,,,0.0,,,1,,2.16,95.8,S1497,10,24.32,0.0,L5646,03,14.6,15.59,162,191,0.317,1.0,,L,,19.46,15.59,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00096,A1152,04,94,1,ch,30,-0,h,2,2,1.5,2,108,79,114,0.619,140,140,79,0.214,0.0,60,4.6,,,0.0,,,1,,2.0,135.7,L6868,03,0.0,10.31,L9580,03,2.21,1.67,169,191,0.269,1.0,,L,,2.21,5.99,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00097,A1153,04,94,1,ch,30,-0,h,2,2,1.5,2,108,68,114,0.512,136,136,79,0.239,0.0,60,4.1,,,0.0,,,1,,2.0,135.7,L6868,03,0.0,10.31,L9580,03,2.21,1.67,171,191,0.308,1.0,,L,,2.21,5.99,,,,S2,AA,,,,,,,,,,,,,1995
95RA00098,A1159,04,94,1,ch,30,-2,h,2,1,5.0,1,108,62,113,0.478,118,118,79,0.196,0.0,58,3.7,,,0.0,,,1,,1.9,109.2,L6868,03,0.0,10.31,L3678,03,9.79,4.37,150,191,0.263,1.0,,L,,9.79,7.34,,,,S2,AA,,UTE,,,,,,,,,,,1995
95RA00099,A1168,04,94,1,ch,31,-2,c,3,2,4.0,1,109,74,112,0.588,126,126,79,0.182,0.0,60,6.1,,,0.0,,,1,,2.23,102.4,S1878,10,0.0,0.0,L5418,03,10.29,13.79,152,191,0.233,1.0,,L,,10.29,13.79,,,,S0,B,,,,,,,,,,,,,1995
95RA00100,A1173,04,94,1,ch,30,-2,h,4,3,4.0,2,109,76,113,0.604,135,135,79,0.207,0.0,62,4.0,,,0.0,,,1,,2.45,159.1,L6868,03,0.0,10.31,L5390,03,32.71,31.46,166,191,0.269,1.0,,L,,32.71,20.89,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00101,A1175,04,94,1,ch,30,-2,h,4,3,4.0,2,109,69,113,0.54,130,130,79,0.214,0.0,62,4.9,,,0.0,,,1,,2.45,159.1,L6868,03,0.0,10.31,L5390,03,32.71,31.46,159,191,0.269,1.0,,L,,32.71,20.89,,,,S2,AA,,,,,,,,,,,,,1995
95RA00102,A1194,04,94,1,ch,31,-0,c,1,1,2.0,1,109,91,112,0.703,143,143,79,0.182,0.0,62,5.5,,,0.0,,,1,,1.82,121.9,S1878,10,0.0,0.0,L8689,03,21.33,22.2,173,191,0.245,1.0,,L,,21.33,22.2,,,,S2,AA,,UTE,,,,,,,,,,,1995
95RA00103,A1199,04,94,1,ch,30,-2,h,3,2,6.5,2,109,71,113,0.55,129,129,79,0.204,0.0,60,4.3,,,0.0,,,1,,1.89,110.5,L6868,03,0.0,10.31,L1632,03,8.87,7.57,151,191,0.24,1.0,,L,,8.87,8.94,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00104,A1200,04,94,1,ch,31,-2,c,2,2,4.0,1,109,84,112,0.663,152,152,79,0.238,0.0,58,6.6,,,0.0,,,2,,1.79,105.5,S1878,10,0.0,0.0,L4752,03,-3.6,-4.55,180,191,0.287,1.0,,L,,-3.6,-3.6,,,,S4,AAA,,UTE,,,,,,,,,,,1995
95RA00105,A1210,04,94,1,ch,31,-0,h,1,2,3.5,2,109,84,113,0.65,159,159,79,0.263,0.0,62,5.2,,,0.0,,,1,,1.23,85.6,S1048,10,0.0,0.0,L6141,03,-2.3,2.32,193,191,0.326,1.0,,L,,-2.3,2.32,,,,S4,AAA,,,,,,,,,,,,,1995
95RA00106,A1219,04,94,1,ch,31,-0,h,2,2,4.0,2,110,85,112,0.649,140,140,79,0.193,0.0,58,5.7,,,0.0,,,1,,1.91,137.9,S1048,10,0.0,0.0,L4884,03,24.65,21.97,171,191,0.257,1.0,,L,,24.65,21.97,,,,S1,A,,,,,,,,,,,,,1995
95RA00107,A1231,04,94,1,81,30,04,M,2,2,6.0,2,110,82,112,0.62,139,139,79,0.2,2.7,58,5.3,62.7,3.3,23.52,60,2,1,3+,1.89,126.4,L8722,03,0.0,9.88,L2256,03,21.41,18.52,165,191,0.249,1.0,,1,LBW,21.41,14.2,104,107,W,S2,AA,,,C,50,3,70,0,S,,,,,1995
95RA00108,A1247,04,94,1,ch,30,-0,h,1,2,4.0,2,110,69,112,0.529,137,137,79,0.239,0.0,60,3.5,,,0.0,,,2,,1.79,116.4,L6868,03,0.0,10.31,L4734,03,18.91,16.69,167,191,0.293,1.0,,L,,18.91,13.5,,,,S3,AA,,,,,,,,,,,,,1995
95RA00109,A1256,04,94,1,82,30,24,C,2,2,3.0,2,110,87,112,0.677,155,155,79,0.239,2.5,60,4.2,54.9,2.3,20.54,70,2,1,1-,1.92,131.0,L8595,03,0.0,15.19,L7260,03,21.55,19.92,193,191,0.317,1.0,X >40 WBC OCT,1,CTL,21.55,17.56,97,90,W,,,,X,W,40,2,50,40,U,,,,,1995
95RA00110,A1264,04,94,1,ch,31,-0,h,1,1,4.0,2,110,97,112,0.749,159,159,79,0.218,0.0,60,6.0,,,0.0,,,2,,1.68,123.0,S1048,10,0.0,0.0,L5153,03,18.29,13.22,194,191,0.29,1.0,,L,,18.29,13.22,,,,S3,AA,,,,,,,,,,,,,1995
95RA00111,A1273,04,94,1,ch,31,-2,c,4,2,4.5,2,110,64,112,0.513,120,120,79,0.196,0.0,60,4.6,,,0.0,,,1,,1.7,93.8,S1497,10,24.32,0.0,L4653,03,1.49,4.21,151,191,0.26,1.0,,L,,12.91,4.21,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00112,A1274,04,94,1,ch,31,-2,c,4,2,4.5,2,110,76,112,0.604,133,133,79,0.2,0.0,60,4.2,,,0.0,,,1,,1.7,93.8,S1497,10,24.32,0.0,L4653,03,1.49,4.21,163,191,0.26,1.0,,L,,12.91,4.21,,,,S1,A,,,,,,,,,,,,,1995
95RA00113,A1284,04,94,1,ch,31,-2,c,3,1,2.0,2,110,63,112,0.484,131,131,79,0.239,0.0,60,3.6,,,0.0,,,1,,1.97,104.6,S1878,10,0.0,0.0,L8776,03,21.94,19.81,158,191,0.284,1.0,,L,,21.94,19.81,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00114,A1297,04,94,1,ch,31,-0,c,1,1,4.0,2,110,95,112,0.721,159,159,79,0.225,0.0,62,4.4,,,0.0,,,1,,1.9,134.9,S1878,10,0.0,0.0,L5471,03,22.74,20.36,190,191,0.284,1.0,,L,,22.74,20.36,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00115,A1298,04,94,1,ch,31,-2,c,2,1,5.5,2,110,93,112,0.721,434,434,79,1.196,0.0,62,6.3,,,0.0,,,1,,1.26,78.9,S1878,10,0.0,0.0,L2879,03,-4.73,0.52,179,191,0.257,1.0,MM,L,,-4.73,0.52,,,,MO,MOR,,,,,,,,,,,,,1995
95RA00116,A1300,04,94,1,ch,31,-0,c,1,1,2.0,2,110,92,112,0.721,146,146,79,0.189,0.0,60,6.1,,,0.0,,,1,,1.82,106.3,S1878,10,0.0,0.0,L8844,03,19.31,15.69,176,191,0.251,1.0,,L,,19.31,15.69,,,,S3,AA,,,,,,,,,,,,,1995
95RA00117,A1312,04,94,1,ch,31,-2,c,2,2,5.0,2,110,82,112,0.64,140,140,79,0.204,0.0,58,5.5,,,0.0,,,1,,2.0,128.3,S1878,10,0.0,0.0,L3840,03,12.23,15.42,179,191,0.29,1.0,,L,,12.23,15.42,,,,S4,AAA,,,,,,,,,,,,,1995
95RA00118,A1317,04,94,1,ch,30,-2,h,2,1,4.0,2,111,91,111,0.716,154,154,79,0.221,0.0,60,4.4,,,0.0,,,1,,2.16,105.2,L6868,03,0.0,10.31,L5807,03,5.57,5.78,189,191,0.293,1.0,,L,,5.57,8.05,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00119,A1339,04,94,1,ch,31,-2,c,4,1,3.0,2,111,55,111,0.422,132,132,79,0.27,0.0,60,4.6,,,0.0,,,1,,2.35,125.4,S1878,10,0.0,0.0,L7564,03,17.02,12.95,148,191,0.278,1.0,,L,,17.02,12.95,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00120,A1340,04,94,1,ch,31,-2,c,4,1,3.0,2,111,59,111,0.47,104,104,79,0.158,0.0,60,3.4,,,0.0,,,1,,2.35,125.4,S1878,10,0.0,0.0,L7564,03,17.02,12.95,128,191,0.207,1.0,,L,,17.02,12.95,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00121,A1342,04,94,1,ch,31,-2,c,4,1,3.0,2,111,78,111,0.635,141,141,79,0.221,0.0,62,5.5,,,0.0,,,1,,2.35,125.4,S1878,10,0.0,0.0,L7564,03,17.02,12.95,175,191,0.29,1.0,,L,,17.02,12.95,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00122,A1344,04,94,1,ch,30,-2,h,3,2,6.0,2,112,82,110,0.64,141,141,80,0.207,0.0,58,6.0,,,0.0,,,1,,2.08,151.8,L6868,03,0.0,10.31,L2520,03,28.52,31.06,166,191,0.251,1.0,DUD > MOR,L,,28.52,20.69,,,,MO,MOR,,,,,,,,,,,,,1995
95RA00123,A1357,04,94,1,ch,31,-0,h,1,1,6.0,2,112,88,110,0.696,153,153,79,0.228,0.0,62,6.1,,,0.0,,,1,,1.8,111.6,S1048,10,0.0,0.0,L1957,03,18.19,13.54,183,191,0.284,1.0,,L,,18.19,13.54,,,,S2,AA,,,,,,,,,,,,,1995
95RA00124,A1359,04,94,1,82,30,23,C,2,2,2.0,2,112,75,110,0.591,129,129,79,0.189,2.9,60,5.1,65.7,3.4,21.5,64,2,1,2,1.97,136.4,L8551,03,0.0,15.87,L8759,03,20.05,18.25,158,191,0.249,1.0,,2,CTL,20.05,17.06,107,112,W,S3,AA,, 92,,,,,,,YES,R,,,1995
95RA00125,A1363,04,94,1,ch,31,-2,c,2,2,2.0,2,112,71,110,0.547,132,132,80,0.214,0.0,60,5.1,,,0.0,,,1,,2.11,116.1,S1878,10,0.0,0.0,L8600,03,11.92,11.51,163,191,0.275,1.0,,L,,11.92,11.51,,,,S4,AAA,,X,,,,,,,,,,,1995
95RA00126,A1368,04,94,1,81,30,01,M,2,2,5.0,2,112,73,110,0.57,143,143,79,0.246,2.0,60,4.9,56.1,2.7,21.51,64,2,1,1-,2.2,148.3,L8774,03,0.0,9.82,L3600,03,25.86,22.06,179,191,0.317,1.0,X ABS THROAT,1,LBW,25.86,15.94,108,90,W,S3,AA,90.0,e.8,C,55,3,90,0,S,,,,MKT,1995
95RA00127,A1370,04,94,1,ch,31,-2,c,3,2,6.0,2,112,75,110,0.585,127,127,79,0.182,0.0,58,4.9,,,0.0,,,2,,2.17,119.6,S1878,10,0.0,0.0,L1886,03,14.62,18.11,153,191,0.234,1.0,,L,,14.62,18.11,,,,D4,DUD,,,,,,,,,,,,,1995
95RA00128,A1371,04,94,1,ch,31,-2,c,3,2,6.0,2,112,69,110,0.544,113,113,79,0.154,0.0,60,4.4,,,0.0,,,2,,2.17,119.6,S1878,10,0.0,0.0,L1886,03,14.62,18.11,144,191,0.225,1.0,,L,,14.62,18.11,,,,S3,AA,,,,,,,,,,,,,1995
95RA00129,A1399,04,94,1,82,30,28,C,2,2,3.0,2,113,81,109,0.634,142,142,79,0.214,2.4,60,4.9,71.3,3.5,22.91,62,1,1,2,2.29,127.0,L8913,03,0.0,12.68,L6643,03,16.87,19.02,169,191,0.263,1.0,,1,CTL,16.87,15.85,98,107,W,S0,B,90.0,27,C,60,3,90,0,E,,,,,1995
95RA00130,A1405,04,94,1,81,30,02,M,2,1,2.0,2,113,100,109,0.818,167,167,79,0.235,2.8,58,5.1,64.8,3.3,24.74,60,1,1,2-,1.82,112.3,L9337,03,0.0,17.69,L9177,03,19.8,16.48,206,191,0.317,1.0,,2,LBW,19.8,17.09,103,107,W,S1,A,, 97,,,,,,,YES,R,,,1995
95RA00131,A1410,04,94,1,81,30,02,M,2,2,2.0,2,113,79,109,0.633,137,137,79,0.204,2.3,60,4.6,61.2,2.8,22.34,62,2,1,2,2.25,111.0,L9337,03,0.0,17.69,L8451,03,20.94,12.8,172,191,0.278,1.0,,2,LBW,20.94,15.25,106,94,W,SP,B,, 98,,,,,,,YES,R,,,1995
95RA00132,A1411,04,94,1,81,30,02,M,2,2,2.0,2,113,85,109,0.677,138,138,80,0.186,2.5,60,4.4,62.3,2.7,23.0,62,2,1,3+,2.25,111.0,L9337,03,0.0,17.69,L8451,03,20.94,12.8,174,191,0.266,1.0,,2,LBW,20.94,15.25,105,97,W,SP,B,, 99,,,,,,,YES,R,,,1995
95RA00133,A1414,04,94,1,81,30,01,M,2,2,2.0,2,113,82,109,0.633,150,150,79,0.239,2.4,60,4.6,63.0,2.9,21.52,64,1,1,2-,1.97,120.8,L8774,03,0.0,9.82,L8715,03,25.1,16.07,183,191,0.302,1.0,,2,LBW,25.1,12.95,105,98,W,S3,AA,, 94,,,,,,,YES,R,,,1995
95RA00134,A1423,04,94,1,81,30,01,M,3,2,3.0,2,113,77,109,0.628,135,135,79,0.204,3.0,58,5.1,60.5,3.1,23.25,62,1,1,1-,2.04,142.8,L8774,03,0.0,9.82,L6679,03,32.7,29.98,167,191,0.269,1.0,,1,LBW,32.7,19.9,109,107,W,S2,AA,86.0,02,C,75,4,90,0,E,,,,,1995
95RA00135,A1444,04,94,1,ch,31,-0,h,1,1,3.0,2,114,104,108,0.813,165,165,79,0.214,0.0,62,5.5,,,0.0,,,1,,1.78,114.3,S1048,10,0.0,0.0,L7802,03,25.3,22.82,201,191,0.29,1.0,"BLK.EYE,WOOL?",L,,25.3,22.82,,,,S4,AAA,,,,,,,,,,,,,1995
95RA00136,A1460,04,94,1,82,30,31,C,2,2,3.0,1,115,81,106,0.643,119,119,79,0.133,2.0,60,3.7,62.1,2.3,19.81,70,1,1,3,2.04,118.3,L9097,03,0.0,21.12,L6730,03,17.87,15.07,149,191,0.203,1.0,SIZE,3,CTL,17.87,18.1,85,85,W,S1,A,,,,,,,,,,,,,1995
95RA00137,A1467,04,94,1,81,30,04,M,2,2,3.0,1,115,94,106,0.774,168,168,79,0.259,2.6,58,5.0,61.4,3.1,23.82,60,2,1,2-,1.92,137.1,L8722,03,0.0,9.88,L7337,03,21.4,21.02,203,191,0.325,1.0,SCUR,2,LBW,21.4,15.45,105,102,W,SP,B,, 93,,,,,,,YES,R,,,1995
95RA00138,A1477,04,94,1,81,30,04,M,3,2,3.0,1,116,73,105,0.608,135,135,79,0.217,2.4,60,3.4,64.9,2.2,21.81,64,2,1,3+,2.17,134.0,L8722,03,0.0,9.88,L6655,03,27.84,22.6,169,191,0.287,1.0,DUD > MOR,L,LBW,27.84,16.24,105,86,W,MO,MOR,,DUD,,,,,,,NO,N,,DUD,1995
95RA00139,A1485,04,94,1,82,30,20,C,2,2,3.0,1,116,75,105,0.62,142,142,79,0.234,2.8,58,5.6,63.6,3.6,23.57,60,1,1,2+,1.79,113.7,L8430,03,0.0,15.97,L7193,03,14.04,13.28,170,191,0.284,1.0,BRITCHY! X,1,CTL,14.04,14.63,96,113,W,S2,AA,,X,M,70,3,90,0,E,,,,,1995
95RA00140,A1528,04,94,2,73,30,  1,L,2,2,4.0,,230,67,109,0.514,0,0,177,0.0,0.0,60,6.0,,,0.0,,,1,,1.25,73.3,L9401,03,0.0,0.0,L6153,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,86,,,S4,AAA,,,,,,,,,,,,,1995
95RA00141,A1547,04,94,2,73,30,  9,L,2,1,6.0,,232,72,107,0.568,0,0,177,0.0,0.0,58,6.2,,,0.0,,,1,,1.83,115.7,L9432,03,0.0,0.0,L2602,03,0.0,0.0,0,0,0.0,0.5,,1,-FL,0.0,0.0,122,,,S1,A,,a44,,,,,,S,,,,,1995
95RA00142,A1555,04,94,2,73,30, 10,H,2,2,6.5,,232,57,107,0.439,0,0,177,0.0,0.0,60,3.5,,,0.0,,,1,,2.5,127.2,L9567,03,0.0,0.0,L2379,03,19.73,16.26,0,0,0.0,0.5,,F,-FL,19.73,16.26,124,,,S2,AA,,,,,,,,,,,,,1995
95RA00143,A1558,04,94,2,73,30,  2,H,3,3,3.0,,232,74,107,0.605,0,0,177,0.0,0.0,58,7.5,,,0.0,,,1,,1.0,50.0,L9477,03,0.0,0.0,L8218,03,0.0,0.0,0,0,0.0,0.5,TR=3!,F,-FL,0.0,0.0,73,,,S4,AAA,,,,,,,,,,,,,1995
95RA00144,A1559,04,94,2,73,30,  2,H,1,1,7.0,,232,53,107,0.379,0,0,177,0.0,0.0,60,7.3,,,0.0,,,1,,1.57,112.1,L9477,03,0.0,0.0,L1531,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,109,,,S2,AA,,,,,,,,,,,,,1995
95RA00145,A1567,04,94,2,73,30,  1,L,1,1,5.5,,234,84,105,0.678,0,0,177,0.0,0.0,58,6.2,,,0.0,,,1,,2.0,105.6,L9401,03,0.0,0.0,L3938,03,11.45,8.42,0,0,0.0,0.5,,1,-FL,11.45,8.42,121,,,S4,AAA,100.0,744,,,,,,S,,,,-FL,1995
95RA00146,A1571,04,94,2,73,30,  5,L,2,2,4.0,,234,58,105,0.462,0,0,177,0.0,0.0,60,5.7,,,0.0,,,1,,1.5,108.3,L9483,03,0.0,0.0,L6097,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,111,,,S4,AAA,,,,,,,,,,,,,1995
95RA00147,A1572,04,94,2,73,30,  5,L,2,2,4.0,,234,70,105,0.553,0,0,177,0.0,0.0,60,5.7,,,0.0,,,1,,1.5,108.3,L9483,03,0.0,0.0,L6097,03,0.0,0.0,0,0,0.0,0.5,,1,-FL,0.0,0.0,116,,,S5,AAA,100.0,742,,,,,,S,,,,-FL,1995
95RA00148,A1576,04,94,2,73,30,  2,H,2,2,6.5,,234,67,105,0.552,0,0,177,0.0,0.0,60,6.0,,,0.0,,,1,,1.5,105.2,L9477,03,0.0,0.0,L2089,03,22.48,20.92,0,0,0.0,0.5,,F,-FL,22.48,20.92,113,,,S1,A,,,,,,,,,,,,,1995
95RA00149,A1577,04,94,2,73,30,  2,H,2,2,6.5,,234,63,105,0.508,0,0,177,0.0,0.0,58,7.1,,,0.0,,,1,,1.5,105.2,L9477,03,0.0,0.0,L2089,03,22.48,20.92,0,0,0.0,0.5,CROOKED LEG,3,-FL,22.48,20.92,111,,,,,,,,,,,,,,,,,1995
95RA00150,A1588,04,94,2,73,30,  3,L,2,2,4.0,,235,60,104,0.488,0,0,177,0.0,0.0,58,6.0,,,0.0,,,1,,1.25,87.3,L9542,03,0.0,0.0,L6345,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,96,,,S6,AAA,,,,,,,,,,,,,1995
95RA00151,A1589,04,94,2,73,30, 10,H,2,2,4.5,,235,63,104,0.491,0,0,177,0.0,0.0,62,3.7,,,0.0,,,1,,2.25,96.3,L9567,03,0.0,0.0,L5288,03,2.66,2.2,0,0,0.0,0.5,,F,-FL,2.66,2.2,103,,,S1,A,,,,,,,,,,,,,1995
95RA00152,A1590,04,94,2,73,30, 10,H,2,2,4.5,,235,65,104,0.49,0,0,177,0.0,0.0,60,3.7,,,0.0,,,1,,2.25,96.3,L9567,03,0.0,0.0,L5288,03,2.66,2.2,0,0,0.0,0.5,,F,-FL,2.66,2.2,103,,,S4,AAA,,,,,,,,,,,,,1995
95RA00153,A1594,04,94,2,73,30,  9,L,1,1,7.0,,235,72,104,0.586,0,0,177,0.0,0.0,58,5.7,,,0.0,,,1,,1.0,65.1,L9432,03,0.0,0.0,L1304,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,84,,,S2,AA,,,,,,,,,,,,,1995
95RA00154,A1595,04,94,2,73,30,  7,L,1,1,7.0,,235,72,104,0.575,0,0,177,0.0,0.0,58,7.3,,,0.0,,,1,,0.86,69.1,L9388,03,0.0,0.0,L1771,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,86,,,S2,AA,,,,,,,,,,,,,1995
95RA00155,A1602,04,94,2,73,30,  6,H,1,1,3.5,,236,83,103,0.715,0,0,177,0.0,0.0,58,8.6,,,0.0,,,1,,2.0,85.0,L9614,03,0.0,0.0,L7117,03,15.36,17.8,0,0,0.0,0.5,,F,-FL,15.36,17.8,106,,,S4,AAA,,,,,,,,,,,,,1995
95RA00156,A1604,04,94,2,73,30,  3,L,2,2,4.5,,236,59,103,0.471,0,0,177,0.0,0.0,60,5.3,,,0.0,,,1,,1.5,84.0,L9542,03,0.0,0.0,L5001,03,17.21,12.7,0,0,0.0,0.5,DOG KILL 0895,6,-FL,17.21,12.7,92,,,,,,,,,,,,,,,,,1995
95RA00157,A1620,04,94,2,73,30,  9,L,1,1,4.0,,238,74,101,0.601,0,0,177,0.0,0.0,60,6.8,,,0.0,,,1,,1.25,64.3,L9432,03,0.0,0.0,L6164,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,84,,,S3,AA,,,,,,,,,,,,,1995
95RA00158,A1635,04,94,2,73,30,  1,L,2,2,7.0,,240,65,99,0.539,0,0,177,0.0,0.0,60,7.3,,,0.0,,,1,,1.43,87.1,L9401,03,0.0,0.0,L1746,03,0.0,0.0,0,0,0.0,0.5,,F,-FL,0.0,0.0,98,,,S6,AAA,,,,,,,,,,,,,1995
