UID,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,NAX,STUDY,STUDY2,STUDY3,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
04RA00124,K2904,K2904,64,03,1,68,06,e.6,G,1,1,1.0,Y,113,103,111,0.791,209,209,71,0.361,3.0,3.5,58,7.6,8.6,0.0364,25.9,5.2,20.1,58,1,1,3+,1.75,122.4,K2024,64,K2337,64,228,267,,0,0.0,1.0,NICE,2,JAR,JAR,98,92,,,,,, 87,,,Adg,,,YRLG,,,,,,,, 3,0,,1,1,1,04,92,0923,1721,0.0,,,
04RA00125,K2909,K2909,64,03,1,68,06,02K,G,2,2,2.0,Y,113,91,111,0.71,210,210,71,0.405,2.7,3.1,60,6.4,7.2,0.0305,22.8,4.3,18.9,62,1,1,3-,1.86,142.4,K1673,64,K1704,64,,,,0,0.0,1.0,NICE,1,ADG,US,104,85,,S+,,,,nd,,,Adg,,,YRLG,,,,,,,,,,,2,3,3,04,,,0,0.0,,,
04RA00126,K2911,K2911,64,03,1,68,06,03K,G,3,2,5.0,Y,114,93,110,0.743,183,183,71,0.306,3.0,3.5,58,11.2,12.7,0.0612,27.9,5.6,20.0,54,1,1,3+,1.8,131.1,K1450,64,K0366,64,207,267,,0,0.0,1.0,,2,JAR,JAR,87,113,,,,,, 84,,,Adg,,,YRLG,,,,,,,, 3,0,,5,9,8,04,92,0923,1722,0.0,,,
04RA00127,K2917,K2917,64,03,1,68,06,e.5,G,1,1,1.0,Y,114,108,110,0.864,209,209,71,0.344,2.1,2.4,62,7.0,7.9,0.0335,23.1,3.5,15.0,62,2,1,3+,1.75,123.8,K1689,64,K2300,64,,,,0,0.0,1.0,,4,ADG,US,100,85,,.,,,,XBH,,,Adg,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00128,K2918,K2918,64,03,1,68,06,03K,G,1,1,6.0,Y,114,117,110,0.902,228,228,71,0.378,2.4,2.8,62,8.8,10.0,0.0386,22.9,3.8,16.7,62,1,1,3+,1.38,119.1,K1450,64,K9605,63,,,,0,0.0,1.0,CHUNKY,1,JAR,JAR,107,99,,S+,,,,53alt,,,Adg,,,YRLG,,,,,,,,,,,5,6,7,04,,,0,0.0,,,
04RA00129,K2927,K2927,64,03,1,68,06,03K,G,1,1,2.0,Y,115,102,109,0.781,220,220,71,0.401,2.4,2.8,62,8.2,9.3,0.0373,22.8,3.8,16.8,62,1,1,4+,1.86,122.3,K1450,64,K1627,64,,,,0,0.0,1.0,"BIG, PNEU.",1,JAR,JAR,106,95,,S+,,STUD,83.0,53K,,,Adg,,,YRLG,,,,,,,,,,,2,3,2,04,,,0,0.0,,,
04RA00130,K2935,K2935,64,03,1,68,06,02K,G,2,1,3.0,Y,115,107,110,0.864,207,207,71,0.341,2.6,3.0,60,9.4,10.7,0.0454,23.6,3.9,16.4,60,1,1,3-,2.0,130.5,K1673,64,K1156,64,234,267,,0,0.0,1.0,SM.SOFT TST.,2,ADG,US,99,103,,S,,,, X,,,Adg,,,YRLG,,,,,,,, 3,0,,3,6,4,04,93,1025,1709,0.0,,,
04RA00131,K2945,K2945,64,03,1,68,06,02K,G,1,1,6.0,Y,116,111,109,0.902,215,215,71,0.355,2.6,3.0,60,8.6,9.8,0.04,25.5,4.8,19.0,58,1,1,3+,1.48,119.0,K1673,64,K9674,63,,,,0,0.0,1.0,,1,ADG,US,102,96,,S+,,,,58alt,,,Adg,,,YRLG,,,,,,,,,,,5,7,7,04,,,0,0.0,,,
04RA00132,K2947,K2947,64,03,1,68,06,02K,G,2,2,3.0,Y,116,103,109,0.788,223,223,71,0.41,2.1,2.5,60,7.8,8.9,0.035,24.4,4.8,19.7,60,1,1,3+,1.71,135.8,K1673,64,K1119,64,,,,0,0.0,1.0,NICE,1,ADG,US,106,89,,D9,,,,.,,,Adg,,,YRLG,,,,,,,,,,,3,4,4,04,,,0,0.0,,,
04RA00133,K2948,K2948,64,03,1,68,06,02K,G,1,1,6.0,Y,116,109,109,0.846,224,224,71,0.392,2.6,3.0,62,9.6,11.0,0.0429,21.7,4.0,18.6,64,2,1,3-,1.68,112.7,K1673,64,K9444,63,,,,0,0.0,1.0,NICE,1,ADG,US,108,107,,S+,,STUD,81.0,58K,,,Adg,,,YRLG,,,,,,,,,,,5,9,7,04,,,0,0.0,,,
04RA00134,K2959,K2959,64,03,1,68,06,e.5,G,1,1,1.0,Y,117,104,108,0.838,229,229,71,0.427,2.4,2.8,60,8.2,9.4,0.0358,24.0,4.3,17.7,60,1,1,3+,1.75,123.2,K1689,64,K2480,64,,,,0,0.0,1.0,,1,ADG,US,111,94,,S+,,,,57alt,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00135,K2962,K2962,64,03,1,68,06,01K,G,2,2,4.0,Y,118,114,107,0.931,237,237,71,0.42,2.6,3.1,60,10.0,11.5,0.0422,24.3,4.6,19.0,60,1,1,4+,1.58,120.2,K1857,64,K1002,64,,,,0,0.0,1.0,ENTR,1,JAR,JAR,113,107,,S,,,,52alt,,,Adg,,,YRLG,,,,,,,,,,,3,5,5,04,01,1213,0,0.0,,,
04RA00136,K2974,K2974,64,03,1,68,06,e.5,G,1,1,1.0,Y,119,106,106,0.842,221,221,71,0.392,2.1,2.5,60,7.6,8.8,0.0344,24.1,4.1,17.2,60,1,1,2-,1.75,124.0,K1689,64,K2266,64,,,,0,0.0,1.0,BIG,1,ADG,US,106,89,,S+,,,,nd,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00137,P0033,P0033,05,02,1,81,30,04,M,2,2,6.0,M,112,95,107,0.774,201,158,71,0.211,3.5,3.5,60,11.8,11.8,0.0587,24.0,0.0,0.0,60,2,1,2,1.9,144.4,A6934,04,A2970,04,,,,0,0.0,2.0,,V,LWW,,102,114,,Sx,A+,,0.0,.,.,CTL,Lww,EXLA,,EXHET,,,,,,,,,,,6,12,12,04,,,0,0.012,,,
04RA00138,P0048,P0048,05,02,1,83,30,41,W,2,2,5.5,M,112,88,107,0.724,234,177,71,0.298,3.5,3.5,58,8.6,8.6,0.0368,25.5,0.0,0.0,58,1,1,3+,2.38,153.9,A7760,04,A4918,04,,,,0,0.0,2.0,,V,FW,,111,94,,D3,DUD,,0.0,.,01alt,EXP,Flwt,EXLA,,DUD,,,,,,,,,,,5,13,11,04,,,0,-1.996,,,
04RA00139,P0098,P0098,05,02,1,84,30,54,N,2,2,4.0,M,113,88,111,0.709,212,179,71,0.31,3.6,3.6,58,8.8,8.8,0.0415,25.5,0.0,0.0,58,1,1,2+,2.1,136.8,A6911,04,A6668,04,,,,0,0.0,2.0,,1,INB,,106,96,,Sx,A+,STUD,98.0,e12,.,EXP,Inbr,EXLA,,HETRO,,,,,,,,,,,4,8,7,04,,,0,-0.6,,,
04RA00140,P0127,P0127,05,02,1,81,30,03,M,3,2,7.0,M,113,90,111,0.734,218,185,71,0.323,3.4,3.4,58,7.8,7.8,0.0358,25.5,0.0,0.0,58,1,1,2+,2.21,115.8,A7355,04,A3248,04,,,,0,0.0,2.0,,1,LWW,,97,89,,Sx,A+,,0.0,.,.,EXP,Lww,EXLA,,HETRO,,,,,,,,,,,7,17,12,04,,,0,-0.454,,,
04RA00141,P0220,P0220,05,02,1,84,30,55,N,3,2,4.0,M,114,92,110,0.736,207,171,71,0.269,3.5,3.5,60,10.2,10.2,0.0493,24.0,0.0,0.0,60,1,1,2,2.23,121.2,A6641,04,A6849,04,,,,0,0.0,2.0,,1,INB,,96,105,,Sx,A+,,0.0,ealt,.,CTL,Inbr,EXLA,,BISEX,,,,,,,,,,,4,9,5,04,,,0,-0.631,,,
04RA00142,P0253,P0253,05,02,1,82,30,20,C,3,2,3.0,M,115,83,109,0.679,205,152,71,0.235,3.1,3.1,58,10.4,10.4,0.0507,25.5,0.0,0.0,58,2,1,2,2.44,145.1,A7133,04,A7157,04,,,,0,0.0,2.0,,V,CTL,,102,102,,D3,DUD,,0.0,BHV,.,CTL,Ctrl,EXLA,,DUD,,,,,,,,,,,3,8,6,04,,,0,-1.014,,,
04RA00143,P0258,P0258,05,02,1,81,30,03,M,2,2,5.0,M,115,96,109,0.783,245,176,71,0.272,3.9,3.9,60,10.4,10.4,0.0424,24.0,0.0,0.0,60,2,1,1-,1.94,138.2,A7355,04,A5050,04,,,,0,0.0,2.0,"X, ?SEMEN",3,LWW,,105,108,,Sx,A+,?SEM,0.0,.,12P,EXP,Lww,EXLA,,HETRO,,,,,,,,,,,5,9,9,04,93,0907,1402,-0.434,,,
04RA00144,P0259,P0259,05,02,1,81,30,03,M,2,2,5.0,M,115,89,109,0.714,219,186,71,0.33,2.8,2.8,62,10.2,10.2,0.0466,23.0,0.0,0.0,62,2,1,2+,1.94,138.2,A7355,04,A5050,04,,,,0,0.0,2.0,"CR.LEG, HOMO",V,LWW,,107,102,,D3,DUD,,0.0,.,ealt,CTL,Lww,EXLA,,HOMO,,,,,,,,,,,5,9,9,04,,,0,-0.19,,,
04RA00145,R1231,R1231,11,00,1,10,07,22,M,2,2,7.0,M,91,102,130,0.695,252,195,71,0.324,3.4,3.4,62,13.2,13.2,0.0524,22.3,3.9,17.5,62,3,1,4,1.71,112.3,S9348,10,S6994,10,,,,0,0.298,4.0,"NICE, AGE4",1,IDX,,104,97,,S2,AA,STUD,72.0,.,altB1,,IDX,.,,HETRO,,,,,,,,,,,7,12,11,04,,,0,0.0,,,
04RA00146,R1667,R1667,11,00,1,10,43,21,M,2,2,8.0,M,100,101,121,0.726,252,198,71,0.338,3.6,3.6,62,16.6,16.6,0.0659,23.6,4.6,19.7,60,2,1,2,1.63,119.8,S9161,10,S5531,10,,,,0,0.244,4.0,"AGE4, SAVE",1,IDX,,114,109,,D3w,A+,STUD,95.0,32R,32R,,IDX,.,,HETRO,,,,,,,,,,,8,13,13,04,,,0,0.0,,,
04RA00147,R2174,R2174,11,01,1,13,07,34,F,2,2,7.0,M,84,82,134,0.534,251,199,71,0.403,0.0,0.0,64,14.0,14.0,0.0558,0.0,0.0,0.0,0,.,1,.,1.64,113.4,R0492,11,S6704,10,,,,0,0.0,3.0,"X, BISEX",V,FW,,,,,D3w,A+,,0.0, X,OSU,,FOR.,BHV,,FOR.,,,,,,,,,,,7,11,12,04,93,1025,1779,0.0,,,
04RA00148,R2206,R2206,11,01,1,12,07,83,C,2,2,4.0,M,86,88,132,0.589,210,149,71,0.21,0.0,0.0,62,14.4,14.4,0.0686,0.0,0.0,0.0,0,.,1,.,1.67,122.4,R0060,11,R0298,11,,,,0,0.0,3.0,F5+,V,CTL,,,,,S1,A+,,0.0,OSU,OSU,,FOR.,BHV,,FOR.,,,,,,,,,,,4,6,6,04,,,0,0.0,,,
04RA00149,R2261,R2261,11,01,1,11,07,13,R,2,2,7.0,M,88,102,130,0.68,271,197,71,0.328,3.6,3.6,58,17.8,17.8,0.0657,26.7,4.7,17.5,56,2,1,3,1.82,137.0,R0029,11,S7262,10,,,,0,0.0,3.0,56s,3,LWW,,122,109,,S2,AA,STUD,100.0,.,31R,,Lww,.,,HETRO,,,,,,,,,,,7,13,12,04,93,0907,1404,0.0,,,
04RA00150,R2262,R2262,11,01,1,11,07,13,R,2,2,7.0,M,88,102,130,0.696,260,191,71,0.307,3.5,3.5,58,14.4,14.4,0.0554,27.4,4.2,15.4,56,2,1,3+,1.82,137.0,R0029,11,S7262,10,,,,0,0.0,3.0,56s,3,LWW,,116,96,,S3,AA,STUD,0.0,.,altB1,,Lww,.,,HETRO,,,,,,,,,,,7,13,12,04,93,0907,1406,0.0,,,
04RA00151,R2302,R2302,11,01,1,10,07,22,M,3,1,8.0,M,89,100,129,0.688,243,186,71,0.297,0.0,0.0,60,14.6,14.6,0.0601,0.0,0.0,0.0,0,.,1,.,2.0,127.9,R0044,11,S6339,10,,,,0,0.0,3.0,"X,H6, BAD TST",V,IDX,,,,,SLI,B,,0.0, X,BHV,,DUD,BHV,,DUD,,,,,,,,,,,7,16,13,04,93,1025,1778,0.0,,,
04RA00152,R2348,R2348,11,01,1,10,43,23,M,2,2,5.0,M,90,89,128,0.595,251,189,71,0.345,0.0,0.0,60,16.8,16.8,0.0669,0.0,0.0,0.0,0,.,1,.,1.65,118.4,R0529,11,S9225,10,,,,0,0.0,3.0,"H5, MAGGOTS",V,IDX,,,,,SLI,B,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,5,7,7,04,30,0819,0,0.0,,,
04RA00153,R2423,R2423,11,01,1,10,43,22,M,2,2,7.0,M,91,93,129,0.626,253,184,71,0.316,0.0,0.0,62,17.4,17.4,0.0688,0.0,0.0,0.0,0,.,1,.,1.93,121.7,R0044,11,S4885,10,,,,0,0.0,3.0,TEASER,V,IDX,,,,,D3,DUD,,0.0,OSU,OSU,,TEAZ,TEAZ,,TEAZ,,,,,,,,,,,6,14,12,04,,,0,0.0,,,
04RA00154,R2440,R2440,11,01,1,10,43,23,M,2,2,4.0,M,92,82,128,0.555,216,160,71,0.271,0.0,0.0,62,12.8,12.8,0.0593,0.0,0.0,0.0,0,.,1,.,1.91,128.1,R0529,11,S9437,10,,,,0,0.0,3.0,"H6,F5+",V,IDX,,,,,S1,A,,0.0,OSU,OSU,,FOR.,BHV,,FOR.,,,,,,,,,,,4,7,6,04,,,0,0.0,,,
04RA00155,R2465,R2465,11,01,1,12,07,91,C,2,2,4.0,M,93,74,127,0.517,228,142,71,0.236,0.0,0.0,62,15.0,15.0,0.0658,0.0,0.0,0.0,0,.,1,.,2.05,95.4,R0712,11,R0871,11,,,,0,0.0,3.0,,V,CTL,,,,,S2,AA,,0.0,BHV,BHV,,FOR.,BHV,,FOR.,,,,,,,,,,,4,9,5,04,,,0,0.0,,,
04RA00156,R2499,R2499,11,01,1,11,07,12,R,3,2,5.0,M,94,81,126,0.573,198,157,71,0.264,0.0,0.0,62,10.2,10.2,0.0515,0.0,0.0,0.0,0,.,1,.,1.84,114.7,R0660,11,S9209,10,,,,0,0.0,3.0,,V,LWW,,,,,D3,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,5,9,8,04,,,0,0.0,,,
04RA00157,R2532,R2532,11,01,1,12,07,88,C,2,2,6.0,M,94,99,126,0.667,256,168,71,0.24,0.0,0.0,62,15.2,15.2,0.0594,0.0,0.0,0.0,0,.,1,.,1.64,117.3,R0402,11,S6197,10,,,,0,0.0,3.0,,V,CTL,,,,,D3,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,6,9,9,04,,,0,0.0,,,
04RA00158,R2534,R2534,11,01,1,12,43,90,C,2,2,6.0,M,94,84,126,0.594,227,164,71,0.278,0.0,0.0,62,15.6,15.6,0.0687,0.0,0.0,0.0,0,.,1,.,1.65,90.9,R0304,11,S7922,10,,,,0,0.0,3.0,,V,CTL,,,,,D3,DUD,,0.0,BHV,BHV,,DUD,BHV,,DUD,,,,,,,,,,,5,9,8,04,,,0,0.0,,,
04RA00159,R2538,R2538,11,01,1,13,07,31,F,2,2,5.0,M,95,87,125,0.614,247,169,71,0.285,0.0,0.0,62,12.8,12.8,0.0518,0.0,0.0,0.0,0,.,1,.,1.84,106.4,R0127,11,S9202,10,,,,0,0.0,3.0,TEASER,V,FW,,,,,?,?,,0.0,OSU,OSU,,TEAZ,TEAZ,,TEAZ,,,,,,,,,,,5,9,8,04,,,0,0.0,,,
04RA00160,R2554,R2554,11,01,1,10,07,21,M,2,2,7.0,M,95,87,125,0.59,253,190,71,0.358,3.5,3.5,62,15.6,15.6,0.0617,25.7,4.9,19.2,58,7,1,3+,1.44,108.5,R0635,11,S7545,10,,,,0,0.0,3.0,H7 ?SEMEN,1,IDX,,109,102,,S2,AA,?SEM,41.0,36R,altB1,,Lww,.,,HETRO,,,,,,,,,,,6,9,9,04,,,0,0.0,,,
04RA00161,R2563,R2563,11,01,1,10,07,23,M,2,2,7.0,M,95,89,125,0.614,220,164,71,0.26,0.0,0.0,60,13.6,13.6,0.0618,0.0,0.0,0.0,0,.,1,.,2.01,143.3,R0529,11,S6724,10,,,,0,0.0,3.0,"TEASER, F4-",V,IDX,,,,,D3,DUD,,0.0,OSU,OSU,,TEAZ,TEAZ,,TEAZ,,,,,,,,,,,7,15,14,04,,,0,0.0,,,
04RA00162,R2570,R2570,11,01,1,10,07,23,M,3,1,8.0,M,95,100,123,0.695,277,206,71,0.366,3.3,3.3,60,15.6,15.6,0.0563,24.9,3.6,14.3,60,3,1,4+,2.38,116.0,R0529,11,S6031,10,,,,0,0.0,3.0,NICE,1,IDX,,112,102,,S3,AA,STUD,92.0,33R,e.5,,Sage,.,,HETRO,,,,,,,,,,,8,19,13,04,,,0,0.0,,,
04RA00163,R2600,R2600,11,01,1,13,43,33,F,2,1,4.0,M,96,102,122,0.744,260,197,71,0.328,4.2,4.2,58,19.6,19.6,0.0754,26.5,4.0,15.1,56,2,1,2-,1.8,116.1,R0047,11,R0975,11,,,,0,0.0,3.0,56s,3,FW,,117,119,,S1,A,STUD,94.0,.,34R,,Wool,.,,HETRO,,,,,,,,,,,4,7,5,04,93,0907,1400,0.0,,,
04RA00164,R2601,R2601,11,01,1,13,43,34,F,2,2,3.0,M,96,86,122,0.611,224,174,71,0.303,0.0,0.0,62,17.6,17.6,0.0786,0.0,0.0,0.0,0,.,1,.,1.78,132.5,R0492,11,S9237,10,,,,0,0.0,3.0,OSU / TEAZ?,V,FW,,,,,D3,DUD,,0.0,OSU,OSU,,DUD,TEAZ,,DUD,,,,,,,,,,,3,4,4,04,,,0,0.0,,,
04RA00165,R2602,R2602,11,01,1,13,43,34,F,2,2,3.0,M,96,80,122,0.557,227,169,71,0.307,4.1,4.1,60,14.4,14.4,0.0634,24.5,4.0,16.2,60,2,1,5+,1.78,132.5,R0492,11,S9237,10,,,,0,0.0,3.0,"F4-,5+",1,FW,,115,103,,S1,A,STUD,0.0,.,altB1,,Wool,.,,HETRO,,,,,,,,,,,3,4,4,04,,,0,0.0,,,
04RA00166,R2694,R2694,11,01,1,12,07,86,C,2,1,6.0,M,99,92,119,0.681,257,182,71,0.31,0.0,0.0,60,13.2,13.2,0.0514,0.0,0.0,0.0,0,.,1,.,1.75,110.0,R0082,11,S7840,10,,,,0,0.0,3.0,,V,CTL,,,,,D2,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,6,10,9,04,,,0,0.0,,,
04RA00167,R2696,R2696,11,01,1,13,43,34,F,2,2,7.0,M,99,73,119,0.523,219,171,71,0.338,0.0,0.0,62,14.2,14.2,0.0648,0.0,0.0,0.0,0,.,1,.,1.84,112.6,R0492,11,S4680,10,,,,0,0.0,3.0,,V,FW,,,,,D2,DUD,,0.0,BHV,BHV,,DUD,BHV,,DUD,,,,,,,,,,,7,13,12,04,,,0,0.0,,,
04RA00168,R2746,R2746,11,01,1,13,43,31,F,3,2,7.0,M,100,75,118,0.541,241,161,71,0.297,3.9,3.9,62,15.8,15.8,0.0656,22.1,3.6,16.5,62,7,1,3-,2.3,127.7,R0127,11,S4439,10,,,,0,0.0,3.0,H7,1,FW,,114,109,,S3,AA,STUD,89.0,45R,33R,,Sage,.,,HETRO,,,,,,,,,,,7,18,14,04,,,0,0.0,,,
04RA00169,R2780,R2780,11,01,1,13,07,34,F,1,1,7.0,M,101,89,117,0.643,228,193,71,0.359,0.0,0.0,60,13.4,13.4,0.0588,0.0,0.0,0.0,0,.,1,.,1.31,79.6,R0492,11,S6272,10,,,,0,0.0,3.0,"H3, NICE, 58?",V,FW,,,,,D3,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,5,7,6,04,,,0,0.0,,,
04RA00170,R2787,R2787,11,01,1,12,07,89,C,1,1,5.0,M,101,99,117,0.728,230,180,71,0.279,0.0,0.0,62,14.6,14.6,0.0635,0.0,0.0,0.0,0,.,1,.,1.4,88.8,R0886,11,S9778,10,,,,0,0.0,3.0,,V,CTL,,,,,D3,DUD,,0.0,BHV,BHV,,DUD,BHV,,DUD,,,,,,,,,,,4,5,5,04,,,0,0.0,,,
04RA00171,R2874,R2874,11,01,1,10,07,22,M,2,1,7.0,M,104,98,114,0.746,220,197,71,0.341,3.7,3.7,58,16.8,16.8,0.0764,25.8,4.5,17.3,58,3,1,4+,1.89,111.9,R0044,11,S7234,10,,,,0,0.0,3.0,F4+ AGE3 OK,1,IDX,,111,107,,S4,AAA,STUD,95.0,34R,e5alt,,IDX,.,,HETRO,,,,,,,,,,,7,14,10,04,,,0,0.0,,,
04RA00172,R2900,R2900,11,01,1,11,07,11,R,2,2,4.0,M,105,80,113,0.602,212,146,71,0.228,0.0,0.0,60,13.4,13.4,0.0632,0.0,0.0,0.0,0,.,1,.,1.86,131.4,R0831,11,S8103,10,,,,0,0.0,3.0,"F3-, 58 ?",V,LWW,,,,,D3,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,4,7,7,04,,,0,0.0,,,
04RA00173,R2972,R2972,11,02,1,18,07,31,-,3,1,4.0,M,86,98,131,0.671,234,172,71,0.246,3.3,3.3,62,14.6,14.6,0.0624,21.9,3.3,15.0,64,2,1,2,1.92,101.7,R2037,11,R0540,11,,,,0,0.0,2.0,2nd CHOICE,1,.,,95,102,,Sx,A+,,0.0,., 2,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,4,8,5,04,97,1029,0,0.0,,,
04RA00174,R2993,R2993,11,02,1,18,07,21,+,2,2,4.0,M,87,110,130,0.758,224,165,71,0.183,3.2,3.2,62,12.4,12.4,0.0554,22.6,3.1,13.9,62,1,1,2-,2.17,112.1,R0475,11,R0514,11,,,,0,0.0,2.0,"X, R.EPI",3,.,,91,93,,Sx,A+,STUD,100.0,.,12,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,4,10,6,04,93,0907,1410,0.0,,,
04RA00175,R2997,R2997,11,02,1,18,07,23,+,2,2,6.0,M,87,95,130,0.645,212,159,71,0.213,3.0,3.0,64,11.8,11.8,0.0557,21.1,3.0,14.1,64,1,1,2-,1.84,120.0,R0118,11,S8194,10,,,,0,0.0,2.0,,V,.,,95,92,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,HOMO,,,,,,,,,,,6,11,10,04,,,0,0.0,,,
04RA00176,R3004,R3004,11,02,1,18,07,23,+,1,1,7.0,M,87,104,130,0.698,238,191,71,0.289,3.5,3.5,62,12.6,12.6,0.0529,23.8,3.4,14.1,60,3,1,3-,1.44,87.3,R0118,11,S7513,10,,,,0,0.0,2.0,NICE,V,.,,90,94,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,5,9,7,04,,,0,0.0,,,
04RA00177,R3029,R3029,11,02,1,18,43,28,+,2,2,7.0,M,87,92,130,0.629,213,177,71,0.282,3.5,3.5,62,14.8,14.8,0.0695,24.1,3.4,14.1,60,2,1,3+,1.71,120.1,R1839,11,S7232,10,,,,0,0.0,2.0,2nd CHOICE,1,.,,107,101,,Sx,A+,,0.0,ealt, 3,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,7,12,12,04,,,0,0.0,,,
04RA00178,R3035,R3035,11,02,1,18,07,22,+,1,1,6.0,M,88,106,129,0.722,248,203,71,0.322,3.3,3.3,64,14.4,14.4,0.0581,21.3,3.1,14.4,64,2,1,2,1.75,112.5,R1449,11,S6648,10,,,,0,0.0,2.0,,V,.,,105,102,,Sx,A+,STUD,90.0,.,21,CTL,Ramb,COHO,,EXHET,,,,,,,,,,,6,10,9,04,,,0,0.0,,,
04RA00179,R3077,R3077,11,02,1,18,43,38,-,2,2,4.0,M,89,110,128,0.741,238,191,71,0.269,3.4,3.4,62,14.2,14.2,0.0597,21.9,3.8,17.5,64,1,1,3+,1.8,114.7,R1583,11,R1003,11,,,,0,0.0,2.0,BIG,V,.,,102,101,,Sx,A+,,0.0,., 7,CTL,Ramb,COHO,,EXHET,,,,,,,,,,,4,7,5,04,,,0,0.0,,,
04RA00180,R3081,R3081,11,02,1,18,43,36,-,1,1,3.0,M,89,110,128,0.759,226,172,71,0.206,3.7,3.7,62,18.0,18.0,0.0796,22.7,4.1,17.9,62,3,1,3,1.42,79.6,R0848,11,R1819,11,,,,0,0.0,2.0,NICE,1,.,,88,115,,Sx,A+,STUD,83.0,ealt,28,CTL,Ramb,COHO,,HETRO,,,,,,,,,,,2,2,1,04,,,0,0.0,,,
04RA00181,R3098,R3098,11,02,1,18,07,35,-,3,2,8.0,M,89,106,128,0.745,221,170,71,0.213,3.5,3.5,62,14.4,14.4,0.0652,22.8,3.9,17.2,62,7,1,3-,2.13,98.4,R0402,11,S6301,10,,,,0,0.0,2.0,"H7, MAGGOTS",6,.,,91,101,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,7,17,12,04,30,0809,0,0.0,,,
04RA00182,R3105,R3105,11,02,1,18,07,34,-,3,2,4.0,M,89,96,128,0.666,191,148,71,0.173,3.6,3.6,64,15.6,15.6,0.0817,22.0,3.5,15.7,64,5,1,3,2.05,118.6,R1265,11,R0045,11,,,,0,0.0,2.0,H5,3,.,,99,107,,Sx,A+,,0.0,., 4,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,4,9,6,04,93,0907,1414,0.0,,,
04RA00183,R3149,R3149,11,02,1,18,07,21,+,2,2,6.0,M,90,97,127,0.66,215,177,71,0.266,3.2,3.2,60,15.4,15.4,0.0716,27.2,5.4,19.9,56,2,1,3+,1.64,119.8,R0475,11,S8615,10,,,,0,0.0,2.0,,V,.,,105,98,,Sx,A+,,0.0,COHO,COHO,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,6,9,9,04,,,0,0.0,,,
04RA00184,R3160,R3160,11,02,1,18,07,32,-,1,1,8.0,M,90,97,127,0.669,221,170,71,0.243,3.3,3.3,62,10.6,10.6,0.048,23.2,3.2,13.7,62,2,1,2,1.63,119.8,R1565,11,S5531,10,,,,0,0.0,2.0,,V,.,,97,86,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,8,13,13,04,,,0,0.0,,,
04RA00185,R3176,R3176,11,02,1,18,07,32,-,1,1,6.0,M,90,120,127,0.832,254,189,71,0.229,3.9,3.9,62,14.8,14.8,0.0583,24.1,3.6,14.9,60,3,1,3,1.84,130.0,R1565,11,S8433,10,,,,0,0.0,2.0,NICE,1,.,,108,103,,Sx,A+,STUD,89.0,37R,16,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,6,11,11,04,,,0,0.0,,,
04RA00186,R3179,R3179,11,02,1,18,07,25,+,1,1,3.0,M,91,108,128,0.746,235,198,71,0.301,3.9,3.9,62,17.6,17.6,0.0749,24.0,3.4,14.2,60,2,1,3+,1.45,77.4,R0826,11,R2079,11,,,,0,0.0,2.0,NICE,1,.,,94,113,,Sx,A+,STUD,86.0,e.7,27,CTL,Ramb,COHO,,HETRO,,,,,,,,,,,2,2,1,04,,,0,0.0,,,
