UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
02RA00336,R1231,11,00,1,10,07,22,M,2,2,5.0,M,91,102,130,0.695,246,195,68,0.324,3.5,3.5,64,14.0,14.0,,22.8,3.5,15.4,62,2,1,4,1.84,119.2,S9348,10,S6994,10,,0,0.298,2.0,NICE,1,IDX,,106,105,,S2,AA,STUD,,68.0,e.4,,IDX,.,,,,,,,,,,,5,9,8,2002,,,,,,
02RA00337,R1232,11,00,1,10,07,22,M,2,2,5.0,M,91,84,130,0.574,198,163,68,0.275,3.7,3.7,60,12.8,12.8,,24.3,5.3,21.8,60,2,1,3-,1.84,119.2,S9348,10,S6994,10,234,259,0.307,2.0,,2,IDX,,101,99,-,S3,AA,,,,150,C,IDX,.,,,,,,,,,0,,5,9,8,2002,92,0919,,,,
02RA00338,R1247,11,00,1,11,07,12,R,3,2,6.0,M,91,87,130,0.594,175,165,68,0.272,0.0,0.0,62,11.8,11.8,,0.0,0.0,0.0,0,.,1,.,2.14,131.0,S9039,10,S5711,10,,0,0.286,2.0,MSG B.ovis,S,LWW,,,,,D4,DUD,,SCT,,LIB,,ASEX,MKT,,,,,,,,,,,6,14,12,2002,,,,,,
02RA00339,R1264,11,00,1,13,43,31,F,3,2,7.0,M,92,85,129,0.571,191,158,68,0.254,3.6,3.6,60,13.6,13.6,,21.4,4.1,19.4,64,7,1,3,2.3,127.7,S9526,10,S4439,10,,0,0.283,2.0,H7,1,FW,,104,106,,S1,A,STUD,,82.0,Tay,C,FW,.,,,,,,,,,,,7,18,14,2002,,,,,,
02RA00340,R1265,11,00,1,13,43,31,F,3,2,7.0,M,92,89,129,0.615,182,161,68,0.251,3.5,3.5,62,14.0,14.0,,22.4,4.5,20.3,62,6,1,3-,2.3,127.7,S9526,10,S4439,10,,0,0.241,2.0,"DUD >works,H6",3,FW,,104,105,,D3w,DUD,STUD,,88.0,.,C,FW,.,,,,,,,,,,,7,18,14,2002,93,0820,,,,
02RA00341,R1280,11,00,1,10,07,23,M,2,1,5.0,M,92,115,129,0.802,217,189,68,0.258,0.0,0.0,62,15.0,15.0,,0.0,0.0,0.0,0,.,1,.,2.05,126.8,S9105,10,S7304,10,,0,0.289,2.0,H3,3,IDX,,,,,D4,DUD,,SCT,,LIB,,BISX,SALE,,,,,,,,,,,5,11,8,2002,93,0820,,,,
02RA00342,R1288,11,00,1,13,43,32,F,2,2,5.0,M,92,83,129,0.576,180,145,68,0.216,0.0,0.0,64,11.4,11.4,,0.0,0.0,0.0,0,.,1,.,1.4,101.6,S9049,10,S7019,10,,0,0.256,2.0,NOTCHed,S,FW,,,,,S0,B,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,4,5,6,2002,,,,,,
02RA00343,R1300,11,00,1,12,07,84,C,2,2,5.0,M,92,100,129,0.686,192,175,68,0.261,3.1,3.1,62,15.2,15.2,,24.4,4.1,16.8,60,1,1,4,1.83,108.2,S9521,10,S6880,10,,0,0.214,2.0,F4,3,CTL,,97,105,,S2,AA,,,,.,C,CTL,.,,,,,,,,,,,5,9,7,2002,93,0820,,,,
02RA00344,R1329,11,00,1,11,07,14,R,2,2,3.0,M,93,89,128,0.616,214,195,68,0.369,3.5,3.5,60,13.2,13.2,,25.0,4.6,18.6,58,2,1,2-,1.87,117.2,S9028,10,S9116,10,,0,0.363,2.0,"H2, 58s",3,LWW,,107,99,,SLI,B-,,SCT,,.,,LWW,.,,,,,,,,,,,3,5,4,2002,93,0820,,,,
02RA00345,R1365,11,00,1,12,07,82,C,2,2,5.0,M,94,88,127,0.596,185,161,68,0.254,3.0,3.0,62,13.6,13.6,,23.5,5.1,21.5,60,2,1,3,1.73,109.2,S9069,10,S6700,10,,0,0.292,2.0,,S,CTL,,94,99,,D3,DUD,,SCT,,LIB,,ASEX,.,,,,,,,,,,,5,8,7,2002,,,,,,
02RA00346,R1383,11,00,1,12,07,83,C,2,2,4.0,M,94,89,127,0.619,196,178,68,0.31,4.1,4.1,62,12.8,12.8,,25.2,4.0,16.0,58,1,1,3,1.73,107.0,S9733,10,S8613,10,,0,0.307,2.0,,P,CTL,,99,101,,D3,DUD,,SCT,,LIB,,HOMO,.,,,,,,,,,,,4,6,5,2002,,,,,,
02RA00347,R1386,11,00,1,10,07,22,M,1,1,3.0,M,94,99,127,0.681,197,184,68,0.296,0.0,0.0,62,13.0,13.0,,0.0,0.0,0.0,0,.,1,.,1.78,125.6,S9348,10,S9225,10,,0,0.333,2.0,"X,EPI.,RIGHT",3,IDX,,,,,D4,DUD,,SCT,,LIB,,ASEX,MKT,,,,,,,,,,,3,4,4,2002,93,0820,,,,
02RA00348,R1392,11,00,1,11,07,13,R,2,2,5.0,M,94,90,128,0.612,208,191,68,0.353,0.0,0.0,62,13.0,13.0,,0.0,0.0,0.0,0,.,1,.,1.94,108.0,S9801,10,S6631,10,,0,0.358,2.0,H5,S,LWW,,,,,S2,AA,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,5,10,8,2002,,,,,,
02RA00349,R1396,11,00,1,12,07,91,C,2,2,6.0,M,94,84,127,0.574,204,165,68,0.282,3.3,3.3,62,12.6,12.6,,23.3,3.2,13.8,62,3,1,3-,1.94,96.3,S9343,10,S6301,10,,0,0.292,2.0,,3,CTL,,90,98,,SP+,B+,,,,.,,CTL,.,,,,,,,,,,,5,12,7,2002,93,0820,,,,
02RA00350,R1398,11,00,1,12,43,87,C,2,2,6.0,M,94,88,127,0.605,212,181,68,0.324,3.5,3.5,62,14.2,14.2,,24.4,3.9,15.9,60,2,1,3,2.02,89.6,S9632,10,S5630,10,,0,0.283,2.0,,3,CTL,,93,103,,S3,AA,,,,.,C,CTL,.,,,,,,,,,,,6,13,7,2002,93,0820,,,,
02RA00351,R1402,11,00,1,11,07,13,R,2,2,3.0,M,94,95,127,0.657,196,178,68,0.289,3.3,3.3,64,11.8,11.8,,24.3,3.8,15.8,60,2,1,2-,1.88,140.7,S9801,10,S8207,10,,0,0.318,2.0,"JAW7, 2002",3,LWW,,109,93,,SP+,B+,,,,.,,LWW,.,,,,,,,,,,,3,5,5,2002,93,0820,,,,
02RA00352,R1432,11,00,1,12,07,88,C,2,2,4.0,M,95,80,127,0.564,207,166,68,0.301,3.4,3.4,60,13.0,13.0,,26.3,5.1,19.3,58,1,1,5+,1.86,99.4,S9433,10,S7862,10,,0,0.275,2.0,"F5+, 58s",3,CTL,,94,96,,SP,B,STUD,,97.0,.,C,CTL,.,,,,,,,,,,,4,7,5,2002,93,0820,,,,
02RA00353,R1445,11,00,1,12,43,91,C,3,1,7.0,M,95,96,127,0.668,197,173,68,0.269,3.0,3.0,60,13.6,13.6,,25.7,4.2,16.5,58,6,1,3-,2.03,110.3,S9343,10,S4821,10,,0,0.307,2.0,"H6,58s,MSG ??",3,CTL,,96,97,,S2,AA,,,,X,C,CTL,.,,,,,,,,,,,7,15,12,2002,01,0112,,,,
02RA00354,R1449,11,00,1,12,07,90,C,2,2,6.0,M,95,96,127,0.639,231,205,68,0.381,3.3,3.3,60,14.0,14.0,,22.0,3.8,17.1,64,1,1,3,1.74,105.6,S9756,10,S5674,10,263,259,0.37,2.0,,2,CTL,,103,105,-,S3,AA,STUD,,94.0,146,C,CTL,.,,,,,,,,,0,,5,10,8,2002,92,0919,,,,
02RA00355,R1466,11,00,1,11,07,13,R,2,2,4.0,M,95,85,127,0.563,202,179,68,0.329,2.5,2.5,64,11.0,11.0,,22.4,3.9,17.5,62,3,1,3,1.86,137.5,S9801,10,S7928,10,,0,0.343,2.0,"H3, 2.5""S.L.",3,LWW,,106,88,,S2,AA,,,,.,C,LWW,.,,,,,,,,,,,4,7,7,2002,93,0820,,,,
02RA00356,R1469,11,00,1,11,07,11,R,2,2,3.0,M,95,98,127,0.666,196,175,68,0.269,3.1,3.1,62,10.8,10.8,,25.1,4.1,16.4,58,1,1,2-,1.88,138.2,S9264,10,S7956,10,,0,0.293,2.0,,3,LWW,,104,87,,D3,DUD,,SCT,,.,,ASEX,.,,,,,,,,,,,3,5,5,2002,93,0820,,,,
02RA00357,R1471,11,00,1,11,07,12,R,2,2,7.0,M,95,110,127,0.754,245,208,68,0.343,3.6,3.6,60,17.4,17.4,,27.2,5.0,18.2,56,7,1,3,1.88,106.5,S9039,10,S4828,10,,0,0.337,2.0,"H7,56s,MSG ??",3,LWW,,107,113,,D3,DUD,,,,X,C,MKT,MKT,,,,,,,,,,,7,14,10,2002,,,,,,
02RA00358,R1489,11,00,1,11,07,12,R,3,2,6.0,M,96,86,126,0.594,228,196,68,0.385,0.0,0.0,60,13.0,13.0,,0.0,0.0,0.0,0,.,1,.,1.94,117.7,S9039,10,S6018,10,,0,0.367,2.0,H7,P,LWW,,,,,D4,DUD,,SCT,,LIB,,HOMO,SALE,,,,,,,,,,,6,12,9,2002,,,,,,
02RA00359,R1525,11,00,1,12,43,80,C,2,2,4.0,M,96,100,126,0.701,210,178,68,0.273,3.1,3.1,64,11.0,11.0,,23.9,3.7,15.7,60,2,1,3-,1.62,114.9,S9347,10,S8487,10,,0,0.275,2.0,DUD>works,3,CTL,,95,90,,D3w,B+,,,,.,,CTL,.,,,,,,,,,,,3,5,6,2002,93,0820,,,,
02RA00360,R1533,11,00,1,10,07,21,M,2,2,3.0,M,96,92,126,0.645,233,201,68,0.381,3.1,3.1,62,14.2,14.2,,23.0,4.0,17.6,62,3,1,3-,2.15,129.4,S9161,10,S9210,10,,0,0.364,2.0,,1,IDX,,113,103,,D3,DUD,,,,.,C,IDX,.,,,,,,,,,,,3,7,5,2002,,,,,,
02RA00361,R1547,11,00,1,12,07,85,C,1,1,3.0,M,97,112,125,0.794,232,198,68,0.301,3.1,3.1,64,12.6,12.6,,21.9,3.9,17.7,64,1,1,3+,1.58,97.5,S9701,10,S9192,10,269,259,0.313,2.0,TOP ctrl save,2,CTL,,91,98,-,S2,AA,STUD,,69.0,148,,CTL,.,,,,,,,,,0,,3,3,3,2002,92,0919,,,,
02RA00362,R1565,11,00,1,13,07,33,F,3,2,5.0,M,97,87,127,0.593,210,179,68,0.324,3.5,3.5,62,10.8,10.8,,20.3,3.1,15.1,70,2,1,3+,2.19,137.9,S9451,10,S6423,10,,0,0.309,2.0,DUD >works,3,FW,,109,97,,D3w,DUD,STUD,,91.0,.,C,FW,.,,,,,,,,,,,5,12,10,2002,93,0820,,,,
02RA00363,R1567,11,00,1,10,07,23,M,2,2,5.0,M,97,99,125,0.687,187,170,68,0.248,0.0,0.0,62,11.0,11.0,,0.0,0.0,0.0,0,.,1,.,1.62,88.4,S9105,10,S7470,10,,0,0.263,2.0,H3,P,IDX,,,,,D4,DUD,,SCT,,LIB,,HOMO,MKT,,,,,,,,,,,5,7,5,2002,,,,,,
02RA00364,R1583,11,00,1,13,43,33,F,2,1,4.0,M,98,96,124,0.665,212,188,68,0.322,3.9,3.9,62,15.2,15.2,,22.7,3.7,16.2,62,1,1,3-,1.99,117.9,S9451,10,S8092,10,,0,0.301,2.0,DUD >works,1,FW,,108,112,,D3w,DUD,STUD,,91.0,.,C,FW,.,,,,,,,,,,,4,8,6,2002,,,,,,
02RA00365,R1614,11,00,1,13,43,34,F,1,1,3.0,M,98,106,124,0.749,197,183,68,0.269,0.0,0.0,62,12.6,12.6,,0.0,0.0,0.0,0,.,1,.,1.78,132.5,S7853,10,S9237,10,,0,0.263,2.0,"COARSE,56SHAG",S,FW,,,,,SP,B,,SCT,,LIB,,BISX,MKT,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00366,R1634,11,00,1,13,43,33,F,2,2,7.0,M,99,98,122,0.715,190,171,68,0.254,3.4,3.4,62,15.4,15.4,,21.7,3.4,15.8,64,1,1,3-,1.57,104.8,S9451,10,S4688,10,,0,0.283,2.0,,3,FW,,96,111,,D3,DUD,,SCT,,.,,ASEX,.,,,,,,,,,,,7,10,10,2002,93,0820,,,,
02RA00367,R1658,11,00,1,11,07,14,R,2,2,4.0,M,99,88,122,0.619,192,155,68,0.233,3.3,3.3,60,13.4,13.4,,26.6,5.4,20.4,56,6,1,3,1.86,132.7,S9028,10,S8326,10,,0,0.262,2.0,"H6, 56s",P,LWW,,104,97,,SP,B-,,SCT,,LIB,,ASEX,.,,,,,,,,,,,4,7,7,2002,,,,,,
02RA00368,R1667,11,00,1,10,43,21,M,2,2,6.0,M,100,101,121,0.726,229,198,68,0.338,3.5,3.5,62,15.6,15.6,,21.9,4.2,19.3,64,2,1,2-,1.82,128.8,S9161,10,S5531,10,,0,0.244,2.0,,1,IDX,,113,112,,D3,DUD,,,,.,C,IDX,.,,,,,,,,,,,6,11,11,2002,,,,,,
02RA00369,R1685,11,00,1,10,07,23,M,1,1,5.0,M,100,95,124,0.661,185,164,68,0.243,0.0,0.0,60,14.4,14.4,,0.0,0.0,0.0,0,.,1,.,1.75,129.4,S9105,10,S5584,10,,0,0.261,2.0,"COARSE, F5+",P,IDX,,,,,S3,AA,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,5,8,8,2002,,,,,,
02RA00370,R1726,11,00,1,13,07,31,F,2,2,4.0,M,100,91,121,0.652,201,173,68,0.286,0.0,0.0,62,11.4,11.4,,0.0,0.0,0.0,0,.,1,.,1.85,141.0,S9526,10,S6650,10,,0,0.33,2.0,H6,S,FW,,,,,S1,A,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,4,7,7,2002,,,,,,
02RA00371,R1742,11,00,1,12,07,87,C,2,2,7.0,M,101,87,120,0.623,193,163,68,0.265,0.0,0.0,60,12.0,12.0,,0.0,0.0,0.0,0,.,1,.,1.79,103.4,S9632,10,S4459,10,,0,0.298,2.0,FEMININE,S,CTL,,,,,SP,B,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,7,13,10,2002,,,,,,
02RA00372,R1747,11,00,1,10,07,22,M,2,2,4.0,M,101,84,120,0.602,180,154,68,0.244,3.1,3.1,62,13.4,13.4,,25.7,4.3,16.7,58,2,1,4,1.73,122.9,S9348,10,S8375,10,,0,0.259,2.0,"X,SM.TSTS@2yr",3,IDX,,100,96,,SLI,B,,,,.,C,IDX,.,,,,,,,,,,,4,6,6,2002,93,0820,,,,
02RA00373,R1754,11,00,1,12,43,84,C,2,1,5.0,M,101,87,120,0.617,185,165,68,0.272,2.9,2.9,62,12.4,12.4,,25.2,4.2,16.6,58,1,1,3,1.84,119.2,S9521,10,S7134,10,,0,0.289,2.0,,3,CTL,,98,92,,S2,AA,,,,.,C,CTL,.,,,,,,,,,,,5,9,8,2002,93,0820,,,,
02RA00374,R1774,11,00,1,10,07,24,M,1,1,5.0,M,101,105,120,0.744,236,213,68,0.376,3.2,3.2,60,14.2,14.2,,26.0,5.2,20.1,58,2,1,3+,1.83,124.8,S8152,10,S7341,10,,0,0.378,2.0,"X,LAME,HIPS",3,IDX,,111,100,,SLI,B-,,SCT,,.,,IDX,.,,,,,,,,,,,5,9,9,2002,93,0528,,,,
02RA00375,R1802,11,00,1,13,43,33,F,1,1,6.0,M,102,101,119,0.737,182,151,68,0.174,0.0,0.0,62,13.2,13.2,,0.0,0.0,0.0,0,.,1,.,1.42,95.4,S9451,10,S6412,10,,0,0.217,2.0,"F4-, FX. LEG",S,FW,,,,,S1,A,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,5,7,7,2002,54,1120,,,,
02RA00376,R1839,11,00,1,11,07,13,R,3,2,4.0,M,103,94,118,0.691,223,180,68,0.3,3.3,3.3,62,11.4,11.4,,23.3,3.7,16.0,62,1,1,3,1.98,112.3,S9801,10,S8430,10,265,259,0.348,2.0,NICE,2,LWW,,97,93,-,S0,B,STUD,,91.0,147,C,LWW,.,,,,,,,,,0,,4,8,5,2002,92,0919,,,,
02RA00377,R1848,11,00,1,12,07,81,C,3,2,4.0,M,103,76,118,0.564,178,154,68,0.272,0.0,0.0,64,8.2,8.2,,0.0,0.0,0.0,0,.,1,.,2.11,95.3,S9361,10,S7783,10,,0,0.286,2.0,SHORT STAPLE,P,CTL,,,,,D4,DUD,,SCT,,LIB,,HOMO,MKT,,,,,,,,,,,4,9,4,2002,,,,,,
02RA00378,R1849,11,00,1,12,07,82,C,2,1,6.0,M,103,99,118,0.722,212,185,68,0.3,2.8,2.8,60,15.2,15.2,,26.4,4.5,16.9,56,2,1,3-,1.74,94.5,S9069,10,S6325,10,,0,0.289,2.0,56s,3,CTL,,93,101,,S3,AA,,,,.,C,CTL,.,,,,,,,,,,,5,10,7,2002,93,0820,,,,
02RA00379,R1897,11,00,1,11,07,12,R,2,2,5.0,M,103,93,118,0.684,208,183,68,0.314,3.0,3.0,64,11.4,11.4,,23.8,4.6,19.3,60,7,1,3,1.94,112.4,S9039,10,S7274,10,,0,0.298,2.0,H7,P,LWW,,97,91,,D3,DUD,,SCT,,LIB,C,HOMO,.,,,,,,,,,,,5,10,8,2002,,,,,,
02RA00380,R1943,11,00,1,12,07,86,C,2,2,5.0,M,104,83,118,0.597,231,195,68,0.392,3.1,3.1,62,15.2,15.2,,24.3,4.3,17.6,60,3,1,1-,1.97,117.1,S9736,10,S6108,10,,0,0.349,2.0,F1-,3,CTL,,110,105,,S2,AA,,,,.,C,CTL,.,,,,,,,,,,,5,10,7,2002,93,0820,,,,
02RA00381,R1950,11,00,1,12,07,86,C,1,2,4.0,M,104,75,118,0.531,192,168,68,0.325,0.0,0.0,62,12.4,12.4,,0.0,0.0,0.0,0,.,1,.,1.86,126.6,S9736,10,S8488,10,,0,0.275,2.0,"BAD HORN,H4",P,CTL,,,,,S2,AA,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,4,7,6,2002,,,,,,
02RA00382,R1953,11,00,1,12,43,83,C,2,2,6.0,M,104,95,118,0.697,196,169,68,0.259,3.4,3.4,62,10.6,10.6,,23.4,3.7,15.9,62,7,1,3+,1.82,97.8,S9733,10,S6298,10,,0,0.287,2.0,H7,3,CTL,,86,91,,D3,DUD,,SCT,,.,C,ASEX,.,,,,,,,,,,,5,11,8,2002,93,0820,,,,
02RA00383,R1986,11,00,1,12,07,89,C,2,1,5.0,M,105,79,117,0.574,193,167,68,0.308,3.2,3.2,62,13.2,13.2,,23.1,4.1,17.7,62,2,1,3,1.64,97.2,S9599,10,S6274,10,,0,0.31,2.0,,S,CTL,,93,99,,D3,DUD,,SCT,,LIB,,ASEX,.,,,,,,,,,,,4,7,6,2002,,,,,,
02RA00384,R1988,11,00,1,13,43,32,F,1,1,4.0,*,105,102,117,0.738,0,189,68,0.304,3.4,3.4,64,17.6,17.6,,24.7,3.5,14.0,60,2,1,3+,1.62,81.1,S9049,10,S7790,10,,0,0.307,2.0,"BULL,DUD,Nov6",7,FW,,93,115,,S2,AA?,DUD,SCT,,.,C,FW,.,,,,,,,,,,,3,5,2,2002,97,0522,,,,
02RA00385,R1989,11,00,1,12,43,81,C,2,2,4.0,M,105,90,117,0.685,226,190,68,0.35,3.7,3.7,64,15.4,15.4,,24.1,4.2,17.5,60,4,1,2,1.99,105.0,S9361,10,S7958,10,,0,0.364,2.0,"F2,H4",3,CTL,,104,109,,D3,DUD,,SCT,,.,,ASEX,.,,,,,,,,,,,4,8,5,2002,93,0820,,,,
02RA00386,R2007,11,00,1,11,07,11,R,2,2,6.0,M,105,103,117,0.77,219,191,68,0.308,0.0,0.0,62,9.8,9.8,,0.0,0.0,0.0,0,.,1,.,1.7,118.8,S9264,10,S4398,10,,0,0.331,2.0,,S,LWW,,,,,SP,B,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,5,10,9,2002,,,,,,
02RA00387,R2017,11,00,1,12,07,85,C,2,2,6.0,M,106,87,116,0.643,200,173,68,0.301,3.0,3.0,60,11.4,11.4,,27.8,4.6,16.5,56,4,1,3-,1.52,91.0,S9701,10,S5534,10,,0,0.319,2.0,"CHK.H4, 56s",P,CTL,,86,86,,D3,DUD,,SCT,,LIB,,HOMO,.,,,,,,,,,,,5,8,6,2002,,,,,,
02RA00388,R2037,11,00,1,13,07,33,F,2,2,6.0,M,106,87,116,0.622,208,180,68,0.325,3.3,3.3,62,14.8,14.8,,23.5,4.4,18.9,60,1,1,3,1.74,108.3,S9451,10,S5845,10,237,259,0.31,2.0,DUD >works,2,FW,,102,105,-,S2,AA,STUD,,97.0,149,C,FW,.,,,,,,,,,0,,6,10,9,2002,92,0919,,,,
02RA00389,R2122,11,00,1,13,43,32,F,1,1,3.0,M,110,86,111,0.647,198,165,68,0.275,3.6,3.6,62,15.0,15.0,,21.7,3.3,15.0,64,6,1,3,1.78,120.9,S9049,10,S9268,10,,0,0.315,2.0,"H6, NOTCHed",1,FW,,105,111,,SP,B,STUD,,,Tay,C,FW,.,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00390,R2127,11,00,1,10,07,24,M,1,1,4.0,M,110,97,111,0.75,208,168,68,0.247,0.0,0.0,62,13.6,13.6,,0.0,0.0,0.0,0,.,1,.,1.73,104.9,S8152,10,S8897,10,,0,0.292,2.0,F4-,P,IDX,,,,,D4,DUD,,SCT,,LIB,,HOMO,SALE,,,,,,,,,,,4,6,5,2002,,,,,,
02RA00391,R2169,11,01,1,11,07,12,R,1,1,4.0,Y,84,117,134,0.787,173,173,68,0.193,2.6,2.8,62,8.8,9.2,,24.0,4.6,19.0,60,2,1,3+,1.61,113.0,R0660,11,S8615,10,,0,0.0,1.0,"BALD, F2+",4,LWW,,90,97,,?,,,,,XVL,,LWW,.,,,,,,,,,,,4,5,5,2002,,,,,,
02RA00392,R2171,11,01,1,10,43,23,M,2,2,5.0,Y,84,75,134,0.472,141,141,68,0.228,2.5,2.7,62,7.4,7.7,,22.5,3.9,17.3,62,2,1,4+,1.84,115.0,R0529,11,S6873,10,,0,0.0,1.0,,4,IDX,,90,90,,?,,,,,XVL,,IDX,.,,,,,,,,,,,5,9,8,2002,,,,,,
02RA00393,R2174,11,01,1,13,07,34,F,2,2,5.0,Y,84,82,134,0.534,199,199,68,0.403,2.8,3.0,62,9.4,9.8,,20.9,3.5,16.7,64,2,1,3,1.72,117.0,R0492,11,S6704,10,,0,0.0,1.0,,1,FW,,109,106,,D3,,,,,Pref,,FW,.,,,,,,,,,,,5,8,9,2002,,,,,,
02RA00394,R2206,11,01,1,12,07,83,C,2,2,2.0,Y,86,88,132,0.589,149,149,68,0.21,2.4,2.6,60,7.8,8.2,,24.3,4.4,18.2,60,2,1,5+,1.82,132.1,R0060,11,R0298,11,,0,0.0,1.0,F5+,4,CTL,,97,90,,?,,,,,XVL,,CTL,.,,,,,,,,,,,2,3,3,2002,,,,,,
02RA00395,R2231,11,01,1,11,07,13,R,2,1,4.0,Y,87,106,131,0.721,200,200,68,0.324,2.8,3.0,62,10.4,10.9,,24.3,4.0,16.5,60,2,1,3+,1.98,112.3,R0029,11,S8430,10,,0,0.0,1.0,NICE,1,LWW,,104,108,,S1,A,STUD,,,ealt,,LWW,.,,,,,,,,,,,4,8,5,2002,,,,,,
02RA00396,R2250,11,01,1,12,07,80,C,2,1,2.0,Y,88,96,130,0.653,181,181,68,0.293,2.8,3.1,62,8.8,9.3,,21.7,3.9,18.0,64,4,1,5+,1.82,115.4,R0118,11,R0537,11,,0,0.0,1.0,"F5+,H4",3,CTL,,100,103,,?,,,,,.,,CTL,.,,,,,,,,,,,2,3,2,2002,93,0820,,,,
02RA00397,R2260,11,01,1,10,07,21,M,2,2,5.0,Y,88,80,130,0.512,172,172,68,0.317,2.7,2.9,62,9.0,9.5,,21.3,4.0,18.8,64,2,1,3+,1.62,118.2,R0635,11,S6756,10,211,259,0.0,1.0,,2,IDX,,102,103,-,S3,AA,,,,141,,IDX,.,,,,,,,,,0,,5,7,7,2002,92,0919,,,,
02RA00398,R2261,11,01,1,11,07,13,R,2,2,5.0,Y,88,102,130,0.68,197,197,68,0.328,3.1,3.4,60,10.8,11.4,,24.2,4.3,17.8,60,2,1,3-,1.72,131.2,R0029,11,S7262,10,,0,0.0,1.0,,1,LWW,,114,113,,S2,AA,STUD,,,e.1,,LWW,.,,,,,,,,,,,5,8,8,2002,,,,,,
02RA00399,R2262,11,01,1,11,07,13,R,2,2,5.0,Y,88,102,130,0.696,191,191,68,0.307,2.5,2.7,62,9.0,9.5,,23.3,3.8,16.4,62,2,1,3+,1.72,131.2,R0029,11,S7262,10,,0,0.0,1.0,,1,LWW,,106,99,,S3,AA,STUD,,,ealt,,LWW,.,,,,,,,,,,,5,8,8,2002,,,,,,
02RA00400,R2264,11,01,1,11,07,12,R,2,1,4.0,Y,88,123,130,0.849,186,186,68,0.217,2.5,2.7,62,9.8,10.3,,23.1,4.6,20.0,62,2,1,3,1.73,107.6,R0660,11,S8197,10,222,259,0.0,1.0,,2,LWW,,92,104,-,S1,A,,,,138,,LWW,.,,,,,,,,,0,,4,6,4,2002,92,0919,,,,
02RA00401,R2279,11,01,1,13,43,32,F,2,1,4.0,Y,89,98,129,0.678,195,195,68,0.334,3.0,3.3,62,8.8,9.3,,19.6,3.2,16.1,70,2,1,3+,1.87,99.6,R0475,11,S7816,10,241,259,0.0,1.0,,2,FW,,97,107,-,SP,B,,,,139,,FW,.,,,,,,,,,0,,4,7,4,2002,92,0919,,,,
02RA00402,R2289,11,01,1,13,43,31,F,2,1,5.0,Y,89,92,129,0.624,163,163,68,0.245,2.8,3.1,62,7.6,8.0,,19.4,3.5,18.1,70,2,1,3-,1.84,114.1,R0127,11,S6648,10,,0,0.0,1.0,,4,FW,,93,99,,?,,,,,XVL,,FW,.,,,,,,,,,,,5,9,8,2002,,,,,,
02RA00403,R2291,11,01,1,12,07,82,C,2,2,5.0,Y,89,82,129,0.549,156,156,68,0.255,2.8,3.1,62,7.4,7.8,,21.9,3.3,14.9,64,2,1,5+,1.83,116.7,R0665,11,S7053,10,,0,0.0,1.0,F5+,4,CTL,,94,94,,?,,,,,XVL,,CTL,.,,,,,,,,,,,5,9,8,2002,93,0113,,,,
02RA00404,R2297,11,01,1,10,07,24,M,2,2,3.0,Y,89,87,129,0.577,190,190,68,0.355,2.4,2.6,62,9.8,10.4,,19.9,3.8,19.0,70,2,1,3-,1.87,136.0,R0826,11,S9450,10,,0,0.0,1.0,NICE,1,IDX,,113,108,,D3,,,,,Pref,,IDX,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00405,R2302,11,01,1,10,07,22,M,3,1,6.0,Y,89,100,129,0.688,186,186,68,0.297,3.1,3.4,62,9.4,9.9,,22.6,3.9,17.4,62,6,1,3+,2.14,133.2,R0044,11,S6339,10,,0,0.0,1.0,H6,1,IDX,,110,107,,SLI,B,,,,Pref,,IDX,.,,,,,,,,,,,6,14,11,2002,,,,,,
02RA00406,R2309,11,01,1,11,07,12,R,2,2,6.0,Y,89,86,129,0.568,184,184,68,0.338,2.4,2.6,60,6.6,7.0,,21.5,4.2,19.7,64,2,1,3+,1.64,115.2,R0660,11,S5536,10,,0,0.0,1.0,,4,LWW,,96,87,,?,,,,,XVL,,LWW,.,,,,,,,,,,,5,9,8,2002,93,0113,,,,
