UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
02RA00128,A8512,04,01,1,83,30,42,W,2,1,3.0,Y,105,102,113,0.799,179,179,68,0.266,2.5,2.9,60,6.6,7.3,0.0408,23.3,3.6,15.6,62,2,1,2+,1.97,108.6,A6529,04, 8392,00,,0,0.0,1.0,,4,FW,,90,106,,?,,,,,XVL,,FLWT,.,,,,,,,,,,,3,5,3,2002,,,-1.5921,-1.5787,-0.012,
02RA00129,A8542,04,01,1,84,30,52,N,3,2,5.5,Y,106,77,112,0.596,165,165,68,0.303,2.5,2.9,60,6.4,7.1,0.043,24.3,4.7,19.3,60,2,1,3+,2.25,151.2,A6853,04,A2733,04,,0,0.0,1.0,PNEUMONIA,1,INB,,111,103,,D3,,,,,.,,IDX,.,,,,,,,,,,,5,13,12,2002,19,1120,-0.5173,0.3129,-0.0054,
02RA00130,A8544,04,01,1,84,30,52,N,3,1,5.5,Y,106,101,116,0.766,187,187,68,0.301,2.8,3.2,60,7.2,8.0,0.0428,24.7,5.1,20.6,60,2,1,2+,2.25,151.2,A6853,04,A2733,04,,0,0.0,1.0,,1,INB,,113,112,,?,?,,,,ealt,,IDX,.,,,,,,,,,,,5,13,12,2002,,,-0.5173,0.3129,-0.0054,
02RA00131,A8545,04,01,1,81,30,04,M,2,2,2.0,Y,106,85,112,0.663,173,173,68,0.303,2.8,3.2,60,5.2,5.8,0.0335,21.4,3.8,17.6,64,2,1,2,2.17,146.0,A6970,04,A6108,04,,0,0.0,1.0,,1,LWW,,108,97,,S1,A,,,,.,,IDX,.,,,,,,,,,,,2,4,4,2002,,,-0.2269,0.3435,-0.0046,
02RA00132,A8562,04,01,1,83,30,43,W,2,2,5.0,Y,106,85,112,0.657,157,157,68,0.248,3.1,3.6,58,5.4,6.0,0.0382,25.4,5.1,19.9,58,2,1,2,1.81,126.7,A6327,04,A3300,04,,0,0.0,1.0,,4,FW,,97,97,,?,,,,,XVL,,FLWT,.,,,,,,,,,,,5,9,9,2002,93,0113,-1.5048,-0.8764,-0.0118,
02RA00133,A8563,04,01,1,83,30,43,W,2,2,5.0,Y,106,83,112,0.633,154,154,68,0.245,2.3,2.6,60,4.6,5.1,0.0331,23.1,3.6,15.6,62,2,1,2,1.81,126.7,A6327,04,A3300,04,,0,0.0,1.0,,4,FW,,92,86,,?,,,,,XVL,,FLWT,.,,,,,,,,,,,5,9,9,2002,,,-1.5048,-0.8764,-0.0118,
02RA00134,A8567,04,01,1,82,30,24,C,3,2,6.0,Y,106,75,112,0.585,157,157,68,0.283,2.4,2.8,58,5.2,5.8,0.0369,22.9,3.6,15.5,62,2,1,1-,2.33,146.2,A6889,04,A2286,04,191,259,0.0,1.0,,2,CTL,,105,93,-,S3,AA,,,, 66,,CTL,.,,,,,,,,,1,,6,15,13,2002,92,0919,-0.8429,-0.6493,-0.0067,
02RA00135,A8568,04,01,1,82,30,24,C,3,2,6.0,Y,106,89,112,0.721,168,168,68,0.272,2.0,2.3,60,4.2,4.7,0.028,24.0,3.8,16.0,60,2,1,1,2.33,146.2,A6889,04,A2286,04,199,259,0.0,1.0,,2,CTL,,101,79,-,S1,A,,,, 65,,CTL,.,,,,,,,,,1,,6,15,13,2002,92,0919,-0.8429,-0.6493,-0.0067,
02RA00136,A8572,04,01,1,82,30,31,C,3,1,4.0,Y,106,107,112,0.846,179,179,68,0.248,2.8,3.2,58,6.8,7.6,0.0425,25.2,4.7,18.5,58,1,1,2,2.15,121.7,A6655,04,A4277,04,219,259,0.0,1.0,,2,CTL,,96,108,-,S1,A,,,, 69,,CTL,.,,,,,,,,,1,,4,9,6,2002,92,0919,-0.3327,-0.03,-0.0038,
02RA00137,A8579,04,01,1,84,30,52,N,3,2,4.5,Y,106,89,112,0.665,195,195,68,0.366,2.3,2.6,62,5.8,6.5,0.0333,22.5,3.9,17.5,62,2,1,2+,2.52,159.1,A6853,04,A3881,04,,0,0.0,1.0,,1,INB,,118,98,,S3,AA,STUD,,,e10,,IDX,.,,,,,,,,,,,4,12,10,2002,,,-0.5573,0.0914,-0.0052,
02RA00138,A8582,04,01,1,82,30,23,C,2,1,4.0,Y,107,98,111,0.781,177,177,68,0.272,2.6,3.0,60,7.4,8.3,0.0469,25.4,3.8,14.9,58,1,1,2-,1.9,109.3,A6863,04,A4581,04,,0,0.0,1.0,,4,CTL,,93,113,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,7,5,2002,,,-1.2369,-0.9181,-0.0095,
02RA00139,A8584,04,01,1,82,30,31,C,2,2,2.0,Y,107,72,111,0.56,184,184,68,0.386,2.6,3.0,60,6.4,7.1,0.0386,21.9,4.1,18.5,64,2,1,2,2.17,135.6,A6655,04,A6666,04,,0,0.0,1.0,,1,CTL,,112,106,,S4,AAA,STUD,,,33P,,IDX,.,,,,,,,,,,,2,4,3,2002,,,-0.8846,-0.3513,-0.0083,
02RA00140,A8587,04,01,1,84,30,51,N,3,1,4.5,Y,107,93,111,0.75,191,191,68,0.338,2.8,3.2,58,6.0,6.7,0.0351,23.6,3.8,16.3,60,2,1,2+,2.4,126.2,A6998,04,A3969,04,,0,0.0,1.0,H3+,4,INB,,104,102,,?,,,,,XVL,,INBR,.,,,,,,,,,,,4,11,7,2002,,,0.3466,0.8817,-0.0004,
02RA00141,A8590,04,01,1,81,30,01,M,2,2,7.0,Y,107,88,111,0.689,176,176,68,0.303,2.4,2.8,58,8.6,9.6,0.0545,27.9,5.4,19.3,54,2,1,2,1.94,131.6,A6761,04,A1397,04,,0,0.0,1.0,,1,LWW,,106,120,,S3,AA,,,,.,,IDX,.,,,,,,,,,,,7,13,13,2002,,,0.2014,0.9391,-0.0021,
02RA00142,A8591,04,01,1,81,30,01,M,2,2,7.0,Y,107,75,111,0.563,179,179,68,0.359,2.7,3.1,58,6.8,7.6,0.0425,24.5,4.5,18.4,60,2,1,2,1.94,131.6,A6761,04,A1397,04,,0,0.0,1.0,,1,LWW,,109,108,,S2,AA,,,,32alt,,IDX,.,,,,,,,,,,,7,13,13,2002,,,0.2014,0.9391,-0.0021,
02RA00143,A8596,04,01,1,84,30,55,N,4,2,5.5,Y,107,83,111,0.662,178,178,68,0.328,3.0,3.5,58,6.2,6.9,0.0388,27.9,5.2,18.7,54,2,1,2+,2.59,99.1,A6641,04,A2595,04,,0,0.0,1.0,H2,4,INB,,93,102,,?,,,,,XVL,,INBR,.,,,,,,,,,,,5,16,8,2002,93,0113,-0.0902,0.3617,-0.0031,
02RA00144,A8606,04,01,1,82,30,27,C,2,2,4.0,Y,107,80,111,0.623,165,165,68,0.293,2.0,2.3,62,4.8,5.4,0.0327,22.8,3.8,16.7,62,2,1,2+,2.02,130.3,A6220,04,A4653,04,,0,0.0,1.0,,4,CTL,,97,86,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,8,7,2002,,,-1.0779,-0.6549,-0.0083,
02RA00145,A8607,04,01,1,82,30,27,C,2,2,4.0,Y,107,82,111,0.652,158,158,68,0.262,2.6,3.0,58,5.2,5.8,0.0367,23.1,3.9,16.7,62,2,1,2,2.02,130.3,A6220,04,A4653,04,,0,0.0,1.0,,4,CTL,,97,94,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,8,7,2002,,,-1.0779,-0.6549,-0.0083,
02RA00146,A8617,04,01,1,81,30,01,M,2,2,3.0,Y,107,90,111,0.723,159,159,68,0.238,2.7,3.1,58,5.2,5.8,0.0365,24.8,4.5,18.2,60,2,1,1-,2.11,130.8,A6761,04,A5683,04,,0,0.0,1.0,LUPINE,6,LWW,,96,93,,?,,,,,.,,LWW,.,,,,,,,,,,,3,6,5,2002,04,0720,0.1118,0.6709,-0.0024,
02RA00147,A8633,04,01,1,83,30,42,W,2,2,4.5,Y,108,91,110,0.725,144,144,68,0.183,2.4,2.8,60,4.2,4.7,0.0326,21.9,4.1,18.5,64,2,1,2+,2.15,129.2,A6529,04,A3703,04,,0,0.0,1.0,"SM.TSTS,-SIZE",3,FW,,87,85,,?,,,,,.,,FLWT,.,,,,,,,,,,,4,9,8,2002,93,0820,-1.7867,-1.2358,-0.0128,
02RA00148,A8641,04,01,1,82,30,28,C,1,1,5.0,Y,108,87,110,0.676,153,153,68,0.228,3.1,3.6,60,6.0,6.7,0.0438,24.1,4.1,17.2,60,2,1,2+,1.7,111.0,A6198,04,A2919,04,,0,0.0,1.0,TB 1,4,CTL,,89,104,,?,,,,,XVL,,CTL,.,,,,,,,,,,,5,8,7,2002,,,0.0071,0.6906,-0.0032,
02RA00149,A8647,04,01,1,83,30,41,W,2,2,2.0,Y,108,87,110,0.72,165,165,68,0.269,2.6,3.0,58,4.0,4.5,0.0273,25.4,4.4,17.3,58,1,1,2+,2.17,151.3,A6827,04,A6338,04,,0,0.0,1.0,,1,FW,,105,81,,S5,AAA,,,,.,,FLWT,.,,,,,,,,,,,2,4,4,2002,,,-1.6762,-1.0977,-0.0137,
02RA00150,A8672,04,01,1,83,30,42,W,2,1,6.0,Y,109,97,109,0.811,165,165,68,0.234,3.3,3.8,58,5.6,6.3,0.0382,23.7,4.1,17.2,60,2,1,2+,2.23,116.8,A6529,04,A1855,04,,0,0.0,1.0,"URI,NASALprob",3,FW,,92,103,,?,,,,,.,,FLWT,.,,,,,,,,,,,6,14,9,2002,93,0820,-1.5838,-1.0633,-0.0122,
02RA00151,A8681,04,01,1,83,30,43,W,3,2,4.0,Y,109,72,109,0.573,154,154,68,0.283,2.4,2.8,62,3.4,3.8,0.0247,22.5,3.7,16.4,62,2,1,1-,2.02,105.5,A6327,04,A4598,04,,0,0.0,1.0,,4,FW,,85,77,,?,,,,,XVL,,FLWT,.,,,,,,,,,,,3,8,5,2002,,,-1.7143,-1.4105,-0.0132,
02RA00152,A8686,04,01,1,82,30,20,C,2,2,7.0,Y,110,77,108,0.618,150,150,68,0.252,2.8,3.3,60,5.2,5.9,0.0393,21.5,3.8,17.9,64,2,1,2,2.58,152.7,A6599,04,A0761,04,,0,0.0,1.0,"X,-LOOKS-SIZE",3,CTL,,107,99,,?,,,,,.,,CTL,.,,,,,,,,,,,7,20,18,2002,93,0820,-1.2423,-0.6457,-0.01,
02RA00153,A8687,04,01,1,82,30,20,C,2,2,7.0,Y,110,86,108,0.69,164,164,68,0.269,2.5,2.9,60,5.4,6.1,0.0372,21.2,3.6,17.1,64,2,1,2,2.58,152.7,A6599,04,A0761,04,,0,0.0,1.0,H3,4,CTL,,107,98,,?,,,,,XVL,,CTL,.,,,,,,,,,,,7,20,18,2002,,,-1.2423,-0.6457,-0.01,
02RA00154,A8706,04,01,1,84,30,56,N,2,1,2.0,Y,110,86,108,0.681,187,187,68,0.348,3.2,3.7,60,9.2,10.4,0.0556,25.0,4.9,19.8,58,2,1,3+,2.17,116.5,A6672,04,90830,09,,0,0.0,1.0,,1,INB,,108,135,,S2,AA,,,,.,,IDX,.,,,,,,,,,,,2,4,2,2002,,,-1.0668,-0.6357,-0.0096,
02RA00155,A8711,04,01,1,81,30,04,M,4,1,4.0,Y,111,96,109,0.8,165,165,68,0.24,2.8,3.3,60,5.4,6.1,0.037,22.7,3.5,15.6,62,1,1,2+,2.4,154.0,A6970,04,A4523,04,,0,0.0,1.0,FIX tag A8711,1,LWW,,107,99,,S2,AA,,,,.,,IDX,.,,,,,,,,,,,4,11,9,2002,,,-0.1682,0.5867,-0.0045,
02RA00156,A8715,04,01,1,83,30,42,W,2,2,4.0,Y,111,81,107,0.646,153,153,68,0.248,2.0,2.3,60,4.4,5.0,0.0327,22.1,4.5,20.2,62,2,1,3+,2.02,104.4,A6529,04,A4129,04,,0,0.0,1.0,,4,FW,,81,84,,?,,,,,XVL,,FLWT,.,,,,,,,,,,,4,8,5,2002,,,-1.7545,-1.4857,-0.0134,
02RA00157,A8721,04,01,1,81,30,02,M,2,2,5.0,Y,111,81,107,0.659,166,166,68,0.293,2.7,3.2,58,5.2,5.9,0.0355,23.5,3.6,15.4,60,2,1,1-,1.81,139.9,A6964,04,A3198,04,,0,0.0,1.0,"BUSH, Lww+",4,LWW,,105,96,,D3,,,,,XVL,,LWW,.,,,,,,,,,,,5,9,9,2002,93,0113,0.0005,0.6981,-0.0034,
02RA00158,A8724,04,01,1,81,30,01,M,3,2,7.0,Y,111,86,107,0.707,200,200,68,0.393,2.6,3.0,58,7.8,8.8,0.044,23.8,4.5,18.9,60,2,1,2,2.03,134.5,A6761,04,A1014,04,,0,0.0,1.0,,1,LWW,,115,118,,S1,A,STUD,,,32P,,IDX,.,,,,,,,,,,,7,14,13,2002,,,0.1743,1.1049,-0.0027,
02RA00159,A8728,04,01,1,82,30,26,C,2,2,5.0,Y,111,86,107,0.689,164,164,68,0.269,2.6,3.0,58,5.2,5.9,0.036,25.2,4.9,19.4,58,2,1,3+,2.03,129.1,A6759,04,A3546,04,,0,0.0,1.0,NICE,4,CTL,,97,93,,?,,,,,XVL,,CTL,.,,,,,,,,,,,5,11,9,2002,,,-0.6156,-0.059,-0.0062,
02RA00160,A8732,04,01,1,82,30,26,C,2,1,4.0,Y,111,108,107,0.896,173,173,68,0.224,2.7,3.2,62,5.4,6.1,0.0353,24.4,4.4,18.0,60,2,1,1-,1.9,115.5,A6759,04,A4282,04,,0,0.0,1.0,,4,CTL,,89,96,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,7,5,2002,,,-1.4178,-0.6059,-0.0116,
02RA00161,A8736,04,01,1,82,30,21,C,2,2,4.0,Y,111,88,107,0.713,159,159,68,0.245,2.4,2.8,60,5.2,5.9,0.0371,24.3,4.7,19.4,60,1,1,3+,2.27,130.8,A6599,04,A4481,04,,0,0.0,1.0,,4,CTL,,95,92,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,10,7,2002,,,-0.7193,-0.3328,-0.0067,
02RA00162,A8739,04,01,1,82,30,22,C,3,2,3.0,Y,111,78,107,0.647,168,168,68,0.31,2.4,2.8,60,4.0,4.5,0.0268,23.6,4.0,16.9,60,2,1,1-,2.25,152.3,A6140,04,A5103,04,,0,0.0,1.0,,4,CTL,,108,81,,?,,,,,XVL,,CTL,.,,,,,,,,,,,3,7,7,2002,,,-0.9175,-0.4839,-0.0082,
02RA00163,A8747,04,01,1,83,30,41,W,2,2,5.0,Y,111,100,107,0.809,198,198,68,0.338,3.1,3.6,58,5.8,6.6,0.0333,27.5,4.4,16.1,56,2,1,2+,1.81,121.2,A6827,04,A2885,04,,0,0.0,1.0,,1,FW,,103,101,,S2,AA,,,,.,,FLWT,.,,,,,,,,,,,4,9,8,2002,,,-1.791,-0.8224,-0.0141,
02RA00164,A8748,04,01,1,83,30,41,W,2,2,5.0,Y,111,88,107,0.697,184,184,68,0.331,2.6,3.0,60,5.4,6.1,0.0332,24.6,4.8,19.4,60,2,1,2,1.81,121.2,A6827,04,A2885,04,,0,0.0,1.0,,1,FW,,100,95,,SLI,B,,,,Pref,,FLWT,.,,,,,,,,,,,4,9,8,2002,,,-1.791,-0.8224,-0.0141,
02RA00165,A8766,04,01,1,83,30,41,W,3,2,3.0,Y,113,90,107,0.749,176,176,68,0.299,2.3,2.7,62,3.6,4.1,0.0233,21.8,3.8,17.6,64,2,1,1-,2.39,122.0,A6827,04,A5398,04,,0,0.0,1.0,,1,FW,,93,79,,S1,A,,,,.,,FLWT,.,,,,,,,,,,,3,8,4,2002,,,-1.7395,-0.9079,-0.0141,
02RA00166,A8769,04,01,1,82,30,30,C,2,1,5.0,Y,113,116,107,0.973,197,197,68,0.281,2.5,2.9,60,6.2,7.0,0.0355,21.9,3.9,17.9,64,2,1,1-,1.7,120.4,A6994,04,A3619,04,244,259,0.0,1.0,TRT.R.EYE***,2,CTL,,96,105,-,SP,B,,,,  X,,CTL,.,,,,,,,,,0,,5,8,8,2002,93,0930,-0.528,0.1243,-0.0053,
02RA00167,A8794,04,01,1,84,30,52,N,2,2,4.5,Y,114,88,106,0.699,191,191,68,0.358,2.8,3.3,60,6.2,7.1,0.0372,22.1,4.4,20.0,62,2,1,2,2.02,149.9,A6853,04,A3854,04,,0,0.0,1.0,,1,INB,,117,108,,D3,,,,,Pref,,IDX,.,,,,,,,,,,,4,8,8,2002,,,-0.3879,0.3962,-0.0047,
02RA00168,A8796,04,01,1,84,30,56,N,2,2,4.5,Y,114,85,106,0.691,163,163,68,0.271,2.8,3.3,60,6.6,7.5,0.046,24.1,4.7,19.7,60,2,1,2-,2.02,118.3,A6672,04,A3789,04,,0,0.0,1.0,"FIRM,SM.TSTS",3,INB,,96,109,,?,,,,,.,,INBR,.,,,,,,,,,,,4,8,6,2002,93,0820,0.0348,0.2001,-0.0003,
02RA00169,A8799,04,01,1,82,30,30,C,2,2,6.0,Y,114,74,106,0.613,136,136,68,0.215,2.3,2.7,62,3.6,4.1,0.0301,20.2,3.6,17.8,70,2,1,2,2.33,124.5,A6994,04,A1928,04,,0,0.0,1.0,,3,CTL,,87,82,,?,,,,,.,,CTL,.,,,,,,,,,,,6,15,11,2002,93,0820,-1.2667,-0.9473,-0.009,
02RA00170,A8800,04,01,1,84,30,55,N,2,2,5.0,Y,114,92,106,0.747,188,188,68,0.333,3.1,3.7,58,7.0,8.0,0.0426,26.4,5.1,19.3,56,2,1,2-,1.48,103.0,A6641,04,A3270,04,,0,0.0,1.0,SCUR,4,INB,,97,114,,?,,,,,XVL,,INBR,.,,,,,,,,,,,4,6,6,2002,,,0.2425,0.934,-0.002,
02RA00171,A8802,04,01,1,82,30,26,C,3,2,5.0,Y,114,77,108,0.618,174,174,68,0.339,2.6,3.1,62,6.8,7.8,0.0448,23.7,4.1,17.4,60,2,1,2+,2.14,131.6,A6759,04,A2877,04,,0,0.0,1.0,"FX.RR.LEG,ok",1,CTL,,108,111,,?,?,,,,.,,IDX,.,,,,,,,,,,,5,12,9,2002,,,-1.1708,-0.3585,-0.0098,
02RA00172,A8807,04,01,1,83,30,42,W,2,2,4.0,Y,114,78,106,0.642,163,163,68,0.295,2.5,3.0,58,4.6,5.2,0.0319,23.2,4.4,19.0,62,2,1,3+,2.02,113.9,A6529,04,A4661,04,,0,0.0,1.0,,1,FW,,92,89,,S4,AAA,,,,.,,FLWT,.,,,,,,,,,,,3,8,7,2002,,,-1.6199,-1.2832,-0.0123,
02RA00173,A8820,04,01,1,82,30,29,C,3,2,5.0,Y,115,82,105,0.676,175,175,68,0.323,2.8,3.3,60,5.6,6.4,0.0366,23.4,4.1,17.4,62,1,1,3,2.03,143.1,A6925,04,A2961,04,,0,0.0,1.0,,1,CTL,,110,101,,S3,AA,STUD,,,e12,,IDX,.,,,,,,,,,,,5,11,11,2002,,,-0.9423,-0.5732,-0.008,
02RA00174,A8829,04,01,1,82,30,20,C,2,2,4.0,Y,115,83,105,0.69,150,150,68,0.233,2.3,2.7,60,5.2,5.9,0.0393,22.1,3.1,14.1,62,2,1,2,2.02,135.6,A6599,04,A4096,04,,0,0.0,1.0,,4,CTL,,96,94,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,8,8,2002,,,-0.5618,-0.2582,-0.0051,
02RA00175,A8832,04,01,1,84,30,52,N,3,1,3.5,Y,115,96,105,0.812,182,182,68,0.299,2.3,2.7,62,6.0,6.9,0.0379,22.7,4.6,20.2,62,2,1,3,2.54,154.9,A6853,04,A4973,04,,0,0.0,1.0,,1,INB,,111,102,,S2,AA,,,,ealt,,IDX,.,,,,,,,,,,,3,9,8,2002,,,0.1097,0.7993,-0.0013,
02RA00176,A8846,04,01,1,83,30,43,W,2,2,4.0,Y,116,76,104,0.633,141,141,68,0.226,2.0,2.4,62,3.6,4.1,0.0291,22.9,3.7,16.1,62,2,1,2,1.77,111.4,A6327,04,A4478,04,,0,0.0,1.0,,4,FW,,81,76,,?,,,,,XVL,,FLWT,.,,,,,,,,,,,3,6,6,2002,,,-1.3517,-1.0332,-0.0108,
02RA00177,A8847,04,01,1,83,30,43,W,2,2,4.0,Y,116,69,104,0.581,120,120,68,0.177,2.1,2.5,60,3.4,3.9,0.0325,21.7,3.8,17.3,64,2,1,2+,1.77,111.4,A6327,04,A4478,04,,0,0.0,1.0,"X,PINK,BALD",3,FW,,77,77,,?,,,,,.,,FLWT,.,,,,,,,,,,,3,6,6,2002,93,0820,-1.3517,-1.0332,-0.0108,
02RA00178,A8860,04,01,1,84,30,55,N,3,2,4.5,Y,117,87,103,0.743,149,149,68,0.215,2.1,2.5,58,4.8,5.5,0.0369,25.1,4.4,17.4,58,2,1,2+,2.02,136.3,A6641,04,A3952,04,,0,0.0,1.0,H2,4,INB,,93,86,,?,,,,,XVL,,INBR,.,,,,,,,,,,,4,8,8,2002,,,-0.307,-0.0179,-0.0038,
02RA00179,A8865,04,01,1,84,30,54,N,3,2,4.0,Y,118,71,102,0.598,162,162,68,0.316,3.2,3.8,58,4.8,5.5,0.034,23.1,4.0,17.2,62,1,1,1-,2.02,126.7,A6911,04,A4494,04,191,259,0.0,1.0,,2,INB,,103,97,-,SP,B,,,, 78,,INBR,.,,,,,,,,,0,,4,8,7,2002,92,0919,0.0666,0.3674,-0.0015,
02RA00180,A8877,04,01,1,84,30,51,N,2,2,3.0,Y,119,73,101,0.611,155,155,68,0.285,2.7,3.2,58,5.4,6.3,0.0406,24.1,4.3,17.8,60,2,1,2-,1.97,125.9,A6998,04,A5226,04,,0,0.0,1.0,,4,INB,,99,98,,?,,,,,XVL,,INBR,.,,,,,,,,,,,3,5,5,2002,,,0.5437,0.6144,0.0032,
02RA00181,A8879,04,01,1,84,30,52,N,3,2,3.5,Y,119,71,101,0.592,160,160,68,0.309,2.1,2.5,62,5.0,5.8,0.0363,23.3,3.8,16.2,62,2,1,2,2.54,145.7,A6853,04,A4798,04,,0,0.0,1.0,,1,INB,,106,90,,S5,AAA,STUD,,,e13,,IDX,.,,,,,,,,,,,3,9,6,2002,,,-0.4483,0.1353,-0.0042,
02RA00182,A8880,04,01,1,84,30,52,N,3,2,3.5,Y,119,77,101,0.656,166,166,68,0.309,2.3,2.8,58,3.8,4.4,0.0265,22.3,3.3,14.8,62,2,1,2+,2.54,145.7,A6853,04,A4798,04,,0,0.0,1.0,H2,4,INB,,105,82,,?,,,,,XVL,,INBR,.,,,,,,,,,,,3,9,6,2002,,,-0.4483,0.1353,-0.0042,
02RA00183,I0064,00,96,1,ID,02,,I,,,0.0,M,0,0,0,0.0,220,0,68,0.0,3.1,3.1,58,11.2,11.2,,27.1,4.3,16.0,56,1,,3,0.0,0.0,,,,,,0,0.0,6.0,Krakow Ram,1,KK,KK,,,,S5,AAA,STUD,,42.0,12T,,UI,.,,,,,,,,,,,,,,2002,,,,,,
02RA00184,I0093,00,00,1,97,97,,.,,,0.0,M,0,0,0,0.0,256,241,0,0.474,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,,0,0.451,2.0,IDZ23 - 339,1,BF,,95,,,S5,AAA,STUD,,97.0,971,,SUFF,.,,,,,,,,,,,,,,2002,,,,,,
02RA00185,I0109,00,01,1,97,97,,.,,,0.0,Y,0,0,0,0.0,205,205,0,0.404,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,,0,0.0,1.0,IDZ26 - 0109,1,BF,,0,,,SP,B+,STUD,,90.0,alt,,SUFF,.,,,,,,,,,,,,,,2002,,,,,,
02RA00186,I9221,00,99,1,ID,02,,I,,,0.0,M,0,0,0,0.0,282,0,68,0.0,3.3,3.3,62,15.6,15.6,,24.4,4.0,16.4,60,1,,3,0.0,0.0,,,,,,0,0.0,3.0,Montana State,1,MSU,MSU,,,,S4,AAA,STUD,,100.0,41T,,UI,.,,,,,,,,,,,,,,2002,,,,,,
02RA00187,K0150,64,98,1,CP,05,52,H,2,2,3.0,M,96,92,119,0.68,260,170,68,0.264,3.9,3.9,54,14.8,14.8,,0.0,0.0,0.0,0,3,1,3,1.68,137.7,K8762,63,K8701,63,,0,0.32,4.0,H3,1,CLP,CC,,,,S2,AA,STUD,,93.0,.,CC1,CLPG,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00188,K0269,64,98,1,CP,05,51,H,2,2,3.0,M,99,93,118,0.683,217,170,68,0.262,4.0,4.0,56,14.0,14.0,,0.0,0.0,0.0,0,1,1,3+,1.78,138.5,K8596,63,K8157,63,,0,0.292,4.0,,1,CLP,CC,,,,S3,AA,STUD,,92.0,.,CC1,CLPG,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00189,K0299,64,98,1,CP,05,52,H,2,2,7.0,M,100,97,117,0.698,257,157,68,0.204,3.3,3.3,58,10.8,10.8,,0.0,0.0,0.0,0,4,1,4-,1.69,130.8,K8762,63,K6753,63,,0,0.26,4.0,"H4, F4-",1,CLP,CN,,,,S0,B,STUD,,,.,CN4,CLPG,.,,,,,,,,,,,6,11,11,2002,,,,,,
02RA00190,K0622,64,99,1,68,06,01-,G,1,1,4.0,M,90,109,131,0.737,241,193,68,0.293,0.0,0.0,58,11.6,11.6,,0.0,0.0,0.0,0,,1,.,1.51,88.8,J0093,00,K9860,63,,0,0.323,3.0,DUD,3,JAR,JAR,,,,D4,DUD,,ORE,,DUD,,B 32,HOMO,,,,,,,,,,,3,4,3,2002,93,0820,,,,
02RA00191,K0649,64,99,1,68,06,02-,G,2,2,4.0,M,92,105,129,0.726,284,201,68,0.334,3.5,3.5,56,15.4,15.4,,29.9,5.0,16.9,50,1,1,3+,1.64,91.8,J0131,00,K9864,63,307,259,0.395,3.0,,2,JAR,JAR,94,106,-,S2,AA,STUD,,97.0,105,,ADG,.,,,,,,,,,0,,3,5,3,2002,92,0919,,,,
02RA00192,K0694,64,99,1,CP,05,51,H,1,1,7.0,M,95,123,126,0.844,247,188,68,0.226,3.1,3.1,60,9.0,9.0,,0.0,0.0,0.0,0,2,1,3,1.71,124.0,K8762,63,S3647,10,,0,0.294,3.0,"MsgBovis,NICE",1,CLP,CN,,,,NT,B,,,,.,CN4,CLPG,.,,,,,,,,,,,7,12,9,2002,,,,,,
02RA00193,K0714,64,99,1,68,06,05-,G,3,1,7.0,M,96,115,125,0.826,274,203,68,0.307,3.6,3.6,54,15.0,15.0,,33.3,5.8,17.5,46,2,1,3+,2.05,134.8,K9464,63,K7263,63,,0,0.365,3.0,,3,ADG,US,92,102,,S2,AA,STUD,,96.0,.,,ADG,.,,,,,,,,,,,7,15,11,2002,93,0820,,,,
02RA00194,K0722,64,99,1,CP,05,51,H,2,2,4.0,M,96,92,127,0.637,218,145,68,0.186,4.3,4.3,54,12.0,12.0,,0.0,0.0,0.0,0,2,1,3,1.64,115.9,K8762,63,K9328,63,,0,0.248,3.0,,1,CLP,CN,,,,S2,AA,,,,.,CN4,CLPG,.,,,,,,,,,,,4,5,5,2002,,,,,,
02RA00195,K0771,64,99,1,CP,05,51,H,2,2,4.0,M,98,98,125,0.674,211,170,68,0.253,3.5,3.5,56,13.8,13.8,,0.0,0.0,0.0,0,2,1,3-,1.76,105.0,K8762,63,K9706,63,,0,0.26,3.0,"X,LAME,RF",3,CLP,CC,,,,D3w,DUD,STUD,,,.,CC1,CLPG,.,,,,,,,,,,,3,6,4,2002,93,0528,,,,
