UID,ETAG,YR,SEA,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SHOU,SIDE,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,SEMEN,YRREC
93RA00145,L8114,91,2,72,30,721,2,2,50,M,238,86,136,0.578,145,108,139,0.175,6.8,6.8,2.7,62,8.6,72.3,6.2,26.2,58,2,1,2,1.0,84.5,637903,0205,03,187,189,0.349,1.5,,3,,92,99,,L0205,S0,B,,,,1993
93RA00146,L8117,91,2,72,30,724,2,2,30,M,238,90,136,0.55,128,113,139,0.183,6.2,6.3,2.5,62,6.9,68.2,4.7,24.1,60,3,2,2+,1.0,68.8,447103,3038,03,163,189,0.339,1.5,LOW IDX,3,MKT,76,86,,L3038,S3,AA,,,,1993
93RA00147,L8118,91,2,72,30,724,2,2,30,M,238,85,136,0.519,131,116,139,0.246,5.8,6.1,2.3,60,7.1,71.1,5.0,22.2,62,2,1,2+,1.0,68.8,447103,3038,03,176,189,0.344,1.5,LOW IDX,3,MKT,76,88,,L3038,D3,DUD,,,,1993
93RA00148,L8131,91,2,72,30,724,2,2,40,M,239,82,135,0.51,140,109,139,0.214,6.0,6.0,2.4,56,7.2,72.2,5.2,24.1,60,2,1,2+,1.4,85.2,447103,1355,03,190,189,0.355,1.5,,3,,88,89,,L1355,D3,DUD,,,,1993
93RA00149,L8150,91,2,72,30,724,2,2,50,M,241,81,133,0.524,148,111,139,0.238,5.3,6.2,2.3,64,8.2,67.1,5.5,22.9,62,1,1,2+,1.33,99.8,447103,9897,02,172,189,0.371,1.5,,3,,98,92,,Y9897,S3,AA,,,,1993
93RA00150,L8151,91,2,72,30,724,2,2,50,M,241,84,133,0.555,139,121,139,0.294,7.1,7.5,2.9,58,11.0,59.6,6.6,26.8,56,2,1,2-,1.33,99.8,447103,9897,02,149,189,0.376,1.5,SCURS+SOFTTST,4,MKT,104,104,,Y9897,S0,B,,,,1993
93RA00151,L8165,91,2,72,30,721,2,2,30,M,241,93,133,0.541,151,119,139,0.206,7.9,7.8,3.1,58,10.7,64.0,6.8,24.7,60,2,1,3,1.25,105.0,637903,3064,03,194,189,0.339,1.5,BRITCHY,3,,108,109,,L3064,D3,DUD,,,,1993
93RA00152,L8167,91,2,72,30,723,2,2,70,M,242,76,132,0.466,160,124,139,0.381,6.2,6.5,2.5,60,8.7,68.6,6.0,26.6,56,1,1,3+,1.67,141.2,446003,7577,02,207,189,0.484,1.5,,2,,129,95,,Y7577,D3,DUD,,JAF,,1993
93RA00153,L8176,91,2,72,30,724,2,2,30,M,242,91,132,0.584,153,119,139,0.222,7.3,7.2,2.9,62,9.8,70.5,6.9,23.7,60,2,3,2-,1.25,77.0,447103,3049,03,196,189,0.349,1.5,,3,,90,109,,L3049,S4,AAA,,,,1993
93RA00154,L8186,91,2,72,30,724,2,2,60,M,242,78,132,0.511,127,112,139,0.27,7.4,7.3,2.9,58,7.2,68.2,4.9,25.5,58,2,1,2+,1.33,103.0,447103,8499,02,168,189,0.392,1.5,,3,,101,91,,Y8499,S2,AA,,,,1993
93RA00155,L8191,91,2,72,30,721,2,2,30,M,242,89,132,0.565,134,108,139,0.151,6.2,6.8,2.6,58,8.1,69.6,5.6,23.5,60,1,1,2,1.0,83.0,637903,3168,03,161,189,0.306,1.5,,3,,87,95,,L3168,D3,DUD,,,,1993
93RA00156,L8192,91,2,72,30,721,2,2,30,M,242,99,132,0.641,137,114,139,0.119,6.5,7.1,2.7,58,9.1,67.5,6.1,20.1,70,2,1,2,1.0,83.0,637903,3168,03,176,189,0.269,1.5,,3,,88,104,,L3168,S1,A,,,,1993
93RA00157,L8200,91,2,72,30,721,2,2,30,M,243,88,131,0.566,135,113,139,0.198,6.2,6.0,2.4,62,8.3,60.2,5.0,24.7,60,2,1,2,1.25,96.5,637903,2605,03,177,189,0.323,1.5,,3,,94,87,,L2605,D3,DUD,,,,1993
93RA00158,L8208,91,2,73,30,  .,2,2,30,M,243,83,131,0.545,139,113,139,0.238,7.1,7.0,2.8,54,11.2,70.8,7.9,27.9,54,2,1,2,1.0,75.3,455103,3306,03,188,189,0.36,1.5,,3,,92,112,,L3306,S1,A,,,,1993
93RA00159,L8210,91,2,73,30,  .,2,2,40,M,243,97,131,0.641,136,129,139,0.254,7.0,7.2,2.8,56,11.5,73.1,8.4,28.6,54,1,1,3-,1.4,92.8,455103,1784,03,179,189,0.403,1.5,BRITCHY,3,,106,116,,L1784,D3,DUD,,,,1993
93RA00160,L8217,91,2,73,30,  .,2,2,30,M,243,88,131,0.577,150,129,139,0.325,9.2,9.2,3.6,56,8.4,84.5,7.1,25.7,58,1,3,2+,1.5,123.3,304303,2798,03,221,189,0.489,1.5,JUMPER,2,,126,116,,L2798,S2,AA,,113,,1993
93RA00161,L8219,91,2,73,30,  .,2,2,40,M,243,90,131,0.606,148,125,139,0.278,8.2,8.2,3.2,58,10.5,67.3,7.1,26.6,56,2,3,2+,1.6,126.0,304303,1646,03,198,189,0.392,1.5,,2,,123,111,,L1646,S0,B,,112,,1993
93RA00162,L8261,91,2,73,30,  .,2,2,70,M,246,77,128,0.537,145,104,139,0.214,6.3,6.6,2.5,56,9.6,63.1,6.1,26.7,56,1,1,2-,1.83,148.2,442303,7463,02,186,189,0.398,1.5,,2,,132,95,,Y7463,S0,B,,125,,1993
93RA00163,L8262,91,2,73,30,  .,2,2,70,M,246,93,128,0.658,154,121,139,0.222,7.0,7.0,2.8,58,9.0,56.0,5.0,27.1,56,1,1,2,1.83,148.2,442303,7463,02,196,189,0.36,1.5,,2,,128,90,,Y7463,S1,A,,124,,1993
93RA00164,L8268,91,2,72,30,723,2,2,30,M,246,85,128,0.571,201,134,139,0.389,5.9,6.4,2.4,58,12.1,61.1,7.4,27.7,56,2,1,2,1.25,102.3,446003,3108,03,232,189,0.452,1.5,,2,,108,104,,L3108,S2,AA,,116,,1993
93RA00165,L8279,91,2,73,30,  .,2,2,40,M,247,78,127,0.507,149,117,139,0.31,7.9,8.1,3.1,56,9.6,76.5,7.3,26.3,58,2,1,2,1.2,81.2,304303,1196,03,200,189,0.446,1.5,,2,,97,112,,L1196,D3,DUD,,MKT,,1993
93RA00166,L8280,91,2,73,30,  .,2,2,40,M,247,90,127,0.611,170,129,139,0.31,10.2,10.0,4.0,54,12.3,72.9,9.0,30.0,50,2,2,2,1.2,81.2,304303,1196,03,218,189,0.478,1.5,WOOL,3,,107,133,,L1196,S1,A,,,,1993
93RA00167,L8288,91,2,72,30,724,,,0,M,0,0,0,0.0,150,0,139,0.0,0.0,0.0,0.0,64,7.7,0.0,0.0,0.0,0,,,,0.0,0.0,,,,174,189,0.0,1.5,VASEC.RAM,3,VAS,0,0,,,S4,AAA,,,,1993
93RA00168,L8335,91,2,73,30,  .,2,1,70,M,263,101,111,0.747,166,130,139,0.23,10.0,10.0,3.9,54,12.4,70.8,8.8,27.5,56,2,1,2,1.5,93.8,442303,7745,02,215,189,0.414,1.5,,2,,112,132,,Y7745,D3,DUD,,MKT,,1993
93RA00169,L8430,92,1,81,30,p11,2,1,10,Y,94,88,123,0.669,135,135,137,0.165,6.1,6.4,2.5,58,7.3,66.7,4.9,22.5,62,,1,2,2.1,106.2,534503,6556,03,172,189,0.249,1.0,,1,CTL,95,110,,L6556,S5,AAA,99.9,20,S,1993
93RA00170,L8435,92,1,80,30,p02,2,1,10,Y,95,87,122,0.676,129,129,137,0.147,5.2,5.4,2.1,64,4.6,70.4,3.2,21.2,64,,1,2,2.1,106.0,491003,7356,03,170,189,0.246,1.0,LOW IDX,3,MKT,85,86,,L7356,,,,,,1993
93RA00171,L8444,92,1,81,30,p11,2,2,10,Y,96,69,121,0.606,142,142,137,0.256,5.9,6.4,2.4,62,7.5,65.2,4.9,21.9,64,,1,2,2.1,117.6,534503,6809,03,179,189,0.326,1.0,,2,,104,109,,L6809,D3,DUD,,JAF,,1993
93RA00172,L8473,92,1,82,30,P24,2,2,30,Y,99,78,122,0.535,108,108,137,0.107,6.0,6.2,2.4,58,5.6,72.3,4.0,23.1,62,,2,2+,2.4,135.8,518203,4071,03,152,189,0.222,1.0,"4TEATS,DUD'93",1,CTL,104,97,,L4071,MO,MOR,0.0,21,S,1993
93RA00173,L8491,92,1,81,30,p12,2,2,10,Y,100,76,119,0.654,116,116,137,0.141,6.1,6.1,2.4,62,5.4,67.9,3.7,21.5,64,,1,2,2.1,115.6,562203,6748,03,157,189,0.242,1.0,,2,,93,95,,L6748,S2,AA,, 93,,1993
93RA00174,L8500,92,1,82,30,P26,2,2,30,Y,100,85,119,0.597,140,140,137,0.194,5.6,5.7,2.2,58,6.6,59.7,3.9,22.2,62,,2,3,2.12,134.1,554903,4364,03,150,189,0.194,1.0,,1,CTL,101,94,,L4364,S3,AA,82.0,22,E,1993
93RA00175,L8513,92,1,82,30,p23,2,2,10,Y,100,73,119,0.623,112,112,137,0.138,6.3,6.3,2.5,64,5.8,63.5,3.7,22.2,62,,1,2-,2.1,117.8,476003,7712,03,152,189,0.236,1.0,X BLIND EYE,4,,95,96,,L7712,,,,,,1993
93RA00176,L8528,92,1,82,30,P27,2,2,50,Y,101,80,118,0.558,106,106,137,0.092,6.0,6.2,2.4,62,5.7,62.0,3.5,23.2,62,3,1,2,2.06,121.3,544103,0517,03,141,189,0.182,1.0,X SCUR4,3,CTL,93,91,,L0517,D3,DUD,,,,1993
93RA00177,L8529,92,1,82,30,P27,2,2,50,Y,101,85,118,0.609,150,150,137,0.23,7.2,7.5,2.9,58,6.8,0.0,0.0,0.0,0,,1,2+,2.06,121.3,544103,0517,03,184,189,0.296,1.0,MSG.DATA,2,,0,0,,L0517,D3,DUD,,JAF,,1993
93RA00178,L8551,92,1,81,30,P14,3,1,30,Y,102,92,117,0.616,124,124,137,0.113,6.1,6.5,2.5,58,6.8,66.1,4.5,23.0,62,,1,2+,2.26,111.9,534703,3820,03,162,189,0.209,1.0,,1,CTL,95,105,,L3820,S3,AA,99.9,23,S,1993
93RA00179,L8584,92,1,80,30,P01,2,2,20,Y,102,77,122,0.567,113,113,137,0.129,6.2,6.8,2.6,60,5.9,73.1,4.3,20.6,64,,1,2-,1.98,120.0,491703,5700,03,151,189,0.224,1.0,SMALL TESTES,4,MKT,99,106,,L5700,,,,,,1993
93RA00180,L8585,92,1,80,30,P01,2,2,20,Y,102,90,122,0.674,129,129,137,0.14,5.3,5.8,2.2,58,6.0,69.2,4.2,22.5,62,,1,2,1.98,120.0,491703,5700,03,171,189,0.245,1.0,BLOOD inSEMEN,1,JIM,97,98,,L5700,S2,AA,,,S,1993
93RA00181,L8590,92,1,82,30,P27,4,2,60,Y,102,74,115,0.653,126,126,137,0.182,6.8,6.6,2.6,60,5.9,60.2,3.6,23.1,62,,1,2+,2.85,115.8,544103,9143,02,153,189,0.234,1.0,BRITCHY,3,,94,95,,Y9143,D3,DUD,,,,1993
93RA00182,L8595,92,1,81,30,P12,3,2,40,Y,102,102,115,0.814,131,131,137,0.102,5.5,5.5,2.2,62,6.0,69.9,4.2,22.5,62,,1,2,2.25,127.1,565103,2269,03,185,189,0.246,1.0,,1,CTL,101,98,,L2269,S1,A,99.9,24,E,1993
93RA00183,L8624,92,1,82,30,P27,2,2,30,Y,103,78,114,0.607,129,129,137,0.179,6.3,6.0,2.4,58,5.7,72.3,4.1,21.4,64,,1,2,2.4,123.6,544103,3573,03,166,189,0.261,1.0,,1,JIM,100,100,,L3573,S3,AA,93.0,R.4,E,1993
93RA00184,L8625,92,1,82,30,P27,2,2,30,Y,103,84,114,0.656,137,137,137,0.186,6.7,6.6,2.6,60,5.0,74.4,3.7,21.8,64,,1,2+,2.4,123.6,544103,3573,03,176,189,0.273,1.0,,1,CTL,99,97,,L3573,SP,B,99.9,25,E,1993
93RA00185,L8626,92,1,82,30,P28,2,2,20,Y,103,79,114,0.632,114,114,137,0.123,6.2,6.2,2.4,62,7.3,57.2,4.2,22.4,62,,1,3+,2.15,134.7,579903,5299,03,162,189,0.246,1.0,,2,,105,100,,L5299,S4,AAA,,100,,1993
93RA00186,L8638,92,1,80,30,p01,2,2,10,Y,103,75,114,0.681,102,102,137,0.095,7.2,7.5,2.9,56,6.8,66.7,4.5,22.4,62,,1,2,2.1,113.2,477503,7076,03,154,189,0.234,1.0,4TEATS,1,CTL,98,110,,L7076,S3,AA,99.9,26,E,1993
93RA00187,L8644,92,1,81,30,P12,3,2,40,Y,103,83,114,0.668,142,142,137,0.207,6.3,6.5,2.5,56,7.1,69.9,5.0,22.9,62,,1,2+,2.25,115.7,565103,2407,03,186,189,0.306,1.0,CURLY,2,,103,111,,L2407,MO,MOR,,JAF,,1993
93RA00188,L8653,92,1,80,30,P02,2,1,20,Y,104,100,113,0.759,155,155,137,0.193,6.1,5.5,2.3,60,8.0,60.8,4.9,24.8,60,,1,2,2.15,106.1,551003,5724,03,192,189,0.273,1.0,PINK,3,,95,106,,L5724,D3,DUD,,,,1993
93RA00189,L8662,92,1,82,30,P23,2,2,30,Y,104,81,113,0.621,128,128,137,0.165,6.4,6.6,2.6,58,4.8,75.7,3.6,19.5,70,,1,2-,1.98,119.6,503603,3852,03,172,189,0.27,1.0,,1,JIM,97,98,,L3852,S3,AA,,,S,1993
93RA00190,L8673,92,1,82,30,P24,3,2,50,Y,104,88,113,0.673,135,135,137,0.165,5.0,5.0,2.0,58,6.1,58.9,3.6,21.9,64,,1,1-,2.39,132.9,518203,0789,03,177,189,0.264,1.0,,3,,101,89,,L0789,MO,MOR,,,,1993
93RA00191,L8711,92,1,82,30,P22,2,2,20,Y,105,75,114,0.574,120,120,137,0.159,5.8,6.3,2.4,58,5.9,68.5,4.0,20.4,70,,1,2-,2.15,137.3,498103,5565,03,162,189,0.26,1.0,,1,M,106,100,,L5565,S1,A,,alt,E,1993
93RA00192,L8712,92,1,82,30,P22,2,2,20,Y,105,81,114,0.618,124,124,137,0.152,5.8,5.9,2.3,62,6.0,67.0,4.0,20.7,64,,1,2+,2.15,137.3,498103,5565,03,174,189,0.278,1.0,,1,JIM,106,98,,L5565,S2,AA,,,S,1993
93RA00193,L8721,92,1,80,30,P03,3,2,40,Y,106,69,111,0.553,103,103,137,0.119,5.9,6.0,2.3,64,5.5,59.5,3.3,23.2,62,,1,2-,2.25,136.6,532003,2088,03,146,189,0.228,1.0,,3,,101,87,,L2088,D3,DUD,,,,1993
93RA00194,L8722,92,1,80,30,P03,3,2,40,Y,106,76,111,0.61,114,114,137,0.133,6.6,6.5,2.6,58,6.5,66.0,4.3,24.9,60,,1,3+,2.25,136.6,532003,2088,03,153,189,0.228,1.0,"PINKEYE,TRT'D",1,M,107,102,,L2088,SP,B,99.9,04,E,1993
93RA00195,L8765,92,1,82,30,P28,2,2,20,Y,106,79,113,0.622,115,115,137,0.127,6.0,6.1,2.4,60,5.4,64.4,3.5,24.0,60,,1,2-,2.15,122.3,579903,5467,03,154,189,0.224,1.0,,1,CTL,95,90,,L5467,D3,DUD,,,E,1993
93RA00196,L8767,92,1,82,30,P23,2,2,30,Y,106,79,113,0.574,119,119,137,0.141,5.5,6.0,2.3,62,4.7,72.4,3.4,20.0,70,,1,2+,1.98,118.5,503603,4018,03,155,189,0.227,1.0,AB.L.ABDOMEN,4,MKT,92,92,,L4018,,,,,,1993
93RA00197,L8773,92,1,80,30,P01,2,2,30,Y,106,75,113,0.545,137,137,137,0.219,6.4,6.4,2.5,58,7.4,70.0,5.2,21.8,64,,1,2,2.12,132.6,491703,4351,03,182,189,0.319,1.0,,1,M,112,114,,L4351,S3,AA,,alt,S,1993
93RA00198,L8774,92,1,80,30,P01,2,2,30,Y,106,78,113,0.57,146,146,137,0.24,7.8,7.2,3.0,56,7.5,74.4,5.6,20.9,64,,1,1-,2.12,132.6,491703,4351,03,174,189,0.287,1.0,,1,M,115,126,,L4351,S2,AA,90.0,01,E,1993
93RA00199,L8788,92,1,80,30,P03,2,2,40,Y,107,79,112,0.579,107,107,137,0.099,6.4,6.4,2.5,60,5.6,64.8,3.6,22.4,62,,1,2,2.0,122.2,532003,2129,03,151,189,0.215,1.0,,1,CTL,96,94,,L2129,S4,AAA,55.0,R.5,E,1993
93RA00200,L8822,92,1,82,30,P23,4,1,45,Y,107,99,112,0.699,150,150,137,0.18,6.2,6.3,2.5,64,4.8,72.7,3.5,19.2,70,,1,2+,2.17,110.2,503603,1300,03,175,189,0.227,1.0,SMALL TESTES,4,MKT,90,96,,L1300,,,,,,1993
93RA00201,L8842,92,1,82,30,P24,2,1,40,Y,108,92,111,0.629,126,126,137,0.12,5.0,5.0,2.0,60,6.6,67.2,4.4,24.6,60,,1,2,2.0,102.0,518203,2077,03,168,189,0.227,1.0,SMALL TESTES,4,MKT,88,96,,L2077,,,,,,1993
93RA00202,L8849,92,1,80,30,P04,3,2,40,Y,108,74,116,0.543,141,141,137,0.241,6.1,6.1,2.4,58,6.6,64.2,4.2,22.4,62,,1,1-,2.5,127.0,532303,2379,03,170,189,0.291,1.0,,2,,103,100,,L2379,S3,AA,, 92,,1993
93RA00203,L8881,92,1,81,30,P14,2,2,30,Y,109,84,110,0.73,141,141,137,0.201,6.1,6.1,2.4,62,6.0,66.3,4.0,23.4,62,,1,2,2.12,121.7,534703,3544,03,159,189,0.224,1.0,,1,CTL,97,97,,L3544,S0,B,99.9,21a,E,1993
93RA00204,L8903,92,1,82,30,P23,1,2,40,Y,109,82,108,0.665,125,125,137,0.151,5.0,5.5,2.1,64,5.9,52.0,3.1,22.0,64,,3,2,2.25,129.6,503603,2056,03,162,189,0.237,1.0,,1,CTL,96,84,,L2056,S4,AAA,99.9,27,S,1993
93RA00205,L8913,92,1,80,30,P01,2,2,70,Y,110,76,107,0.635,113,113,137,0.13,6.0,5.8,2.3,64,5.1,72.9,3.7,19.5,70,,3,2,2.19,122.9,491703,8261,02,154,189,0.231,1.0,,1,CTL,96,96,,Y8261,S4,AAA,99.9,28,E,1993
93RA00206,L8945,92,1,81,30,P12,3,2,30,Y,110,64,107,0.481,121,121,137,0.2,6.6,6.8,2.6,64,4.9,65.0,3.2,17.7,80,,1,2+,2.55,135.4,565103,4286,03,161,189,0.288,1.0,,2,,103,96,,L4286,S2,AA,, 91,,1993
93RA00207,L8958,92,1,80,30,P03,3,2,40,Y,110,72,107,0.565,137,137,137,0.228,6.5,7.2,2.7,62,7.6,63.6,4.8,20.1,70,,2,3,2.25,121.7,532003,1903,03,181,189,0.323,1.0,0 LIVE SPERM,3,M,106,114,,L1903,,,,,U,1993
93RA00208,L8959,92,1,80,30,P03,3,2,40,Y,110,75,107,0.704,144,144,137,0.242,5.2,5.2,2.0,64,5.9,65.0,3.8,18.2,80,,2,2-,2.25,121.7,532003,1903,03,183,189,0.32,1.0,,1,JIM,98,95,,L1903,S3,AA,,,E,1993
93RA00209,L8982,92,1,82,30,P25,2,2,40,Y,111,79,108,0.598,147,147,137,0.24,6.2,6.4,2.5,56,6.7,67.0,4.5,21.6,64,,1,2,2.0,118.3,521403,2355,03,172,189,0.278,1.0,,1,CTL,100,106,,L2355,S5,AAA,99.9,29,E,1993
93RA00210,L8995,92,1,80,30,P03,3,2,40,Y,111,72,106,0.598,118,118,137,0.161,6.2,6.3,2.5,62,5.7,59.6,3.4,20.4,70,,1,3+,2.25,128.4,532003,2335,03,166,189,0.279,1.0,,1,CTL,100,94,,L2335,S2,AA,99.9,30,S,1993
93RA00211,L9026,92,1,81,30,P12,2,2,30,Y,111,75,106,0.609,114,114,137,0.137,7.1,7.1,2.8,60,7.1,72.5,5.1,22.4,62,,1,3+,2.12,129.4,565103,3486,03,151,189,0.226,1.0,,1,JIM,108,116,,L3486,S1,A,,,E,1993
93RA00212,L9055,92,1,80,30,P03,3,2,20,Y,112,80,105,0.727,126,126,137,0.161,5.2,5.2,2.0,56,5.7,68.1,3.9,19.0,80,,1,2,2.15,116.5,532003,5541,03,163,189,0.246,1.0,,3,,93,95,,L5541,D3,DUD,,,,1993
93RA00213,L9096,92,1,80,30,P04,2,2,50,Y,113,74,106,0.551,134,134,137,0.212,6.5,6.5,2.6,58,6.1,67.2,4.1,22.8,62,,1,2+,1.95,120.1,532303,0967,03,168,189,0.281,1.0,30 MOTILITY,1,CTL,100,101,,L0967,S4,AAA,,,Q,1993
93RA00214,L9097,92,1,80,30,P04,2,2,50,Y,113,80,111,0.602,144,144,137,0.23,6.2,6.0,2.4,62,5.9,65.4,3.9,20.6,64,,1,2,1.95,120.1,532303,0967,03,184,189,0.315,1.0,,1,CTL,99,98,,L0967,S3,AA,89.0,31,E,1993
93RA00215,L9168,92,1,81,30,P12,3,2,50,Y,114,76,105,0.597,107,107,137,0.11,5.6,6.1,2.3,64,6.1,64.8,4.0,20.6,64,,1,2+,2.17,118.8,565103,1006,03,151,189,0.224,1.0,,1,CTL,95,98,,L1006,S1,A,,,S,1993
93RA00216,L9199,92,1,82,30,P27,2,2,30,Y,114,85,110,0.656,144,144,137,0.212,5.2,5.8,2.2,56,6.1,66.6,4.1,24.3,60,,1,2,1.98,128.5,544103,3909,03,190,189,0.318,1.0,BRITCHY,3,,104,95,,L3909,,,,,,1993
93RA00217,L9207,92,1,80,30,P03,3,2,60,Y,114,95,105,0.735,135,135,137,0.141,5.2,5.5,2.1,60,6.2,61.9,3.8,22.7,62,,1,2,2.35,142.9,532003,9678,02,176,189,0.242,1.0,,2,,106,91,,Y9678,D3,DUD,,JAF,,1993
