UID,ETAG,YR,SEA,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SHOU,SIDE,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,SEMEN,YRREC
93RA00445,T3029,92,1,42,02,882,1,1,30,Y,107,87,112,0.503,117,117,137,0.106,6.6,6.5,2.6,62,8.6,59.0,5.1,21.2,64,,1,3,1.4,85.4,095244,0360,44,153,189,0.197,1.0,,1,CTL,88,103,,T0360,S2,AA,,,S,1993
93RA00446,T3030,92,1,48,02,T-4,1,1,30,Y,107,112,112,0.717,163,163,137,0.18,5.5,5.5,2.2,60,10.5,57.7,6.1,20.2,70,,1,3-,1.54,106.0,8083,0751,44,210,189,0.293,1.0,,2,,106,109,,T0751,S2,AA,,162,,1993
93RA00447,T3049,92,1,48,02,T10,2,2,30,Y,108,87,111,0.654,131,131,137,0.155,6.2,6.2,2.4,62,8.9,63.4,5.6,18.6,80,,1,3,1.69,101.0,146344,0738,44,186,189,0.296,1.0,,1,JIM,102,108,,T0738,S2,AA,,,E,1993
93RA00448,T3053,92,1,42,02,802,3,2,50,Y,108,75,111,0.545,115,115,137,0.141,6.2,6.7,2.5,64,6.2,65.4,4.1,19.3,70,,1,3+,1.63,102.9,107344,8923,43,156,189,0.242,1.0,EMBRYO STUDY,1,CTL,95,93,,T8923,S5,AAA,82.0,81a,E,1993
93RA00449,T3077,92,1,42,02,822,1,1,20,Y,109,78,115,0.452,126,126,137,0.173,6.2,6.6,2.5,60,7.3,59.9,4.4,21.4,64,,1,4+,1.51,78.0,100544,1412,44,158,189,0.242,1.0,4TEATS,1,CTL,82,94,,T1412,SP,B,99.9,89,E,1993
93RA00450,T3081,92,1,41,02,412,2,2,20,Y,109,76,108,0.66,131,131,137,0.193,5.9,6.4,2.4,64,6.7,69.0,4.6,18.5,80,,1,2,1.68,105.5,097944,1436,44,168,189,0.273,1.0,,2,,100,98,,T1436,S2,AA,,174,,1993
93RA00451,T3083,92,1,42,02,852,2,2,40,Y,109,81,110,0.611,126,126,137,0.159,5.2,5.5,2.1,64,6.2,67.3,4.2,20.3,70,,1,3-,1.62,86.0,046744,9904,43,171,189,0.269,1.0,,1,CTL,85,89,,T9904,S4,AAA,99.9,90,E,1993
93RA00452,T3100,92,1,48,02,T-5,2,2,60,Y,109,88,110,0.697,135,135,137,0.166,5.3,5.4,2.1,62,7.1,61.9,4.4,21.5,64,,1,3,1.71,108.4,8068,8513,43,182,189,0.281,1.0,,1,JIM,100,89,,T8513,SP,B,,,S,1993
93RA00453,T3101,92,1,48,02,T-5,2,2,60,Y,109,82,110,0.636,149,149,137,0.237,4.5,5.1,1.9,60,8.1,57.4,4.6,20.1,70,,1,3-,1.71,108.4,8068,8513,43,200,189,0.352,1.0,4TEATS,2,,102,90,,T8513,S0,B,,163,,1993
93RA00454,T3114,92,1,42,02,872,2,2,50,Y,109,72,110,0.521,112,112,137,0.141,6.0,6.1,2.4,62,6.4,65.9,4.2,19.3,70,,1,3,1.52,84.4,105744,9323,43,151,189,0.236,1.0,,1,CTL,84,93,,T9323,S3,AA,,,S,1993
93RA00455,T3116,92,1,41,02,411,2,2,40,Y,109,82,108,0.604,149,149,137,0.235,7.0,6.8,2.7,62,8.4,63.9,5.4,20.4,70,,1,2,1.87,141.0,137344,9408,43,193,189,0.329,1.0,EMBRYO STUDY,1,M,127,108,,T9408,S1,A,94.0,412,S,1993
93RA00456,T3117,92,1,41,02,411,2,2,40,Y,109,81,108,0.664,134,134,137,0.186,6.3,6.6,2.5,60,7.6,63.3,4.8,20.6,64,,1,2,1.87,141.0,137344,9408,43,169,189,0.261,1.0,,1,M,121,99,,T9408,S1,A,,alt,S,1993
93RA00457,T3121,92,1,48,02,T-4,2,1,50,Y,109,91,108,0.63,132,132,137,0.144,5.5,5.8,2.2,62,9.6,55.1,5.3,20.6,64,,1,3-,1.63,101.7,8083,8685,43,176,189,0.252,1.0,,1,JIM,99,101,,T8685,S4,AAA,53.0,R.1,S,1993
93RA00458,T3128,92,1,48,02,T-2,2,2,20,Y,109,74,108,0.638,122,122,137,0.168,6.0,5.9,2.3,60,7.5,58.9,4.4,19.1,80,,1,2-,1.68,107.1,073944,1558,44,179,189,0.312,1.0,wbc 20-20-20-,1,JIM,101,94,,T1558,S4,AAA,,,Q,1993
93RA00459,T3165,92,1,48,02,T-6,2,1,70,Y,110,99,113,0.717,134,134,137,0.125,5.9,6.2,2.4,64,7.9,63.4,5.0,19.0,80,,1,2-,1.42,90.1,113544,7582,43,180,189,0.245,1.0,,2,,91,102,,T7582,S2,AA,,173,,1993
93RA00460,T3167,92,1,48,02,T-7,2,2,30,Y,110,94,114,0.73,123,123,137,0.104,5.2,5.4,2.1,64,7.6,54.7,4.2,22.5,62,,1,2-,1.54,94.9,127044,0580,44,167,189,0.221,1.0,,2,,89,87,,T0580,D3,DUD,,173,,1993
93RA00461,T3191,92,1,48,02,T-7,2,2,15,Y,111,88,108,0.739,132,132,137,0.155,6.3,6.6,2.5,60,7.5,67.9,5.1,21.5,64,,1,2+,1.51,95.8,127044,1716,44,173,189,0.254,1.0,,2,,96,101,,T1716,S3,AA,,173,,1993
93RA00462,T3218,92,1,48,02,T-3,2,1,30,Y,111,87,106,0.633,159,159,137,0.253,4.5,4.5,1.8,62,7.7,50.6,3.9,20.4,70,,1,3,1.69,107.7,0001,0683,44,206,189,0.353,1.0,,2,,99,82,,T0683,S3,AA,,164,,1993
93RA00463,T3241,92,1,48,02,T-7,1,1,70,Y,112,89,105,0.582,165,165,137,0.267,6.2,6.3,2.5,62,9.3,62.1,5.8,21.2,64,,1,2,1.42,108.3,127044,7062,43,204,189,0.341,1.0,,2,,109,109,,T7062,S1,A,,168,,1993
93RA00464,T3288,92,1,48,02,T-3,2,2,40,Y,113,81,106,0.619,137,137,137,0.198,6.8,7.0,2.7,64,7.7,67.8,5.2,19.3,70,,1,3+,1.62,106.6,0001,9907,43,182,189,0.301,1.0,,2,,105,107,,T9907,S4,AAA,,171,,1993
93RA00465,T3291,92,1,42,02,882,2,2,50,Y,113,75,106,0.585,119,119,137,0.155,6.0,5.5,2.3,64,5.9,68.1,4.0,20.8,64,,1,3-,1.63,98.3,095244,8929,43,166,189,0.272,1.0,,1,CTL,93,88,,T8929,S1,A,99.9,91,E,1993
93RA00466,T3304,92,1,42,02,862,1,1,20,Y,113,68,106,0.389,108,108,137,0.141,5.5,5.5,2.2,64,5.8,61.4,3.6,19.6,70,,1,3+,1.51,76.2,105844,1048,44,141,189,0.218,1.0,LOW IDX,3,MKT,76,84,,T1048,,,,,,1993
93RA00467,T3306,92,1,48,02,T-9,3,1,30,Y,114,91,105,0.639,141,141,137,0.177,6.2,6.3,2.5,58,8.2,62.7,5.1,20.3,70,,1,3,2.11,107.5,149544,0509,44,193,189,0.304,1.0,,1,LIS,104,102,,T0509,S1,A,,,S,1993
93RA00468,T3312,92,1,48,02,T-8,3,2,40,Y,114,78,105,0.596,118,118,137,0.141,6.6,6.6,2.6,58,8.6,66.5,5.7,21.7,64,,1,2,1.75,110.5,133144,9996,43,152,189,0.221,1.0,CHK.LOOKS,2,,106,108,,T9996,S3,AA,,166,,1993
93RA00469,T3338,92,1,48,02,T-4,2,2,70,Y,114,78,103,0.642,147,147,137,0.242,5.1,5.0,2.0,64,7.7,60.3,4.6,19.6,70,,1,3,1.87,134.2,8083,6941,43,193,189,0.341,1.0,,2,,117,92,,T6941,S4,AAA,,161,,1993
93RA00470,T3341,92,1,48,02,T-5,3,2,30,Y,114,80,105,0.647,129,129,137,0.173,5.0,5.1,2.0,62,6.4,60.0,3.8,19.9,70,,1,2-,2.11,106.8,8068,0805,44,181,189,0.301,1.0,X L.TAIL EPI,4,MKT,97,84,,T0805,,,,,,1993
93RA00471,T3360,92,1,48,02,T-4,2,2,30,Y,115,80,104,0.643,116,116,137,0.127,5.9,5.7,2.3,62,7.0,59.7,4.2,18.8,80,,2,3-,1.69,114.5,8083,0685,44,169,189,0.266,1.0,,2,,103,93,,T0685,S5,AAA,,165,,1993
93RA00472,T3364,92,1,48,02,T-1,2,2,20,Y,115,69,104,0.565,118,118,137,0.173,5.6,5.9,2.3,60,7.3,63.3,4.6,20.3,70,,1,2-,1.68,116.8,036644,1594,44,174,189,0.313,1.0,X FROM SALE,X,,107,95,,T1594,,,,,,1993
93RA00473,T3366,92,1,41,02,414,1,1,40,Y,115,98,104,0.612,170,170,137,0.254,6.9,6.8,2.7,58,9.3,32.1,3.0,24.2,60,,1,3+,1.62,101.0,120344,9567,43,207,189,0.325,1.0,,2,,94,81,,T9567,D3,DUD,,JAF,,1993
93RA00474,T3402,92,1,41,02,414,3,2,50,Y,116,82,103,0.64,136,136,137,0.191,6.3,6.2,2.5,60,9.6,59.3,5.7,21.7,64,,1,3,1.96,112.4,120344,9031,43,184,189,0.304,1.0,,2,,110,107,,T9031,S1,A,,169,,1993
93RA00475,T3487,92,1,48,02,T-4,2,2,60,Y,117,73,102,0.579,126,126,137,0.187,5.1,5.1,2.0,58,8.5,57.4,4.9,24.7,60,,1,3,1.71,113.2,8083,8107,43,177,189,0.31,1.0,,1,JIM,105,91,,T8107,SP,B,,,S,1993
93RA00476,T3501,92,1,48,02,T-3,1,1,70,Y,118,103,101,0.682,143,143,137,0.141,5.5,5.4,2.1,62,8.3,56.6,4.7,20.1,70,,1,2-,1.15,88.8,0001,7444,43,194,189,0.272,1.0,,1,LIS,89,94,,T7444,D3,DUD,,,S,1993
93RA00477,T3572,92,1,48,02,T10,2,2,30,Y,120,80,99,0.683,129,129,137,0.173,5.2,5.6,2.1,58,8.1,52.5,4.3,20.0,70,,1,2-,1.54,107.9,146344,0510,44,173,189,0.278,1.0,,1,JIM,99,90,,T0510,S3,AA,,,E,1993
93RA00478, 8083,88,1,,02,,,,0,M,0,0,0,0.0,195,0,139,0.0,5.2,5.0,2.0,64,16.3,37.7,6.1,23.9,60,,,3+,0.0,0.0,,,,255,189,0.0,5.0,REG#45720MSU,2,MKT,0,0,,,S4,AAA,,178,,1993
93RA00479,X8182,89,1,97,97,197,2,1,60,*,89,111,130,0.697,208,220,140,0.232,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,2.0,118.0,002297,4597,97,270,189,0.271,4.0,AGE,4,MKT,0,0,,M4597,S1,A,,,,1993
93RA00480,X8227,89,1,97,97,197,1,1,20,*,96,141,123,0.856,214,229,140,0.169,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,1.0,81.0,002297,4881,80,260,189,0.247,4.0,AGE,4,MKT,0,0,,X4881,S1,A,,,,1993
93RA00481,X8253,89,1,97,97,297,1,1,20,*,99,140,120,0.859,245,666,140,0.243,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,1.4,125.0,921897,3829,80,265,189,0.271,4.0,SHORN 3/92,4,MKT,0,0,,X3829,S1,A,,,,1993
93RA00482,X8291,89,1,97,97,197,3,2,70,*,102,106,117,0.813,221,227,140,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,2.14,145.4,002297,2471,97,268,189,0.292,4.0,"JORGE,20+WBCX",3,BF,0,0,,M2471,S3,A,,,U,1993
93RA00483,X9638,90,1,97,97,197,2,2,60,*,95,88,120,0.51,202,181,140,0.137,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,2.0,94.9,110780,6581,97,252,189,0.195,3.0,AGE,4,,0,0,,M6581,S1,A,,,,1993
93RA00484,X9670,90,1,97,97,197,2,2,30,*,95,104,120,0.625,241,201,140,0.144,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,1.4,125.0,110780,3829,80,263,189,0.228,3.0,KEEP,1,BF,0,0,,X3829,S2,AA,,,E,1993
93RA00485,X9817,90,1,97,97,297,2,1,40,*,102,118,113,0.719,210,210,140,0.158,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,2.0,137.2,422480,1198,80,270,189,0.225,3.0,KEEP,1,BF,0,0,,X1198,S2,AA,,,E,1993
93RA00486,Z0062,90,1,97,97,297,3,1,40,*,112,116,103,0.797,194,666,140,0.113,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,2.0,87.3,422480,1148,80,250,189,0.189,3.0,SHORN 3/92,4,,0,0,,X1148,S1,A,,,,1993
93RA00487,Z0092,90,1,97,97,197,2,2,40,*,113,84,102,0.632,195,178,140,0.168,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,1.5,98.5,110780,1161,80,260,189,0.243,3.0,AGE,4,,0,0,,X1161,S1,A,,,,1993
93RA00488,Z0467,91,1,97,97,397,2,2,20,*,91,112,121,0.864,178,153,140,0.142,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,2.0,158.0,656980,8284,80,205,189,0.244,2.0,LAME 7/28/93,4,MKT,0,0,,X8284,S1,A,,,,1993
93RA00489,Z0468,91,1,97,97,397,2,2,20,*,91,97,121,0.746,207,154,140,0.198,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,2.0,158.0,656980,8284,80,265,189,0.316,2.0,,1,BF,0,0,,X8284,S3,AA,97.0,972,E,1993
93RA00490,Z0512,91,1,97,97,397,2,1,30,*,93,117,119,0.756,183,156,140,0.135,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,1.75,147.8,656980,6211,80,229,189,0.233,2.0,,1,BF,0,0,,X6211,S2,AA,,,S,1993
93RA00491,Z0552,91,1,97,97,197,1,1,40,*,94,150,118,0.862,185,167,140,0.059,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,,1.4,125.0,398880,3829,80,245,189,0.152,2.0,,1,BF,0,0,,X3829,S3,AA,,,E,1993
93RA00492,Z0581,91,1,97,97,297,2,1,30,*,94,131,118,0.852,186,142,140,0.038,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,,1.25,113.8,422480,6273,80,239,189,0.175,2.0,,1,BF,0,0,,X6273,S1,A,,,S,1993
93RA00493,Z0582,91,1,97,97,297,2,1,0,*,94,100,120,0.0,184,164,140,0.115,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,1.25,113.8,422480,6273,80,237,189,0.204,2.0,HANK FROM '91,1,BF,0,0,,X6273,S3,AA,,,S,1993
93RA00494,Z0629,91,1,97,97,197,2,2,20,*,96,105,116,0.83,161,135,140,0.104,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,1.67,102.3,398880,8339,80,215,189,0.241,2.0,,1,BF,0,0,,X8339,S3,AA,,,E,1993
93RA00495,Z0643,91,1,97,97,297,1,1,30,*,96,118,116,0.783,186,136,140,0.063,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,1.25,108.0,422480,5836,80,240,189,0.204,2.0,,1,BF,0,0,,X5836,S1,A,,,E,1993
93RA00496,Z0649,91,1,97,97,297,2,2,30,*,97,99,115,0.777,175,130,140,0.108,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,1.5,144.0,422480,5938,80,210,189,0.193,2.0,,1,BF,0,0,,X5938,S1,A,,,S,1993
93RA00497,Z0650,91,1,97,97,397,1,1,30,*,97,106,115,0.722,164,135,140,0.101,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,,1.25,104.3,656980,6084,80,207,189,0.19,2.0,,1,BF,0,0,,X6084,S1,A,,,S,1993
93RA00498,Z0664,91,1,97,97,297,2,1,30,*,97,125,115,0.793,182,148,140,0.08,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,,1.33,72.3,422480,5625,80,227,189,0.187,2.0,,1,BF,0,0,,X5625,S2,AA,,,S,1993
93RA00499,Z0801,91,1,97,97,397,2,2,20,*,109,92,103,0.827,187,139,140,0.163,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,2.0,112.0,656980,8240,80,234,189,0.279,2.0,,1,BF,0,0,,X8240,S4,AAA,,,S,1993
93RA00500,Z0858,91,1,97,97,397,3,2,50,*,111,89,101,0.746,168,133,140,0.153,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,2.17,125.8,656980,1452,80,226,189,0.239,2.0,wbc 8-10-15,1,BF,0,0,,X1452,S2,AA,,,Q,1993
93RA00501,Z0859,91,1,97,97,397,3,2,50,*,111,91,101,0.723,183,136,140,0.156,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,2.17,125.8,656980,1452,80,227,189,0.261,2.0,AB.TOPSCROTUM,4,MKT,0,0,,X1452,S1,A,,,,1993
93RA00502,Z0882,91,1,97,97,197,1,1,50,*,113,87,99,0.595,146,135,140,0.167,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,,1.8,133.6,398880,1233,80,202,189,0.224,2.0,,1,BF,0,0,,X1233,S2,AA,,,S,1993
93RA00503,Z0914,91,1,97,97,397,2,2,40,*,114,97,98,0.886,193,153,140,0.194,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,,1.0,78.6,656980,4013,80,245,189,0.313,2.0,,1,BF,0,0,,X4013,S4,AAA,,,S,1993
93RA00504,Z1319,92,1,97,97,971,2,2,30,*,89,107,134,0.682,146,146,140,0.138,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,2,,2.0,158.0,0A10,8284,80,186,189,0.239,1.0,ENTR.WEAK,4,MKT,0,0,,X8284,,,,,,1993
93RA00505,Z1327,92,1,97,97,971,3,2,60,*,89,121,134,0.745,177,177,140,0.199,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.67,146.3,0A10,1158,80,223,189,0.308,1.0,,1,BF,0,0,,X1158,S1,A,,,S,1993
93RA00506,Z1334,92,1,97,97,971,2,2,30,*,90,101,133,0.686,151,151,140,0.177,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.33,130.7,0A10,8241,80,198,189,0.293,1.0,DEAD,6,BF,0,0,,X8241,,,,,,1993
93RA00507,Z1351,92,1,97,97,972,2,1,20,*,90,122,133,0.736,148,148,140,0.092,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.5,111.5,606580,9763,80,190,189,0.205,1.0,,1,BF,0,0,,X9763,S3,AA,,,S,1993
93RA00508,Z1385,92,1,97,97,971,2,2,30,*,92,106,131,0.727,151,151,140,0.16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.33,120.3,0A10,8436,80,188,189,0.248,1.0,,1,BF,0,0,,X8436,S2,AA,,,S,1993
93RA00509,Z1399,92,1,97,97,971,2,2,20,*,93,103,130,0.759,164,164,140,0.216,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.0,145.0,0A10,9808,80,211,189,0.326,1.0,,1,BF,0,0,,X9808,S3,AA,,,E,1993
93RA00510,Z1409,92,1,97,97,971,2,1,40,*,93,122,130,0.664,171,171,140,0.174,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.25,116.3,0A10,5923,80,221,189,0.299,1.0,X CRIPPLE LR,3,BF,0,0,,X5923,,,,,,1993
93RA00511,Z1417,92,1,97,97,971,2,2,40,*,93,124,130,0.828,175,175,140,0.181,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,4,,1.5,123.8,0A10,5949,80,218,189,0.284,1.0,,1,BF,0,0,,X5949,S2,AA,,,E,1993
93RA00512,Z1424,92,1,97,97,972,2,2,60,*,94,114,129,0.703,144,144,140,0.106,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.17,125.8,606580,1452,80,194,189,0.242,1.0,ENTR,4,BF,0,0,,X1452,,,,,,1993
93RA00513,Z1439,92,1,97,97,972,3,2,60,*,95,120,128,0.815,160,160,140,0.142,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.0,137.2,606580,1198,80,205,189,0.257,1.0,,1,BF,0,0,,X1198,S1,A,,,S,1993
93RA00514,Z1444,92,1,97,97,971,2,2,30,*,95,111,128,0.782,178,178,140,0.238,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.67,154.0,0A10,8254,80,210,189,0.299,1.0,ENTR,1,BF,0,0,,X8254,SP,B,,,E,1993
93RA00515,Z1463,92,1,97,97,971,3,1,50,*,96,113,127,0.64,160,160,140,0.167,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.0,113.4,0A10,3667,80,155,189,0.127,1.0,X THIN 7/8/93,4,MKT,0,0,,X3667,,,,,,1993
93RA00516,Z1465,92,1,97,97,972,2,1,40,*,96,129,127,0.746,168,168,140,0.138,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.25,108.0,606580,5836,80,218,189,0.269,1.0,,1,BF,0,0,,X5836,S5,AAA,,,E,1993
93RA00517,Z1486,92,1,97,97,971,3,2,20,*,97,100,126,0.78,166,166,140,0.234,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,2,,2.5,208.0,0A10,9624,80,201,189,0.305,1.0,ENTR,1,BF,0,0,,X9624,S2,AA,,,S,1993
93RA00518,Z1487,92,1,97,97,971,3,2,20,*,97,90,126,0.695,144,144,140,0.191,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.5,208.0,0A10,9624,80,184,189,0.284,1.0,HI DAM'S IDX,1,BF,0,0,,X9624,S2,AA,,,E,1993
93RA00519,Z1488,92,1,97,97,971,3,1,20,*,97,98,127,0.637,159,159,140,0.217,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.5,208.0,0A10,9624,80,198,189,0.303,1.0,HYPEREXTHOCK,1,BF,0,0,,X9624,S3,AA,77.0,973,S,1993
93RA00520,Z1497,92,1,97,97,971,2,2,20,*,97,97,126,0.744,151,151,140,0.191,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,2,,1.5,91.0,0A10,9752,80,195,189,0.296,1.0,,1,BF,0,0,,X9752,S4,AAA,,,S,1993
93RA00521,Z1498,92,1,97,97,971,2,2,20,*,97,94,126,0.708,145,145,140,0.181,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.5,91.0,0A10,9752,80,183,189,0.269,1.0,KEEP,1,BF,0,0,,X9752,S4,AAA,,,S,1993
93RA00522,Z1519,92,1,97,97,971,2,2,40,*,98,101,125,0.694,143,143,140,0.149,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,2.25,141.5,0A10,5936,80,191,189,0.272,1.0,ENTR,1,BF,0,0,,X5936,S1,A,,,S,1993
93RA00523,Z1520,92,1,97,97,971,2,2,40,*,98,102,125,0.693,156,156,140,0.191,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,2,,2.25,141.5,0A10,5936,80,197,189,0.287,1.0,,1,BF,0,0,,X5936,S1,A,,,S,1993
93RA00524,Z1539,92,1,97,97,972,2,2,30,*,98,98,125,0.718,145,145,140,0.167,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.33,113.0,606580,8382,80,178,189,0.242,1.0,SIZE?,4,MKT,0,0,,X8382,,,,,,1993
93RA00525,Z1554,92,1,97,97,972,1,1,20,*,99,108,124,0.649,150,150,140,0.149,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,2,,1.0,117.0,606580,9742,80,184,189,0.23,1.0,THIN 7\93,4,MKT,0,0,,X9742,,,,,,1993
93RA00526,Z1583,92,1,97,97,972,2,2,70,*,100,104,123,0.655,155,155,140,0.181,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.57,144.9,606580,8610,97,199,189,0.287,1.0,,1,BF,0,0,,M8610,S4,AAA,75.0,974,S,1993
93RA00527,Z1616,92,1,97,97,971,1,1,20,*,101,122,122,0.759,150,150,140,0.099,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.0,122.0,0A10,9744,80,188,189,0.199,1.0,THIN,4,BF,0,0,,X9744,,,,,,1993
93RA00528,Z1696,92,1,97,97,972,1,1,40,*,103,126,120,0.743,148,148,140,0.078,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,1.5,144.0,606580,5938,80,189,189,0.19,1.0,,1,BF,0,0,,X5938,S4,AAA,,,S,1993
93RA00529,Z1984,92,1,97,97,971,1,1,30,*,114,115,109,0.793,168,168,140,0.188,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,1,,0.67,73.0,0A10,8183,80,215,189,0.302,1.0,,1,BF,0,0,,X8183,S2,AA,,,S,1993
93RA00530, 9217,92,1,97,97,DON,2,2,30,Y,34,,,,,,,,,,,,,,,,,,,1,,,890521,8904,,,,,1.0,SYRINGA RAM,1,BF,,,, 8904,S1,A,99.9,971,E,1993
