UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,WOOL
95PR00285,S4891,1,07,11,94,1,1.0,0,R,LBW,1,4+,8.0,3.1,,y
95PR00286,S4871,1,43,13,94,1,1.0,0,F,FW,4,3+,7.5,3.0,,y
95PR00287,S4872,1,43,11,94,1,1.0,0,R,LBW,1,2,7.2,2.8,,y
95PR00288,S4918,1,07,12,94,1,1.0,0,C,CTL,2,5,5.6,2.2,,y
95PR00289,S4900,1,43,12,94,1,1.0,0,C,CTL,2,3+,7.2,2.8,4TEATS,y
95PR00290,S4908,1,07,12,94,1,1.0,0,C,CTL,1,4+,6.7,2.6,,y
95PR00291,S4954,1,07,12,94,1,1.0,0,C,CTL,5,3+,5.9,2.3,4H,y
95PR00292,S4965,1,07,11,94,1,1.0,0,R,LBW,3,3,6.0,2.4,,y
95PR00293,S4968,1,42,12,94,1,1.0,0,C,CTL,7,3-,6.4,2.5,7H,y
95PR00294,S4980,1,07,10,94,1,1.0,0,M,M,2,2-,6.7,2.6,,y
95PR00295,S4974,1,07,11,94,1,1.0,0,R,LBW,2,3,6.8,2.7,,y
95PR00296,S4716,1,07,12,94,1,1.0,0,C,CTL,2,3,6.0,2.4,,y
95PR00297,S4746,1,07,10,94,1,1.0,0,M,M,4,3+,6.2,2.4,,y
95PR00298,S4747,1,07,10,94,1,1.0,0,M,M,3,3+,5.0,2.0,,y
95PR00299,S4755,1,07,13,94,1,1.0,0,F,FW,3,3-,6.0,2.4,,y
95PR00300,S4761,1,07,10,94,1,1.0,0,M,M,1,3-,8.0,3.1,,y
95PR00301,S4764,1,07,11,94,1,1.0,0,R,LBW,2,4,6.5,2.6,,y
95PR00302,S4723,1,07,11,94,1,1.0,0,R,LBW,4,3-,6.4,2.5,2H,y
95PR00303,S4726,1,42,10,94,1,1.0,0,M,M,2,3-,5.8,2.3,4TEATS,y
95PR00304,S4727,1,42,10,94,1,1.0,0,M,M,4,3,6.2,2.4,3H,y
95PR00305,S4783,1,07,11,94,1,1.0,0,R,LBW,2,3+,6.9,2.7,,y
95PR00306,S4785,1,42,12,94,1,1.0,0,C,CTL,3,3-,6.8,2.7,,y
95PR00307,S4794,1,07,12,94,1,1.0,0,C,CTL,1,4,6.2,2.4,,y
95PR00308,S4795,1,07,10,94,1,1.0,0,M,M,1,3+,7.0,2.8,,y
95PR00309,S4774,1,07,12,94,1,1.0,0,C,CTL,2,3-,4.9,1.9,,y
95PR00310,S4778,1,07,13,94,1,1.0,0,F,FW,2,4-,6.2,2.4,,y
95PR00311,S5115,1,42,13,94,1,1.0,0,F,FW,1,3-,7.2,2.8,KEEP,y
95PR00312,S5118,1,43,12,94,1,1.0,0,C,CTL,1,4,7.1,2.8,4TEATS,y
95PR00313,S5102,1,42,10,94,1,1.0,0,M,M,3,5+,7.3,2.9,,y
95PR00314,S5134,1,42,12,94,1,1.0,0,C,CTL,7,3-,6.3,2.5,7H,y
95PR00315,S5145,1,42,12,94,1,1.0,0,C,CTL,2,3,5.3,2.1,,y
95PR00316,S5147,1,42,10,94,1,1.0,0,M,M,1,3-,5.6,2.2,,y
95PR00317,S5193,1,07,11,94,1,1.0,0,R,LBW,5,2,6.2,2.4,,y
95PR00318,S5199,1,42,13,94,1,1.0,0,F,FW,7,3,5.9,2.3,7H,y
95PR00319,S5176,1,07,11,94,1,1.0,0,R,LBW,3,2,7.0,2.8,TIED NAVEL,y
95PR00320,S5179,1,41,12,94,1,1.0,0,C,CTL,7,3-,6.2,2.4,7H,y
95PR00321,S5177,1,07,11,94,1,1.0,0,R,LBW,2,2,6.0,2.4,,y
95PR00322,S5056,1,07,11,94,1,1.0,0,R,LBW,1,3-,5.3,2.1,2nd in Sire,y
95PR00323,S5095,1,43,12,94,1,1.0,0,C,CTL,1,5+,6.1,2.4,SALE95?,y
95PR00324,S5330,1,07,10,94,1,1.0,0,M,M,2,2-,6.6,2.6,4TEATS,y
95PR00325,S5364,1,08,00,94,1,1.0,0,H,HMD,2,3-,6.5,2.6,,y
95PR00326,S5448,1,08,00,94,1,1.0,0,H,HMD,2,3,6.8,2.7,,y
95PR00327,S5427,1,07,18,94,1,1.0,2,M,M,2,3,6.0,2.4,,y
95PR00328,S5203,1,42,13,94,1,1.0,0,F,FW,7,31,5.9,2.3,6H,y
95PR00329,S5204,1,42,13,94,1,1.0,0,F,FW,7,4+,6.2,2.4,6H,y
95PR00330,S5235,1,43,13,94,1,1.0,0,F,FW,1,3-,5.0,2.0,,y
95PR00331,S5236,1,43,13,94,1,1.0,0,F,FW,2,3+,5.9,2.3,,y
95PR00332,S5248,1,42,11,94,1,1.0,0,R,LBW,4,3-,6.0,2.4,,y
95PR00333,S5251,1,43,13,94,1,1.0,0,F,FW,2,3+,6.8,2.7,,y
95PR00334,S5259,1,43,12,94,1,1.0,0,C,CTL,2,3,5.8,2.3,,y
95PR00335,S5261,1,42,10,94,1,1.0,0,M,M,1,4,6.1,2.4,,y
95PR00336,S5283,1,42,10,94,1,1.0,0,M,M,1,3,7.0,2.8,,y
95PR00337,S5282,1,42,10,94,1,1.0,0,M,M,5,5,7.0,2.8,,y
95PR00338,S5271,1,42,12,94,1,1.0,0,C,CTL,5,2,6.4,2.5,5H,y
95PR00339,S2315,1,07,18,92,1,3.0,0,R,LBW,6,2,6.7,2.6,,y
95PR00340,S2349,1,07,18,92,1,3.0,0,C,CTL,1,3,6.9,2.7,,y
95PR00341,S2358,1,07,18,92,1,3.0,0,R,LBW,3,2+,6.8,2.7,,y
95PR00342,S2359,1,07,18,92,1,3.0,0,R,LBW,1,3-,7.3,2.9,,y
95PR00343,S2408,1,07,18,92,1,3.0,0,F,FW,2,3-,8.3,3.3,,y
95PR00344,S2500,1,07,18,92,1,3.0,0,F,FW,3,3+,8.7,3.4,,y
95PR00345,S2505,1,07,18,92,1,3.0,0,R,LBW,5,3,7.3,2.9,,y
95PR00346,S2545,1,41,FW,92,1,3.0,0,C,CTL,2,3+,9.2,3.6,ENTR,y
95PR00347,S2552,1,07,18,92,1,3.0,0,C,CTL,3,4-,8.0,3.1,,y
95PR00348,S2567,1,07,18,92,1,3.0,0,R,LBW,1,3+,6.4,2.5,,y
95PR00349,S2522,1,07,18,92,1,3.0,0,M,M,5,3+,7.2,2.8,,y
95PR00350,S2585,1,07,18,92,1,3.0,0,M,M,2,3,7.4,2.9,,y
95PR00351,S2575,1,07,18,92,1,3.0,0,R,LBW,2,3+,7.2,2.8,,y
95PR00352,S2576,1,07,18,92,1,3.0,0,M,M,2,2-,8.9,3.5,,y
95PR00353,S2630,1,41,FW,92,1,3.0,0,F,FW,5,5+,9.2,3.6,CHK.FACE,y
95PR00354,S2646,1,41,SW,92,1,3.0,0,F,FW,7,3-,8.0,3.1,,y
95PR00355,S2677,1,07,18,92,1,3.0,0,C,CTL,1,3,8.0,3.1,,y
95PR00356,S2848,1,07,18,92,1,3.0,0,C,CTL,1,3,6.8,2.7,NICE,y
95PR00357,S2949,1,07,18,92,1,3.0,0,M,M,3,4-,8.9,3.5,CHK.FACE,y
95PR00358,S2964,1,07,18,92,1,3.0,0,C,CTL,1,3-,7.7,3.0,,y
95PR00359,S2749,1,07,18,92,1,3.0,0,R,LBW,2,2+,7.0,2.8,,y
95PR00360,S2747,1,41,FW,92,1,3.0,0,C,CTL,7,3-,8.6,3.4,LA200 L.TAIL?,y
95PR00361,S2753,1,41,FW,92,1,3.0,0,C,CTL,7,3,8.4,3.3,,y
95PR00362,S2721,1,41,FW,92,1,3.0,0,F,FW,6,3-,8.3,3.3,,y
95PR00363,S2793,1,07,18,92,1,3.0,0,C,CTL,2,3,7.0,2.8,,y
95PR00364,T3807,1,02,42,93,1,2.0,2,C,CTL,2,2+,9.0,3.5,,y
95PR00365,T3845,1,02,42,93,1,2.0,2,C,CTL,1,2,8.0,3.1,,y
95PR00366,T3864,1,02,42,93,1,2.0,2,C,CTL,2,1-,6.4,2.5,,y
95PR00367,T3884,1,02,42,93,1,2.0,2,C,CTL,2,2-,8.2,3.2,X EPI,y
95PR00368,T3888,1,02,42,93,1,2.0,2,C,CTL,2,2-,7.8,3.1,,y
95PR00369,T3898,1,02,42,93,1,2.0,2,C,CTL,3,4+,8.5,3.3,,y
95PR00370,T3916,1,02,41,93,1,2.0,2,M,M,2,2+,7.4,2.9,,y
95PR00371,T3900,1,02,42,93,1,2.0,2,C,CTL,1,3,9.4,3.7,,y
95PR00372,T3946,1,02,42,93,1,2.0,2,C,CTL,2,3,7.5,3.0,,y
95PR00373,T3942,1,02,41,93,1,2.0,2,M,M,1,3+,8.3,3.3,MR.BIG,y
95PR00374,T3959,1,02,42,93,1,2.0,2,C,CTL,2,2,7.3,2.9,,y
95PR00375,T3957,1,02,41,93,1,2.0,2,M,M,1,3+,8.3,3.3,,y
95PR00376,T3964,1,02,42,93,1,2.0,2,C,CTL,1,2+,7.2,2.8,,y
95PR00377,T3730,1,02,41,93,1,2.0,2,M,M,1,2,8.0,3.1,,y
95PR00378,T3763,1,02,42,93,1,2.0,2,C,CTL,1,2+,7.8,3.1,,y
95PR00379,T3729,1,02,41,93,1,2.0,2,M,M,2,2,9.0,3.5,BLK SPOT @94,y
95PR00380,T4145,1,02,41,94,1,1.0,2,M,CLO,1,2-,8.8,3.5,CLONE @HQ,y
95PR00381,T4146,1,02,41,94,1,1.0,2,M,CLO,2,3+,8.0,3.1,CLONE @HQ,y
95PR00382,T4165,1,02,42,94,1,1.0,2,C,CTL,2,4,6.2,2.4,,y
95PR00383,T4181,1,02,42,94,1,1.0,2,C,CTL,2,3-,6.6,2.6,,y
95PR00384,T4172,1,02,41,94,1,1.0,2,M,M,2,2,6.8,2.7,,y
95PR00385,T4178,1,02,42,94,1,1.0,2,C,CTL,2,3+,6.8,2.7,4TEATS,y
95PR00386,T4179,1,02,42,94,1,1.0,2,C,CTL,1,4+,5.6,2.2,,y
95PR00387,T4006,1,02,41,93,1,2.0,2,M,M,1,3+,9.6,3.8,,y
95PR00388,T4049,1,02,42,93,1,2.0,2,C,CTL,1,2,7.2,2.8,,y
95PR00389,T4055,1,02,42,93,1,2.0,2,C,CTL,3,2,8.3,3.3,BIGTESTES,y
95PR00390,T4091,1,02,41,93,1,2.0,2,M,M,2,2,8.1,3.2,,y
95PR00391,T4098,1,02,42,93,1,2.0,2,C,CTL,1,3+,8.3,3.3,,y
95PR00392,T4072,1,02,41,93,1,2.0,2,M,M,2,2,8.2,3.2,,y
95PR00393,T4079,1,02,42,93,1,2.0,2,C,CTL,2,3+,8.4,3.3,,y
95PR00394,T4312,1,02,42,94,1,1.0,2,C,CTL,2,4+,5.4,2.1,AT HQ,y
95PR00395,T4306,1,02,42,94,1,1.0,2,C,CTL,2,3,5.4,2.1,NICE,y
95PR00396,T4302,1,02,41,94,1,1.0,2,M,M,1,3+,6.7,2.6,,y
95PR00397,T4330,1,02,41,94,1,1.0,2,M,M,2,2,5.2,2.0,RCVR,y
95PR00398,T4332,1,02,42,94,1,1.0,2,C,CTL,1,3,5.8,2.3,4TEATS,y
95PR00399,T4346,1,02,42,94,1,1.0,2,C,CTL,1,3+,6.2,2.4,,y
95PR00400,T4350,1,02,42,94,1,1.0,2,C,CTL,1,3+,6.2,2.4,FUZZY ?,y
95PR00401,T4358,1,02,42,94,1,1.0,2,C,CTL,1,3-,5.8,2.3,,y
95PR00402,T4363,1,02,42,94,1,1.0,2,C,CTL,2,2-,5.0,2.0,,y
95PR00403,T4365,1,02,41,94,1,1.0,2,M,M,2,2-,5.1,2.0,,y
95PR00404,T4329,1,02,41,94,1,1.0,2,M,M,1,2,5.6,2.2,,y
95PR00405,T4327,1,02,41,94,1,1.0,2,M,M,2,2,6.9,2.7,,y
95PR00406,T4383,1,02,41,94,1,1.0,2,M,M,2,3,7.4,2.9,,y
95PR00407,T4393,1,02,42,94,1,1.0,2,C,CTL,1,3-,6.6,2.6,,y
95PR00408,T4413,1,02,41,94,1,1.0,2,M,M,1,3,6.3,2.5,CLR 2-3 NOSE,y
95PR00409,T4418,1,02,41,94,1,1.0,2,M,M,1,3,6.2,2.4,,y
95PR00410,T4417,1,02,41,94,1,1.0,2,M,M,1,1-,6.3,2.5,BAD LOOKS,y
95PR00411,T4432,1,02,42,94,1,1.0,2,C,CTL,2,3+,6.8,2.7,,y
95PR00412,T4455,1,02,42,94,1,1.0,2,C,CTL,2,3+,4.6,1.8,,y
95PR00413,T4452,1,02,42,94,1,1.0,2,C,CTL,1,3,4.8,1.9,,y
95PR00414,T4424,1,02,42,94,1,1.0,2,C,CTL,2,3+,8.0,3.1,AT HQ,y
95PR00415,T4483,1,02,41,94,1,1.0,2,M,M,1,3+,6.2,2.4,,y
95PR00416,T4482,1,02,42,94,1,1.0,2,C,CTL,1,3,6.5,2.6,,y
95PR00417,T4498,1,02,41,94,1,1.0,2,M,M,2,2-,6.3,2.5,,y
95PR00418,T4513,1,02,42,94,1,1.0,2,C,CTL,1,2,5.6,2.2,4TEATS,y
95PR00419,T4518,1,02,42,94,1,1.0,2,C,CTL,1,3,7.1,2.8,4TEATS,y
95PR00420,T4531,1,02,41,94,1,1.0,2,M,M,1,3,5.9,2.3,4TEATS,y
95PR00421,T4533,1,02,42,94,1,1.0,2,C,CTL,1,4+,6.1,2.4,NICE,y
95PR00422,T4532,1,02,42,94,1,1.0,2,C,CTL,1,3+,5.9,2.3,,y
95PR00423,T4544,1,02,41,94,1,1.0,2,M,M,1,3+,5.8,2.3,,y
95PR00424,T4550,1,02,42,94,1,1.0,2,C,CTL,1,3+,5.6,2.2,,y
95PR00425,T4554,1,02,42,94,1,1.0,2,C,CTL,1,3,5.3,2.1,,y
95PR00426,T4581,1,02,42,94,1,1.0,2,C,CTL,2,3+,6.2,2.4,,y
95PR00427,T4587,1,02,42,94,1,1.0,2,C,CTL,1,3-,6.0,2.4,,y
95PR00428,T4590,1,02,41,94,1,1.0,2,M,M,1,3,7.1,2.8,,y
95PR00429,T4610,1,02,41,94,1,1.0,2,M,M,2,4,6.1,2.4,"PINK,saveifOK",y
95PR00430,T4631,1,02,41,94,1,1.0,2,M,M,5,3+,6.0,2.4,X HORNS H5,n
95PR00431,T4634,1,02,42,94,1,1.0,2,C,CTL,1,3-,4.8,1.9,,y
95PR00432,T4636,1,02,42,94,1,1.0,2,C,CTL,2,3,6.3,2.5,,y
95PR00433,T4638,1,02,41,94,1,1.0,2,M,M,2,2-,7.1,2.8,,y
95PR00434,T4622,1,02,42,94,1,1.0,2,C,CTL,1,3-,6.8,2.7,,y
95PR00435,T4217,1,02,41,94,1,1.0,2,M,M,1,3,6.7,2.6,4TEATS,y
95PR00436,T4201,1,02,41,94,1,1.0,2,M,M,1,2-,6.5,2.6,HI.EWE RECORD,y
95PR00437,T4202,1,02,41,94,1,1.0,2,M,M,1,2,7.0,2.8,HI.EWE RECORD,y
95PR00438,T4208,1,02,41,94,1,1.0,2,M,M,2,3,7.4,2.9,,y
95PR00439,T4255,1,02,41,94,1,1.0,2,M,M,1,3+,5.9,2.3,4TEATS,y
95PR00440,T4256,1,02,42,94,1,1.0,2,C,CTL,1,3+,6.0,2.4,,y
95PR00441,T4264,1,02,41,94,1,1.0,2,M,M,1,3+,7.5,3.0,4TEATS,y
95PR00442,T4285,1,02,41,94,1,1.0,2,M,M,1,4+,6.7,2.6,,y
95PR00443,T4289,1,02,42,94,1,1.0,2,C,CTL,2,2-,6.2,2.4,,y
95PR00444,T4274,1,02,42,94,1,1.0,2,C,CTL,1,3,6.9,2.7,,y
95PR00445,T3941,1,02,41,93,1,2.0,7,M,LIS,2,1-,8.4,3.3,X ABS. HEAD,y
95PR00446,T3868,1,02,41,93,1,2.0,7,M,LIS,2,2-,7.7,3.0,,y
