UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SIGR,ORIENT,PDBHV,MIDX,FIDX,WORK,DISP,MICRON,SD,CV,CF,DIGR
04PR00149,K2665,1,06,68,02,1,2.0,0,.,1,2-,9.4,3.7,NICE,1,52K,Adg,Y,60,HETRO,SAVE,111,118,W,,24.6,3.7,15.1,94.3,60
04PR00150,K2732,1,06,68,02,1,2.0,0,.,1,3+,8.0,3.1,"NICE, DUD",3,.,Adg,Y,56,DUD,MKT,110,98,W,93,28.0,4.5,16.0,73.2,54
04PR00151,K2771,1,06,68,03,1,1.0,0,.,1,2,8.5,3.3,,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,22.9,3.9,17.0,96.3,62
04PR00152,K2777,1,06,68,03,1,1.0,0,.,1,2-,8.1,3.2,NICE,1,.,Adg,Y,58,YRLG,SAVE,0,0,0,,24.3,4.8,19.9,89.9,60
04PR00153,K2780,1,06,68,03,1,1.0,0,.,1,3+,7.4,2.9,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,26.6,4.9,18.4,81.3,56
04PR00154,K2781,1,06,68,03,1,1.0,0,.,1,3+,8.4,3.3,,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,25.7,5.2,20.2,82.6,58
04PR00155,K2787,1,06,68,03,1,1.0,0,.,1,3,8.3,3.3,NICE,1,.,Adg,Y,58,YRLG,SAVE,0,0,0,,29.0,6.4,22.0,63.5,54
04PR00156,K2811,1,06,68,03,1,1.0,0,.,1,4-,7.0,2.8,"F3-,SL.ENTR",1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,25.7,5.0,19.4,83.1,58
04PR00157,K2812,1,06,68,03,1,1.0,0,.,2,4,8.1,3.2,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,25.9,4.6,17.6,85.4,58
04PR00158,K2814,1,06,68,03,1,1.0,0,.,1,3+,6.1,2.4,NICE,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.1,4.5,18.8,91.7,60
04PR00159,K2824,1,06,68,03,1,1.0,0,.,1,3-,8.2,3.2,"ENTR,ULCER",1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,25.1,4.6,18.2,88.8,58
04PR00160,K2839,1,06,68,03,1,1.0,0,.,1,3+,6.0,2.4,,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,22.4,4.0,17.7,96.9,62
04PR00161,K2842,1,06,68,03,1,1.0,0,.,1,3+,8.0,3.1,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,26.4,5.1,19.4,79.1,56
04PR00162,K2843,1,06,68,03,1,1.0,0,.,1,3+,6.7,2.6,NICE,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.8,5.1,20.5,86.9,60
04PR00163,K2849,1,06,68,03,1,1.0,0,.,1,3-,7.2,2.8,,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,20.8,4.0,19.1,98.2,64
04PR00164,K2850,1,06,68,03,1,1.0,0,.,1,4+,6.5,2.6,NICE,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,23.4,4.2,18.1,94.6,62
04PR00165,K2856,1,06,68,03,1,1.0,0,.,1,3-,6.9,2.7,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,23.4,3.9,16.5,95.7,62
04PR00166,K2864,1,06,68,03,1,1.0,0,.,2,2-,8.0,3.1,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,26.0,5.5,21.0,80.4,58
04PR00167,K2869,1,06,68,03,1,1.0,0,.,1,3+,7.2,2.8,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,23.0,4.0,17.4,95.7,62
04PR00168,K2872,1,06,68,03,1,1.0,0,.,1,4-,7.2,2.8,,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,26.0,4.4,16.9,85.4,58
04PR00169,K2874,1,06,68,03,1,1.0,0,.,1,3-,8.0,3.1,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.2,5.3,21.9,88.0,60
04PR00170,K2883,1,06,68,03,1,1.0,0,.,1,3+,6.0,2.4,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.8,4.6,18.8,89.2,60
04PR00171,K2897,1,06,68,03,1,1.0,0,.,1,3+,8.8,3.5,,1,.,Adg,Y,58,YRLG,SAVE,0,0,0,,25.5,6.0,23.4,79.8,58
04PR00172,K2901,1,06,68,03,1,1.0,0,.,1,2-,6.5,2.6,,1,.,Adg,Y,58,YRLG,SAVE,0,0,0,,26.3,5.2,19.9,79.3,58
04PR00173,K2902,1,06,68,03,1,1.0,0,.,1,3-,7.9,3.1,NICE,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,22.7,3.6,15.7,97.7,62
04PR00174,K2904,1,06,68,03,1,1.0,0,.,1,3+,7.5,3.0,NICE,1,.,Adg,Y,58,YRLG,SAVE,0,0,0,,25.9,5.2,20.1,83.6,58
04PR00175,K2909,1,06,68,03,1,1.0,0,.,1,3-,6.8,2.7,NICE,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,22.8,4.3,18.9,95.5,62
04PR00176,K2911,1,06,68,03,1,1.0,0,.,1,3+,7.5,3.0,,1,.,Adg,Y,58,YRLG,SAVE,0,0,0,,27.9,5.6,20.0,70.9,54
04PR00177,K2917,1,06,68,03,1,1.0,0,.,2,3+,5.3,2.1,,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,23.1,3.5,15.0,98.0,62
04PR00178,K2918,1,06,68,03,1,1.0,0,.,1,3+,6.2,2.4,CHUNKY,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,22.9,3.8,16.7,96.8,62
04PR00179,K2927,1,06,68,03,1,1.0,0,.,1,4+,6.2,2.4,"BIG, PNEU.",1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,22.8,3.8,16.8,97.3,62
04PR00180,K2935,1,06,68,03,1,1.0,0,.,1,3-,6.6,2.6,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,23.6,3.9,16.4,95.8,60
04PR00181,K2945,1,06,68,03,1,1.0,0,.,1,3+,6.5,2.6,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,25.5,4.8,19.0,85.2,58
04PR00182,K2947,1,06,68,03,1,1.0,0,.,1,3+,5.3,2.1,NICE,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.4,4.8,19.7,89.0,60
04PR00183,K2948,1,06,68,03,1,1.0,0,.,2,3-,6.7,2.6,NICE,1,.,Adg,Y,62,YRLG,SAVE,0,0,0,,21.7,4.0,18.6,97.3,64
04PR00184,K2959,1,06,68,03,1,1.0,0,.,1,3+,6.2,2.4,,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.0,4.3,17.7,92.8,60
04PR00185,K2962,1,06,68,03,1,1.0,0,.,1,4+,6.5,2.6,ENTR,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.3,4.6,19.0,90.4,60
04PR00186,K2974,1,06,68,03,1,1.0,0,.,1,2-,5.3,2.1,BIG,1,.,Adg,Y,60,YRLG,SAVE,0,0,0,,24.1,4.1,17.2,93.0,60
04PR00187,P0033,1,30,81,02,1,2.0,2,CTL,2,2,9.0,3.5,,V,.,Lww,N,60,EXHET,+JNS+,102,109,W,,0.0,0.0,0.0,0.0,0
04PR00188,P0048,1,30,83,02,1,2.0,2,EXP,1,3+,8.9,3.5,,V,01a,Flwt,N,58,DUD,+JNS+,109,90,W,,0.0,0.0,0.0,0.0,0
04PR00189,P0098,1,30,84,02,1,2.0,2,EXP,1,2+,9.2,3.6,,1,.,Inbr,N,58,HETRO,SAVE,103,104,W,,0.0,0.0,0.0,0.0,0
