UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,MICRON,SD,CV,DIGR
98PR00219,S7124,1,43,13,96,1,2.0,0,F,...,1,3,9.0,3.5,,Y,21.49,4.1,19.1,64
98PR00220,S7125,1,43,13,96,1,2.0,0,F,...,7,3+,8.1,3.2,H7,Y,19.83,3.56,18.0,70
98PR00221,S7128,2,43,12,96,1,2.0,0,C,...,.,..,8.2,3.2,,Y,23.43,3.48,14.8,62
98PR00222,S7184,1,42,13,96,1,2.0,0,F,...,2,3+,8.8,3.5,,Y,22.44,3.85,17.2,62
98PR00223,S7189,1,07,11,96,1,2.0,0,R,...,2,2,8.4,3.3,,Y,25.09,5.14,20.5,58
98PR00224,S7191,2,07,13,96,1,2.0,0,F,...,.,..,8.6,3.4,,Y,20.49,3.78,18.5,70
98PR00225,S7192,2,07,13,96,1,2.0,0,F,...,.,..,8.5,3.3,,Y,19.96,3.82,19.1,70
98PR00226,S7179,2,43,10,96,1,2.0,0,M,...,.,..,7.8,3.1,,Y,22.86,4.59,20.1,62
98PR00227,S7013,1,43,12,96,1,2.0,0,C,...,2,2,7.9,3.1,,Y,21.89,3.68,16.8,64
98PR00228,S7019,2,43,13,96,1,2.0,0,F,...,.,..,9.6,3.8,,Y,23.64,3.98,16.8,60
98PR00229,S7003,1,07,10,96,1,2.0,0,M,...,3,5+,7.2,2.8,4TEATS,Y,24.88,4.43,17.8,60
98PR00230,S7004,2,07,10,96,1,2.0,0,M,...,.,..,6.5,2.6,4TEATS,Y,20.16,3.57,17.7,70
98PR00231,S7031,2,43,10,96,1,2.0,0,M,...,.,..,9.6,3.8,,Y,20.76,3.78,18.2,64
98PR00232,S7038,2,43,13,96,1,2.0,0,F,...,.,..,11.0,4.3,,Y,23.54,4.83,20.5,60
98PR00233,S7037,2,43,13,96,1,2.0,0,F,...,.,..,9.8,3.9,,Y,21.5,4.41,20.5,64
98PR00234,S7044,1,43,13,96,1,2.0,0,F,...,3,2,10.5,4.1,,Y,24.13,4.76,19.7,60
98PR00235,S7049,2,07,11,96,1,2.0,0,R,...,.,..,8.6,3.4,,Y,24.0,5.02,20.9,60
98PR00236,S7053,2,07,12,96,1,2.0,0,C,...,.,..,8.0,3.1,ENTR,Y,24.96,4.95,19.8,58
98PR00237,S7060,2,42,12,96,1,2.0,0,C,...,.,..,10.8,4.3,,Y,25.44,4.19,16.5,58
98PR00238,S7065,1,07,12,96,1,2.0,0,C,...,1,3,8.9,3.5,NICE CTRL RAM,Y,26.91,4.6,17.1,56
98PR00239,S7068,2,07,12,96,1,2.0,0,C,...,.,..,10.5,4.1,,Y,24.31,3.72,15.3,60
98PR00240,S7025,2,43,13,96,1,2.0,0,F,...,.,..,9.6,3.8,,Y,22.1,3.93,17.8,62
98PR00241,S7026,2,43,10,96,1,2.0,0,M,...,.,..,8.7,3.4,BUSHY chk,N,23.5,4.1,17.8,60
98PR00242,S7029,1,43,ID,96,1,2.0,I,I,...,7,2,8.2,3.2,H7,Y,22.55,4.36,19.3,62
98PR00243,S7096,2,43,13,96,1,2.0,0,F,...,.,..,10.1,4.0,,Y,23.81,3.99,16.8,60
98PR00244,S7316,1,43,10,96,1,2.0,0,M,...,2,3+,9.0,3.5,,Y,21.4,4.29,20.0,64
98PR00245,S7304,2,07,10,96,1,2.0,0,M,...,.,..,8.0,3.1,,Y,23.54,3.66,15.5,60
98PR00246,S7330,2,43,12,96,1,2.0,0,C,...,.,..,9.5,3.7,4TEATS,Y,23.28,4.25,18.3,62
98PR00247,S7341,2,07,10,96,1,2.0,0,M,...,.,..,7.8,3.1,,Y,22.55,5.02,22.3,62
98PR00248,S7342,2,07,11,96,1,2.0,0,R,...,.,..,8.0,3.1,,Y,21.5,3.64,17.0,64
98PR00249,S7353,2,43,10,96,1,2.0,0,M,...,.,..,9.0,3.5,1TAG,Y,22.47,4.16,18.5,62
98PR00250,S7359,1,43,10,96,1,2.0,0,M,...,2,3,9.0,3.5,NICE,Y,22.25,3.51,15.8,62
98PR00251,S7366,2,43,13,96,1,2.0,0,F,...,.,..,9.5,3.7,,Y,20.68,4.13,20.0,64
98PR00252,S7322,2,43,10,96,1,2.0,0,M,...,.,..,8.2,3.2,F4+,Y,21.89,3.31,15.1,64
98PR00253,S7328,2,07,13,96,1,2.0,0,F,...,.,..,9.0,3.5,,Y,23.11,3.94,17.1,62
98PR00254,S7380,2,42,12,96,1,2.0,0,C,...,.,..,9.6,3.8,,Y,22.49,3.54,15.8,62
98PR00255,S7382,2,07,11,96,1,2.0,0,R,...,.,..,8.0,3.1,,Y,23.2,3.98,17.1,62
98PR00256,S7391,2,43,11,96,1,2.0,0,R,...,.,..,8.8,3.5,,Y,20.34,4.41,21.7,70
98PR00257,S7379,2,42,12,96,1,2.0,0,C,...,.,..,9.0,3.5,4TEATS,Y,22.98,3.72,16.2,62
98PR00258,S7401,2,07,11,96,1,2.0,0,R,...,.,..,7.8,3.1,4TEATS,Y,28.91,5.52,19.1,54
98PR00259,S7403,2,07,11,96,1,2.0,0,R,...,.,..,7.3,2.9,,Y,22.76,4.35,19.1,62
98PR00260,S7430,2,07,12,96,1,2.0,0,C,...,.,..,8.2,3.2,,Y,21.82,3.75,17.2,64
98PR00261,S7437,2,43,13,96,1,2.0,0,F,...,.,..,8.5,3.3,4TEATS,Y,24.33,4.25,17.5,60
98PR00262,S7461,2,07,11,96,1,2.0,0,R,...,.,..,8.8,3.5,,Y,25.43,5.91,23.2,58
98PR00263,S7467,2,07,11,96,1,2.0,0,R,...,.,..,7.1,2.8,,Y,20.31,4.18,20.6,70
98PR00264,S7421,2,43,12,96,1,2.0,0,C,...,.,..,8.8,3.5,,Y,23.9,3.91,16.4,60
98PR00265,S7422,2,43,12,96,1,2.0,0,C,...,.,..,8.4,3.3,,Y,24.46,4.6,18.8,60
98PR00266,S7427,2,07,11,96,1,2.0,0,R,...,.,..,8.5,3.3,,Y,20.15,3.53,17.5,70
98PR00267,S7486,2,43,10,96,1,2.0,0,M,...,.,..,7.5,3.0,HAIRY,Y,24.5,5.04,20.6,60
98PR00268,S7491,2,42,12,96,1,2.0,0,C,...,.,..,8.0,3.1,4TEATS,Y,20.26,4.31,21.3,70
98PR00269,S7470,2,43,10,96,1,2.0,0,M,...,.,..,7.8,3.1,HAIRY,Y,21.77,4.99,22.9,64
98PR00270,S7472,1,42,13,96,1,2.0,0,F,...,6,3,8.1,3.2,"X,UGLY,H6",Y,22.71,5.23,23.0,62
98PR00271,S7511,2,07,10,96,1,2.0,0,M,...,.,..,7.0,2.8,,Y,19.61,3.82,19.5,70
98PR00272,S7513,2,43,12,96,1,2.0,0,C,...,.,..,7.8,3.1,4TEATS,Y,22.02,3.36,15.2,64
98PR00273,S7518,2,07,13,96,1,2.0,0,F,...,.,..,8.2,3.2,GAUNT,Y,23.23,4.76,20.5,62
98PR00274,S7519,2,07,13,96,1,2.0,0,F,...,.,..,7.5,3.0,,Y,23.25,4.41,19.0,62
98PR00275,S7503,2,07,13,96,1,2.0,0,F,...,.,..,7.8,3.1,,Y,20.3,4.33,21.3,70
98PR00276,S7505,2,43,13,96,1,2.0,0,F,...,.,..,8.0,3.1,4TEATS,Y,20.35,3.83,18.8,70
98PR00277,S7506,2,43,13,96,1,2.0,0,F,...,.,..,9.3,3.7,4TEATS,Y,20.25,3.09,15.3,70
98PR00278,S7530,2,42,10,96,1,2.0,0,M,...,.,..,8.8,3.5,,Y,22.05,3.92,17.8,62
98PR00279,S7545,2,43,10,96,1,2.0,0,M,...,.,..,9.0,3.5,4TEATS,Y,24.21,3.7,15.3,60
98PR00280,S7546,2,43,10,96,1,2.0,0,M,...,.,..,7.8,3.1,,Y,23.27,3.86,16.6,62
98PR00281,S7542,2,43,12,96,1,2.0,0,C,...,.,..,7.0,2.8,4TEATS,Y,22.55,3.98,17.6,62
98PR00282,S7559,2,07,11,96,1,2.0,0,R,...,.,..,8.0,3.1,DYSTOCIA97,Y,24.1,4.26,17.7,60
98PR00283,S7529,1,42,10,96,1,2.0,0,M,...,4,3,9.0,3.5,"X,52%FERT",Y,21.16,3.91,18.5,64
98PR00284,S7583,2,43,13,96,1,2.0,0,F,...,.,..,8.4,3.3,,Y,23.44,4.79,20.5,62
98PR00285,S7596,2,07,12,96,1,2.0,0,C,...,.,..,8.1,3.2,,Y,23.15,4.0,17.3,62
98PR00286,S7617,2,07,13,96,1,2.0,0,F,...,.,..,8.1,3.2,,Y,21.25,4.15,19.5,64
98PR00287,S7641,1,07,11,96,1,2.0,0,R,...,1,3+,7.5,3.0,,Y,24.31,3.75,15.4,60
98PR00288,S7659,1,43,13,96,1,2.0,0,F,...,3,5+,8.4,3.3,"F5+,SEMEN=Q&S",Y,20.45,3.85,18.8,70
98PR00289,S7660,2,43,13,96,1,2.0,0,F,...,.,..,9.1,3.6,,Y,21.16,4.02,19.0,64
98PR00290,S7626,2,07,10,96,1,2.0,0,M,...,.,..,7.8,3.1,,Y,24.93,3.83,15.4,60
98PR00291,S7677,2,07,13,96,1,2.0,0,F,...,.,..,8.0,3.1,,Y,21.68,4.49,20.7,64
98PR00292,S7205,2,07,10,96,1,2.0,0,M,...,.,..,6.8,2.7,,Y,22.51,3.71,16.5,62
98PR00293,S7208,1,07,10,96,1,2.0,0,M,...,3,4+,8.5,3.3,"NICE,X,37%FER",Y,21.62,3.42,15.8,64
98PR00294,S7234,2,43,10,96,1,2.0,0,M,...,.,..,8.0,3.1,,Y,21.56,4.04,18.7,64
98PR00295,S7232,2,42,12,96,1,2.0,0,C,...,.,..,8.0,3.1,,Y,20.76,3.22,15.5,64
98PR00296,S7240,2,43,10,96,1,2.0,0,M,...,.,..,7.8,3.1,4TEATS,Y,23.27,4.12,17.7,62
98PR00297,S7245,2,07,11,96,1,2.0,0,R,...,.,..,8.4,3.3,4TEATS,Y,23.32,3.78,16.2,62
98PR00298,S7249,2,43,10,96,1,2.0,0,M,...,.,..,8.0,3.1,,Y,24.31,4.23,17.4,60
98PR00299,S7253,2,43,10,96,1,2.0,0,M,...,.,..,8.2,3.2,,N,22.37,4.14,18.6,62
98PR00300,S7258,2,42,10,96,1,2.0,0,M,...,.,..,7.8,3.1,4TEATS,Y,23.5,3.35,14.2,60
98PR00301,S7261,1,07,11,96,1,2.0,0,R,...,3,3,6.8,2.7,NICE,Y,24.67,4.84,19.6,60
98PR00302,S7262,2,07,11,96,1,2.0,0,R,...,.,..,8.7,3.4,,Y,23.44,4.63,19.8,62
98PR00303,S7221,2,43,13,96,1,2.0,0,F,...,.,..,8.2,3.2,,Y,20.75,3.59,17.3,64
98PR00304,S7229,2,07,13,96,1,2.0,0,F,...,.,..,9.1,3.6,4TEATS,Y,23.0,3.78,16.4,62
98PR00305,S7285,2,42,12,96,1,2.0,0,C,...,.,..,8.3,3.3,,Y,23.55,5.08,21.6,60
98PR00306,S7282,1,07,11,96,1,2.0,0,R,...,4,2,7.0,2.8,,Y,23.11,4.06,17.5,62
98PR00307,S7296,2,07,10,96,1,2.0,0,M,...,.,..,9.5,3.7,,Y,22.46,4.8,21.4,62
98PR00308,S7270,2,07,11,96,1,2.0,0,R,...,.,..,7.8,3.1,,Y,23.33,5.29,22.7,62
98PR00309,S7274,2,07,11,96,1,2.0,0,R,...,.,..,7.8,3.1,,Y,21.49,4.41,20.5,64
98PR00310,S7277,2,07,12,96,1,2.0,0,C,...,.,..,9.0,3.5,,Y,22.09,3.52,15.9,62
98PR00311,T5162,1,02,41,96,1,2.0,2,M,...,1,2-,9.2,3.6,"SUSPECT,Bovis",Y,27.38,5.24,19.2,56
98PR00312,T5168,1,02,42,96,1,2.0,2,C,...,2,2-,8.5,3.3,,Y,25.75,4.15,16.1,58
98PR00313,T5307,1,02,42,96,1,2.0,2,C,...,1,2,8.5,3.3,,Y,27.53,5.03,18.3,56
98PR00314,T5337,1,02,42,96,1,2.0,2,C,...,1,2+,8.9,3.5,,Y,24.26,4.44,18.3,60
98PR00315,T5360,1,02,42,96,1,2.0,2,C,...,1,3,9.0,3.5,,Y,26.65,4.02,15.1,56
98PR00316,T5380,1,02,42,96,1,2.0,2,C,...,1,2,8.0,3.1,,Y,22.78,4.71,20.7,62
98PR00317,T5416,1,02,42,96,1,2.0,2,C,...,1,2+,9.5,3.7,,Y,26.59,4.13,15.6,56
98PR00318,T5435,1,02,42,96,1,2.0,2,C,...,3,3-,7.8,3.1,H3,Y,23.98,4.09,17.0,60
98PR00319,T5444,1,02,42,96,1,2.0,2,C,...,3,3+,6.6,2.6,,Y,24.44,5.06,20.7,60
98PR00320,T5420,1,02,42,96,1,2.0,2,C,...,2,2+,8.2,3.2,H3,Y,22.84,4.47,19.5,62
98PR00321,T5484,1,02,42,96,1,2.0,2,C,...,2,2+,10.0,3.9,4TEATS,Y,25.51,4.1,16.1,58
98PR00322,T5475,1,02,41,96,1,2.0,2,M,...,2,2+,10.0,3.9,4TEATS,Y,27.89,4.65,16.7,54
98PR00323,T5478,1,02,42,96,1,2.0,2,C,...,3,1-,9.1,3.6,,Y,24.66,4.08,16.5,60
98PR00324,T5505,1,02,ID,96,1,2.0,I,I,...,1,3,9.5,3.7,NICE,Y,21.99,4.19,19.1,64
98PR00325,T5538,1,02,ID,96,1,2.0,I,I,...,1,1-,9.2,3.6,,Y,23.9,4.81,20.1,60
98PR00326,T5562,1,02,41,96,1,2.0,2,M,...,1,2+,9.8,3.9,"THIN,AB.JAW",Y,26.04,4.67,18.0,58
98PR00327,T5525,1,02,41,96,1,2.0,2,M,...,1,2,9.3,3.7,,Y,23.76,3.62,15.2,60
98PR00328,T5526,1,02,41,96,1,2.0,2,M,...,2,2-,10.6,4.2,BUMBLEFOOT,Y,27.47,5.37,19.5,56
98PR00329,T5583,1,02,42,96,1,2.0,2,C,...,2,2,9.1,3.6,H3,Y,23.75,4.37,18.4,60
98PR00330,T5582,1,02,42,96,1,2.0,2,C,...,1,2,8.7,3.4,,Y,25.77,4.57,17.7,58
98PR00331,T5593,1,02,42,96,1,2.0,2,C,...,1,2+,9.0,3.5,,Y,22.94,4.25,18.5,62
98PR00332,T5680,1,02,41,96,1,2.0,2,M,...,1,2+,9.0,3.5,,Y,27.17,4.66,17.2,56
98PR00333,T5691,1,02,41,96,1,2.0,2,M,...,1,1-,11.0,4.3,,Y,29.2,4.96,17.0,54
98PR00334,T5213,1,02,41,96,1,2.0,2,M,...,1,2,9.9,3.9,,Y,25.73,3.99,15.5,58
98PR00335,T5255,1,02,42,96,1,2.0,2,C,...,2,2+,7.0,2.8,4TEATS,Y,24.5,3.92,16.0,60
98PR00336,T5252,1,02,41,96,1,2.0,2,M,...,3,2-,9.3,3.7,,Y,23.82,4.0,16.8,60
98PR00337,T5262,1,02,41,96,1,2.0,2,M,...,1,3+,9.0,3.5,,Y,24.56,4.43,18.1,60
98PR00338,T5225,1,02,42,96,1,2.0,2,C,...,2,3+,7.8,3.1,F4-only1/sire,Y,26.33,4.77,18.1,58
98PR00339,T5715,1,02,41,96,1,2.0,2,M,...,2,3+,8.9,3.5,,Y,26.29,4.3,16.4,58
98PR00340,T5707,1,02,42,96,1,2.0,2,C,...,2,2,9.0,3.5,,Y,24.01,4.96,20.7,60
98PR00341,T5790,1,02,42,96,1,2.0,2,C,...,1,4+,9.5,3.7,F5+,Y,28.69,5.83,20.3,54
98PR00342,I0064,1,02,ID,96,1,2.0,I,,#7,1,3+,9.8,3.9,Krakow Ram,Y,24.55,4.25,17.3,60
98PR00343,A4117,1,30,82,97,1,1.0,0,C,...,3,2+,8.0,3.1,,Y,21.87,4.02,18.4,64
98PR00344,A4141,1,71,00,97,1,1.0,0,F,...,.,..,0.0,0.0,RAM      EFxP,N,0.0,0.0,0.0,
98PR00345,A4142,1,71,00,97,1,1.0,0,F,...,2,1-,8.0,3.1,RAM      EFxP,Y,28.49,6.8,23.9,54
98PR00346,A4149,1,30,82,97,1,1.0,0,C,...,4,3+,7.0,2.8,,Y,23.77,5.1,21.5,60
98PR00347,A4152,1,30,82,97,1,1.0,0,C,...,1,2+,7.0,2.8,,Y,25.85,4.72,18.3,58
98PR00348,A4162,1,71,00,97,1,1.0,0,F,...,1,1-,7.9,3.1,RAM      EFxP,Y,27.75,5.84,21.1,56
98PR00349,A4125,1,30,82,97,1,1.0,0,C,...,2,2-,6.3,2.5,,Y,23.22,3.55,15.3,62
98PR00350,A4171,1,30,82,97,1,1.0,0,C,...,2,3+,6.2,2.4,,Y,20.75,3.5,16.9,64
98PR00351,A4095,1,30,82,97,1,1.0,0,C,...,1,2-,6.3,2.5,,Y,25.75,4.3,16.7,58
98PR00352,A4310,1,30,82,97,1,1.0,0,C,...,2,1-,7.5,3.0,,Y,22.63,4.64,20.5,62
98PR00353,A4314,1,30,81,97,1,1.0,0,M,...,2,2+,7.3,2.9,,Y,24.32,5.05,20.8,60
98PR00354,A4315,1,30,81,97,1,1.0,0,M,...,2,3+,6.0,2.4,NICE,Y,24.98,5.02,20.1,58
98PR00355,A4339,1,30,81,97,1,1.0,0,M,...,2,2,6.3,2.5,"PINK,SM.TSTS",Y,22.53,3.86,17.1,62
98PR00356,A4328,1,30,81,97,1,1.0,0,M,...,2,2+,5.6,2.2,NICE,Y,21.39,3.86,18.1,64
98PR00357,A4383,1,30,82,97,1,1.0,0,C,...,1,2+,6.3,2.5,,Y,22.83,4.28,18.7,62
98PR00358,A4395,1,30,81,97,1,1.0,0,M,...,3,3+,8.0,3.1,"H3,chk",Y,23.69,4.87,20.6,60
98PR00359,A4371,1,30,82,97,1,1.0,0,C,...,2,2,7.0,2.8,,Y,19.33,3.74,19.3,70
98PR00360,A4414,1,30,82,97,1,1.0,0,C,...,1,2,7.0,2.8,,Y,24.17,3.91,16.2,60
98PR00361,A4409,1,30,82,97,1,1.0,0,C,...,2,2,6.8,2.7,,Y,25.59,4.62,18.0,58
98PR00362,A4434,1,30,82,97,1,1.0,0,C,...,2,3+,5.2,2.0,"UGLY,SM.TSTS",Y,22.82,4.12,18.0,62
98PR00363,A4435,1,30,82,97,1,1.0,0,C,...,2,2-,6.8,2.7,,Y,24.3,4.34,17.9,60
98PR00364,A4441,1,30,81,97,1,1.0,0,M,...,1,2,8.0,3.1,,Y,21.62,4.16,19.2,64
98PR00365,A4446,1,30,81,97,1,1.0,0,M,...,1,3+,7.0,2.8,TWIN W/ A4442,Y,22.11,4.58,20.7,62
98PR00366,A4487,1,30,82,97,1,1.0,0,C,...,2,3+,7.0,2.8,,Y,20.93,4.0,19.1,64
98PR00367,A4493,1,30,82,97,1,1.0,0,C,...,2,3+,6.8,2.7,,Y,24.92,4.81,19.3,60
98PR00368,A4535,1,30,81,97,1,1.0,0,M,...,2,2-,6.0,2.4,,Y,25.56,5.86,22.9,58
98PR00369,A4567,1,30,81,97,1,1.0,0,M,...,2,3+,6.0,2.4,,Y,22.32,4.13,18.5,62
98PR00370,A4521,1,30,81,97,1,1.0,0,M,...,1,3+,6.0,2.4,,Y,23.86,4.83,20.3,60
98PR00371,A4528,1,30,81,97,1,1.0,0,M,...,1,2,7.8,3.1,,Y,23.02,4.3,18.7,62
98PR00372,A4591,1,30,81,97,1,1.0,0,M,...,2,2+,7.8,3.1,,Y,24.14,4.5,18.7,60
98PR00373,A4593,1,30,82,97,1,1.0,0,C,...,1,1-,5.8,2.3,,Y,23.16,4.14,17.9,62
98PR00374,A4571,1,30,82,97,1,1.0,0,C,...,1,2,7.0,2.8,,Y,23.14,4.65,20.1,62
98PR00375,A4574,1,30,82,97,1,1.0,0,C,...,3,2+,7.5,3.0,,Y,20.98,5.71,27.2,62
98PR00376,A4572,1,30,81,97,1,1.0,0,M,...,2,2,5.5,2.2,NICE,Y,22.36,4.29,19.2,62
98PR00377,A4611,1,30,82,97,1,1.0,0,C,...,2,2-,5.5,2.2,,Y,23.1,3.91,16.9,62
98PR00378,A4614,1,30,81,97,1,1.0,0,M,...,2,2,6.8,2.7,,Y,27.54,6.1,22.2,56
98PR00379,A4616,1,30,82,97,1,1.0,0,C,...,3,2,8.0,3.1,"X,R.TAIL,EPI",Y,23.03,5.11,22.2,62
98PR00380,A4607,1,30,81,97,1,1.0,0,M,...,2,2,6.8,2.7,,Y,22.09,4.98,22.6,62
98PR00381,A4660,1,30,81,97,1,1.0,0,M,...,2,2+,6.4,2.5,,Y,24.17,4.7,19.5,60
98PR00382,A4683,1,30,82,97,1,1.0,0,C,...,1,2+,7.7,3.0,,Y,23.62,4.13,17.5,60
98PR00383,A4678,1,30,81,97,1,1.0,0,M,...,2,2,5.6,2.2,,Y,22.05,3.66,16.6,62
98PR00384,A4679,1,30,82,97,1,1.0,0,C,...,2,1-,6.3,2.5,Save 1998sale,Y,20.82,3.18,15.3,64
98PR00385,A4215,1,30,81,97,1,1.0,0,M,...,2,2+,7.5,3.0,SM.TESTES,Y,23.56,4.34,18.4,60
98PR00386,A4201,1,30,81,97,1,1.0,0,M,...,2,2+,8.0,3.1,,Y,21.65,4.24,19.6,64
98PR00387,A4203,1,71,00,97,1,1.0,0,F,...,2,1,8.5,3.3,RAM      EFxP,Y,27.24,4.77,17.5,56
98PR00388,A4206,1,30,82,97,1,1.0,0,C,...,1,2-,7.2,2.8,,Y,20.96,4.08,19.5,64
98PR00389,A4247,1,30,82,97,1,1.0,0,C,...,1,2,6.5,2.6,,Y,22.82,4.05,17.7,62
98PR00390,A4254,1,30,81,97,1,1.0,0,M,...,2,2-,8.0,3.1,,Y,25.62,5.56,21.7,58
98PR00391,A4280,1,71,00,97,1,1.0,0,F,...,2,1-,7.8,3.1,RAM      EFxP,Y,24.14,4.38,18.1,60
98PR00392,A4299,1,30,82,97,1,1.0,0,C,...,2,2-,6.2,2.4,NICE,Y,22.15,4.25,19.2,62
98PR00393,K9315,1,91,00,97,1,1.0,0,D,...,2,1-,6.0,2.4,RAM,N,0.0,0.0,0.0,
98PR00394,K9301,1,05,00,97,1,1.0,0,H,...,1,3,7.0,2.8,,Y,23.6,4.52,19.2,60
98PR00395,K9302,1,05,00,97,1,1.0,0,H,...,1,3+,7.2,2.8,4TEATS,Y,22.01,4.29,19.5,64
98PR00396,K9338,1,91,00,97,1,1.0,0,D,...,2,3+,6.6,2.6,RAM,N,0.0,0.0,0.0,
98PR00397,K9360,1,91,00,97,1,1.0,0,D,...,3,2+,6.2,2.4,RAM,N,0.0,0.0,0.0,
98PR00398,K9368,1,91,00,97,1,1.0,0,D,...,2,1-,6.3,2.5,RAM,N,0.0,0.0,0.0,
98PR00399,K9320,1,05,00,97,1,1.0,0,H,...,1,3,9.0,3.5,"CC,TEST MATE!",Y,26.37,4.88,18.5,58
98PR00400,K9325,1,91,00,97,1,1.0,0,D,...,2,1-,5.0,2.0,RAM,N,0.0,0.0,0.0,
98PR00401,K9385,1,05,00,97,1,1.0,0,H,...,2,3,5.5,2.2,,Y,22.44,4.56,20.3,62
98PR00402,K9379,1,05,00,97,1,1.0,0,H,...,3,2,6.2,2.4,,Y,22.16,4.23,19.1,62
98PR00403,K9401,1,91,00,97,1,1.0,0,D,...,2,2-,6.0,2.4,RAM,N,0.0,0.0,0.0,
98PR00404,K9402,1,05,00,97,1,1.0,0,H,...,2,3-,6.2,2.4,,Y,20.78,3.8,18.3,64
98PR00405,K9434,1,91,00,97,1,1.0,0,D,...,1,1-,5.0,2.0,RAM,N,0.0,0.0,0.0,
98PR00406,K9449,1,06,68,97,1,1.0,0,M,...,1,3+,7.0,2.8,NICE,Y,24.83,4.76,19.2,60
98PR00407,K9456,1,06,68,97,1,1.0,0,C,...,1,3+,7.8,3.1,,Y,23.18,4.4,19.0,62
98PR00408,K9464,1,06,68,97,1,1.0,0,M,...,2,3+,7.9,3.1,,Y,26.0,5.13,19.8,58
98PR00409,K9484,1,91,00,97,1,1.0,0,D,...,3,2+,6.0,2.4,RAM,N,0.0,0.0,0.0,
98PR00410,K9488,1,91,00,97,1,1.0,0,D,...,1,1-,6.2,2.4,KEMPY (msu),N,21.49,7.14,33.2,58
98PR00411,K9518,1,91,00,97,1,1.0,0,D,...,2,2,4.0,1.6,"RAM,BLACK",N,0.0,0.0,0.0,
98PR00412,K9531,1,06,68,97,1,1.0,0,M,...,3,2-,8.0,3.1,,Y,26.88,4.96,18.4,56
98PR00413,K9530,1,06,68,97,1,1.0,0,M,...,2,3,8.2,3.2,,Y,25.63,5.47,21.3,58
98PR00414,K9535,1,06,68,97,1,1.0,0,M,...,1,3-,8.6,3.4,,Y,26.38,4.37,16.6,58
98PR00415,K9539,1,06,68,97,1,1.0,0,M,...,2,3+,7.3,2.9,,Y,23.46,5.64,24.0,62
98PR00416,K9548,1,06,68,97,1,1.0,0,R,...,1,3+,6.4,2.5,,Y,23.77,5.1,21.5,60
98PR00417,K9549,1,06,68,97,1,1.0,0,R,...,1,2,8.0,3.1,,Y,25.73,5.12,19.9,58
98PR00418,K9568,1,06,68,97,1,1.0,0,M,...,2,3,7.0,2.8,,Y,25.65,4.78,18.6,58
98PR00419,K9583,1,06,68,97,1,1.0,0,R,...,1,3-,8.0,3.1,,Y,26.13,4.47,17.1,58
98PR00420,K9589,1,06,68,97,1,1.0,0,R,...,2,3,6.8,2.7,,Y,25.59,4.69,18.3,58
98PR00421,K9592,1,06,68,97,1,1.0,0,R,...,1,3,9.0,3.5,,Y,24.27,4.25,17.5,60
98PR00422,K9570,1,06,68,97,1,1.0,0,M,...,1,2,8.2,3.2,,Y,28.8,5.64,19.6,54
98PR00423,K9614,1,06,68,97,1,1.0,0,C,...,2,4,6.0,2.4,HUGE,Y,21.21,4.36,20.6,64
98PR00424,K9612,1,06,68,97,1,1.0,0,R,...,2,2+,7.8,3.1,,Y,23.94,4.9,20.5,60
98PR00425,K9617,1,06,68,97,1,1.0,0,C,...,3,3-,8.0,3.1,"NICE,NICE",Y,24.17,4.73,19.6,60
98PR00426,K9603,1,05,00,97,1,1.0,0,H,...,1,3,7.1,2.8,"INPANNIER,CC",Y,22.17,3.92,17.7,62
98PR00427,K9630,1,05,00,97,1,1.0,0,H,...,2,2-,7.2,2.8,CN,Y,24.13,4.79,19.9,60
98PR00428,K9643,1,05,00,97,1,1.0,0,H,...,4,3,7.0,2.8,"homozyg,FAHMY",Y,21.92,3.77,17.2,64
98PR00429,K9650,1,06,68,97,1,1.0,0,R,...,4,3,8.0,3.1,,Y,26.5,6.38,24.1,56
98PR00430,K9657,1,06,68,97,1,1.0,0,C,...,1,3,7.0,2.8,,Y,24.97,5.02,20.1,58
98PR00431,K9660,1,06,68,97,1,1.0,0,R,...,2,3+,7.3,2.9,,Y,26.36,5.23,19.9,58
98PR00432,K9664,1,06,68,97,1,1.0,0,M,...,1,2-,8.2,3.2,,Y,22.81,4.8,21.0,62
98PR00433,K9624,1,91,00,97,1,1.0,0,D,...,2,2,4.0,1.6,"RAM,SORRY",N,0.0,0.0,0.0,
98PR00434,K9680,1,06,68,97,1,1.0,0,M,...,1,3,7.6,3.0,,Y,24.41,4.66,19.1,60
98PR00435,K9688,1,05,00,97,1,1.0,0,H,...,2,3,7.2,2.8,"ENTR,homozyg,",Y,24.28,4.58,18.9,60
98PR00436,K9689,1,06,68,97,1,1.0,0,R,...,1,3+,8.0,3.1,BIG BOY,Y,26.12,4.69,18.0,58
98PR00437,K9687,1,05,00,97,1,1.0,0,H,...,2,3,7.0,2.8,WEAK,Y,25.43,5.49,21.6,58
98PR00438,K9691,1,06,68,97,1,1.0,0,R,...,1,3-,6.8,2.7,"HAIRY,chk?",Y,24.0,5.04,21.0,60
98PR00439,K9697,1,05,00,97,1,1.0,0,H,...,2,3,6.8,2.7,,Y,25.29,4.6,18.2,58
