UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,BGRP,GRP,SF,BPEN,TY3,TY5,FACE,SHOU,SIDE,HIP,GRAMS,RMK,YIELD,MICRON,STAPLE_CM,STAPLE_IN
93PR00466,S0808,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,4,29,28,30,0,,,,7.4,2.9
93PR00467,S0809,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,3,28,25,27,0,,,,6.9,2.7
93PR00468,S0810,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,35,27,21,22,0,,,,5.8,2.3
93PR00469,S0811,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,3,25,25,25,0,,,,6.4,2.5
93PR00470,S0812,2,07,18,90,1,3.0,A,1,S,TXL,1,2.0,,26,25,0,0,,,,6.6,2.6
93PR00471,S0818,2,07,18,90,1,3.0,1,,S, 12,1,1.0,,25,25,0,0,,,,6.4,2.5
93PR00472,S0819,2,07,18,90,1,3.0,1,,S, 32,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00473,S0820,1,07,18,90,1,3.0,,,,,,,3,75,74,0,0,,52.6,23.7,7.5,2.9
93PR00474,S0823,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,2,31,22,26,0,,,,6.6,2.6
93PR00475,S0824,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,3,31,28,30,0,,,,7.6,3.0
93PR00476,S0826,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,28,24,28,0,,,,6.9,2.7
93PR00477,S0828,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,25,20,24,0,,,,5.8,2.3
93PR00478,S0829,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00479,S0830,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,15,23,21,24,0,,,,5.8,2.3
93PR00480,S0831,2,07,US,90,1,3.0,1,m,S,B-0,2,0.0,,0,0,0,0,,,,0.0,0.0
93PR00481,S0832,2,07,US,90,1,3.0,1,m,S,B-0,1,0.0,2,23,23,22,0,,,,5.8,2.3
93PR00482,S0834,2,07,18,90,1,3.0,1,,S, 23,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00483,S0835,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,26,25,25,0,,,,6.4,2.5
93PR00484,S0837,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,2,35,34,30,0,,,,8.4,3.3
93PR00485,S0844,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,26,26,26,0,,,,6.6,2.6
93PR00486,S0845,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,3,26,26,26,0,,,,6.6,2.6
93PR00487,S0847,2,07,18,90,1,3.0,1,,S, 37,1,1.0,,25,25,0,0,,,,6.4,2.5
93PR00488,S0854,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,3,28,22,26,0,,,,6.4,2.5
93PR00489,S0855,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00490,S0856,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,15,22,19,25,0,,,,5.6,2.2
93PR00491,S0860,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,30,24,24,0,,,,6.6,2.6
93PR00492,S0861,2,07,18,90,1,3.0,A,3,S,208,1,2.0,,25,24,0,0,,,,6.4,2.5
93PR00493,S0864,2,07,18,90,1,3.0,1,,S, 13,2,2.0,,25,27,0,0,,,,6.6,2.6
93PR00494,S0866,2,07,18,90,1,3.0,A,1,S,TXL,2,2.0,,25,21,0,0,,,,5.8,2.3
93PR00495,S0867,2,07,18,90,1,3.0,1,,S, 33,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00496,S0868,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,26,21,24,0,,,,6.1,2.4
93PR00497,S0870,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,30,30,28,0,,,,7.4,2.9
93PR00498,S0875,2,07,18,90,1,3.0,1,,S, 24,1,1.0,,27,24,0,0,,,,6.6,2.6
93PR00499,S0877,2,07,18,90,1,3.0,A,2,S,338,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00500,S0878,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,1,24,24,25,0,,,,6.1,2.4
93PR00501,S0880,2,07,US,90,1,3.0,1,m,S,B-0,2,1.0,25,24,24,25,0,,,,6.1,2.4
93PR00502,S0883,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,27,22,26,0,,,,6.4,2.5
93PR00503,S0888,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,3,29,28,29,0,,,,7.4,2.9
93PR00504,S0889,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,28,26,28,0,,,,6.9,2.7
93PR00505,S0890,2,07,18,90,1,3.0,1,,S, 14,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00506,S0892,2,07,18,90,1,3.0,1,,S, 34,3,1.0,,3,28,0,0,,,,4.1,1.6
93PR00507,S0901,2,07,18,90,1,3.0,1,,S, 21,1,0.0,,0,0,0,0,,,,0.0,0.0
93PR00508,S0909,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,25,22,24,0,,,,6.1,2.4
93PR00509,S0910,2,07,US,90,1,3.0,1,m,S,B-0,2,1.0,2,24,29,28,0,,,,6.9,2.7
93PR00510,S0916,2,07,US,90,1,3.0,1,m,S,B-0,2,1.0,15,27,25,26,0,,,,6.6,2.6
93PR00511,S0917,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,23,23,24,0,,,,5.8,2.3
93PR00512,S0922,2,07,18,90,1,3.0,A,1,S,TXL,1,0.0,,0,0,0,0,,,,0.0,0.0
93PR00513,S0929,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,30,25,27,0,,,,6.9,2.7
93PR00514,S0930,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,24,23,28,0,,,,6.4,2.5
93PR00515,S0931,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,20,21,23,0,,,,5.3,2.1
93PR00516,S0932,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,29,29,28,0,,,,7.4,2.9
93PR00517,S0933,2,07,18,90,1,3.0,1,,S, 35,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00518,S0935,2,07,18,90,1,3.0,1,,S, 36,3,1.0,,34,32,0,0,,,,8.4,3.3
93PR00519,S0938,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00520,S0946,2,07,18,90,1,3.0,1,,S, 11,2,2.0,,31,30,0,0,,,,7.9,3.1
93PR00521,S0959,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,3,25,24,25,0,,,,6.4,2.5
93PR00522,S0969,2,07,18,90,1,3.0,1,,S, 31,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00523,S0974,2,07,18,90,1,3.0,1,,S, 22,1,1.0,,26,24,0,0,,,,6.4,2.5
93PR00524,S0975,1,07,18,90,1,3.0,,,,,,,3,62,61,0,0,,59.0,25.0,6.2,2.4
93PR00525,S0978,2,07,18,90,1,3.0,1,,S, 37,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00526,S0980,2,07,18,90,1,3.0,A,1,S,TXL,1,1.0,,30,30,0,0,,,,7.6,3.0
93PR00527,S0996,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,3,27,26,28,0,,,,6.9,2.7
93PR00528,S1008,2,07,18,90,1,3.0,1,,S, 12,2,2.0,,27,24,0,0,,,,6.6,2.6
93PR00529,S1016,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,25,26,23,24,0,,,,6.1,2.4
93PR00530,S1026,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00531,S1034,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,4,27,25,26,0,,,,6.6,2.6
93PR00532,S1038,2,07,18,90,1,3.0,1,,S, 32,2,2.0,,20,22,0,0,,,,5.3,2.1
93PR00533,S1055,2,07,18,90,1,3.0,1,,S, 23,2,1.0,,25,25,0,0,,,,6.4,2.5
93PR00534,S1057,2,07,18,90,1,3.0,A,3,S,338,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00535,S1059,2,07,18,90,1,3.0,A,2,S,208,1,1.0,,3,29,0,0,,,,4.1,1.6
93PR00536,S1079,2,41,10,90,2,2.5,F,,F,F93,2,2.0,,25,24,0,0,SM.BAG,,,6.4,2.5
93PR00537,S1082,2,41,10,90,2,2.5,F,,F,F93,3,1.0,,27,26,0,0,,,,6.9,2.7
93PR00538,S1090,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,26,22,0,0,,,,6.1,2.4
93PR00539,S1130,1,07,13,90,2,2.5,,,,,,,2+,68,64,0,0,,54.5,25.0,6.6,2.6
93PR00540,S1137,2,41,10,90,2,2.5,F,,F,F93,1,1.0,,27,27,0,0,,,,6.9,2.7
93PR00541,S1139,2,41,10,90,2,2.5,F,,F,F93,2,1.0,,28,27,0,0,,,,7.1,2.8
93PR00542,S1153,2,41,10,90,2,2.5,F,,F,F93,1,1.0,,30,30,0,0,,,,7.6,3.0
93PR00543,S1155,2,41,10,90,2,2.5,F,,F,F93,2,2.0,,26,28,0,0,,,,6.9,2.7
93PR00544,S1167,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,22,21,0,0,,,,5.6,2.2
93PR00545,S1169,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,27,25,0,0,,,,6.6,2.6
93PR00546,S1171,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR00547,S1177,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,24,25,0,0,,,,6.4,2.5
93PR00548,S1178,1,07,13,90,2,2.5,,,,,,,2+,58,59,0,0,,52.3,22.5,5.9,2.3
93PR00549,S1179,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,30,0,0,,,,7.4,2.9
93PR00550,S1182,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,25,20,0,0,,,,5.8,2.3
93PR00551,S1183,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,30,30,0,0,,,,7.6,3.0
93PR00552,S1184,1,07,13,90,2,2.5,,,,,,,3+,60,58,0,0,,53.8,23.4,5.9,2.3
93PR00553,S1190,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,29,25,0,0,,,,6.9,2.7
93PR00554,S1194,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,26,25,0,0,,,,6.6,2.6
93PR00555,S1200,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,24,25,0,0,,,,6.4,2.5
93PR00556,S1202,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,24,24,0,0,,,,6.1,2.4
93PR00557,S1207,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,30,29,0,0,,,,7.6,3.0
93PR00558,S1208,1,07,13,90,2,2.5,,,,,,,3-,72,64,0,0,,55.6,21.4,6.8,2.7
93PR00559,S1211,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR00560,S1215,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,25,0,0,,,,6.9,2.7
93PR00561,S1216,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,28,0,0,,,,7.1,2.8
93PR00562,S1217,2,07,10,90,2,2.5,F,,F,F93,1,1.0,,27,24,0,0,,,,6.6,2.6
93PR00563,S1219,1,07,13,90,2,2.5,,,,,,,2+,52,53,0,0,,53.7,24.2,5.3,2.1
93PR00564,S1222,2,07,10,90,2,2.5,F,,F,F93,1,1.0,,30,28,0,0,,,,7.4,2.9
93PR00565,S1223,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,23,25,0,0,,,,6.1,2.4
93PR00566,S1224,2,07,10,90,2,2.5,F,,F,F93,2,1.0,,22,23,0,0,,,,5.8,2.3
93PR00567,S1227,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,27,25,0,0,,,,6.6,2.6
93PR00568,S1229,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,26,24,0,0,,,,6.4,2.5
93PR00569,S1236,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,26,26,0,0,,,,6.6,2.6
93PR00570,S1237,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,25,26,0,0,,,,6.6,2.6
93PR00571,S1238,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,30,31,0,0,,,,7.9,3.1
93PR00572,S1240,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,24,22,0,0,,,,5.8,2.3
93PR00573,S1241,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,28,0,0,,,,7.1,2.8
93PR00574,S1244,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,25,25,0,0,,,,6.4,2.5
93PR00575,S1247,2,07,10,90,2,2.5,F,,F,F93,1,1.0,,27,27,0,0,,,,6.9,2.7
93PR00576,S1248,1,07,13,90,2,2.5,,,,,,,3+,62,63,0,0,,55.4,23.5,6.3,2.5
93PR00577,S1249,2,07,10,90,2,2.5,F,,F,F93,1,1.0,,33,33,0,0,,,,8.4,3.3
93PR00578,S1254,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,26,24,0,0,,,,6.4,2.5
93PR00579,S1257,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,29,0,0,,,,7.4,2.9
93PR00580,S1260,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,25,29,0,0,,,,6.9,2.7
93PR00581,S1262,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,29,27,0,0,,,,7.1,2.8
93PR00582,S1269,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR00583,S1271,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,27,25,0,0,,,,6.6,2.6
93PR00584,S1273,1,07,10,90,2,2.5,,,,,,,3,58,58,0,0,,48.2,22.6,5.8,2.3
93PR00585,S1274,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,29,28,0,0,,,,7.4,2.9
93PR00586,S1278,2,07,10,90,2,2.5,F,,F,F93,1,1.0,,32,32,0,0,,,,8.1,3.2
93PR00587,S1281,2,07,10,90,2,2.5,F,,F,F93,0,0.0,,27,27,0,0,,,,6.9,2.7
93PR00588,S1288,2,07,18,91,1,2.0,1,,S, 13,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00589,S1292,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00590,S1294,2,07,18,91,1,2.0,1,,S, 33,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00591,S1295,1,42,18,91,1,2.0,,,,,,,2-,80,79,0,0,,69.9,22.7,8.0,3.1
93PR00592,S1299,1,42,18,91,1,2.0,,,,,,,3+,79,77,0,0,,62.8,22.4,7.8,3.1
93PR00593,S1304,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00594,S1308,2,07,18,91,1,2.0,1,,S, 21,0,0.0,,28,28,0,0,,,,7.1,2.8
93PR00595,S1309,2,07,18,91,1,2.0,1,,S, 35,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00596,S1311,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00597,S1312,2,07,18,91,1,2.0,1,,S, 41,0,0.0,,25,28,0,0,,,,6.9,2.7
93PR00598,S1315,2,07,18,91,1,2.0,1,,S, 14,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00599,S1327,2,07,18,91,1,2.0,1,,S, 34,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00600,S1329,2,07,18,91,1,2.0,1,,S, 24,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00601,S1331,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00602,S1332,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00603,S1333,2,07,18,91,1,2.0,A,1,S,TXL,1,0.0,,0,0,0,0,,,,0.0,0.0
93PR00604,S1334,2,07,18,91,1,2.0,1,,S, 36,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00605,S1335,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00606,S1341,2,07,18,91,1,2.0,1,,S, 37,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00607,S1348,2,07,18,91,1,2.0,1,,S, 11,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00608,S1349,2,07,18,91,1,2.0,1,,S, 31,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00609,S1350,2,07,18,91,1,2.0,1,,S, 22,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00610,S1355,2,07,18,91,1,2.0,A,3,S,208,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00611,S1356,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00612,S1358,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00613,S1359,2,07,18,91,1,2.0,1,,S, 42,0,0.0,,26,25,0,0,,,,6.6,2.6
93PR00614,S1360,2,42,18,91,1,2.0,1,,S, 41,1,0.0,,0,0,0,0,,,,0.0,0.0
93PR00615,S1361,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00616,S1369,2,07,18,91,1,2.0,1,,S, 32,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00617,S1376,2,42,18,91,1,2.0,1,,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00618,S1380,2,07,18,91,1,2.0,1,,S, 23,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00619,S1384,2,07,18,91,1,2.0,A,2,S,338,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00620,S1389,2,07,18,91,1,2.0,1,,S, 35,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00621,S1391,2,07,18,91,1,2.0,1,,S, 13,0,0.0,,26,26,0,0,,,,6.6,2.6
93PR00622,S1396,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00623,S1397,2,07,18,91,1,2.0,1,,S, 33,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR00624,S1401,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00625,S1403,2,07,18,91,1,2.0,1,,S, 24,0,0.0,,0,0,0,0,?W/ MERINOS,,,0.0,0.0
93PR00626,S1409,2,07,18,91,1,2.0,1,,S, 36,1,0.0,,21,24,0,0,,,,5.8,2.3
93PR00627,S1413,2,07,18,91,1,2.0,1,,S, 14,2,0.0,,0,0,0,0,,,,0.0,0.0
93PR00628,S1415,2,07,18,91,1,2.0,1,,S, 34,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00629,S1416,2,07,18,91,1,2.0,1,,S, 21,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00630,S1424,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00631,S1433,2,07,18,91,1,2.0,1,,S, 37,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00632,S1434,2,07,18,91,1,2.0,A,3,S,338,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00633,S1436,2,07,18,91,1,2.0,1,,S, 41,0,0.0,,28,28,0,0,,,,7.1,2.8
93PR00634,S1441,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00635,S1449,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00636,S1451,2,07,18,91,1,2.0,1,,S, 11,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00637,S1452,2,07,18,91,1,2.0,1,,S, 31,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00638,S1453,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00639,S1458,2,07,18,91,1,2.0,1,,S, 22,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00640,S1459,2,07,18,91,1,2.0,A,2,S,208,0,0.0,,0,80,0,0,,,,10.2,4.0
93PR00641,S1462,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00642,S1470,2,07,18,91,1,2.0,1,,S, 12,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00643,S1476,1,07,18,91,1,2.0,,,,,,,4+,65,68,0,0,,61.6,20.7,6.7,2.6
93PR00644,S1481,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00645,S1482,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00646,S1485,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00647,S1491,2,07,18,91,1,2.0,1,,S, 32,2,0.0,,0,0,0,0,,,,0.0,0.0
93PR00648,S1499,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00649,S1500,2,42,18,91,1,2.0,1,,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00650,S1508,1,07,18,91,1,2.0,,,,,,,3-,64,60,0,0,,49.7,20.6,6.2,2.4
93PR00651,S1511,2,07,18,91,1,2.0,1,,S, 23,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00652,S1513,2,07,18,91,1,2.0,1,,S, 35,2,0.0,,26,25,0,0,,,,6.6,2.6
93PR00653,S1516,2,07,18,91,1,2.0,1,,S, 36,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00654,S1518,2,07,18,91,1,2.0,1,,S, 13,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00655,S1521,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00656,S1522,2,07,18,91,1,2.0,1,,S, 33,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00657,S1524,1,07,18,91,1,2.0,,,,,,,2,52,56,0,0,,52.0,20.0,5.4,2.1
93PR00658,S1530,2,07,18,91,1,2.0,1,,S, 24,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00659,S1532,2,07,18,91,1,2.0,1,,S, 37,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00660,S1533,2,07,18,91,1,2.0,1,,S, 14,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00661,S1538,2,07,18,91,1,2.0,1,,S, 34,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00662,S1551,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00663,S1556,2,07,18,91,1,2.0,1,,S, 21,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00664,S1571,2,42,18,91,1,2.0,1,,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00665,S1572,1,07,18,91,1,2.0,,,,,,,3+,62,63,0,0,,64.4,22.0,6.3,2.5
93PR00666,S1573,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00667,S1575,2,07,18,91,1,2.0,1,S,S, 42,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00668,S1579,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00669,S1589,2,07,18,91,1,2.0,A,3,S,208,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00670,S1590,2,07,18,91,1,2.0,A,2,S,338,1,1.0,,20,20,0,0,,,,5.1,2.0
93PR00671,S1596,1,07,18,91,1,2.0,,,,,,,4+,68,66,0,0,,52.2,24.4,6.7,2.6
93PR00672,S1607,2,07,18,91,1,2.0,1,,S, 11,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00673,S1611,2,07,18,91,1,2.0,1,,S, 31,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00674,S1613,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00675,S1614,2,42,18,91,1,2.0,1,,S, 41,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00676,S1621,2,07,18,91,1,2.0,1,,S, 23,1,0.0,,28,30,0,0,,,,7.4,2.9
93PR00677,S1622,2,07,18,91,1,2.0,1,,S, 35,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00678,S1630,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00679,S1637,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00680,S1640,2,07,18,91,1,2.0,1,,S, 12,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00681,S1641,2,07,18,91,1,2.0,1,,S, 32,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00682,S1643,2,07,18,91,1,2.0,1,,S, 22,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00683,S1645,2,07,18,91,1,2.0,1,,S, 36,0,0.0,,26,26,0,0,,,,6.6,2.6
93PR00684,S1652,2,07,18,91,1,2.0,1,,S, 37,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00685,S1659,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00686,S1662,2,07,18,91,1,2.0,1,S,S,NON,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00687,S1664,2,07,18,91,1,2.0,1,,S, 13,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00688,S1667,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00689,S1677,1,07,18,91,1,2.0,,,,,,,3+,62,60,0,0,,45.6,24.8,6.1,2.4
93PR00690,S1684,2,07,18,91,1,2.0,1,S,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00691,S1690,2,07,18,91,1,2.0,1,,S, 33,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00692,S1701,2,07,18,91,1,2.0,1,S,S,NON,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00693,S1705,2,07,18,91,1,2.0,1,,S, 24,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00694,S1709,2,07,18,91,1,2.0,1,S,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00695,S1710,2,07,18,91,1,2.0,1,S,S,NON,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00696,S1711,2,07,18,91,1,2.0,1,S,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00697,S1715,2,07,18,91,1,2.0,1,S,S,NON,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00698,S1725,2,07,18,91,1,2.0,1,,S, 14,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00699,S1731,2,07,18,91,1,2.0,1,S,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00700,S1735,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00701,S1738,2,07,18,91,1,2.0,1,,S, 34,0,0.0,,0,0,0,0,,,,0.0,0.0
