UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,BGRP,GRP,SF,BPEN,TY3,TY5,FACE,SHOU,SIDE,HIP,GRAMS,RMK,YIELD,MICRON,STAPLE_CM,STAPLE_IN
93PR01179,T2348,1,02,42,91,1,2.0,,,,,,,3+,70,72,0,0,,61.0,24.4,7.1,2.8
93PR01180,T2374,1,02,42,91,1,2.0,,,,,,,,0,0,0,0,,,,0.0,0.0
93PR01181,T2385,1,02,42,91,1,2.0,,,,,,,2,70,72,0,0,,60.2,25.5,7.1,2.8
93PR01182,T2481,1,02,42,91,1,2.0,,,,,,,2,68,65,0,0,,70.5,21.3,6.7,2.6
93PR01183,T2551,1,02,41,92,1,1.0,,,,,,,3,73,75,0,0,,64.4,21.4,7.4,2.9
93PR01184,T2555,1,02,41,92,1,1.0,,,,,,,2-,72,74,0,0,,67.0,20.5,7.3,2.9
93PR01185,T2556,1,02,41,92,1,1.0,,,,,,,2-,79,79,0,0,,70.7,19.7,7.9,3.1
93PR01186,T2561,1,02,41,92,1,1.0,,,,,,,,0,0,0,0,X.ORCHITIS,,,0.0,0.0
93PR01187,T2562,1,02,41,92,1,1.0,,,,,,,3+,72,72,0,0,,63.5,22.2,7.2,2.8
93PR01188,T2575,1,02,42,92,1,1.0,,,,,,,2-,53,61,0,0,,62.5,20.3,5.7,2.2
93PR01189,T2580,1,02,41,92,1,1.0,,,,,,,2-,64,71,0,0,,65.4,21.9,6.8,2.7
93PR01190,T2590,1,02,41,92,1,1.0,,,,,,,3,57,62,0,0,,66.0,19.5,6.0,2.3
93PR01191,T2601,1,02,41,92,1,1.0,,,,,,,2+,64,70,0,0,,68.7,21.5,6.7,2.6
93PR01192,T2611,1,02,41,92,1,1.0,,,,,,,2-,69,71,0,0,,72.4,19.1,7.0,2.8
93PR01193,T2614,1,02,42,92,1,1.0,,,,,,,3,72,74,0,0,,70.8,22.3,7.3,2.9
93PR01194,T2616,1,02,42,92,1,1.0,,,,,,,2-,51,52,0,0,,52.8,20.8,5.2,2.0
93PR01195,T2619,1,02,41,92,1,1.0,,,,,,,2,60,66,0,0,,61.0,20.4,6.3,2.5
93PR01196,T2621,1,02,41,92,1,1.0,,,,,,,3-,82,85,0,0,,61.5,23.9,8.4,3.3
93PR01197,T2636,1,02,42,92,1,1.0,,,,,,,2,60,61,0,0,,53.8,21.2,6.1,2.4
93PR01198,T2638,1,02,42,92,1,1.0,,,,,,,2,72,72,0,0,,60.5,19.8,7.2,2.8
93PR01199,T2643,1,02,42,92,1,1.0,,,,,,,3+,66,67,0,0,,73.0,22.1,6.7,2.6
93PR01200,T2653,1,02,41,92,1,1.0,,,,,,,2-,72,75,0,0,,63.9,21.8,7.4,2.9
93PR01201,T2654,1,02,41,92,1,1.0,,,,,,,2,64,68,0,0,,62.0,20.9,6.6,2.6
93PR01202,T2678,1,02,42,92,1,1.0,,,,,,,2,68,70,0,0,,71.0,22.4,6.9,2.7
93PR01203,T2685,1,02,42,92,1,1.0,,,,,,,3,68,66,0,0,,64.2,19.6,6.7,2.6
93PR01204,T2691,1,02,42,92,1,1.0,,,,,,,2-,58,59,0,0,,55.5,21.4,5.9,2.3
93PR01205,T2696,1,02,41,92,1,1.0,,,,,,,2-,64,69,0,0,,64.6,21.9,6.7,2.6
93PR01206,T2698,1,02,42,92,1,1.0,,,,,,,2-,61,60,0,0,,64.3,20.3,6.1,2.4
93PR01207,T2705,1,02,41,92,1,1.0,,,,,,,3+,71,70,0,0,,64.7,20.6,7.1,2.8
93PR01208,T2714,1,02,41,92,1,1.0,,,,,,,3+,64,65,0,0,,66.5,21.2,6.5,2.5
93PR01209,T2727,1,02,48,92,1,1.0,,,,,,,3+,53,56,0,0,,59.0,18.5,5.5,2.1
93PR01210,T2735,1,02,41,92,1,1.0,,,,,,,2-,62,65,0,0,,61.8,20.4,6.4,2.5
93PR01211,T2745,1,02,48,92,1,1.0,,,,,,,3-,63,62,0,0,,61.1,21.3,6.3,2.5
93PR01212,T2767,1,02,41,92,1,1.0,,,,,,,3+,68,75,0,0,,70.6,20.1,7.2,2.8
93PR01213,T2776,1,02,42,92,1,1.0,,,,,,,2-,51,55,0,0,,68.9,19.3,5.3,2.1
93PR01214,T2788,1,02,42,92,1,1.0,,,,,,,2-,72,79,0,0,,70.6,21.1,7.6,3.0
93PR01215,T2813,1,02,48,92,1,1.0,,,,,,,3-,59,59,0,0,,66.8,21.4,5.9,2.3
93PR01216,T2816,1,02,48,92,1,1.0,,,,,,,2-,72,72,0,0,,65.9,21.1,7.2,2.8
93PR01217,T2839,1,02,48,92,1,1.0,,,,,,,3,56,60,0,0,,60.3,22.1,5.8,2.3
93PR01218,T2856,1,02,48,92,1,1.0,,,,,,,3+,62,64,0,0,,62.6,20.8,6.3,2.5
93PR01219,T2857,1,02,48,92,1,1.0,,,,,,,3+,59,58,0,0,,49.5,21.7,5.9,2.3
93PR01220,T2864,1,02,48,92,1,1.0,,,,,,,2-,58,62,0,0,,63.8,22.5,6.0,2.4
93PR01221,T2879,1,02,41,92,1,1.0,,,,,,,3-,62,63,0,0,,58.0,22.2,6.3,2.5
93PR01222,T2891,1,02,42,92,1,1.0,,,,,,,2-,51,52,0,0,,52.0,18.7,5.2,2.0
93PR01223,T2936,1,02,41,92,1,1.0,,,,,,,3,68,65,0,0,,67.1,19.8,6.7,2.6
93PR01224,T2949,1,02,48,92,1,1.0,,,,,,,2-,68,66,0,0,,64.1,18.3,6.7,2.6
93PR01225,T2978,1,02,48,92,1,1.0,,,,,,,3+,53,55,0,0,,57.2,20.9,5.4,2.1
93PR01226,T2990,1,02,48,92,1,1.0,,,,,,,2,52,58,0,0,,56.1,21.4,5.5,2.2
93PR01227,T3001,1,02,48,92,1,1.0,,,,,,,4,50,50,0,0,,53.2,21.5,5.0,2.0
93PR01228,T3029,1,02,42,92,1,1.0,,,,,,,3,66,65,0,0,,59.0,21.2,6.6,2.6
93PR01229,T3030,1,02,48,92,1,1.0,,,,,,,3-,55,55,0,0,,57.7,20.2,5.5,2.2
93PR01230,T3049,1,02,48,92,1,1.0,,,,,,,3,62,62,0,0,,63.4,18.6,6.2,2.4
93PR01231,T3053,1,02,42,92,1,1.0,,,,,,,3+,62,67,0,0,,65.4,19.3,6.5,2.5
93PR01232,T3077,1,02,42,92,1,1.0,,,,,,,4+,62,66,0,0,,59.9,21.4,6.4,2.5
93PR01233,T3081,1,02,41,92,1,1.0,,,,,,,2,59,64,0,0,,69.0,18.5,6.2,2.4
93PR01234,T3083,1,02,42,92,1,1.0,,,,,,,3-,52,55,0,0,,67.3,20.3,5.4,2.1
93PR01235,T3100,1,02,48,92,1,1.0,,,,,,,3,53,54,0,0,,61.9,21.5,5.4,2.1
93PR01236,T3101,1,02,48,92,1,1.0,,,,,,,3-,45,51,0,0,,57.4,20.1,4.8,1.9
93PR01237,T3114,1,02,42,92,1,1.0,,,,,,,3,60,61,0,0,,65.9,19.3,6.1,2.4
93PR01238,T3116,1,02,41,92,1,1.0,,,,,,,2,70,68,0,0,,63.9,20.4,6.9,2.7
93PR01239,T3117,1,02,41,92,1,1.0,,,,,,,2,63,66,0,0,,63.3,20.6,6.5,2.5
93PR01240,T3121,1,02,48,92,1,1.0,,,,,,,3-,55,58,0,0,,55.1,20.6,5.7,2.2
93PR01241,T3128,1,02,48,92,1,1.0,,,,,,,2-,60,59,0,0,,58.9,19.1,6.0,2.3
93PR01242,T3165,1,02,48,92,1,1.0,,,,,,,2-,59,62,0,0,,63.4,19.0,6.1,2.4
93PR01243,T3167,1,02,48,92,1,1.0,,,,,,,2-,52,54,0,0,,54.7,22.5,5.3,2.1
93PR01244,T3191,1,02,48,92,1,1.0,,,,,,,2+,63,66,0,0,,67.9,21.5,6.5,2.5
93PR01245,T3218,1,02,48,92,1,1.0,,,,,,,3,45,45,0,0,,50.6,20.4,4.5,1.8
93PR01246,T3241,1,02,48,92,1,1.0,,,,,,,2,62,63,0,0,,62.1,21.2,6.3,2.5
93PR01247,T3288,1,02,48,92,1,1.0,,,,,,,3+,68,70,0,0,,67.8,19.3,6.9,2.7
93PR01248,T3291,1,02,42,92,1,1.0,,,,,,,3-,60,55,0,0,,68.1,20.8,5.8,2.3
93PR01249,T3304,1,02,42,92,1,1.0,,,,,,,3+,55,55,0,0,,61.4,19.6,5.5,2.2
93PR01250,T3306,1,02,48,92,1,1.0,,,,,,,3,62,63,0,0,,62.7,20.3,6.3,2.5
93PR01251,T3312,1,02,48,92,1,1.0,,,,,,,2,66,66,0,0,,66.5,21.7,6.6,2.6
93PR01252,T3338,1,02,48,92,1,1.0,,,,,,,3,51,50,0,0,,60.3,19.6,5.1,2.0
93PR01253,T3341,1,02,48,92,1,1.0,,,,,,,2-,50,51,0,0,,60.0,19.9,5.1,2.0
93PR01254,T3360,1,02,48,92,1,1.0,,,,,,,3-,59,57,0,0,,59.7,18.8,5.8,2.3
93PR01255,T3364,1,02,48,92,1,1.0,,,,,,,2-,56,59,0,0,,63.3,20.3,5.8,2.3
93PR01256,T3366,1,02,41,92,1,1.0,,,,,,,3+,69,68,0,0,,32.1,24.2,6.9,2.7
93PR01257,T3386,1,02,42,92,1,1.0,,,,,,,3,58,62,0,0,,67.9,17.5,6.0,2.4
93PR01258,T3402,1,02,41,92,1,1.0,,,,,,,3,63,62,0,0,,59.3,21.7,6.3,2.5
93PR01259,T3417,1,02,48,92,1,1.0,,,,,,,3,61,62,0,0,,71.1,20.1,6.2,2.4
93PR01260,T3418,1,02,48,92,1,1.0,,,,,,,2,62,62,0,0,,65.8,21.4,6.2,2.4
93PR01261,T3487,1,02,48,92,1,1.0,,,,,,,3,51,51,0,0,,57.4,24.7,5.1,2.0
93PR01262,T3501,1,02,48,92,1,1.0,,,,,,,2-,55,54,0,0,,56.6,20.1,5.5,2.1
93PR01263,T3572,1,02,48,92,1,1.0,,,,,,,2-,52,56,0,0,,52.5,20.0,5.4,2.1
93PR01264,T8083,1,02,,88,1,5.0,,,,,,,3+,52,50,0,0,,37.7,23.9,5.1,2.0
93PR01265,Y8748,2,30,72,85,2,7.5,F,X,F,FLX,2,2.0,,24,25,0,0,AGE8,,,6.4,2.5
93PR01266,Y9959,2,30,73,86,2,6.5,F,,F,F93,2,2.0,,30,30,0,0,,,,7.6,3.0
